Tamil,Odiya
அறிவு பொறியியல்,ଜ୍ଞାନ ଇଞ୍ଜିନିୟରିଂ
அறிவு மேலாண்மை,ଜ୍ଞାନ ପରିଚାଳନା
அறிவு பணியாளர்,ଜ୍ଞାନ କର୍ମୀ |
லேன் அடாப்டர்,ଲାନ୍ ଆଡାପ୍ଟର |
லேன் சர்வர்,ଲାନ୍ ସର୍ଭର |
LAN பணியிடம்,LAN କର୍ମକ୍ଷେତ୍ର |
நிலப்பரப்பு,ଲ୍ୟାଣ୍ଡସ୍କେପ୍
நிலப்பரப்பு,ଲ୍ୟାଣ୍ଡସ୍କେପ୍
மொழி,ଭାଷା
மொழி மொழிபெயர்ப்பாளர்,ଭାଷା ଅନୁବାଦକ
மொழி செயலி,ଭାଷା ସଞ୍ଚାଳକ
மொழி மொழிபெயர்ப்பாளர்,ଭାଷା ଅନୁବାଦକ
மடிக்கணினி,ଲାପଟପ୍
பெரிய அளவிலான ஒருங்கிணைப்பு (எல்எஸ்ஐ),ବଡ଼ ଆକାରର ଏକୀକରଣ (lsi)
பெரிய அளவிலான ஒருங்கிணைப்பு (LSI),ବଡ଼ ଆକାରର ଏକୀକରଣ (LSI)
லேசர்,ଲେଜର
லேசர் அச்சுப்பொறி,ଲେଜର ପ୍ରିଣ୍ଟର୍ |
கடைசியாக முதலில் வெளியே (LIFO),ଶେଷରେ ପ୍ରଥମ (LIFO)
அடுக்கு,ସ୍ତର
தளவமைப்பு,ଲେଆଉଟ୍
இலை,ପତ୍ର |
இலை முனை,ପତ୍ର ନୋଡ୍ |
இலை தளம்,ପତ୍ର ସାଇଟ୍ |
குத்தகைக்கு,ଲିଜ୍
குத்தகைக்கு விடப்பட்ட சேனல்,ଲିଜ୍ ଚ୍ୟାନେଲ୍ |
குத்தகை வரி,ଲିଜ୍ ରେଖା
குறைந்தது குறிப்பிடத்தக்க பிட் (எல்எஸ்பி),ସର୍ବନିମ୍ନ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ବିଟ୍ (lsb)
குறைந்தது குறிப்பிடத்தக்க இலக்கம்,ସର୍ବନିମ୍ନ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସଂଖ୍ୟା |
பேற்று முறைமை,ପୁରୁଣା ପ୍ରଣାଳୀ
லெம்மா,ଲେମ୍ମା
எழுத்து தரம் (LQ),ଅକ୍ଷର ଗୁଣ (LQ)
லெக்ஸீம்,ଲେକ୍ସେମ୍ |
அகராதியியல்,ଲେକ୍ସିକୋଗ୍ରାଫି |
நூலகம்,ଲାଇବ୍ରେରୀ |
நூலக திட்டம்,ଲାଇବ୍ରେରୀ ପ୍ରୋଗ୍ରାମ୍ |
நூலக துணை வழக்கம்,ଲାଇବ୍ରେରୀ ଉପ-ରୁଟିନ୍ |
உரிம ஒப்பந்தம்,ଲାଇସେନ୍ସ ଚୁକ୍ତି
ஒளி உமிழ்ப்பான் டையோடு (LED),ହାଲୁକା ଏମିଟର ଡାୟୋଡ୍ (LED)
லேசான துப்பாக்கி,ହାଲୁକା ବନ୍ଧୁକ |
ஒளி பேனா,ହାଲୁକା କଲମ |
வரி அடாப்டர்,ରେଖା ଆଡାପ୍ଟର |
வரி எடிட்டிங்,ରେଖା ସମ୍ପାଦନା |
வரி அச்சுப்பொறி,ରେଖା ପ୍ରିଣ୍ଟର୍ |
நேரியல்,ରେଖା
நிமிடத்திற்கு கோடுகள் (LPM),ପ୍ରତି ମିନିଟରେ ରେଖା (LPM)
இணைப்பு,ଲିଙ୍କ୍ |
இணைக்கப்பட்ட பட்டியல்,ଲିଙ୍କ୍ ତାଲିକା |
லினக்ஸ்,LINUX
திரவ படிக காட்சி (எல்சிடி),ତରଳ ସ୍ଫଟିକ୍ ପ୍ରଦର୍ଶନ (LCD)
பட்டியல் செயலாக்கம்,ତାଲିକା ପ୍ରକ୍ରିୟାକରଣ |
இலக்கியம்,ଆକ୍ଷରିକ
வாழ்க,ଲାଇଭ୍ |
நேரடி முனை,ଲାଇଭ୍ ନୋଡ୍ |
ஏற்றவும்,ଲୋଡ୍ କର |
சுமை தொகுதி,ଲୋଡ୍ ମଡ୍ୟୁଲ୍
உள்ளூர்,ସ୍ଥାନୀୟ
உள்ளூர் அணுகல்,ସ୍ଥାନୀୟ ପ୍ରବେଶ
உள்ளூர் பகுதி நெட்வொர்க் (Lan),ସ୍ଥାନୀୟ କ୍ଷେତ୍ର ନେଟୱାର୍କ (ଲାନ୍)
உள்ளூர் வரையறை,ସ୍ଥାନୀୟ ପରିଭାଷା |
உள்ளூர் பரிமாற்றம்,ସ୍ଥାନୀୟ ବିନିମୟ |
உள்ளூர் நினைவகம்,ସ୍ଥାନୀୟ ସ୍ମୃତି
உள்ளூர் முறை,ସ୍ଥାନୀୟ ମୋଡ୍ |
உள்ளூர் மாறி,ଲୋକାଲ୍ ଭେରିଏବଲ୍ |
பூட்டு,ଲକ୍ କରନ୍ତୁ |
பூட்டப்பட்ட கோப்பு,ଲକ୍ ହୋଇଥିବା ଫାଇଲ୍ |
உள்நுழை = உள்நுழை,ଲଗ୍ ଇନ୍ = ଲଗ୍ ଇନ୍ କରନ୍ତୁ |
வெளியேறு-வெளியேறு,ଲଗ୍ ଆଉଟ୍ ଆଉଟ୍ କରନ୍ତୁ |
பதிவு செய்தல்,ଲଗିଂ
தர்க்க பகுப்பாய்வி,ତର୍କ ବିଶ୍ଳେଷଣକାରୀ |
தர்க்க வெடிகுண்டு,ଲଜିକ୍ ବୋମା |
தர்க்க அட்டை,ଲଜିକ୍ କାର୍ଡ |
தர்க்க விளக்கப்படம் (ஓட்டம் விளக்கப்படம்),ଲଜିକ୍ ଚାର୍ଟ (ଫ୍ଲୋ ଚାର୍ଟ)
தர்க்க சுற்று,ଲଜିକ୍ ସର୍କିଟ୍ |
தர்க்க வடிவமைப்பு,ତାର୍କିକ ଡିଜାଇନ୍ |
தர்க்க வரைபடம்,ତାର୍କିକ ଚିତ୍ର
தர்க்க ஓட்ட விளக்கப்படம்,ତର୍କ ପ୍ରବାହ ଚାର୍ଟ |
தர்க்க செயல்பாடு,ତାର୍କିକ କାର୍ଯ୍ୟ
தர்க்க வாயில்,ତାର୍କିକ ଫାଟକ
தர்க்க நிரலாக்கம்,ଲଜିକ୍ ପ୍ରୋଗ୍ରାମିଂ |
தர்க்க மாற்றம்,ତର୍କ ପରିବର୍ତ୍ତନ
தர்க்க நிலை,ତର୍କ ସ୍ଥିତି |
தர்க்க சுவிட்ச்,ଲଜିକ୍ ସୁଇଚ୍ |
தர்க்க அலகு,ତର୍କ ଏକକ |
தருக்க,ଯୁକ୍ତିଯୁକ୍ତ |
தருக்க இணைப்பு,ଯୁକ୍ତିଯୁକ୍ତ ସଂଯୋଗ |
தருக்க தரவு அமைப்பு,ତାର୍କିକ ତଥ୍ୟ ଗଠନ
தருக்க வரைபடம்,ତାର୍କିକ ଚିତ୍ର
தருக்க வெளிப்பாடு,ଯୁକ୍ତିଯୁକ୍ତ ଅଭିବ୍ୟକ୍ତି |
தருக்க பாய்வு விளக்கப்படம் (ஓட்டம் விளக்கப்படம்),ଲଜିକାଲ୍ ଫ୍ଲୋ ଚାର୍ଟ (ଫ୍ଲୋ ଚାର୍ଟ)
தருக்க IF,ଯୁକ୍ତିଯୁକ୍ତ IF
தருக்க செயல்பாடு,ଲଜିକାଲ୍ ଅପରେସନ୍
தருக்க ஆபரேட்டர்,ଲଜିକାଲ୍ ଅପରେଟର୍ |
தர்க்கரீதியான உறவு,ଯୁକ୍ତିଯୁକ୍ତ ସମ୍ପର୍କ |
தருக்க திட்டம்,ଲଜିକାଲ୍ ସ୍କିମ୍ |
தருக்க சின்னம்,ଯୁକ୍ତିଯୁକ୍ତ ପ୍ରତୀକ |
தருக்க வகை,ଲଜିକାଲ୍ ପ୍ରକାର |
தருக்க மதிப்பு,ତାର୍କିକ ମୂଲ୍ୟ
தருக்க மாறி,ଲଜିକାଲ୍ ଭେରିଏବଲ୍ |
முன்னே பார்,ଆଗକୁ ଦେଖ
முன்னே பார்,ଆଗକୁ ସେଟ୍ ଦେଖନ୍ତୁ |
பார்-அப்,ଉପରୁକୁ ଦେଖ
லூப்,ଲୁପ୍ |
வளைய கட்டுப்பாடு,ଲୁପ୍ କଣ୍ଟ୍ରୋଲ୍ |
வளைய துவக்கம்,ଲୁପ୍ ପ୍ରାରମ୍ଭିକରଣ |
வளைய மாற்றம்,ଲୁପ୍ ପରିବର୍ତ୍ତନ
வளைய நெட்வொர்க்,ଲୁପ୍ ନେଟୱାର୍କ |
வளைய தொடக்கம்,ଲୁପ୍ ଆରମ୍ଭ
லூப் முடித்தல்,ଲୁପ୍ ସମାପ୍ତି |
லூப்-பேக் சோதனை,ଲୁପ୍-ବ୍ୟାକ୍ ପରୀକ୍ଷା |
தளர்வாக இணைக்கப்பட்டது,ଖାଲି ଯୋଡି |
இழப்பற்ற சுருக்கம்,କ୍ଷତିହୀନ ସଙ୍କୋଚନ |
இழப்பு சுருக்கம்,କ୍ଷତିକାରକ ସଙ୍କୋଚନ |
குறைந்த பைட்,କମ୍ ବାଇଟ୍ |
குறைந்த அளவிலான மொழி,ନିମ୍ନ ସ୍ତରର ଭାଷା |
குறைந்த பாஸ் வடிகட்டி,ନିମ୍ନ ପାସ୍ ଫିଲ୍ଟର୍ |
குறைந்த எல்லை,ନିମ୍ନ ବନ୍ଧା |
மேக் நெறிமுறை (நடுத்தர அணுகல் கட்டுப்பாடு),ମ୍ୟାକ୍ ପ୍ରୋଟୋକଲ୍ (ମଧ୍ୟମ ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ)
இயந்திரம்,ମେସିନ୍
இயந்திர முகவரி,ଯନ୍ତ୍ର ଠିକଣା
இயந்திர குறியீடு,ମେସିନ୍ କୋଡ୍
இயந்திர சுழற்சி,ମେସିନ୍ ଚକ୍ର |
இயந்திரம் சார்ந்த மொழி,ମେସିନ୍ ନିର୍ଭରଶୀଳ ଭାଷା |
இயந்திரம் சார்ந்த மென்பொருள்,ମେସିନ୍ ନିର୍ଭରଶୀଳ ସଫ୍ଟୱେର୍ |
இயந்திர பிழை,ମେସିନ୍ ତ୍ରୁଟି |
இயந்திரம் செயலற்ற நேரம்,ମେସିନ୍ ନିଷ୍କ୍ରିୟ ସମୟ |
இயந்திர சுயாதீன மொழி,ମେସିନ୍ ସ୍ୱାଧୀନ ଭାଷା |
இயந்திர அறிவுறுத்தல்,ଯନ୍ତ୍ର ନିର୍ଦ୍ଦେଶ
இயந்திர நுண்ணறிவு,ଯନ୍ତ୍ର ବୁଦ୍ଧି
இயந்திர மொழி,ମେସିନ୍ ଭାଷା
இயந்திர வழி கற்றல்,ଯନ୍ତ୍ର ଶିକ୍ଷା
இயந்திர செயல்பாடு,ମେସିନ୍ ଅପରେସନ୍
இயந்திரம் சார்ந்த மொழி,ମେସିନ୍ ଆଧାରିତ ଭାଷା |
இயந்திர ஓட்டம்,ମେସିନ୍ ଚଲାଇବା |
இயந்திர உருவகப்படுத்துதல்,ମେସିନ୍ ଅନୁକରଣ
இயந்திரம் கெட்டுப்போன நேரம்,ମେସିନ୍ ନଷ୍ଟ ହୋଇଥିବା ସମୟ |
இயந்திர மொழிபெயர்ப்பு,ମେସିନ୍ ଅନୁବାଦ
இயந்திர வார்த்தை,ମେସିନ୍ ଶବ୍ଦ |
மேக்ரோ (=மேக்ரோ அறிவுறுத்தல்),ମାକ୍ରୋ (= ମାକ୍ରୋ ନିର୍ଦ୍ଦେଶ)
மேக்ரோ வாதம்,ମାକ୍ରୋ ଆର୍ଗୁମେଣ୍ଟ୍ |
மேக்ரோ சட்டசபை திட்டம்,ମାକ୍ରୋ ଆସେମ୍ବଲି ପ୍ରୋଗ୍ରାମ୍ |
மேக்ரோ அழைப்பு,ମାକ୍ରୋ କଲ୍ |
மேக்ரோ குறியீடு,ମାକ୍ରୋ କୋଡ୍ |
மேக்ரோ கட்டளை,ମାକ୍ରୋ କମାଣ୍ଡ୍ |
மேக்ரோ பிரகடனம்,ମାକ୍ରୋ ଘୋଷଣା
மேக்ரோ வரையறை,ମାକ୍ରୋ ସଂଜ୍ଞା
மேக்ரோ ஓட்ட விளக்கப்படம்,ମାକ୍ରୋ ଫ୍ଲୋ ଚାର୍ଟ |
மேக்ரோ ஜெனரேட்டர்,ମାକ୍ରୋ ଜେନେରେଟର
மேக்ரோ அறிவுறுத்தல்,ମାକ୍ରୋ ନିର୍ଦ୍ଦେଶ
மேக்ரோ மொழி,ମାକ୍ରୋ ଭାଷା |
மேக்ரோ நூலகம்,ମାକ୍ରୋ ଲାଇବ୍ରେରୀ |
மேக்ரோ அளவுரு,ମାକ୍ରୋ ପାରାମିଟର |
மேக்ரோ செயலாக்கம்,ମାକ୍ରୋ ପ୍ରକ୍ରିୟାକରଣ |
மேக்ரோ செயலி,ମାକ୍ରୋ ସଞ୍ଚାଳକ |
மேக்ரோ நிரலாக்க,ମାକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ |
மேக்ரோ முன்மாதிரி,ମାକ୍ରୋ ପ୍ରୋଟୋଟାଇପ୍ |
மேக்ரோ-குறியீடு,ମାକ୍ରୋ-କୋଡିଂ |
மாகாபைட் (MB),ମାଗାବାଇଟ୍ (MB)
மந்திர பாத்திரம்,ଯାଦୁ ଚରିତ୍ର |
மந்திர எண்,ଯାଦୁ ସଂଖ୍ୟା
காந்த குமிழி நினைவகம்,ଚୁମ୍ବକୀୟ ବବୁଲ୍ ସ୍ମୃତି
காந்த அட்டை,ଚୁମ୍ବକୀୟ କାର୍ଡ |
காந்த செல்,ଚୁମ୍ବକୀୟ କକ୍ଷ |
காந்த தன்மை,ଚୁମ୍ବକୀୟ ଚରିତ୍ର |
காந்த மைய சேமிப்பு,ଚୁମ୍ବକୀୟ କୋର ସଂରକ୍ଷଣ
காந்த வட்டு,ଚୁମ୍ବକୀୟ ଡିସ୍କ |
காந்த வட்டு முகவரி,ଚୁମ୍ବକୀୟ ଡିସ୍କ ଠିକଣା
காந்த வட்டு நினைவகம்,ଚୁମ୍ବକୀୟ ଡିସ୍କ ସ୍ମୃତି
காந்த டிரம்,ଚୁମ୍ବକୀୟ ଡ୍ରମ୍ |
காந்த குறியாக்கம்,ଚୁମ୍ବକୀୟ ଏନକୋଡିଂ |
காந்த தலை,ଚୁମ୍ବକୀୟ ମୁଣ୍ଡ
காந்த மை,ଚୁମ୍ବକୀୟ ଇଙ୍କି |
காந்த மை எழுத்து அங்கீகாரம் (MICR),ଚୁମ୍ବକୀୟ ଇଙ୍କି ବର୍ଣ୍ଣ ଚିହ୍ନ (MICR)
காந்த ஊடகம்,ଚୁମ୍ବକୀୟ ମିଡିଆ |
காந்த வாசிப்பு,ଚୁମ୍ବକୀୟ ପଠନ |
காந்த பதிவு,ଚୁମ୍ବକୀୟ ରେକର୍ଡିଂ |
காந்த சேமிப்பு,ଚୁମ୍ବକୀୟ ସଂରକ୍ଷଣ
காந்தப் பட்டை,ଚୁମ୍ବକୀୟ ଷ୍ଟ୍ରିପ୍ |
காந்த நாடா,ଚୁମ୍ବକୀୟ ଟେପ୍ |
காந்த நாடா கெட்டி,ଚୁମ୍ବକୀୟ ଟେପ୍ କାର୍ଟ୍ରିଜ୍ |
காந்த நாடா இயக்கி,ଚୁମ୍ବକୀୟ ଟେପ୍ ଡ୍ରାଇଭ୍ |
காந்த நாடா தலைப்பு,ଚୁମ୍ବକୀୟ ଟେପ୍ ହେଡର୍ |
காந்த நாடா நூலகர்,ଚୁମ୍ବକୀୟ ଟେପ୍ ଲାଇବ୍ରେରିଆନ୍ |
காந்த நாடா போக்குவரத்து,ଚୁମ୍ବକୀୟ ଟେପ୍ ପରିବହନ |
காந்த நாடா அலகு,ଚୁମ୍ବକୀୟ ଟେପ୍ ୟୁନିଟ୍ |
காந்த மெல்லிய படலம்,ଚୁମ୍ବକୀୟ ପତଳା ଚଳଚ୍ଚିତ୍ର |
காந்த பாதை,ଚୁମ୍ବକୀୟ ଟ୍ରାକ୍ |
காந்த ஒளி சேமிப்பு,ଚୁମ୍ବକୀୟ ଅପ୍ଟିକ୍ ଷ୍ଟୋରେଜ୍ |
காந்தவியல் அச்சுப்பொறி,ଚୁମ୍ବକୀୟ ପ୍ରିଣ୍ଟର୍ |
காந்தத்தடுப்பு,ଚୁମ୍ବକୀୟ
காந்தத்தடுப்பு மாத்திரை,ଚୁମ୍ବକୀୟ ଟାବଲେଟ୍ |
அஞ்சல் பெட்டி,ମେଲ୍ ବାକ୍ସ
அஞ்சல் இணைப்பு,ମେଲ୍ ମିଶ୍ରଣ |
முக்கிய கட்டுப்பாட்டு அலகு,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରଣ ଏକକ |
முக்கிய சட்டகம்,ମୁଖ୍ୟ ଫ୍ରେମ୍ |
முக்கிய சட்ட அமைப்பு,ମୁଖ୍ୟ ଫ୍ରେମ୍ ସିଷ୍ଟମ୍ |
முதன்மை நினைவகம்,ମୁଖ୍ୟ ସ୍ମୃତି
முக்கிய திட்டம்,ମୁଖ୍ୟ ପ୍ରୋଗ୍ରାମ୍
முக்கிய சேமிப்பு,ମୁଖ୍ୟ ଭଣ୍ଡାର |
முக்கிய சுவிட்ச்,ମୁଖ୍ୟ ସୁଇଚ୍
பராமரிப்பு,ରକ୍ଷଣାବେକ୍ଷଣ
பராமரிப்பு குழு,ରକ୍ଷଣାବେକ୍ଷଣ ପ୍ୟାନେଲ୍ |
பராமரிப்பு நேரம்,ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ
முக்கிய சுழற்சி,ପ୍ରମୁଖ ଚକ୍ର |
முக்கிய சாதனம்,ପ୍ରମୁଖ ଉପକରଣ
முக்கிய விசை,ମୁଖ୍ୟ ଚାବି |
முக்கிய மாநிலம்,ପ୍ରମୁଖ ରାଜ୍ୟ |
முக்கிய கட்டமைப்பு,ପ୍ରମୁଖ ଗଠନ
முக்கிய பணி,ପ୍ରମୁଖ କାର୍ଯ୍ୟ
பெரும்பான்மை உறுப்பு,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
பெரும்பான்மை வாயில்,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
பெரும்பான்மை செயல்பாடு,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
ஒப்பனை நேரம்,ମେକଅପ୍ ସମୟ |
செயலிழப்பு வழக்கமான,ତ୍ରୁଟି ନିତ୍ୟକର୍ମ |
மேலாண்மை வளர்ச்சி,ପରିଚାଳନା ବିକାଶ
மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்),ପରିଚାଳନା ସୂଚନା ବ୍ୟବସ୍ଥା (MIS)
மேலாண்மை அறிவியல்,ପରିଚାଳନା ବିଜ୍ଞାନ |
மான்செஸ்டர் குறியீட்டு முறை,ମଞ୍ଚେଷ୍ଟର କୋଡିଂ |
பன்மடங்கு,ମନିଫୋଲ୍ଡିଂ |
கையாளப்பட்ட மாறி,ମନିପ୍ୟୁଟେଡ୍ ଭେରିଏବଲ୍ |
குறியீட்டு முறையை கையாளுதல்,ଇଣ୍ଡେକ୍ସ କରିବା
மனிதன்-இயந்திர உருவகப்படுத்துதல்,ମ୍ୟାନ୍-ମେସିନ୍ ଅନୁକରଣ |
கையேடு முகவரி சுவிட்ச்,ମାନୁଆଲ୍ ଠିକଣା ସୁଇଚ୍ |
கையேடு பகுப்பாய்வு,ମାନୁଆଲ ବିଶ୍ଳେଷଣ |
கைமுறை பதில்,ମାନୁଆଲ ଉତ୍ତର
கைமுறை நுழைவு,ମାନୁଆଲ ପ୍ରବେଶ
கையேடு பரிமாற்றம்,ମାନୁଆଲ ବିନିମୟ
கைமுறை உள்ளீடு,ମାନୁଆଲ୍ ଇନପୁଟ୍ |
கைமுறை செயல்பாடு,ମାନୁଆଲ୍ ଅପରେସନ୍ |
பல பல உறவுகள்,ଅନେକ ସମ୍ପର୍କ ପାଇଁ ଅନେକ |
பல ஒரு குறிவிலக்கி,ଅନେକରୁ ଗୋଟିଏ ଡିକୋଡର୍ |
வரைபட முறை,ମାନଚିତ୍ର ପଦ୍ଧତି
விவரணையாக்கம்,ମ୍ୟାପିଂ
விளிம்பு,ମାର୍ଜିନ୍
விளிம்பு பிழை,ମାର୍ଜିନ୍ ତ୍ରୁଟି |
விளிம்பு சோதனை,ମାର୍ଜିନାଲ ଯାଞ୍ଚ
விளிம்பு சோதனை,ମାର୍ଜିନାଲ ପରୀକ୍ଷା
குறி கண்டறிதல்,ଚିହ୍ନ ଚିହ୍ନଟ
குறி வாசிப்பு,ପ reading ଼ିବା ଚିହ୍ନ |
குறி ஸ்கேனிங்,ମାର୍କ ସ୍କାନିଂ
குறி உணர்வு,ଚିହ୍ନ ଚିହ୍ନ
குறிப்பான்,ମାର୍କର
குறியிடுதல்,ମାର୍କିଂ
குறிக்கும் அலை,ତରଙ୍ଗ ଚିହ୍ନିତ
மார்க்கோவ் சங்கிலி,ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |
மார்க்கோவ் ஆதாரம்,ମାର୍କୋଭ ଉତ୍ସ |
குறி மொழி,ମାର୍କ ଅପ୍ ଭାଷା |
மாசர்,ମାସର
மாசர்,ମାସର
முகமூடி,ମାସ୍କ
முகமூடி பிட்,ମାସ୍କ ବିଟ୍ |
முகமூடி நிரல்படுத்தக்கூடிய சாதனம்,ମାସ୍କ ପ୍ରୋଗ୍ରାମେବଲ୍ ଡିଭାଇସ୍ |
முகமூடி பதிவு,ମାସ୍କ ରେଜିଷ୍ଟର |
முகமூடி ROM,ମାସ୍କଡ୍ ROM |
மறைத்தல்,ମାସ୍କିଂ |
வெகுஜன தரவு,ବହୁ ତଥ୍ୟ
நிறை நினைவகம்,ଜନ ସ୍ମୃତି
பெருமளவில் இணையாக,ବହୁଳ ଭାବରେ ସମାନ୍ତରାଳ |
குரு,ଗୁରୁ
முதன்மை அட்டை,ମାଷ୍ଟର କାର୍ଡ |
முதன்மை கடிகாரம்,ମାଷ୍ଟର ଘଣ୍ଟା |
மாஸ்டர் கன்சல்,ମାଷ୍ଟର କନସୋଲ୍ |
பிரதான தரவு,ମୂଖ୍ୟ ତଥ୍ୟ |
முதன்மை வரைபடம்,ମୂଖ୍ୟ ଚିତ୍ର
முதன்மை கோப்பு,ମାଷ୍ଟର ଫାଇଲ୍ |
முதன்மை குழு,ମାଷ୍ଟର ଗ୍ରୁପ୍ |
முதன்மை விசை,ମାଷ୍ଟର କି
முதன்மை நூலக நாடா,ମାଷ୍ଟର ଲାଇବ୍ରେରୀ ଟେପ୍ |
முதன்மை செயலி,ମାଷ୍ଟର ସଞ୍ଚାଳକ |
முதன்மை திட்டம்,ମାଷ୍ଟର ପ୍ରୋଗ୍ରାମ୍ |
முதன்மை நிலையம்,ମାଷ୍ଟର ଷ୍ଟେସନ୍ |
மாஸ்டர் டேப்,ମାଷ୍ଟର ଟେପ୍ |
முதன்மை முனையம்,ମାଷ୍ଟର୍ ଟର୍ମିନାଲ୍ |
மாஸ்டர்/அடிமை சாதனம்,ମାଷ୍ଟର / ଦାସ ଉପକରଣ |
எஜமானர்/அடிமை முறை,ମାଷ୍ଟର / ଦାସ ପ୍ରଣାଳୀ |
பொருத்துக,ମ୍ୟାଚ୍
பொருத்தம்,ମେଳ ଖାଉଛି
கணித நிரலாக்கம்,ଗାଣିତିକ ପ୍ରୋଗ୍ରାମିଂ
கணித உருவகப்படுத்துதல்,ଗାଣିତିକ ଅନୁକରଣ
மேட்ரிக்ஸ்,ମାଟ୍ରିକ୍ସ
அணி அச்சுப்பொறி,ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |
அணி சுவிட்ச்,ମ୍ୟାଟ୍ରିକ୍ସ ସୁଇଚ୍ |
அணி அட்டவணை,ମ୍ୟାଟ୍ରିକ୍ସ ଟେବୁଲ୍ |
அதிகபட்ச கணினி,ମ୍ୟାକ୍ସି କମ୍ପ୍ୟୁଟର |
அதிகபட்ச கணினி,ମ୍ୟାକ୍ସିକ୍ କମ୍ପ୍ୟୁଟର |
அதிகபட்ச உறுப்பு,ସର୍ବାଧିକ ଉପାଦାନ |
அதிகபட்சம் (நிலையான தொகை),maxterm (ମାନକ ରାଶି ଶବ୍ଦ)
மேக்ஸ்வெல் டீமான்,ମ୍ୟାକ୍ସୱେଲ ଡେମନ୍ |
சராசரி,ଅର୍ଥ
பழுதுபார்க்கும் நேரம் என்று பொருள்,ଅର୍ଥ ମରାମତି ସମୟ |
தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF),ବିଫଳତା ମଧ୍ୟରେ ସମୟ (MTBF)
தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF),ବିଫଳତା ମଧ୍ୟରେ ସମୟ (MTBF)
தோல்விக்கான நேரம் என்று அர்த்தம்,ବିଫଳତାର ସମୟ |
பழுதுபார்க்கும் நேரம்,ମରାମତି ପାଇଁ ସମୟ |
பழுதுபார்ப்பதற்கான சராசரி நேரம் (MTTR),ମରାମତି ପାଇଁ ସମୟ (MTTR)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),ମଧ୍ୟମ ମାପ ଏକୀକରଣ (MSI)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),ମଧ୍ୟମ ମାପ ଏକୀକରଣ (MSI)
நடுத்தர கால சேமிப்பு சாதனம்,ମଧ୍ୟମ ଅବଧି ସଂରକ୍ଷଣ ଉପକରଣ |
ஒரு வினாடிக்கு மெகாபிட் (எம்பி பிஎஸ்),ପ୍ରତି ସେକେଣ୍ଡରେ ମେଗାବିଟ୍ (MB Ps)
உறுப்பினர் பொருள்,ସଦସ୍ୟ ବସ୍ତୁ |
உறுப்பினர் பதிவு,ସଦସ୍ୟ ରେକର୍ଡ |
நினைவு,ସ୍ମୃତି
நினைவக வரிசை,ମେମୋରୀ ଆରେ
நினைவக வங்கி,ମେମୋରୀ ବ୍ୟାଙ୍କ
நினைவக இடையக பதிவு,ମେମୋରୀ ବଫର୍ ରେଜିଷ୍ଟର |
நினைவக பேருந்து,ମେମୋରୀ ବସ୍
மெமரி கார்டு,ମେମୋରୀ କାର୍ଡ
நினைவக செல்,ମେମୋରୀ ସେଲ୍
நினைவக சுருக்கம்,ସ୍ମୃତି ସଙ୍କୋଚନ
நினைவக கோர்,ମେମୋରୀ କୋର୍
நினைவக சுழற்சி,ସ୍ମୃତି ଚକ୍ର
நினைவக தரவு பதிவு,ମେମୋରୀ ଡାଟା ରେଜିଷ୍ଟର |
நினைவக திணிப்பு,ମେମୋରୀ ଡମ୍ପ
நினைவக பரிமாற்றம்,ସ୍ମୃତି ବିନିମୟ
நினைவக படிநிலை,ସ୍ମୃତି କ୍ରମ
நினைவக அறிவுறுத்தல்,ସ୍ମୃତି ନିର୍ଦ୍ଦେଶ
நினைவக மேலாண்மை,ସ୍ମୃତି ପରିଚାଳନା
நினைவக வரைபடம்,ସ୍ମୃତି ମାନଚିତ୍ର
நினைவக வரைபட I/O,ମେମୋରୀ ମ୍ୟାପ୍ I / O
நினைவக மாதிரி,ମେମୋରୀ ମଡେଲ୍ |
நினைவக தொகுதி,ମେମୋରୀ ମଡ୍ୟୁଲ୍
நினைவக சுட்டி பதிவு,ମେମୋରୀ ପଏଣ୍ଟର୍ ରେଜିଷ୍ଟର |
ஞாபக சக்தி,ସ୍ମୃତି ଶକ୍ତି
நினைவக பாதுகாப்பு,ସ୍ମୃତି ସୁରକ୍ଷା
