Kannada,Telugu
ಕೀಟ ಕೀಟ,పురుగుల తెగులు
ಕೀಟಸಾಮಾನ್ಯ,పురుగు
ಕೀಟನಾಶಕ,పురుగుమందు
ಕೀಟಭಾರಿಯ,పురుగుమందు
ಬಿಸಿಲು,ఇన్సోలేషన్
ಬಿಡಿಸಲಾಗದ,కరగని
ಇನ್ಸ್ಟಾರ್ (ಕೀಟ),నాడులు
ನಿರಂಕುಶಾಧಿಕಾರಿ,ఇన్సులేటర్
ಸಂಯೋಜಿತ ರೋಗ ನಿರ್ವಹಣೆ,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
ಸಂಯೋಜಿತ ಪೋಷಕಾಂಶಗಳ ನಿರ್ವಹಣೆ,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
ಸಂಯೋಜಿತ ಕೀಟ ನಿರ್ವಹಣೆ,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
ತೀವ್ರಗೊಳಿಸುವಿಕೆ,తీవ్రత
ತೀವ್ರ,ఇంటెన్సివ్
ಅಂತರ್ರೋಗ,ఇంటర్‌క్రాప్
ಅಂತರಸಂಪರ್ಕ (ಅಂತರಸಂಪರ್ಕ),(పరస్పర కల్చే
ಆಸಕ್ತಿ,వడ్డీ
ಅಂತರಪರ್ -ಆವರಣ,ఇంటర్నోడ్
ಇಂಟರ್ಫೇಸ್ (ಕೋಶ ವಿಭಾಗ),కణ విభజన
ರಾಕ್ಷಸ,ఇంటర్‌పోలేషన్
ಅಂತರ್ರೋಗದ,ఇంటర్-స్టెరైల్
ದಾಸ್ತಾನು,జాబితా
ವಿಪರ್ಯ,విలోమం
ಆಕ್ರೋಶ,Insucre
ಅಯಾನು,అయాన్
ವಿಕಿರಣ,వికిరణం
ನೀರಾವರಿ,నీటిపారుదల
ಐಸೊ ಆಲೀಲ್ಸ್,ISO యుగ్మ వికల్పాలు
ಐಎಸ್ಒ ಉತ್ಪನ್ನ ಕರ್ವ್,ISO ఉత్పత్తి వక్రత
ಐಸೋಬಾರ್,ఐసోబార్
ಐಸೊಗಾಮಿ,ఐసోగామి
ಪ್ರತ್ಯೇಕತೆ,ఐసోలేషన్ దూరం
ಸಮೋಪ್ಸುಯು,ఐసోప్లాయిడ్
ಲೋಕದ,ఐసోక్వాంట్
ಐಸೋಟೋಪ್,ఐసోటోప్
ಭಾರತೀಯ ಬರ್ಚ್,ఇండియన్ బిర్చ్
ಭಾರತೀಯ ನೀಲಿ ಪೈನ್,ఇండియన్ బ్లూ పైన్
ಭಾರತೀಯ ಚೆರ್ರಿ,భారతీయ చెర్రీ
ಭಾರತೀಯ ಜುನಿಪರ್,భారతీయ జునిపెర్
ಭಾರತೀಯ ಕಿನೋ ಮರ,భారతీయ కినో చెట్టు
ಭಾರತೀಯ ಲೌರಲ್ ಮರ,భారతీయ లారల్ చెట్టు
ಭಾರತೀಯ ಹುಚ್ಚು,భారతీయ పిచ్చి
ಭಾರತೀಯ ಹುಚ್ಚು,ఇండియన్ మాడ్లర్
ಭಾರತೀಯ ಪೊಡೊ ಫೈಲಮ್,ఇండియన్ పోడో ఫైలం
ಇಂಡಿಗೊ,ఇండిగో
ಇಟಲಿಯ ರಾಗಿ,ఇటాలియన్ మిల్లెట్
ದಂತ ಮರ,ఐవరీ ట్రీ
ಐವಿ ಗೌರ್ಡ್/ಲಿಟಲ್ ಸೋರೆಕಾಯಿ,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
ನುಗ್ಗಿ,బెల్లం
ಜಪೋನಿಕಾ ಅಕ್ಕಿ,జపోనికా రైస్
ಜಲಾರತಿ,జాసిద్
ಜಾವಾನಿಕಾ ಅಕ್ಕಿ,జవానికా రైస్
ಕವಣೆ,జెల్లింగ్
ಜಮ್ ಕೃಷಿ,H ుమ్ సాగు
ಜಿಗಿಯುವ ಜೀನ್,జంపింగ్ జన్యువు
ಜಲ್ಲಿಕ,జంక్ DNA
ಬಾಲಕಿಯ ಹಂತ,బాల్య దశ
ಸ ೦ ಗಂಗಲ,జాకరంద
ಜಕ್ಕೆ,జాక్‌ఫ్రూట్
ಜಾಮಿನ,జామున్
ಮಲ್ಲಿಗೆ,జాస్మిన్
ಜಟ್ಟಿ ಖಟ್ಟಿ,జట్టి ఖట్టి
ಜಾಟ್ರೋಫಾ,జాట్రోఫా
ದಣಿಸು,జనపనార
ಜಸ್ಸಿಡ್ಸ್,జాసిడ్స్
ಕವಣೆ,కయోలిన్
ಕ್ವಾಲಿನೈಟ್,KAOLINITE
ಕ್ವಾಲಿನೈಟ್,KAOLINITE
ಕರಿಚೈಮಾ,కారింగైమా
ಕಸಪೋಕ್ತಿ,కారియోడెస్మా
ಕಟೋಗಮಿ,కార్యోగామి
ಕ್ಯಾರೋಗ್ರಾಮ್ (ಇಡಿಯೋಗ್ರಾಮ್),కర్ణభ్యాసనము
ಕರಿಯೊಕಿನಿಸ್,కారియోకినిసిస్
ಸ್ವಾರಸ್ಯ,కార్యాలజీ
ಕಸಪಂಕ್ತಿ,కారియోలిసిస్
ಕರಿಯಾನ್,కారియన్
ಬಾವ್ಯ,కార్యోటైప్
ಕೆಲ್ಪ್ (ಪಾಚಿ),అల్గ
ಕೆಲ್ವಿನ್ ಚಕ್ರ,కెల్విన్ సైకిల్
ಕಸ,కెరాటిన్
ಪಟಲ,కెర్నల్
ಖೈರಾ ಕಾಯಿಲೆ,ఖైరా వ్యాధి
ಖಾರಿಫ್,ఖరీఫ్
ತಮಾಷೆ,తమాషా
ಧನಸಹಾಯ,కైనెటోచోర్
ಅಡಿಗೆಮನೆ,వంటగది తోట
ಕ್ಲೈನ್‌ಫಿಲ್ಟರ್ ಸಿಂಡ್ರೋಮ್,క్లీన్ఫిల్టర్ సిండ్రోమ్
ಕ್ಲೆನೋ ತುಣುಕು,Klenow భాగం
ಗಲಾಟೆ,ముడి
ಕೋಚ್ ಅವರ ಪೋಸ್ಟ್ಯುಲೇಟ್,కోచ్ యొక్క పోస్టులేట్
ಕೊಪ್ಪೆನ್ಸ್ ವರ್ಗೀಕರಣ (ಹವಾಮಾನ),కొరిమి
ಕ್ರೆಬ್ಸ್ ಚಕ್ರ,క్రెబ్స్ చక్రం
ಕರ್ಟಿಸಿಸ್,కుర్టోసిస్
ಕೆವಿಕೆ (ಕೃಷಿ ವ್ಯರ್ಥಾದ ಕೇಂದ್ರ),KVK
ಕಾದಮ್,కడమ్
ಕಾಲ್ನಡಸು,కాలే
ಕಾನ್ಸ್ ಹುಲ್ಲು,కాన్స్ గడ్డి
ಕರೋಂಡ,కరోండా
"ಕಿಡ್ನಿ ಬೀನ್, ರಾಜ್ಮಾ","కిడ్నీ బీన్, రాజ్మా"
ಕಿವಿಫ್ರೂಟ್,కివిఫ్రియుట్
ನಾಲ್ ಖೋಲ್,నోల్ ఖోల్
ಕಾದು,కోడాంపులి
ಕಾದೋ ರಾಗಿ,కోడో మిల్లెట్
ಕೊಕಾಮ್ ಬೆಣ್ಣೆ ಮರ (ಮ್ಯಾಂಗೋಸ್ಟೀನ್),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
ಖಮ್ರ ಜೀರುಂಡೆ,ఖాప్రా బీటిల్
ಎಲ್.ಡಿ.50 (ಮಾರಕ ಡೋಸ್ 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
ಲ್ಯಾಂಡ್ ಟು ಲ್ಯಾಂಡ್,ల్యాబ్ టు ల్యాండ్
ಹದಗೆಟ್ಟ,లేబుల్
ದುಡಿಮೆ,శ్రమ
ಲ್ಯಾಕ್ ಒಪೆರಾನ್ ಮಾದರಿ,లాక్ ఒపెరాన్ మోడల్
ಪಾದಚಾರಿ,చనుబాలివ్వడం
ಲ್ಯಾಕ್ಟೋಜೆನಿಕ್ ಹಾರ್ಮೋನ್ (ಪ್ರೊಲ್ಯಾಕ್ಟಿನ್),క్షీరసమూరం
ಕ್ಷೀರ,లాక్టోస్
ಹಿಂದುಳಿಯುವ ಎಳ,లాగింగ్ స్ట్రాండ్
ಲ್ಯಾಂಬ್ಡಾ ಕ್ಲೋನಿಂಗ್ ವೆಕ್ಟರ್,లాంబ్డా క్లోనింగ్ వెక్టర్
ಲ್ಯಾಮಿನಾರ್ ಗಾಳಿಯ ಹರಿವು,లామినార్ గాలి ప్రవాహం
ದೀಪದ ಕ್ರೋಮೋಸೋಮ್,దీపం బ్రష్ క్రోమోజోమ్
ನೆಲ,భూమి
ಭೂ ಸಾಮರ್ಥ್ಯ ವರ್ಗೀಕರಣ,భూమి సామర్థ్య వర్గీకరణ
ಭೂ ಸಾಮರ್ಥ್ಯದ ನಕ್ಷೆ,భూమి సామర్థ్య పటం
ಭೂ ಅವನತಿ,భూమి క్షీణత
ಭೂ ಸಮಾನ ಅನುಪಾತ,భూమి సమాన నిష్పత్తి
ಭೂ ಸ್ಥಾನ,ల్యాండ్ లెవలింగ్
ಭೂ ಸುಧಾರಣೆ,భూమి పునరుద్ధరణ
ಭೂದೃಶ್ಯ,ల్యాండ్ స్కేపింగ్
ಭೂ ಸೂಕ್ತತೆ,భూమి అనుకూలత
ಭೂ ಬಳಕೆಯ ಮಾದರಿ,భూ వినియోగ విధానం
ಲ್ಯಾಂಗರ್‌ಹ್ಯಾನ್ಸ್ ಕೋಶಗಳು,లాంగర్‌హాన్స్ కణాలు
ಕಳೆದುಹೋಗುವ ದರ,లోపం రేటు
ಲಾರ್ವಾಗಳು,లార్వా
ಸುಪ್ತತೆ,జాప్యం
ಸುಪ್ತ,గుప్త
ಸುಪ್ತ ಸೋಂಕು,గుప్త సంక్రమణ
ಪಾರ್ಶ್ವದ,పార్శ్వ
ಲ್ಯಾಟೈಟ್ ಮಣ್ಣು,లాటరైట్ నేలలు
ಜರಡಿ,రబ్బరు పాలు
ತತ್ತ್ವ,లాథరిజం
ಲ್ಯಾಟಿನ್ ಸ್ಕ್ವೇರ್ ವಿನ್ಯಾಸ (ಎಲ್ಎಸ್ಡಿ),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
ಚೂರುಪಟ್ಟು,లాటిస్
ಕನ್ವರ್ಸಿಟಿವ್ ಬೆನಿಫೇಜ್ ಕಾನೂನು,కంపన ప్రయోజనం యొక్క చట్టం
ನಿರಂತರ ಆದಾಯದ ಕಾನೂನು,స్థిరమైన రాబడి యొక్క చట్టం
ರಿಟರ್ನ್ಸ್ ಕಡಿಮೆಯಾಗುವ ಕಾನೂನು,రాబడిని తగ్గించే చట్టం
ಹೆಚ್ಚುತ್ತಿರುವ ಮರುಪರಿಶೀಲಿಸುವ ಕಾನೂನು,పెరుగుతున్న చట్టం
ಅಂಶಗಳನ್ನು ಸೀಮಿತಗೊಳಿಸುವ ಕಾನೂನು,కారకాలు పరిమితం చేసే చట్టం
ಕನಿಷ್ಠ ಕಾನೂನು,కనీస చట్టం
ಬದಲಿ ಕಾನೂನು,ప్రత్యామ్నాయ చట్టం
ವೇರಿಯಬಲ್ ಅನುಪಾತಗಳ ಕಾನೂನು,వేరియబుల్ నిష్పత్తుల చట్టం
ಹರಿ,పొర
ಲೆಔಟ್,లేఅవుట్
ಚೂರು,లీచేట్
ಸೋರಿಕೆ ದಕ್ಷತೆ,లీచింగ్ సామర్థ్యం
ಲೀಚಿಂಗ್ ಅವಶ್ಯಕತೆ,లీచింగ్ అవసరం
ಪ್ರಮುಖ ಎಳೆಯ,ప్రముఖ స్ట్రాండ్
ಎಲೆ ಪ್ರದೇಶದ ಅವಧಿ,ఆకు ప్రాంతం వ్యవధి
ಎಲೆ ಪ್ರದೇಶದ ಸೂಚ್ಯಂಕ,ఆకు ప్రాంత సూచిక
ಎಲೆ ಪ್ರದೇಶ ಅನುಪಾತ,ఆకు ప్రాంత నిష్పత్తి
ಎಲೆಗಾರ,ఆకు మైనర్
ಪಟ ಪರೀಕ್ಷೆ,ఆకు పరీక్ష
ಎಲೆ,ఆకు
ಕರಪತ್ರ,కరపత్రం
ಗುತ್ತಿಗೆ,లీజు
ದ್ವಿಮತಿ,చిక్కుళ్ళు
ಲೀಸಾ - (ಕಡಿಮೆ ಶಕ್ತಿಯ ಇನ್ಪುಟ್ ಸುಸ್ಥಿರ ಕೃಷಿ),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
ಮೊಲಕಡೆ,లెంటిసెల్
ಲೆಂಟೊ ಕ್ಯಾಪಿಲ್ಲರಿ ಪಾಯಿಂಟ್,లెంటో క్యాపిల్లరీ పాయింట్
ಕುಣಿಕೆ,లెప్టోనెమా
ಕುಡಲುಬೀಜ,లెప్టోస్పిరోసిస్
ಲೆಯೋ,లెరో-మార్ఫిక్
ಉಂಗುರ,గాయం
ಬೇಸರ,ప్రాణాంతక మ్యుటేషన్
ಪಡಗ,ల్యూకోప్లాస్ట్
ತೋಟ,స్థాయి టెర్రేస్
ಲೆವೆಲರ್ (ಲೆವೆಲರ್),లెవెలర్
ಲೆವೆಲಿಂಗ್ (ಭೂಮಿಯ),స్థాయి స్థాయికిట
ಲೆಯ ಕೃಷಿ,లే వ్యవసాయం
ಕನಿಷ್ಠ ಲೈಬಿಗ್ ಕಾನೂನು,లైబిగ్ యొక్క కనీస చట్టం
ಬಂಧನ,లిగేషన్
ಲಘು ಪರಿಹಾರ ಬಿಂದು,తేలికపాటి పరిహారం పాయింట్
ಬೆಳಕಿನ ಶುದ್ಧತ್ವ ತೀವ್ರತೆ,కాంతి సంతృప్త తీవ్రత
ಬೆಳಕಿನ ಪ್ರಸರಣ ಅನುಪಾತ,కాంతి ప్రసార నిష్పత్తి
ಲಘು ಬಲೆ,లైట్ ట్రాప్
ಮಿತಿಗೊಳಿಸುವುದು,పరిమితి
ಮಿತಿಯ,పరిమితి
ಸೀಮಿತಗೊಳಿಸುವ ಅಂಶ,పరిమితం చేసే కారకం
ಲಿಮೊನೈಟ್,లిమోనైట్
ರೇಖೆ,లైన్
ರೇಖೀಯ ಪ್ರತಿಕ್ರಿಯೆ,సరళ ప్రతిస్పందన
ಸಂಬಂಧ,అనుసంధానం
ಸಂಪರ್ಕದ ಗುಂಪು,అనుసంధాన సమూహం
ಕೊಂಡಿ,లింకర్
ಲಿಂಟ್ ಸೂಚ್ಯಂಕ,లింట్ ఇండెక్స్
ಕುರಿಮರಿ,Linters
ನಿಶರ,లిపిడ్
ಲಿಪೊಲಿಸಿಸ್,లిపోలిసిస్
ದ್ರವೀಕರಣ,లిక్విడేషన్
ಕವಣೆ,లిస్టర్
ಕವಣೆ,లిస్టర్
ಪಟ್ಟಿ,జాబితా
ಅಶ್ಮರೀಗೋಪಿ,లిథోస్పియర్
ಕಸ,లిట్టర్
ಹಸಿಗೊಬ್ಬರಗಳು,లైవ్ మల్చెస్
ಲಿವರ್ ವರ್ಟ್,లివర్‌వోర్ట్
ಜಾನುವಾರು,పశువులు
ಸ್ಥಳೀಯ ನಿಯಂತ್ರಣ,స్థానిక నియంత్రణ
ಸ್ಥಳ,లోకస్
ಮಿಡತೆ,మిడుత
ವಸತಿ (ಕ್ರಾಪ್ ಲಾಡ್ಜಿಂಗ್),బస (పంట బస)
ಕಸಾಯಿಖಾನೆ,లోడిక్యూల్
ಸ ೦ ಗಂಗಲ,Wheess
ಲಾಗಾರ್ಥಿಮಿಕ್ ರೂಪಾಂತರ,లోగార్తిమిక్ పరివర్తన
ಲಾಂಗ್ - ಡೇ ಪ್ಲಾಂಟ್,లాంగ్ - డే మొక్క
ಉದ್ದನೆಯ ತರಂಗ ವಿಕಿರಣ,లాంగ్ వేవ్ రేడియేషన్
ಕುಣಿಕೆ,లూప్
ಕಳೆದುಹೋಗುವ,లాపింగ్
ಚೂರು,కలప
ಲಡ್ಸ್,లక్స్
ಐಷಾರಾಮಿ ಬಳಕೆ (ಪೋಷಕಾಂಶ),లగ్జరీ వినియోగం (పోషకం)
ಐಷಾರಾಮಿ ಜೀನ್‌ಗಳು,లగ్జరీ జన్యువులు
ಹಳ್ಳಿಗೋಳು,లైకోపీన్
ದುಗ್ಧರಸ,శోషరస
ಲೈಸಿಮೀಟರ್,లైసిమీటర్
ಜೀವಕೋಶದ ಲೈಸಿಸ್,సెల్ యొక్క లైసిస్
ಭಾಷೆಯ,లైసోజెని
ಲೈಸೋಸೋಮ್,లైసోజోమ్
ಸಣ್ಣ,లైసోజైమ్
ಉಕ್ಕಿನ,లాక్ ట్రీ
ಪಟ,లక్ష
"ಲೇಡಿ ಫಿಂಗರ್, ಓಕ್ರಾ","లేడీ ఫింగర్, ఓక్రా"
ಲ್ಯಾಂಡ್ ಕ್ಯಾಲ್ಟ್ರಾಪ್ಸ್,భూమి కాల్‌ట్రోప్‌లు
ಲಾಂಧನ,లాంటానా
ಚೂರುಪಾರು,లాథైరస్
ಕೀಲು,లీక్
ನಿಂಬೆ ಹುಲ್ಲು,నిమ్మ గడ్డి
ನಿಂಬೆ,నిమ్మకాయ
ಮಸೂರ,కాయధాన్యం
ಮರಳು,లెక్వోరిస్
ಕೊಂಚು,పాలకూర
ಲಿಲ್ಲಿ,లిల్లీ
ಸುಣ್ಣ,సున్నం
ಹಳ್ಳದ,లిన్సీడ్
ಪಂಥದ,లిట్చి
ಸ್ವಲ್ಪ ರಾಗಿ,సామలు
ಲಾಂಗ್ ಕಲ್ಲಂಗಡಿ,పొడవైన పుచ్చకాయ
ಉದ್ದನೆಯ ಮೆಣಸು,పొడవైన మిరియాలు
ಗಡಿನ,లోక్వాట్
ಕಮಲ,లోటస్
ಕಣ್ಣುಹಾಯ,లార్సెర్న్
ಲಾವಿನ ಕೀಟ,లాక్ క్రిమి
ಲೇಡಿ ಬರ್ಡ್ ಜೀರುಂಡೆ,లేడీ బర్డ్ బీటిల్
ಎಲೆಗಾರ,ఆకు మైనర్
ಎಲೆಯ ರೋಲರು,ఆకు రోలర్
ಎಲೆಗಳು,ఆకు వెబ్బర్
ಮಿಡತೆ,మిడుత
ಬೃಹತ್ ವಿಕಸನ,స్థూల పరిణామం
ಸಣ್ಣಕಾಯಿ,మాక్రోక్లైమేట్
ಸ್ಥೂಲಕಾಯ,స్థూల కణాలు
ಬೃಹತ್ ಪ್ರಮಾಣ,స్థూల
ಸಣ್ಣ,మాక్రోన్యూట్రియంట్
ಸಣ್ಣ,మాక్రోపోర్స్
ಚಾಚು,మాగ్గోట్
ಶಿಲಾಪವ,మాగ్మా
ಮೆಗ್ನೀಷರೆ,మెగ్నీషియా
ಮೆಗ್ನಾಲ,మెగ్నీషియం
ಕಾಂತೀಯ ಸ್ಟಿರರ್,మాగ్నెటిక్ స్టిరర్
ಪ್ರಮಾಣ,పరిమాణం
ಮಹುವಾ ಕೇಕ್,మహువా కేక్
ನಿರ್ವಹಣಕಾರ,మెయింటెనర్ లైన్
ನಿರ್ವಹಣೆ,నిర్వహణ
ಮೆಕ್ಕೆ ಜೋಳದ ಶೆಲ್ಲೆಗಾರ,మొక్కజొన్న షెల్లర్
ಬರಡಾದ,మగ శుభ్రత
ವಿರೂಪತೆ,వైకల్యం
ಕೆಡುಮಾಡುವಿಕೆ,ప్రాణాంతకత
ಅಪೌಷ್ಟಿಕತೆ,పోషకాహార లోపం
ದುರುಪಯೋಗ,దుర్వినియోగం
ಗದ್ದಲ,మాల్టింగ్
ಗಲ್ಲಿಗೇರಿಸು,మాంగర్
ಮ್ಯಾಂಡ್ರೋವ್,మడ అడవులు
ಕುರಿಮರಿ,మనోమీటర్
ಕುರಿಮರಿ,మనోమీటర్
ಮಾಂಟಿಸ್ಸಾ (ಲಾಗರಿಥಮ್ನ),మాంటిస్సా (లోగారిథం యొక్క)
ಗೊಬ್ಬರ,ఎరువు
ಗೊಬ್ಬರ,ఎరువు
ಅಂಚಿನ,ఉపాంత
ಸ್ವಲ್ಪ ವೆಚ್ಚ,ఉపాంత వ్యయం
ಸಮಗ್ರ ಭೂಮಿ,ఉపాంత భూమి
ಕನಿಷ್ಠ ಉತ್ಪನ್ನ,ఉపాంత ఉత్పత్తి
ಅಂಚು,ఉపాంత రాబడి
ಸಮುದ್ರ,మెరైన్
ಗುರುತು (ಆನುವಂಶಿಕ),గుర్తు
ಮಾರುಕಟ್ಟೆ,సంత
ಮಾರಾಟವಾಗಬಲ್ಲ,విక్రయించదగినది
ಮಾರುಕಟ್ಟೆ ಮಾಡಬಹುದಾದ ಹೆಚ್ಚುವರಿ,విక్రయించదగిన మిగులు
ಮಾರುಕಟ್ಟೆ ಹೆಚ್ಚುವರಿ,మార్కెట్ మిగులు
ಮಾರಾಟ,మార్కెటింగ్
ಜವಳು,మార్ష్
ಸಾಮೂಹಿಕ ಹರಿ,ద్రవ్యరాశి ప్రవాహం
ಸಾಮೂಹಿಕ ಆಯ್ಕೆ,సామూహిక ఎంపిక
ಸಾಮೂಹಿಕ ಮಾಪಕ,మాస్-స్పెక్ట్రోమీటర్
ಮಾಸ್ಟಿ,మాస్ట్
ತಾಯಿಯ ಆನುವಂಶಿಕತೆ,తల్లి వారసత్వం
ಸಂಯಮ,సంభోగం
ಮೆಟ್ರಿಕ್ ಸಾಮರ್ಥ್ಯ,మెట్రిక్ సంభావ్యత
ಪಕ್ವವಾಗುವಿಕೆ,పరిపక్వత
ಪ್ರಬುದ್ಧತೆ (ಬೆಳೆ),పరిపక్వత (పంట)
ಲಭ್ಯವಿರುವ ಗರಿಷ್ಠ ನೀರು,గరిష్టంగా అందుబాటులో ఉన్న నీరు
ಗರಿಷ್ಠ ಬೆಳೆ,గరిష్ట పంట
ಗರಿಷ್ಠ ಶೇಷ ಮಿತಿ,గరిష్ట అవశేష పరిమితి
ಗರಿಷ್ಠ ಸುಸ್ಥಿರ ಇಳುವರಿ,గరిష్ట స్థిరమైన దిగుబడి
ಗರಿಷ್ಠ ಥರ್ಮಮೀಟರ್,గరిష్ట థర్మామీటర్
ಗರಿಷ್ಠ ನೀರು ಹಿಡುವಳಿ ಸಾಮರ್ಥ್ಯ,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
ಹುಲ್ಲುಗಾವಲು,మేడో ఆర్చర్డింగ్
ಅಕ್ಕ,మీలీ
ಸರಾಸರಿ ವಿಚಲನ,సగటు విచలనం
ಸರಾಸರಿ ಜೀವನ (ಪರಮಾಣು),సగటు జీవితం (అణు)
ಸರಾಸರಿ ಸಮುದ್ರ ಮಟ್ಟ,సముద్ర మట్టం సగటు
ಸರಾಸರಿ ಚದರ,చదరపు అర్థం
ಅಳತೆ,కొలత
ಅಳತೆ,కొలత
ಯಂತ್ರದ,యాంత్రిక
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ (ಮಣ್ಣು),యాంత్రిక విశ్లేషణ
ಯಾಂತ್ರಿಕ ಪ್ರತಿರೋಧ,యాంత్రిక ఇంపెడెన్స్
ಯಾಂತ್ರಿಕೃತ ಕೃಷಿ,యాంత్రిక వ్యవసాయం
ಮಧ್ಯಮ,మధ్యస్థ
Plantಷಧಿ,Plant షధ మొక్క
ಮೆಡಿಟರೇನಿಯನ್ ಹವಾಮಾನ,మధ్యధరా వాతావరణం
ಮೆಗಾಗಮೆಟೋಜೆನೆಸಿಸ್,మెగాగామెటోజెనిసిస్
ಮೆಗಾಸ್ಪೊರಾಂಜಿಯ,మెగాస్పోరంగియా
ಮೆಗಾಸ್ಪೋರ್ (ಮ್ಯಾಕ್ರೋಸ್ಪೋರ್),మహశితుడు
ಮಹಾಗಶೂಲೆ,మెగాస్పోరోజెనిసిస్
ಮೈಯಾಸೆ,మియోసిస్
ಕರಗಿದ ಮಣ್ಣು,మెలో నేల
ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ,DNA యొక్క ద్రవీభవన
ಪೊರೆಯ ಫಿಲ್ಟರ್,మెంబ్రేన్ ఫిల్టర్
ಮೆಂಡೆಲಿಯನ್ ಆನುವಂಶಿಕತೆ,మెండెలియన్ వారసత్వం
ಮೆಂಡೆಲಲೀಕರಣ,మెండెలిజం
ಮೆಂಡೆಲ್ ಅವರ ಆನುವಂಶಿಕ ನಿಯಮ,మెండెల్ యొక్క వారసత్వ చట్టం
ಸರಕು,సరుకుల
ಪಾದರಸ,మెర్క్యురీ
ವರ್ಧನೋತಕ,మెరిస్టెమ్
ಮಣ್ಣು,మెసోక్లిమేట్
ಮಾಸು,మీసోడెర్మ్
ಹಠಾತ್ತ,మెసోఫిల్
ಮಸಿ,మెసోఫైట్
ಕೊಳೆತ ರಂಧ್ರಗಳು,మీసో-పోర్స్
ಪಥ,మెసోస్పియర్
ಮೆಸೆಂಜರ್ ಆರ್ಎನ್ಎ (ಎಂ-ಆರ್ಎನ್ಎ),దూత
ಚಯಾಪಚಯ,జీవక్రియ
ಚಯಾಪಚಯಿಗಳು,జీవక్రియలు
ಲೋಹದ ಅಣೆಕಟ್ಟು,మెటల్ డ్యామ్
ರೂಪಾಂತರದ ಬಂಡೆಗಳು,మెటామార్ఫిక్ రాళ్ళు
ರೂಪಾಂತರ,మెటామార్ఫోసిస్
ರೂಪಕ,మెటాఫేస్
ಸಮನಗೈ,మెటాస్ట్రస్
ಮೆಟಾಕ್ಸೇನಿಯಾ,మెటాక్సేనియా
ಹವಾಮಾನಶಾಸ್ತ್ರ,వాతావరణ శాస్త్రం
ಮೆಥೆಮೊಗ್ಲೋಬಿನೆಮಿಯಾ,మెథెమోగ్లోబినేమియా
ವಿಧಾನ ಪ್ರದರ್ಶನ,పద్ధతి ప్రదర్శన
ಮೈಕಾ,మైకా
ಸೂಕ್ಷ್ಮ ಜಲಾನಯನ,మైక్రో బేసిన్
ಮೈಕ್ರೋ ಪ್ರಾಣಿಗಳು,మైక్రో జంతుజాలం
ಸೂಕ್ಷ್ಮಜೀವಿ,సూక్ష్మజీవి
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಜೀವರಾಶಿ ಇಂಗಾಲ,సూక్ష్మజీవుల బయోమాస్ కార్బన్
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಅವನತಿ,సూక్ష్మజీవుల క్షీణత
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಕೀಟನಾಶಕ,సూక్ష్మజీవుల పురుగుమందు
ಸೂಕ್ಷ್ಮ ಜೀವವಿಜ್ಞಾನ,మైక్రోబయాలజీ
ಸೂಕ್ಷ್ಮಜೀವಿ,సూక్ష్మజీవి
ಮೈಕ್ರೋ ಗಲಿimateೇದ,మైక్రోక్లైమేట్
ಸೂಕ್ಷ್ಮ ಪರಿಸರ,సూక్ష్మ పర్యావరణం
ಮೈಕ್ರೋಫ್ಲೋರಾ,మైక్రోఫ్లోరా
ಮೈಕ್ರೋಜೀಟಜನಿಸ್,మైక్రోగామెటోజెనిసిస్
ಮೈಕ್ರೋ ಇರಿಗೇಷನ್,మైక్రోర్రిగేషన్
ಮೈಕ್ರೋಮೀಟ ವಿಜ್ಞಾನ,మైక్రోమెటొరాలజీ
ಸೂಕ್ಷ್ಮ ಉಪಕಾರದ,మైక్రోన్యూట్రియంట్
ಮೈಕ್ರೋಪ್ಲಾಟ್,మైక్రోప్లాట్
ಸೂಕ್ಷ್ಮ,మైక్రోపోర్
ಮೈಕ್ರೋ ಪಲಾಯನ,మైక్రోపైల్
ಸೂಕ್ಷ್ಮ ದಹೆ,మైక్రోస్కోపీ
ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ,మైక్రోస్పోరింగియం
ಮೈಕ್ರೋಸ್ಪೋರ್ ಸಂಸ್ಕೃತಿ,మైక్రోస్పోర్ సంస్కృతి
ಮೈಕ್ರೋಸ್ಪೋರ್ ಮದರ್ ಸೆಲ್,మైక్రోస్పోర్ మదర్ సెల్
ಸೂಕ್ಷ್ಮ ಪಾಲನ,మైక్రోస్పోర్
ಮೈಕ್ರೋ ಚಿತ್ರ,మైక్రోటోమ్
