Kannada,Assamese
ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,নিৰাপদ বহন ক্ষমতা
ಉಪ್ಪು ಮೆರುಗು,নিমখৰ গ্লেজ
ಮಾದರಿ ಅಳತೆ,নমুনাৰ আকাৰ
ಮಾದರಿ ವಿತರಣೆ,নমুনা বিতৰণ
ಮಾದರಿ ದೋಷ,নমুনা সংগ্ৰহৰ ভুল
ಮರಳು,বালি
ಮರಳು ಮುಕ್ತಾಯ,বালিৰ ফিনিচিং
ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್,বালিৰ হাতৰ মল্ডিং
ಮರಳುಗಾರಿಕೆ,ছেণ্ডিং
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು,সংপৃক্ত মাটি
ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್,সংপৃক্ত মাটিৰ পেষ্ট
ಶುದ್ಧತ್ವ ಸಾರ,চেচুৰেচন এক্সট্ৰেক্ট
ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು,চেচুৰেচন শতাংশ
ಸಾಸರ್ ಗುಮ್ಮಟ,চচৰ গম্বুজ
ಸ್ಕ್ಯಾಫೋಲ್ಡ್,মৰাপাট
ಸ್ಕಿಸ್ಟ್,শ্বিষ্ট
ಸಮುದ್ರ ಬಂದರು,সাগৰীয় বন্দৰ
ರಹಸ್ಯ ಗಟಾರ,গোপন নালা
ಎರಡನೇ,দ্বিতীয়
ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ,পলস বিশ্লেষণ
ಅರೆ ಕೃತಕ ಬಂದರು,অৰ্ধকৃত্ৰিম বন্দৰ
ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
ವಯಸ್ಸಾದ,চেনিল
ಶೇಲ್,শ্বেল
ಹಾಳೆಯ ರಾಶಿ,শ্বীটৰ স্তূপ
ಕುಗ್ಗುವಿಕೆ ಮಿತಿ,সংকোচনৰ সীমা
ಶಟರಿಂಗ್,শ্বাটাৰিং
ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು,চিয়ালিটিক মাটি
ಸಿರೋಜೆಮ್,ছিয়েৰ’জেম
ಸಿಲ್,চিল
ಹೂಳು,পলি
ಏಕ ಮಾಂಸದ ರಕ್ತ,একক ফ্লেমিছ তেজ
ಏಕ ಹರಳಿನ ರಚನೆ,একক দানাযুক্ত গঠন
ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು,কংকালৰ মাটি
ಸ್ಕರ್ಟಿಂಗ್,স্কাৰ্টিং
ಸ್ಲೀಪರ್ ಗೋಡೆ,স্লিপাৰ ৱাল
ಸೈಡ್ ಗಟರ್,কাষৰ নালা
ಸ್ಲೈಡ್ ನಿಯಮ,স্লাইড নিয়ম
ಸ್ಲಿಪ್ ಡಾಕ್,স্লিপ ডক
ಸ್ಮೋನಿಜಾ,স্মোনিজা
ನೆನೆಯುವುದು,তিয়াই থোৱা
ಮಣ್ಣಿನ ಸಂಘ,মাটিৰ সংঘ
ಮಣ್ಣಿನ ವರ್ಗ,মাটিৰ শ্ৰেণী
ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ,মাটিৰ জটিলতা
ಮಣ್ಣಿನ ಸ್ಥಿರತೆ,মাটিৰ স্থায়িত্ব
ಮಣ್ಣಿನ ಕುಟುಂಬ,মাটি পৰিয়াল
ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ,মাটিৰ ফ্ৰেমৰ কাম
ಮಣ್ಣಿನ ತೇವಾಂಶ,মাটিৰ আৰ্দ্ৰতা
ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ,মাটিৰ আকৃতিবিজ্ঞান
ಮಣ್ಣಿನ ಕಣ,মাটিৰ কণা
ಮಣ್ಣಿನ ಹಂತ,মাটিৰ পৰ্যায়
ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್,মাটিৰ প্ৰফাইল
ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ,মাটিৰ বিক্ৰিয়া
ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ,মাটি পৃথক হয়
ಮಣ್ಣಿನ ಸರಣಿ,মাটিৰ শৃংখলা
ಮಣ್ಣಿನ ಪರಿಹಾರ,মাটিৰ দ্ৰৱ
ಮಣ್ಣಿನ ರಚನೆ,মাটিৰ গঠন
ಮಣ್ಣಿನ ರಚನೆ,মাটিৰ টেক্সচাৰ
ಮಣ್ಣಿನ ಪ್ರಕಾರ,মাটিৰ প্ৰকাৰ
ಸೋಲಮ್,ছলুম
ಸೋರ್ಪ್ಶನ್,শোষণ
ಸ್ಪ್ಯಾಲ್ಸ್,Spalls
ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
ಸ್ಥಿರ ಹರಿವು,স্থিৰ প্ৰবাহ
ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ,ফিচফিচাই ষ্টেপ কৰিলে
ಜಿಗುಟುತನ,আঠাযুক্ততা
ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು,ষ্টিক পইণ্ট
ಕಲ್ಲು,শিল
ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್,স্লপ হেণ্ড মল্ডিং
ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್,ষ্ট্ৰেপ হিঞ্জ
ಒಣಹುಲ್ಲಿನ ಹಲಗೆ,ষ্ট্ৰ’ বৰ্ড
ಸ್ಟ್ರೀಮ್,নিজৰা
ಒತ್ತಡ,চাপ
ಸ್ಟ್ರೆಚರ್,ষ্ট্ৰেচাৰ
ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್,ষ্ট্ৰেচাৰ বণ্ড
ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್,ষ্ট্ৰেচাৰ কোৰ্চ
ಸ್ಟ್ರಿಂಗ್,তাঁৰ
ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್,ষ্ট্ৰিং কোৰ্চ
ರಚನಾತ್ಮಕ ಅಂಶ,গঠন কাৰক
ರಚನೆ ಸೂಚ್ಯಂಕ,গঠন সূচকাংক
ಗಾರೆ,ষ্টুকো
ಸ್ಟಡ್,ষ্টড
ಸ್ಟೈಲೋಬೇಟ್,ষ্টাইলবেট
ಉಪ ಮಣ್ಣು,উপ মাটি
ಉಪ ರಚನೆ,উপ গঠন
ಸಂಕಲನ ಕರ್ವ್,যোগফল বক্ৰ
ಸೂರ್ಯ ಮೈಕಾ,সূৰ্য্যৰ মাইকা
ಸೂಪರ್ ರಚನೆ,চুপাৰ ষ্ট্ৰাকচাৰ
ಸರ್ವೇಯರ್,জৰীপকাৰী
ಎಸ್-ಮೌಲ್ಯ,S-মান
ತೋರಣ,লুট
ಸ್ವಾನ್ ಕುತ್ತಿಗೆ,হাঁসৰ ডিঙি
ಗುಡಾರ,তম্বু
ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್,টেবুল হেণ্ড মল্ডিং
ಟ್ಯಾಂಕಿಂಗ್,টেংকিং
ಟೆಂಪಿಯೆಟ್ಟೊ,টেম্পিয়েট্টো
ಟೆಂಪರಿಂಗ್,টেম্পাৰিং
ಟೆಂಪ್ಲೇಟ್,টেমপ্লেট
ಟೆಂಪ್ಲೇಟ್,টেমপ্লেট
ಟೆಪಿಡೇರಿಯಮ್,টেপিডাৰিয়াম
ಟೆರಾಕೋಟಾ,টেৰাকোটা
ಟೆರ್ರಾ ರೋಸಾ,টেৰা ৰোজা
ಟೆರಾಝೋ,টেৰাজো
ಟೆಟ್ರಾ ಶೈಲಿ,টেট্ৰা ষ্টাইল
ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ,থ্ৰেছহ&#39;ল্ড সীমা মান
ಗಂಟಲು,নেলু
ಕಲ್ಲಿನ ಮೂಲಕ,শিলৰ মাজেৰে
ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ,জোৱাৰ-ভাটাৰ অৱবাহিকা
ಟೈ ಬಾರ್,টাই বাৰ
ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ,টাই বিম
ಕಟ್ಟಿದ ಸಲಾಕೆ,টাই ৰড
ಟಿರ್ಸ್,তিৰছ
ಸಹಿಷ್ಣುತೆ,সহনশীলতা
ಹಲ್ಲುಜ್ಜುವುದು,দাঁত ওলোৱা
ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
ಒಟ್ಟು ಸರಂಧ್ರತೆ,মুঠ ছিদ্ৰতা
ಟ್ರೇಸರಿ,ট্ৰেচাৰী
ರೈಲು ಪ್ರತಿರೋಧ,ট্ৰেইন ৰেজিষ্টেন্স
ಟ್ರಾನ್ಸೆಪ್ಟ್,ট্ৰেন্সেপ্ট
ಪರಿವರ್ತನೆಯ ಮಣ್ಣು,সংক্ৰমণকালীন মাটি
ಟ್ರಾನ್ಸಮ್,ট্ৰেন্সম
ಸಾರಿಗೆ ಮಣ್ಣು,পৰিবহণ মাটি
ಉಪನದಿ,ট্ৰিবিউটাৰী
ಟ್ರಿಫೊರಿಯಮ್,ট্ৰাইফ’ৰিয়াম
ಟ್ರೈಗ್ಲಿಫ್,ট্ৰিগ্লিফ
ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು,ছেদ কৰা মাটি
ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು,অশান্ত প্ৰবাহ
ತಿರುಗು ಗೋಪುರ,টাৰেট
ಟೈಂಪರ್ ಸಂಖ್ಯೆ,টিম্পাৰ num
ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,চূড়ান্ত বহন ক্ষমতা
ಅಂತಿಮ ಪಿಎಚ್,চূড়ান্ত ph
ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
ಅಂಡರ್ಕ್ರಾಫ್ಟ್,আণ্ডাৰক্ৰফ্ট
ತುಂಬದ ಸರಂಧ್ರತೆ,ভৰোৱা নোহোৱা ছিদ্ৰতা
ಏಕರೂಪದ ಹರಿವು,একেধৰণৰ প্ৰবাহ
ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
ಅನುತ್ಪಾದಕ ಕೆಲಸ,অনুত্পাদনশীল কাম
ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು,অসংপৃক্ত মাটি
ಅಸ್ಥಿರ ಹರಿವು,অস্থিৰ প্ৰবাহ
ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,প্লাষ্টিকৰ ওপৰৰ সীমা
ಕಣಿವೆ ಗಟಾರ,উপত্যকাৰ নালা
ವಾಲ್ಟ್,ভল্ট
ವೆಟೇರಿಯಮ್,ভেটেৰিয়াম
ವಾತಾಯನ,বায়ু চলাচল কৰা
ವೆಂಟಿಲೇಟರ್,ভেন্টিলেটৰ
ವೆರಾಮದಾಹ್,ভেৰামদহ
ವೆಸ್ಟಿಬುಲ್,ভেষ্টিবুল
ವಿಲ್ಲಾ,ভিলা
