Assamese,Tamil
এটা মেট্ৰিক্সৰ বিপৰীত,மேட்ரிக்ஸின் தலைகீழ்
বিপৰীত ক্ৰমবিন্যাস,தலைகீழ் வரிசைமாற்றம்
বিপৰীত অনুপাত,தலைகீழ் விகிதம்
বিপৰীত ত্ৰিকোণমিতিক ফলন,தலைகீழ் முக்கோணவியல் செயல்பாடு
ওলোটা সূত্ৰ,தலைகீழ் சூத்திரம்
ক্ৰমৰ ওলোটা,ஒழுங்கின் தலைகீழ்
ওলোটাব পৰা মেট্ৰিক্স,தலைகீழான அணி
ওলোটা ৰূপান্তৰ,தலைகீழான மாற்றம்
অযুক্তিকৰ,பகுத்தறிவற்ற
অযুক্তিকৰ সমীকৰণ,பகுத்தறிவற்ற சமன்பாடு
অযুক্তিকৰ প্ৰকাশ,பகுத்தறிவற்ற வெளிப்பாடு
অযুক্তিকৰ সংখ্যা,பகுத்தறிவற்ற எண்
অযুক্তিকৰ মূল,பகுத்தறிவற்ற வேர்
অকমাব নোৱাৰা,குறைக்க முடியாதது
ঘূৰ্ণনশীল ভেক্টৰ,எரிச்சலூட்டும் திசையன்
ঘূৰ্ণনশীল ভেক্টৰ ফলন,எரிச்சலூட்டும் திசையன் செயல்பாடு
ঘূৰ্ণনশীল বেগ,எரிச்சலூட்டும் வேகம்
সমভুজ,சமகோணமானது
আইসোকুৰ্ট&#39;ছিছ,ஐசோகுர்டோசிஸ்
বিচ্ছিন্ন অপৰিহাৰ্য এককতা,தனிமைப்படுத்தப்பட்ட அத்தியாவசிய ஒருமைப்பாடு
বিচ্ছিন্ন বিন্দু,தனிமைப்படுத்தப்பட்ட புள்ளி
সমমিতি,ஐசோமெட்ரிக்
isosceles বিন্যাস,ஐசோசெல்ஸ் கட்டமைப்பு
পুনৰাবৃত্তি কৰা অখণ্ড,மீண்டும் மீண்டும் ஒருங்கிணைந்த
পুনৰাবৃত্তিমূলক আন্তঃপ্ৰক্ষেপণ,மீண்டும் மீண்டும் இடைச்செருகல்
পুনৰাবৃত্তি,மறு செய்கை
পুনৰাবৃত্তি সূত্ৰ,மறு செய்கை சூத்திரம்
পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ,மறுமுறை ஒருங்கிணைப்பு சூத்திரம்
পুনৰাবৃত্তিমূলক পদ্ধতি,மீண்டும் செயல்முறை
পুনৰাবৃত্তিমূলক কৌশল,மீண்டும் செய்யும் நுட்பம்
জেকবিয়ান,ஜேக்கபியன்
জেকবিয়ান নিৰ্ণায়ক,ஜேக்கபியன் தீர்மானிப்பான்
জেকবিয়ান মেট্ৰিক্স,ஜேக்கபியன் அணி
গোটসমূহৰ যোগদান,தொகுப்புகளின் இணைப்பு
গাঁঠি,கூட்டு
সংযোগ ঘনত্বৰ কাৰ্য্য,கூட்டு அடர்த்தி செயல்பாடு
যৌথ কম্পাঙ্ক কাৰ্য্য,கூட்டு அதிர்வெண் செயல்பாடு
যৌথভাৱে নিৰ্ভৰশীল চলক,கூட்டு சார்ந்து மாறி
যৌগিক সম্ভাৱনা,கூட்டு நிகழ்தகவு
যোগদান কৰক (=ইউনিয়ন),சேரவும் (=தொழிற்சங்கம்)
জাপ মৰা,குதிக்க
জাম্প বিচ্ছিন্নতা,ஜம்ப் இடைநிறுத்தம்
ন্যায্যতা প্ৰদান কৰা,நியாயப்படுத்துதல்
ন্যায্যতা দিয়া,நியாயப்படுத்த
কৰ্ণাউৰ মানচিত্ৰ,கர்னாக் வரைபடம்
কাৰ্ণেল,கர்னல்
মেপিঙৰ কাৰ্ণেল,மேப்பிங்கின் கர்னல்
গতিবিদ্যা,இயக்கவியல்
গতিশক্তি,இயக்க ஆற்றல்
গতিবিদ্যা,இயக்கவியல்
কলমোগ’ৰফ স্মিৰ্নভ পৰীক্ষা,கோல்மோகோரோஃப் ஸ்மிர்னோவ் சோதனை
ক্ৰ&#39;নেকাৰ বদ্বীপ,குரோனெக்கர் டெல்டா
কুৰ্ট&#39;ছিছ,குர்டோசிஸ்
লেগ্ৰেঞ্জৰ কাৰ্য্য,Lagrange இன் செயல்பாடு
লেগ্ৰেঞ্জৰ বহুগুণক,Lagrange இன் பெருக்கிகள்
লেমিনা,லேமினா
লেপ্লেচ ৰূপান্তৰ,லாப்லேஸ் உருமாற்றம்
বৃহৎ সংখ্যা,பெரிய எண்ணிக்கை
latent root(=বৈশিষ্ট্যমূলক মূল),மறைந்த வேர் (=பண்பு வேர்)
পাৰ্শ্বীয় পৃষ্ঠ,பக்கவாட்டு மேற்பரப்பு
লেটিন বৰ্গক্ষেত্ৰ,லத்தீன் சதுரம்
লেটাছ মলদ্বাৰ,லேடஸ் மலக்குடல்
আইন,சட்டம்
বেগ যোগ কৰাৰ নিয়ম,வேகங்களைச் சேர்க்கும் சட்டம்
যোগকৰণৰ নিয়ম,சேர்க்கை சட்டம்
হ্ৰাস পোৱা লাভৰ নিয়ম,குறைந்த வருவாய் சட்டம்
মহাকৰ্ষণৰ নিয়ম,ஈர்ப்பு விதி
গোটৰ বাবে সমৰূপতাৰ নিয়ম,குழுக்களுக்கான ஹோமோமார்பிஸத்தின் சட்டம்
আঙঠিৰ বাবে সমৰূপতাৰ নিয়ম,மோதிரங்களுக்கான ஹோமோமார்பிஸத்தின் சட்டம்
খৰচ বৃদ্ধিৰ আইন,செலவுகளை அதிகரிக்கும் சட்டம்
সূচকাংকৰ নিয়ম,குறியீடுகளின் சட்டம்
জড়তাৰ নিয়ম,செயலற்ற சட்டம்
বৃহৎ সংখ্যাৰ নিয়ম,பெரிய எண்களின் சட்டம்
সম্ভাৱনাৰ নিয়ম,நிகழ்தகவு சட்டம்
পাপৰ নিয়ম,சைன்களின் சட்டம்
সূচকৰ নিয়ম,அடுக்குகளின் சட்டங்கள்
গতিৰ নিয়ম,இயக்க விதிகள்
স্তৰ,அடுக்கு
লিডিং সহগ,முன்னணி குணகம்
লিডিং তিৰ্যক,முன்னணி மூலைவிட்டம்
লিডিং চাবমেট্ৰিক্স,முன்னணி துணை அணி
লিডিং টাৰ্ম,முன்னணி கால
সবাতোকৈ কম,குறைந்தது
নূন্যতম সাধাৰণ বহুগুণ (LCM),குறைந்த பொதுவான பல (LCM)
নূন্যতম মৌল,குறைந்தபட்ச உறுப்பு
নূন্যতম বৰ্গক্ষেত্ৰ,குறைந்தபட்ச சதுரம்
সৰ্বনিম্ন ওপৰৰ সীমা,குறைந்தபட்ச மேல் எல்லை
বাওঁফালৰ coset,இடது கோசெட்
বাওহাতেৰে,இடது கை
বাওঁহাতৰ স্ক্ৰু,இடது கை திருகு
বাওঁফালৰ বিপৰীত,இடது தலைகீழ்
বাওঁফালৰ গুণন,இடது பெருக்கல்
লেইবনিটজৰ সূত্ৰ,லீப்னிட்ஸ் சூத்திரம்
দৈৰ্ঘ্য,நீளம்
লেপটকুৰ্টিক,லெப்டோகுர்டிக்
লেপটকুৰ্টিক বক্ৰ,லெப்டோகுர்டிக் வளைவு
লেপটকুৰ্ট&#39;ছিছ,லெப்டோகுர்டோசிஸ்
স্তৰৰ বক্ৰ,நிலை வளைவு
আত্মবিশ্বাসৰ স্তৰ,நம்பிக்கை நிலை
তাৎপৰ্য্যৰ স্তৰ,முக்கியத்துவம் நிலை
আভিধানিকভাৱে,அகராதி ரீதியாக
অভিধানৰ ক্ৰম,அகராதி ஒழுங்கு
সম্ভাৱনা ফলন,வாய்ப்பு செயல்பாடு
সম্ভাৱনা অনুপাত পৰীক্ষা,நிகழ்தகவு விகித சோதனை
সীমা,அளவு
সীমিত কৰা,மட்டுப்படுத்துதல்
সীমিত মূল্য,வரம்புக்குட்பட்ட மதிப்பு
সীমিত বেগ,கட்டுப்படுத்தும் வேகம்
গড়ত সীমাবদ্ধতা,சராசரி வரம்பு
সংহতিৰ সীমা,ஒருங்கிணைப்பின் வரம்பு
ক্ৰমৰ সীমা,வரிசையின் வரம்பு
সীমা বিন্দু (=থুপ বিন্দু),வரம்பு புள்ளி (=கிளஸ்டர் புள்ளி)
সীমিত বেগ,வரம்பு வேகம்
ৰেখা,வரி
ৰৈখিক,நேரியல்
ৰৈখিক বীজগণিতীয়,நேரியல் இயற்கணிதம்
ৰৈখিক বীজগণিতীয় সমীকৰণ,நேரியல் இயற்கணித சமன்பாடு
ৰৈখিক আনুমানিককৰণ,நேரியல் தோராயம்
ৰৈখিক এছিম্পট&#39;ট,நேரியல் அறிகுறி
ৰৈখিক সহগ,நேரியல் குணகம்
ৰৈখিক সংমিশ্ৰণ,நேரியல் கலவை
ৰৈখিক বাধাসমূহ,நேரியல் கட்டுப்பாடுகள்
ৰৈখিক নিৰ্ভৰশীলতা,நேரியல் சார்பு
ৰৈখিক অৱভেদ্য সমীকৰণ,நேரியல் வேறுபாடு சமன்பாடு
ৰৈখিক মাত্ৰা,நேரியல் பரிமாணம்
ৰৈখিক সমীকৰণ,நேரியல் சமன்பாடு
ৰৈখিক ৰূপ,நேரியல் வடிவம்
ৰৈখিক ভগ্নাংশ ৰূপান্তৰ,நேரியல் பகுதி மாற்றம்
ৰৈখিক ফলন,நேரியல் செயல்பாடு
ৰৈখিক কাৰ্য্যকৰী,நேரியல் செயல்பாட்டு
ৰৈখিক গোট,நேரியல் குழு
ৰৈখিক স্বাধীনতা,நேரியல் சுதந்திரம்
ৰৈখিক স্বাধীন সম্পৰ্ক,நேரியல் சுயாதீன உறவு
ৰৈখিক বৈষম্য,நேரியல் சமத்துவமின்மை
ৰৈখিক অসমতাপূৰ্ণ অৱভেদ্য সমীকৰণ,நேரியல் சீரற்ற வேறுபாடு சமன்பாடு
ৰৈখিক অখণ্ড সমীকৰণ,நேரியல் ஒருங்கிணைந்த சமன்பாடு
ৰৈখিক আন্তঃপ্ৰক্ষেপণ,நேரியல் இடைச்செருகல்
ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ,நேரியல் குறைந்தபட்ச சதுர பின்னடைவு பகுப்பாய்வு
ৰৈখিকতা,நேர்கோட்டுத்தன்மை
ৰৈখিকভাৱে নিৰ্ভৰশীল,நேரியல் சார்ந்தது
ৰৈখিকভাৱে স্বাধীন,நேரியல் சார்பற்றது
ৰৈখিক মেপিং,நேரியல் மேப்பிங்
ৰৈখিক ক্ৰম,நேரியல் வரிசை
ৰৈখিক ক্ৰমবিন্যাস,நேரியல் வரிசைப்படுத்துதல்
ৰৈখিক প্ৰগ্ৰেমিং,நேரியல் நிரலாக்க
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,நேரியல் நிரலாக்க அல்காரிதம்
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,நேரியல் நிரலாக்க சிக்கல்
ৰৈখিক ৰিগ্ৰেছন,நேரியல் பின்னடைவு
ৰৈখিক ৰিগ্ৰেছন সহগ,நேரியல் பின்னடைவு குணகம்
ৰৈখিক সম্পৰ্ক,நேரியல் உறவு
ৰৈখিক স্থান (=ভেক্টৰ স্থান),நேரியல் வெளி (=வெக்டார் ஸ்பேஸ்)
ৰৈখিক উপস্থান,நேரியல் துணைவெளி
ৰৈখিক ৰূপান্তৰ,நேரியல் மாற்றம்
ৰৈখিক ধাৰা,நேரியல் போக்கு
ৰৈখিক নিৰপেক্ষ অনুমান,நேரியல் சார்பற்ற மதிப்பீடு
ৰৈখিক বেগ,நேரியல் வேகம்
ৰেখাৰ অবিচ্ছেদ্য,ஒருங்கிணைந்த வரி
ছেদক ৰেখা,வெட்டும் கோடு
ৰিগ্ৰেছনৰ ৰেখা,பின்னடைவு வரி
স্থানীয়কৃত ভেক্টৰ,உள்ளூர்மயமாக்கப்பட்ட திசையன்
স্থানীয় অনুকূল,உள்ளூர் உகந்தது
locus,இடம்
কুণ্ডা,பதிவு
লগাৰিদমিক,மடக்கை
লগাৰিদমিক সঠিকতা,மடக்கை துல்லியம்
লগাৰিদমিক গণনা,மடக்கை கணக்கீடு
লগাৰিদমিক বক্ৰ,மடக்கை வளைவு
লগাৰিদমিক ডেৰাইভেটিভ,மடக்கை வழித்தோன்றல்
লগাৰিদমিক পাৰ্থক্য,மடக்கை வேறுபாடு
লগাৰিদমিক ফলন,மடக்கை செயல்பாடு
লগাৰিদমিক গড় (=জ্যামিতিক গড়),மடக்கை சராசரி (= வடிவியல் சராசரி)
লগাৰিদমিক স্বাভাৱিক বিতৰণ,மடக்கை இயல்பான பரவல்
লগাৰিদমিক সম্পৰ্ক,மடக்கை உறவு
লগাৰিদমিক স্কেল,மடக்கை அளவுகோல்
লগাৰিদমিক শৃংখলা,மடக்கை தொடர்
লগাৰিদমিক সৰ্পিল (সমকোণীয় সৰ্পিল),மடக்கை சுழல் (சமகோண சுழல்)
লগাৰিদমিক টেবুল (=লগ টেবুল),மடக்கை அட்டவணை (=பதிவு அட்டவணை)
লগাৰিদম (log),மடக்கை (பதிவு)
তর্ক শাস্ত্র,தர்க்கம்
যুক্তিগতভাৱে সমতুল্য,தர்க்கரீதியாக சமமானது
লজিষ্টিক বক্ৰ,தளவாட வளைவு
lognormal বিতৰণ,lognormal விநியோகம்
দ্ৰাঘিমাংশ,தீர்க்கரேகை
খান্দৰি,வளைய
লটাৰী,லாட்டரி
তলৰ বাৰ,கீழ் பட்டை
নিম্ন সীমা,குறைந்த எல்லை
নিম্ন Riemann অখণ্ড,கீழ் ரீமான் ஒருங்கிணைந்த
কম যোগফল,குறைந்த தொகை
তলৰ ত্ৰিকোণীয় মেট্ৰিক্স,கீழ் முக்கோண அணி
মেকল’ৰিনৰ সম্প্ৰসাৰণ,மெக்லாரின் விரிவாக்கம்
যাদু সংখ্যা,மந்திர எண்
যাদু বৰ্গক্ষেত্ৰ,மந்திர சதுரம்
মাত্ৰা সীমা (=সীমিত পৰিমাণ),அளவு வரம்பு (=வரையறுக்கும் அளவு)
মেইল কৰা প্ৰশ্নাৱলী,அனுப்பப்பட்ட கேள்வித்தாள்
মেইল জৰীপ,அஞ்சல் ஆய்வு
majorant (উপৰ সীমা),பிரதான (மேல் எல்லை)
মুখ্য চাপ,பெரிய வில்
majorised ছেট,பெரிதாக்கப்பட்ட தொகுப்பு
বহুতো মূল্যৱান কাৰ্য্য,பல மதிப்புமிக்க செயல்பாடு
মানচিত্ৰ,வரைபடம்
চেটটোত মেপ কৰক,தொகுப்பில் வரைபடம்
এটা গোটৰ মেপিং,ஒரு தொகுப்பின் மேப்பிங்
প্ৰান্তীয় সম্ভাৱনা,விளிம்பு நிகழ்தகவு
গাণিতিক বিশ্লেষণ,கணித பகுப்பாய்வு
গাণিতিক যুক্তি,கணித வாதம்
গাণিতিক কেন্দ্ৰ,கணித மையம்
গাণিতিক জটিলতা,கணித சிக்கலானது
গাণিতিক অৰ্থনীতি,கணித பொருளாதாரம்
গাণিতিক প্ৰত্যাশা,கணித எதிர்பார்ப்பு
গাণিতিক ৰূপ,கணித வடிவம்
গাণিতিক প্ৰণয়ন,கணித உருவாக்கம்
গাণিতিক পৰিচয়,கணித அடையாளம்
গাণিতিক যুক্তি,கணித தர்க்கம்
গাণিতিক আৰ্হি,கணித மாதிரி
গাণিতিক ধাৰণা,கணிதக் கருத்து
মেট্ৰিক্স ডাইগনালাইজেচন,அணி digonalization
মেট্ৰিক্স বিপৰীত,அணி தலைகீழ்
মেট্ৰিক্স ওলোটা,அணி தலைகீழ்
মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি,அணி மறுசெயல் முறை
মেট্ৰিক্স পদ্ধতি,அணி முறை
মেট্ৰিক্স গুণন,அணி பெருக்கல்
ধ্ৰুৱকসমূহৰ মেট্ৰিক্স,மாறிலிகளின் அணி
ফলপ্ৰসূতাৰ মেট্ৰিক্স,செயல்திறன் அணி
মেট্ৰিক্স অপাৰেটৰ,மேட்ரிக்ஸ் ஆபரேட்டர்
মেট্ৰিক্স বহুপদ,அணி பல்லுறுப்புக்கோவை
মেট্ৰিক্স প্ৰিন্টিং,அணி அச்சிடுதல்
মেট্ৰিক্স উৎপাদন,அணி தயாரிப்பு
সৰ্বাধিক কৰা হৈছে,அதிகபட்சம்
নিচেই সৰহ ভাগ,அதிகபட்சம்
সৰ্বোচ্চ নিৰপেক্ষ মান,அதிகபட்ச முழுமையான மதிப்பு
সৰ্বোচ্চ F-অনুপাত,அதிகபட்ச F- விகிதம்
সৰ্বোচ্চ সম্ভাৱনা,அதிகபட்ச வாய்ப்பு
maxmin,அதிகபட்சம்
maxmin মাপকাঠী,அதிகபட்ச அளவுகோல்
এটা ফাংচনৰ সৰ্বোচ্চ,ஒரு செயல்பாட்டின் அதிகபட்சம்
মেক্সৱেল-বল্টজমেনৰ পৰিসংখ্যা,மேக்ஸ்வெல்-போல்ட்ஸ்மேன் புள்ளிவிவரங்கள்
গড় বিচ্যুতি,விலகல் என்று பொருள்
গড় বৰ্গ বিচ্যুতি,சதுர விலகல் என்று பொருள்
গড় বৰ্গ ভুল,சதுரப் பிழை என்று பொருள்
গড় মূল্য,சராசரி மதிப்பு
গড় মূল্য উপপাদ্য,சராசரி மதிப்பு தேற்றம்
কুৰ্ট&#39;ছিছৰ পৰিমাপ,குர்டோசிஸின் அளவுகோல்
মধ্যমীয়া,சராசரி
মধ্যম কেন্দ্ৰ,சராசரி மையம்
mesokurtic বক্ৰ,மீசோகர்டிக் வளைவு
mesokurtosis,மீசோகுர்டோசிஸ்
বাৰ্তা,செய்தி
প্রণালী,முறை
নিষ্কাশনৰ পদ্ধতি,நீக்கும் முறை
ওলোটা পদ্ধতি,தலைகீழ் முறை
পুনৰাবৃত্তিৰ পদ্ধতি,மறு செய்கை முறை
নূন্যতম বৰ্গৰ পদ্ধতি,குறைந்தபட்ச சதுர முறை
ক্ষণৰ পদ্ধতি,தருணங்களின் முறை
একেধৰণৰ ত্ৰিভুজৰ পদ্ধতি,ஒத்த முக்கோணங்களின் முறை
ঠেকতম অৱতৰণৰ পদ্ধতি,செங்குத்தான வம்சாவளியின் முறை
যোগফলৰ পদ্ধতি,கூட்டு முறை
অনিৰ্দিষ্ট সহগ পদ্ধতি,தீர்மானிக்கப்படாத குணகத்தின் முறை
মেট্ৰিক স্থান,மெட்ரிக் இடம்
মেট্ৰিক ব্যৱস্থা,மெட்ரிக் அமைப்பு
মেট্ৰিক একক,மெட்ரிக் அலகு
মাইক্ৰ’ তত্ত্ব,நுண் கோட்பாடு
মাজ,நடுத்தர
মধ্যকালীন কাৰ্যকাল,நடுத்தர கால
মিড পইণ্ট,நடுத்தர புள்ளி
মিড পইণ্ট সূত্ৰ,நடுப்புள்ளி சூத்திரம்
নূন্যতম বহুপদ,குறைந்தபட்ச பல்லுறுப்புக்கோவை
minimax নীতি,குறைந்தபட்ச கொள்கை
নূন্যতম,குறைந்தபட்சம்
নূন্যতম বিন্দু (বক্ৰৰ),குறைந்தபட்ச புள்ளி (வளைவு)
নূন্যতম বহুপদ,குறைந்தபட்ச பல்லுறுப்புக்கோவை
এটা ফাংচনৰ min,ஒரு செயல்பாட்டின் நிமிடம்
ক্ষুদ্ৰ চাপ,சிறிய வில்
ক্ষুদ্ৰ অক্ষ,சிறிய அச்சு
ক্ষুদ্ৰকৃত উপগোট,சிறுமைப்படுத்தப்பட்ட துணைக்குழு
বিয়োগ,கழித்தல்
বিয়োগ চিহ্ন,கழித்தல் அடையாளம்
মিশ্ৰিত ভগ্নাংশ,கலப்பு பின்னம்
মিশ্ৰিত কৌশল,கலப்பு உத்தி
ধৰণ,முறை
মডুলাছ,மாடுலஸ்
এটা জটিল সংখ্যাৰ মডুলাছ,ஒரு கலப்பு எண்ணின் மாடுலஸ்
মুহূৰ্ত,கணம்
মুহূৰ্ত সৃষ্টিকাৰী ফলন,கணம் உருவாக்கும் செயல்பாடு
এটা বলৰ মুহূৰ্ত,ஒரு சக்தியின் தருணம்
কম্পাঙ্ক বিতৰণৰ মুহূৰ্ত,அதிர்வெண் விநியோகத்தின் தருணம்
জড়তাৰ মুহূৰ্ত,சடத்துவ திருப்பு திறன்
গতিবেগৰ মুহূৰ্ত,வேகத்தின் தருணம்
গতিবেগ,வேகம்
monomial,ஏகத்துவ
একৰূপী,ஒரே மாதிரியான
একৰূপতা,ஒற்றை உருவம்
monotone,மோனோடோன்
একস্বৰ বৃদ্ধি কৰা ক্ৰম,மோனோடோன் அதிகரிக்கும் வரிசை
monotonically,ஏகபோகமாக
একঘেয়ামীভাৱে বৃদ্ধি কৰা নেট,ஏகபோகமாக அதிகரிக்கும் நிகர
একস্বৰত বৃদ্ধি কৰা ক্ৰম,ஏகபோகமாக அதிகரிக்கும் வரிசை
একঘেয়ামী কাৰ্য্য,ஒரே மாதிரியான செயல்பாடு
মন্টে কাৰ্লো গণনা,மான்டே கார்லோ கணக்கீடு
মণ্টে কাৰ্লো পদ্ধতি,மான்டே கார்லோ முறை
morra (খেল),மோரா (விளையாட்டு)
মৃত্যুৰ পৰিসংখ্যা,இறப்பு புள்ளிவிவரங்கள்
আটাইতকৈ সম্ভাৱ্য,மிகவும் சாத்தியமானது
গতি,இயக்கம்
চলন্ত গড়,சராசரியாக நகர்கிறது
এম-স্পেচ,எம்-ஸ்பேஸ்
অখণ্ডৰ বাবে M-পৰীক্ষা,ஒருங்கிணைப்புக்கான எம்-டெஸ்ட்
বহু সিদ্ধান্তৰ সমস্যা,பல முடிவு பிரச்சனை
বহুমাত্ৰিক স্বাভাৱিক বিতৰণ,பல பரிமாண சாதாரண விநியோகம்
বহুমাত্ৰিক যাদৃচ্ছিক চলক,பல பரிமாண சீரற்ற மாறி
বহু-সূচকাংক পৰিবহণ সমস্যা,பல குறியீட்டு போக்குவரத்து பிரச்சனை
বহুপদ,பல்லுறுப்புக்கோவை
বহুপদ বিতৰণ,பல்லுறுப்புப் பரவல்
একাধিক,பல
বহু পছন্দৰ সমস্যা,பல தேர்வு பிரச்சனை
একাধিক সংযুক্ত ডমেইন,பல இணைக்கப்பட்ட டொமைன்
একাধিক সম্পৰ্ক,பல தொடர்பு
একাধিক কম্পাঙ্ক টেবুল,பல அதிர்வெண் அட்டவணை
একাধিক অখণ্ড,பல ஒருங்கிணைந்த
একাধিক সংহতি,பல ஒருங்கிணைப்பு
বহুবিধ ৰিগ্ৰেছন,பல பின்னடைவு
বহুবিধ ৰিগ্ৰেছন বিশ্লেষণ,பல பின்னடைவு பகுப்பாய்வு
বহুবিধ ৰিগ্ৰেছন সহগ,பல பின்னடைவு குணகம்
বহুবিধ ৰিগ্ৰেছন সমীকৰণ,பல பின்னடைவு சமன்பாடு
একাধিক মূল,பல வேர்
গুণন,பெருக்கல்
স্তম্ভৰ দ্বাৰা গুণন (নিৰ্ধাৰণকাৰীৰ),நெடுவரிசைகளால் பெருக்கல் (தீர்மானி)
শাৰীৰে গুণন (নিৰ্ণায়কৰ),வரிசைகளால் பெருக்கல் (தீர்மானி)
গুণন গুণক,பெருக்கல் காரணி
গুণনীয়ক ফলন,பெருக்கல் செயல்பாடு
বহুগুণী গোট,பெருக்கல் குழு
বহুগুণী বিপৰীতমুখী,பெருக்கல் தலைகீழ்
বহুগুণতা,பன்முகத்தன்மை
মূলৰ বহুগুণতা,வேர்களின் பெருக்கம்
শূন্যৰ বহুগুণতা,பூஜ்ஜியத்தின் பெருக்கம்
বহুগুণক,பெருக்கி
গুণ কৰা,பெருக்கி
বহুচলকীয় বিতৰণ,பல்வகை விநியோகம்
বহুচলকীয় স্বাভাৱিক বিতৰণ,பலவகையான சாதாரண விநியோகம்
বহুবিকল্পিত জনসংখ্যা,பலதரப்பட்ட மக்கள் தொகை
উমৈহতীয়া,பரஸ்பர
নবলা,நப்லா
নেপিয়াৰিয়ান,நேப்பிரியன்
নেপিয়াৰিয়ান লগাৰিদম,நேப்பிரியன் மடக்கை
প্ৰাকৃতিক লগাৰিদম,இயற்கை மடக்கை
প্ৰাকৃতিক সংখ্যা,இயற்கை எண்
নটিকেল মাইল,கடல் மைல்
n-মাত্ৰিক,n-பரிமாணம்
n-মাত্ৰিক ভেক্টৰ স্থান,n-பரிமாண திசையன் இடம்
প্ৰয়োজনীয় আৰু পৰ্যাপ্ত চৰ্ত,தேவையான மற்றும் போதுமான நிலை
প্ৰয়োজনীয় চৰ্ত,தேவையான நிபந்தனை
অস্বীকাৰ কৰা,மறுப்பு
ঋণাত্মক,எதிர்மறை
ঋণাত্মক বক্ৰতা,எதிர்மறை வளைவு
ঋণাত্মক নিৰ্দিষ্ট ৰূপ,எதிர்மறை திட்டவட்டமான வடிவம்
ঋণাত্মক নিৰ্দিষ্ট মেট্ৰিক্স,எதிர்மறை திட்டவட்டமான அணி
ঋণাত্মক অৰ্ধনিৰ্দিষ্ট ৰূপ,எதிர்மறை அரை-நிச்சயமான வடிவம்
ওৰচ চুবুৰি,அக்கம்
নেষ্টেড নমুনা সংগ্ৰহ কৰা,உள்ளமைக்கப்பட்ட மாதிரி
নেট প্ৰজনন হাৰ,நிகர இனப்பெருக்க விகிதம்
নিউটনৰ বলবিজ্ঞান,நியூட்டனின் இயக்கவியல்
নিউটনৰ বিভক্ত পাৰ্থক্যৰ সূত্ৰ,நியூட்டனின் வகுக்கப்பட்ட வேறுபாடு சூத்திரம்
নিউটনৰ গতিৰ নিয়ম,நியூட்டனின் இயக்க விதிகள்
নেইমেন আবণ্টন,நெய்மன் ஒதுக்கீடு
নেইমেন পিয়ৰচন তত্ত্ব,நெய்மன் பியர்சன் கோட்பாடு
nilpotent মৌল,சக்தியற்ற உறுப்பு
nilpotent মেট্ৰিক্স,nilpotent matrix
ন&#39;ড,முனை
অ-এবেলিয়ান গোট,அபிலியன் அல்லாத குழு
অনিৰপেক্ষ অভিসৰণ,முழுமையற்ற ஒருங்கிணைப்பு
অবীজগণিতীয়,அல்லாத இயற்கணிதம்
অ-অৱক্ষয়ী,சிதையாத
অ-অৱক্ষয়ী মৌলিক সম্ভাৱ্য সমাধান,சிதைவடையாத அடிப்படை சாத்தியமான தீர்வு
অঘন,அடர்த்தியற்ற
অঘন গোট,அடர்த்தியற்ற தொகுப்பு
বিন্দুৰ অসংখ্য অসীমতা,புள்ளிகளின் எண்ணற்ற முடிவிலி
অসংখ্যাযোগ্য গোট,கணக்கிட முடியாத தொகுப்பு
অবিভাজনযোগ্য,வேறுபடுத்த முடியாதது
খালী নহয় উপগোট,காலியாக இல்லாத துணைக்குழு
অ-ইউক্লিডীয় জ্যামিতি,யூக்ளிடியன் அல்லாத வடிவியல்
অসমজাতীয়,ஒரே மாதிரியானவை அல்ல
অ-ছেদক,குறுக்கிடாத
অৰৈখিক বীজগণিতীয় সমীকৰণ,நேரியல் அல்லாத இயற்கணித சமன்பாடு
অৰৈখিক অৱভেদ্য সমীকৰণ,நேரியல் அல்லாத வேறுபாடு சமன்பாடு
অৰৈখিক সমীকৰণ,நேரியல் அல்லாத சமன்பாடு
অৰৈখিক প্ৰগ্ৰেমিং,நேரியல் அல்லாத நிரலாக்கம்
অৰৈখিক ৰিগ্ৰেছন,நேரியல் அல்லாத பின்னடைவு
অৰৈখিক সম্পৰ্ক,நேரியல் அல்லாத உறவு
অঋণাত্মক পূৰ্ণসংখ্যা,எதிர்மறை அல்லாத முழு எண்
অঋণাত্মক চলক,எதிர்மறை அல்லாத மாறி
নন-পেৰামেট্ৰিক পৰীক্ষা,அளவுரு அல்லாத சோதனை
অ-সম্ভাৱ্যতাবাদী পদ্ধতি,நிகழ்தகவு இல்லாத அணுகுமுறை
অ-একক মেট্ৰিক্স,ஒருமை அல்லாத அணி
অ-প্ৰতিসম মেট্ৰিক্স,அல்லாத சமச்சீர் அணி
অতুচ্ছ,அற்பமானதல்ல
অবিলোপহীন নিৰ্ণায়ক,மறைந்து போகாத தீர்மானிப்பான்
অশূন্য,வெற்றிடமற்ற
অ-শূন্য উপগোট,வெற்றிடமற்ற துணைக்குழு
