Hindi,Assamese
"नैसर्गिक अधिकार, प्राकृतिक अधिकार",প্ৰাকৃতিক অধিকাৰ
"नात्सी, नाज़ी",নাজী
"नात्सी क्रांति, नाज़ी क्रांति",নাজী বিপ্লৱ
"नाज़ीवाद, नात्सीवाद",নাজীবাদ
निकट पूर्व,পূবৰ ওচৰত
नीग्रो,নিগ্ৰো
नीग्रो समर्थक,নেগ্ৰ&#39;ফিল
नीग्रो प्रेम,নিগ্ৰোফিলিজম
नीग्रो भय,নিগ্ৰোফ’বিয়া
तटस्थ,নিৰপেক্ষ
तटस्थ देश,নিৰপেক্ষ দেশ
"न्यूडील, नई नीति, नई व्यवस्था",নিউ ডিল
नूतन विश्व,নতুন পৃথিৱী
"अभिजात वर्ग, अमीर वर्ग",আভিজাত্য
"अभिजात, अमीर",নোবেল
2. मोहर,নোবেল
"खानाबदोश, यायावर",যাযাবৰী
यायावर दल,যাযাবৰী গোট
खानाबदोशी जिंदगी,যাযাবৰীতা
"अनाक्रमण अनुबंध, अनाक्रमण समझौता",অ-আগ্ৰাসন চুক্তি
अनाक्रमण संधि,অ-আগ্ৰাসন চুক্তি
अयोधी राष्ट्र,অযুদ্ধপ্ৰায় অৱস্থা
असहयोग,অসহযোগিতা
असहयोग आंदोलन,অসহযোগ আন্দোলন
(सिक्के का) मुख्य भाग,আগফালৰ অংশ
2. परिपूरक भाग,আগফালৰ অংশ
भीड़शाही,অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি)
"भीड़तंत्र का समर्थक, भीड़तंत्र का प्रतिपादक",অক্লক্ৰেট
"सरकारी दस्ताबेज़, सरकारी प्रलेख",চৰকাৰী নথি
पुरानी दुनिया,পুৰণি পৃথিৱী
"गुटतंत्र, स्वल्पतंत्र",অলিগাৰ্চি
"धातक आक्रमण, जबरदस्त मारकाट",আক্ৰমণ
प्रकट संधिवार्त्ता,মুকলি আলোচনা
"मुक्त प्रश्न, खुला प्रश्न, विवादास्पद प्रश्न",মুকলি প্ৰশ্ন
अप्रतिबद्ध अभिलेख,ৰেকৰ্ডসমূহ খোলা
प्राच्य,অৰিয়েণ্ট
प्राच्यवाद,প্ৰাচ্যবাদ
2. पूर्व देशीयता,প্ৰাচ্যবাদ
प्राच्यविद्,প্ৰাচ্যবিদ
उद्भव,মূলত
"2. उद्गम, उत्पत्ति",মূলত
शुद्ध लेखन,অৰ্থগ্ৰাফী
"सहसा युद्धारंभ, युद्ध का सहसा आरंभ, युद्ध का सहसा छिड़ जाना।",শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ
"सीमा चौकी, चौकी",আউট-পোষ্ট
अधिपति,অভাৰ-লৰ্ড
"चढ़ आना, कुचलना",অভাৰ-ৰাইড
2. प्रत्यादेश करना,অভাৰ-ৰাইড
"देवपूजक, पैगन",পৌত্তলিক
पैगन,পৌত্তলিক
"देवपूजन, मूर्तिपूजा",পৌত্তলিকতাবাদ
2. देवपूजावाद,পৌত্তলিকতাবাদ
स्तूप,পেগোডা
2. बौद्ध मंदिर,পেগোডা
3. पैगोडा,পেগোডা
राजप्रासाद षड़यंत्र,প্ৰাসাদৰ কুটিলতা
जागीर,পেলেটিনেট
"ताल, ताड़-पत्र",কল-পাত
खजूरी रविवार,পাম দেওবাৰ
"प्रशस्तिकार, विरुदकार",পেনেগিৰিষ্ট
आतंक,ত্ৰাস
2. तहलका,ত্ৰাস
आतंककारक,আতংক-মংগাৰ
पोपतंत्र,পোপৰ পদ
2. पोप पद,পোপৰ পদ
3. पोप अवधि,পোপৰ পদ
"4. पोप-परंपरा, पोपीय उत्तराधिकार",পোপৰ পদ
पोप का आदेश-पत्र,পোপৰ ম&#39;হ
पोपवाद,পোপবাদ
2. पोपतंत्रीय व्यवस्था,পোপবাদ
पोपवादी,পোপবাদী
पोप-राज्य,পোপৰ ৰাজ্য
पोपवाद,পেপিজম (=পেপিষ্ট্ৰি)
पोपवादी,পেপিষ্ট
पेपाइरस,পেপিৰাছ
दृष्टांत कथा,দৃষ্টান্ত
परमोच्च,পেৰামাউণ্ট
परमोच्च शक्ति,Paramountcy (=পৰম শক্তি)
सम्राज्ञी,পেৰামাউণ্ট লেডী
सम्राट्,পৰম প্ৰভু
चर्मपत्र,পাৰ্চমেণ্ট
"2. पार्चमेंट, चर्मपत्र पांडुलिपि",পাৰ্চমেণ্ট
3. पत्र,পাৰ্চমেণ্ট
क्षमा,ক্ষমা কৰিব
"संधिवार्ता, सुलह की बातचीत",পাৰ্লিছ
2. विमर्श,পাৰ্লিছ
"पार्लियामेंट, पार्लेमैन",সংসদ (=সংসদ)
पार्लियामेंट,সংসদ
2. संसद,সংসদ
3. पार्लियामेंट,সংসদ
पार्लियामेंट अधिनियम,সংসদ আইন
"सांसदिक, संसदविज्ञ",সংসদ সদস্য
"2. संसदीय पद्धति का समर्थक, पार्लियामेंट समर्थक",সংসদ সদস্য
संसदीय प्रतिनिधि,সংসদীয় এজেণ্ট
पारनेलवाद,পাৰ্নেলিজম
पैरोल,পেৰ’ল
2. संबंध मुक्ति,পেৰ’ল
पितृहंता,পেৰিচাইড
2. गुरुजनंहंता,পেৰিচাইড
"पक्षपाती, पक्षधर",পাৰ্টিছান
2. लड़ाका,পাৰ্টিছান
3. गुरिल्ला,পাৰ্টিছান
"दर्रा, गिरी-द्वार",উত্তীৰ্ণ
संकेत शब्द,পাছ ৱৰ্ড (=watch word)
कुल-पिता,পেট্ৰিয়াৰ্ক
"(बहुवचन में) जैकब के वंशज; डब्राहीम, इशाक, जैकब और उनके पूर्वज।",পিতৃপুৰুষসকল
कुलीन,পেট্ৰিচিয়ান
पैतृकी,পৈতৃকত্ব
पैक्स ब्रिटेनिका ब्रिटिश साम्राज्य द्वारा शांति-स्थापना,পেক্স ব্ৰিটানিকা
"पक्स रोमाना, रोमन साम्राज्य द्वारा स्थापित शांति",পেক্স ৰোমানা
वंशानुक्रम,বংশবৃক্ষ
2. वंश-वृक्ष,বংশবৃক্ষ
"कुलीन व्यक्ति, उच्च कुलोत्पन्न व्यक्ति",বংশবৃক্ষ ব্যক্তি
पियर,সহকৰ্মী
2. समपदस्थ,সহকৰ্মী
पियर पद,পিৰেজ
2. पियर वर्ग,পিৰেজ
3. पियरेज,পিৰেজ
आयरलैंड के पियर,আয়াৰলেণ্ডৰ সমনীয়া
स्कॉटलैंड के पियर,স্কটলেণ্ডৰ সমনীয়া
प्रायद्वीपीय अभियान,উপদ্বীপীয় অভিযান
प्रायद्वीपीय युद्ध,উপদ্বীপীয় যুদ্ধ
पताका,পেনেণ্ট
"लोक माँग पत्र, पीपुल्स चार्टर",জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ)
जन मोर्चा,জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট)
विश्वासघात,পাৰ্ফিডি
अवधि,সময়কাল
2. काल,সময়কাল
परिधि,পেৰিফেৰী
"इस्तमरारी बंदोबस्त, स्थायी बंदोबस्त",স্থায়ী বন্দোবস্ত
स्थायी जागीर,চিৰন্তন ফিফ
सैन्य व्यूह,ফালানক্স
2. फैलेक्स,ফালানক্স
"फेरो, फ़राऊन, फेरोन",ফ্ৰাউন
चित्राक्षर,চিত্ৰচিত্ৰ
चित्रलेख,পিক্টোগ্ৰাফ
2. चित्रमय ग्राफ,পিক্টোগ্ৰাফ
तीर्थ यात्री,তীৰ্থযাত্ৰী
पिलग्रिम फादर्स,তীৰ্থযাত্ৰী পিতৃসকল
लूट,লুটপাত
2. लूट का माल,লুটপাত
स्तंभ,স্তম্ভ
अशोक के स्तंभ लेख,স্তম্ভ আদেশ (অশোকৰ)
स्तंभ लेख,স্তম্ভ আদেশ (অশোকৰ)
2. लघु स्तंभ लेख,স্তম্ভ আদেশ (অশোকৰ)
"जलदस्यु, समुद्री डाकू, समुद्र दस्यु",পাইৰেট
2. दस्युपोत,পাইৰেট
घमासान युद्ध,পিটচড যুদ্ধ
षड़यंत्र,পটভূমি
नगर,পলিছ
2. नगर राज्य,পলিছ
पुर-शासक,পলিটাৰ্চ
"राजनीतिक एजेंट, राजनीतिक अभिकर्त्ता",ৰাজনৈতিক এজেন্ট
राजनीतिक शरण,ৰাজনৈতিক আশ্ৰয়
राजनीतिक राज्य प्रतिनिधि,ৰাজনৈতিক আৱাসী
राजनैतिक आतंकवाद,ৰাজনৈতিক সন্ত্ৰাসবাদ
व्यक्ति कर,ভোটগ্ৰহণ কৰ
"नौका सेतु, नाव पुल",পণ্টুন
प्रधान,প্ৰধানমন্ত্ৰী
2. प्रधान मंत्री,প্ৰধানমন্ত্ৰী
प्रधान मंत्री-पद,প্ৰিমিয়াৰ লীগ
प्रदेश,ৰাষ্ট্ৰপতিত্ব
2. प्रेसीडेन्सी,ৰাষ্ট্ৰপতিত্ব
"प्रधान, अध्यक्ष",ৰাষ্ট্ৰপতি
2. राष्ट्रपति,ৰাষ্ট্ৰপতি
"प्रेसीडियम, अध्यक्षमंडल, प्रधान परिषद",প্ৰেচিডিয়াম
प्रधान मंत्री,প্ৰধানমন্ত্ৰী
ज्येष्ठाधिकार,প্ৰাইমোজেনিচাৰ
नरेश,প্ৰিন্স
2. राजकुमार,প্ৰিন্স
प्रिंस बिशप,প্ৰিন্স বিচপ
"महारानी-पति, प्रिंस कंसर्ट",প্ৰিন্স কনচৰ্ট
राज-अभिभावक,প্ৰিন্স ৰিজেণ্ট
शासक युवराज,পিন্স ৰেগনেণ্ট
राज-अभिभाविका,ৰাজকুমাৰী ৰিজেণ্ট
ज्येष्ठ राजकुमारी,ৰাজকুমাৰী ৰয়েল
राज्य,প্ৰিন্সিপালিটি
2. देशी राज्य,প্ৰিন্সিপালিটি
3. सामंत देश,প্ৰিন্সিপালিটি
युद्ध उपहार,পুৰষ্কাৰ
2. समुद्री लूट,পুৰষ্কাৰ
विजित धन,পুৰস্কাৰৰ ধন
"पेशेवरसिपाही, व्यावसायिक सैनिक",পেছাদাৰী সৈনিক
"वचन, वायदा",প্ৰতিশ্ৰুতি
अंतरीप दुर्ग,প্ৰমন্টৰী দুৰ্গ
"संरक्षित राज्य, संरक्षित देश",প্ৰটেক্টৰেট
2. संरक्षण-काल,প্ৰটেক্টৰেট
प्रोटेक्टोरेट,প্ৰটেক্টৰেট
आश्रित,Protégé
प्राप्ति-स्थान,উৎপত্তিস্থল
2. मूलस्रोत,উৎপত্তিস্থল
उद्गम-पद्धति,প্ৰভেনেন্স ব্যৱস্থা
यहूदी समर्थक,জিয়নিষ্ট সমৰ্থক
लोक-शत्रु,ৰাজহুৱা শত্ৰু
2. शत्रु राष्ट्र; युद्धरत राष्ट्र,ৰাজহুৱা শত্ৰু
संधि पूर्व वार्ता,বিৰাম চিহ্ন
प्यूनिक युद्ध,পুনিক যুদ্ধ
प्यूरिटन,পিউৰিটান
पुश,পুচ্চ
चतुरश्व रथ,কোৱাড্ৰিগা
"चतष्ट्र मैत्री, चतुर्राष्ट्र संश्रय",চতুৰ্ভুজ মিত্ৰতা
क्वेकर,কোৱাকাৰ
"रानी, राजमहिषी",ৰাণী
राजपत्नी,ৰাণী কনচৰ্ট
स्वर्गीय राजा की पत्नी,ৰাণী বিধৱা
सम्राज्ञी का पद,কুইনডম
2. राज्य,কুইনডম
राजमाता,ৰাণী মা
शासिका रानी,ৰাণী ৰাজত্ব কৰা
"देश-द्रोही, विभीषण",কুইছলিং
2. क्विसलिंग,কুইছলিং
सेवामुक्ति लगान,ভাড়া এৰি দিয়ক
"तरकश, तूणीर",কুইভাৰ
अधिकार-पृच्छा,Quo warranto
प्रजाति,জাতি
प्रजातीय सर्वोच्चता,বৰ্ণবাদী আধিপত্য
शिकंजा,ৰেক
2. उत्पीड़क यन्त्र,ৰেক
धावा,অভিযান
2. छापा मारना,অভিযান
"दुर्ग प्राचीर, परकोटा",ৰেমপাৰ্ট
2. दुर्ग-प्राचीर ढाल,ৰেমপাৰ্ট
लूट-खसोट करना,ৰেনছাক
"मुक्तिमूल्य, फिरौती",মুক্তিপণ
"2. निष्क्रय, निःक्रय",মুক্তিপণ
विध्वंस,ৰেভেজ
विध्वंस-परिणाम,ৰেভেজ
राज्य,ৰাজ্য
"चंदावल, पार्ष्णि",ৰিয়াৰ গাৰ্ড
चंदावल हमला,ৰিয়াৰ গাৰ্ডৰ একচন
विद्रोही,বিদ্ৰোহী
विद्रोह,বিদ্ৰোহ
विद्रोह-मान्यता,বিদ্ৰোহৰ স্বীকৃতি
बलात् निष्कासन,পুনৰ পৰিবাহী
"वीक्षण, टोह",গোপনীয়তা
पुनर्निर्माण,পুনৰ্গঠন
"अभिलेख, रिकॉर्ड",নথিভুক্ত
"रिकॉर्ड आफिस, अभिलेख कार्यालय",ৰেকৰ্ড অফিচ
अभिलेख की निवृत्ति,অৱসৰৰ অভিলেখ
"लालकुर्ती वाला, खुदाई खिदमतगार",ৰঙা চাৰ্ট
"धर्मसुधार आंदोलन, रिफॉर्मेशन",সংস্কাৰ
शरणार्थी,শৰণাৰ্থী
राजाधिकार,ৰেগালিয়া
2. राजचिह्र,ৰেগালিয়া
3. राजपरिधान,ৰেগালিয়া
"प्रतिशांसन-व्यवस्था, रीजेंसी",ৰিজেন্সি
"प्रतिशासक, रीजेन्ट",ৰিজেণ্ট
अभिभावक रानी,ৰিজেণ্ট কুইন
"राजहंता, नृपध्न, नृपहंता",ৰেজিচাইড
"राजहंता, रेजिसाइड्स",ৰেজিচাইড
"राज्यकाल, शासन-काल",শাসন ব্যৱস্থা
2. शासन-पद्धति,শাসন ব্যৱস্থা
"प्रदेश, क्षेत्र",অঞ্চল
"राज्य-संवत्, राज्य वर्ष",ৰেগনাল বছৰ
"शासक, शासन करने वाला",ৰেগনেণ্ট
राज्यकाल,ৰেগনাম
"राईख, जर्मन साम्राज्य",ৰাইচ
राज्य काल,ৰাজত্ব কৰক
2. शाही शासन या राजसी प्राधिकार।,ৰাজত্ব কৰক
राज परिवार,ৰাজত্ব কৰা পৰিয়াল
आतंक काल,আতংকৰ ৰাজত্ব
2. आतंक राज्य,আতংকৰ ৰাজত্ব
कुमुक,শক্তিশালী কৰক
कुमुक भेजना,শক্তিবৰ্ধক
"पुनः स्थापना, बहाली",পুনৰ নিযুক্তি
प्रति स्थापना,পুনৰ বিনিয়োগ কৰক
"बदल चौकी, टपाल चौकी",ৰিলে পোষ্ট
"टपाल मार्ग, डाक-मार्ग",ৰিলেৰ পথ
"टपाल व्यवस्था, अभिचालन व्यवस्था",ৰিলে ব্যৱস্থা
"रिहाई, मुक्ति",মুক্তি দিয়া
2. छूट,মুক্তি দিয়া
"त्याग, परित्याग",ত্যাগ
2. संन्यास,ত্যাগ
बृहत् सूची,ৰেপাৰ্টৰী (=ইনভেণ্টৰী)
भंडार,ভঁৰাল
2. संग्रहालय,ভঁৰাল
"गणराज्य, गणतंत्र",ৰিপাব্লিক
गणराज्य दिवस,গণৰাজ্য দিৱস
लिखित समाधान,পুনৰ লিপিবদ্ধ কৰক
2. राजाज्ञा,পুনৰ লিপিবদ্ধ কৰক
रेजीडेंट,বাসিন্দা
पुनः स्थापना,পুনৰুদ্ধাৰ
(ईसा का) पुनरुत्थान,পুনৰুত্থান
2. पुनुरूज्जीवन,পুনৰুত্থান
पीछे हटना,পশ্চাদপসৰণ
(सिक्के का) पृष्ठ भाग,ওলোটা (এটা মুদ্ৰাৰ)
विद्रोह,বিদ্ৰোহ
क्रांति,বিপ্লৱ
"फ्रांसीसी क्रांति, फ्रांस की राज्य क्रांति","বিপ্লৱ, ফৰাচী"
अ. दे. Glorious Revolution,বিপ্লৱ গৌৰৱময়
औद्योगिक क्रांति,"বিপ্লৱ, ঔদ্যোগিক"
"विप्लव, बल्वा",ৰাইজিং
राटन बरो,পচি যোৱা-বৰো
रफ राइडर्स,ৰাফ ৰাইডাৰ
राउन्ड हेड्स,ঘূৰণীয়া মূৰ
"भगा देना, परास्त करना, खदेड़ना",ৰাউট
"राजा से भेंट, राज-दर्शन",ৰয়েল দৰ্শক
शाही फरमान,ৰয়েল চাৰ্টাৰ
राजचिह्र,ৰয়েল ক্ৰেষ্ট
2. राजकिरीट,ৰয়েল ক্ৰেষ্ট
राजाज्ञा,ৰয়েল ডিক্রী
रूबर‍िक,ৰুব্ৰীক
"भग्नावशेष, ध्वंसावशेष, खंडहर",ধ্বংসাৱশেষ
"धावक, हरकारा",দৌৰবিদ
"अंतध्वंस, तोड़फोड़",ভেঙুচালি কৰা
खंग,ছাবেৰ
"रिसाला, अश्वारोही दल",চেব্ৰেছ
यज्ञ,ত্যাগ
2. बलि,ত্যাগ
3. बलिदान,ত্যাগ
अभय दान,নিৰাপদ আচৰণ
"रक्षोपाय, रक्षा-विधान",সুৰক্ষা
2. सुरक्षण बचाव,সুৰক্ষা
पूर्व रक्षात्मक कर,সুৰক্ষাৰ কৰ্তব্য
धावा,চেলি
धावा द्वार,চেলি-পৰ্ট
राजदंड,ৰাজদণ্ড
"तलवार, शमशीर",স্কিমিটাৰ
"द्वितीय संपदा, अभिजात वर्ग",দ্বিতীয় বাগিচা
संप्रदाय,পন্থা
2. पंथ,পন্থা
कब्जा,বাজেয়াপ্ত
2. अधिग्रहण,বাজেয়াপ্ত
सेनेट (प्राचीन रोम की संसद),চেনেট
2. सेनेट,চেনেট
3. अभिषद्,চেনেট
4. सेनेट,চেনেট
कृषिदास,Serf (=bordar বা villein)
"2. खिदमती, दास",Serf (=bordar বা villein)
कृषि-दासता,দাসত্ব (serfhood বা serfage)
2. कृषि दास-व्यवस्था,দাসত্ব (serfhood বা serfage)
नाम मात्र का राजा,ছাঁ ৰজা
जहाज कर,জাহাজৰ ধন
आक्रामी सेना,শ্বক সৈন্য (=ধুমুহা সৈন্য)
"स्वल्पावधि पार्लियार्मेट, अल्पकालीन पार्लियामेंट",চুটি সংসদ
झड़प,স্কিমিছ
"दास, गुलाम",দাস
दास-प्रथा,দাসত্ব
"2. दासता, गुलामी",দাসত্ব
सैनिक राजमर्मज्ञ,সৈনিক ৰাষ্ট্ৰনেতা
बल्लम,বৰশী
हरावल,বৰশীৰ মূৰ
प्रभाव क्षेत्र,গোলক
"मुहर-विद्या, मुद्रा-विद्या",স্ফ্ৰেজিষ্টিকছ
पद पुरस्कार व्यवस्था,ব্যৱস্থা নষ্ট কৰে
बड़ा भूस्वामी,স্কোৱায়াৰ
2. स्कवायर,স্কোৱায়াৰ
जमींदार वर्ग,স্কুয়াৰআৰ্চি
2. भूस्वामी प्रभावित तंत्र,স্কুয়াৰআৰ্চি
ध्वज,মানদণ্ড
ध्वज-वाहक,ষ্টেণ্ডাৰ্ড-বাহক
स्थाई सेना,থিয় হৈ থকা সেনাবাহিনী
मानक निर्देश,ষ্টেণ্ডিং অৰ্ডাৰ
2. स्थाई आज्ञा,ষ্টেণ্ডিং অৰ্ডাৰ
"राजनीति विशारद, राजनीति मर्मज्ञ",ৰাষ্ট্ৰনেতা
"प्रस्तर लेख, पाषाणलेख",শিলৰ শিলালিপি
तूफानी दस्ता,ধুমুহাৰ সৈন্য
"कूट युक्ति, कूट उपाय",কৌশল
"युद्ध चालन विद्या, सामरिकी",কৌশল
2. फौजी दाँव-पेच,কৌশল
3. रण-फौशल,কৌশল
सैनिक शासन,ষ্ট্ৰেট’ক্ৰেচি
संघर्ष,বিবাদ
2. मतभेद,বিবাদ
गढ़,শক্তিশালী ধৰি ৰখা
2. प्रमुख केंद्र,শক্তিশালী ধৰি ৰখা
सहायक संधि,সহযোগী টেলায়েন্স
उत्तराधिकारी,উত্তৰাধিকাৰ
उत्तराधिकारी,উত্তৰাধিকাৰী
मताधिकार,ভোটাধিকাৰ
मताधिकारवादी,ভোটাধিকাৰী
सल्तनत,চুলতানত্ব
सल्तनत-काल,চুলতানত্বৰ যুগ
अभ्यर्पण,সমৰ্পণ
अधिराज,চুজেৰেইন
अधिराज्य,চুজেৰেইন ৰাজ্য
"शमशीरबाज, खड़गधारी, असियोद्धा",তৰোৱালধাৰী
टैमनी समाज,টামমানী ছ&#39;চাইটি
पानी चढ़ी तलवार,টেম্পাৰড তৰোৱাল
काश्तकार,ভাড়াতীয়া
"2. किराएदार, आसामी",ভাড়াতীয়া
"भूभाग, इलाका, अमलदारी",অঞ্চল
2. प्रदेश,অঞ্চল
टेरिटरी गवर्नमेन्ट,টেৰিটৰী চৰকাৰ
"आतंकवाद, संत्रासवाद",সন্ত্ৰাসবাদ
"तृतीय वर्ग, जनता, जनसाधारण",তৃতীয় বাগিচা
तीन वर्ग,তিনিটা বাগিচা
"पथकर, राहदारी",টোল
चुंगी घर,টোল হাউচ
"तूंब, मकबरा",সমাধিস্থল
टोरी,ট&#39;ৰী
"गणचिह्र, कुलचिह्र, टोटेम",টটেম
मीनार,টাৱাৰ
2. मचान,টাৱাৰ
"जयस्तंभ, कीर्ति-स्तंभ",বিজয়ৰ টাৱাৰ
"देशद्रोही, गद्दार",বিশ্বাসঘাতক
विश्वासघात,বিশ্বাসঘাতকতা
राजद्रोह,দেশদ্ৰোহ
संधि,সন্ধি
द्वंद्ध युद्ध परीक्षा,যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল)
"खिराज, राजस्व",শ্ৰদ্ধাঞ্জলি
2. राजकर,শ্ৰদ্ধাঞ্জলি
खिराजी भूमि,শ্ৰদ্ধাঞ্জলি ভূমি
त्रिराष्ट्रीय (मैत्री) संधि त्रिपक्षीय संधि,ট্ৰিপল এলায়েন্স
"त्रिराष्ट्र सौहार्द्र, ट्रिपल आंतांत",ট্ৰিপল এণ্টেণ্ট
विजय,জয়লাভ
2. विजय शोभा-यात्रा,জয়লাভ
विक्षोभ,অস্থিৰতা
निरंकुश-घातक,অত্যাচাৰী হত্যা
2. क्रूर घात,অত্যাচাৰী হত্যা
निरंकुश शासन,অত্যাচাৰ
2. निरंकुशता,অত্যাচাৰ
"निरंकुश शासक, अत्याचारी शासक",অত্যাচাৰী
उलान,উহলান
उकाज,উকাচে
2. राजाज्ञा,উকাচে
उल्मा,উলেমা
अंतिम चेतावनी,আলটিমেটাম
2. अंतिम प्रस्ताव,আলটিমেটাম
अंकिल सैम,ককাক ছেম
अधीनस्थ राजा,আণ্ডাৰ-কিং
युनाइटेड आयरिशर्मन,ইউনাইটেড আইৰিছমেন
संयुक्त राष्ट्र संघ,যুক্তৰাষ্ট্ৰ
संयुक्त प्रांत,সংযুক্ত প্ৰভিন্স
2. युनाइटेड प्राविन्सेज़,সংযুক্ত প্ৰভিন্স
एक प्राचीर दुर्ग,ইউনিভেলেটেড দুৰ্গ
"चक्रवर्ती राजा, सार्वभौम राज",সাৰ্বজনীন ৰজা
सर्वजनीन मताधिकार,সাৰ্বজনীন ভোটাধিকাৰ
"विद्रोह, विप्लव",বিদ্ৰোহ
"बलादग्रहण, हड़पना",দখল কৰা
बलादग्रहणकर्त्ता,দখলদাৰী
"यूटोपिया, काल्पनिक राज्य",ইউটোপিয়া
कला विध्वंसक,ভাণ্ডাল
कला विध्वंस,ভাঙি-ছিঙি পেলোৱা
नासीर,ভ্যানগাৰ্ড
"2. सेनामुख, सेनाग्र",ভ্যানগাৰ্ড
3. हरावल,ভ্যানগাৰ্ড
वैरेंजियायी,ভাৰংগিয়ান
वैरेंजियायी रक्षक,ভাৰংগিয়ান গাৰ্ড
असामी,ভেছাল
2. दास,ভেছাল
"अवराज्य, सामंती राज्य",ভেছাল অৱস্থা
पोप परिषद,ভেটিকান কাউন্সিল
"जहाज, पोत",পাত্ৰ
2. यान,পাত্ৰ
3. बर्तन,পাত্ৰ
अo देo viceroy,উপ-ৰজা
वाइसराय,ভাইচৰয়
वाइसराय का पद,ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ
विजेता,ভিক্টৰ
विजय,বিজয়
कृषिदास,ভিলেইন
समुद्र-यात्रा,জলপথে গমন
"सुभेद्य दुर्ग, सहजभेद्य दुर्ग",দুৰ্বল দুৰ্গ
भित्ति चित्रकारी,ৱাল পেইন্টিং
2. भित्ति चित्र,ৱাল পেইন্টিং
युद्ध,যুদ্ধ
महान सेनानी,যুদ্ধ-প্ৰভু
योद्धा,যোদ্ধা
2. सैनिक,যোদ্ধা
3. जंगलू,যোদ্ধা
"युद्धपोत, जंगी जहाज",যুদ্ধজাহাজ
संकेत शब्द,ৱাচ-ৱৰ্ড
"लोक कल्याणकारी राज्य, जनहितकारी राज्य",কল্যাণকামী ৰাষ্ট্ৰ
कल्याण-कार्य,কল্যাণমূলক কাম
हविग,হুইগ
"श्वेत ध्वज, सफेद झंडा",বগা পতাকা
"श्वेत जाति का भार, श्वेत जाति का दायित्व",বগা মানুহৰ বোজা
विश्व-साम्राज्य,বিশ্ব সাম্ৰাজ্য
विश्वव्यापी आंदोलन,বিশ্ব আন্দোলন
विश्व-राजनीति,বিশ্ব ৰাজনীতি
विश्वा-शक्ति,বিশ্ব শক্তি
विश्वयुद्ध,বিশ্বযুদ্ধ
पोत-भंजक,ৰেকাৰ
विनाशकारी संशोधन,ধ্বংসাত্মক সংশোধনী
"जैनेलेजिया, अप्रवेशन",জেনেলাচিছ
विदेशी जनभीति,বিদেশী ঘৃণা
यांकी,য়েংকি
पीत परिधान,হালধীয়া জেকেট
पीत जाति,হালধীয়া মানুহ
"पीत आतंक, पीत भीति",হালধীয়া বিপদ
सनसनीखेज समाचार पत्र,হালধীয়া প্ৰেছ
"यंग टर्क, युवा तुर्क",যুৱ তুৰ্কী
"जूस, देवाधिपति",জিউছ
यहूदीवाद,জায়নিজম
"पारसी धर्म, ज़रथुष्ट्र  धर्म",জৰদস্তি ধৰ্ম
