Bengali,Telugu
হাই-ফাই (উচ্চ বিশ্বস্ততা),హై-ఫై
উচ্চ উত্সাহ,అధిక బూస్ట్
উচ্চ তরঙ্গ,అధిక పౌన .పున్యం
উচ্চ ফ্রিকোয়েন্সি দোলন,అధిక ఫ్రీక్వెన్సీ డోలనం
উচ্চ ফ্রিকোয়েন্সি প্রতিক্রিয়া,అధిక పౌన frequency పున్య ప్రతిస్పందన
উচ্চ স্তরের প্রোগ্রামের ভাষা,ఉన్నత స్థాయి ప్రోగ్రామ్ భాష
উচ্চ পাস ফিল্টার,హై పాస్ ఫిల్టర్
উচ্চ শক্তি ট্রান্সমিটার,అధిక శక్తి ట్రాన్స్మిటర్
উচ্চ মানের অভ্যর্থনা,అధిక నాణ్యత రిసెప్షన్
উচ্চ গতির সংযোগ,హై స్పీడ్ కనెక్టివిటీ
উচ্চ গতির ডেটা সিস্টেম,అధిక స్పీడ్ డేటా వ్యవస్థ
হিস্টোগ্রাম,హిస్టోగ్రాం
হোম পেজ,హోమ్ పేజీ
হুক,హుక్
হুক আপ তার,హుక్ అప్ వైర్
অনুভূমিক ব্ল্যাকআউট সময়কাল,క్షితిజ సమాంతర బ్లాక్అవుట్ కాలం
অনুভূমিক ব্ল্যাঙ্কিং,క్షితిజ సమాంతర ఖాళీ
অনুভূমিক সংজ্ঞা (অনুভূমিক রেজোলিউশন),క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్)
অনুভূমিক ডিফ্লেশন দোলন,క్షితిజ సమాంతర విక్షేపం డోలనం
অনুভূমিক রেখা,క్షితిజ సమాంతర రేఖ
অনুভূমিক বিভাগ,క్షితిజ సమాంతర విభాగం
অনুভূমিক সুইপ সার্কিট,క్షితిజ సమాంతర స్వీప్ సర్క్యూట్
হর্ন লাউডস্পিকার,హార్న్ లౌడ్ స్పీకర్
হোস্ট,హోస్ట్
হট স্পট,హాట్ స్పాట్
গৃহস্থালি,హౌస్ కీపింగ్
হাব,హబ్
হিউ,హ్యూ
হাফম্যান কোডিং,హఫ్మన్ కోడింగ్
হুম,హమ్
মানব অডিও উপলব্ধি,మానవ ఆడియో అవగాహన
মানব অডিও সিস্টেম,మానవ ఆడియో వ్యవస్థ
মানব শ্রবণ ব্যবস্থা,మానవ వినికిడి విధానం
মানব ভিডিও উপলব্ধি,మానవ వీడియో అవగాహన
আর্দ্রতা,తేమ
হাইব্রিড,హైబ్రిడ్
হাইব্রিড সার্কিট,హైబ్రిడ్ సర్క్యూట్
হাইব্রিড ইন্টারগ্রেটেড সার্কিট,హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్
হাইড্রোমিটার,హైడ్రోమీటర్
হাইপার,హైపర్
হাইপার মিডিয়া,హైపర్ మీడియా
হাইপার টেক্সট,హైపర్ టెక్స్ట్
হাইপারলিঙ্ক,హైపర్లింక్
আইকন,ఐకాన్
পরিচয়,గుర్తింపు
সনাক্তকারী,ఐడెంటిఫైయర్
প্রজ্বলিত,మండించండి
ইগনিশন,జ్వలన
আলোকসজ্জা,ప్రకాశం
আলোকসজ্জা,ప్రకాశం
চিত্র,చిత్రం
চিত্র অ্যান্টেনা,చిత్ర యాంటెన్నా
চিত্র ক্যাপচার,చిత్ర సంగ్రహణ
চিত্র আইকনোস্কোপ,చిత్ర ఐకానోస్కోప్
চিত্র মানচিত্র,చిత్ర మ్యాప్
চিত্র orthicon,చిత్రం ఆర్థికాన్
চিত্র প্রক্রিয়াকরণ,బొమ్మ లేదా చిత్రం సరి చేయడం
চিত্র সেটার,చిత్ర సెట్టర్
কাল্পনিক,Inary హాత్మక
প্রতিবন্ধকতা,ఇంపెడెన్స్
প্রতিবন্ধকতা ম্যাচিং,ఇంపెడెన్స్ మ్యాచింగ్
প্রতিবন্ধকতা ম্যাচিং সার্কিট,ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్
প্রতিবন্ধকতা অমিল,ఇంపెడెన్స్ అసమతుల్యత
মুক্ত স্থান প্রতিবন্ধক,ఖాళీ స్థలం యొక్క ఇంపెడెన్స్
প্রতিবন্ধকতা রূপান্তর,ఇంపెడెన్స్ పరివర్తన
আমদানি,దిగుమతి
গর্ভবতী,ఇంప్రెగ్నేటెడ్
ইমপ্রেস ভোল্টেজ,వోల్టేజ్ ఆకట్టుకోండి
প্ররোচিত,ప్రేరణ
আবেগের প্রতিক্রিয়া,ప్రేరణ ప్రతిస్పందన
অপরিষ্কার পরিবাহিতা,అశుద్ధ వాహకత
অপরিষ্কার অর্ধপরিবর্তন,అశుద్ధ సెమీకండక్షన్
নিষ্ক্রিয়,క్రియారహితం
নিষ্ক্রিয় উইন্ডো,నిష్క్రియాత్మక విండో
শ্রবণযোগ্য,వినబడని
উদ্বিগ্নতা,ప్రకాశించే
ঘটনা রে,సంఘటన రే
অন্তর্ভুক্তি,చేర్చడం
আগত সংকেত,ఇన్కమింగ్ సిగ్నల్
সূচক,సూచిక
আদিবাসী,స్వదేశీ
আনয়ন,ఇండక్టెన్స్
ইনডাকটিভ-রিঅ্যাক্ট্যান্স,ప్రేరక-రియాక్టన్స్
প্রদাহজনক উপাদান,మంట పదార్థం
ইনফোর প্যাচ,సమాచారం ప్యాచ్
তথ্য,సమాచారం
তথ্য আর্কিটেকচার,సమాచార నిర్మాణం
তথ্য বিট,సమాచార బిట్
তথ্য অঙ্ক,సమాచార అంకె
তথ্য কিওস্ক,ఇన్ఫర్మేషన్ కియోస్క్
তথ্য প্রক্রিয়া,సమాచార ప్రక్రియ
তথ্য প্রযুক্তি,సమాచార సాంకేతికత
ইনফোটেইনমেন্ট,ఇన్ఫోటైన్మెంట్
ইনফ্রারেড বিকিরণ,పరారుణ రేడియేషన్
অবকাঠামো,మౌలిక సదుపాయాలు
ইনজেস্ট,తీసుకోండి
উপাদান,పదార్థాలు
সূচনা শব্দ (আইডাব্লু),ప్రారంభ పదం (IW)
অভ্যন্তরীণ কোড,లోపలి సంకేతాలు
উদ্ভাবন,ఇన్నోవేషన్
ইনপুট,ఇన్పుట్
ইনপুট লাইন,ఇన్పుట్ లైన్
ইনপুট ইউনিট,ఇన్పుట్ యూనిట్
ইনপুট ভোল্টেজ,ఇన్పుట్ వోల్టేజ్
ইনপুট আউটপুট,ఇన్పుట్-అవుట్పుట్
.োকান,చొప్పించండి
সন্নিবেশ ক্ষতি,చొప్పించే నష్టం
স্থাপন,సంస్థాపన
তাত্ক্ষণিক ভোল্টেজ,తక్షణ వోల్టేజ్
নির্দেশ,సూచన
অন্তরক উপাদান,ఇన్సులేటింగ్ పదార్థం
নিরোধক,ఇన్సులేషన్
নিরোধক প্রতিরোধ,ఇన్సులేషన్ నిరోధకత
ইনসুলেটর,ఇన్సులేటర్
সমন্বিত বর্তনী,ఇంటిగ్రేటెడ్ సర్క్యూట్
একীভূত নেটওয়ার্ক,నెట్‌వర్క్‌ను సమగ్రపరచడం
ইন্টিগ্রেটার,ఇంటిగ్రేటర్
বুদ্ধি,ఇంటెలిజెన్స్
তীব্রতা,తీవ్రత
বক্তৃতা তীব্রতা,ప్రసంగం యొక్క తీవ్రత
আন্তঃ চ্যানেল হস্তক্ষেপ,ఇంటర్ ఛానల్ జోక్యం
ইন্টারলিভ,ఇంటర్‌లీవ్
মিথষ্ক্রিয়া,పరస్పర చర్య
ইন্টারেক্টিভিটি,ఇంటరాక్టివిటీ
ইন্টারকম,ఇంటర్‌కామ్
আন্তঃসংযোগ,ఇంటర్కనెక్టివిటీ
ইন্টারফেস,ఇంటర్ఫేస్
ইন্টারফেস স্ক্যানিং,ఇంటర్ఫేస్ స్కానింగ్
হস্তক্ষেপ,జోక్యం
হস্তক্ষেপ অঞ্চল,జోక్యం జోన్
হস্তক্ষেপ চ্যানেল,జోక్యం చేసుకునే ఛానెల్
হস্তক্ষেপ ফ্রিকোয়েন্সি,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
রেডিও ফ্রিকোয়েন্সি সিগন্যাল হস্তক্ষেপ,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
ইন্টারফ্রেম,ఇంటర్‌ఫ్రేమ్
ইন্টারলিভ,ఇంటర్‌లీవ్
ইন্টারলিভড,ఇంటర్‌లీవ్డ్
ইন্টারলিভড স্ট্রিম,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
ইন্টারলিভার,ఇంటర్‌లీవర్
ইন্টারলিভিং,ఇంటర్‌లీవింగ్
ইন্টারলিভিং,ఇంటర్‌లీవింగ్
ইন্টারলিভিং পিরিয়ড,ఇంటర్‌లీవింగ్ కాలం
ইন্টারলক সার্কিট,ఇంటర్‌లాక్ సర్క్యూట్
ইন্টারলক সুইচ,ఇంటర్‌లాక్ స్విచ్
ইন্টারলকিং,ఇంటర్‌లాకింగ్
মধ্যবর্তী ব্যর্থতা,ఇంటర్మీడియట్ వైఫల్యం
মধ্যবর্তী ফ্রিকোয়েন্সি,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
মধ্যবর্তী ফ্রিকোয়েন্সি দোলক,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
বিরতি,అడపాదడపా
মাঝে মাঝে বর্তমান,అడపాదడపా కరెంట్
ইন্টারমোডুলেশন,ఇంటర్‌మోడ్యులేషన్
ইন্টারমোডুলেশন বিকৃতি,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
ইন্টারমোডুলেশন নির্গমন,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
ইন্টারমোডুলেশন পরীক্ষা,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
ইন্টারনেট,అంతర్జాలం
ইন্টারনেট সম্প্রচার,ఇంటర్నెట్ ప్రసారం
ইন্টারনেট চ্যাট,ఇంటర్నెట్ చాటింగ్
ইন্টারনেট প্রোটোকল স্ট্যাক,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
ইন্টারনেট রেডিও,ఇంటర్నెట్ రేడియో
ইন্টারনেট স্ট্রিমিং,ఇంటర్నెట్ స్ట్రీమింగ్
ইন্টারনেট ভিডিও,ఇంటర్నెట్ వీడియో
আন্তঃব্যবহারযোগ্যতা,ఇంటర్‌పెరాబిలిటీ
ইন্টারপোলেশন,ఇంటర్‌పోలేషన్
দোভাষী,వ్యాఖ్యాత
বাধা,అంతరాయం
বাধা,అంతరాయం
বাধা,అంతరాయం
অন্তর,విరామం
ইন্ট্রাকোডিং,ఇంట్రాకోడింగ్
ইন্ট্রাফ্রেম,ఇంట్రాఫ్రేమ్
ইন্ট্রানেট,ఇంట్రానెట్
অন্তঃসত্ত্বা,ఇంట్రాపికర్
অন্তঃসত্ত্বা,ఇంట్రావేబ్
অভ্যন্তরীণ অর্ধপরিবাহী,అంతర్గత సెమీకండక్టర్
বিপরীতমুখী,విలోమ కరెంట్
বিপরীত স্থানিক পরিচালনা,విలోమ ప్రాదేశిక ఆపరేట్
উল্টানো,విలోమ
উল্টানো এল অ্যান্টেনা,విలోమ ఎల్ యాంటెన్నా
উল্টানো ভি অ্যান্টেনা,విలోమ V యాంటెన్నా
বৈদ্যুতিন সংকেতের মেরু বদল,ఇన్వర్టర్
অনিয়মিত,సక్రమంగా
অপ্রাসঙ্গিক উপাদান,అసంబద్ధమైన మూలకం
বিচ্ছিন্ন নেটওয়ার্ক,ఐసోలేషన్ నెట్‌వర్క్
বিচ্ছিন্ন,ఐసోలేటర్
জামার,జామర్
জ্যামিং,జామింగ్
জারগন ফাইল,పరిభాష ఫైల్
জাভা স্ক্রিপ্ট,జావా స్క్రిప్ట్
জিংল,జింగిల్
জিটার,జిట్టర్
যোগদানকারী,జాయినర్
যৌথ,ఉమ్మడి
সংযুক্ত,జాయింటెడ్
জাম্পার,జంపర్
জাঙ্ক,జంక్
আজাইরা মেইল,చెత్త మెయిల్
কার্নেল,కెర్నల్
চাবি,కీ
কীবোর্ড,కీబోర్డ్
কীয়ার,KEEER
মূল বক্তব্য,కీనోట్
কিলোসাইকেল,కిలోసైకిల్
কিলোভোল্ট,కిలోవోల్ట్
কিলোওয়াট,కిలోవాట్
গতিবিজ্ঞান,కైనమాటిక్స్
হাঁটু পয়েন্ট ভোল্টেজ,మోకాలి పాయింట్ వోల్టేజ్
গিঁট,నాబ్
জ্ঞানভিত্তিক,జ్ఞాన స్థావరం
জ্ঞান উপস্থাপনা,జ్ఞాన ప్రాతినిధ్యం
L নেটওয়ার্ক,L నెట్‌వర్క్
এল বিভাগ ফিল্টার,L సెక్షన్ ఫిల్టర్
ল্যাগ এবং সীসা,లాగ్ మరియు సీసం
পিছিয়ে থাকা বর্তমান,లాగింగ్ కరెంట్
পিছিয়ে থাকা পাওয়ার ফ্যাক্টর,లాగింగ్ పవర్ ఫ్యాక్టర్
স্তরিত,లామినేటెడ్
প্রদীপ,దీపం
ল্যাপটপ,ల్యాప్‌టాప్
লেজার ফ্রিকোয়েন্সি,లేజర్ ఫ్రీక్వెన్సీ
সুপ্ত ত্রুটি,గుప్త లోపం
সুপ্ত তাপ,గుప్త వేడి
অক্ষাংশ,అక్షాంశం
স্তর,పొర
বিন্যাস,లేఅవుట్
বিন্যাস পরিকল্পনা,లేఅవుట్ ప్రణాళిక
নেতৃত্ব,సీసం
শীর্ষস্থানীয় পর্ব,ప్రముఖ దశ
ছিদ্র নিরোধক,లీక్ ప్రూఫ్
ফুটো,లీకేజ్
ইজারা সার্কিট,లీజుకు ఇచ్చిన సర్క్యూట్
লেন্স,లెన్స్
স্তর সূচক,స్థాయి సూచిక
আলো নিয়ন্ত্রণ,కాంతి నియంత్రణ
হালকা কলম,లైట్ పెన్
বিজলীদণ্ড,మెరుపు అరెస్టర్
সীমাবদ্ধ,పరిమితి
পরিবর্ধক সীমাবদ্ধ,పరిమితం చేసే యాంప్లిఫైయర్
লাইন ক্ষতি,లైన్ నష్టం
লাইন শব্দ,లైన్ శబ్దం
দর্শন লাইন,దృష్టి రేఖను
লাইন পর্ব,పంక్తి దశ
লাইন সংক্রমণ,లైన్ ట్రాన్స్మిషన్
লাইন আনলোড,పంక్తి అన్‌లోడ్ చేయబడింది
লিনিয়ার কোয়ান্টিজার,లీనియర్ క్వాంటిజర్
লিনিয়ারিটি,సరళత
লাইন-কোঅ্যাক্সিয়াল,లైన్-కోక్సియల్
লাইন-সমতুল্য,లైన్-ఈక్వలైజర్
লাইন-ফ্রিকোয়েন্সি,లైన్-ఫ్రీక్వెన్సీ
লাইন-ইমিডেন্স,లైన్-ఇంపెడెన్స్
লাইন-কোয়ার্টারের তরঙ্গদৈর্ঘ্য,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
লিঙ্ক,లింక్
লিঙ্কার,లింకర్
লিপ-মাইক্রোফোন,లిప్-మైక్రోఫోన్
সরাসরি সম্প্রচার,ప్రత్యక్ష ప్రసారం
লাইভ সার্কিট,లైవ్ సర్క్యూట్
লাইভ প্রোগ্রাম,ప్రత్యక్ష కార్యక్రమం
ভার,లోడ్
ধারণ ক্ষমতা,లోడ్ సామర్థ్యం
বহন ক্ষমতা লোড,లోడ్ మోసే సామర్థ్యం
লোড বৈশিষ্ট্য,లోడ్ లక్షణం
লোড প্রতিবন্ধকতা,లోడ్ ఇంపెడెన్స్
লোড,లోడ్ చేయబడింది
লোডার,లోడర్
লোড হচ্ছে,లోడ్
লোডিং কয়েল,కాయిల్ లోడ్ అవుతోంది
লোড পরীক্ষা,లోడ్-టెస్ట్
লব,లోబ్
লোব অ্যান্টেনা,లోబ్ యాంటెన్నా
স্থানীয় নেটওয়ার্ক,లోకల్ ఏరియా నెట్వర్క్
স্থানীয় ব্যাটারি,స్థానిక బ్యాటరీ
স্থানীয় দোলক,స్థానిక ఓసిలేటర్
লগ,లాగ్
লগ বই,లాగ్ బుక్
লগ ইন (লগ অন),లాగిన్ (లాగిన్ అవ్వండి)
লগ অফ (লগ আউট),లాగ్ ఆఫ్ (లాగ్ అవుట్)
লগ শিট,లాగ్ షీట్
লগারিদম,లోగరిథం
লগারিদমিক পরিবর্ধক,లోగరిథమిక్ యాంప్లిఫైయర్
লগারিদমিক অনুপাত,లోగరిథమిక్ నిష్పత్తి
লগারিদমিক প্রতিক্রিয়া,లోగరిథమిక్ ప్రతిస్పందన
লগারিদমিক স্কেল,లోగరిథమిక్ స్కేల్
লগিং,లాగింగ్
যুক্তি,లాజిక్
লজিক গেট,లాజిక్ గేట్
যুক্তি অপারেশন,లాజిక్ ఆపరేషన్
যৌক্তিক,తార్కిక
যৌক্তিক ফ্রেম,తార్కిక ఫ్రేమ్
লোগো সন্নিবেশ,లోగో ఇన్సర్టర్
দ্রাঘিমাংশ,రేఖాంశం
লুপ,లూప్
লুপ অ্যান্টেনা,లూప్ యాంటెన్నా
লুপ লাভ,లూప్ లాభం
লুপ পরীক্ষা,లూప్ పరీక్ష
আলগা যোগাযোগ,వదులుగా పరిచయం
আলগা সংযোজন,వదులుగా కలపడం
লসলেস অ্যান্টেনা,లాస్‌లెస్ యాంటెన్నా
ক্ষতিহীন সংকোচনের,లాస్‌లెస్ కంప్రెషన్
ক্ষতিগ্রস্থ সংকোচনের,లాస్సీ కంప్రెషన్
জোরে (শব্দ),లౌడ్నెస్ (ధ్వని)
লাউডস্পিকার,లౌడ్‌స్పీకర్
কম কম্পাঙ্ক,తక్కువ పౌన .పున్యం
নিম্ন স্তরের ভাষা,తక్కువ స్థాయి భాష
কম লোকসান ফিডার,తక్కువ నష్టం ఫీడర్
কম লোকসান নমনীয় কোক্সিয়াল কেবল,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
কম শব্দ রিসিভার,తక్కువ శబ్దం రిసీవర్
কম কক্ষপথ স্যাটেলাইট,తక్కువ కక్ష్య ఉపగ్రహ
লো পাস ফিল্টার,తక్కువ పాస్ ఫిల్టర్
কম রিঅ্যাক্ট্যান্স আর্থিং,తక్కువ ప్రతిచర్య ఎర్తింగ్
কম প্রতিরোধের পথ,తక్కువ నిరోధక మార్గం
লগ,లగ్
আলোকসজ্জা,ప్రకాశం
লম্পট,ముద్ద
ম্যাক্রো ব্লক,స్థూల బ్లాక్
ম্যাক্রো সংজ্ঞা,స్థూల నిర్వచనం
ম্যাক্রো ভিশন,స్థూల దృష్టి
ম্যাজিক আই,మేజిక్ కన్ను
চৌম্বক,అయస్కాంతం
চৌম্বক ক্ষেত্র,అయిస్కాంత క్షేత్రం
চৌম্বকীয় প্রবাহ,అయస్కాంత ప్రవాహం
চৌম্বকীয় মেরু,అయస్కాంత ధ్రువం
চৌম্বকীয় ঝড়,అయస్కాంత తుఫాను
চৌম্বকীয় সুইচ,మాగ్నెటిక్ స్విచ్
চৌম্বকীয় টেপ,అయస్కాంత టేప్
চৌম্বকীয়তা,అయస్కాంతత్వం
মেইল মার্জ,మెయిల్ విలీనం
মেইলিং তালিকা,మెయిలింగ్ జాబితా
প্রধান ক্যারিয়ার,ప్రధాన క్యారియర్
রক্ষণাবেক্ষণ,నిర్వహించండి
রক্ষণাবেক্ষণ,నిర్వహణ
রক্ষণাবেক্ষণ দল,నిర్వహణ బృందం
সংখ্যাগরিষ্ঠ ক্যারিয়ার,మెజారిటీ క్యారియర్
যোগাযোগ রিলে করুন,కాంటాక్ట్ రిలే చేయండి
মেক-অ্যান্ড-ব্রেক সুইচ,మేక్-అండ్-బ్రేక్ స్విచ్
পুরুষ সংযোগকারী,మగ-కనెక్టర్
মানুষ শব্দ করেছে,మనిషి శబ్దం చేశాడు
পরিচালন তথ্য সিস্টেম (এমআইএস),నిర్వహణ సమాచార వ్యవస్థ (తప్పు)
ম্যানিপুলেটেড,మార్చబడింది
মূল নিয়ন্ত্রণ,మాన్యువల్ నియంత్రణ
ম্যানুয়াল পদ্ধতি,మాన్యువల్ పద్ధతి
সুরক্ষা সতর্কতা ম্যানুয়াল,ముందు జాగ్రత్త యొక్క మాన్యువల్
ম্যানুয়ালি পরিচালিত,మానవీయంగా పనిచేస్తుంది
প্রস্তুতকারক,తయారీదారు
মুখোশ,ముసుగు
মাসকি,మాస్కీ
মাস্কার,మాస్కర్
মাস্কিং,మాస్కింగ్
মাস্কিং আচরণ,మాస్కింగ్ ప్రవర్తన
অডিওর মাস্কিং প্রভাব,ఆడియో యొక్క మాస్కింగ్ ప్రభావం
থ্রেশহোল্ড মাস্কিং,మాస్కింగ్ థ్రెషోల్డ్
মাস্কিং টোন,మాస్కింగ్ టోన్
মাস্ট,మాస్ట్
মাস্ট রেডিয়েটার,మాస్ట్ రేడియేటర్
মাস্টার নিয়ন্ত্রণ,మాస్టర్ కంట్రోల్
মাস্টার অসিলট্রোর,మాస్టర్ ఓసిల్లట్రార్
ম্যাচ-ইমিডেন্স,మ్యాచ్-ఇంపెడెన్స్
ম্যাচিং নেটওয়ার্ক,సరిపోయే నెట్‌వర్క్
ম্যাচিং স্টাব,మ్యాచింగ్ స్టబ్
ম্যাচিং ট্রান্সফর্মার,మ్యాచింగ్ ట్రాన్స్ఫార్మర్
জিনিষ পত্র সরবরাহ,మెటీరియల్-ప్రోక్వర్
ম্যাট্রিক্স,మాతృక
সর্বাধিককরণ,గరిష్టీకరణ
সর্বাধিক চাহিদা সূচক,గరిష్ట డిమాండ్ సూచిక
সর্বাধিক শক্তি ঘনত্ব,గరిష్ట శక్తి సాంద్రత
সর্বাধিক সংবেদনশীলতা,గరిష్ట సున్నితత్వం
সর্বাধিক তাপমাত্রা,గరిష్ట ఉష్ణోగ్రత
সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি,గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ
সর্বোচ্চ মূল্য,గరిష్ట విలువ
ব্যর্থতার গড় সময়,వైఫల్యానికి సగటు సమయం
গড় মান,సగటు విలువ
পরিমাপ সংকেত,కొలిచిన సిగ్నల్
মাপা,కొలత
পরিমাপ যন্ত্র,కొలిచే పరికరం
পরিমাপ সরঞ্জাম,కొలిచే పరికరాలు
পরিমাপক যন্ত্রপাতি,కొలత పరికరం
ক্ষেত্রের শক্তি পরিমাপের সরঞ্জাম,క్షేత్ర బలం యొక్క కొలత పరికరం
পরিমাপের ফিতা,కొలిచే టేప్
পদ্ধতি,విధానం
মিডিয়া সার্ভার,మీడియా సర్వర్
মধ্যম,మధ్యస్థం
মাঝারি ফ্রিকোয়েন্সি,మధ్యస్థ పౌన frequency పున్యం
মাঝারি ফ্রিকোয়েন্সি তরঙ্গ,మీడియం ఫ్రీక్వెన్సీ వేవ్
মাঝারি তরঙ্গ (মেগাওয়াট),మీడియం వేవ్ (MW)
মেগা-ওহম,మెగా-ఓహెచ్
মেগার,మెగర్
স্মৃতি,మెమరీ
পরামর্শদাতা,మార్గదర్శకత్వం
মেনু বার,మెనూ పట్టిక
বুধ সুইচ,మెర్క్యురీ స్విచ్
মার্জিং,విలీనం
বার্তা,సందేశం
মেটাডেটা,మెటాడేటా
ধাতব অক্সাইড সেমিকন্ডাক্টর ডায়োড,మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్
ধাতব-শেথযুক্ত কেবল,మెటల్-షీట్డ్ కేబుల్
মিটার,మీటర్
মিটারিং প্যানেল,మీటరింగ్ ప్యానెల్
মিকা,మైకా
মাইকা-ইনসুলেশন,మైకా-ఇన్సులేషన్
ক্ষুদ্র-,సూక్ష్మ-
মাইক্রো উপাদান,మైక్రో కాంపోనెంట్
মাইক্রো কম্পিউটার,మైక్రో కంప్యూటర్
মাইক্রো-কন্ট্রোলার,మైక్రో కంట్రోలర్
মাইক্রো-ইলেক্ট্রনিক্স,మైక్రో-ఎలక్ట్రానిక్స్
মাইক্রোফোন,మైక్రోఫోన్
মাইক্রোফোনিক্স,మైక్రోఫోనిక్స్
মাইক্রোপ্রসেসর,మైక్రోప్రాసెసర్
মাইক্রো-ভোল্ট (এমভি),కీ సూక్ష్మ వోల్ట్
মাইক্রোওয়েভ,మైక్రోవేవ్
মাইক্রোওয়েভ অ্যান্টেনা,మైక్రోవేవ్ యాంటెన్నా
মাইক্রোওয়েভ মরীচি,మైక్రోవేవ్ బీమ్
মিড-ব্যান্ড,మిడ్-బ్యాండ్
স্থানান্তর,వలస
মাইগ্রেশন পাথ,వలస మార్గం
ক্ষুদ্রাকার,సూక్ష్మ
মিনিয়েচারাইজড,సూక్ష్మీకరించినది
সর্বনিম্ন,కనిష్ట
ন্যূনতম তাপমাত্রা,కనీస ఉష్ణోగ్రత
সর্বনিম্ন ব্যবহারযোগ্য ক্ষেত্র শক্তি,కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం
সংখ্যালঘু ক্যারিয়ার,మైనారిటీ క్యారియర్
ভুল,తప్పు
মিশ্রণ,కలపండి
মিশ্রিত ফাঁকা,మిశ్రమ బ్లాంకింగ్
মিশ্র সিঙ্ক,మిశ్రమ సమకాలీకరణ
মিক্সার,మిక్సర్
মিক্সার টিউব,మిక్సర్ ట్యూబ్
মিশ্রণ,మిక్సింగ్
মিশ্রণ সার্কিট,మిక్సింగ్ సర్క్యూట్
স্মৃতিচারণ,జ్ఞాపకశక్తి
স্মৃতিসৌধ,జ్ఞాపకశక్తి
মুঠোফোন,మొబైల్
মোবাইল মাল্টিমিডিয়া অ্যাপ্লিকেশন,మొబైల్ మల్టీమీడియా అప్లికేషన్
মোবাইল টিভি,మొబైల్ టీవీ
মোড,మోడ్
ব্যর্থতার মোড,వైఫల్య మోడ్
প্রচারের পদ্ধতি,ప్రచార మోడ్
মডেল,మోడల్
মডেম,మోడెమ్
আধুনিক এফএম ট্রান্সমিটার,ఆధునిక FM ట్రాన్స్మిటర్
আধুনিক প্রবণতা,ఆధునిక పోకడలు
কনফিগারেশন মোড,కాన్ఫిగరేషన్ మోడ్‌లు
সংশোধন করুন,సవరించండి
মডুলেটেড অবিচ্ছিন্ন তরঙ্গ,మాడ్యులేటెడ్ నిరంతర వేవ్
মোডুলেটেড সিগন্যাল,మాడ్యులేటెడ్ సిగ్నల్
মডুলেটেড ওয়েভফর্ম,మాడ్యులేటెడ్ వేవ్‌ఫార్మ్
মড্যুলেশন,మాడ్యులేషన్
মড্যুলেশন প্রশস্ততা,మాడ్యులేషన్ యాంప్లిట్యూడ్
মড্যুলেশন ক্ষমতা,మాడ్యులేషన్ సామర్ధ్యం
মড্যুলেশন ফ্রিকোয়েন্সি,మాడ్యులేషన్ ఫ్రీక్వెన్సీ
মড্যুলেশন সূচক,మాడ్యులేషన్ సూచిక
মড্যুলেশন লিনিয়ারিটি,మాడ్యులేషన్ లీనియారిటీ
মড্যুলেশন মিটার,మాడ్యులేషన్ మీటర్
মড্যুলেশন মনিটর,మాడ్యులేషన్ మానిటర్
মড্যুলেশন শতাংশ,మాడ్యులేషన్ శాతం
মডুলেটর,మాడ్యులేటర్
মডিউল,మాడ్యూల్
আর্দ্রতা,తేమ
গতি,ఊపందుకుంటున్నది
মনিটর,మానిటర్
পর্যবেক্ষণ,పర్యవేక్షణ
পর্যবেক্ষণ এবং বিশ্লেষণ কৌশল,పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు
পর্যবেক্ষণ এবং নিয়ন্ত্রণ,పర్యవేక్షణ మరియు నియంత్రణ
মনিটরিং স্টেশন,పర్యవేక్షణ స్టేషన్
একরঙা,మోనోక్రోమ్
মনোফোনিক সংক্রমণ,మోనోఫోనిక్ ట్రాన్స్మిషన్
মরফ,మార్ఫ్
মরফিং,మార్ఫింగ్
মরফিজম,మార్ఫిజం
মোজাইক,మొజాయిక్
মাদারবোর্ড,మదర్‌బోర్డు
গতি ক্ষতিপূরণ,చలన పరిహారం
গতি অনুমান,చలన అంచనా
গতি ভেক্টর,మోషన్ వెక్టర్
গতি ভিডিও,మోషన్ వీడియో
মোটর,మోటారు
