Malayalam,Bengali
"താണതരമായ
(= സബ്സ്ക്രിപ്റ്റ്)","নিকৃষ্ট
(= সাবস্ক্রিপ্ট)"
അനന്തമായ പാഡ് രീതി,অসীম প্যাড পদ্ধতি
ഇൻഫിക്സ് നോട്ടേഷൻ,ইনফিক্স স্বরলিপি
ഇൻഫിക്സ് പ്രവർത്തനം,ইনফিক্স অপারেশন
വിവരം,তথ্য
വിവരം,তথ্য
"വിവരങ്ങൾ-
 ചുമക്കുന്ന ചാനൽ","তথ্য-
 বহনকারী চ্যানেল"
വിവര സാധ്യത,তথ্য বিট
"വിവരം
 ചാനല്","তথ্য
 চ্যানেল"
"വിവരം
 സന്തുഷ്ടമായ","তথ্য
 বিষয়বস্তু"
"വിവരം
 ഉള്ളടക്ക ബൈനറി
 ഘടകം","তথ্য
 বিষয়বস্তু বাইনারি
 ইউনিট"
"വിവരം
 ഉള്ളടക്ക ദശാംശ
 ഘടകം","তথ্য
 বিষয়বস্তু দশমিক
 ইউনিট"
"വിവരം
 ഉള്ളടക്കം പ്രകൃതി
 ഘടകം","তথ্য
 বিষয়বস্তু প্রাকৃতিক
 ইউনিট"
വിവര ചെലവ്,তথ্য ব্যয়
"വിവരം
 ഫീഡ്ബാക്ക് സിസ്റ്റം","তথ্য
 প্রতিক্রিয়া সিস্টেম"
"വിവരപ്രവാഹം
 വിശകലനം","তথ্য প্রবাহ
 বিশ্লেষণ"
"വിവരം
 പവര്ത്തിക്കുക","তথ্য
 ফাংশন"
"വിവരം
 ഇന്റർചേഞ്ച്","তথ্য
 ইন্টারচেঞ্জ"
"വിവരം
 അളക്കുക","তথ্য
 পরিমাপ করা"
"വിവരം
 നടപടി","তথ্য
 প্রক্রিয়াজাতকরণ"
വിവര നിരക്ക്,তথ্য হার
"വിവരം
 വീണ്ടെടുക്കല്","তথ্য
 পুনরুদ্ধার"
"വിവരം
 വീണ്ടെടുക്കൽ സംവിധാനം","তথ্য
 পদ্ধতি পুনরুদ্ধার করা"
"വിവരം
 സെപ്പറേറ്റർ","তথ্য
 বিভাজক"
ഇൻഫർമേഷൻ സിങ്ക്,তথ্য সিঙ্ক
"വിവരം
 ഉല്ഭവസ്ഥാനം","তথ্য
 সূত্র"
"വിവരം
 സാങ്കേതികവിദ","তথ্য
 প্রযুক্তি"
വിവര സിദ്ധാന്തം,তথ্য তত্ত্ব
"വിവരം
 മൊഡ്യൂൾ കൈമാറുക","তথ্য
 স্থানান্তর মডিউল"
വിവര പദം,তথ্য শব্দ
"അന്തർലീനമായ
 സുതാര്യത","সহজাত
 স্বচ্ছতা"
പാരമ്പര്യമുള്ള പിശക്,উত্তরাধিকার সূত্রে ত্রুটি
ഇൻപുട്ടിനെ തടഞ്ഞു,ইনপুট বাধা
തടഞ്ഞ അവസ്ഥ,বাধা রাষ্ট্র
സിഗ്നൽ തടയുന്നു,বাধা সংকেত
പൾസ് തടയുന്നു,নাড়ি বাধা
ഇൻ-ഹവർ ലൈൻ,ইন-হাউস লাইন
ഇൻ-ഹ at സ് സിസ്റ്റം,ইন-হাউস সিস্টেম
പ്രാരംഭ വിലാസം,প্রাথমিক ঠিকানা
"പ്രാരംഭ അവസ്ഥ
 മാതിരി","প্রাথমিক অবস্থা
 মোড"
പ്രാരംഭ നിർദ്ദേശം,প্রাথমিক নির্দেশ
സമാരണയോഗം,আরম্ভ
സമാരംഭിക്കുക,আরম্ভ করুন
സമാരംഭിക്കുന്ന പതിവ്,ইনিশিয়ালাইজার রুটিন
പ്രാരംഭ ക്രമം,প্রাথমিক আদেশ
പ്രാരംഭ നടപടിക്രമം,প্রাথমিক পদ্ধতি
"പ്രാരംഭ പരിപാടി
 ഭാരം","প্রাথমিক প্রোগ্রাম
 ভার"
"പ്രാരംഭ പരിപാടി
 ലോഡർ","প্রাথমিক প্রোগ্রাম
 লোডার"
ഇനിഷ്യേറ്റർ നടപടിക്രമം,সূচনা পদ্ধতি
ഇനിഷ്യേറ്റർ ടാസ്ക്,সূচনা টাস্ক
"ഇനിഷ്യേറ്റർ / ടെർമി-
 നറ്റർ","সূচনা/টার্ম-
 নেটর"
മഷിക്കല്,ইনকিং
മഷി ജെറ്റ് പ്രിന്റർ,ইঙ্কজেট প্রিন্টার
മഷി ഏകീകരണം,কালি ইউনিফর্মিটি
ഇൻ-ലൈൻ കോഡ്,ইন-লাইন কোড
ഇൻ-ലൈൻ നടപടിക്രമം,ইন-লাইন পদ্ধতি
ഇൻ-ലൈൻ പ്രോസസ്സിംഗ്,ইন-লাইন প্রসেসিং
ഇൻ-ലൈൻ വീണ്ടെടുക്കൽ,ইন-লাইন পুনরুদ্ধার
ഇൻ-ലൈൻ സുബ്രട്ടൈൻ,ইন-লাইন সাবরুটিন
ആന്തരിക കോഡ്,অভ্যন্তরীণ কোড
"ഉള്ളിലുള്ള
 മാക്രോസ്ട്രൽ","অভ্যন্তরীণ
 ম্যাক্রোইনস্ট্রাকশন"
പ്രവർത്തനരഹിതമായ സമയം,অক্ষম সময়
"ഇൻ-പ്ലാന്റ് സിസ്റ്റം
 (= അകത്തമമുറി
 സിസ്റ്റം)","ইন-প্ল্যান্ট সিস্টেম
 (= ইনহাউস
 পদ্ধতি)"
ഇൻപുട്ട് ഏരിയ,ইনপুট অঞ্চল
ഇൻപുട്ട് ബ്ലോക്ക്,ইনপুট ব্লক
"ഇൻപുട്ട് തടയൽ
ഘടകം","ইনপুট ব্লকিং
ফ্যাক্টর"
"ഇൻപുട്ട് ബഫർ
 പട്ടികയുണ്ടാക്കുക","ইনপুট বাফার
 নিবন্ধন"
ഇൻപുട്ട് ചാനൽ,ইনপুট চ্যানেল
"ഇൻപുട്ട് ഡാറ്റ
 മൂല്യനിർണ്ണയം","তথ্য অন্তর্ভুক্তী
 বৈধতা"
ഇൻപുട്ട് ഫീൽഡ്,ইনপুট ক্ষেত্র
"ഇൻപുട്ട് നിർദ്ദേശം
 കോഡ്","ইনপুট নির্দেশ
 কোড"
ഇൻപുട്ട് ജോലി സ്ട്രീം,ইনপুট কাজের স্ট্রিম
"ഇൻപുട്ട് ലിമിറ്റഡ്
 കാരപരിപാടി","ইনপুট সীমাবদ্ধ
 কার্যক্রম"
ഇൻപുട്ട് ലോഡിംഗ്,ইনপুট লোডিং
ഇൻപുട്ട് output ട്ട്പുട്ട് ബോർഡ്,ইনপুট আউটপুট বোর্ড
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 ബഫർ","ইনপুট আউটপুট
 বাফার"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 കണ്ട്രോളർ","ইনপুট আউটপুট
 নিয়ামক"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 നിയന്ത്രണ സംവിധാനം","ইনপুট আউটপুট
 নিয়ন্ত্রণ ব্যবস্থা"
ഇൻപുട്ട് output ട്ട്പുട്ട് സൈക്കിൾ,ইনপুট আউটপুট চক্র
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 ഉപായം","ইনপুট আউটপুট
 যন্ত্র"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 തടസ്സം","ইনপুট আউটপুট
 বাধা"
ഇൻപുട്ട്-output ട്ട്പുട്ട് (I / O),ইনপুট-আউটপুট (আই/ও)
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പുസ്തകശാല","ইনপুট আউটপুট
 গ্রন্থাগার"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പരിമിതമായ പ്രവർത്തനം","ইনপুট আউটপুট
 সীমিত অপারেশন"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പ്രോസസ്സര്","ইনপুট আউটপুট
 প্রসেসর"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പരാമർശിക്കുന്നത്","ইনপুট আউটপুট
 রেফারেন্সিং"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പട്ടികയുണ്ടാക്കുക","ইনপুট আউটপুট
 নিবন্ধন"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 ദിനചര്യ","ইনপুট আউটপুট
 রুটিন"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 വിഭാഗം","ইনপুট আউটপুট
 অধ্যায়"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പ്രസ്താവന","ইনপুট আউটপুট
 বিবৃতি"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 മാറുക","ইনপুট আউটপুট
 স্যুইচিং"
ഇൻപുട്ട് output ട്ട്പുട്ട് യൂണിറ്റ്,ইনপুট আউটপুট ইউনিট
ഇൻപുട്ട് പ്രക്രിയ,ইনপুট প্রক্রিয়া
ഇൻപുട്ട് പ്രോഗ്രാം,ইনপুট প্রোগ্রাম
ഇൻപുട്ട് റീഡർ,ইনপুট রিডার
ഇൻപുട്ട് റഫറൻസ്,ইনপুট রেফারেন্স
ഇൻപുട്ട് ദിനചര്യ,ইনপুট রুটিন
ഇൻപുട്ട് വിഭാഗം,ইনপুট বিভাগ
ഇൻപുട്ട് സ്റ്റേറ്റ്,ইনপুট রাজ্য
ഇൻപുട്ട് സ്റ്റേഷൻ,ইনপুট স্টেশন
ഇൻപുട്ട് സംഭരണം,ইনপুট স্টোরেজ
ഇൻപുട്ട് സ്ട്രീം,ইনপুট স্ট্রিম
ഇൻപുട്ട് വിവർത്തകൻ,ইনপুট অনুবাদক
ഇൻപുട്ട് യൂണിറ്റ്,ইনপুট ইউনিট
ഇൻപുട്ട് മൂല്യനിർണ്ണയം,ইনপুট বৈধতা
"അന്വേഷണവും
 ഇടപാട്
 നടപടി","তদন্ত এবং
 লেনদেন
 প্রক্রিয়াজাতকরণ"
അന്വേഷണ സ്വഭാവം,তদন্ত চরিত্র
"അന്വേഷണ പ്രദർശനം
 അതിതീവ്രമായ","তদন্ত প্রদর্শন
 টার্মিনাল"
അന്വേഷിക്കുക / മറുപടി,অনুসন্ধান/উত্তর
"അന്വേഷണം / പ്രതികരണം
 ശസ്തകിയ","অনুসন্ধান/প্রতিক্রিয়া
 অপারেশন"
അന്വേഷണ സ്റ്റേഷൻ,তদন্ত স্টেশন
അന്വേഷണ ഇടപാട്,তদন্ত লেনদেন
അന്വേഷണ യൂണിറ്റ്,তদন্ত ইউনিট
ആലേഖനം,শিলালিপি
കൂട്ടിച്ചേര്ക്കുക,.োকান
"ഉൾപ്പെടുത്തൽ ചിത്രം
 കഥാപാതം","সন্নিবেশ ছবি
 চরিত্র"
ഉൾപ്പെടുത്തൽ അടുക്കുക,সন্নিবেশ বাছাই
ഉള്ളിൽ പ്ലാന്റിനുള്ളിൽ,ভিতরে উদ্ভিদ
സ്പൂൾ പ്രദേശത്ത്,স্পুল এলাকায়
ഇൻസ്റ്റാളേഷൻ ചാർജ്,ইনস্টলেশন চার্জ
ഇൻസ്റ്റാളേഷൻ പ്രോസസ്സിംഗ് നിയന്ത്രണം,ইনস্টলেশন প্রসেসিং নিয়ন্ত্রণ
"ഇൻസ്റ്റാളേഷൻ ടേപ്പ്
 അക്കം","ইনস্টলেশন টেপ
 সংখ্যা"
ഇൻസ്റ്റാളേഷൻ സമയം,ইনস্টলেশন সময়
ഇൻ-സ്ട്രീം നടപടിക്രമം,স্ট্রিম পদ্ধতি
നിര്ദ്ദേശം,নির্দেশ
നിർദ്ദേശ വിലാസം,নির্দেশের ঠিকানা
"നിർദ്ദേശ വിലാസം
 പട്ടികയുണ്ടാക്കുക","নির্দেশের ঠিকানা
 নিবন্ধন"
"നിർദ്ദേശ വിലാസം
 നിർത്തുക","নির্দেশের ঠিকানা
 থামুন"
ഇൻസ്ട്രക്ഷൻ ഏരിയ,নির্দেশিকা অঞ্চল
ഇൻസ്ട്രക്ഷൻ കോഡ്,নির্দেশ কোড
"നിര്ദ്ദേശം
 സ്ഥിരമായ","নির্দেশ
 ধ্রুবক"
"നിർദ്ദേശ നിയന്ത്രണ
 ഘടകം","নির্দেশ নিয়ন্ত্রণ
 ইউনিট"
നിർദ്ദേശ ക counter ണ്ടർ,নির্দেশনা কাউন্টার
ഇൻസ്ട്രക്ഷൻ ഡെക്ക് ഇൻസ്ട്രക്ഷൻ ഡീകോഡർ,নির্দেশিকা ডেক নির্দেশিকা ডিকোডার
ഇൻസ്ട്രക്ഷൻ ഫോർമാറ്റ്,নির্দেশ ফর্ম্যাট
നിർദ്ദേശ മിശ്രിതം,নির্দেশনা মিশ্রণ
"നിര്ദ്ദേശം
 മോഡിഫയർ","নির্দেশ
 সংশোধক"
ഇൻസ്ട്രക്ഷൻ പായ്ക്ക്,নির্দেশ প্যাক
നിർദ്ദേശ രജിസ്റ്റർ,নির্দেশিকা নিবন্ধ
"നിര്ദ്ദേശം
 റിപ്പർവയർ","নির্দেশ
 পুস্তক"
നിർദ്ദേശ സെറ്റ്,নির্দেশনাবলী
"നിര്ദ്ദേശം
 പ്രസ്താവന","নির্দেশ
 বিবৃতি"
നിർദ്ദേശ സംഭരണം,নির্দেশিকা সঞ্চয়
നിർദ്ദേശ വാക്ക്,নির্দেশ শব্দ
പൂർണ്ണസംഖ്യ സ്ഥിരത,পূর্ণসংখ্যা ধ্রুবক
"സംഖ്യ
 പ്രോഗ്രാമിംഗ്","পূর্ণসংখ্যা
 প্রোগ্রামিং"
പൂർണ്ണസംഖ്യ വേരിയബിൾ,পূর্ণসংখ্যার পরিবর্তনশীল
ഇന്റഗ്രൽ അതിർത്തി,অবিচ্ছেদ্য সীমানা
സംയോജിത അഡാപ്റ്റർ,ইন্টিগ্রেটেড অ্যাডাপ্টার
"സംയോജിത
 ബന്ധം","সমন্বিত
 সংযুক্তি"
"സംയോജിത
 വാര്ത്താവിനിമയം
 അഡാപ്റ്റർ","সমন্বিত
 যোগাযোগ
 অ্যাডাপ্টার"
"സംയോജിത ഡാറ്റ
 അടിത്തറ","সংহত ডেটা
 বেস"
"സംയോജിത ഡാറ്റ
 നടപടി","সংহত ডেটা
 প্রক্রিয়াজাতকরণ"
"സംയോജിത ഡിജിറ്റൽ
 നെറ്റ്വർക്ക്","সংহত ডিজিটাল
 অন্তর্জাল"
സംയോജിത ഡിസ്ക്,ইন্টিগ্রেটেড ডিস্ক
"സംയോജിത
 എമുലേറ്റർ","সমন্বিত
 এমুলেটর"
"സംയോജിത ഫയൽ
 അഡാപ്റ്റർ","সংহত ফাইল
 অ্যাডাপ্টার"
സംയോജിത മോഡം,ইন্টিগ্রেটেড মডেম
"സംയോജിത
 സോഫ്റ്റ്വെയർ","সমন্বিত
 সফটওয়্যার"
"സംയോജിത പദം
 നടപടി","সংহত শব্দ
 প্রক্রিয়াজাতকরণ"
"സംയോജിത പദം
 നടപടി
 സജ്ജീകരണം","সংহত শব্দ
 প্রক্রিয়াজাতকরণ
 সরঞ্জাম"
മോട്ടോർ സമന്വയിപ്പിക്കുന്നു,সংহত মোটর
"ബുദ്ധിയുള്ള
 കണ്ട്രോളർ","বুদ্ধিমান
 নিয়ামক"
ഇന്റലിജന്റ് കോപ്പിയർ,বুদ্ধিমান কপিয়ার
"ബുദ്ധിയുള്ള
 അതിതീവ്രമായ","বুদ্ধিমান
 টার্মিনাল"
"ബുദ്ധിപരമായ ക്രോസ്
 സംസാരം","বোধগম্য ক্রস
 আলাপ"
ഇടപെടല്,মিথষ্ক্রিয়া
"ഇടപെടുന്ന
 ഗ്രാഫിക്സ്","ইন্টারেক্টিভ
 গ্রাফিক্স"
"ഇടപെടുന്ന
 കീബോർഡ് പ്രിന്റർ","ইন্টারেক্টিভ
 কীবোর্ড প্রিন্টার"
സംവേദനാത്മക പതിവ്,ইন্টারেক্টিভ রুটিন
സംവേദനാത്മക സിസ്റ്റം,ইন্টারেক্টিভ সিস্টেম
ഇന്റർബ്ലോക്ക് വിടവ്,ইন্টারব্লক গ্যাপ
"തടഞ്ഞു
 അതിതീവ്രമായ","বাধা
 টার্মিনাল"
ഇടപെടൽ തുമ്പിക്കൈ,বাধা ট্রাঙ্ক
തടസ്സം ഓപ്പറേറ്റർ,ইন্টারসেপ্ট অপারেটর
തടസ്സം),বাধা পরিষেবা
ഇന്റർകോക്ഷനുഭവ സിസ്റ്റം,আন্তঃসংযোগ ব্যবস্থা
ഇന്റർകോം സേവനം,ইন্টারকম পরিষেবা
"പരസ്പരബന്ധിതമായത്
 ഘടകം","আন্তঃসংযোগ
 ইউনিট"
ഇന്റർസൈക്കിൾ,ইন্টারসাইকেল
"ഇന്റക്സചോണ്ടർ
 ചാനല്","ইন্টারএক্সচেঞ্জ
 চ্যানেল"
ഇന്റർഫേസ്,ইন্টারফেস
"ഇന്റർഫേസ്
 പ്രോസസ്സര്","ইন্টারফেস
 প্রসেসর"
ഇന്റർഫേസ് പതിവ്,ইন্টারফেস রুটিন
"ഇന്റർഫേസ്
 സവിശേഷത","ইন্টারফেস
 স্পেসিফিকেশন"
ഇന്റർഫിക്സ്,ইন্টারফিক্স
ഇന്റീരിയർ ലേബൽ,অভ্যন্তর লেবেল
തടസ്സം,আন্তঃল্যাং
പരസ്പരബന്ധം,ইন্টারলিভ
ഇന്റർലീവ് ചെയ്ത അറേ,ইন্টারলিভেড অ্যারে
"ഇന്റർലോയ്ഡ്
 സബ്സ്ക്രിപ്റ്റ്","ইন্টারলিভড
 সাবস্ক্রিপ্ট"
ഭഭിചാരം,ইন্টারলিভিং
ഇടപെടുക,অন্তরায়
"ഇന്റർമീഡിയറ്റ്
 ബഫർ","মধ্যবর্তী
 বাফার"
"ഇന്റർമീഡിയറ്റ്
 വിതരണം ചെയ്യുന്നു
 അസ്ഥികൂട്","মধ্যবর্তী
 বিতরণ
 ফ্রেম"
"ഇന്റർമീഡിയറ്റ്
 സജ്ജീകരണം","মধ্যবর্তী
 সরঞ্জাম"
ഇന്റർമീഡിയറ്റ് നോഡ്,মধ্যবর্তী নোড
"ഇന്റർമീഡിയറ്റ് പാസ്
 (സോർട്ടിംഗ്)","মধ্যবর্তী পাস
 (শ্রেণীবিভাজন)"
ഇന്റർമീഡിയറ്റ് ആകെ,মধ্যবর্তী মোট
ഇന്റർമീഡിയറ്റ് കാലതാമസം,মধ্যবর্তী বিলম্ব
ഇടവിട്ടുള്ള പിശക്,মাঝে মাঝে ত্রুটি
ഇന്റർമിക്സ് ടേപ്പ്,ইন্টারমিক্স টেপ
ആന്തരിക ബ്ലോക്ക്,অভ্যন্তরীণ ব্লক
ആന്തരിക ഫോർമാറ്റ്,অভ্যন্তরীণ ফর্ম্যাট
"അകത്തെ
 വിക്ഷേടനം","অভ্যন্তরীণ
 খণ্ডন"
ആന്തരിക തടസ്സം,অভ্যন্তরীণ বাধা
ആന്തരിക ലേബൽ,অভ্যন্তরীণ লেবেল
ഇന്റേണൽ മെമ്മറി,অভ্যন্তরীণ মেমরি
ആന്തരിക മോഡൽ,অভ্যন্তরীণ মডেল
ആന്തരിക പേര്,অভ্যন্তরীণ নাম
ആന്തരിക നടപടിക്രമം,অভ্যন্তরীণ পদ্ধতি
ആന്തരിക വായനക്കാരനും,অভ্যন্তরীণ পাঠক
ആന്തരിക സ്കീമ,অভ্যন্তরীণ স্কিমা
ആന്തരിക തരം,অভ্যন্তরীণ বাছাই
ആന്തരിക സംഭരണം,অভ্যন্তরীণ সংরক্ষণ ব্যবস্থা
ആന്തരിക വാചകം,অভ্যন্তরীণ পাঠ্য
ആന്തരിക ടൈമർ,অভ্যন্তরীণ টাইমার
ആന്തരിക എഴുത്തുകാരൻ,অভ্যন্তরীণ লেখক
"അന്തര്ദ്ദേശീയമായ
 ബീജഗണിത
 ഭാഷ","আন্তর্জাতিক
 বীজগণিত
 ভাষা"
"അന്തര്ദ്ദേശീയമായ
 ദിശ ദൂരം
 ഡയല് ചെയ്യുക","আন্তর্জাতিক
 দিকের দূরত্ব
 ডায়ালিং"
"അന്തര്ദ്ദേശീയമായ
 എന്നതിനായുള്ള ഓർഗനൈസേഷൻ
 മാനവസ്ഥകേശ്ദം
 (ഐഎസ്ഒ)","আন্তর্জাতিক
 জন্য সংস্থা
 মানীকরণ
 (আইএসও)"
"അന്തര്ദ്ദേശീയമായ
 റെക്കോർഡ് കാരിയർ","আন্তর্জাতিক
 রেকর্ড ক্যারিয়ার"
ഇന്റർഓഫീസ് ട്രങ്ക്,ইন্টারফিস ট্রাঙ্ক
ഇടപെടുന്ന,ইন্টারপজিশনিং
ഇന്റർപോസിഷൻ ട്രംപം,ইন্টারপজিশন ট্রাঙ্ক
വാഖാതാവ്,দোভাষী
വ്യാഖ്യാതാവ് കോഡ്,দোভাষী কোড
വ്യാഖ്യാന കോഡ്,ব্যাখ্যামূলক কোড
"പശ്ചാദേവ്
 നടപ്പാക്കല്","ব্যাখ্যামূলক
 মৃত্যুদন্ড কার্যকর"
"പശ്ചാദേവ്
 കാരപരിപാടി","ব্যাখ্যামূলক
 কার্যক্রম"
"പശ്ചാദേവ്
 ദിനചര്യ","ব্যাখ্যামূলক
 রুটিন"
"വ്യാഖ്യാന ട്രെയ്സ്
 കാരപരിപാടി","ব্যাখ্যামূলক ট্রেস
 কার্যক্রম"
ഇന്റർദ്ധാനീയ വിടവ്,ইন্টাররেকর্ড গ্যাপ
ഇന്റർദ്ധാനകൻ,আন্তঃব্যাং
ചോദംചെയ്യുക,জিজ্ঞাসাবাদ
ചോദംചെയ്യല്,জিজ্ঞাসাবাদ
ചോദ്യംപെലേഷൻ,জিজ্ঞাসাবাদক
"പരസ്പര അഭ്യർത്ഥന
 അടയാളം","ইন্টাররপুট অনুরোধ
 সংকেত"
തടസ്സപ്പെടുത്തുക,বাধা চালক
തടസ്സകരമായ ഹാൻഡ്ലർ,বাধা হ্যান্ডলার
"തടസ്സപ്പെടുത്താവുന്ന
 ദിനചര്യ","বাধা
 রুটিন"
"തടസ്സപ്പെടുത്താവുന്ന
ഏര്പ്പാട്","বাধা
পদ্ধতি"
"തടസ്സം
 നെറ്റ്വർക്ക്","বাধা
 অন্তর্জাল"
കേവലം തടസ്സപ്പെടുത്തുക,বাধা বিলম্ব
തടസ്സപ്പെടുത്തൽ ബന്ധം,বাধা লিঙ্কেজ
തടസ്സകരമായ മാസ്ക്,বাধা মুখোশ
തടസ്സപ്പെടുത്തുന്ന മുൻഗണന,বাধা অগ্রাধিকার
തടസ്സപ്പെടുത്തുക,বাধা স্ট্যাকিং
തടസ്സകരമായ കെണി,বাধা ফাঁদ
"തടസ്സകരമായ ട്രിഗർ
 അടയാളം","বাধা ট্রিগার
 সংকেত"
തടസ്സകരമായ വെക്റ്റർ,বাধা ভেক্টর
ഇന്റർസറ്റൈറ്റ് ലിങ്ക്,ইন্টারসেটেলাইট লিঙ্ক
"അന്തർസംസ്ഥാന
 പഞ്ച് ചെയ്യുക","ইন্টারস্টেজ
 ঘুষি মারছে"
"Issymbol
 ഇടപെടൽ","আন্তঃসাম্বল
 হস্তক্ষেপ"
"ഇടവേള സേവനം
 വിലമതിക്കുക","ব্যবধান পরিষেবা
 মান"
ഇടവേള ടൈമർ,ব্যবধান টাইমার
പരസ്പരവിരുദ്ധമായ,আন্তঃসংযোগ
അറിയുക,অন্তরঙ্গ
ഇൻട്രാസ്റ്റേറ്റ് ടോൾ,অন্তঃসত্ত্বা টোল
നുഴഞ്ഞുകയറ്റം,অনুপ্রবেশ টোন
അസാധുവായ പ്രതീകം,অকার্যকর চরিত্র
"അസാധുവായ എക്സ്ക്ലൂസീവ്
 ബന്ധപ്പെടല്","অবৈধ একচেটিয়া
 রেফারেন্স"
"അസാധുവായ കീ
 വവസ്ഥ","ভুল চাবি
 শর্ত"
"ഇൻവെന്ററി മാസ്റ്റർ
 ഫയല്","ইনভেন্টরি মাস্টার
 ফাইল"
അകറ്റിക്കുക,উল্টো
വിപരീത ഫയൽ,উল্টানো ফাইল
വിഹിതം,বৈদ্যুতিন সংকেতের মেরু বদল
ക്ഷണകൽപ്പന,আমন্ত্রণ তালিকা
അപേദം,অনুরোধ
അഭ്യർത്ഥിക്കുക,আহ্বান
അഭ്യർത്ഥിച്ച നടപടിക്രമം,আহ্বান পদ্ধতি
തടയൽ ബ്ലോക്ക്,অনুরোধ ব্লক
അയോട്ടപ്റ്റ് സിഗ്നൽ,আয়নারেট সিগন্যাল
"പരിരാപകമായ
 പിശക്","অপ্রয়োজনীয়
 ত্রুটি"
പരിഹരിക്കല്,অপ্রাসঙ্গিকতা
"മാറ്റാനാവാത്ത
 കാന്തിക പ്രക്രിയ","অপরিবর্তনীয়
 চৌম্বকীয় প্রক্রিয়া"
ഒറ്റപ്പെട്ട സ്ഥാനം,বিচ্ছিন্ন অবস্থান
ഐഎസ്ഒ വലുപ്പം,আইএসও আকার
ഐഎസ്ഒ സ്റ്റാൻഡേർഡ്,আইএসও স্ট্যান্ডার্ড
ഇനം അഡ്വാൻസ്,আইটেম অগ্রিম
ഇനം എണ്ണം,আইটেম গণনা
ഇനം വലുപ്പം,আইটেমের আকার
ആദൃഷ്ടി,পুনরাবৃত্তি
ആവർത്തനം,পুনরাবৃত্তি
ആവർത്തന ഘടകം,পুনরাবৃত্তি ফ্যাক্টর
ആവർത്തന ദിനചര്യ,পুনরাবৃত্তি রুটিন
ആവർത്തന ഡോ-ഗ്രൂപ്പ്,পুনরাবৃত্ত ডু-গ্রুপ
ആവർത്തന പ്രവർത്തനം,পুনরাবৃত্ত অপারেশন
ഐറൽ നോളേഷൻ,আইভারশন স্বরলিপি
ജിറ്റർ,জিটার
ജോലി ബാച്ച്,জব ব্যাচ
തൊഴിൽ ക്ലാസ്,কাজের ক্লাস
ജോലി നിയന്ത്രണം,চাকরি নিয়ন্ত্রণ
"ജോലി നിയന്ത്രണം
 ഭാഷ","চাকরি নিয়ন্ত্রণ
 ভাষা"
"ജോലി നിയന്ത്രണം
 പ്രസ്താവന","চাকরি নিয়ন্ত্রণ
 বিবৃতি"
തൊഴിൽ നിർവചനം,কাজের সংজ্ঞা
ജോലി-ഒഴുക്ക് നിയന്ത്രണം,চাকরি-প্রবাহ নিয়ন্ত্রণ
ജോലി ഇൻപുട്ട് ഉപകരണം,জব ইনপুট ডিভাইস
ജോലി ഇൻപുട്ട് ഫയൽ,জব ইনপুট ফাইল
തൊഴിൽ ഇൻപുട്ട് സ്ട്രീം,কাজের ইনপুট স্ট্রিম
തൊഴിൽ ലൈബ്രറി,জব লাইব্রেরি
തൊഴിൽ മാനേജുമെന്റ്,চাকরি ব্যবস্থাপনা
ജോലിയുടെ പേര്,কাজের নাম
"ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്
 ഭാഷ","চাকরিমুখী
 ভাষা"
"ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്
 അതിതീവ്രമായ","চাকরিমুখী
 টার্মিনাল"
ജോലി output ട്ട്പുട്ട് ഉപകരണം,কাজের আউটপুট ডিভাইস
തൊഴിൽ output ട്ട്പുട്ട് ഫയൽ,কাজের আউটপুট ফাইল
ജോലി put ട്ട്പുട്ട് സ്ട്രീം,কাজের আউটপুট স্ট্রিম
ജോലി പായ്ക്ക് ഏരിയ,জব প্যাক অঞ্চল
തൊഴിൽ മുൻഗണന,কাজের অগ্রাধিকার
ജോലി പ്രോസസ്സിംഗ്,কাজের প্রক্রিয়াজাতকরণ
ജോലി പ്രോഗ്രാം മോഡ്,জব প্রোগ্রাম মোড
"ജോലി വീണ്ടെടുക്കൽ
 ഫയൽ നിയന്ത്രിക്കുക","চাকরি-পুনরুদ্ধার
 ফাইল নিয়ন্ত্রণ করুন"
ജോബ് സെന്റർ പേജ്,চাকরি বিভাজক পৃষ্ঠা
ജോലി പ്രസ്താവന,কাজের বিবৃতি
തൊഴിൽ ചുവടുവെപ്പ്,কাজের পদক্ষেপ
തൊഴിൽ ഘട്ടം ആരംഭിക്കൽ,কাজের পদক্ষেপ দীক্ষা
