Kannada,Telugu
ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ,పారిశ్రామిక విప్లవం
ನಾಸ್ತಿಕ,అవిశ్వాసం
ನಾಸ್ತಿಕ,అవిశ్వాసం
ಒಳನುಸುಳುವಿಕೆ,చొరబాటు
ಒಳನುಸುಳುವವನು,చొరబాటుదారుడు
ಮಾಹಿತಿದಾರ,సమాచారం ఇచ్చేవాడు
ಮಾಹಿತಿದಾರ,సమాచారం ఇచ్చేవాడు
ಮಾಹಿತಿದಾರ,ఇన్ఫార్మర్
ಮಾಹಿತಿದಾರ,ఇన్ఫార్మర్
ಪ್ರವೇಶ,ప్రవేశము
ಪ್ರವೇಶ,ప్రవేశము
ಪ್ರವೇಶ,ప్రవేశము
ವಾಸಸ್ಥಾನ,నివాసం
ನಿವಾಸಿ,నివాసి
ಆನುವಂಶಿಕತೆ,వారసత్వం
ಆನುವಂಶಿಕತೆ,వారసత్వం
ಆನುವಂಶಿಕತೆ,వారసత్వం
ಶಾಸನ,శాసనం
ಲಾಂಛನ,చిహ్నము
ಪ್ರವೇಶದ ಉಪಕರಣ,ప్రవేశ పరికరం
ಸರ್ಕಾರದ ಉಪಕರಣ,ప్రభుత్వ సాధనం
ದಂಗೆ (ದಂಗೆ),తిరుగుబాటు (తిరుగుబాటు)
ದಂಗೆಕೋರ,తిరుగుబాటుదారుడు
ದಂಗೆ,తిరుగుబాటు
ದಂಗೆ,తిరుగుబాటు
ಏಕೀಕರಣ,అనుసంధానం
ದಾಖಲೆಗಳ ಸಮಗ್ರತೆ,రికార్డుల సమగ్రత
ರಾಜ್ಯಗಳ ಸಮಗ್ರತೆ,రాష్ట్రాల సమగ్రత
ಬುದ್ಧಿಜೀವಿಗಳು (ಬುದ್ಧಿವಂತರು),మేధావి (ఇంటెలిజెంట్జియా)
ಮಧ್ಯಸ್ಥಿಕೆ,మధ్యవర్తిత్వం
ಮಧ್ಯಸ್ಥಗಾರ,మధ్యవర్తి
ಮಧ್ಯವರ್ತಿ,మధ్యవర్తి
ಅಂತರಾಷ್ಟ್ರೀಯತೆ,అంతర్జాతీయవాదం
ಅಂತರಾಷ್ಟ್ರೀಯತೆ,అంతర్జాతీయవాదం
ಅಂತರಾಷ್ಟ್ರೀಯವಾದಿ,అంతర్జాతీయవాది
ಆಂತರಿಕ ಯುದ್ಧ,అంతర్గత యుద్ధం
ಇಂಟರ್ನಿ,ఇంటర్నీ
ಇಂಟರ್ನಿ,ఇంటర్నీ
ಇಂಟರ್ನಿ ಶಿಬಿರ,ఇంటర్నీ క్యాంపు
ಅಂತಃಕರಣ,ఇంటర్న్మెంట్
ಅಂತಃಕರಣ,ఇంటర్న్మెంట్
ಅಂತಃಕರಣ,ఇంటర్న్మెంట్
ಇಂಟರ್‌ನನ್ಸಿಯೋ,ఇంటర్నేషనల్
ಇಂಟರ್ಪ್ರಿಟರ್,వ్యాఖ్యాత
ಇಂಟರ್ಪ್ರಿಟರ್,వ్యాఖ్యాత
ಇಂಟರ್ಪ್ರಿಟರ್,వ్యాఖ్యాత
ಹಸ್ತಕ್ಷೇಪ,జోక్యం
ಕರುಳುವಾಳ,ఇంటస్టేసి
ಕರುಳು,పేగు
ಒಳಸಂಚು,చమత్కారం
ಒಳನುಗ್ಗುವವರು,చొరబాటుదారుడు
ಒಳನುಗ್ಗುವವರು,చొరబాటుదారుడు
ಒಳನುಗ್ಗುವಿಕೆ,చొరబాటు
ಆಕ್ರಮಣ,దండయాత్ర
ಆಕ್ರಮಣ,దండయాత్ర
ಹೂಡಿಕೆ ಮಾಡಿ,పెట్టుబడి
ಹೂಡಿಕೆ ಮಾಡಿ,పెట్టుబడి
ಹೂಡಿಕೆ ಮಾಡಿ,పెట్టుబడి
ಹೂಡಿಕೆ ಮಾಡಿ,పెట్టుబడి
ಹೂಡಿಕೆ,పెట్టుబడి
ಹೂಡಿಕೆ,పెట్టుబడి
ಹೂಡಿಕೆ,పెట్టుబడి
ಹೂಡಿಕೆ ಸಮಾರಂಭ,పెట్టుబడి వేడుక
ರಾಷ್ಟ್ರೀಯತೆಯೊಂದಿಗೆ ಹೂಡಿಕೆ ಮಾಡಿ,జాతీయతతో పెట్టుబడి పెట్టండి
ಅಜೇಯ ನೌಕಾಪಡೆ,ఇన్విన్సిబుల్ ఆర్మడ
ಉಲ್ಲಂಘನೆ (ರಾಜ್ಯದ),ఉల్లంఘన (రాష్ట్రం)
ಉಲ್ಲಂಘಿಸುವ ಸ್ಥಿತಿ,ఉల్లంఘించిన స్థితి
ಅವೇಧನೀಯ ಕೋಟೆ,అభేద్యమైన కోట
ಕಬ್ಬಿಣದ ಯುಗ,ఇనుప యుగం
ಕಬ್ಬಿಣದ ಪರದೆ,ఇనుప తెర
ಕಬ್ಬಿಣದ ಕಾವಲು,ఐరన్ గార్డ్
ಕಬ್ಬಿಣದ ಪಡಿತರ,ఇనుము రేషన్లు
ಕಬ್ಬಿಣದ ಬದಿಗಳು,ఇనుప వైపులా
ಕಬ್ಬಿಣದ ತುದಿಯ ಬಾಣ,ఇనుప చిట్కా బాణం
ಇಸ್ತಮಿಯನ್ ಆಟಗಳು,ఇస్త్మియన్ ఆటలు
ಜನಿಸರಿ,జానిసరీ
ದ್ವಾರಪಾಲಕ,కాపలాదారు
ದ್ವಾರಪಾಲಕ,కాపలాదారు
ಜಾವೆಲಿನ್,జావెలిన్
ಜಿಮ್ ಕ್ರೌ ಕಾನೂನುಗಳು,జిమ్ క్రో చట్టాలు
ಜಿಂಗೊ,జింగో
ಜಿಂಗೊ,జింగో
ಜಿಂಗೊ,జింగో
ಜಿಂಗೋಯಿಸಂ,జింగోయిజం
ಜಂಟಿ ಕ್ರಿಯೆ,ఉమ్మడి చర్య
ಜಂಟಿ ನಿಯಂತ್ರಣ,ఉమ్మడి నియంత్రణ
ಜಂಟಿ ಆಕ್ಯುಪೆನ್ಸಿ,ఉమ్మడి ఆక్యుపెన్సీ
ತೀರ್ಪುಗಾರರು,జ్యూరీ
ಕೇವಲ ಕಾರಣ,కారణం మాత్రమే
ಇರಿಸಿಕೊಳ್ಳಿ,ఉంచండి
ಆರ್ಕೈವ್ಸ್ ಕೀಪರ್,ఆర్కైవ్స్ కీపర్
ಕೆಟಲ್-ಡ್ರಮ್,కెటిల్-డ్రమ్
ಪ್ರಮುಖ ಪದ,కీలక పదం
ರಾಜ,రాజు
ಸಾಮ್ರಾಜ್ಯ,రాజ్యం
ಕಿಂಗ್ಲೆಟ್,కింగ్లెట్
ಕಿಂಗ್ ಮೇಕರ್,కింగ్ మేకర్
ರಾಜತ್ವ,రాజ్యాధికారం
ರಾಜತ್ವ,రాజ్యాధికారం
ಕಿಚನ್ ಕ್ಯಾಬಿನೆಟ್,కిచెన్ క్యాబినెట్
ನೈಟ್,నైట్
ರಾಜತ್ವ,రాజ్యం
ಕಿಂಗ್ಟ್ಸ್ ಆಸ್ಪತ್ರೆಗಳು,కింగ్స్ హాస్పిటల్స్
ನೈಟ್ಸ್ ಆಫ್ ಸೇಂಟ್ ಜಾನ್,నైట్స్ ఆఫ్ సెయింట్ జాన్
ನೈಟ್ ಟೆಂಪ್ಲರ್,నైట్ టెంప్లర్
ಕು ಕ್ಲಕ್ಸ್ ಕ್ಲಾನ್ (ಕೆಕೆಕೆ),కు క్లక్స్ క్లాన్ (KKK)
ಕುಮಿಂಟಾಂಗ್,కుమింటాంగ్
ಲೌಕಿಕ,లౌకికత్వం
ಲ್ಯಾನ್ಸ್,లాన్స్
ಲ್ಯಾನ್ಸರ್,లాన్సర్
ನಂತರ ಗುಪ್ತರು,తరువాత గుప్తులు
ಕಾನೂನುಬದ್ಧ ಉತ್ತರಾಧಿಕಾರಿ,చట్టబద్ధమైన వారసుడు
ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ),చట్టవిరుద్ధం (=అక్రమం)
ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ),చట్టవిరుద్ధం (=అక్రమం)
ಕಾನೂನು ಪ್ರಭುಗಳು,చట్ట ప్రభువులు
ಧರ್ಮನಿಷ್ಠೆಯ ಕಾನೂನು,భక్తి చట్టం
ಲೀಗ್ ಆಫ್ ನೇಷನ್ಸ್,దేశముల సమాహారం
ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್),లెగసీ (=బిక్వెస్ట్)
ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್),లెగసీ (=బిక్వెస్ట్)
ಕಾನೂನು ಉತ್ತರಾಧಿಕಾರಿ,చట్టపరమైన వారసుడు
ಕಾನೂನುಬದ್ಧ,చట్టబద్ధత
ಕಾನೂನುಬದ್ಧ,చట్టబద్ధత
ಕಾನೂನುಬದ್ಧ,చట్టబద్ధత
ದಂತಕಥೆ,లెజెండ్
ದಂತಕಥೆ,లెజెండ్
ಲೀಜನ್,లెజియన్
ಲೀಜನ್,లెజియన్
ಲೀಜನ್ ಆಫ್ ಆನರ್,లెజియన్ ఆఫ్ ఆనర్
ಲೆಸ್ ಮೆಜೆಸ್ಟಿ (=ಲೆಸ್ ಮೆಜೆಸ್ಟೆ),లెస్ మెజెస్టి (=లెస్ మెజెస్టే)
ಕಡಿಮೆ ರಾಜ್ಯಗಳು,తక్కువ రాష్ట్రాలు
ರುಜುವಾತು ಪತ್ರಗಳು,విశ్వసనీయత లేఖలు
ಲೀಜ್-ಲಾರ್ಡ್,లీజ్-లార్డ్
ಲೀಜ್ ಮನುಷ್ಯ,లీజ్ మనిషి
ಲೀಜ್ ಮನುಷ್ಯ,లీజ్ మనిషి
ಜೀವಾವಧಿ ಶಿಕ್ಷೆ,జీవిత ఖైదు
ವಂಶಾವಳಿ,వంశం
ಲಿಟಲ್ ಇಂಗ್ಲೆಂಡರ್,లిటిల్ ఇంగ్లాండు
ಚಿಕ್ಕ ವಾಹನ (=ಕಡಿಮೆ ವಾಹನ),చిన్న వాహనం (=తక్కువ వాహనం)
ಸಮುದ್ರತೀರ ರಾಜ್ಯ,లిటోరల్ రాష్ట్రం
ಪ್ರಾರ್ಥನೆಗಳು,ప్రార్ధనలు
ಧರ್ಮಾಚರಣೆ,ప్రార్ధన
ಸ್ಥಳೀಯ ನಿಷ್ಠೆ,స్థానిక విధేయత
ಸ್ಥಳೀಯ-ಸ್ವಯಂ ಸರ್ಕಾರ,స్థానిక-స్వయం ప్రభుత్వం
ದೀರ್ಘ ಸಂಸತ್ತು,సుదీర్ఘ పార్లమెంటు
ಕಡಿಮೆ ದೇಶಗಳು,తక్కువ దేశాలు
ನಿಷ್ಠಾವಂತ,విశ్వాసపాత్రుడు
ನಿಷ್ಠೆ,విధేయత
ಮ್ಯಾಕಿಯಾವೆಲಿಯನ್ ನೀತಿ,మాకియవెల్లియన్ విధానం
ಮ್ಯಾಗ್ನ ಕಾರ್ಟ,మాగ్నా కార్టా
ಮ್ಯಾಗ್ನಮ್ ಕಾನ್ಸಿಲಿಯಮ್,మాగ్నమ్ కన్సిలియం
ಮಾಲುಮ್ ನಿಷೇಧ,మలం నిషేధం
ಮ್ಯಾಂಡಮಸ್,మాండమస్
ಆದೇಶ,ఆదేశం
"ಆದೇಶ, ವರ್ಗ &#39;ಎ&#39;","ఆదేశం, తరగతి &#39;A&#39;"
"ಆದೇಶ, ವರ್ಗ &#39;ಬಿ&#39;","ఆదేశం, తరగతి &#39;B&#39;"
"ಆದೇಶ, ವರ್ಗ &#39;ಸಿ&#39;","ఆదేశం, తరగతి &#39;సి&#39;"
ಆದೇಶ ವ್ಯವಸ್ಥೆ,ఆదేశ వ్యవస్థ
ಕಡ್ಡಾಯ ರಾಜ್ಯ,తప్పనిసరి స్థితి
ಮ್ಯಾಂಗೋನೆಲ್,మాంగోనెల్
ಪ್ರಣಾಳಿಕೆ,మేనిఫెస్టో
ಕುಶಲತೆಗಳು,యుక్తులు
ಮ್ಯಾನ್ ಆಫ್ ವಾರ್,మ్యాన్ ఆఫ్ వార్
ಮ್ಯಾನರ್,మనోర్
ಮ್ಯಾನರ್,మనోర్
ಮಾನವ ಶಕ್ತಿ,మానవ శక్తి
ಮಾನವ ಶಕ್ತಿ,మానవ శక్తి
ಮ್ಯಾನುಮಿಷನ್,మాన్యుమిషన్
ಮನುಮಿತ್,మనుమిత్
ಹಸ್ತಪ್ರತಿ,మాన్యుస్క్రిప్ట్
ಹಸ್ತಪ್ರತಿ,మాన్యుస్క్రిప్ట్
ಹಸ್ತಪ್ರತಿ,మాన్యుస్క్రిప్ట్
ಮಾರೌಡರ್,మారౌడర్
ಕಡಲ ಬೆಲ್ಟ್,సముద్ర బెల్ట్
ಕಡಲ ನಾಗರಿಕತೆ,సముద్ర నాగరికత
ಕಡಲ ಧ್ವಜ,సముద్ర జెండా
ಕಡಲ ಶಕ್ತಿಗಳು,సముద్ర శక్తులు
ಕಡಲ ಸಾರ್ವಭೌಮತ್ವ,సముద్ర సార్వభౌమాధికారం
ಕಡಲ ಯುದ್ಧ,సముద్ర యుద్ధం
ಮಾರ್ಕ್ವಿಸ್,మార్క్విస్
ಮಾರ್ಕ್ವಿಸೇಟ್,మార్క్విసేట్
ಸಮರ ಕಾನೂನು,మార్షల్ లా
ಸಮರ ಜನಾಂಗಗಳು,మార్షల్ రేసులు
ಹುತಾತ್ಮ,అమరవీరుడు
ಹತ್ಯಾಕಾಂಡ,నరమేధం
ಕುಶಲ ಸಮೂಹ,మాస్ యుక్తి
ಮಾಸ್ಟರ್-ಅಟ್-ಆರ್ಮ್ಸ್,మాస్టర్-ఎట్-ఆర్మ్స్
ಕಾರ್ಯಕ್ರಮ ನಿರ್ವಾಹಕ,మాస్టర్ ఆఫ్ వేడుకలు
ಮನೆಯ ಯಜಮಾನ,ఇంటి యజమాని
ಮಾಸ್ಟರ್ ಆಫ್ ದಿ ಹಾರ್ಸ್,మాస్టర్ ఆఫ్ ది హార్స్
ರೋಲ್ಸ್ ಮಾಸ್ಟರ್,మాస్టర్ ఆఫ్ ది రోల్స్
ಹೊಂದಾಣಿಕೆ,మ్యాచ్
ಹೊಂದಾಣಿಕೆ,మ్యాచ్
ಮ್ಯಾಚ್‌ಲಾಕ್,అగ్గిపెట్టె
ವೈವಾಹಿಕ ಮೈತ್ರಿ,వైవాహిక మైత్రి
ಮೆಡಿಟರೇನಿಯನ್ ಶಕ್ತಿಗಳು,మధ్యధరా శక్తులు
ಮೆನ್ಶೆವಿಕ್,మెన్షెవిక్
ಕೂಲಿ ಸೈನ್ಯ,కిరాయి సైన్యం
ಕೂಲಿ ಸೈನಿಕ,కిరాయి సైనికుడు
ವ್ಯಾಪಾರಿ,వ్యాపారి
ಮಧ್ಯ ವಯಸ್ಸು,మధ్య యుగాలు
ಮಧ್ಯ ಪೂರ್ವ,మధ్యప్రాచ్యం
ಮಧ್ಯದ ಹಾದಿ,మధ్య మార్గము
ಮಧ್ಯಮ ಮಾರ್ಗ,మధ్య మార్గం
ಮಧ್ಯಮ ಮಾರ್ಗ (=ಮಧ್ಯಮ ಕೋರ್ಸ್),మధ్య మార్గం (=మిడిల్ కోర్సు)
ವಲಸೆಗಾರ,వలసదారు
ವಲಸೆ,వలస
ವಲಸೆ,వలస
ವಲಸೆ,వలస
ಮಿಲಿಟರಿಸಂ,మిలిటరిజం
ಮಿಲಿಟರಿಸಂ,మిలిటరిజం
ಮಿಲಿಟರಿಸಂ,మిలిటరిజం
ಮಿಲಿಟರಿಸಂ,మిలిటరిజం
ಮಿಲಿಟರಿವಾದಿ,మిలిటరిస్ట్
ಮಿಲಿಟರಿವಾದಿ,మిలిటరిస్ట్
ಮಿಲಿಟರಿಕರಣ,సైనికీకరణ
ಮಿಲಿಟರಿಕರಣ,సైనికీకరణ
ಮಿಲಿಟರಿಕರಣ,సైనికీకరణ
ಮಿಲಿಟರಿ ತಂತ್ರಗಾರ (=ತಂತ್ರಜ್ಞ),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
ಮಿಲಿಟರಿ ತಂತ್ರಗಾರ (=ತಂತ್ರಜ್ಞ),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
ಮಿಲಿಟರಿ ತಂತ್ರಗಳು (=ತಂತ್ರಗಳು),సైనిక వ్యూహాలు (=వ్యూహాలు)
ಮಿಲಿಟಿಯಾ,మిలిషియా
ಮಿಲಿಟಿಯಾ,మిలిషియా
ದುರಾಡಳಿತ,దుష్పరిపాలన
ಲಿಂಕ್ ಕಾಣೆಯಾಗಿದೆ,లింక్ లేదు
ಮಿಷನ್,మిషన్
ಮಿಷನ್,మిషన్
ಮಿಷನ್,మిషన్
ಮಿಶ್ರ ಜನಾಂಗ,మిశ్రమ జాతి
ಆಧುನಿಕ ಇತಿಹಾಸ,ఆధునిక చరిత్ర
ವಿಧಾನ ವಿವೆಂಡಿ,మోడ్స్ వీవెండి
ಮೊನಾಕಿಸಂ,మోనాకిజం
ರಾಜ,చక్రవర్తి
ರಾಜ,చక్రవర్తి
ರಾಜಪ್ರಭುತ್ವ,రాచరికం
ರಾಜಪ್ರಭುತ್ವ,రాచరికం
ರಾಜಪ್ರಭುತ್ವವಾದಿ,రాచరికవాది
ರಾಜಪ್ರಭುತ್ವ,రాచరికం
ಮಠ,మఠం
ಮಠ,మఠం
ಮಠ,మఠం
ಸನ್ಯಾಸತ್ವ,సన్యాసం
ಸನ್ಯಾಸತ್ವ,సన్యాసం
ಸನ್ಯಾಸಿ,సన్యాసి
ಮಾತೃ ದೇಶ,మాతృదేశం
ಮಾತೃಭೂಮಿ,మాతృభూమి
ಸಂಸತ್ತಿನ ತಾಯಿ,పార్లమెంటుల తల్లి
ಮುಕ್ರೇಕರ್ಸ್,ముక్రాకర్స్
ಮಮ್ಮಿ,మమ్మీ
ವಸ್ತುಸಂಗ್ರಹಾಲಯ,మ్యూజియం
ಮಸ್ಕೆಟ್,మస్కెట్
ಮಸ್ಕಿಟೀರ್,మస్కటీర్
ಮಸ್ಕೆಟ್ರಿ,మస్కెట్రీ
ಮಸ್ಕೆಟ್ರಿ,మస్కెట్రీ
ಮಸ್ಟರ್ ಮಾಸ್ಟರ್,మస్టర్ మాస్టర్
ಮಸ್ಟರ್-ರೋಲ್,మస్టర్-రోల్
ಮಸ್ಟರ್-ರೋಲ್,మస్టర్-రోల్
ದಂಗೆ,తిరుగుబాటు
ದಂಗೆ ಕಾಯಿದೆ,తిరుగుబాటు చట్టం
ರಹಸ್ಯ ಹಡಗು,మిస్టరీ షిప్
ನಿರೂಪಣೆ,కథనం
ರಾಷ್ಟ್ರ,దేశం
ಸ್ಥಳೀಯ,స్థానికుడు
ಸ್ಥಳೀಯ ರಾಜ್ಯ,స్థానిక రాష్ట్రం
ನೈಸರ್ಗಿಕತೆ,సహజత్వం
ನೈಸರ್ಗಿಕ ಹಕ್ಕುಗಳು,సహజ హక్కులు
ನಾಜಿ,నాజీ
ನಾಜಿ ಕ್ರಾಂತಿ,నాజీ విప్లవం
ನಾಜಿಸಂ,నాజీయిజం
ಪೂರ್ವದ ಹತ್ತಿರ,తూర్పు సమీపంలో
ನೀಗ್ರೋ,నీగ్రో
ನೀಗ್ರೋಫಿಲ್,నీగ్రోఫిల్
ನೀಗ್ರೋಫಿಲಿಸಮ್,నీగ్రోఫిలిజం
ನೀಗ್ರೋಫೋಬಿಯಾ,నీగ్రోఫోబియా
ತಟಸ್ಥ,తటస్థ
ತಟಸ್ಥ ದೇಶ,తటస్థ దేశం
ಹೊಸ ಒಪ್ಪಂದ,నూతన ఒప్పందం
ಹೊಸ ಪ್ರಪಂಚ,కొత్త ప్రపంచం
ಉದಾತ್ತತೆ,ప్రభువు
ಉದಾತ್ತ,కీర్తిగల
ಉದಾತ್ತ,కీర్తిగల
ಅಲೆಮಾರಿ,సంచార జాతులు
ಅಲೆಮಾರಿ ಗುಂಪು,సంచార గుంపు
ಅಲೆಮಾರಿ ಧರ್ಮ,సంచారము
ಆಕ್ರಮಣ ರಹಿತ ಒಪ್ಪಂದ,దురాక్రమణ రహిత ఒప్పందం
ಆಕ್ರಮಣ ರಹಿತ ಒಪ್ಪಂದ,దురాక్రమణ రహిత ఒప్పందం
ಯುದ್ಧಮಾಡದ ರಾಜ್ಯ,యుద్ధం చేయని రాష్ట్రం
ಅಸಹಕಾರ,నాన్-కో-ఆపరేషన్
ಅಸಹಕಾರ ಚಳುವಳಿ,సహాయ నిరాకరణ ఉద్యమం
ಮುಖಮುಖ,ఎదురుగా
ಮುಖಮುಖ,ఎదురుగా
ಓಕ್ಲೋಕ್ರಸಿ (=ಮೊಬೊಕ್ರಸಿ),ఓక్లోక్రసీ (=మొబోక్రసీ)
ಓಕ್ಲೋಕ್ರಾಟ್,ఓక్లోక్రాట్
ಅಧಿಕೃತ ದಾಖಲೆ,అధికారిక పత్రం
ಹಳೆಯ ಪ್ರಪಂಚ,పాత ప్రపంచం
ಒಲಿಗಾರ್ಕಿ,ఒలిగార్కీ
ಹಲ್ಲೆ,దాడి
ಮುಕ್ತ ಮಾತುಕತೆ,బహిరంగ చర్చలు
ಪ್ರಶ್ನೆಯನ್ನು ತೆರೆಯಿರಿ,ఓపెన్ ప్రశ్న
ದಾಖಲೆಗಳನ್ನು ತೆರೆಯಿರಿ,రికార్డులను తెరవండి
ಓರಿಯಂಟ್,ఓరియంట్
ಓರಿಯಂಟಲಿಸಂ,ఓరియంటలిజం
ಓರಿಯಂಟಲಿಸಂ,ఓరియంటలిజం
ಓರಿಯಂಟಲಿಸ್ಟ್,ఓరియంటలిస్ట్
ಮೂಲ,మూలం
ಮೂಲ,మూలం
ಆರ್ಥೋಗ್ರಫಿ,ఆర్థోగ్రఫీ
ಹಗೆತನದ ಏಕಾಏಕಿ,శత్రుత్వాలు చెలరేగడం
ಔಟ್-ಪೋಸ್ಟ್,అవుట్-పోస్ట్
ಅತಿ-ಪ್ರಭು,పైగా ప్రభువు
ಓವರ್-ರೈಡ್,ఓవర్ రైడ్
ಓವರ್-ರೈಡ್,ఓవర్ రైడ్
ಪೇಗನ್,పాగన్
ಪೇಗನ್,పాగన్
ಪೇಗನಿಸಂ,పాగనిజం
ಪೇಗನಿಸಂ,పాగనిజం
ಪಗೋಡ,పగోడా
ಪಗೋಡ,పగోడా
ಪಗೋಡ,పగోడా
ಅರಮನೆಯ ಒಳಸಂಚುಗಳು,ప్యాలెస్ కుట్రలు
ಪ್ಯಾಲಟಿನೇಟ್,పాలటినేట్
ತಾಳೆ ಎಲೆ,తాటి ఆకు
ಪಾಮ್ ಭಾನುವಾರ,పామ్ ఆదివారం
ಪ್ಯಾನೆಜಿರಿಸ್ಟ್,పానెజిరిస్ట్
ದಿಗಿಲು,భయాందోళనలు
ದಿಗಿಲು,భయాందోళనలు
ಗಾಬರಿ ಹುಟ್ಟಿಸುವವನು,భయాందోళనలు కలిగించేవాడు
ಪಪಾಸಿ,పాపసీ
ಪಪಾಸಿ,పాపసీ
ಪಪಾಸಿ,పాపసీ
ಪಪಾಸಿ,పాపసీ
ಪಾಪಲ್ ಬುಲ್,పాపల్ ఎద్దు
ಪಾಪಲಿಸಂ,పాపాలిజం
ಪಾಪಲಿಸಂ,పాపాలిజం
ಪಾಪಲಿಸ್ಟ್,పాపాలిస్ట్
ಪಾಪಲ್ ರಾಜ್ಯ,పాపల్ రాష్ట్రం
ಪ್ಯಾಪಿಸಂ (=ಪ್ಯಾಪಿಸ್ಟ್ರಿ),పాపిజం (=పాపిస్ట్రీ)
ಪಾಪಿಸ್ಟ್,పాపిస్ట్
ಪಪೈರಸ್,పాపిరస్
ಉಪಮೆ,ఉపమానం
ಪ್ಯಾರಾಮೌಂಟ್,పారామౌంట్
ಪರಮಾಪ್ತತೆ (=ಪರಮ ಶಕ್ತಿ),పారామౌంట్సీ (=పారామౌంట్ పవర్)
ಪ್ಯಾರಾಮೌಂಟ್ ಮಹಿಳೆ,పారామౌంట్ లేడీ
ಪರಮ ಪ್ರಭು,పరమ ప్రభువు
ಚರ್ಮಕಾಗದ,పార్చ్మెంట్
ಚರ್ಮಕಾಗದ,పార్చ్మెంట్
ಚರ್ಮಕಾಗದ,పార్చ్మెంట్
ಕ್ಷಮಿಸು,క్షమించు
ಪಾರ್ಲಿಗಳು,పార్లేస్
ಪಾರ್ಲಿಗಳು,పార్లేస్
ಸಂಸತ್ತು (=ಸಂಸತ್ತು),పార్లమెంట్ (=పార్లమెంట్)
ಸಂಸತ್ತು,పార్లమెంట్
ಸಂಸತ್ತು,పార్లమెంట్
ಸಂಸತ್ತು,పార్లమెంట్
ಸಂಸತ್ ಕಾಯಿದೆ,పార్లమెంట్ చట్టం
ಸಂಸದೀಯ,పార్లమెంటేరియన్
ಸಂಸದೀಯ,పార్లమెంటేరియన్
ಸಂಸದೀಯ ಏಜೆಂಟ್,పార్లమెంటరీ ఏజెంట్
ಪಾರ್ನೆಲಿಸಮ್,పార్నెలిజం
ಪೆರೋಲ್,పెరోల్
ಪೆರೋಲ್,పెరోల్
ಪ್ಯಾರಿಸೈಡ್,పారిసిడ్
ಪ್ಯಾರಿಸೈಡ್,పారిసిడ్
ಪಕ್ಷಪಾತಿ,పక్షపాతం
ಪಕ್ಷಪಾತಿ,పక్షపాతం
ಪಕ್ಷಪಾತಿ,పక్షపాతం
ಉತ್ತೀರ್ಣ,పాస్
ಪಾಸ್ ವರ್ಡ್ (=ವಾಚ್ ವರ್ಡ್),పాస్ వర్డ్ (=వాచ్ వర్డ్)
ಪಿತೃಪ್ರಧಾನ,జాతిపిత
ಕುಲಪತಿಗಳು,పితృదేవతలు
ಪೆಟ್ರೀಷಿಯನ್,పాట్రిషియన్
ಪಿತೃತ್ವ,పితృస్వామ్యం
ಪ್ಯಾಕ್ಸ್ ಬ್ರಿಟಾನಿಕಾ,పాక్స్ బ్రిటానికా
ಪ್ಯಾಕ್ಸ್ ರೊಮಾನಾ,పాక్స్ రొమానా
ವಂಶಾವಳಿ,పూర్వీకుల నుండి వంశక్రమము
ವಂಶಾವಳಿ,పూర్వీకుల నుండి వంశక్రమము
ವಂಶಾವಳಿಯ ವ್ಯಕ್ತಿ,వంశపారంపర్య వ్యక్తి
ಪೀರ್,పీర్
ಪೀರ್,పీర్
ಪೀರೇಜ್,పీరేజ్
ಪೀರೇಜ್,పీరేజ్
ಪೀರೇಜ್,పీరేజ్
ಐರ್ಲೆಂಡ್‌ನ ಗೆಳೆಯರು,ఐర్లాండ్ సహచరులు
ಸ್ಕಾಟ್ಲೆಂಡ್ನ ಗೆಳೆಯರು,స్కాట్లాండ్ సహచరులు
ಪೆನಿನ್ಸುಲರ್ ಅಭಿಯಾನ,పెనిన్సులర్ ప్రచారం
ಪೆನಿನ್ಸುಲರ್ ಯುದ್ಧ,ద్వీపకల్ప యుద్ధం
ಪೆನ್ನಂಟ್,పెన్నెంట్
ಜನರ ಸನ್ನದು (=ರಾಷ್ಟ್ರೀಯ ಚಾರ್ಟರ್),పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్)
ಪೀಪಲ್ಸ್ ಫ್ರಂಟ್ (=ಜನಪ್ರಿಯ ಮುಂಭಾಗ),పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్)
ದ್ರೋಹ,అపవిత్రత
ಅವಧಿ,కాలం
ಅವಧಿ,కాలం
ಪರಿಧಿ,పెరిఫెరీ
ಶಾಶ್ವತ ವಸಾಹತು,శాశ్వత పరిష్కారం
ಶಾಶ್ವತ ಫೈಫ್,శాశ్వత ఫైఫ్
ಫ್ಯಾಲ್ಯಾಂಕ್ಸ್,ఫాలాంక్స్
ಫ್ಯಾಲ್ಯಾಂಕ್ಸ್,ఫాలాంక్స్
ಫೇರೋ,ఫారో
ಪಿಕ್ಟೋಗ್ರಾಮ್,పిక్టోగ్రామ్
