English,Kannada
Microfilament,ಮೈಕ್ರೋಫಿಲೇಡು
Microfossil,ಮೈಕ್ರೋಫೋಸಿಲ್
Microinjection,ಮೈಕ್ರೋಇನ್‌ಜೆಕ್ಷನ್
Microorganism,ಸೂಕ್ಷ್ಮಜೀವಿ
Methylotrophus,ಮೀಥೈಲಾಟ್ರೋಫಸ್
Micronutrient,ಸೂಕ್ಷ್ಮ ಉಪಕಾರದ
Microorganism,ಸೂಕ್ಷ್ಮಜೀವಿ
Microphagous,ಮೈಕ್ರೋ ದಳ
Microphagy,ಮೈಕ್ರೋಫ್ಯಸಿ
Micropylar end,ಮೈಕ್ರೋಪೈಲಾರ್ ಅಂತ್ಯ
Micropyle,ಮೈಕ್ರೋ ಪಲಾಯನ
Micropyle,ಮೈಕ್ರೋ ಪಲಾಯನ
Micropyle,ಮೈಕ್ರೋ ಪಲಾಯನ
Microsatellite,ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ
Microscope,ಸೂಕ್ಷ್ಮದರ್ಶಕ
Microscopy,ಸೂಕ್ಷ್ಮ ದಹೆ
Microspermae,ಮೈಕ್ರೋಸ್ಪೆರ್ಮೇ
Microsphere,ಸೂಕ್ಷ್ಮ ವರ್ಗ
Microsporangium,ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ
Microspore tetrad,ಮೈಕ್ರೊಸ್ಪೋರ್ ಟೆಟ್ರಾಡ್
Microsporphyll,ಮೈಕ್ರೋಸ್ಪೋರ್ಫಿಲ್
Microsporum,ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ
Microtome,ಮೈಕ್ರೋ ಚಿತ್ರ
Microtuble triplet,ಮೈಕ್ರೋ ಟಲಿಗೆ
Microtubule doublet,ಮೈಕ್ರೊಟ್ಯೂಬ್ಯೂಲ್ ಡಬಲ್
Microvilli,ಮೈಕ್ರೋವಿಲ್ಲೆ
Micturition,ಸಂಚಾರಿ
Midbrain,ಮಧ್ಯಮ
Middle cerebellar peduncle,ಮಧ್ಯ ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್
Middle ear,ಕಿವಿಯ ಮಧ್ಯದ ಕಿವಿಗೆ
Middle lamella,ಮಧ್ಯದ ಲ್ಯಾಮೆಲ್ಲಾ
Midgut,ಮಧ್ಯಮ
Midwife toad,ಸೂಲಗಿತ್ತಿ ಟೋಡ್
Migrant,ವಲಸಿಗ
Migration,ವಲಸೆ
Milk sugar,ಹಾಲು ಸಕ್ಕರೆ
Milk-producing gland,ಹಾಲು ಉತ್ಪಾದಿಸುವ ಗ್ರಂಥಿ
Millet,ರಾಗಿ
Milliosmole per liter,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿಯೊಸ್ಮೋಲ್
Milvus,ಮಂತ್ರವಾದಿ
Mimicry,ಅನುಕರಣೆ
Minamata disease,ಮಿನಾಮಾಟ
Mineral,ಖನಿಜ
Mineral element,ಖನಿಜ ಅಂಶ
Mineral nutrition,ಖನಿಜ ಪೋಷಣೆ
Mineralisation,ಖನಿಜೀಕರಣ
Mineralo corticoid,ಖನಿಜ ಕಾರ್ಟಿಕಾಯಿಡ್
Miniature magnet,ಮಂತ್ರವಾದ
Mining operation,ಗಣಿಗಾರಿಕೆ
Minisatellite,ಮಿನಿಸಾಟೆಲೈಟ್
Minor groove,ಸಣ್ಣ ತೋಡು
Miocene,ಮಿಷರೆ
Miohippus,ಮಧುರ
Mirabilis,ಪವಾಡಗಳು
Mitigation,ತಗ್ಗಿಸುವುದು
Mitochondria,ಮೈಟೊಕಾಂಡ್ರಿಯ
Mitochondrial matrix,ಮೈಟೊಕಾಂಡರಿನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
Mitosis,ಮೈತ್ರಿ
Mitral valve (bicuspid valve),ಮಿಟ್ರಲ್ ವಾಲ್ವ್ (ಬೈಕಸ್ಪಿಡ್ ಕವಾಟ)
Mixed gland,ಮಿಶ್ರ ಗ್ರಂಥಿ
Mixed nerves,ಮಿಶ್ರ ನರಗಳು
Mixotrophic,ಮಿಶ್ರಣ
Mobile carrier,ಮೊಬೈಲ್ ವಾಹಕ
Mobile source,ಮೊಬೈಲ್ ಮೂಲ
Mobility,ಚಲನಶೀಲತೆ
Moderate injury,ಮಧ್ಯಮ ಗಾಯ
Modern medicine,ಆಧುನಿಕ .ಷಧ
Modern society,ಆಧುನಿಕ ಸಮಾಜ
Modifiability,ಮಾರ್ಪಡಿಸುವಿಕೆ
Modified dihybird ratio,ಮಾರ್ಪಡಿಸಿದ ಡೈಹೈಬರ್ಡ್ ಅನುಪಾತ
Modified root,ಮಾರ್ಪಡಿಸಿದ ಮೂಲ
Modulate,ರೂಪರೇಖೆ
Modulation of action,ಕ್ರಿಯೆಯ ಮಾಡ್ಯುಲೇಷನ್
Modulator substance,ಮಾಡ್ಯುಲೇಟರ್ ವಸ್ತು
Moisture,ತೇವಾಂಶ
Moisture deficit,ತೇವಾಂಶ
Molar teeth,ಸಣ್ಣ ಹಲ್ಲುಗಳು
Molar,ಮೋಲಗಳ
Mole,ಪೋಲೆ
Mole,ಪೋಲೆ
Mole,ಪೋಲೆ
Mole (mol),ಮೋಲ್ (ಮೋಲ್)
Molecular biology,ಅಣು ಜೀವಶಾಸ್ತ್ರ
Molecular genetic analysis,ಆಣ್ವಿಕ ಆನುವಂಶಿಕ ವಿಶ್ಲೇಷಣೆ
Molecular level,ಆಣ್ವಿಕ ಮಟ್ಟ
Molecular messenger,ಆಣ್ವಿಕ ಮೆಸೆಂಜರ್
Molecular motion,ಆಣ್ವಿಕ ಚಲನೆ
Molecular nitrogen gas,ಆಣ್ವಿಕ ಸಾರಜನಕ ಅನಿಲ
Molecular organization,ಆಣ್ವಿಕ ಸಂಘಟನೆ
Molecular scissor,ಆಣ್ವಿಕ ಕತ್ತರಿ
Molecular surgical approach,ಆಣ್ವಿಕ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ವಿಧಾನ
Molecular suture,ಆಣ್ವಿಕ ಹೊಲಿಗೆ
Molecule,ಅಣಕ
Mollusc,ಸಕಲ
Molluscivorous,ಮೃದ್ವಂಗುಗಳ
Molybdenum,ಮೊಲಾಬ್ಡಿನಮ್
Momordica,ಮೊನಚಾದ
Monandria,ಲೋಕದ
Monandry,ದುಷ್ಟ
Monascus purpureus,ಮೊನಾಸ್ಕಸ್ ಶುದ್ಧೀಕರಣ
Monera,ಮಣ್ಣಾದ
Moniliform,ಮೊರ್ಲುಮಿನ
Monitor,ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು
Monitor,ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು
Mono layer,ಮೊನೊ ಪದರ
Monoadelphous,ಏಕಾಧೀನ
Monobasic phosphate,ಏಕಭಕ್ತಿಯ ಫಾಸ್ಫೇಟ್
Monoblastic,ಏಕವರ್ಣದ
Monochacial,ಏಕವ್ಯಕ್ತಿ
Monochlamydeous,ಏಕಸ್ವಾಮ್ಯದ
Monocistronic,ಏಕತಾನನ
Monoclonal antibody,ಮೊನೊಕ್ಲೋನಲ್ ಪ್ರತಿಕಾಯ
Monococcus,ಏಕಕಕಣ
Monocotyledon,ಏಕದಳ
Monocystic,ಏಕವ್ಯಕ್ತಿಯ
Monocystis,ಏಕವ್ಯಕ್ತಿ
Monocyte,ಮೊನಚಾದ
Monoecious,ಏಕವ್ಯಕ್ತಿ
Monograph,ಏಕಾಗ್ರತೆ
Monohybrid,ಏಕಮಾತ್ರ
Monomer,ಸ ೦ ಪತ
Monomeric G-actin,ಸೋಗು-ಆಕ್ಟಿನ್
Monosaccharide,ಏಕವ್ಯಕ್ತಿ
Monosodium salt,ಮೊನೊಸೋಡಿಯಂ ಉಪ್ಪು
Monosomic,ಏಕವ್ಯಕ್ತಿ
Monospermy,ಏಕಸ್ವಾಮ್ಯ
Monosporic development,ಏಕಶಿಲೆಯ ಅಭಿವೃದ್ಧಿ
Monotropa,ಏಕಕಂಬ
Monozygotic identical twin,ಮೊನೊಜೈಗೋಟಿಕ್ ಒಂದೇ ಅವಳಿ
Montreal treaty,ಮಾಂಟ್ರಿಯಲ್ ಒಪ್ಪಂದ
Mood disorder,ಮನಸ್ಥಿತಿ
Moringa,ಮರಿಹುಳು
Morphallaxis (morphallactic),ಮಾರ್ಫಲ್ಯಾಕ್ಸಿಸ್ (ಮಾರ್ಫಲ್ಯಾಕ್ಟಿಕ್)
Morphine,ದೊಡ್ಡ
Morphogenesis,ಕೈಚಳಕ
Morphological adaptation,ರೂಪವಿಜ್ಞಾನದ ರೂಪಾಂತರ
Morphology,ರೂಪನಶಾಸ್ತ್ರ
Morse code,ಮೋರ್ಸ್ ಸಂಹಿತೆ
Mortality,ಮರಣ ಪ್ರಮಾಣ
Mortality,ಮರಣ ಪ್ರಮಾಣ
Mortality,ಮರಣ ಪ್ರಮಾಣ
Mosaicism,ಮೋಸ
Mosaic vision,ಮೊಸಾಯನ ದೃಷ್ಟಿಕೋನ
Moss,ಪಾಚಿ
Moth,ಪತಂಗ
Mother axis,ತಾಯಿ ಅಕ್ಷ
Motif,ಉದ್ದೇಶ
Motile form,ಮೋಟು ರೂಪ
Motile spore,ಮೋಟು ಬೀಜಕ
Motor fibre,ಮೋಟಾರು ನೂಕು
Motor neuron,ಮೋಟಾರು ನರಕೋಶ
Mould,ಅಚ್ಚು
Movement,ಚಲನೆ
Movement of locomotion,ಲೊಕೊಮೊಶನ್ ಚಲನೆ
M-phase promoting factor (MPF),ಎಂ-ಫೇಸ್ ಪ್ರಚಾರ ಅಂಶ (ಎಂಪಿಎಫ್)
Mrigal,ಕಾಲ್ಪೋಸಿ
Mucopeptide,ಲುಕಲಿಮರಿ
Mucoprotein,ಮ್ಯೂಕೋಪ್ರೊಟೀನ್
Mucor,ಲಂಬ
Mucosa associated lymphoid tissue,ಮ್ಯೂಕೋಸಾ ಸಂಬಂಧಿತ ಲಿಂಫಾಯಿಡ್ ಅಂಗಾಂಶ
Mucosa membrane,ಲೋಳೆಪೊರೆಯ ಪೊರೆಯ
Mucous gland,ಲೋಳೆಯ
Mucous membrane (mucosa),ಲೋಳೆಯ ಪೊರೆಯ (ಲೋಳೆಪೊರೆಯ)
Muffling noise,ಮಫ್ಲಿಂಗ್ ಶಬ್ದ
Mullerian mimicry,ಮುಲ್ಲೇರಿಯನ್ ಮಿಮಿಕ್ರಿ
Multicellular organism,ಬಹುಕಾಲಕ ಜೀವಿ
Multicolour fluorescence,ಬಹುವರ್ಣದ ಪ್ರತಿದೀಪಕ
Multicostate,ಬಹುಕೋಪಾಪಿಟೇಟ್
Multifission,ಬಹುಕಾಲ
Multiload - 375,ಮಲ್ಟಿಲೋಡ್ - 375
Multinucleate,ಮಲ್ಟಿನ್ಯೂಕ್ಲೇಟ್
Multiovulatae terrestress,ಮಲ್ಟಿವ್ಯುಲಾಟಾ ಟೆರೆಸ್ಟ್ರೆಸ್
Multiovulate,ಬಹು -ವ್ಯಾಪ್ತಿಯ
Multiparasitism,ಬಹುತ್ವ
Multiparous,ಬಹುಕಾಲದ
Multiparous,ಬಹುಕಾಲದ
Multiple allele,ಬಹು ಆಲೀಲ್
Multiple allelism,ಬಹು ಅಲಲಾತಿ
Multiple fission,ಬಹು ವಿದಳನ
Multiple ovulation embryo transfer technique (MOET),ಬಹು ಅಂಡೋತ್ಪತ್ತಿ ಭ್ರೂಣ ವರ್ಗಾವಣೆ ತಂತ್ರ (MOET)
Multiplication,ಗುಣಾಕೃತಿ
Multiplicative growth,ಗುಣಾಕಾರ ಬೆಳವಣಿಗೆ
Multipolar nerve cell,ಮಲ್ಟಿಪೋಲಾರ್ ನರ ಕೋಶ
Multipolar neuron,ಬಹು ಧಂಡ
Multipurpose instrument,ವಿವಿಧೋದ್ದೇಶ ಸಾಧನ
Mumps,ಮರಿಹುಳು
Murein,ಮಣ್ಣಾದ
Musca domestica,ಮಸ್ಕಾ ಡೊಮೆಸ್ಟಿಕಾ
Muscidae,ಕಸ
Muscle fibre,ಸ್ನಾಯು ನಡು
Muscle relaxtion,ಸ್ನಾಯು ವಿಶ್ರಾಂತಿ
Muscle tissue,ಸ್ನಾಯು ಅಂಗಾಂಶ
Muscular,ಸ್ನಾಯು
Muscular dystrophy,ಸ್ನಾಯುಗಿಡ ಡಿಸ್ಟ್ರೋಫಿ
Muscular dystrophy,ಸ್ನಾಯುಗಿಡ ಡಿಸ್ಟ್ರೋಫಿ
Muscular foot,ಸ್ನಾಯು ಕಾಲು
Muscular movement,ಸ್ನಾಯುವಿನ ಚಲನೆ
Muscular tension,ಸ್ನಾಯುಗೂಡಿಕೆ
Muscularis,ಸ್ನಾಯು
Muscularis extrema,ಮಸ್ಕ್ಯುಲಾರಿಸ್ ವಿಪರೀತ
Musculature,ಸ್ನಾಯು
Mushroom,ಅಣಬೆ
Mussel,ಮಸ್ಸೆಲ್
Mutagen,ರೂಪಾಂತರ
Mutant allele,ರೂಪಾಂತರಿತ ಆಲೀಲ್
Mutation,ರೂಪಾಂತರ
Mutation breeding,ರೂಪಾಂತರ ಸಂತಾನೋತ್ಪತ್ತಿ
Mutation theory,ರೂಪಾಂತರದ ಸಿದ್ಧಾಂತ
Mutualism,ಪರಸ್ಪರವಾದ
Mutually beneficial,ಪರಸ್ಪರ ಲಾಭದಾಯಕ
Myasthenia gravis,ಮೈಸ್ತೇನಿಯಾ ಗ್ರ್ಯಾವಿಸ್
Mycelium,ಕವಕ
Mycobacterium,ಮೈಕೋಬ್ಯಾಕ್ಟರ
Mycobiont,ಮೈಕೋಬಯಂತ್
Mycoic acid,ಮೈಕೋಕ್ ಆಮ್ಲ
Mycoplasma,ಮೈಕೋಪ್ಲಾಸ್ಮಾ
Mycorrhiza,ಮೈಕೋರೈಜ್
Mycorrhizal,ಮೈಕೋರೀಜಲ್
Myelencephalon,ಮೈದಾನದ
Myelin sheath,ಮೈಯಲಿನ್ ಪೊರೆ
Myilinated,ಮೈಯಿಲೀನಾದ
Myocardial fibre,ಯೊಕಾರ್ಡಿಯಲ್ ನಾರು
Myocardial infarction,ಹೃದಯಾಕೃತಿ ಪ್ರಮಾಣ
Myocardium,ಮಯೋಕಾರ್ಡಿಯಂ
Myoepithelium,ಒಂದು ಬಗೆಯ ಮಯಾಪಿಥೀಲಿಯಂ
Myofibril,ಮೈಯಾಫಿಬ್ರಿಲ್
Myogenic mechanism,ಮೈನೋಜೆನಿಕ್ ಕಾರ್ಯವಿಧಾನ
Myoglobin,ಮದಿಮಿಯ
Myometrium,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Myosin,ಮಯೋಸಿನ್
Myristicaceae,ಮೈರಿಸ್ಟಿಸ್ಟೇಸಿ
Myrmecophily,ಮೈರ್ಮೆಕೋಫಲಿ
Myxomycetes member,ಮೈಕ್ಸೊಮೈಸೆಟ್ಸ್ ಸದಸ್ಯ
Metatarsus,ಕಲಬೆರಕೆ
N-acetyl galactosamine,ಎನ್-ಅಸೆಟೈಲ್ ಗ್ಯಾಲಕ್ಟೋಸಮೈನ್
Naja,ನಜಾ
Nanogram,ನಲಿಕೆಯ
Naphthalene,ನಾಫ್ಥಲೀನ್
Napiform root,ನೇರಳತಾವಾದಿ
Naravelia,ನಾರಾವೆಲಿಯ
Narcotic,ಮಾದಕ ವಸ್ತುವಿನ
Nasal sac,ಮೂಗಿನ ಚೀಲ
Nasopharynx,ನಾಸೊಫಾರ್ನೆಕ್ಸ್
Nastic (nastism),ನಾಸ್ಟಿಕ್ (ನಾಸ್ಟಿಸಮ್)
Nastic type,ನಾಸ್ಟಿಕ್ ಪ್ರಕಾರ
Natality (birth rate),ನ್ಯಾಟಾಲಿಟಿ (ಜನನ ಪ್ರಮಾಣ)
National AIDS Contral Organisation (NACO),ರಾಷ್ಟ್ರೀಯ ಏಡ್ಸ್ ಕಾಂಟ್ರಾಲ್ ಆರ್ಗನೈಸೇಶನ್ (NACO)
National park,ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ
National seed corporation (NSC),ರಾಷ್ಟ್ರೀಯ ಬೀಜ ನಿಗಮ (ಎನ್‌ಎಸ್‌ಸಿ)
Native antigen,ಸ್ಥಳೀಯ ಪ್ರತಿಜನಕ
Native rock,ಸ್ಥಳೀಯ ರಾಕ್
Native species,ಸ್ಥಳೀಯ ಪ್ರಭೇದಗಳು
Natural affinity,ಸ್ವಾಭಾವಿಕ ಸಂಬಂಧ
Natural ageing,ಸ್ವಾಭಾವಿಕ ವಯಸ್ಸಾದ
Natural extinction,ಸ್ವಾಭಾವಿಕ ಅಳಿವಿನ
Natural increase,ಸ್ವಾಭಾವಿಕ ಹೆಚ್ಚಳ
Natural killer cell,ನೈಸರ್ಗಿಕ ಕೊಲೆಗಾರ ಕೋಶ
Natural pacemaker,ನೈಸರ್ಗಿಕ ಪೇಸ್‌ಮೇಕರ್
Natural pest control,ನೈಸರ್ಗಿಕ ಕೀಟ ನಿಯಂತ್ರಣ
Natural science,ನೈಸರ್ಗಿಕ ವಿಜ್ಞಾನ
Natural selection,ನೈಸರ್ಗಿಕ ಆಯ್ಕೆ
Natural world,ನೈಸರ್ಗಿಕ ಜಗತ್ತು
Natural zone,ಸಹಜ ವಲಯ
Naturalist,ಸ್ವಾಭಾವಿಕತಾವಾದಿ
Nausea,ವಾಕರಿಕೆ
Neck,ಕುತ್ತಿಗೆ
Neck,ಕುತ್ತಿಗೆ
Necrosis,Necrತಕ
Nectar sucking,ಮಕರಂದ ಹೀರುವ
Nectarifarous,ಮಕರಂದೆಯ
Nectary,ಮಧು
Nectary,ಮಧು
Necturus,ಮಧುರ
Negative (inhibition) interaction,ನಕಾರಾತ್ಮಕ (ಪ್ರತಿಬಂಧ) ಪರಸ್ಪರ ಕ್ರಿಯೆ
Negative feed back,ನಕಾರಾತ್ಮಕ ಫೀಡ್ ಬ್ಯಾಕ್
Negatively charged,ನಕಾರಾತ್ಮಕವಾಗಿ ಶುಲ್ಕ ವಿಧಿಸಲಾಗಿದೆ
Nemathaleminthes,ಸಣ್ಣ
Nematode,ನದಿಮೋಡಿ
Neoplasm,ನವಪ್ಲ ತರತೆ
Neoplasm,ನವಪ್ಲ ತರತೆ
Nepenthaceae,ನೇತ್ರ
Nepenthes,ನೇಪಟ್ಟು
Nephridia,ನೇತ್ರೋಡ
Nephridial canal,ನೆಫ್ರಿಡಿಯಲ್ ಕಾಲುವೆ
Nephridiopore,ನೇತೃತ್ವ
Nephron,ನೆಹರು
Nephrostome,ಕಂಟಿಮಿಲೀಲಿ
Neptune's cup,ನೆಪ್ಚೂನ್ಸ್ ಕಪ್
Nerium,ನಿರಿಯುವರ
Nerve cell,ನರ ಕೋಶ
Nerve impulse,ನರ ಪ್ರಚೋದನೆ
Nerve ring,ನರ ಉಂಗುರ
Nervous system,ನರಮಂಡಲದ
Nesoderm,ನಾಚಿಕಲೆ
Nesseria gonorrhoea,ನೆಸ್ಸೆರಿಯಾ ಗೊನೊರಿಯಾ
Net charge,ನಿವ್ವಳ
Net primary productivity,ನಿವ್ವಳ ಪ್ರಾಥಮಿಕ ಉತ್ಪಾದಕತೆ
Net production efficiency,ನಿವ್ವಳ ಉತ್ಪಾದನಾ ದಕ್ಷತೆ
Network species,ನೆಟ್ವರ್ಕ್ ಪ್ರಭೇದಗಳು
Neural plate,ನರ ತಟ್ಟೆ
Neurasthenia,ನರಶಕ್ತಿನ
Neurilemma,ನರಶಂಡಾ
Neuro hypophysis,ನರ ಹೈಪೋಫಿಸಿಸ್
Neuroendocrine system,ನರವೈಮತ ವ್ಯವಸ್ಥೆಯ
Neuroepithelium,ನರಪತಿ
Neuroglia cell,ನರಗಳ ಕೋಶ
Neurohypophysis,ನರಹತ್ಯಾಕರ್ಷಣೆ
Neuromuscular function,ನರಸ್ನೂಣಕ ಕಾರ್ಯ
Neuron,ನರಕೋಶ
Neurophysin-protein bond,ನ್ಯೂರೋಫಿಸಿನ್-ಪ್ರೋಟೀನ್ ಬಂಡಿ
Neurospora,ನರರೋಗ
Neurosurgeon,ನರಶವಸ್ತ್ರ
Neurotic anxiety,ನರರೋಗದ ಆತಂಕ
Neurotic individual,ನರ -ವ್ಯಕ್ತಿ
Neurotransmitter,ನರಪ್ರೇಕ್ಷಕ
Neurulation,ನರವ್ಯನ
Neutralisation,ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ
Neutrophil,ನ್ಯೂಟ್ರೋಚ್
New systematics,ಹೊಸ ಸಿಸ್ಟಮ್ಯಾಟಿಕ್ಸ್
Niacin,ಕುತ್ತಿಗೆಯ
Niche specialisation,ಸ್ಥಾಪಿತ
Niche,ಗೂಡು
Nicotinamide adenine,ನಿಕೊಟಿನಮೈಡ್ ಅಡೆನೈನ್
Nicotine,ನುಗ್ಗು
Nicotinic acid,ನಿಕೊಟಿನಿಕ್ ಆಮ್ಲ
Nictitating membrane,ಮೆಂಬರೇನ್
Nigella,ನಾರುಬಟ್ಟೆ
Night flower,ರಾತ್ರಿ ಹೂವು
Nile perch,ನೈಲ್ ಪರ್ಚ
Nissl body,ನಿಸ್ಲ್ ದೇಹ
Nissl's granule,ನಿಸ್ಲ್ನ ಗ್ರ್ಯಾನ್ಯೂಲ್
Nitric oxide,ನೈಟ್ರಿಕ್ ಆಕ್ಸೈಡ್
Nitrification,ನೈಟ್ರೇಟೀಕರಣ
Nitrifying bacterium,ನೈಟ್ರೈಫೈಯಿಂಗ್ ಬ್ಯಾಕ್ಟೀರಿಯಂ
Nitrocellulose,ನೈಟ್ರೊಸೆಲ್ಯುಲೋಸ್
Nitrobacter,ನೈಟ್ರೋಬಾಕ್ಟರ
Nitrococcus,ನೈಟ್ರೊಕೋಕಸ್
Nitrogen assimilation,ಸಾರಜನಕ ಸಂಯೋಜನೆ
Nitrogen fixing actinomycetes,ಸಾರಜನಕ ಫಿಕ್ಸಿಂಗ್ ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್
Nitrogen reduction,ಸಾರಜನಕ ಕಡಿತ
Nitrogenase,ಸಾರಜನಕ
Nitrogenous waste,ಸಾರಜನಕ ತ್ಯಾಜ್ಯ
Nitrosomonas,ನೈಟ್ರೊಸೊಮೊನಸ್
Noccardia,ಗಂಡುಮಕ್ಕ
Noctiluca,ನೊಕ್ಟಿಲುಕಾ
Nod gene,ನೋಡ್ ಜೀನ್
Node,ತಪಾಸಣೆ
Nodule,ಗಂಟು
Noise barrier,ಶಬ್ದ ತಡೆಗೋಡೆ
Noise pollution,ಶಬ್ದ ಮಾಲಿನ್ಯ
Nomenclature,ನಾಮಕರಣ
Non-allelic level,ಅಲೈಲಿಕ್ ಅಲ್ಲದ ಮಟ್ಟ
Non-aqueous phase,ಜಲೇತರ ಹಂತ
Non-biodegradable,ಜೈವಿಕ ವಿಘಟನೀಯ
Non-chordate and chordate,ಸ್ವರಮೇಳದ ಮತ್ತು ಸ್ವರಮೇಳ
Non-competitive inhibition,ಸ್ಪರ್ಧಾತ್ಮಕವಲ್ಲದ ಪ್ರತಿಬಂಧ
Non-cyclic photophosphorylation,ಆಕ್ಲಿಕ್ ಅಲ್ಲದ ಫೋಟೊಫಾಸ್ಫೊರಿಲೇಷನ್
Non-cytoplasmic area,ಸಿಟೋಪ್ಲಾಸ್ಮಿಕ್ ಅಲ್ಲದ ಪ್ರದೇಶ
Non-disjunction,ಭಂಗಗೊಳಿಸದಿರುವುದು
Nonendospermic,ತಳಮಳವಿಲ್ಲದ
Non-enzymatic glycosylation (glycation),ಕಿಣ್ವವಲ್ಲದ ಗ್ಲೈಕೋಸೈಲೇಷನ್ (ಗ್ಲೈಕೇಶನ್)
Non-flammable,ಉರಿಯಲಾಗದ
Non-flowering plant,ಹೂಬಿಡದ ಸಸ್ಯ
Non-functional,ಕಾರ್ಯಕಾರಿಯಲ್ಲದ
Non-green,ಹಸಿರುಲ್ಲದ
Non-histone chromosomal protein,ಹಿಸ್ಟೋನ್-ಕ್ರೋಮೋಸೋಮಲ್ ಪ್ರೋಟೀನ್
Non-histone protein,ಹಿಸ್ಟೋನ್ ಅಲ್ಲದ ಪ್ರೋಟೀನ್
Non-leguminous plant,ಇಣುಕು-ಸಸ್ಯರಹಿತ ಸಸ್ಯ
Non-lignified,ಸುಗಮಗೊಳಿಸದ
Non-limiting light,ಸೀಮಿತಗೊಳಿಸದ ಬೆಳಕು
Non-living resources,ಜೀವಮಾನವಲ್ಲದ ಸಂಪನ್ಮೂಲಗಳು
Non-medullated,ಕರಗಿಸದ
Non-motile form,ಚಲನೆಯಿಲ್ಲದ ರೂಪ
Non-motile spore,ಚಲನೆಯಿಲ್ಲದ ಬೀಜಕ
Non-myelinated,ಮೈಯೆಲಿನಲ್ ಮಾಡದ
Non-native species,ಸ್ಥಳೀಯರಲ್ಲದ ಪ್ರಭೇದಗಳು
Non-oxygenic,ಉದ್ದವಲ್ಲದ
Non-photosynthetic fungi,ಫೋಟೊಸಿಂಥೆಟಿಕ್ ಶಿಲೀಂಧ್ರಗಳು
Non-point source,ಬಿಂದು ಮೂಲ
Non-polar tail,ಧ್ರುವೀಯವಲ್ಲದ ಬಾಲ
Non-quantitative observation,ಪರಿಮಾಣಾತ್ಮಕವಲ್ಲದ ಅವಲೋಕನ
Non-reciprocal translocation,ರೆಸಿಪ್ರೊಕಲ್ ಅಲ್ಲದ ಸ್ಥಳಾಂತರ
Non-reducing sugar,ಕಡಿಮೆಯಾಗದ ಸಕ್ಕರೆ
Non-sense RNA,ಜಾಣಿಸದ ಆರ್ಎನ್ಎ
Non-toxic,ವಿಷಕಾರಿಯಲ್ಲದ
Non-venomous,ಘಾತೀಯವಲ್ಲದ
Non-vertebrate chordate,ಅಲ್ಲದ ಸ್ವರಮೇಳದ
Non-wood forest product,ಮರದ ಅರಣ್ಯ ಉತ್ಪನ್ನ
Noradrenaline,ನೊರೆಡ್ರೆನಾಲಿನ್
Noradrenalinergic,ನಾರ್ಡ್ರಿನಾಲಿನರ್ಜಿನ್
Nose piece,ಮೂಗಿನ ತುಂಡು
Nostoc,ನಾಸ್ಟಾಕ್
Notochord,ಗಡಿ
Nourishment,ಪೋಷಣೆ
Nucellus,ಪೂರ್ವದ
Nuclear envelope,ಪರಮಾಣು ಹೊದಿಕೆ
Nuclear magnetic resonance,ಪರಮಾಣು ಕಾಂತೀಯ ಅನುರಣನ
Nuclear membrane,ಬೈಜಿಕ ಪೊರೆಯು
Nuclear plant,ಪರಮಾಣು ಘಟಕ
Nucleic paid,ನ್ಯೂಕ್ಲಿಯಿಕ್ ಪಾವತಿಸಿದ
Nucleoid,ನ್ಯೂಕ್ಲಿಯಾಯ್ಡ್
Nucleolar organizer,ನ್ಯೂಕ್ಲಿಯೋಲಾರ್ ಸಂಘಟಿಸುವವನು
Nucleolus,ನ್ಯೂಕ್ಲಿಯೊಲಸ್
Nucleoplasm,ನ್ಯೂಕ್ಲಿಯೋಪ್ಲಾಸಂ
Nucleopolyhedrovirus,ನ್ಯೂಕ್ಲಿಯೊಪಾಲಿಹೆಡ್ರೊವೈರಸ್
Nucleoside,ನ್ಯೂಕ್ಲಿಯೊಸೈಡ್
Nucleosome,ನ್ಯೂಕ್ಲಿಯೋಸೋಮ್
Nucleotide,ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್
Nucleus,ನ್ಯೂಕ್ಲಿಯಸ್
Nudiflorae,ಗಂಡುಬೀರಿ
Nullifying,ರದ್ದುಗೊಳಿಸಲಾಗುವುದು
Nullisomic,ಬಹಿಷ್ಕಾರದ
Numbat (anteater),ನಿಶ್ಚೇಷ್ಟಿತ (ಆಂಟೀಟರ್)
Numbness of limbs,ಕೈಕಾಲುಗಳ ಮರಗಟ್ಟುವಿಕೆ
