Telugu,Gujarati
హార్మోనిక్ జనరేటర్,સ્વરિત જનરેટર
హార్మోనిక్ సప్రెజర్,સ્વરિત -દમન કરનાર
హార్మోనిక్స్,સુમેળ
హజార్డ్,જોખમ
హెడ్ ​​ఫోన్,મુખ્ય ફોન
హెడ్ ​​రూమ్,મુખ્ય ખંડ
హెడ్‌ఎండ్,મથાળા
శీర్షిక,ખડક
వినికిడి విధానం,સુનાવણી પદ્ધતિ
వేడి శోషక,ગરમીથી શોષક
వేడి సమతుల్యత,ગરમી -સિલક
వేడి అవరోధం,ગરમીનો અવરોધ
హీట్ కండక్టర్,ગરમી વાહક
హీట్ సింక్,ગરમીનો સિંક
కృష్ణ,હર્ટ્ઝ (હર્ટ્ઝ)
హెటెరోడిన్,વિજાતીય
హెటెరోడైన్ రిసీవర్,પરચુરણ પ્રાપ્તકર્તા
హెటెరోడైన్ విజిల్ (హెటెరోడిన్ జోక్యం),હેટરોડિન વ્હિસલ (હેટરોડિન દખલ)
హ్యూరిస్టిక్,ઉપદ્રવને લગતું
హెక్సాడెసిమల్,હેક્સાડેસીલ
క్రమానుగత మాడ్యులేషన్,અધિક્રમિક મોડ્યુલેશન
హై-ఫై,હાય-ફાઇ (ઉચ્ચ વફાદારી)
అధిక బూస్ట్,Boંચી વૃદ્ધિ
అధిక పౌన .పున్యం,ઉચ્ચ આવર્તન
అధిక ఫ్రీక్వెన్సీ డోలనం,ઉચ્ચ આવર્તન ઓસિલેશન
అధిక పౌన frequency పున్య ప్రతిస్పందన,ઉચ્ચ આવર્તન પ્રતિભાવ
ఉన్నత స్థాయి ప్రోగ్రామ్ భాష,ઉચ્ચ કક્ષાની કાર્યક્રમ ભાષા
హై పాస్ ఫిల్టర్,ઉચ્ચ પાસ ફિલ્ટર
అధిక శక్తి ట్రాన్స్మిటర్,ઉચ્ચ વીજળીનું ટ્રાન્સમીટર
అధిక నాణ్యత రిసెప్షన్,ઉચ્ચ ગુણવત્તાનો સ્વાગત
హై స్పీడ్ కనెక్టివిటీ,ઉચ્ચ ગતિ કનેક્ટિવિટી
అధిక స్పీడ్ డేటా వ్యవస్థ,ઝડપી ગતિ -પદ્ધતિ
హిస్టోగ్రాం,Histંચર
హోమ్ పేజీ,સ્વદેશ પાનું
హుక్,હાંસીને કા hookવું
హుక్ అప్ వైర్,હૂક અપ વાયર
క్షితిజ సమాంతర బ్లాక్అవుట్ కాలం,આડી બ્લેકઆઉટ સમયગાળો
క్షితిజ సమాంతర ఖాళీ,આડી
క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్),આડી વ્યાખ્યા (આડી ઠરાવ)
క్షితిజ సమాంతర విక్షేపం డోలనం,આડી ડિફ્લેક્શન ઓસિલેશન
క్షితిజ సమాంతర రేఖ,આડી રેખા
క్షితిజ సమాంతర విభాగం,આડા વિભાગ
క్షితిజ సమాంతర స్వీప్ సర్క్యూట్,આડી સ્વીપ સર્કિટ
హార్న్ లౌడ్ స్పీకర్,શિંગડા
హోస్ట్,યજમાન
హాట్ స్పాట్,ગરમ સ્થળ
హౌస్ కీపింగ్,ગૃહ રાખવાનું
హబ్,હબ
హ్యూ,રંગ
హఫ్మన్ కోడింగ్,હફમેન કોડિંગ
హమ్,ગડબડ
మానవ ఆడియో అవగాహన,માનવીય Audio ડિઓની દ્રષ્ટિ
మానవ ఆడియో వ్యవస్థ,માનવ audio ડિઓ પદ્ધતિ
మానవ వినికిడి విధానం,માનવ સુનાવણી પદ્ધતિ
మానవ వీడియో అవగాహన,માનવ વિડિઓ દ્રષ્ટિ
తేమ,ભેજ
హైబ్రిడ్,સંકર
హైబ్రిడ్ సర్క్యూట్,સંકર સર્કિટ
హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్,વર્ણમાલિક સર્કિટ
హైడ్రోమీటర్,જળમાર્ગ
హైపర్,અતિશયોક્તિ
హైపర్ మీడియా,અતિસિપરી માધ્યમ
హైపర్ టెక్స్ట్,અસાધારણ લખાણ
హైపర్లింక్,અતિશયોક્તિ
ఐకాన్,મૂર્તિ
గుర్తింపు,ઓળખ
ఐడెంటిఫైయర్,ઓળખકર્તા
మండించండి,સળગવું
జ్వలన,પ્રભુત્વ
ప్రకాశం,રોશની
ప్రకాశం,રોશની
చిత్రం,તસવીર
చిత్ర యాంటెన్నా,છબી
చిత్ర సంగ్రహణ,છબી
చిత్ర ఐకానోస్కోప్,છબી -આઇકોનોસ્કોપ
చిత్ర మ్యాప్,તસવીર
చిత్రం ఆర్థికాన్,તસવીર
బొమ్మ లేదా చిత్రం సరి చేయడం,તસવીર
చిత్ర సెట్టర్,છબી રચિત
Inary హాత్మక,કાલ્પનિક
ఇంపెడెన్స్,અવરોધ
ఇంపెడెన్స్ మ్యాచింగ్,અવરોધ
ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్,અવરોધ
ఇంపెడెన్స్ అసమతుల్యత,અવરોધ
ఖాళీ స్థలం యొక్క ఇంపెడెన్స్,ખાલી જગ્યાનો અવરોધ
ఇంపెడెన్స్ పరివర్తన,અવરોધ -પરિવર્તન
దిగుమతి,આયાત
ఇంప్రెగ్నేటెడ్,ગર્ભિત
వోల్టేజ్ ఆకట్టుకోండి,પ્રભાવિત કરવું
ప్రేరణ,આવેશ
ప్రేరణ ప్రతిస్పందన,મતાધિકાર પ્રતિભાવ
అశుద్ధ వాహకత,અશુદ્ધ વાહકતા
అశుద్ధ సెమీకండక్షన్,અશુદ્ધતા
క్రియారహితం,નિષ્ક્રિય
నిష్క్రియాత్మక విండో,નિષ્ક્રિય બારી
వినబడని,અશ્રાયત
ప్రకాశించే,અગ્નિથી બનેલું
సంఘటన రే,ઘટના કિરણ
చేర్చడం,સમાવેશ
ఇన్కమింగ్ సిగ్నల్,આવતો સંકેત
సూచిక,સૂચક
స్వదేశీ,સ્વદેશી
ఇండక్టెన్స్,ઇજા
ప్రేరక-రియాక్టన్స్,સંલગ્ન-રિએક્ટન્સ
మంట పదార్థం,સળગેલી સામગ્રી
సమాచారం ప్యాచ్,Infor પેચ
సమాచారం,જાણ
సమాచార నిర్మాణం,માહિતી સ્થાપત્ય
సమాచార బిట్,માહિતી
సమాచార అంకె,માહિતી અંક
ఇన్ఫర్మేషన్ కియోస్క్,માહિતી કિઓસ્ક
సమాచార ప్రక్రియ,માહિતી પ્રક્રિયા
సమాచార సాంకేతికత,માહિતી પ્રૌદ્યોગિકી
ఇన్ఫోటైన్మెంట్,રોષ
పరారుణ రేడియేషన్,ઇજાગ્રસ્ત રેએડિએશન
మౌలిక సదుపాయాలు,ઈન્ફ્રાસ્ટ્રક્ચર
తీసుకోండి,પીપવું
పదార్థాలు,ઘટકો
ప్రారంభ పదం (IW),પ્રારંભિક શબ્દ (આઇડબ્લ્યુ)
లోపలి సంకేతాలు,આંતરિક કોડ
ఇన్నోవేషన్,નવીનીકરણ
ఇన్పుట్,નિઘન
ఇన్పుట్ లైన్,ઇનપુટ રેખા
ఇన్పుట్ యూనిట్,ઇનપુટ એકમ
ఇన్పుట్ వోల్టేజ్,આવતો વિજપ્રવાહ
ఇన్పుట్-అవుట్పుట్,ઇનપુટ આઉટપુટ
చొప్పించండి,દાખલ કરવું
చొప్పించే నష్టం,દાખલ કરવું
సంస్థాపన,ગોઠવણી
తక్షణ వోల్టేజ్,તત્કાલ વોલ્ટેજ
సూచన,સૂચના
ఇన్సులేటింగ్ పదార్థం,ઇન્સ્યુલેટીવ સામગ્રી
ఇన్సులేషన్,ઉન્મત્ત
ఇన్సులేషన్ నిరోధకత,ઇન્સ્યુલેશન પ્રતિકાર
ఇన్సులేటర్,અલગ પાડનાર
ఇంటిగ్రేటెడ్ సర్క్యూట్,ઇન્ટિગ્રેટેડ સર્કિટ
నెట్‌వర్క్‌ను సమగ్రపరచడం,એકીકૃત નેટવર્ક
ఇంటిగ్రేటర్,સંક્રમક
ఇంటెలిజెన్స్,બાતમી
తీవ్రత,તીવ્રતા
ప్రసంగం యొక్క తీవ్రత,વાણી -વાણી
ఇంటర్ ఛానల్ జోక్యం,આંતર ચેનલ દખલ
ఇంటర్‌లీవ్,ઇન્ટરલેવ
పరస్పర చర్య,ક્રિયાપ્રતિક્રિયા
ఇంటరాక్టివిటీ,ક્રિયાપ્રતિક્રિયા
ఇంటర్‌కామ్,અંતર્ગત
ఇంటర్కనెక్టివిటీ,સંબંધ
ఇంటర్ఫేస్,પ્રસારણ
ఇంటర్ఫేస్ స్కానింగ్,ઇન્ટરફેસ -સ્કેનીંગ
జోక్యం,હસ્તક્ષેપ
జోక్యం జోన్,આંતરતાનો વિસ્તાર
జోక్యం చేసుకునే ఛానెల్,દખલ કરવી
జోక్యం చేసుకునే ఫ్రీక్వెన్సీ,દખલ કરવાની આવર્તન
రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది,રેડિયો આવર્તન સંકેત દખલ
ఇంటర్‌ఫ్రేమ్,અંતર્દ્ય
ఇంటర్‌లీవ్,ઇન્ટરલેવ
ఇంటర్‌లీవ్డ్,અંતરે
ఇంటర్‌లీవ్డ్ స్ట్రీమ్,સંગ્રહિત પ્રવાહ
ఇంటర్‌లీవర్,મેલીકટર
ఇంటర్‌లీవింగ్,સાંધા
ఇంటర్‌లీవింగ్,સાંધા
ఇంటర్‌లీవింగ్ కాలం,અંતર્ઘોષ સમય
ఇంటర్‌లాక్ సర్క్యూట్,અંતરાલ
ఇంటర్‌లాక్ స్విచ్,અંતરીલ સ્વીચ
ఇంటర్‌లాకింగ్,એકસમાન
ఇంటర్మీడియట్ వైఫల్యం,મધ્યવર્તી નિષ્ફળતા
ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ,મધ્યવર્તી આવર્તન
ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్,મધ્યવર્તી આવર્તન ઓસિલેટર
అడపాదడపా,તૂટક તૂટક
అడపాదడపా కరెంట్,તૂટક તૂટક વર્તમાન
ఇంటర్‌మోడ్యులేషన్,આંતરસંલાલ
ఇంటర్మోడ్యులేషన్ వక్రీకరణ,અંતર્જ્ulationાન
ఇంటర్‌మోడ్యులేషన్ ఉద్గారం,અંતર્દૃષ્ટિનું ઉત્સર્જન
ఇంటర్‌మోడ్యులేషన్ పరీక్ష,આંતરસંલાવે પરીક્ષણ
అంతర్జాలం,ઈનકાર
ఇంటర్నెట్ ప్రసారం,ઇન્ટરનેટ બ્રોડકાસ્ટિંગ
ఇంటర్నెట్ చాటింగ్,ઇન્ટરનેટ
ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్,ઇન્ટરનેટ પ્રોટોકોલ સ્ટેક
ఇంటర్నెట్ రేడియో,ઇન્ટરનેટ રેડિયો
ఇంటర్నెట్ స్ట్రీమింగ్,ઇન્ટરનેટ સ્ટ્રીમિંગ
ఇంటర్నెట్ వీడియో,ઇન્ટરનેટ વિડિઓ
ఇంటర్‌పెరాబిలిటీ,ભાષાંતરક્ષમતા
ఇంటర్‌పోలేషన్,પ્રક્ષેપણ
వ్యాఖ్యాత,દુભાષિયા
అంతరాయం,અટકાવવું
అంతరాయం,અટકાયત
అంతరాయం,ખલેલકાર
విరామం,અંતરાલ
ఇంట్రాకోడింగ్,સાંકળ
ఇంట్రాఫ్రేమ్,અંદરનો ભાગ
ఇంట్రానెట్,જાડું
ఇంట్రాపికర్,પુનરાવર્તન
ఇంట్రావేబ్,એક જાતની
అంతర్గత సెమీకండక్టర్,અંતર્ગત સેમિકન્ડક્ટર
విలోమ కరెంట్,વિપરીત પ્રવાહ
విలోమ ప్రాదేశిక ఆపరేట్,Verse ંધી અવકાશી સંચાલન
విలోమ,Vertંધું
విలోమ ఎల్ యాంటెన్నా,Ver ંધી એલ એન્ટેના
విలోమ V యాంటెన్నా,Ver ંધી વી એન્ટેના
ఇన్వర్టర్,Inલટું
సక్రమంగా,અનિયમિત
అసంబద్ధమైన మూలకం,અપ્રસ્તુત તત્વ
ఐసోలేషన్ నెట్‌వర్క్,અલગ -અલગ નેટવર્ક
ఐసోలేటర్,અલગ પાડનાર
జామర్,ઘાટ
జామింగ్,જખમ
పరిభాష ఫైల్,કલાલ
జావా స్క్రిప్ట్,જાવા સ્ક્રિપ્ટ
జింగిల్,ઝબૂકવું
జిట్టర్,ગફલત
జాయినర్,જોડાણ કરનાર
ఉమ్మడి,સંયુક્ત
జాయింటెడ్,મેનું
జంపర్,ગડબડી
జంక్,કચરો
చెత్త మెయిల్,નકામો મેઇલ
కెర్నల్,કર્કશ
కీ,મુખ્ય
కీబోర్డ్,પાટિયું
KEEER,ક keyંગું
కీనోట్,મહત્ત્વ
కిలోసైకిల్,કિલોસાયકલ
కిలోవోల్ట్,કિલોવોલ્ટ
కిలోవాట్,કિલોવોટ
కైనమాటిక్స్,સંયોજક
మోకాలి పాయింట్ వోల్టేజ్,ઘૂંટણ
నాబ్,મૂઠ
జ్ఞాన స్థావరం,જ્ઞાન પૃષ્ટ
జ్ఞాన ప్రాతినిధ్యం,જ્ knowledgeાન પ્રતિનિધિત્વ
L నెట్‌వర్క్,એલ નેટવર્ક
L సెక్షన్ ఫిల్టర్,એલ વિભાગ ફિલ્ટર
లాగ్ మరియు సీసం,લેગ અને લીડ
లాగింగ్ కరెంట్,પાછળ
లాగింగ్ పవర్ ఫ్యాక్టర్,પાછળ પાવર પરિબળ
లామినేటెడ్,સ્તુતિશીલ
దీపం,દીવો
ల్యాప్‌టాప్,લેપટોપ
లేజర్ ఫ్రీక్వెన్సీ,લેસર આવર્તન
గుప్త లోపం,સુવ્યવસ્થિત ભૂલ
గుప్త వేడి,આંતરિક ઉષ્મા
అక్షాంశం,અક્ષરશ
పొర,સ્તર
లేఅవుట్,બાંધકામ
లేఅవుట్ ప్రణాళిక,ગોઠવણ યોજના
సీసం,દોરી
ప్రముఖ దశ,અગ્રણી તબક્કો
లీక్ ప్రూఫ్,પ્રૂફ
లీకేజ్,રખડુ
లీజుకు ఇచ్చిన సర్క్యూట్,લીઝ્ડ સર્કિટ
లెన్స్,લેન્સ
స్థాయి సూచిక,કક્ષાના સૂચક
కాంతి నియంత్రణ,પ્રકાશ નિયંત્રણ
లైట్ పెన్,પ્રકાશ કલમ
మెరుపు అరెస్టర్,લાઈટનિંગ એરેસ્ટર
పరిమితి,મર્યાદા
పరిమితం చేసే యాంప్లిఫైయర్,મર્યાદિત એમ્પ્લીફાયર
లైన్ నష్టం,હારી જવું
లైన్ శబ్దం,વાક્યનો અવાજ
దృష్టి రేఖను,દૃષ્ટિની લાઇન
పంక్తి దశ,હરોળ
లైన్ ట్రాన్స్మిషన్,મહત્ત્વ
పంక్తి అన్‌లోడ్ చేయబడింది,રેખા
లీనియర్ క్వాంటిజర్,રેખીય ક્વોન્ટીઝર
సరళత,સુશોભન
లైన్-కోక్సియల్,રેખાને લગતું
లైన్-ఈక్వలైజర్,રેખા-ક્ષેત્રાકાર
లైన్-ఫ్రీక్వెన్సీ,રેખાખરની આવર્તન
లైన్-ఇంపెడెన్స్,વાક્ય-અવબાધ
లైన్-క్వార్టర్ తరంగదైర్ఘ్యం,રેખા-ચતુર્થાંશ
లింక్,સંબંધ
లింకర్,કોરી
లిప్-మైక్రోఫోన్,જિદ્દી
ప్రత్యక్ష ప్రసారం,જીવંત પ્રસારણ
లైవ్ సర్క్యూట్,જીવંત સરકી
ప్రత్యక్ష కార్యక్రమం,જીવંત કાર્યક્રમ
లోడ్,બોજો
లోడ్ సామర్థ్యం,ભારક્ષમતા
లోడ్ మోసే సామర్థ్యం,ભાર વહન ક્ષમતા
లోడ్ లక్షణం,ભાર લાક્ષણિકતા
లోడ్ ఇంపెడెన్స్,ભાર અટકાવવું
లోడ్ చేయబడింది,ભરેલું
లోడర్,લોહિયો
లోడ్,ભારણ
కాయిల్ లోడ్ అవుతోంది,કોઇલ લોડિંગ
లోడ్-టెస్ట్,ભાર-પરીક્ષા
లోబ్,ઝઘડો
లోబ్ యాంటెన్నా,Loંચી એન્ટેના
లోకల్ ఏరియా నెట్వర్క్,સ્થાનિક ક્ષેત્ર નેટવર્ક
స్థానిక బ్యాటరీ,સ્થાનિક બેટરી
స్థానిక ఓసిలేటర్,સ્થાનિક ઓસિલેટર
లాగ్,લોગ
లాగ్ బుక్,લોગ -બુક
లాగిన్ (లాగిన్ అవ్వండి),લ log ગ ઇન કરો (લ log ગ ઇન)
లాగ్ ఆఫ్ (లాగ్ అవుట్),લ log ગ ઓફ (લ log ગ આઉટ)
లాగ్ షీట్,લોગશીલી
లోగరిథం,મસાલેદાર
లోగరిథమిక్ యాంప్లిఫైయర్,લોગરીધમિક એમ્પ્લીફાયર
లోగరిథమిక్ నిష్పత్తి,લોગરીધમિક ગુણોત્તર
లోగరిథమిక్ ప్రతిస్పందన,લોગરીધમિક પ્રતિભાવ
లోగరిథమిక్ స్కేల్,લૌકિક ધોરણ
లాగింగ్,ફાંટો
లాజిక్,તર્કશાસ્ત્ર
లాజిక్ గేట్,તર્ક -દ્વાર
లాజిక్ ఆపరేషన్,તર્કશાસ્ત્ર
తార్కిక,તાર્કિક
తార్కిక ఫ్రేమ్,તાર્કિક રચના
లోగో ఇన్సర్టర్,લોગો દાખલ કરનાર
రేఖాంశం,રેખાંશ
లూప్,ફટકો
లూప్ యాంటెన్నా,લૂપ એન્ટેના
లూప్ లాభం,લૂપ ફાયદો
లూప్ పరీక్ష,લૂપ પરીક્ષણ
వదులుగా పరిచయం,છૂટક સંપર્ક
వదులుగా కలపడం,સંતાપ
లాస్‌లెస్ యాంటెన్నా,લોસલેસ એન્ટેના
లాస్‌లెస్ కంప్రెషన్,લોસલેસ કમ્પ્રેશન
లాస్సీ కంప్రెషన్,હારી સંકોચન
లౌడ్నెస్ (ధ్వని),લાઉડનેસ (ધ્વનિ)
లౌడ్‌స్పీకర్,લાઉડ સ્પીકર
తక్కువ పౌన .పున్యం,ઓછી આવર્તન
తక్కువ స్థాయి భాష,નીચા કક્ષાની ભાષા
తక్కువ నష్టం ఫీడర్,ઓછું ખોટ ફીડર
తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్,ઓછી ખોટ લવચીક કોક્સિયલ કેબલ
తక్కువ శబ్దం రిసీవర్,નીચા અવાજ પ્રાપ્તકર્તા
తక్కువ కక్ష్య ఉపగ్రహ,નીચા ઓર્બિટિંગ ઉપગ્રહ
తక్కువ పాస్ ఫిల్టర్,નીચા પાસ ફિલ્ટર
తక్కువ ప్రతిచర్య ఎర్తింగ్,ઓછી પ્રતિક્રિયા આપવાની કમાણી
తక్కువ నిరోధక మార్గం,ઓછો પ્રતિકાર માર્ગ
లగ్,ખસી કરવું
ప్రకాశం,ભ્રષ્ટતા
ముద్ద,ગઠ્ઠો લગાડવો
స్థూల బ్లాక్,પારકાન
స్థూల నిర్వచనం,મેક્રો વ્યાખ્યા
స్థూల దృష్టి,બનાવટ
మేజిక్ కన్ను,જાદુઈ આંખ
అయస్కాంతం,ચુંબક
అయిస్కాంత క్షేత్రం,ચુંબકીય ક્ષેત્ર
అయస్కాంత ప్రవాహం,ચુંબકીય પ્રવાહ
అయస్కాంత ధ్రువం,ચુંબકીય ધ્રુવ
అయస్కాంత తుఫాను,ચુંબકીય તોફાન
మాగ్నెటిక్ స్విచ్,ચુંબકીય સ્વીચ
అయస్కాంత టేప్,ચુંબકીય ટેપ
అయస్కాంతత్వం,ચુંબનત્વ
మెయిల్ విలీనం,ટપાલ મક્કો
మెయిలింగ్ జాబితా,ટપાલ યાદી
ప్రధాన క్యారియర్,મુખ્ય વાહક
నిర్వహించండి,જાળવી
నిర్వహణ,જાળવણી
నిర్వహణ బృందం,જાળવણી ટીમ
మెజారిటీ క్యారియర్,બહુમતી
కాంటాక్ట్ రిలే చేయండి,સંપર્ક રિલે બનાવો
మేక్-అండ్-బ్రేక్ స్విచ్,બનાવટની સ્વીચ
మగ-కనెక్టర్,પુરુષ-જોડકવાર
మనిషి శబ్దం చేశాడు,માણસે અવાજ કર્યો
నిర్వహణ సమాచార వ్యవస్థ (తప్పు),મેનેજમેન્ટ ઇન્ફર્મેશન સિસ્ટમ (એમઆઈએસ)
మార్చబడింది,ચાલાકીભર્યું
మాన్యువల్ నియంత్రణ,હસ્તકલા નિયંત્રણ
మాన్యువల్ పద్ధతి,પદ્ધતિ પદ્ધતિ
ముందు జాగ్రత్త యొక్క మాన్యువల్,સલામતી માર્ગદર્શિકા
మానవీయంగా పనిచేస్తుంది,મેન્યુઅલી સંચાલિત
తయారీదారు,ઉત્પાદક
ముసుగు,મહોરું
మాస్కీ,મસકી
మాస్కర్,માસ્ક
మాస్కింగ్,છુપાયેલો
మాస్కింగ్ ప్రవర్తన,માસ્કીંગ વર્તન
ఆడియో యొక్క మాస్కింగ్ ప్రభావం,Audio ડિઓ -માસ્કિંગ અસર
మాస్కింగ్ థ్రెషోల్డ్,માસ્કિંગ થ્રેશોલ્ડ
మాస్కింగ్ టోన్,માસ્કીંગ સ્વર
మాస్ట్,મસ્ત
మాస్ట్ రేడియేటర్,મસ્ત -રેડિયેટર
మాస్టర్ కంట్రోల్,મુખ્ય નિયંત્રણ
మాస్టర్ ఓసిల్లట్రార్,માસ્ટર ઓસિલાટોર
మ్యాచ్-ఇంపెడెన్స్,મેચ-અવબાધ
సరిపోయే నెట్‌వర్క్,મેચિંગ નેટવર્ક
మ్యాచింగ్ స్టబ్,મેચિંગ સ્ટબ
మ్యాచింగ్ ట్రాన్స్ఫార్మర్,મેચિંગ ટ્રાન્સફોર્મર
మెటీరియల్-ప్రోక్వర్,ભૌતિક-તૈયારી
మాతృక,માળખું
గరిష్టీకరణ,મહત્તમ
గరిష్ట డిమాండ్ సూచిక,મહત્તમ માંગ સૂચક
గరిష్ట శక్తి సాంద్రత,મહત્તમ શક્તિ ઘનતા
గరిష్ట సున్నితత్వం,મહત્તમ સંવેદનશીલતા
గరిష్ట ఉష్ణోగ్రత,મહત્તમ તાપમા
గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ,મહત્તમ ઉપયોગી આવર્તન
గరిష్ట విలువ,મહત્તમ મૂલ્ય
వైఫల్యానికి సగటు సమయం,નિષ્ફળતાનો સરેરાશ સમય
సగటు విలువ,સરેરાશ કિંમત
కొలిచిన సిగ్నల్,માપેલ સંકેત
కొలత,માપ
కొలిచే పరికరం,માપવાનું સાધન
కొలిచే పరికరాలు,માપવાની સાધનસામગ્રી
కొలత పరికరం,માપવાનું સાધન
క్షేత్ర బలం యొక్క కొలత పరికరం,ક્ષેત્રની શક્તિનું સાધન માપવા
కొలిచే టేప్,માપવાની ટેપ
విధానం,યંત્ર
మీడియా సర్వర్,માધ્યમ સર્વર
మధ్యస్థం,માધ્યમ
మధ్యస్థ పౌన frequency పున్యం,મધ્યમ આવર્તન
మీడియం ఫ్రీక్వెన్సీ వేవ్,મધ્યમ આવર્તન તરંગ
మీడియం వేవ్ (MW),મધ્યમ તરંગ (મેગાવોટ)
మెగా-ఓహెచ్,મેગા-ઓહમ
మెగర్,મેગર
మెమరీ,યાદ
మార్గదర్శకత్వం,માર્ગદર્શન
మెనూ పట్టిక,લૈંગિક પટ્ટી
మెర్క్యురీ స్విచ్,ક્રુ -સ્વીચ
విలీనం,વિલીનીકરણ
సందేశం,સંદેશ
మెటాడేటా,મેટાડેટા
మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్,ધાતુ- ox ક્સાઇડ સેમિકન્ડક્ટર ડાયોડ
మెటల్-షీట్డ్ కేబుల్,ધાતુની આવરણવાળી કેબલ
మీటర్,મીટર
మీటరింగ్ ప్యానెల్,મીટરિંગ પેનલ
మైకా,માઇકલ
మైకా-ఇన్సులేషన్,માઇકલ-ઇન્સ્યુલેશન
సూక్ష్మ-,સૂક્ષ્મ
మైక్రో కాంపోనెంట్,સૂક્ષ્મ ઘટક
మైక్రో కంప్యూటర్,સૂક્ષ્મ કમ્પ્યુટર
మైక్రో కంట్రోలర్,સૂક્ષ્મ નિયંત્રણ કરનાર
మైక్రో-ఎలక్ట్రానిక్స్,સૂક્ષ્મ ઇલેક્ટ્રોનિક્સ
మైక్రోఫోన్,માઇક્રોફોન
మైక్రోఫోనిక్స్,સુક્ષ્મસજીવો
మైక్రోప్రాసెసర్,માઇક્રોપ્રોસેસ્રેસ
కీ సూక్ష్మ వోల్ట్,માઇક્રો-વોલ્ટ (એમવી)
మైక్రోవేవ్,સૂક્ષ્મ
మైక్రోవేవ్ యాంటెన్నా,માઇક્રોવેવ એન્ટેના
మైక్రోవేవ్ బీమ్,માઇક્રોવેવ બીમ
మిడ్-బ్యాండ్,મધ્યમ
వలస,સ્થળાંતર
వలస మార్గం,સ્થળાંતર માર્ગ
సూక్ష్మ,લઘુ
సూక్ష్మీకరించినది,લઘુચિત્ર
కనిష్ట,ન્યૂનતમ
కనీస ఉష్ణోగ్రత,લઘુત્તમ તાપમાન
కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం,લઘુત્તમ ઉપયોગી ક્ષેત્ર શક્તિ
మైనారిటీ క్యారియర్,લઘુમતી કારીગર
తప్పు,ખોટી વાતો
కలపండి,એકઠું કરવું
మిశ్రమ బ్లాంకింగ్,મિશ્ર ખાલી
మిశ్రమ సమకాలీకరణ,મિશ્ર સમન્વય
మిక్సర్,મિશ્રણ કરનાર
మిక్సర్ ట్యూబ్,મિક્સર નળી
మిక్సింగ్,મિશ્રણ
మిక్సింగ్ సర్క్యూట్,મિશ્રણ સર્કિટ
జ్ఞాపకశక్తి,સ્મરણ સંબંધી
జ్ఞాపకశక్తి,નેમોમિક્સ
మొబైల్,ફરડ
మొబైల్ మల్టీమీడియా అప్లికేషన్,મોબાઈલ -મલ્ટિમીડિયા એપ્લિકેશન
మొబైల్ టీవీ,ફરતી ટીવી
మోడ్,પદ્ધતિ
వైఫల్య మోడ్,નિષ્ફળતાની પદ્ધતિ
ప్రచార మోడ్,પ્રચાર પદ્ધતિ
మోడల్,નમૂનો
మోడెమ్,Emાળ
ఆధునిక FM ట్రాన్స్మిటర్,આધુનિક એફએમ ટ્રાન્સમીટર
ఆధునిక పోకడలు,આધુનિક વલણો
కాన్ఫిగరేషన్ మోడ్‌లు,રૂપરેખાંકન
సవరించండి,ફેરફાર કરવો
మాడ్యులేటెడ్ నిరంతర వేవ్,મોડ્યુલેટેડ સતત તરંગ
మాడ్యులేటెడ్ సిగ్నల్,મોડ્યુલેટેડ સિગ્નલ
మాడ్యులేటెడ్ వేవ్‌ఫార్మ్,મોડ્યુલેટેડ તરંગફોર્મ
మాడ్యులేషన్,વિપુલતા
మాడ్యులేషన్ యాంప్లిట్యూడ్,મોડ્યુલેશન કંપનવિસ્તાર
మాడ్యులేషన్ సామర్ధ్యం,મોડ્યુલેશન ક્ષમતા
మాడ్యులేషన్ ఫ్రీక్వెన్సీ,મોડ્યુલેશન આવર્તન
మాడ్యులేషన్ సూచిక,વિપુલ અનુક્રમણિકા
మాడ్యులేషన్ లీనియారిటీ,રીંછલા
మాడ్యులేషన్ మీటర్,મોડ્યુલેશન મીટર
మాడ్యులేషన్ మానిటర్,મોડ્યુલેશન મોનિટર
మాడ్యులేషన్ శాతం,વિપુલ ટકાવારી
మాడ్యులేటర్,વિધિ કરનાર
మాడ్యూల్,વિધિ
తేమ,ભેજ
ఊపందుకుంటున్నది,વેગ
మానిటర్,મોનીટર
పర్యవేక్షణ,અનુશ્રવણ
పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు,દેખરેખ અને વિશ્લેષણ તકનીકો
పర్యవేక్షణ మరియు నియంత్రణ,દેખરેખ અને નિયંત્રણ
పర్యవేక్షణ స్టేషన్,નિરીક્ષણ મથક
మోనోక్రోమ్,એકલતા
