Tamil,Kannada
நீதித்துறை சேவை,ನ್ಯಾಯಾಂಗ ಸೇವೆ
நீதித்துறை,ನ್ಯಾಯಾಂಗ
நியாயமான,ನ್ಯಾಯಸಮ್ಮತವಾದ
ஜூனியர் நிர்வாக தரம்,ಕಿರಿಯ ಆಡಳಿತಾತ್ಮಕ ದರ್ಜೆ
ஜூனியர் கிளார்க்,ಕಿರಿಯರ ಗುಮಾಸ್ತ
ஜூனியர் தரவரிசையில்,ಶ್ರೇಣಿಯಲ್ಲಿ ಜೂನಿಯರ್
ஜூனியர்,ಕಿರಿಯರು
ஜூனியர் மிகவும்,ಜೂನಿಯರ್ ಹೆಚ್ಚು
ஜூனியர் அளவு,ಕಿರಿಯರ ಪ್ರಮಾಣ
அதிகார வரம்பு,ನ್ಯಾಯದ ಮಿತಿ
ஜஸ்ட்,ನ್ಯಾಯಯುತ
நீதி,ನ್ಯಾಯ
நியாயமான,ನ್ಯಾಯಸಮ್ಮತವಾದ
நியாயப்படுத்துங்கள்,ಸಮರ್ಥಿಸು
விசை,ಕೀಲಿ
முக்கிய முகவரி,ಮುಖ್ಯ ಭಾಷಣ
மீண்டும் உதைக்க,ಮತ್ತೆ ಕಿಕ್ ಮಾಡಿ
கின்,ರಕ್ತಸಂಬಂಧಿ
உற்றார் உறவினர்,ಕಿತ್ ಮತ್ತು ರಕ್ತಸಂಬಂಧಿ
எப்படி தெரியும்,ಹೇಗೆ
அறிவு,ಜ್ಞಾನಪಾಯ
தொழிலாளர்,ದುಡಿಮೆ
தொழிலாளர் கட்டணங்கள்,ದುಡಿಮೆ
தொழிலாளர் ஒப்பந்தம்,ಕಾರ್ಮಿಕ ಒಪ್ಪಂದ
தொழிலாளர் நீதிமன்றம்,ಕಾರ್ಮಿಕ ನ್ಯಾಯಾಲಯ
தொழிலாளர் தகராறு,ಕಾರ್ಮಿಕ ವಿವಾದ
தொழிலாளர் சக்தி,ಕಾರ್ಮಿಕ ಶಕ್ತಿ
தொழிலாளர் சட்டங்கள்,ಕಾರ್ಮಿಕ ಕಾನೂನುಗಳು
தொழிலாளர் அறை,ದುಡಿಮೆ ಕೊಠಡಿ
தொழிலாளர் சங்கம்,ಕಾರ್ಮಿಕ ಸಂಘ
தொழிலாளர் நலன்,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ
நிலம் மீறல்,ಭೂ ಜಲರವಿಟಿ
நில அடையாளம்,ಹೆಗ್ಗುರುತು
நில பதிவுகள்,ಭೂ ದಾಖಲಾತಿಗಳು
நில சீர்திருத்தங்கள்,ಭೂ ಸುಧಾರಣೆಗಳು
நில வருவாய்,ಭೂ -ಆದಾಯ
நில தீர்வு,ಭೂ ವಸಾಹತು
நில பதவிக்காலத்தில்,ಭೂ ಅಧಿಕಾರ
நில பயன்பாட்டு சான்றிதழ்,ಭೂ ಬಳಕೆ ಪ್ರಮಾಣಪತ್ರ
லாப்சே,ಅಬ್ಬರದ
பெரிய அளவிலான,ದೊಡ್ಡ ಪ್ರಮಾಣ
கடைசி தேதி,ಕೊನೆಯ ದಿನಾಂಕ
நீடிக்கும்,ಶಾಶ್ವತವಾದ
கடைசியாக,ಕೊನೆಯದಾಗಿ
கடைசி கட்டணம்,ಕೊನೆಯ ಪಾವತಿ
தாமதமாக,ತಡ
தாமதமாக வருகை அறிக்கை,ತಡವಾಗಿ ಹಾಜರಾತಿ ಹೇಳಿಕೆ
தாமதமான கடமை,ತಡವಾದ ಕರ್ತವ್ಯ
தாமதமாக பணம் செலுத்துதல்,ತಡವಾಗಿ ಪಾವತಿ
சமீபத்திய,ಇತ್ತೀಚಿನ
பாராட்டத்தக்கது,ಪ್ರಶಂಸನೀಯ
ஏவுதல்,ಪ್ರಾರಂಭಿಸು
சட்டம்,ಕಾನೂನು
சட்டம் மற்றும் ஒழுங்கு,ಕಾನೂನು ಮತ್ತು ಸುವ್ಯವಸ್ಥೆ
சட்டத்தை உடைப்பவர்,ಕಾನೂನುಗಾರಿಕೆ
சட்ட நீதிமன்றம் (= நீதிமன்றம்),ಕಾನೂನು ನ್ಯಾಯಾಲಯ (= ಕಾನೂನು ನ್ಯಾಯಾಲಯ)
வழக்கு,ಮೊಕದ್ದಮೆ
வழக்கறிஞர்,ವಕೀಲ
பணிநீக்கம்,ವಜಾ
தளவமைப்பு,ಲೆಔಟ್
தலைவர்,ನಾಯಕ
தலைமைத்துவ தரம்,ನಾಯಕತ್ವ ಗುಣಮಟ್ಟ
துண்டுப்பிரசுரம்,ಕರಪತ್ರ
கசிவு,ಸೋರಿಕೆ
பாய்ச்சல் ஆண்டு,ಅಧಿಕ ವರ್ಷ
கற்றல்,ಕಲಿಕೆ
குத்தகை,ಗುತ್ತಿಗೆ
குத்தகைக்கு விடப்பட்ட தங்குமிடம்,ಗುತ್ತಿಗೆ ವಸತಿಗೃಹ
குத்தகைதாரர்,ಗುತ್ತಿಗೆದಾರ
குத்தகைதாரர்,ಗುತ್ತಿಗೆದಾರ
குத்தகை,ಗುತ್ತಿಗೆ
விடுப்பு,ಹೊರಹೋಗು
விடுப்பு என்காஷ்மென்ட்,ಎನ್ಕ್ಯಾಶ್ಮೆಂಟ್ ಬಿಡಿ
சம்பளம் விடுங்கள்,ಸಂಬಳವನ್ನು ಬಿಡಿ
காலியிடத்தை விட்டு விடுங்கள்,ಖಾಲಿ ಹುದ್ದೆಯನ್ನು ಬಿಡಿ
ஊதியம் இல்லாமல் விடுங்கள்,ವೇತನವಿಲ್ಲದೆ ಬಿಡಿ
ஊதியத்துடன் விடுங்கள்,ವೇತನದೊಂದಿಗೆ ಬಿಡಿ
சொற்பொழிவு அரங்கம்,ಉಪನ್ಯಾಸ
பேரேடு,ಖಾತಾ ಪುಸ್ತಕ
லெட்ஜர் சமநிலை,ಲೆಡ್ಜರ್ ಬಾಕಿ
மரபு,ಪರಂಪರೆ
சட்ட,ಕಾನೂನು
சட்டபூர்வமான தன்மை,ಕಾನೂನುಬದ್ಧತೆ
சட்டப்பூர்வமாக்கல்,ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವುದು
சட்டப்பூர்வமாக,ಕಾನೂನುಬದ್ಧವಾಗಿ
சட்ட நடைமுறை,ಕಾನೂನು -ಅಭ್ಯಾಸ
சட்டபூர்வமானவர்,ಲಾಯತ
தெளிவான,ಸ್ಪಷ್ಟವಾದ
சட்டமன்றம்,ಶಾಸನ
சட்டமன்ற வணிகம்,ಶಾಸಕಾಂಗ ವ್ಯವಹಾರ
சட்டமன்றம்,ಶಾಸಕಾಂಗ
சட்டபூர்வமான தன்மையை,ನ್ಯಾಯಸಮ್ಮತತೆ
முறையான,ಕಾನೂನು
ஓய்வு,ವಿರಾಮ
மெத்தனம்,ಸೌಮ್ಯತೆ
குத்தகைதாரர்,ಗುತ್ತಿಗೆದಾರ
கடிதம்,ಪತ್ರ
கடிதம் திண்டு,ಪತ್ರ
வசூல் செய்தல்,ಲೆವಿ
பொறுப்பு,ಹೊಣೆಗಾರಿಕೆ
பொறுப்புடையோர்,ಹೊಣೆಗಾರ
தொடர்பு,ಸಂಬಂಧ
நூலகம்,ಗ್ರಂಥಾಲಯ
உரிமம்,ಪರವಾನಗಿ
உரிமம் வைத்திருப்பவர்,ಪರವಾನಗಿ ಹೊಂದಿರುವವನು
உரிமம்,ಪರವಾನಗಿ ಪಡೆದ
உரிமதாரர்,ಪರವಾನಗಿ ಪಡೆದವನು
உரிமை,ಹಕ್ಕು
வாழ்க்கை சான்றிதழ்,ಜೀವ ಪ್ರಮಾಣಪತ್ರ
அளவு,ಮಿತಿಗೊಳಿಸು
வரம்பு,ಮಿತಿಯ
வரையறுக்கப்பட்ட,ಸೀಮಿತ
வரையறுக்கப்பட்ட கவலை,ಸೀಮಿತ ಕಾಳಜಿ
வரையறுக்கப்பட்ட பொறுப்பு,ಸೀಮಿತ ಹೊಣೆಗಾರಿಕೆ
வரையறுக்கப்பட்ட டெண்டர்,ಸೀಮಿತ ಕೋಮಲ
இணைப்பு,ಮರ
இணைக்கப்பட்ட,ಲಿಂಕ್ ಮಾಡಿದ
இணைக்கப்பட்ட கோப்பு,ಲಿಂಕ್ ಮಾಡಲಾದ ಫೈಲ್
இணைப்பு மொழி,ಭಾಷೆ
கலைக்கப்பட்ட சேதங்கள்,ದಿವಾಳಿಯಾದ ಹಾನಿ
கலைப்பு,ದ್ರವೀಕರಣ
Limeator,ಸಂಧಿಸುವವನು
பட்டியல்,ಪಟ್ಟಿ
வணிக பட்டியல்,ವ್ಯವಹಾರದ ಪಟ್ಟಿ
கல்வியறிவு,ಸಾಕ್ಷರ
வழக்குரைஞர்,ದಾವೆ
வழக்கு,ಮೊಕದ್ದಮೆ ಹೂಡುವುದು
விநியோக கொடுப்பனவு,ವಿತರಣಾ ಭತ್ಯೆ
கால்நடைகள்,ಜಾನುವಾರು
வாழ்க்கைத்தரம்,ಜೀವಂತ ಪ್ರಮಾಣ
வாழ்க்கை ஊதியம்,ಜೀವನ ವೇತನ
ஏற்றுகிறது,ಲೋಡ್ ಮಾಡುವುದು
கடன்,ಸಾಲ
கடன் வழங்குபவர்,ಸಾಲಗಾರ
கடன் துறை,ಸಾಲ ವಿಭಾಗ
லாபி,ಲಾಬಿಗ
பரப்புரை,ಲಾಬಿಗಡೆ
காலகட்டத்தில் பூட்டு,ಅವಧಿಯಲ್ಲಿ ಲಾಕ್
பூட்டவும்,ಲಾಕ್
லோகஸ் ஸ்டாண்டி,ಲೋಕಸ್ ಸ್ಟ್ಯಾಂಡಿ
லாட்ஜிங்,ಒಡೆತನ
பதிவு புத்தகம்,ಲಾಗ್ ಪುಸ್ತಕ
தர்க்கம்,ತರ್ಕ
லோகோ,ಲೋಗಿ
தொலை துார அழைப்பு,ದೂರದ ಕರೆ
நீண்ட கை,ಉದ್ದ
நிறைய,ಲಾಘ
கீழ்,ಕಡಿಮೆ
குறைந்த விகிதம்,ಕಡಿಮೆ ದರ
குறைந்த தரம்,ಕೆಳ ದರ್ಜೆ
விசுவாசமான,ನಿಷ್ಠಾವಂತ
மொத்த தொகை,ಭಾರೀ ಮೊತ್ತದ
லம்ப்சம் மானியம்,ಲುಮ್‌ಸಮ್ ಅನುದಾನ
இயந்திரங்கள்,ಯಂತ್ರೋಪಕರಣ
அரசாங்கத்தின் இயந்திரங்கள்,ಸರ್ಕಾರದ ಯಂತ್ರೋಪಕರಣಗಳು
பத்திரிகை,ಪತ್ರಿಕೆ
அஞ்சல் பட்டியலில்,ಮೇಲಿಂಗ್ ಪಟ್ಟಿ
பராமரிக்கவும்,ನಿರ್ವಹಿಸು
பராமரிப்பு,ನಿರ್ವಹಣೆ
பெரிய,ಪ್ರಮುಖ
பெரும்பான்மை,ಬಹುಮತ
பெரிய படைப்புகள்,ಪ್ರಮುಖ ಕೃತಿಗಳು
ஒப்பனை,ಸೌಂದರ್ಯ ವರ್ಧಕ
தவறான சரிசெய்தல்,ಅಸಮರ್ಪಕತೆ
தவறான செயலாக்கம்,ನಿರಾನಂಕದ
மலாஃபைட்,ಮಲಕ್ಷರ
தீங்கு,ಮಂಕಾದ
முறைகேடு,ದುರುಪಯೋಗ
துன்புறுத்தல்,ಅಪಚಾರ
மேலாண்மை,ನಿರ್ವಹಣೆ
மேலாளர்,ವ್ಯವಸ್ಥಾಪಕ
ஆணை,ಆದೇಶಿಸು
கட்டாயமாகும்,ಕಡ್ಡಾಯ
மாண்டேன்கள்,ಮಾನವ ದಿನಗಳು
மனித நேரங்கள்,ಒಂದು ಬಗೆಯ ಶವ
அறிக்கை,ಪ್ರಣಾಳಿಕೆ
கையாளுதல்,ಕುಶಲತೆ
சூழ்ச்சி,ಕುಶಲ
மனிதவளம்,ಮಾನವಶಕ್ತಿ
மனிதனுக்கு மனிதனுக்கு தரவரிசை,ಮ್ಯಾನ್ ಟು-ಮ್ಯಾನ್ ಶ್ರೇಯಾಂಕ
கையேடு,ಕೈಪಿಡಿ
கைமுறையான உழைப்பு,ಕೈಪಿಡಿ ಕಾರ್ಮಿಕ
உற்பத்தி,ತಯಾರಿಸು
உற்பத்தியாளர்,ತಯಾರಕ
கையெழுத்துப் பிரதி,ಹಸ್ತಪ್ರತಿ
வரைபடம்,ನಕ್ಷೆ
விளிம்பு,ಅಂಚು
ஓரளவு,ಅಂಚಿನ
திருமண நிலை,ವೈವಾಹಿಕ ಸ್ಥಿತಿ
சந்தைப்படுத்தல்,ಮಾರಾಟ
சந்தைப்படுத்தல் பொருளாதாரம்,ಮಾರ್ಕೆಟಿಂಗ್ ಆರ್ಥಿಕತೆ
குறி,ಗುರುತು
மதிப்பீட்டு தாள்,ಅಂಕಪಟ್ಟಿ
பெற்ற மதிப்பெண்கள்,ಗಳಿಸಿದ ಅಂಕಗಳು
நிறை,ಸಮೂಹ
வெகுஜன தொடர்பு,ಸಮೂಹ ಸಂವಹನ
வெகுஜன நுகர்வு,ಸಾಮೂಹಿಕ ಬಳಕೆ
வெகுஜன நோய்த்தடுப்பு,ಸಾಮೂಹಿಕ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
வெகுஜன ஊடகம்,ಸಮೂಹ ಮಾಧ್ಯಮ
பெரும் உற்பத்தி,ಸಮೂಹ ಉತ್ಪಾದನೆ
முதன்மை கோப்பு,ಮಾಸ್ಟರ್ ಫೈಲ್
விழாக்களின் மாஸ்டர்,ಕಾರ್ಯಕ್ರಮ ನಿರ್ವಾಹಕ
முதன்மை திட்டம்,ಯಜಮಾನಿಕೆ
பொருந்தும் மானியம்,ಹೊಂದಾಣಿಕೆ ಅನುದಾನ
பொருள்,ವಸ್ತು
மகப்பேறு,ಮಾತೃತ್ವ
மகப்பேறு விடுப்பு,ಹೆರಿಗೆ ರಜೆ
மெட்ரிகுலேட்,ಮೆಟ್ರಿಕಿಕ್ಯೂಟ್ ಮಾಡು
திருமண,ವೈವಾಹಿಕ
முதிர்ந்த,ಪ್ರಬುದ್ಧ
முதிர்ச்சி நாள்,ಪ್ರಬುದ್ಧತೆ
அதிகபட்சம்,ಗರಿಷ್ಠ
பொருள்,ಅಂದರೆ
அளவீடு,ಅಳತೆ
அளவீட்டு,ಅಳತೆ
நடவடிக்கைகள்,ಅಳತೆ
பொறிமுறையாளர்,ಯಂತ್ರಕಾರ
இயந்திர,ಯಂತ್ರದ
பொறிமுறைகள்,ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ
ஊடகங்கள்,ಮಾಧ್ಯಮಗಳು
மத்தியஸ்தம்,ಮಧ್ಯಪ್ರವೇಶಿಸು
மருத்துவ,ವೈದ್ಯ
மருத்துவ நன்மை,ವೈದ್ಯಕೀಯ ಲಾಭ
மருத்துவத்தேர்வு,ವೈದ್ಯಕೀಯ ಪರೀಕ್ಷೆ
மருத்துவ-சட்ட,O-ಷಧದ
நடுத்தர,ಮಾಧ್ಯಮ
கேமராவில் சந்திப்பு,ಕ್ಯಾಮೆರಾದಲ್ಲಿ ಸಭೆ
உறுப்பினர்,ಸದಸ್ಯ
மெமோ,ಜ್ಞಾಪಕ
நினைவகம்,ಸ್ಮಾರಕ
மன திறன்,ಮಾನಸಿಕ ಸಾಮರ್ಥ್ಯ
பட்டியல்,ಮೆಳ್ಳಿ
இணைப்பு,ವಿಲೀನ
தகுதி,ಅರ್ಹತೆ
தகுதி பட்டியல்,ಅರ್ಹ ಪಟ್ಟಿ
சிறப்பான,ಅರ್ಹವಾದ
தகுதி,ಯೋಗ್ಯತೆಗಳು
தகுதி உதவித்தொகை,ಅರ್ಹ ವಿದ್ಯಾರ್ಥಿವೇತನ
செய்தி,ಸಂದೇಶ
முறை,ವಿಧಾನ
முறை,ವಿಧಾನಶಾಸ್ತ್ರ
பெருநகர பகுதி,ಮಹಾನಗರ ಪ್ರದೇಶ
நடுத்தர வருமான குழு,ಮಧ್ಯದ ಆದಾಯ ಗುಂಪು
இடைத்தரகர்,ಮಧ್ಯವರ್ತಿ
மருத்துவச்சி,ಸೂತ್ರಮಾಪಕ
குடியேறியவர்,ವಲಸಿಗ
மைலேஜ்,ಮೈಪನೆ
போர்க்குணம்,ಉಗ್ರಗಾಮಿತ್ವ
மில்லினியம்,ಸಹಸ್ರಮಾನದ
மினியேச்சர்,ಕಿರುಚಲ
குறைந்தபட்சம்,ಕನಿಷ್ಠ
சுரங்க,ಗಣಿಗಾರಿಕೆ
மந்திரி,ಸಚಿವರ
அமைச்சகம்,ಸಚಿವಾಲಯ
மைனர்,ಸಣ್ಣ
சிறுபான்மை,ಅಲ್ಪಸಂಖ್ಯಾತ
சிறிய படைப்புகள்,ಸಣ್ಣ ಕೃತಿಗಳು
நிமிடங்கள்,ನಿಮಿಷಗಳು
முறைகேடு,ದುರುಪಯೋಗ
தவறான நடத்தை,ದುರುಪಯೋಗ
நீதியின் கருச்சிதைவு,ನ್ಯಾಯದ ಗರ್ಭಪಾತ
இதர,ವಿವಿಧ
குறும்பு,ಕಿಡಿಗೇಡಿ
தவறான வகைப்படுத்தல்,ತಪ್ಪಾಗಿ ವರ್ಗೀಕರಿಸುವಿಕೆ
தவறான நடத்தை,ದುರುಪಯೋಗ
தவறாக,ದಾರಿ ತಪ್ಪಿಸು
தவறான நிர்வாகம்,ಗಾಬರಿಗೊಳಿಸುವಿಕೆ
தவறாக சித்தரித்தல்,ತಪ್ಪು ನಿರೂಪಣೆ
உண்மைகளை தவறாகப் பேசுதல்,ಸತ್ಯಗಳ ತಪ್ಪು ವಿವರಣೆ
தவறான புரிதல்,ತಪ್ಪುಗ್ರಹಿಕೆ
தவறாகப் பயன்படுத்துங்கள்,ದುರುಪಯೋಗ
கலப்பு பொருளாதாரம்,ಮಿಶ್ರ ಆರ್ಥಿಕತೆ
கும்பல்,ಜನಸಮೂಹ
கைபேசி,ಮೊಬೈರಿ
இயக்கம்,ಚಲನಶೀಲತೆ
பயன்முறை,ಕ್ರಮ
மாதிரி,ಮಾದರಿ
மதிப்பீட்டாளர்,ಸಾಧಾರಣಕಾರ
மாற்றம்,ಮಾರ್ಪಾಡು
மோடஸ் ஓபராண்டி,ಮಂತ್ರವಾದ
நாணய மானியம்,ವಿತ್ತೀಯ ಅನುದಾನ
பணம்,ಹಣ
கண்காணிக்கவும்,ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು
ஒற்றுமை,ಏಕಗಮನ
மோனோகிராம்,ಏಕಲೇಖಿ
ஏகபோகம்,ಏಕಸ್ವಾಮ್ಯ
சலிப்பூட்டும்,ಏಕತಾನತೆ
மாதாந்திர சுற்றுப்பயண நாட்குறிப்பு,ಮಾಸಿಕ ಪ್ರವಾಸ ಡೈರಿ
மாதம் முதல் மாதம்,ತಿಂಗಳಿಂದ ತಿಂಗಳಿಗೆ
தார்மீக,ನೈತಿಕ
மன உறுதியை,ನಿತ್ಯ
தார்மீக கொந்தளிப்பு,ನೈತಿಕ ಟರ್ಪಿಟ್ಯೂಡ್
தடை,ನೀಚ
இறப்பு,ಮರಣ ಪ್ರಮಾಣ
அடமானம்,ಅಡಮಾನ
மிகவும் ரகசியமானது,ಅತ್ಯಂತ ಗೌಪ್ಯ
தாய் மொழி,ಮಾತೃ ಭಾಷೆ
இயக்கம்,ಚಲನೆ
இயக்க ஆய்வு,ಚಲನೆಯ ಅಧ್ಯಯನ
முயற்சி,ಪ್ರೇರಣೆ
நோக்கம்,ಉದ್ದೇಶ
குறிக்கோள்,ಗುರಿ
ஊதுகுழலாக,ಮುಖವಾಣಿ
நகரக்கூடிய,ಚಲಿಸಬಲ್ಲ
நகர்வு,ಚಲಿಸು
இயக்கம்,ಚಲನೆ
பலதரப்பட்ட,ಬಹುಮುಖ
பல்நோக்கு,ವಿವಿಧೋದ್ದೇಶ
நகராட்சி வரி,ಪುರಸಭೆಯ ತೆರಿಗೆ
அருங்காட்சியகம்,ವಸ್ತು ಸಂಗ್ರಹಾಲಯ
மஸ்டர் ரோல்,ರೋಲ್
பிறழ்வு,ರೂಪಾಂತರ
முட்டடிஸ் முட்டாண்டிஸ்,ಮಧುರ
பரஸ்பர புரிதல்,ಪರಸ್ಪರ ಹೂಂದಾಣಿಕೆ
பெயா் அட்டை,ಹೆಸರಿನ ಚೀಟಿ
போதைப்பொருள்,ಮಾದಕ ವಸ್ತುವಿನ
விவரிப்பு மதிப்பீடு,ನಿರೂಪಣಾ ಮೌಲ್ಯಮಾಪನ
கதை,ನಿರೂಪಕ
தேசம்,ರಾಷ್ಟ್ರ
தேசிய,ರಾಷ್ಟ್ರೀಯ
தேசியவாதம்,ರಾಷ್ಟ್ರಗೀತೆ
தேசியம்,ರಾಷ್ಟ್ರೀಯತೆ
தேசியமயமாக்கல்,ರಾಷ್ಟ್ರೀಕರಣ
தேசிய மொழி,ರಾಷ್ಟ್ರೀಯ ಭಾಷೆ
தேசிய சேமிப்பு சான்றிதழ்,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣಪತ್ರ
பூர்வீகம்,ಸ್ಥಳೀಯ
இயற்கை,ನೈಸರ್ಗಿಕ
இயற்கைமயமாக்கல்,ಸಹಜವಾಗಿಸುವಿಕೆ
கடற்படை படை,ನೌಕಾ ಬಲ
செல்லக்கூடியது,ಸಂಚರಿಸಬಹುದಾದ
வழிசெலுத்தல்,ಸಂಚಾರ
நெய்ஸ்,ನಾಚಿಕೆಗೇಡು
தேவையான நடவடிக்கை,ಅಗತ್ಯ ಕ್ರಮ
தேவை,ಅವಶ್ಯಕವಾದ
எதிர்மறை,ಋಣಾತ್ಮಕ
புறக்கணிப்பு,ನಿರ್ಲಕ್ಷ್ಯ
அலட்சியம்,ನಿರ್ಲಕ್ಷ್ಯ
மிகக் குறைவு,ನಗಣ್ಯ
பேச்சுவார்த்தை,ಮಾತುಕತೆ
பேச்சுவார்த்தைக்குட்பட்ட கருவி,ನೆಗೋಶಬಲ್ ಸಾಧನ
பேச்சுவார்த்தை,ಮಾತುಕತೆ
பேச்சுவார்த்தையாளர்,ಸಮಾಲೋಚಕ
நேபடிசம்,ಸ್ವಜನಪಕ್ಷಪಾತ
நிகர,ಬಲೆ
நிகர முதலீடு,ನಿವ್ವಳ ಹೂಡಿಕೆ
நடுநிலை,ತಟಸ್ಥ
செய்தி,ಸುದ್ದಿ
செய்திமடல்,ಸುದ್ದಿಪತ್ರ
செய்தித்தாள்,ಪತ್ರಿಕೆ
செய்தி வாசிப்பாளர்,ಸುದ್ದಿ ಓದುಗ
உறவினருக்கு அடுத்தது,ಸೋದರ ಸಂಬಂಧಿ
இரவு கடமை,ರಾತ್ರಿ ಕರ್ತವ್ಯ
இல்லை அறிக்கை,ನಿಲ್ ವರದಿ
அனுமதி இல்லை,ಪ್ರವೇಶವಿಲ್ಲ
கோரிக்கை சான்றிதழ் இல்லை (= நிலுவைத் தொகை சான்றிதழ் இல்லை),ಬೇಡಿಕೆಯ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ (= ಬಾಕಿ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ)
பெயரிடல்,ನಾಮಕರಣ
பெயரளவு செலவு,ನಾಮಮಾತ್ರ ವೆಚ್ಚ
பெயரளவு மதிப்பு (= முக மதிப்பு),ನಾಮಮಾತ್ರ ಮೌಲ್ಯ (= ಮುಖ ಮೌಲ್ಯ)
பரிந்துரைக்கவும்,ನಾಮಕರಣ ಮಾಡು
நியமனம்,ನಾಮಕರಣ
பரிந்துரைக்கப்பட்டவர்,ನಾಮನಿರ್ದೇಶನ
வயது அல்ல,ಯುಗೇತರ
முரண்பாடு அல்லாதது,ವಾಗ್ದಾನ ಮಾಡದ
அத்தியாவசியமற்ற,ಅನಿವಾರ್ಯವಲ್ಲದ
கேசெட் அல்லாத,ಪಜಾಯವಿಲ್ಲದ
வட்டி அல்லாத தாங்கி,ಬಡ್ಡಿರಹಿತ ಬೇರಿಂಗ್
நீதித்துறை அல்ல,ನ್ಯಾಯಾಧೀಶನಲ್ಲದ
மந்திரி அல்லாத,ಸಚಿವರಲ್ಲದ
பேச்சுவார்த்தைக்குட்பட்டது,ಸಮರವಲ್ಲದ
உத்தியோகபூர்வமற்ற,ಅಧಿಕಾರಿಯಲ್ಲದ
கட்டணம் செலுத்தாமை,ಪಾವತಿ ಮಾಡದಿರುವುದು
பணம் செலுத்தாத சான்றிதழ்,ಪಾವತಿಸದ ಪ್ರಮಾಣಪತ್ರ
நடைமுறைப்படுத்தாத கொடுப்பனவு,ಅಭ್ಯಾಸವಲ್ಲದ ಭತ್ಯೆ
மீண்டும் நிகழாத செலவு,ಮರುಕಳಿಸದ ಖರ್ಚು
திருப்பிச் செலுத்த முடியாதது,ಮರುಪಾವತಿಸಲಾಗದ
சட்டமல்லாதவர்,ಶಾಸನ್ಯದ
வரி விதிக்கப்படாத வருமானம்,ತೆರಪಿನ ಆದಾಯ
தொழில்நுட்பமற்ற இடுகை,ತಾಂತ್ರಿಕೇತರ ಪೋಸ್ಟ್
பாரம்பரியமற்ற,ಅಸಾಂಪ್ರದಾಯಿಕ
சொல்லாத தொடர்பு,ಮೌಖಿಕ ಸಂವಹನ
ஆட்சேபனை சான்றிதழ் இல்லை,ಆಕ್ಷೇಪಣೆ ಪ್ರಮಾಣಪತ್ರವಿಲ್ಲ
"லாபம் இல்லை, இழப்பு இல்லை","ಲಾಭವಿಲ್ಲ, ನಷ್ಟವಿಲ್ಲ"
விதிமுறை,ರೂ normಿಯ
சாதாரண,ಸಾಮಾನ್ಯ
புகை பிடிக்காதீர்,ಧೂಮಪಾನವಿಲ್ಲ
குறிப்பிடத்தக்க,ಗಮನಾರ್ಹ
பொருந்தாது (N.A.),ಅನ್ವಯಿಸುವುದಿಲ್ಲ (N.A.)
கிடைக்கவில்லை (N.A.),ಲಭ್ಯವಿಲ್ಲ (ಎನ್.ಎ.)
குறிப்பு,ಸೂಚನೆ
அறிவிப்பு,ಗಮನಿಸು
கவனிக்கத்தக்கது,ಗಮನಾರ್ಹ
அறிவிப்பு,ಅಧೀನೀಕರಣ
அறிவிக்கப்பட்ட பகுதி,ಸೂಚಿಸಿದ ಪ್ರದೇಶ
குறிப்பிடுதல் மற்றும் வரைவு,ಗಮನಿಸುವುದು ಮತ್ತು ಕರಡು ಮಾಡುವುದು
கற்பனையான ஊதியம்,ಕಲ್ಪನೆ
பேச்சுவார்த்தைக்குட்பட்டது அல்ல,ನೆಗೋಶಬಲ್ ಅಲ್ಲ
பேச்சுவார்த்தைக்குட்பட்ட கருவி அல்ல,ನೆಗೋಶಬಲ್ ಇನ್ಸ್ಟ್ರುಮೆಂಟ್ ಅಲ್ಲ
கரு,ನ್ಯೂಕ್ಲಿಯಸ್
ஏதுமில்லை,ಶೂನ್ಯ
பூஜ்ய மற்றும் வெற்றிட,ಶೂನ್ಯ ಮತ್ತು ಅನೂರ್ಜಿತ
எண்,ಸಂಖ್ಯೆ
எண்,ಸಂಖ್ಯೆಯಲ್ಲಿರುವುದು
எண்,ಸಂಖ್ಯಾ
சத்தியம்,ಪ್ರಮಾಣ
உறுதிமொழி,ನಿಷ್ಠೆಯ ಪ್ರಮಾಣ
அலுவலக சத்தியம்,ಕಚೇರಿಯ ಪ್ರಮಾಣ
கீழ்ப்படிதல்,ವಿಧೇಯತೆ
இரங்கல்,ಸಾಬೀತಾದ
பொருள்,ವಸ್ತು
ஆட்சேபனை,ಆಕ್ಷೇಪಣೆ
குறிக்கோள்,ಉದ್ದೇಶಪೂರ್ವಕ
பொருள்கள் மற்றும் காரணங்கள்,ವಸ್ತುಗಳು ಮತ್ತು ಕಾರಣಗಳು
கடமை,ಕಡ್ಡಾಯ
ஆபாசமான,ಅಶ್ಲೀಲ
ஆபாச சைகை,ಅಶ್ಲೀಲವಾದ ಗೆಸ್ಚರ್
பார்வையாளர்,ವೀಕ್ಷಕ
