English,Marathi
Macrolibrary,मॅक्रोलिब्ररी
"Macro (= macro
 Instruction)","मॅक्रो (= मॅक्रो
 सूचना)"
Macroparameter,मॅक्रोपेरामीटर
"Macroprocessing
 Instruction","मॅक्रोप्रोसेसिंग
 सूचना"
Macroprogramming,मॅक्रोप्रोग्रामिंग
Macroprototype,मॅक्रोप्रोटोटाइप
"Macroprototype
 Statement","मॅक्रोप्रोटोटाइप
 विधान"
"Macrostatement
 Number","मॅक्रोस्टेटमेंट
 क्रमांक"
Macrosystem,मॅक्रोसिस्टम
Macrotrace,मॅक्रोट्रेस
MACSYMA,मॅक्साइमा
MADCAP,मॅडकॅप
MAG,मॅग
"Magnetic bubble
 Memory","चुंबकीय बबल
 मेमरी"
Magnetic card,चुंबकीय कार्ड
"Magnetic card
 Reader","चुंबकीय कार्ड
 वाचक"
"Magnetic card
 Storage","चुंबकीय कार्ड
 संचयन"
Magnetic cell,चुंबकीय सेल
"Magnetic
 Character","चुंबकीय
 वर्ण"
Magnetic core,चुंबकीय कोर
"Magnetic core
 Storage","चुंबकीय कोर
 संचयन"
"Magnetic delay
 Time","चुंबकीय विलंब
 वेळ"
Magnetic disk,चुंबकीय डिस्क
"Magnetic disk
 Address","चुंबकीय डिस्क
 पत्ता"
"Magnetic disk
 Memory","चुंबकीय डिस्क
 मेमरी"
"Magnetic disk
 Storage","चुंबकीय डिस्क
 संचयन"
"Magnetic disk
 Store","चुंबकीय डिस्क
 स्टोअर"
Magnetic disk unit,चुंबकीय डिस्क युनिट
"Magnetic drum
 Storage","चुंबकीय ड्रम
 संचयन"
"Magnetic drum
 Unit","चुंबकीय ड्रम
 युनिट"
Magnetic encoding,चुंबकीय एन्कोडिंग
"Magnetic hand
 Scanner","चुंबकीय हात
 स्कॅनर"
"Magnetic
 Hysteresis loop","चुंबकीय
 हिस्टरेसिस लूप"
Magnetic ink,चुंबकीय शाई
"Magnetic ink
 Character sorter","चुंबकीय शाई
 वर्ण सॉर्टर"
"Magnetic ink
 Scanner","चुंबकीय शाई
 स्कॅनर"
Magnetic memory,चुंबकीय स्मृती
Magnetic reading,चुंबकीय वाचन
"Magnetic
 Recording","चुंबकीय
 मुद्रित करणे"
"Magnetic slot
 Reader","चुंबकीय स्लॉट
 वाचक"
Magnetic storage,चुंबकीय संचयन
Magnetic strip,चुंबकीय पट्टी
"Magnetic strip
 Accounting
 Machine","चुंबकीय पट्टी
 लेखा
 मशीन"
"Magnetic strip
 Reader","चुंबकीय पट्टी
 वाचक"
Magnetic tape cartridge,चुंबकीय टेप काडतूस
"Magnetic tape
 Cassette","चुंबकीय टेप
 कॅसेट"
"Magnetic tape
 Deck (= magnetic
 Tape drive)","चुंबकीय टेप
 डेक (= चुंबकीय
 टेप ड्राइव्ह)"
"Magnetic tape
 Drive","चुंबकीय टेप
 चालवा"
Magnetic tape file,चुंबकीय टेप फाइल
"Magnetic tape
 Label","चुंबकीय टेप
 लेबल"
"Magnetic tape
 Leader","चुंबकीय टेप
 नेता"
"Magnetic tape
 Librarian","चुंबकीय टेप
 ग्रंथपाल"
"Magnetic tape
 Station","चुंबकीय टेप
 स्टेशन"
Magnetic tape storage,चुंबकीय टेप स्टोरेज
"Magnetic tape
 Subsystem","चुंबकीय टेप
 उपप्रणाली"
"Magnetic tape
 Terminal","चुंबकीय टेप
 टर्मिनल"
"Magnetic tape
 Trailer","चुंबकीय टेप
 झलक"
"Magnetic tape
 Transport
 (Magnetic tape
 Drive)","चुंबकीय टेप
 वाहतूक
 (चुंबकीय टेप
 ड्राईव्ह)"
Magnetic tape unit,चुंबकीय टेप युनिट
Magnetic thin film,चुंबकीय पातळ फिल्म
"Magnetic thin film
 Storage","चुंबकीय पातळ फिल्म
 संचयन"
Magnetic track,चुंबकीय ट्रॅक
"Magnetic wire
 Storage","चुंबकीय वायर
 संचयन"
"Magnetographic
 Printer","मॅग्नेटोग्राफिक
 प्रिंटर"
"Magneto-optic
 Disk storage","मॅग्नेटो-ऑप्टिक
 डिस्क स्टोरेज"
Magnetostriction,मॅग्नेटोस्ट्रक्शन
Mag tape,मॅग टेप
Mail box,मेल बॉक्स
"Mail merge (= file
 Merge)","मेल विलीनीकरण (= फाईल
 विलीन)"
"Main battery
 Powered machine","मुख्य बॅटरी
 पॉवर मशीन"
Main control unit,मुख्य नियंत्रण युनिट
"Main distributing
 Frame","मुख्य वितरण
 फ्रेम"
Mainframe,मुख्य चौकट
"Mainframe
Computer","मुख्य चौकट
संगणक"
"Mainframe system
 (= Mainframe
 Computer)","मेनफ्रेम सिस्टम
 (= मेनफ्रेम
 संगणक)"
Main lobe,मुख्य लोब
Main memory,मुख्य स्मृती
"Main memory
 Mapping","मुख्य स्मृती
 मॅपिंग"
Main operation,मुख्य ऑपरेशन
Main path,मुख्य मार्ग
"Main powered
 Machine","मुख्य शक्ती
 मशीन"
Main program,मुख्य कार्यक्रम
Main station,मुख्य स्टेशन
Main storage,मुख्य संचयन
Main storage unit,मुख्य स्टोरेज युनिट
Main switch,मुख्य स्विच
Maintenance panel,देखभाल पॅनेल
"Maintenance
 Program chain","देखभाल
 कार्यक्रम साखळी"
"Maintenance
 Standby time","देखभाल
 स्टँडबाय वेळ"
Maintenance time,देखभाल वेळ
"MAINT
 (Maintenance)","देखभाल
 (देखभाल)"
Major control field,मुख्य नियंत्रण फील्ड
Major cycle,प्रमुख चक्र
Majority,बहुसंख्य
Majority element,बहुसंख्य घटक
"Majority gate
 (= Majority
 Element)","बहुसंख्य गेट
 (= बहुसंख्य
 घटक)"
Majority operation,बहुसंख्य ऑपरेशन
Major key,प्रमुख की
Major lobe,मेजर लोब
Major state,प्रमुख राज्य
Major structure,प्रमुख रचना
Major task,प्रमुख कार्य
Major total,प्रमुख एकूण
"Make break
 Operation","ब्रेक करा
 ऑपरेशन"
Make busy,व्यस्त करा
Makeup time,मेकअप वेळ
"Malfunction
 Routine","मालफंक्शन
 दिनचर्या"
Management,व्यवस्थापन
"Management
 Information
 System","व्यवस्थापन
 माहिती
 प्रणाली"
"Management
 Science","व्यवस्थापन
 विज्ञान"
"Manchester
 Coding","मँचेस्टर
 कोडिंग"
"Mandatory
 Cryptographic
 Session","अनिवार्य
 क्रिप्टोग्राफिक
 सत्र"
Manifolding,मॅनिफोल्डिंग
"Manipulated
 Variable","हाताळले
 चल"
"Manipulative
 Indexing","मॅनिपुलेटिव्ह
 अनुक्रमणिका"
"Man-machine
 Simulation","मॅन-मशीन
 सिम्युलेशन"
"Manual address
 Switch","मॅन्युअल पत्ता
 स्विच"
Manual analysis,व्यक्तिचलित विश्लेषण
Manual answering,मॅन्युअल उत्तर
Manual calling,मॅन्युअल कॉलिंग
Manual control,मॅन्युअल नियंत्रण
Manual entry,मॅन्युअल एंट्री
Manual exchange,मॅन्युअल एक्सचेंज
Manual function,मॅन्युअल फंक्शन
Manual input,मॅन्युअल इनपुट
Manual operation,मॅन्युअल ऑपरेशन
"Manual word
 Generator","मॅन्युअल शब्द
 जनरेटर"
"Many-for-one
 Language","अनेकांसाठी एक
 इंग्रजी"
"Many to one
 Decoder","अनेकांना एक
 डीकोडर"
Map method,नकाशा पद्धत
Mapped buffer,मॅप केलेले बफर
Mapping error,मॅपिंग त्रुटी
Margin,मार्जिन
"Margin-adjust
 Mode","मार्जिन-समायोजन
 मोड"
Marginal check,सीमान्त तपासणी
Marginal error,सीमांत त्रुटी
Marginal test,सीमान्त चाचणी
Margin control,मार्जिन नियंत्रण
"Margin punched
 Card","मार्जिन पंच
 कार्ड"
Mark,चिन्हांकित करा
Mark detection,मार्क शोध
Marker,मार्कर
Mark hold,मार्क होल्ड
Marking,चिन्हांकित
Marking bias,पक्षपात चिन्हांकित करणे
"Marking-end
 Distortion","मार्किंग-एंड
 विकृती"
Marking wave,मार्किंग वेव्ह
Mark matching,मार्क मॅचिंग
Markov chain,मार्कोव्ह साखळी
Markov source,मार्कोव्ह स्त्रोत
Mark reading,वाचन चिन्हांकित करा
Mark scanning,मार्क स्कॅनिंग
Mark sense,मार्क सेन्स
"Mark sensing
 Column","मार्क सेन्सिंग
 स्तंभ"
Mark sensing row,सेन्सिंग पंक्ती चिन्हांकित करा
"Mark-space
 Character","मार्क-स्पेस
 वर्ण"
"Mark to space
 Multiplier","जागेवर चिन्हांकित करा
 गुणक"
"Mark to space
 Ratio","जागेवर चिन्हांकित करा
 गुणोत्तर"
"Mark to space
 Transition","जागेवर चिन्हांकित करा
 संक्रमण"
Maser,मॅसर
Mask,मुखवटा
Maskable interrupt,मुखवटा करण्यायोग्य व्यत्यय
Mask bit,मुखवटा
Masked rom,मुखवटा घातलेला रोम
Mask matching,मुखवटा जुळत
"Mask
 Programmable
 Device","मुखवटा
 प्रोग्राम करण्यायोग्य
 साधन"
Mask register,मुखवटा नोंदणी
Massaging,मालिश
Mass data,मास डेटा
Mass memory,मास मेमरी
Mass storage,मोठा संग्रह
"Mass storage
 Device","मोठा संग्रह
 साधन"
"Mass storage file
 Segment","मास स्टोरेज फाइल
 विभाग"
"Mass storage on
 Line","मास स्टोरेज चालू
 ओळ"
Master,मास्टर
Master card,मास्टर कार्ड
Master clock,मास्टर घड्याळ
"Master clock
 Frequency","मास्टर घड्याळ
 वारंवारता"
Master console,मास्टर कन्सोल
"Master control
 Interrupt","मास्टर कंट्रोल
 व्यत्यय"
Master data,मास्टर डेटा
Master file,मास्टर फाईल
"Master file
 Inventory","मास्टर फाईल
 यादी"
Master file update,मास्टर फाइल अद्यतन
Master frequency generator,मास्टर फ्रिक्वेन्सी जनरेटर
Master group,मास्टर ग्रुप
"Master instruction
 Tape","मास्टर सूचना
 टेप"
Master library tape,मास्टर लायब्ररी टेप
Master mode,मास्टर मोड
Master processor,मास्टर प्रोसेसर
Master program,मास्टर प्रोग्राम
"Master programe
 File","मास्टर प्रोग्रॅम
 फाईल"
Master record,मास्टर रेकॉर्ड
Master scheduler,मास्टर शेड्यूलर
"Master/slave
 Device","मास्टर/गुलाम
 साधन"
"Master/slave
 Flip-flop","मास्टर/गुलाम
 फ्लिप-फ्लॉप"
"Master/slave
 Multiprogramming","मास्टर/गुलाम
 मल्टीप्रोग्रामिंग"
"Master/slave
 System","मास्टर/गुलाम
 प्रणाली"
Master station,मास्टर स्टेशन
Master tape,मास्टर टेप
Master terminal,मास्टर टर्मिनल
Match,सामना
"Mathematical
 Check","गणित
 तपासा"
"Mathematical
 Function","गणित
 कार्य"
"Mathematical
 Induction","गणित
 प्रेरण"
Mathematical logic,गणिताचे तर्कशास्त्र
"Mathematical
 Model","गणित
 मॉडेल"
"Mathematical
 Simulation","गणित
 सिम्युलेशन"
Matrix,मॅट्रिक्स
Matrix norm,मॅट्रिक्स नॉर्म
Matrix printer,मॅट्रिक्स प्रिंटर
Matrix storage,मॅट्रिक्स स्टोरेज
Matrix table,मॅट्रिक्स टेबल
"Matrix updating
 Method","मॅट्रिक्स अद्यतनित करत आहे
 पद्धत"
Maxi computer,मॅक्सी संगणक
"Maximum length
 Sequence","कमाल लांबी
 क्रम"
"Maximum
 Operating
 Frequency","जास्तीत जास्त
 ऑपरेटिंग
 वारंवारता"
"Maxterm
 (= Standard sum
 Term)","कमाल
 (= मानक बेरीज
 संज्ञा)"
Mean entropy,म्हणजे एन्ट्रोपी
"Mean information
 Content","म्हणजे माहिती
 सामग्री"
Mean repair time,म्हणजे दुरुस्ती वेळ
"Means/ends
 Analysis","म्हणजे/समाप्त
 विश्लेषण"
"Mean time
 Between failures","म्हणजे वेळ
 अपयश दरम्यान"
"Mean time to
 Failure","मी वेळ
 अयशस्वी"
"Mean time to 
 Repair","मी वेळ
 दुरुस्ती"
Measured services,मोजलेल्या सेवा
"Measure of 
 Information","चे उपाय
 माहिती"
"Measure of
 Location","चे उपाय
 स्थान"
"Measures of
 Variation","च्या उपाय
 भिन्नता"
"Mechanical
 Calculator","यांत्रिक
 कॅल्क्युलेटर"
"Mechanical
 Dictionary","यांत्रिक
 शब्दकोष"
"Mechanical
 Translation","यांत्रिक
 अनुवाद"
"Mechanical
 Verifier","यांत्रिक
 सत्यापनकर्ता"
"Media drive 
Selecter","मीडिया ड्राइव्ह
Selecter"
"Media resident
 Software","मीडिया रहिवासी
 सॉफ्टवेअर"
"Medium scale
 Integration","मध्यम स्केल
 एकत्रीकरण"
Medium speed,मध्यम वेग
"Medium term
 Storage device","मध्यम मुदत
 स्टोरेज डिव्हाइस"
Meet operator,ऑपरेटरला भेटा
Megabyte,मेगाबाइट
Megacycle,मेगासायकल
"Membrance
 Keyboard
 (=Touch key
 Board)","पडदा
 कीबोर्ड
 (= स्पर्श की
 बोर्ड"
Memo posting,मेमो पोस्टिंग
Memory,मेमरी
"Memory address
 Register","मेमरी पत्ता
 नोंदणी करा"
Memory allocation,मेमरी वाटप
Memory annex,मेमरी अनुबंध
Memory array,मेमरी अ‍ॅरे
Memory bank,मेमरी बँक
"Memory buffer
 Register","मेमरी बफर
 नोंदणी करा"
Memory bus,मेमरी बस
Memory capacity,मेमरी क्षमता
Memory cell,मेमरी सेल
"Memory character
 Format","मेमरी वर्ण
 स्वरूप"
"Memory 
 Compaction","मेमरी
 कॉम्पॅक्शन"
Memory core,मेमरी कोअर
Memory cycle time,मेमरी सायकल वेळ
"Memory data
 Register","मेमरी डेटा
 नोंदणी करा"
"Memory disable
 Signal","मेमरी अक्षम
 सिग्नल"
"Memory enable
 Signal","मेमरी सक्षम
 सिग्नल"
Memory exchange,मेमरी एक्सचेंज
Memory fill,मेमरी फिल
Memory guard,मेमरी गार्ड
Memory hierarchy,मेमरी पदानुक्रम
"Memory
 Management","मेमरी
 व्यवस्थापन"
Memory map,मेमरी नकाशा
"Memory mapped
 I/O","मेमरी मॅप
 मी/ओ"
"Memory mapped
 Video","मेमरी मॅप
 व्हिडिओ"
Memory mapping,मेमरी मॅपिंग
Memory module,मेमरी मॉड्यूल
"Memory of
 Memory
 Instruction","ची मेमरी
 मेमरी
 सूचना"
Memory page,मेमरी पृष्ठ
Memory parity,मेमरी समता
"Memory pointer
 Register","मेमरी पॉईंटर
 नोंदणी करा"
Memory power,मेमरी पॉवर
"Memory printout
 (=Memory
 Dump)","मेमरी प्रिंटआउट
 (= मेमरी
 डंप)"
"Memory
 Protection","मेमरी
 संरक्षण"
"Memory reference
 Instruction","मेमरी संदर्भ
 सूचना"
Memory register,मेमरी रजिस्टर
Memory unit,मेमरी युनिट
"Memory
 Workspace","मेमरी
 कार्यक्षेत्र"
Menu,मेनू
Menu selection,मेनू निवड
Mercury delay line,पारा विलंब रेखा
"Mercury wetted
 Relay","बुध ओले
 रिले"
Marge,मार्गे
Mergeable heap,विलीनीकरण ढीग
"Merged transister
 Logic","विलीन ट्रान्सिस्टर
 तर्कशास्त्र"
"Merge exchange
 Sort","विलीनीकरण विनिमय
 क्रमवारी"
Merge order,विलीनीकरण ऑर्डर
Merge sort,विलीनीकरण क्रमवारी
Merging,विलीनीकरण
Mesh network,जाळी नेटवर्क
"Message
 Authenticator","संदेश
 प्रामाणिककर्ता"
Message block,संदेश ब्लॉक
Message buffering,संदेश बफरिंग
Message circuit,संदेश सर्किट
"Message circuit
 Noise","संदेश सर्किट
 आवाज"
"Message control
 Flag","संदेश नियंत्रण
 झेंडा"
Message data set,संदेश डेटा सेट
"Message display
 Console","संदेश प्रदर्शन
 कन्सोल"
"Message error
 Record","संदेश त्रुटी
 विक्रम"
Message exchange,संदेश विनिमय
Message field,संदेश फील्ड
Message format,संदेश स्वरूप
Message header,संदेश शीर्षलेख
Message mode,संदेश मोड
Message numbring,संदेश numbring
Message polling,संदेश मतदान
"Message
 Processing
 Program","संदेश
 प्रक्रिया
 कार्यक्रम"
Message queue,संदेश रांग
Message routing,संदेश मार्ग
"Message sink
 (= Message
 Receiver)","संदेश सिंक
 (= संदेश
 प्राप्तकर्ता)"
Message source,संदेश स्रोत
Message switch,संदेश स्विच
Message switching,संदेश स्विचिंग
"Message switching
 Centre","संदेश स्विचिंग
 मध्य"
"Message switching
 Network","संदेश स्विचिंग
 नेटवर्क"
Message telecommunication,संदेश दूरसंचार
Message text,संदेश मजकूर
"Message transfer
 Part","संदेश हस्तांतरण
 भाग"
Messaging,मेसेजिंग
Meta assembler,मेटा असेंबलर
Meta compilation,मेटा संकलन
Meta compiler,मेटा कंपाईलर
Meta language,मेटा भाषा
"Metallic facility
 Terminal","धातूची सुविधा
 टर्मिनल"
Metasystem,मेटासिस्टम
"Microcircuit
 Isolation","मायक्रोकिरकिट
 अलगीकरण"
Microcobol,मायक्रोकोबॉल
Micro code,सूक्ष्म कोड
Microcomputer,मायक्रो कॉम्प्यूटर
"Microcomputer
 Component","मायक्रो कॉम्प्यूटर
 घटक"
"Microcomputer
 Development
 System","मायक्रो कॉम्प्यूटर
 विकास
 प्रणाली"
"Microcomputer
 Word processing","मायक्रो कॉम्प्यूटर
 शब्द प्रक्रिया"
Micro controller,मायक्रो कंट्रोलर
Microcycle,मायक्रोसायकल
Micro electronics,मायक्रो इलेक्ट्रॉनिक्स
Microfiche,मायक्रोफिचे
Microfilm,मायक्रोफिल्म
Microfloppy,मायक्रोफ्लॉपी
Microflowchart,मायक्रोफ्लोचार्ट
Microform reader,मायक्रोफॉर्म रीडर
"Microform reader
 Copier","मायक्रोफॉर्म रीडर
 कॉपियर"
"Microform reader
 Printer","मायक्रोफॉर्म रीडर
 प्रिंटर"
Micrographics,मायक्रोग्राफिक्स
Microimage,मायक्रोइमेज
Micro instruction,सूक्ष्म सूचना
"Microinstruction
 Sequence","मायक्रोइन्स्ट्रक्शन
 क्रम"
Micromainframe,मायक्रोमेनफ्रेम
Microminiaturization,मायक्रोमिनिएटरायझेशन
Microorder,मायक्रोऑर्डर
Microphotograph,मायक्रोफोटोग्राफ
Microphotography,मायक्रोफोटोग्राफी
"Microprocessing
 Unit","मायक्रोप्रोसेसिंग
 युनिट"
Microprocessor,मायक्रोप्रोसेसर
"Microprocessor
 Analyzer","मायक्रोप्रोसेसर
 विश्लेषक"
"Microprocessor
 Architecture","मायक्रोप्रोसेसर
 आर्किटेक्चर"
"Microprocessor bit
 Slice","मायक्रोप्रोसेसर बिट
 स्लाइस"
"Microprocessor
 Chip","मायक्रोप्रोसेसर
 चिप"
"Microprocessor
 Compiler","मायक्रोप्रोसेसर
 कंपाईलर"
"Microprocessor
 Memory interface","मायक्रोप्रोसेसर
 मेमरी इंटरफेस"
Microprogram,मायक्रोप्रोग्राम
"Microprogram
 Control logic","मायक्रोप्रोग्राम
 तर्कशास्त्र नियंत्रित करा"
"Microprogram
 Control store","मायक्रोप्रोग्राम
 नियंत्रण स्टोअर"
"Microprogram
 Field","मायक्रोप्रोग्राम
 फील्ड"
"Microprogram
 Instruction set","मायक्रोप्रोग्राम
 सूचना सेट"
"Microprogrammed
 Microprocessor","मायक्रोप्रोग्रॅम्ड
 मायक्रोप्रोसेसर"
"Microprogram
 Microassembler","मायक्रोप्रोग्राम
 मायक्रोसेम्बलर"
"Microprogram
 Microcode","मायक्रोप्रोग्राम
 मायक्रोकोड"
"Microprogram
 Sequencer","मायक्रोप्रोग्राम
 सिक्वेन्सर"
"Microprogram
 Store","मायक्रोप्रोग्राम
 स्टोअर"
Microsequence,मायक्रोसेक्वेन्स
Microwave link,मायक्रोवेव्ह दुवा
Middle punch,मध्यम पंच
Middleware,मिडलवेअर
Midicomputer,मिडिक कॉम्प्यूटर
Migration,स्थलांतर
Migration path,स्थलांतर मार्ग
"Miniassembler
 Program","Miniassembler
 कार्यक्रम"
Minicomputer,मिनीकॉम्प्यूटर
"Minicomputer
 Assembler","मिनीकॉम्प्यूटर
 असेंबलर"
Minidiskette,मिनीडिस्केट
Minifloppy disk,मिनीफ्लॉपी डिस्क
Minimal machine,किमान मशीन
Minimal product,किमान उत्पादन
Minimal sum,किमान बेरीज
Minimal tree,किमान झाड
"Minimax
 Procedure","मिनीमॅक्स
 प्रक्रिया"
"Minimum access
 Coding","किमान प्रवेश
 कोडिंग"
"Minimum cost
Minimum cost
 Spanning tree","किमान किंमत
किमान किंमत
 विस्तृत झाड"
"Minimum delay
 Programming","किमान विलंब
 प्रोग्रामिंग"
"Minimum distance
 Code","किमान अंतर
 कोड"
"Minimum latency
 Coding","किमान विलंब
 कोडिंग"
Minor control field,किरकोळ नियंत्रण क्षेत्र
Minor cycle,किरकोळ चक्र
Minority carrier,अल्पसंख्याक वाहक
Minormost key,मिनरस्ट की
Minor structure,किरकोळ रचना
Minor total,किरकोळ एकूण
Minterm,मिनिमम
Minus flag,वजा ध्वज
Minus zone,वजा झोन
Mips,एमआयपीएस
"Miscellaneous
 Time","संकीर्ण
 वेळ"
Misfeed,चुकीची माहिती
"MIS (management
 Information
 System)","एमआयएस (व्यवस्थापन
 माहिती
 प्रणाली)"
Misregistration,चुकीचे कामकाज
Missing error,गहाळ त्रुटी
Mistake,चूक
"Mixed base
 Notation","मिश्रित बेस
 नोटेशन"
"Mixed base
 Number system","मिश्रित बेस
 क्रमांक प्रणाली"
"Mixed base
 Numeration
 System","मिश्रित बेस
 संख्या
 प्रणाली"
"Mixed mode
 Expression","मिश्रित मोड
 अभिव्यक्ती"
"Mixed-radix
 Notation","मिश्रित-रेडिक्स
 नोटेशन"
"Mixed-radix
 numeration
 system","मिश्रित-रेडिक्स
 संख्या
 प्रणाली"
"Mixed radix
 System","मिश्रित रेडिक्स
 प्रणाली"
"Mixed type
 Expression","मिश्र प्रकार
 अभिव्यक्ती"
Mnemonic,मेमोनिक
Mnemonic address,मेमोनिक पत्ता
Mnemonic name,मेमोनिक नाव
"Mnemonic
 Operation code","मेमोनिक
 ऑपरेशन कोड"
Mnemonic symbol,मेमोनिक प्रतीक
Model statement,मॉडेल स्टेटमेंट
"Modem encryption
 Device","मॉडेम एन्क्रिप्शन
 साधन"
Modification level,बदल पातळी
Modifier,सुधारक
Modifier bit,सुधारक बिट
Modifier register,सुधारक नोंदणी
Modify instruction,सूचना सुधारित करा
Modify ticket,तिकीट सुधारित करा
Modula,मॉड्युला
"Modular
 Arithmetic","मॉड्यूलर
 अंकगणित"
Modular counter,मॉड्यूलर काउंटर
Modularity,मॉड्युलरिटी
"Modular
 Programming","मॉड्यूलर
 प्रोग्रामिंग"
"Modulater
 Demodulater","मॉड्यूलर
 डेमोडुलेटर"
Modulation rate,मॉड्युलेशन दर
"Module
 Specification","मॉड्यूल
 तपशील"
Monadic,मोनॅडिक
"Monadic boolean
 Operator","मोनाडिक बुलियन
 ऑपरेटर"
Monadic operation,मोनॅडिक ऑपरेशन
Monadic operator,मोनाडिक ऑपरेटर
"Monitoring of
 Programs","चे परीक्षण
 कार्यक्रम"
"Monitoring
 Program","देखरेख
 कार्यक्रम"
Monitor printer,प्रिंटरचे परीक्षण करा
Monitor program,मॉनिटर प्रोग्राम
Monitor unit,मॉनिटर युनिट
Monnitor console,मॉनिटर कन्सोल
"Monolithic
 Integrated circuit","अखंड
 एकात्मिक सर्किट"
Monolithic storage,मोनोलिथिक स्टोरेज
"Monolithic
 Technology","अखंड
 तंत्रज्ञान"
Monostable,मोनोस्टेबल
"Monostable
 Multivibrater","मोनोस्टेबल
 मल्टीव्हिब्रेटर"
"Monostable trigger
 Circuit","मोनोस्टेबल ट्रिगर
 सर्किट"
Morpheme,मॉर्फिम
Morphism,मॉर्फिझम
Most significant bit,सर्वात महत्त्वपूर्ण बिट
"Most significant
 Character","सर्वात महत्त्वपूर्ण
 वर्ण"
Mother board,मदर बोर्ड
Mother register,आई नोंदणी
Mount,माउंट
Mount attribute,माउंट विशेषता
Move,हलवा
Movement file,हालचाल फाइल
"Moving average
 Method","बदलती सरासरी
 पद्धत"
Multiaccess system,मल्टीएसेस सिस्टम
"Multiaddress
 Calling","मल्टीएड्रेस
 कॉलिंग"
"Multiaddress
 Calling facility","मल्टीएड्रेस
 कॉलिंग सुविधा"
"Multiaddress
 Instruction","मल्टीएड्रेस
 सूचना"
Multiaspect,मल्टिआस्पेक्ट
Multibus,मल्टीबस
Multichip,मल्टीचिप
"Multidimensional
 Array","बहुआयामी
 रचना"
"Multidimensional
 Language","बहुआयामी
 इंग्रजी"
"Multidomain
 Network","मल्टीडोमेन
 नेटवर्क"
Multidrop line,मल्टीड्रॉप लाइन
"Multielement
 Dipole antenna","मल्टीलेमेंट
 द्विध्रुवीय अँटेना"
"Multifrequency
 Pulsing","बहुभाषिकता
 पल्सिंग"
"Multifrequency
 Pushbutton set","बहुभाषिकता
 पुशबट्टन सेट"
"Multifrequency
 Receiver","बहुभाषिकता
 प्राप्तकर्ता"
"Multifrequency
 Signal","बहुभाषिकता
 सिग्नल"
"Multifrequency
 Terminal","बहुभाषिकता
 टर्मिनल"
"Multifunction
 System","मल्टीफंक्शन
 प्रणाली"
Multijob operation,मल्टीजॉब ऑपरेशन
Multilayer device,मल्टीलेयर डिव्हाइस
Multilevel address,बहुस्तरीय पत्ता
Multilevel memory,बहुस्तरीय मेमरी
Multilevel security,बहुस्तरीय सुरक्षा
"Multilevel
 Subroutine","बहु स्तरीय
 सबरूटिन"
Multilinked,मल्टिलिंक्ड
Multimedia mail,मल्टीमीडिया मेल
"Multimode
 Counter","मल्टीमोड
 काउंटर"
Multipass sort,मल्टीपास क्रमवारी
Multiple access,एकाधिक प्रवेश
"Multiple address
 Instruction","एकाधिक पत्ता
 सूचना"
"Multiple
 Assignment","एकाधिक
 असाइनमेंट"
Multiple chain,एकाधिक साखळी
Multiple connector,एकाधिक कनेक्टर
"Multiple
 Declaration","एकाधिक
 घोषणा"
"Multiple domain
 Network","एकाधिक डोमेन
 नेटवर्क"
"Multiple job
 Processing","एकाधिक नोकरी
 प्रक्रिया"
"Multiple length
 Working","एकाधिक लांबी
 कार्यरत"
Multiple operation,एकाधिक ऑपरेशन
Multiple point line,एकाधिक बिंदू ओळ
Multiple precision,एकाधिक सुस्पष्टता
"Multiple
 Programming","एकाधिक
 प्रोग्रामिंग"
Multiple punching,एकाधिक पंचिंग
"Multiple
 Regression model","एकाधिक
 रीग्रेशन मॉडेल"
Multiple routing,एकाधिक मार्ग
"Multiple task
 Management","एकाधिक कार्य
 व्यवस्थापन"
Multiple utility,एकाधिक उपयुक्तता
"Multiple valued
 Logic","एकाधिक मूल्यवान
 तर्कशास्त्र"
"Multiplex data
 Terminal","मल्टिप्लेक्स डेटा
 टर्मिनल"
Multiplexed bus,मल्टीप्लेक्स्ड बस
"Multiplexed
 Operation","मल्टीप्लेक्स्ड
 ऑपरेशन"
Multiplexer,मल्टीप्लेक्सर
"Multiplexer
 Simulation","मल्टीप्लेक्सर
 सिम्युलेशन"
Multiplexing,मल्टीप्लेक्सिंग
Multiplex link,मल्टिप्लेक्स दुवा
Multiplex mode,मल्टीप्लेक्स मोड
"Multiplex
 Operation","मल्टीप्लेक्स
 ऑपरेशन"
Multiplier factor,गुणक घटक
"Multiplier quotient
 Register","गुणक भाग
 नोंदणी करा"
"Multiplying punch
 (= Calculating
 Punch)","गुणाकार पंच
 (= गणना करत आहे
 पंच)"
Multipoint circuit,मल्टीपॉईंट सर्किट
Multipoint link,मल्टीपॉईंट दुवा
"Multipoint
 Network","मल्टीपॉईंट
 नेटवर्क"
Multipriority,बहुप्रति
Multiprocessing,मल्टीप्रोसेसिंग
"Multiprocessing
 System","मल्टीप्रोसेसिंग
 प्रणाली"
Multiprocessor,मल्टीप्रोसेसर
"Multiprocessor
Interleaving","मल्टीप्रोसेसर
इंटरलीव्हिंग"
Multiprogramming,मल्टीप्रोग्रामिंग
"Multiprogramming
 Memory protect","मल्टीप्रोग्रामिंग
 मेमरी संरक्षण"
"Multiprogramming
 System","मल्टीप्रोग्रामिंग
 प्रणाली"
Multireel sorting,मल्टीयील सॉर्टिंग
Multiring file,मल्टीरिंग फाईल
