English,Odiya
intersecting lines,ବିଚ୍ଛେଦ ରେଖା |
intersection,ଛକ
intersection curve,ଛକ ବକ୍ର
intersection of curves,ବକ୍ରର ଛକ
intersection of sets,ସେଟ୍ ର ଛକ
interval,ବ୍ୟବଧାନ
interval estimate,ବ୍ୟବଧାନ ଆକଳନ |
inteval estimation,ଇଣ୍ଟିଭାଲ୍ ଆକଳନ
interval mid-point,ବ୍ୟବଧାନ ମଧ୍ୟଭାଗ |
intra-block effect,ଇଣ୍ଟ୍ରା-ବ୍ଲକ୍ ପ୍ରଭାବ
intraclass correlation,ଇଣ୍ଟ୍ରାକ୍ଲାସ୍ ସମ୍ପର୍କ
invariance,ପରିବର୍ତ୍ତନ
invariant,ଅବ arian ଧ |
invariant system,ଅବ arian ଧ ପ୍ରଣାଳୀ |
inventory,ଭଣ୍ଡାର
inventory allocation,ଭଣ୍ଡାର ବଣ୍ଟନ |
inventory control,ଭଣ୍ଡାର ନିୟନ୍ତ୍ରଣ |
inventory control model,ଭଣ୍ଡାର ନିୟନ୍ତ୍ରଣ ମଡେଲ୍ |
inventory control system,ଭଣ୍ଡାର ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
inventory cycle,ଭଣ୍ଡାର ଚକ୍ର |
inventory holding cost,ଭଣ୍ଡାର ଧାରଣ ମୂଲ୍ୟ |
inventory point,ଭଣ୍ଡାର ବିନ୍ଦୁ |
inventory policy,ଭଣ୍ଡାର ନୀତି |
inventory situation,ଭଣ୍ଡାର ପରିସ୍ଥିତି |
inverse,ଓଲଟା
inverse correlation,ଓଲଟା ସମ୍ପର୍କ
inverse function,ଓଲଟା କାର୍ଯ୍ୟ
inverse hyperbolic function,ଓଲଟା ହାଇପରବୋଲିକ୍ କାର୍ଯ୍ୟ |
inversely proportional,ବିପରୀତ ଆନୁପାତିକ |
inverse mapping,ଓଲଟା ମ୍ୟାପିଙ୍ଗ୍ |
inverse number,ଓଲଟା ସଂଖ୍ୟା
inverse of a matrix,ଏକ ମାଟ୍ରିକ୍ସର ଓଲଟା |
inverse permutation,ଓଲଟା ପର୍ମୁଟେସନ୍ |
inverse proportion,ଓଲଟା ଅନୁପାତ |
inverse trigonometrical function,ଓଲଟା ଟ୍ରାଇଗୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ |
inversion formula,ବିପରୀତ ସୂତ୍ର |
inversion of order,କ୍ରମର ବିପରୀତତା |
invertible matrix,invertible matrix
invertible transformation,ଅଦୃଶ୍ୟ ରୂପାନ୍ତର |
irrational,ଅଯ irr କ୍ତିକ |
irrational equation,ଅଯ irr କ୍ତିକ ସମୀକରଣ |
irrational expression,ଅଯ irr କ୍ତିକ ଅଭିବ୍ୟକ୍ତି |
irrational number,ଅଯ irr କ୍ତିକ ସଂଖ୍ୟା |
irrational root,ଅଯ irr କ୍ତିକ ମୂଳ |
irreducible,ଅବିସ୍ମରଣୀୟ |
irrotational vector,ଇରୋଟେସନ୍ ଭେକ୍ଟର୍ |
irrotational vector function,irrotational vector function
irrotational velocity,ଇରୋଟେସନ୍ ବେଗ |
isogonal,isogonal
isokurtosis,isokurtosis
isolated essential singularity,ଅଲଗା ଅତ୍ୟାବଶ୍ୟକ ଏକକତା |
isolated point,ବିଚ୍ଛିନ୍ନ ବିନ୍ଦୁ |
isometric,ଆଇସୋମେଟ୍ରିକ୍ |
isosceles configuration,isosceles ବିନ୍ୟାସ
iterated integral,ପୁନରାବୃତ୍ତି ଇଣ୍ଟିଗ୍ରାଲ୍ |
iterated interpolation,ପୁନରାବୃତ୍ତି ଇଣ୍ଟରପୋଲେସନ୍ |
iteration,ପୁନରାବୃତ୍ତି
iteration formula,ପୁନରାବୃତ୍ତି ସୂତ୍ର |
iterative integration formula,ପୁନରାବୃତ୍ତି ଏକୀକରଣ ସୂତ୍ର |
iterative procedure,ପୁନରାବୃତ୍ତି ପ୍ରଣାଳୀ |
iterative technique,ପୁନରାବୃତ୍ତି କ techni ଶଳ |
Jacobian,ଯାଦବ
Jacobian determinant,ଯାଦବ ନିର୍ଣ୍ଣୟକାରୀ |
Jacobian matrix,ଯାଦବ ମ୍ୟାଟ୍ରିକ୍ସ |
join of sets,ସେଟ୍ ର ଯୋଗ ଦିଅନ୍ତୁ |
joint,ମିଳିତ
joint density function,ମିଳିତ ଘନତା କାର୍ଯ୍ୟ
joint frequency function,ମିଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କାର୍ଯ୍ୟ
jointly dependent variable,ମିଳିତ ଭାବରେ ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
joint probability,ମିଳିତ ସମ୍ଭାବନା |
join (=union),ଯୋଗ ଦିଅନ୍ତୁ (= ୟୁନିଅନ୍)
jump,ଡେଇଁପଡ |
jump discontinuity,ବନ୍ଦ ଡେଇଁବା |
justification,ଯଥାର୍ଥତା |
justify,ଯଥାର୍ଥତା
Karnaugh map,କର୍ନାଗ୍ ମାନଚିତ୍ର
kernel,କର୍ଣ୍ଣଲ
kernel of the mapping,ମ୍ୟାପିଙ୍ଗର କର୍ଣ୍ଣଲ |
kinematics,କିଏନାମେଟିକ୍ସ |
kinetic energy,ଗତିଜ ଶକ୍ତି
kinetics,ଗତିଜ
Kolmogoroff Smirnov test,କଲମୋଗୋରଫ୍ ସ୍ମିର୍ନୋଭ୍ ପରୀକ୍ଷା |
Kronecker delta,କ୍ରୋନେକର୍ ଡେଲଟା |
kurtosis,କୁର୍ତ୍ତୋସିସ୍
Lagrange's function,ଲାଗ୍ରେଞ୍ଜର କାର୍ଯ୍ୟ |
Lagrange's multipliers,ଲାଗ୍ରେଞ୍ଜର ଗୁଣନକାରୀ |
lamina,ଲାମିନା
Laplace transform,ଲାପ୍ଲେସ୍ ଟ୍ରାନ୍ସଫର୍ମ |
large number,ବହୁ ସଂଖ୍ୟା
latent root(=characteristic root),ଲୁକ୍କାୟିତ ମୂଳ (= ଚରିତ୍ରିକ ମୂଳ)
lateral surface,ପାର୍ଶ୍ୱ ପୃଷ୍ଠ
latin square,ଲାଟିନ୍ ବର୍ଗ
latus rectum ,ଲାଟସ୍ ରେକ୍ଟମ୍ |
law,ନିୟମ
law of adding velocities,ବେଗ ଯୋଡିବାର ନିୟମ |
law of additivity,ଯୋଗର ନିୟମ |
law of diminishing return,ପ୍ରତ୍ୟାବର୍ତ୍ତନ କମିବାର ନିୟମ |
law of gravitation,ମାଧ୍ୟାକର୍ଷଣ ନିୟମ |
law of homomorphism for groups,ଗୋଷ୍ଠୀ ପାଇଁ ହୋମୋର୍ଫିଜିମ୍ ନିୟମ |
law of homomorphism for rings,ରିଙ୍ଗ ପାଇଁ ହୋମୋର୍ଫିଜିମର ନିୟମ |
law of increasing costs,ବୃଦ୍ଧି ଖର୍ଚ୍ଚର ନିୟମ |
law of indices,ସୂଚକାଙ୍କ ନିୟମ |
law of inertia,ନିଷ୍କ୍ରିୟତାର ନିୟମ |
law of large numbers,ବହୁ ସଂଖ୍ୟାରେ ନିୟମ |
law of probability,ସମ୍ଭାବ୍ୟତାର ନିୟମ |
law of sines,ସାଇନସ୍ ନିୟମ |
laws of exponents,ପ୍ରଦର୍ଶକଙ୍କ ନିୟମ |
laws of motion,ଗତିର ନିୟମ |
layer,ସ୍ତର
leading coefficient,ଅଗ୍ରଣୀ ଗୁଣବତ୍ତା
leading diagonal,ଅଗ୍ରଣୀ ତ୍ରିକୋଣୀୟ |
leading submatrix,ଅଗ୍ରଣୀ ସବମାଟ୍ରିକ୍ସ |
leading term,ଅଗ୍ରଣୀ ଶବ୍ଦ
least,ସର୍ବନିମ୍ନ
least common multiple (LCM),ସର୍ବନିମ୍ନ ସାଧାରଣ ଏକାଧିକ (LCM)
least element,ସର୍ବନିମ୍ନ ଉପାଦାନ |
least square,ସର୍ବନିମ୍ନ ବର୍ଗ
least upper bound,ସର୍ବନିମ୍ନ ଉପର ସୀମା |
left coset,ବାମ କୋସେଟ
left handed,ବାମ ହାତି
left handed screw,ବାମ ହାତର ସ୍କ୍ରୁ |
left inverse,ଓଲଟା
left multiplication,ବାମ ଗୁଣନ
Leibnitz formula,ଲିବ୍ନିଜ୍ ସୂତ୍ର |
length,ଲମ୍ବ
leptokurtic,ଲେପ୍ଟୋକର୍ଟିକ୍ |
leptokurtic curve,ଲେପ୍ଟୋକର୍ଟିକ୍ ବକ୍ର
leptokurtosis,ଲେପ୍ଟୋକର୍ଟୋସିସ୍ |
level curve,ସ୍ତର ବକ୍ର
level of confidence,ଆତ୍ମବିଶ୍ୱାସର ସ୍ତର
level of significance,ମହତ୍ତ୍ level ର ସ୍ତର |
lexicographically,ଶବ୍ଦଗତ ଭାବରେ |
lexicographical order,ଶବ୍ଦଗତ କ୍ରମ |
likelihood function,ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
likelihood ratio test,ସମ୍ଭାବନା ଅନୁପାତ ପରୀକ୍ଷା |
limit,ସୀମା
limiting,ସୀମିତ
limiting value,ମୂଲ୍ୟ ସୀମିତ
limiting velocity,ବେଗକୁ ସୀମିତ କରିବା |
limit in mean,ଅର୍ଥରେ ସୀମା |
limit of integration,ଏକୀକରଣର ସୀମା |
limit of sequence,କ୍ରମର ସୀମା |
limit point (=cluster point),ସୀମା ବିନ୍ଦୁ (= କ୍ଲଷ୍ଟର ବିନ୍ଦୁ)
limit velocity,ବେଗକୁ ସୀମିତ କରନ୍ତୁ |
line,ରେଖା
linear,ର line ଖ୍ୟ
linear algebraic,ର line ଖ୍ୟ ବୀଜ ବର୍ଣ୍ଣନା |
linear algebraic equation,ର line ଖ୍ୟ ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
linear approximation,ର line ଖିକ ଆନୁମାନିକତା |
linear asymptote,ର line ଖ୍ୟ ଅସ୍ମପଟ୍ଟ |
linear coefficient,ର line ଖ୍ୟ କୋଏଫିସିଏଣ୍ଟ୍ |
linear combination,ର line ଖ୍ୟ ମିଶ୍ରଣ |
linear constraints,ର line ଖିକ ପ୍ରତିବନ୍ଧକ |
linear dependence,ର line ଖ୍ୟ ନିର୍ଭରଶୀଳତା |
linear differential equation,ର line ଖ୍ୟ ଡିଫେରିଏଲ୍ ସମୀକରଣ |
linear dimension,ରେଖା ଆକାର
linear equation,ର line ଖ୍ୟ ସମୀକରଣ |
linear form,ର line ଖ୍ୟ ଫର୍ମ |
linear fractional transformation,ର line ଖିକ ଭଗ୍ନାଂଶ ପରିବର୍ତ୍ତନ |
linear function,ର line ଖ୍ୟ କାର୍ଯ୍ୟ |
linear functional,ର line ଖ୍ୟ କାର୍ଯ୍ୟକ୍ଷମ |
linear group,ରେଖା ଗୋଷ୍ଠୀ |
linear independence,ର line ଖ୍ୟ ସ୍ independence ାଧୀନତା |
linear independent relation,ର line ଖ୍ୟ ସ୍ independent ାଧୀନ ସମ୍ପର୍କ |
linear inequality,ର line ଖିକ ଅସମାନତା |
linear inhomogeneous differential equation,ର line ଖିକ ଅମାନୁଷିକ ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
linear integral equation,ର line ଖ୍ୟ ଇଣ୍ଟିଗ୍ରାଲ୍ ସମୀକରଣ |
linear interpolation,ର line ଖ୍ୟ ଇଣ୍ଟରପୋଲେସନ୍ |
linear least square regression analysis,ର line ଖ୍ୟ ସର୍ବନିମ୍ନ ବର୍ଗ ରିଗ୍ରେସନ୍ ବିଶ୍ଳେଷଣ |
linearity,ର ar ଖିକତା |
linearly dependent,ଧାଡ଼ିରେ ନିର୍ଭରଶୀଳ |
linearly independent,ଧାଡ଼ିରେ ସ୍ୱାଧୀନ |
linear mapping,ର line ଖ୍ୟ ମ୍ୟାପିଙ୍ଗ୍ |
linear order,ର line ଖିକ କ୍ରମ |
linear ordering,ର line ଖିକ କ୍ରମ |
linear programming,ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |
linear programming algorithm,ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ ଆଲଗୋରିଦମ |
linear programming problem,ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
linear regression,ର line ଖିକ ରିଗ୍ରେସନ୍ |
linear regression coefficient,ର line ଖିକ ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
linear relation,ର line ଖ୍ୟ ସମ୍ପର୍କ |
linear space (=vector space),ର line ଖ୍ୟ ସ୍ଥାନ (= ଭେକ୍ଟର ସ୍ପେସ୍)
linear subspace,ର line ଖ୍ୟ ସବ୍ ସ୍ପେସ୍ |
linear transformation,ର line ଖିକ ରୂପାନ୍ତର |
linear trend,ର line ଖ୍ୟ ଧାରା |
linear unbiased estimate,ର line ଖ୍ୟ ନିରପେକ୍ଷ ଆକଳନ |
linear velocity,ର line ଖ୍ୟ ବେଗ |
line integral,ରେଖା ଅବିଚ୍ଛେଦ୍ୟ
line of intersection,ଛକ ରେଖା
line of regression,ରେଗ୍ରେସନ୍ ରେଖା |
localised vector,ଲୋକାଲ୍ ଭେକ୍ଟର୍ |
local optimum,ସ୍ଥାନୀୟ ସର୍ବୋତ୍କୃଷ୍ଟ |
locus,ଲୋକସ୍
log,ଲଗ୍
logarithmic,ଲୋଗାରିଥମିକ୍ |
logarithmic accuracy,ଲୋଗାରିଥମିକ୍ ସଠିକତା |
logarithmic calculation,ଲୋଗାରିଥମିକ୍ ଗଣନା |
logarithmic curve,ଲୋଗାରିଥମିକ୍ ବକ୍ର
logarithmic derivative,ଲୋଗାରିଥମିକ୍ ଡେରିଭେଟିଭ୍ |
logarithmic differentiation,ଲୋଗାରିଥମିକ୍ ଭିନ୍ନତା |
logarithmic function,ଲୋଗାରିଥମିକ୍ କାର୍ଯ୍ୟ
logarithmic mean (=geometric mean),ଲୋଗାରିଥମିକ୍ ଅର୍ଥ (= ଜ୍ୟାମିତିକ ଅର୍ଥ)
logarithmic normal distribution,ଲୋଗାରିଥମିକ୍ ସାଧାରଣ ବଣ୍ଟନ |
logarithmic relationship,ଲୋଗାରିଥମିକ୍ ସମ୍ପର୍କ |
logarithmic scale,ଲୋଗାରିଥମିକ୍ ସ୍କେଲ୍ |
logarithmic series,ଲୋଗାରିଥମିକ୍ ସିରିଜ୍ |
logarithmic spiral (equiangular spiral),ଲୋଗାରିଥମିକ୍ ସ୍ପିରାଲ୍ (ସମାନ୍ତରାଳ ସ୍ପିରାଲ୍)
logarithmic table (=log table),ଲୋଗାରିଥମିକ୍ ଟେବୁଲ୍ (= ଲଗ୍ ଟେବୁଲ୍)
logarithm (log),logarithm (ଲଗ)
logic,ତର୍କ
logically equivalent,ଯୁକ୍ତିଯୁକ୍ତ ଭାବରେ ସମାନ |
logistic curve,ଲଜିଷ୍ଟିକ୍ ବକ୍ର
lognormal distribution,ସାଧାରଣ ବଣ୍ଟନ |
longitude,ଦ୍ରାଘିମା
loop,ଲୁପ୍
lottery,ଲଟେରୀ
lower bar,ନିମ୍ନ ଦଣ୍ଡିକା |
lower bound,ନିମ୍ନ ବନ୍ଧା |
lower Riemann integral,ନିମ୍ନ ରିମାନ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |
lower sum,କମ୍ ରାଶି
lower triangular matrix,ନିମ୍ନ ତ୍ରିକୋଣୀୟ ମ୍ୟାଟ୍ରିକ୍ସ |
Maclaurin's expansion,ମାକଲାଉରିନଙ୍କ ବିସ୍ତାର |
magic number,ଯାଦୁ ସଂଖ୍ୟା
magic square,ମ୍ୟାଜିକ୍ ବର୍ଗ
magnitude limit (=limiting magnitude),ତୀବ୍ରତା ସୀମା (= ସୀମିତତା ସୀମିତ)
mailed questionnaire,ମେଲ କରାଯାଇଥିବା ପ୍ରଶ୍ନପତ୍ର |
mail survey,ମେଲ୍ ସର୍ଭେ |
majorant (upper bound),ମହାନ୍ (ଉପର ସୀମା)
major arc,ପ୍ରମୁଖ ଆର୍କ
majorised set,ପ୍ରମୁଖ ସେଟ୍ |
many valued function,ଅନେକ ମୂଲ୍ୟବାନ କାର୍ଯ୍ୟ |
map,ମାନଚିତ୍ର
map into the set,ସେଟ୍ ରେ ମାନଚିତ୍ର
mapping of a set,ଏକ ସେଟ୍ ର ମ୍ୟାପିଙ୍ଗ୍ |
marginal probability,ସାଂଘାତିକ ସମ୍ଭାବନା |
mathematical analysis,ଗାଣିତିକ ବିଶ୍ଳେଷଣ |
mathematical argument,ଗାଣିତିକ ଯୁକ୍ତି
mathematical centre,ଗାଣିତିକ କେନ୍ଦ୍ର
mathematical complexity,ଗାଣିତିକ ଜଟିଳତା |
mathematical economics,ଗାଣିତିକ ଅର୍ଥନୀତି
mathematical expectation,ଗାଣିତିକ ଆଶା
mathematical form,ଗାଣିତିକ ରୂପ |
mathematical formulation,ଗାଣିତିକ ସୂତ୍ର
mathematical identity,ଗାଣିତିକ ପରିଚୟ
mathematical logic,ଗାଣିତିକ ତର୍କ
mathematical model,ଗାଣିତିକ ମଡେଲ୍ |
mathematical notion,ଗାଣିତିକ ଧାରଣା
matrix digonalisation,ମ୍ୟାଟ୍ରିକ୍ସ ଡିଜିନାଲାଇଜେସନ୍ |
matrix inverse,ମ୍ୟାଟ୍ରିକ୍ସ ଓଲଟା |
matrix inversion,ମ୍ୟାଟ୍ରିକ୍ସ ଓଲଟା |
matrix iterative method,ମ୍ୟାଟ୍ରିକ୍ସ ପୁନରାବୃତ୍ତି ପଦ୍ଧତି |
matrix method,ମ୍ୟାଟ୍ରିକ୍ସ ପଦ୍ଧତି |
matrix multiplication,ମ୍ୟାଟ୍ରିକ୍ସ ଗୁଣନ |
matrix of constants,ସ୍ଥିର ମାଟ୍ରିକ୍ସ |
matrix of effectiveness,ଫଳପ୍ରଦତାର ମ୍ୟାଟ୍ରିକ୍ସ |
matrix operator,ମ୍ୟାଟ୍ରିକ୍ସ ଅପରେଟର୍ |
matrix polynomial,ମ୍ୟାଟ୍ରିକ୍ସ ବହୁଭୂତ |
matrix printing,ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟିଙ୍ଗ୍ |
matrix product,ମ୍ୟାଟ୍ରିକ୍ସ ଉତ୍ପାଦ |
maximized,ସର୍ବାଧିକ
maximum,ସର୍ବାଧିକ
maximum absolute value,ସର୍ବାଧିକ ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ |
maximum F-ratio,ସର୍ବାଧିକ F- ଅନୁପାତ |
maximum likelihood,ସର୍ବାଧିକ ସମ୍ଭାବନା |
maxmin,maxmin
maxmin criterian,maxmin criterian
max of a function,ଏକ ଫଙ୍କସନ୍ ର ସର୍ବାଧିକ
Maxwell-Boltzmann statistics,ମ୍ୟାକ୍ସୱେଲ-ବୋଲ୍ଟଜମ୍ୟାନ୍ ପରିସଂଖ୍ୟାନ |
mean deviation,ଅର୍ଥ ବିଚ୍ୟୁତି |
mean square deviation,ବର୍ଗର ବିଚ୍ୟୁତି |
mean square error,ବର୍ଗ ତ୍ରୁଟି |
mean value,ଅର୍ଥ ମୂଲ୍ୟ
mean value theorem,ଅର୍ଥ ମୂଲ୍ୟ ଥିଓରେମ୍ |
measure of kurtosis,କୁର୍ତ୍ତୋସିସ୍ ମାପ |
median,ମଧ୍ୟମ
median centre,ମଧ୍ୟମ କେନ୍ଦ୍ର |
mesokurtic curve,ମେସୋକର୍ଟିକ୍ ବକ୍ର
mesokurtosis,ମେସୋକର୍ଟୋସିସ୍ |
message,ବାର୍ତ୍ତା |
method,ପଦ୍ଧତି
method of elimination,ବିଲୋପ ପ୍ରଣାଳୀ |
method of inversion,ବିପରୀତ ପଦ୍ଧତି |
method of iteration,ପୁନରାବୃତ୍ତି ପଦ୍ଧତି |
method of least squares,ସର୍ବନିମ୍ନ ବର୍ଗର ପଦ୍ଧତି |
method of moments,ମୁହୂର୍ତ୍ତର ପଦ୍ଧତି |
method of similar triangles,ସମାନ ତ୍ରିରଙ୍ଗାର ପଦ୍ଧତି |
method of steepest descent,ଶିଖର ଅବତରଣର ପଦ୍ଧତି |
method of summation,ସମୀକରଣର ପଦ୍ଧତି |
method of undetermined coefficient,ନିର୍ଦ୍ଦିଷ୍ଟ କୋଏଫିସିଣ୍ଟେଣ୍ଟର ପଦ୍ଧତି |
metric space,ମେଟ୍ରିକ୍ ସ୍ପେସ୍ |
metric system,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
metric unit,ମେଟ୍ରିକ୍ ୟୁନିଟ୍ |
micro theory,ମାଇକ୍ରୋ ସିଦ୍ଧାନ୍ତ |
middle,ମ middle ି
middle term,ମଧ୍ୟମ ଅବଧି
mid point,ମଧ୍ୟମ ବିନ୍ଦୁ |
mid point formula,ମଧ୍ୟମ ବିନ୍ଦୁ ସୂତ୍ର |
minimal polynomial,ସର୍ବନିମ୍ନ ବହୁଭୂତ |
minimax principle,ମିନିମାକ୍ସ ନୀତି |
minimum,ସର୍ବନିମ୍ନ
minimum point (of curve),ସର୍ବନିମ୍ନ ବିନ୍ଦୁ (ବକ୍ରର)
minimum polynomial,ସର୍ବନିମ୍ନ ବହୁଭୂତ |
min of a function,ଏକ ଫଙ୍କସନ୍ ର ମିନିଟ୍
minor arc,ଛୋଟ ଆର୍କ
minor axis,ଛୋଟ ଅକ୍ଷ
minorised subset,ଛୋଟ ଉପସେଟ |
minus,ମାଇନସ୍
minus sign,ମାଇନସ୍ ଚିହ୍ନ
mixed fraction,ମିଶ୍ରିତ ଭଗ୍ନାଂଶ |
mixed strategy,ମିଶ୍ରିତ ରଣନୀତି |
mode,ମୋଡ୍
modulus,ମଡ୍ୟୁଲସ୍
modulus of a complex number,ଏକ ଜଟିଳ ସଂଖ୍ୟାର ମଡ୍ୟୁଲସ୍ |
moment,ମୁହୂର୍ତ୍ତ
moment generating function,ମୁହୂର୍ତ୍ତ ସୃଷ୍ଟି କାର୍ଯ୍ୟ
moment of a force,ଏକ ବଳର ମୁହୂର୍ତ୍ତ |
moment of frequency distribution,ବାରମ୍ବାର ବଣ୍ଟନର ମୁହୂର୍ତ୍ତ |
moment of inertia,ନିଷ୍କ୍ରିୟତାର ମୁହୂର୍ତ୍ତ |
moment of momentum,ଗତିର ମୁହୂର୍ତ୍ତ
momentum,ଗତି
monomial,ମୋନୋମିଆଲ୍ |
monomorphic,ମନୋମୋର୍ଫିକ୍ |
monomorphism,ମନୋମୋର୍ଫିଜିମ୍ |
monotone,ମୋନୋଟୋନ |
monotone increasing sequence,ମୋନୋଟୋନ ବୃଦ୍ଧି କ୍ରମ |
monotonically,ଏକକ ଭାବରେ |
monotonically increasing net,ଏକକ ଭାବରେ ବ net ୁଥିବା ଜାଲ୍ |
monotonically increasing sequence,ଏକକ ଭାବରେ ବ increasing ୁଥିବା କ୍ରମ |
monotonic function,ମୋନୋଟୋନିକ୍ କାର୍ଯ୍ୟ
Monte Carlo calculation,ମୋଣ୍ଟେ କାର୍ଲୋ ଗଣନା |
Monte Carlo method,ମୋଣ୍ଟେ କାର୍ଲୋ ପଦ୍ଧତି |
morra (game),ମୋରା (ଖେଳ)
mortality statistics,ମୃତ୍ୟୁ ପରିସଂଖ୍ୟାନ
most probable,ସର୍ବାଧିକ ସମ୍ଭାବ୍ୟ |
motion,ଗତି
moving average,ହାରାହାରି ଗତିଶୀଳ |
M-space,M- ସ୍ପେସ୍ |
M-test for integral,ଇଣ୍ଟିଗ୍ରାଲ୍ ପାଇଁ M- ପରୀକ୍ଷା |
multidecision problem,ବହୁମୁଖୀ ସମସ୍ୟା |
multidimensional normal distribution,ବହୁମୁଖୀ ସାଧାରଣ ବଣ୍ଟନ |
multidimensional random variable,ବହୁମୁଖୀ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
multi-index transportation problem,ମଲ୍ଟି ଇଣ୍ଡେକ୍ସ ପରିବହନ ସମସ୍ୟା |
multinomial,ବହୁମୁଖୀ
multinomial distribution,ବହୁମୁଖୀ ବଣ୍ଟନ |
multiple,ଏକାଧିକ
multiple choice problem,ଏକାଧିକ ପସନ୍ଦ ସମସ୍ୟା |
multiple connected domain,ଏକାଧିକ ସଂଯୁକ୍ତ ଡୋମେନ୍ |
multiple correlation,ଏକାଧିକ ସମ୍ପର୍କ
multiple frequency table,ଏକାଧିକ ଫ୍ରିକ୍ୱେନ୍ସି ଟେବୁଲ୍ |
multiple integral,ଏକାଧିକ ଅବିଚ୍ଛେଦ୍ୟ |
multiple integration,ଏକାଧିକ ଏକୀକରଣ
multiple regression,ଏକାଧିକ ରିଗ୍ରେସନ୍ |
multiple regression analysis,ଏକାଧିକ ରିଗ୍ରେସନ୍ ଆନାଲିସିସ୍ |
multiple regression coefficient,ଏକାଧିକ ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
multiple regression equation,ଏକାଧିକ ରିଗ୍ରେସନ୍ ସମୀକରଣ |
multiple root,ଏକାଧିକ ମୂଳ
multiplication,ଗୁଣନ
multiplication by columns (of determinant),ସ୍ତମ୍ଭ ଦ୍ୱାରା ଗୁଣନ (ନିର୍ଣ୍ଣୟକାରୀ)
multiplication by rows (of determinant),ଧାଡି ଦ୍ୱାରା ଗୁଣନ (ନିର୍ଣ୍ଣୟକାରୀ)
multiplication factor,ଗୁଣନ କାରକ |
multiplicative function,ଗୁଣାତ୍ମକ କାର୍ଯ୍ୟ
multiplicative group,ବହୁଗୁଣ ଗୋଷ୍ଠୀ |
multiplicative inverse,ବହୁଗୁଣ ଓଲଟା |
multiplicity,ବହୁଗୁଣ
multiplicity of roots,ମୂଳର ବହୁଗୁଣ |
multiplicity of zero,ଶୂନ୍ୟର ଗୁଣ
multiplier,ଗୁଣକ
multiply,ଗୁଣ କର
multivariate distribution,ମଲ୍ଟିଭାରିଏଟ୍ ବଣ୍ଟନ |
multivariate normal distribution,ମଲ୍ଟିଭାରିଏଟ୍ ସାଧାରଣ ବଣ୍ଟନ |
multivariate population,ବହୁବିଧ ଜନସଂଖ୍ୟା |
mutual,ପାରସ୍ପରିକ
nabla,ନାବଲା |
Napierian,ନାପିରିଆନ୍ |
Napierian logarithm,ନାପିରିଆନ୍ ଲୋଗାରିଦମ୍ |
natural logarithm,ପ୍ରାକୃତିକ ଲୋଗାରିଦମ୍ |
natural number,ପ୍ରାକୃତିକ ସଂଖ୍ୟା |
nautical mile,ନାଟିକାଲ୍ ମାଇଲ୍ |
n-dimensional,n- ଡାଇମେନ୍ସନାଲ୍ |
n-dimensional vector space,n- ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର୍ ସ୍ପେସ୍ |
necessary and sufficient condition,ଆବଶ୍ୟକ ଏବଂ ପର୍ଯ୍ୟାପ୍ତ ଅବସ୍ଥା |
necessary condition,ଆବଶ୍ୟକ ସର୍ତ୍ତ
negation,ଅବନତି
negative,ନକାରାତ୍ମକ
negative curvature,ନକାରାତ୍ମକ ବକ୍ରତା |
negative definite form,ନକାରାତ୍ମକ ନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |
negative definite matrix,ନକାରାତ୍ମକ ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |
negative semi-definite form,ନକାରାତ୍ମକ ଅର୍ଦ୍ଧ-ନିର୍ଦ୍ଦିଷ୍ଟ ଫର୍ମ |
neighbourhood,ପଡୋଶୀ
nested sampling,ନଷ୍ଟ ହୋଇଥିବା ନମୁନା ସଂଗ୍ରହ |
net reproduction rate,ନିଟ୍ ପ୍ରଜନନ ହାର |
Newtonian mechanics,ନ୍ୟୁଟୋନିୟନ୍ ମେକାନିକ୍ସ |
Newton's divided difference formula,ନ୍ୟୁଟନ୍ ର ବିଭାଜିତ ପାର୍ଥକ୍ୟ ସୂତ୍ର |
Newton's laws of motion,ନ୍ୟୁଟନ୍ ଗତିର ନିୟମ |
