Marathi,Malayalam
वाढवणे,നീട്ടൽ
लेन्स,ലെന്സ്
लेन्झचा कायदा,ലെൻസ് നിയമം
सपाट बोगदा,പരന്ന തുരങ്കം
क्षैतिज उड्डाण,തിരശ്ചീന ഫ്ലൈറ്റ്
"समतल करणे, समतल करणे","നിരപ്പാക്കൽ, നിരപ്പാക്കൽ"
"क्षैतिज स्क्रू, लेव्हलिंग स्क्रू","തിരശ്ചീന സ്ക്രൂ, ലെവലിംഗ് സ്ക്രൂ"
आत्मविश्वास पातळी,അത്മവിശ്വാസത്തിന്റെ അളവ്
महत्त्व पातळी,പ്രാധാന്യം ലെവൽ
"क्षैतिज पृष्ठ, सपाट पृष्ठ, समतुल्य पृष्ठ","തിരശ്ചീന പേജ്, ഫ്ലാറ്റ് പേജ്, ഇക്വിപോട്ടൻഷ്യൽ പേജ്"
"लीव्हर, लीव्हर","ലിവർ, ലിവർ"
आभासी दोलन,വെർച്വൽ ആന്ദോളനം
"लिडर, लेझर इन्फ्रारेड रडार","ലിഡാർ, ലേസർ ഇൻഫ്രാറെഡ് റഡാർ"
"आयुष्य, वय","ജീവിതം, പ്രായം"
"लिफ्ट, लिफ्ट","ഉയർത്തുക, ഉയർത്തുക"
विमोचन क्षण,വീണ്ടെടുക്കൽ നിമിഷം
"लहान, प्रकाश, मंद, लहान, लहान, 6 प्रकाश","ചെറുത്, വെളിച്ചം, മങ്ങിയത്, ചെറുത്, ചെറുത്, 6 വെളിച്ചം"
"समशीतोष्ण., प्रकाश","മിതശീതോഷ്ണ., പ്രകാശം"
वीज,മിന്നൽ
प्रकाश वर्ष प्रकाश वर्ष,പ്രകാശവർഷം പ്രകാശവർഷം
"एकसंध, एकसंध, एकसंध","ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ"
"मर्यादा, किरकोळ","പരിധി, നാമമാത്ര"
"मर्यादा, मर्यादा, टोक","പരിധി, പരിധി, അതിരുകടന്ന"
वर्तमान मर्यादा,നിലവിലെ പരിധി
"रेषा, रेषा, लंबवर्तुळाकार","രേഖ, രേഖ, ദീർഘവൃത്താകൃതി"
"रेखीय, रेखीय, रेखीय","രേഖീയ, രേഖീയ, രേഖീയ"
रेखीयकरण,രേഖീയവൽക്കരണം
"एकसंधता, रेखीयता","ഏകതാനത, രേഖീയത"
"एकेरी, रेखीय","ഒറ്റയ്ക്ക്, രേഖീയമായി"
ओळ संभाव्य,ലൈൻ സാധ്യത
रेखीय अपूर्णता,രേഖീയ അപൂർണ്ണത
स्ट्रोक लाइन,സ്ട്രോക്ക് ലൈൻ
रेखीय स्पेक्ट्रम,രേഖീയ സ്പെക്ട്രം
लाइन व्होल्टेज,ലൈൻ വോൾട്ടേജ്
"बंध, तार, साखळी, ग्रंथी, दुवा","ബോണ്ട്, ചരട്, ചങ്ങല, ഗ്രന്ഥി, ലിങ്ക്"
द्रवीकरण,ദ്രവീകരണം
द्रवरूप,ദ്രവീകരിച്ചത്
द्रवरूप,ദ്രവീകരിച്ചത്
द्रवपदार्थ,ദ്രാവകം
द्रव साठा,ദ്രാവക റിസർവോയർ
लिक्विड क्रिस्टल,ലിക്വിഡ് ക്രിസ്റ്റൽ
तरलता,ദ്രവ്യത
द्रव-चालित रॉकेट,ദ്രാവക ചാലക റോക്കറ്റ്
lisaju आकडेवारी,ലിസാജു കണക്കുകൾ
"यादी, यादी","പട്ടിക, പട്ടിക"
"सूची, सूची","ലിസ്റ്റിംഗ്, ലിസ്റ്റിംഗ്"
कचरा,ലിറ്റർ
थेट कार्यक्रम,തത്സമയ പ്രോഗ്രാം
इलेक्ट्रिक वायर,വൈദ്യുത വയർ
"भार, भार, भार, भार, भार","ലോഡ്, ലോഡ്, ലോഡ്, ലോഡ്, ലോഡ്"
चुंबक दगड,കാന്തം കല്ല്
"स्थानिक, स्थानिक","പ്രാദേശിക, പ്രാദേശിക"
स्थानिक मॅक्सवेल,പ്രാദേശിക മാക്സ്വെല്ലി
"स्थान, स्थान, स्थान, स्थान, स्थान","സ്ഥാനം, സ്ഥാനം, സ്ഥാനം, സ്ഥാനം, സ്ഥാനം"
संलग्न दोष,ബന്ധിത തെറ്റ്
"तलाक, माल","തലാഖ്, ചരക്ക്"
"locus, locus","ലോക്കസ്, ലോക്കസ്"
चुंबक दगड,കാന്തം കല്ല്
लॉगरिदमिक,ലോഗരിഥമിക്
तर्कशास्त्र,യുക്തി
वाजवी,ന്യായമായ
"लॉजिस्टिक्स, ऑपरेशन्स सायन्स","ലോജിസ്റ്റിക്സ്, ഓപ്പറേഷൻ സയൻസ്"
लंडन वेंडरवाल आकर्षणे,ലണ്ടൻ വണ്ടർവാൾസ് ആകർഷണങ്ങൾ
रिमोट ट्रान्समिशन,റിമോട്ട് ട്രാൻസ്മിഷൻ
"रेखांश, रेखांश","രേഖാംശം, രേഖാംശം"
रेविनेचचे रेखांश,രവിനെക്കിന്റെ രേഖാംശം
"रेखांशाचा, रेखांशाचा","രേഖാംശ, രേഖാംശ"
लांब स्वर,നീണ്ട സ്വരാക്ഷരങ്ങൾ
"loop, loop, loop (ed.), loop (v.), prasand","ലൂപ്പ്, ലൂപ്പ്, ലൂപ്പ് (എഡി.), ലൂപ്പ് (വി.), പ്രസന്ദ്"
सैलपणे बांधलेले,അയഞ്ഞ ബന്ധനം
"विरळ पॅक, पॅक","വിരളമായി പായ്ക്ക്, പാക്ക്"
lorents fittsgerald आकुंचन,ലോറന്റിന്റെ ഫിറ്റ്സ്ജെറാൾഡ് സങ്കോചം
तोटा मुक्त ओळ,നഷ്ട രഹിത ലൈൻ
सडलेले डायलेक्ट्रिक,ദ്രവിച്ച വൈദ്യുത
शक्ती,ശക്തി
"कमी दाबाचे क्षेत्र, नैराश्य","താഴ്ന്ന മർദ്ദം, വിഷാദം"
"तिरस्कार, कमी","നിന്ദ, താഴ്ന്ന"
"सर्वात कमी, सर्वात लहान","ഏറ്റവും ചെറിയ, ഏറ്റവും ചെറിയ"
निकृष्ट व्हॅक्यूम,താഴ്ന്ന വാക്വം
प्रकाशमानता,തിളക്കം
संदीप्ती,സന്ദീപ്തി
तेजस्वी,പ്രസരിപ്പുള്ള
ज्योत.,ജ്വാല.
"दीप, प्रदीपी, ज्योती-","ദീപ്, പ്രദീപി, ജ്യോതി-"
चंद्र दिवस,ചാന്ദ്ര ദിനം
चंद्रग्रहण,ചന്ദ്രഗ്രഹണം
चंद्र उपग्रह,ചന്ദ്രൻ ഉപഗ്രഹം
चंद्र टप्प्यात बदल,ചന്ദ്രന്റെ ഘട്ട മാറ്റം
लक्स,ലക്സ്
लिमन मालिका,ലൈമാൻ സീരീസ്
स्थूल,മൊത്തത്തിലുള്ള
स्थूल,മൊത്തത്തിലുള്ള
"मॅजिक लँटर्न, सचित्र कंदील","മാന്ത്രിക വിളക്ക്, ചിത്ര വിളക്ക്"
"माया क्रमांक, जादूचा क्रमांक, स्थायी क्रमांक","മായ നമ്പർ, മാജിക് നമ്പർ, പെർമനൻസ് നമ്പർ"
चुंबकीयदृष्ट्या,കാന്തികമായി
चुंबकीय,കാന്തിക
चुंबकीय प्रतिरोधक,കാന്തിക പ്രതിരോധം
चुंबकीकरण,കാന്തികമാക്കൽ
चुंबकीकरण,കാന്തികവൽക്കരണം
चुंबकत्व,കാന്തികത
चुंबक थर्मल प्रभाव,കാന്തം താപ പ്രഭാവം
चुंबक हायड्रोडायनामिक्स,കാന്തം ഹൈഡ്രോഡൈനാമിക്സ്
चुंबक हायड्रोस्टॅटिक्स,കാന്തം ഹൈഡ്രോസ്റ്റാറ്റിക്സ്
मॅग्नेटोमीटर,മാഗ്നെറ്റോമീറ്റർ
मॅग्नेटन,മാഗ്നെറ്റൺ
चुंबक मंडळ,കാന്തം വൃത്തം
स्थिर चुंबकत्व,സ്റ്റാറ്റിക് കാന്തികത
मॅग्नेट्रॉन रेक्टिफायर,മാഗ്നെട്രോൺ റക്റ്റിഫയർ
मोठे केलेली प्रतिमा,വലുതാക്കിയ ചിത്രം
भिंग,മാഗ്നിഫയർ
"मोठे करणे, मोठे करणे","വലുതാക്കുക, വലുതാക്കുക"
"भिंग, मोठेपणा-","മാഗ്നിഫയർ, മാഗ്നിഫിക്കേഷൻ-"
आवर्धक लेन्स,മാഗ്നിഫൈയിംഗ് ലെൻസ്
"विशालता, विशालता","മാഗ്നിറ്റ്യൂഡ്, മാഗ്നിറ്റ്യൂഡ്"
मॅग्नॉन,മാഗ്നൺ
मुख्य बँड,പ്രധാന ബാൻഡ്
"मुख्य रस्ता, मुख्य मार्ग","പ്രധാന റോഡ്, മെയിൻ ലൈൻ"
"मुख्य तार, मुख्य नळ","പ്രധാന വയർ, പ്രധാന ടാപ്പ്"
"देखभाल, पोषण, देखभाल","പരിപാലനം, പോഷണം, പരിപാലനം"
mayorana अर्क,മയോറാന സത്തിൽ
प्रमुख अक्ष,പ്രധാന അക്ഷം
मुख्य दोष,പ്രധാന ന്യൂനത
बहुविध,ബഹുസ്വരമായ
मास्टर टोन,മാസ്റ്റർ ടോൺ
संपर्क आणि खंडित,ബന്ധപ്പെടുകയും തകർക്കുകയും ചെയ്യുക
लवचिकता,വഴക്കം
कौशल्ये,കഴിവുകൾ
मॅन्युअल हाताळणी,മാനുവൽ കൃത്രിമത്വം
ऑपरेटर,ഓപ്പറേറ്റർ
मानवयुक्त फुगा,മനുഷ്യരുള്ള ബലൂൺ
"बॅरोमीटर, मॅनोमीटर","മാനുമീറ്റർ, മാനുമീറ്റർ"
पॉलीहेड्रॉन,ബഹുമുഖം
माणूस माणूस वर्षे,മനുഷ്യൻ മനുഷ്യൻ വർഷങ്ങൾ
"सीमांत, सीमांत, सीमांत","നാമമാത്രമായ, നാമമാത്രമായ, നാമമാത്രമായ"
सीमांत एन्ट्रॉपी,മാർജിനൽ എൻട്രോപ്പി
सुरक्षित परिसर,സുരക്ഷിതമായ പരിസരം
नाविक Dsuichak,നാവികൻ ഡ്സുചക്
"गुण, गुण, गुण","അടയാളങ്ങൾ, അടയാളങ്ങൾ, അടയാളങ്ങൾ"
मार्कर,മാർക്കർ
maser,മേസർ
"मुखवटा, मुखवटा, आवरण","മുഖംമൂടി, മുഖംമൂടി, മൂടുപടം"
झाकणे,മൂടിവയ്ക്കുക
"वस्तुमान, वस्तुमान, मोठ्या प्रमाणात","പിണ്ഡം, പിണ്ഡം, ബൾക്ക്"
वस्तुमान विपुलता,ബഹുജന സമൃദ്ധി
वस्तुमान गुणोत्तर प्रतिक्रिया,ബഹുജന അനുപാത പ്രതികരണം
"वस्तुमान एकाग्रता, वस्तुमान एकाग्रता, वस्तुमान एकाग्रता, वस्तुमान विपुलता","ബഹുജന ഏകാഗ്രത, ബഹുജന ഏകാഗ്രത, ബഹുജന ഏകാഗ്രത, ബഹുജന സമൃദ്ധി"
वस्तुमान नुकसान,ബഹുജന നഷ്ടം
मास्टर न्यूक्लियस,മാസ്റ്റർ ന്യൂക്ലിയസ്
वस्तुमान गती,ബഹുജന വേഗത
वस्तुमान प्रतिरोधकता,ബഹുജന പ്രതിരോധം
"मास्टर प्लेट, मास्टर प्लेट","മാസ്റ്റർ പ്ലേറ്റ്, മാസ്റ്റർ പ്ലേറ്റ്"
जुळणे,പൊരുത്തം
जुळले,പൊരുത്തപ്പെട്ടു
जुळणारे,പൊരുത്തപ്പെടുന്നു
"मॅट्रिक्स, मॅट्रिक्स, मॅट्रिक्स, मॅट्रिक्स","മാട്രിക്സ്, മാട്രിക്സ്, മാട്രിക്സ്, മാട്രിക്സ്"
"पदार्थ, पदार्थ","ദ്രവ്യം, പദാർത്ഥം"
कमाल,പരമാവധി
"सर्वोच्च, सर्वोच्च, सर्वोच्च, सर्वोच्च, सर्वोच्च","ഏറ്റവും ഉയർന്ന, ഉയർന്ന, ഉയർന്ന, ഉയർന്ന, ഉയർന്ന"
जास्तीत जास्त परवानगी,അനുവദനീയമായ പരമാവധി
मॅक्सवेल-वोल्ट्समन वितरण कायदा,മാക്സ്വെൽ-വോൾട്ട്സ്മാൻ വിതരണ നിയമം
मॅक्सवेल वितरण,പരമാവധി വിതരണം
"मॅक्लिओड गेज, मॅक्लिओड गेज","മക്ലിയോഡ് ഗേജ്, മക്ലിയോഡ് ഗേജ്"
अर्थ,അർത്ഥമാക്കുന്നത്
"म्हणजे मुक्त मार्ग, म्हणजे मुक्त मार्ग","സ്വതന്ത്ര പാത എന്നർത്ഥം, സ്വതന്ത്ര പാത എന്നാണ് അർത്ഥമാക്കുന്നത്"
सरासरी वय मध्यम वय,ശരാശരി പ്രായം ശരാശരി പ്രായം
म्हणजे आयुष्यभर,ജീവിതകാലം അർത്ഥമാക്കുന്നത്
बेड मोजा,കിടക്ക അളക്കുക
"मोजणे, मोजणे, मोजणे","അളക്കുക, അളക്കുക, അളക്കുക"
"शक्ती, यांत्रिक","ബലം, മെക്കാനിക്കൽ"
यांत्रिक फायदा,മെക്കാനിക്കൽ നേട്ടം
"बल विज्ञान, यांत्रिकी, यांत्रिकी","ശക്തി ശാസ്ത്രം, മെക്കാനിക്സ്, മെക്കാനിക്സ്"
यांत्रिकीकरण,യന്ത്രവൽക്കരണം
"यंत्रणा, यांत्रिकी","മെക്കാനിസം, മെക്കാനിക്സ്"
"मध्यक, मध्य, मध्य, मध्य","ഇടത്തരം, ഇടത്തരം, ഇടത്തരം, ഇടത്തരം"
"स्थूल, गुरु, महा, स्पष्ट, नियुत (दशलक्षा)","സ്ഥൂലം, ഗുരു, മഹാ, വ്യക്തം, നിയുത് (ദശലക്ഷം)"
मेगाक्युरी,മെഗാക്യൂറി
मॅगोम,മാഗോം
मॉसनर प्रभाव,മൗസ്നർ പ്രഭാവം
एम-इलेक्ट्रॉन,എം-ഇലക്ട്രോൺ
"स्वर, ताल","സ്വരം, താളം"
"वितळणे (adj.), वितळणे, वितळणे (ver.)","ഉരുകുക (adj.), ഉരുകുക, ഉരുകുക (ver.)"
"वितळणे, वितळणे","ഉരുകുക, ഉരുകുക"
द्रवणांक,ദ്രവണാങ്കം
"मेमरी, मेमरी सिस्टम","മെമ്മറി, മെമ്മറി സിസ്റ്റം"
"meniscus, meniscus","meniscus, meniscus"
"pariya, murial","പരിയ, മ്യൂറിയൽ"
"mercury-barometer, mercury-barometer","മെർക്കുറി ബാരോമീറ്റർ, മെർക്കുറി ബാരോമീറ്റർ"
"पारडिक, मयुरनिक","പർദിക്, മയൂരിക്"
मेरिडियन,മെറിഡിയൻ
गुणांक,ഗുണകം
गवंडी,കല്പണിക്കാരൻ
"मासोनी पोल, युकावा पोल","മസോണി പോൾ, യുകാവ പോൾ"
संदेश,സന്ദേശം
"धातू, मूलभूत पदार्थ","ലോഹങ്ങൾ, അടിസ്ഥാന വസ്തുക്കൾ"
"धातूकाम, धातूचे चित्रण","ലോഹപ്പണി, ലോഹ ചിത്രീകരണം"
मेटाफिजिक्स,മെറ്റാഫിസിക്സ്
काटकसरी,മിതവ്യയം
उल्का,ഉൽക്കാശില
उल्का,ഉൽക്കാശില
हवामानशास्त्रीय,കാലാവസ്ഥാ ശാസ്ത്രം
हवामानशास्त्रज्ञ,കാലാവസ്ഥാ ശാസ്ത്രജ്ഞൻ
"मीटर पूल, मीटर पूल","മീറ്റർ പാലം, മീറ്റർ പാലം"
"अंतर, मीटर","ദൂരം, മീറ്റർ"
मिशेलसन इंटरफेरोमीटर,മൈക്കൽസന്റെ ഇന്റർഫെറോമീറ്റർ
microampere,മൈക്രോആമ്പിയർ
सूक्ष्म विश्लेषण,സൂക്ഷ്മ വിശകലനം
मायक्रो-कॅनोनिकल संच,മൈക്രോ-കാനോനിക്കൽ സെറ്റ്
मायक्रो कॅनॉनिकल समुदाय,മൈക്രോ കാനോനിക്കൽ കമ്മ്യൂണിറ്റി
सूक्ष्म सर्किट,മൈക്രോ സർക്യൂട്ട്
मायक्रो फिशर,മൈക്രോ ഫിഷർ
मायक्रॉन,മൈക്രോൺ
मायक्रोफोन,മൈക്രോഫോൺ
"मायक्रोफोटोग्राफ, मायक्रोस्कोप फोटो","മൈക്രോഫോട്ടോഗ്രാഫ്, മൈക്രോസ്കോപ്പ്ഫോട്ടോ"
सूक्ष्म भौतिकशास्त्र,മൈക്രോഫിസിക്സ്
"सूक्ष्मदर्शक, सूक्ष्मदर्शक","മൈക്രോസ്കോപ്പ്, മൈക്രോസ്കോപ്പ്"
"सूक्ष्मदर्शक, सूक्ष्मदर्शक, सूक्ष्मदर्शक","സൂക്ഷ്മദർശിനി, സൂക്ഷ്മദർശിനി, സൂക്ഷ്മദർശിനി"
छान बाब,നല്ല മെറ്റീരിയൽ
सूक्ष्मदर्शक,സൂക്ഷ്മദർശിനി
"मायक्रोस्टेट, मायक्रोस्टेट","മൈക്രോസ്റ്റേറ്റ്, മൈക്രോസ്റ്റേറ്റ്"
मायक्रोटॉर,മൈക്രോടോർ
सूक्ष्म लहर,മൈക്രോ വേവ്
मेरिडियन,മെറിഡിയൻ
मधला,മധ്യഭാഗം
येणारे आयन,ഇൻകമിംഗ് അയോൺ
मैल,മൈലുകൾ
"आकाश गंगा, मिल्खा मेखला","ആകാശ് ഗംഗ, മിൽഖ മേഖല"
मिलर निर्देशांक,മില്ലർ സൂചിക
खनिजे,ധാതുക്കൾ
शॉर्ट सर्किट,ഷോർട്ട് സർക്യൂട്ട്
लहान करणे,ചുരുക്കുന്നു
किमान मार्ग,കുറഞ്ഞ പാത
"सर्वात कमी, सर्वात कमी, सर्वात कमी, सर्वात कमी","ഏറ്റവും താഴ്ന്ന, ഏറ്റവും താഴ്ന്ന, ഏറ്റവും താഴ്ന്ന"
सर्वात कमी आयनीकरण,ഏറ്റവും കുറഞ്ഞ അയോണൈസേഷൻ
अल्पसंख्याक वाहक,ന്യൂനപക്ഷ കാരിയർ
अल्पसंख्याक उत्सर्जित करणारे,ന്യൂനപക്ഷ ഉദ്വമനികൾ
लहान टोन,ചെറിയ ടോൺ
"कला, मिनिट, मिनिट","കല, മിനിറ്റ്, മിനിറ്റ്"
मारिचिका,മരീചിക
"आरसा, मुकूर","കണ്ണാടി, മുകുർ"
"प्रतिप न्यूक्लियस, प्रतिप न्यूक्लियस","പ്രതിപ് ന്യൂക്ലിയസ്, പ്രതിപ് ന്യൂക്ലിയസ്"
मिसळण्याची क्षमता,മിശ്രത
न जुळलेल्या ओळी,പൊരുത്തപ്പെടാത്ത വരികൾ
कुमेलोन,കുമേലോൺ
"ओरिएंटियरिंग, टेली ओरिएंटेशन","ഓറിയന്ററിംഗ്, ടെലി ഓറിയന്റേഷൻ"
"क्षेपणास्त्रे, क्षेपणास्त्रे","മിസൈലുകൾ, മിസൈലുകൾ"
अनुपस्थित इलेक्ट्रॉन,ഇലക്ട്രോൺ ഇല്ലാത്തത്
गहाळ ओळी,നഷ്ടപ്പെട്ട വരികൾ
असभ्यता,പരദൂഷണം
"मिक्सर, मिक्सर, मिक्सर (व्यक्ती)","മിക്സർ, മിക്സർ, മിക്സർ (വ്യക്തി)"
एमके. s पद्धत,എം.കെ. എസ്. രീതി
"हलवणे, हलवणे, हलवणे","ചലിക്കുന്ന, ചലിക്കുന്ന, ചലിക്കുന്ന"
पोर्टेबल अँटेना,പോർട്ടബിൾ ആന്റിന
गतिशीलता,ചലനാത്മകത
"पद्धत, पद्धत, प्रणाली, मोड, पॉलिमर, मोड, स्टेज, 8. मोड","മോഡ്, രീതി, സിസ്റ്റം, മോഡ്, പോളിമർ, മോഡ്, ഘട്ടം, 8. മോഡ്"
विमानमंडन,വിമന്ദൻ
नियंत्रक,മോഡറേറ്റർ
चमकणारी जाळी,തിളങ്ങുന്ന ലാറ്റിസ്
"बदल, रूपांतर, परिवर्तन","പരിഷ്ക്കരണം, പരിവർത്തനം, പരിവർത്തനം"
रूपांतरित घातांकीय वक्र,രൂപാന്തരപ്പെട്ട എക്‌സ്‌പോണൻഷ്യൽ കർവ്
"कनवर्टर, कनवर्टर, कॅलिब्रेटर","കൺവെർട്ടർ, കൺവെർട്ടർ, കാലിബ്രേറ്റർ"
रूपांतरित करा,മാറ്റുക
मॉड्यूलर सर्किट,മോഡുലാർ സർക്യൂട്ട്
"संगीत, मोड्युलेटेड","സംഗീതം, മോഡുലേറ്റഡ്"
"संगीत, मॉड्युलेशन","സംഗീതം, മോഡുലേഷൻ"
मॉड्युलेटर,മോഡുലേറ്റർ
"मॉड्यूल, मॉड्यूलर","മൊഡ്യൂൾ, മോഡുലാർ"
"मापांक, मापांक","മോഡുലസ്, മോഡുലസ്"
झुंड प्रभाव,കൂട്ടം പ്രഭാവം
ओलसर,നനഞ്ഞ
"gram molecular, molar, mole","ഗ്രാം തന്മാത്ര, മോളാർ, മോൾ"
"ग्राम आण्विकता, molarity","ഗ്രാം തന്മാത്ര, മോളാരിറ്റി"
"ग्राम रेणू, तीळ","ഗ്രാം തന്മാത്ര, മോൾ"
आण्विक रेणू,തന്മാത്രാ തന്മാത്ര
रेणू,തന്മാത്ര
क्षण,നിമിഷം
क्षण हात,നിമിഷ ഭുജം
क्षणिक,ക്ഷണികമായ
आवेग,പ്രേരണ
मोनोअॅटॉमिक,മോണോ ആറ്റോമിക്
"मॉनिटर, मॉनिटर, डायनॅमिक विश्लेषक","മോണിറ്റർ, മോണിറ്റർ, ഡൈനാമിക് അനലൈസർ"
देखरेख,നിരീക്ഷണം
मोनोक्रोमॅटिक,മോണോക്രോമാറ്റിക്
"monochromator, monochromator","മോണോക്രോമേറ്റർ, മോണോക്രോമേറ്റർ"
मोनोक्रोमॅटिक,മോണോക്രോമാറ്റിക്
नीरसपणा,ഏകതാനത
मोनोक्युलर मायक्रोस्कोप,മോണോകുലാർ മൈക്രോസ്കോപ്പ്
सामोरजी,സമോർജി
वेगवान,വേഗം
"एकजिनसीपणा, एकसंधता","ഏകജാതി, ഏക ഏകത"
monopolar,ഏകധ്രുവം
मोनोक्युलर,ഏകപക്ഷീയമായ
मोर्स की,മോഴ്സ് കീ
मोज़ेक-क्रिस्टल,മൊസൈക്ക്-ക്രിസ്റ്റൽ
"MOSFETs, मेटल ऑक्साइड सेमीकंडक्टर","MOSFET-കൾ, മെറ്റൽ ഓക്സൈഡ് അർദ്ധചാലകങ്ങൾ"
बहुधा,മിക്കവാറും
आई क्रिस्टल,അമ്മ ക്രിസ്റ്റൽ
आकृतिबंध सूत्र,മോട്ടിഫ് ഫോർമുല
अंतर रूपांतरण गती,ദൂരം പരിവർത്തന വേഗത
चित्रपट,സിനിമകൾ
प्रेरक शक्ती,പ്രേരണ ശക്തി
मोटर,മോട്ടോർ
"माउंट, माउंट, धारक, आरोपकर्ता, टेकडी","മൗണ്ട്, മൗണ്ട്, ഹോൾഡർ, കുറ്റാരോപിതൻ, കുന്ന്"
"तोंड, तोंड","വായ, വായ"
प्रमुख स्पीकर,"തലവൻ, വക്താവ്"
एसपी संपर्ककर्ता,എസ്പി കോൺടാക്റ്റർ
एसपी संपर्ककर्ता,എസ്പി കോൺടാക്റ്റർ
जंगम कप्पी,ചലിക്കുന്ന പുള്ളി
चित्रपट,സിനിമകൾ
चित्रपट कॅमेरा,സിനിമാ ക്യാമറ
मोबाईल,മൊബൈൽ
एकाधिक छिद्र उपकरण,ഒന്നിലധികം ദ്വാരമുള്ള ഉപകരണം
बहुघटक,ബഹുഘടകം
अनेक केबल्स,ധാരാളം കേബിളുകൾ
मल्टीमीटर,മൾട്ടിമീറ്റർ
polymath अमूर्तता,പോളിമത്ത് അമൂർത്തീകരണം
"एकाधिक संपर्क, एकाधिक संपर्क","ഒന്നിലധികം കോൺടാക്റ്റ്, ഒന്നിലധികം കോൺടാക്റ്റ്"
एकाधिक अनुनाद,ഒന്നിലധികം അനുരണനം
मल्टी ionized,മൾട്ടി അയോണൈസ്ഡ്
मल्टीटास्किंग ऑपरेशन,മൾട്ടിടാസ്കിംഗ് ഓപ്പറേഷൻ
एकाधिक प्रतिक्रिया,ഒന്നിലധികം പ്രതികരണം
एकाधिक प्रतिबिंब,ഒന്നിലധികം പ്രതിഫലനങ്ങൾ
गुणाकार,ഗുണനം
प्रचारात्मक प्रभाव,പ്രമോഷണൽ പ്രഭാവം
गुणाकार प्रभाव,ഗുണനഫലം
गुणक,ഗുണനം
अनेकत्व,ബഹുസ്വരത
गुणक,ഗുണനം
"गुणाकार, गुणाकार","ഗുണിക്കുക, ഗുണിക്കുക"
"मल्टीस्टेज रॉकेट, मल्टीस्टेज रॉकेट","മൾട്ടിസ്റ്റേജ് റോക്കറ്റ്, മൾട്ടിസ്റ്റേജ് റോക്കറ്റ്"
"mu-meson, μ-meson","mu-meson, μ-meson"
"muon, mumason","മ്യൂൺ, മ്യൂമസൺ"
muoni,മ്യൂണി
संगीत,സംഗീതം
"संगीत, संगीत","സംഗീതം, സംഗീതം"
स्वारा हरभरा,സ്വര ഗ്രാം
"परस्पर, परस्पर","പരസ്‌പരം, പരസ്‌പരം"
"दूरदृष्टी, मायोपिया","കാഴ്ചക്കുറവ്, മയോപിയ"
"नखे, नखे","നഖങ്ങൾ, നഖങ്ങൾ"
आणि पूरक,സപ്ലിമെന്റും
नॅनो,നാനോ
"नैसर्गिक, नैसर्गिक","സ്വാഭാവികം, സ്വാഭാവികം"
नॉटिकल मैल,നോട്ടിക്കൽ മൈൽ
"ऑपरेशन्स, नेव्हिगेशन","പ്രവർത്തനങ്ങൾ, നാവിഗേഷൻ"
नेव्हिगेटर,നാവിഗേറ്റർ
जवळचे,ഏറ്റവും അടുത്തുള്ള
नेबुला,നെബുല
सुई यादी,സൂചി പട്ടിക
"नकारात्मक, नकारात्मक, नकारात्मक","നെഗറ്റീവ്, നെഗറ്റീവ്, നെഗറ്റീവ്"
उपेक्षणीय,നിസ്സാരമായ
"शेजारचा बिंदू, शेजारचा बिंदू","അയൽ പോയിന്റ്, അടുത്തുള്ള പോയിന്റ്"
निऑन दिवा,നിയോൺ വിളക്ക്
नेपच्यून,നെപ്റ്റ്യൂൺ
सर्वात चांगला प्रभाव,നാനെസ്റ്റ് പ്രഭാവം
निव्वळ शुल्क,നെറ്റ് ചാർജ്
जाळी (सर्किट),മെഷ് (സർക്യൂട്ട്)
नैमन विभव,നൈമാൻ വിഭാവ്
मूडी,മൂഡി
विरघळणारा अणू,അലിയാത്ത ആറ്റം
तटस्थीकरण पत्रिका,ന്യൂട്രലൈസേഷൻ ജാതകം
उदासीनता,നിസ്സംഗത
"नॉन-डिस्चार्ज मेसन, चार्जलेस मेसन","നോൺ-ഡിസ്ചാർജ് മെസൺ, ചാർജില്ലാത്ത മെസൺ"
न्यूट्रिनो,ന്യൂട്രിനോ
न्यूट्रॉन,ന്യൂട്രോൺ
बातम्या प्रसारित,വാർത്താ പ്രക്ഷേപണം
न्यूटनी,ന്യൂറ്റ്നി
काढा,നീക്കം ചെയ്യുക
वेंट प्रिझम,വെന്റ് പ്രിസം
निळी उष्णता,നീല ചൂട്
बारीक धातू,നല്ല ലോഹം
फिल्टर आकृती,ഫിൽട്ടർ ഡയഗ്രം
"नोड, पॉइंट, नोड पॉइंट, क्लीवेज पॉइंट, फिल्टरेशन पॉइंट, ड्रॉप पॉइंट","നോഡ്, പോയിന്റ്, നോഡ് പോയിന്റ്, ക്ലീവേജ് പോയിന്റ്, ഫിൽട്ടറേഷൻ പോയിന്റ്, ഡ്രോപ്പ് പോയിന്റ്"
"नोड, नोड, पाईप","നോഡ്, നോഡ്, പൈപ്പ്"
"आवाज, आवाज","ബഹളം, ബഹളം"
शून्य लोड स्थिती,പൂജ്യം ലോഡ് അവസ്ഥ
शोषून न घेणारे माध्यम,ആഗിരണം ചെയ്യാത്ത മാധ്യമം
मुळसंख्या,പ്രധാന സംഖ്യ
प्रतिष्ठा,അന്തസ്സ്
नॉन-कुलंब स्कॅटरिंग,നോൺ-കൂലോംബ് സ്കാറ്ററിംഗ്
