Malayalam,English
തൽക്ഷണ കേന്ദ്രം,instantaneous centre
തൽക്ഷണ വേഗത,instantaneous velocity
തൽക്ഷണ വോളിയം,instantaneous volume
പൂർണ്ണസംഖ്യ,integer
പൂർണ്ണസംഖ്യ ലീനിയർ പ്രോഗ്രാമിംഗ്,integer linear programming
സമഗ്രത,integrability
സംയോജിപ്പിക്കാവുന്ന,integrable
ഇന്റഗ്രബിൾ ഡിഫറൻഷ്യൽ സമവാക്യം,integrable differential equation
സംയോജിത സമവാക്യം,integrable equation
സംയോജിത പ്രവർത്തനം,integrable function
സമഗ്രമായ,integral
അവിഭാജ്യ കാൽക്കുലസ്,integral calculus
അവിഭാജ്യ വക്രം,integral curve
അവിഭാജ്യ ഡൊമെയ്ൻ,integral domain
സമഗ്ര സമവാക്യം,integral equation
സമഗ്ര സംഖ്യ,integral number
ആദ്യ തരത്തിലുള്ള അവിഭാജ്യഘടകം,integral of the first kind
സമഗ്രമായ പ്രാതിനിധ്യം,integral representation
അവിഭാജ്യ ചിഹ്നം,integral sign
സംയോജിപ്പിക്കുക,integrate
സംയോജിത ആഗിരണം ഗുണകം,integrated absorption coefficient
സംയോജിപ്പിക്കുന്ന ഘടകം,integrating factor
സംയോജനം,integration
വേർതിരിവിലൂടെയുള്ള സംയോജനം,integration by differentiation
ഭാഗങ്ങൾ മുഖേനയുള്ള സംയോജനം,integration by parts
യുക്തിസഹീകരണത്തിലൂടെയുള്ള സംയോജനം,integration by rationalisation
പകരം വയ്ക്കൽ വഴിയുള്ള സംയോജനം,integration by substitution
തുടർച്ചയായി കുറയ്ക്കുന്നതിലൂടെ ഏകീകരണം,integration by successive reduction
പരമ്പര പ്രകാരമുള്ള സംയോജനം,integration by series
വെക്റ്ററിന്റെ സംയോജനം,integration of vector
ഒരു അടഞ്ഞ പ്രതലത്തിൽ സംയോജനം,integration over a closed surface
ഇന്റഗ്രേറ്റർ,integrator
ഇന്റഗ്രേറ്റർ ഘടകം,integrator component
ഇന്റഗ്രോ - ഡിഫറൻഷ്യൽ സമവാക്യം,integro - differential equation
തടസ്സപ്പെടുത്തുക,intercept
പരസ്പരം മാറ്റാവുന്ന പ്രവർത്തനം,interchangable operation
കൈമാറ്റം,interchange
ഇന്റർക്ലാസ് പരസ്പരബന്ധം,interclass correlation
പരസ്പരബന്ധം,inter correlation
പരസ്പര ബന്ധ ഗുണകം,inter correlation coefficient
പരസ്പരാശ്രിതത്വം,interdependency
പരസ്പരാശ്രിതം,interdependent
പലിശ,interest
ഇന്റർഫേസ്,interface
ഇന്റർഫേഷ്യൽ ആംഗിൾ,interfacial angle
സമഗ്രമായ,integrand
സംയോജിപ്പിച്ചത്,integrated
ഇന്റീരിയർ,interior
ആന്തരിക കോൺ,interior angle
ഇന്റീരിയർ ഏരിയ,interior area
ഇന്റീരിയർ ഡൊമെയ്ൻ,interior domain
ആന്തരിക ഘടകം,interior element
ഒരു സെറ്റിന്റെ ഇന്റീരിയർ,interior of a set
ഇന്റീരിയർ എതിർ കോണിൽ,interior opposite angle
ആന്തരിക ഗ്രഹം,interior planet
ഇന്റീരിയർ പോയിന്റ്,interior point
ഇന്റർമീഡിയറ്റ്,intermediate
ഇന്റർമീഡിയറ്റ് പോയിന്റ്,intermediate point
ഇന്റർമീഡിയറ്റ് മൂല്യ സിദ്ധാന്തം,intermediate value theorem
ആന്തരിക ദ്വിഭാഗം,internal bisector
ഇന്റർപോളേഷൻ,interpolation
ഇന്റർപോളേഷൻ ഫോർമുല,interpolation formula
വിഭജിക്കുന്നു,intersecting
മുറിച്ചുകടക്കുന്ന വളവുകൾ,intersecting curves
വിഭജിക്കുന്ന വരികൾ,intersecting lines
കവല,intersection
കവല വളവ്,intersection curve
വളവുകളുടെ കവല,intersection of curves
സെറ്റുകളുടെ കവല,intersection of sets
ഇടവേള,interval
ഇടവേള എസ്റ്റിമേറ്റ്,interval estimate
ഇടവേള കണക്കാക്കൽ,inteval estimation
ഇടവേള മധ്യ പോയിന്റ്,interval mid-point
ഇൻട്രാ-ബ്ലോക്ക് പ്രഭാവം,intra-block effect
ഇൻട്രാക്ലാസ് പരസ്പരബന്ധം,intraclass correlation
മാറ്റമില്ലാത്തത്,invariance
മാറ്റമില്ലാത്ത,invariant
മാറ്റമില്ലാത്ത സംവിധാനം,invariant system
ഇൻവെന്ററി,inventory
ഇൻവെന്ററി അലോക്കേഷൻ,inventory allocation
ഇൻവെന്ററി നിയന്ത്രണം,inventory control
ഇൻവെന്ററി നിയന്ത്രണ മോഡൽ,inventory control model
ഇൻവെന്ററി നിയന്ത്രണ സംവിധാനം,inventory control system
ഇൻവെന്ററി സൈക്കിൾ,inventory cycle
ഇൻവെന്ററി ഹോൾഡിംഗ് ചെലവ്,inventory holding cost
ഇൻവെന്ററി പോയിന്റ്,inventory point
ഇൻവെന്ററി നയം,inventory policy
ഇൻവെന്ററി സാഹചര്യം,inventory situation
വിപരീതം,inverse
വിപരീത പരസ്പരബന്ധം,inverse correlation
വിപരീത പ്രവർത്തനം,inverse function
വിപരീത ഹൈപ്പർബോളിക് പ്രവർത്തനം,inverse hyperbolic function
വിപരീത അനുപാതം,inversely proportional
വിപരീത മാപ്പിംഗ്,inverse mapping
വിപരീത സംഖ്യ,inverse number
ഒരു മാട്രിക്സിന്റെ വിപരീതം,inverse of a matrix
വിപരീത ക്രമമാറ്റം,inverse permutation
വിപരീത അനുപാതം,inverse proportion
വിപരീത ത്രികോണമിതി പ്രവർത്തനം,inverse trigonometrical function
വിപരീത ഫോർമുല,inversion formula
ക്രമത്തിന്റെ വിപരീതം,inversion of order
വിപരീത മാട്രിക്സ്,invertible matrix
വിപരീത പരിവർത്തനം,invertible transformation
യുക്തിരഹിതമായ,irrational
യുക്തിരഹിതമായ സമവാക്യം,irrational equation
യുക്തിരഹിതമായ ആവിഷ്കാരം,irrational expression
യുക്തിരഹിതമായ സംഖ്യ,irrational number
യുക്തിരഹിതമായ റൂട്ട്,irrational root
അപ്രസക്തമായ,irreducible
പ്രകോപനപരമായ വെക്റ്റർ,irrotational vector
പ്രകോപനപരമായ വെക്റ്റർ പ്രവർത്തനം,irrotational vector function
പ്രകോപനപരമായ വേഗത,irrotational velocity
സമകോണാകൃതിയിലുള്ള,isogonal
isokurtosis,isokurtosis
ഒറ്റപ്പെട്ട അത്യാവശ്യമായ ഏകത്വം,isolated essential singularity
ഒറ്റപ്പെട്ട പോയിന്റ്,isolated point
ഐസോമെട്രിക്,isometric
ഐസോസിലിസ് കോൺഫിഗറേഷൻ,isosceles configuration
ആവർത്തിച്ച അവിഭാജ്യ,iterated integral
ആവർത്തിച്ചുള്ള ഇന്റർപോളേഷൻ,iterated interpolation
ആവർത്തനം,iteration
ആവർത്തന സൂത്രവാക്യം,iteration formula
ആവർത്തന സംയോജന ഫോർമുല,iterative integration formula
ആവർത്തന നടപടിക്രമം,iterative procedure
ആവർത്തന സാങ്കേതികത,iterative technique
യാക്കോബിയൻ,Jacobian
യാക്കോബിയൻ ഡിറ്റർമിനന്റ്,Jacobian determinant
യാക്കോബിയൻ മാട്രിക്സ്,Jacobian matrix
സെറ്റുകളുടെ കൂട്ടിച്ചേർക്കൽ,join of sets
സംയുക്ത,joint
സംയുക്ത സാന്ദ്രത പ്രവർത്തനം,joint density function
ജോയിന്റ് ഫ്രീക്വൻസി ഫംഗ്ഷൻ,joint frequency function
സംയുക്തമായി ആശ്രയിക്കുന്ന വേരിയബിൾ,jointly dependent variable
സംയുക്ത സംഭാവ്യത,joint probability
ചേരുക (=യൂണിയൻ),join (=union)
ചാടുക,jump
ജമ്പ് നിർത്തലാക്കൽ,jump discontinuity
ന്യായീകരണം,justification
ന്യായീകരിക്കുക,justify
കർണാഗ് ഭൂപടം,Karnaugh map
കേർണൽ,kernel
മാപ്പിംഗിന്റെ കേർണൽ,kernel of the mapping
ചലനാത്മകത,kinematics
ഗതികോർജ്ജം,kinetic energy
ചലനാത്മകത,kinetics
കോൾമോഗോറോഫ് സ്മിർനോവ് ടെസ്റ്റ്,Kolmogoroff Smirnov test
ക്രോനെക്കർ ഡെൽറ്റ,Kronecker delta
കുർട്ടോസിസ്,kurtosis
ലഗ്രാഞ്ചിന്റെ പ്രവർത്തനം,Lagrange's function
ലഗ്രാഞ്ചിന്റെ ഗുണിതങ്ങൾ,Lagrange's multipliers
ലാമിന,lamina
ലാപ്ലേസ് രൂപാന്തരം,Laplace transform
വലിയ സംഖ്യ,large number
ഒളിഞ്ഞിരിക്കുന്ന റൂട്ട് (=സവിശേഷമായ റൂട്ട്),latent root(=characteristic root)
ലാറ്ററൽ ഉപരിതലം,lateral surface
ലാറ്റിൻ ചതുരം,latin square
ലാറ്റസ് മലാശയം,latus rectum 
നിയമം,law
വേഗത കൂട്ടുന്നതിനുള്ള നിയമം,law of adding velocities
അഡിറ്റിവിറ്റി നിയമം,law of additivity
റിട്ടേൺ കുറയ്ക്കുന്നതിനുള്ള നിയമം,law of diminishing return
ഗുരുത്വാകർഷണ നിയമം,law of gravitation
ഗ്രൂപ്പുകൾക്കുള്ള ഹോമോമോർഫിസത്തിന്റെ നിയമം,law of homomorphism for groups
വളയങ്ങൾക്കുള്ള ഹോമോമോർഫിസത്തിന്റെ നിയമം,law of homomorphism for rings
ചെലവ് വർദ്ധിപ്പിക്കുന്നതിനുള്ള നിയമം,law of increasing costs
സൂചികകളുടെ നിയമം,law of indices
ജഡത്വ നിയമം,law of inertia
വലിയ സംഖ്യകളുടെ നിയമം,law of large numbers
സാധ്യത നിയമം,law of probability
സൈനുകളുടെ നിയമം,law of sines
എക്‌സ്‌പോണന്റുകളുടെ നിയമങ്ങൾ,laws of exponents
ചലന നിയമങ്ങൾ,laws of motion
പാളി,layer
മുൻനിര ഗുണകം,leading coefficient
പ്രമുഖ ഡയഗണൽ,leading diagonal
മുൻനിര സബ്മാട്രിക്സ്,leading submatrix
മുൻനിര പദം,leading term
കുറഞ്ഞത്,least
ഏറ്റവും കുറഞ്ഞ പൊതു ഗുണിതം (LCM),least common multiple (LCM)
ഏറ്റവും കുറഞ്ഞ ഘടകം,least element
ഏറ്റവും കുറഞ്ഞ ചതുരം,least square
ഏറ്റവും കുറഞ്ഞത് മുകളിലെ പരിധി,least upper bound
ഇടത് കോസെറ്റ്,left coset
ഇടം കയ്യൻ,left handed
ഇടത് കൈ സ്ക്രൂ,left handed screw
ഇടത് വിപരീതം,left inverse
ഇടത് ഗുണനം,left multiplication
ലെബ്നിറ്റ്സ് ഫോർമുല,Leibnitz formula
നീളം,length
ലെപ്റ്റോകുർട്ടിക്,leptokurtic
leptokurtic വക്രം,leptokurtic curve
leptokurtosis,leptokurtosis
ലെവൽ കർവ്,level curve
ആത്മവിശ്വാസത്തിന്റെ നിലവാരം,level of confidence
പ്രാധാന്യത്തിന്റെ തലം,level of significance
നിഘണ്ടുശാസ്ത്രപരമായി,lexicographically
നിഘണ്ടു ക്രമം,lexicographical order
സാധ്യതാ പ്രവർത്തനം,likelihood function
സാധ്യതാ അനുപാത പരിശോധന,likelihood ratio test
പരിധി,limit
പരിമിതപ്പെടുത്തുന്നു,limiting
പരിമിതപ്പെടുത്തുന്ന മൂല്യം,limiting value
പരിമിതപ്പെടുത്തുന്ന വേഗത,limiting velocity
അർത്ഥത്തിൽ പരിധി,limit in mean
സംയോജനത്തിന്റെ പരിധി,limit of integration
ക്രമത്തിന്റെ പരിധി,limit of sequence
പരിധി പോയിന്റ് (=ക്ലസ്റ്റർ പോയിന്റ്),limit point (=cluster point)
വേഗത പരിമിതപ്പെടുത്തുക,limit velocity
ലൈൻ,line
രേഖീയമായ,linear
രേഖീയ ബീജഗണിതം,linear algebraic
രേഖീയ ബീജഗണിത സമവാക്യം,linear algebraic equation
രേഖീയ ഏകദേശം,linear approximation
രേഖീയ അസിംപ്റ്റോട്ട്,linear asymptote
രേഖീയ ഗുണകം,linear coefficient
രേഖീയ സംയോജനം,linear combination
രേഖീയ നിയന്ത്രണങ്ങൾ,linear constraints
രേഖീയ ആശ്രിതത്വം,linear dependence
ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം,linear differential equation
രേഖീയ അളവ്,linear dimension
രേഖീയ സമവാക്യം,linear equation
രേഖീയ രൂപം,linear form
ലീനിയർ ഫ്രാക്ഷണൽ ട്രാൻസ്ഫോർമേഷൻ,linear fractional transformation
രേഖീയ പ്രവർത്തനം,linear function
ലീനിയർ ഫങ്ഷണൽ,linear functional
രേഖീയ ഗ്രൂപ്പ്,linear group
രേഖീയ സ്വാതന്ത്ര്യം,linear independence
രേഖീയ സ്വതന്ത്ര ബന്ധം,linear independent relation
രേഖീയ അസമത്വം,linear inequality
ലീനിയർ ഇൻഹോമോജീനിയസ് ഡിഫറൻഷ്യൽ സമവാക്യം,linear inhomogeneous differential equation
ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം,linear integral equation
ലീനിയർ ഇന്റർപോളേഷൻ,linear interpolation
രേഖീയ കുറഞ്ഞ ചതുര റിഗ്രഷൻ വിശകലനം,linear least square regression analysis
രേഖീയത,linearity
രേഖീയമായി ആശ്രയിക്കുന്നത്,linearly dependent
രേഖീയമായി സ്വതന്ത്രമായ,linearly independent
ലീനിയർ മാപ്പിംഗ്,linear mapping
രേഖീയ ക്രമം,linear order
രേഖീയ ക്രമപ്പെടുത്തൽ,linear ordering
ലീനിയർ പ്രോഗ്രാമിംഗ്,linear programming
ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം,linear programming algorithm
ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,linear programming problem
ലീനിയർ റിഗ്രഷൻ,linear regression
ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,linear regression coefficient
രേഖീയ ബന്ധം,linear relation
ലീനിയർ സ്പേസ് (=വെക്റ്റർ സ്പേസ്),linear space (=vector space)
രേഖീയ ഉപസ്ഥലം,linear subspace
രേഖീയ പരിവർത്തനം,linear transformation
രേഖീയ പ്രവണത,linear trend
രേഖീയ നിഷ്പക്ഷമായ എസ്റ്റിമേറ്റ്,linear unbiased estimate
രേഖീയ പ്രവേഗം,linear velocity
ലൈൻ ഇന്റഗ്രൽ,line integral
കവലയുടെ വരി,line of intersection
റിഗ്രഷൻ ലൈൻ,line of regression
പ്രാദേശികവൽക്കരിച്ച വെക്റ്റർ,localised vector
പ്രാദേശിക ഒപ്റ്റിമൽ,local optimum
സ്ഥലം,locus
ലോഗ്,log
ലോഗരിഥമിക്,logarithmic
ലോഗരിഥമിക് കൃത്യത,logarithmic accuracy
ലോഗരിഥമിക് കണക്കുകൂട്ടൽ,logarithmic calculation
ലോഗരിഥമിക് വക്രം,logarithmic curve
ലോഗരിഥമിക് ഡെറിവേറ്റീവ്,logarithmic derivative
ലോഗരിഥമിക് വ്യത്യാസം,logarithmic differentiation
ലോഗരിഥമിക് ഫംഗ്ഷൻ,logarithmic function
ലോഗരിഥമിക് ശരാശരി (=ജ്യാമിതീയ ശരാശരി),logarithmic mean (=geometric mean)
ലോഗരിഥമിക് സാധാരണ വിതരണം,logarithmic normal distribution
ലോഗരിഥമിക് ബന്ധം,logarithmic relationship
ലോഗരിഥമിക് സ്കെയിൽ,logarithmic scale
ലോഗരിഥമിക് സീരീസ്,logarithmic series
ലോഗരിഥമിക് സർപ്പിളം (സമകോണ സർപ്പിളം),logarithmic spiral (equiangular spiral)
ലോഗരിഥമിക് പട്ടിക (=ലോഗ് ടേബിൾ),logarithmic table (=log table)
ലോഗരിതം (ലോഗ്),logarithm (log)
യുക്തി,logic
യുക്തിപരമായി തുല്യം,logically equivalent
ലോജിസ്റ്റിക് കർവ്,logistic curve
ലോഗ്നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ,lognormal distribution
രേഖാംശം,longitude
ലൂപ്പ്,loop
ലോട്ടറി,lottery
താഴ്ന്ന ബാർ,lower bar
താഴ്ന്ന പരിധി,lower bound
ലോവർ റീമാൻ ഇന്റഗ്രൽ,lower Riemann integral
കുറഞ്ഞ തുക,lower sum
താഴ്ന്ന ത്രികോണ മാട്രിക്സ്,lower triangular matrix
മക്ലൗറിൻ വിപുലീകരണം,Maclaurin's expansion
മാന്ത്രിക സംഖ്യ,magic number
മാന്ത്രിക ചതുരം,magic square
മാഗ്നിറ്റ്യൂഡ് പരിധി (=കാന്തിമാനം പരിമിതപ്പെടുത്തുന്നു),magnitude limit (=limiting magnitude)
മെയിൽ അയച്ച ചോദ്യാവലി,mailed questionnaire
മെയിൽ സർവേ,mail survey
മേജറന്റ് (മുകളിലെ പരിധി),majorant (upper bound)
പ്രധാന ആർക്ക്,major arc
മേജറൈസ്ഡ് സെറ്റ്,majorised set
നിരവധി മൂല്യവത്തായ പ്രവർത്തനം,many valued function
ഭൂപടം,map
സെറ്റിലേക്ക് മാപ്പ്,map into the set
ഒരു സെറ്റിന്റെ മാപ്പിംഗ്,mapping of a set
നാമമാത്ര സംഭാവ്യത,marginal probability
ഗണിത വിശകലനം,mathematical analysis
ഗണിത വാദം,mathematical argument
ഗണിതശാസ്ത്ര കേന്ദ്രം,mathematical centre
ഗണിതശാസ്ത്ര സങ്കീർണ്ണത,mathematical complexity
ഗണിതശാസ്ത്ര സാമ്പത്തികശാസ്ത്രം,mathematical economics
ഗണിതശാസ്ത്ര പ്രതീക്ഷ,mathematical expectation
ഗണിത രൂപം,mathematical form
ഗണിതശാസ്ത്ര രൂപീകരണം,mathematical formulation
ഗണിതശാസ്ത്ര ഐഡന്റിറ്റി,mathematical identity
ഗണിതശാസ്ത്ര യുക്തി,mathematical logic
ഗണിത മാതൃക,mathematical model
ഗണിതശാസ്ത്ര ആശയം,mathematical notion
മാട്രിക്സ് ഡിഗണലൈസേഷൻ,matrix digonalisation
മാട്രിക്സ് വിപരീതം,matrix inverse
മാട്രിക്സ് വിപരീതം,matrix inversion
മാട്രിക്സ് ആവർത്തന രീതി,matrix iterative method
മാട്രിക്സ് രീതി,matrix method
മാട്രിക്സ് ഗുണനം,matrix multiplication
സ്ഥിരാങ്കങ്ങളുടെ മാട്രിക്സ്,matrix of constants
ഫലപ്രാപ്തിയുടെ മാട്രിക്സ്,matrix of effectiveness
മാട്രിക്സ് ഓപ്പറേറ്റർ,matrix operator
മാട്രിക്സ് ബഹുപദം,matrix polynomial
മാട്രിക്സ് പ്രിന്റിംഗ്,matrix printing
മാട്രിക്സ് ഉൽപ്പന്നം,matrix product
പരമാവധി,maximized
പരമാവധി,maximum
പരമാവധി കേവല മൂല്യം,maximum absolute value
പരമാവധി എഫ്-അനുപാതം,maximum F-ratio
പരമാവധി സാധ്യത,maximum likelihood
പരമാവധി,maxmin
പരമാവധി മാനദണ്ഡം,maxmin criterian
ഒരു ഫംഗ്‌ഷന്റെ പരമാവധി,max of a function
മാക്സ്വെൽ-ബോൾട്ട്സ്മാൻ സ്ഥിതിവിവരക്കണക്കുകൾ,Maxwell-Boltzmann statistics
അർത്ഥം വ്യതിയാനം,mean deviation
അർത്ഥം ചതുരാകൃതിയിലുള്ള വ്യതിയാനം,mean square deviation
സമചതുര പിശക് അർത്ഥമാക്കുന്നു,mean square error
ശരാശരി മൂല്യം,mean value
ശരാശരി മൂല്യ സിദ്ധാന്തം,mean value theorem
കുർട്ടോസിസിന്റെ അളവ്,measure of kurtosis
ഇടത്തരം,median
മീഡിയൻ സെന്റർ,median centre
mesokurtic വക്രം,mesokurtic curve
mesokurtosis,mesokurtosis
സന്ദേശം,message
രീതി,method
ഉന്മൂലനം രീതി,method of elimination
വിപരീത രീതി,method of inversion
ആവർത്തന രീതി,method of iteration
ഏറ്റവും കുറഞ്ഞ ചതുരങ്ങളുടെ രീതി,method of least squares
നിമിഷങ്ങളുടെ രീതി,method of moments
സമാന ത്രികോണങ്ങളുടെ രീതി,method of similar triangles
കുത്തനെയുള്ള ഇറക്കത്തിന്റെ രീതി,method of steepest descent
സംഗ്രഹത്തിന്റെ രീതി,method of summation
നിർണ്ണയിക്കാത്ത ഗുണകത്തിന്റെ രീതി,method of undetermined coefficient
മെട്രിക് സ്പേസ്,metric space
മെട്രിക് സിസ്റ്റം,metric system
മെട്രിക് യൂണിറ്റ്,metric unit
സൂക്ഷ്മ സിദ്ധാന്തം,micro theory
മധ്യഭാഗം,middle
മധ്യകാലഘട്ടം,middle term
മധ്യ പോയിന്റ്,mid point
മിഡ് പോയിന്റ് ഫോർമുല,mid point formula
കുറഞ്ഞ ബഹുപദം,minimal polynomial
മിനിമാക്സ് തത്വം,minimax principle
ഏറ്റവും കുറഞ്ഞത്,minimum
മിനിമം പോയിന്റ് (വക്രത്തിന്റെ),minimum point (of curve)
ഏറ്റവും കുറഞ്ഞ ബഹുപദം,minimum polynomial
ഒരു ഫംഗ്‌ഷന്റെ മിനിറ്റ്,min of a function
മൈനർ ആർക്ക്,minor arc
ചെറിയ അക്ഷം,minor axis
മൈനറൈസ്ഡ് ഉപവിഭാഗം,minorised subset
മൈനസ്,minus
മൈനസ് ചിഹ്നം,minus sign
മിക്സഡ് ഫ്രാക്ഷൻ,mixed fraction
സമ്മിശ്ര തന്ത്രം,mixed strategy
മോഡ്,mode
മോഡുലസ്,modulus
ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ മോഡുലസ്,modulus of a complex number
നിമിഷം,moment
നിമിഷം സൃഷ്ടിക്കുന്ന പ്രവർത്തനം,moment generating function
ഒരു ശക്തിയുടെ നിമിഷം,moment of a force
ആവൃത്തി വിതരണത്തിന്റെ നിമിഷം,moment of frequency distribution
ജഡത്വത്തിന്റെ നിമിഷം,moment of inertia
വേഗതയുടെ നിമിഷം,moment of momentum
ആക്കം,momentum
ഏകപക്ഷീയമായ,monomial
ഏകരൂപം,monomorphic
മോണോമോർഫിസം,monomorphism
ഏകതാനം,monotone
ഏകതാനം വർദ്ധിപ്പിക്കുന്ന ക്രമം,monotone increasing sequence
ഏകതാനമായി,monotonically
ഏകതാനമായി വർദ്ധിക്കുന്ന വല,monotonically increasing net
ഏകതാനമായി വർദ്ധിക്കുന്ന ക്രമം,monotonically increasing sequence
ഏകതാനമായ പ്രവർത്തനം,monotonic function
മോണ്ടെ കാർലോ കണക്കുകൂട്ടൽ,Monte Carlo calculation
മോണ്ടെ കാർലോ രീതി,Monte Carlo method
മോറ (കളി),morra (game)
മരണനിരക്ക് സ്ഥിതിവിവരക്കണക്കുകൾ,mortality statistics
ഏറ്റവും സാധ്യതയുള്ളത്,most probable
ചലനം,motion
മാറുന്ന ശരാശരി,moving average
എം-സ്പെയ്സ്,M-space
ഇന്റഗ്രലിനുള്ള എം-ടെസ്റ്റ്,M-test for integral
ബഹുവിധ തീരുമാന പ്രശ്നം,multidecision problem
ബഹുമുഖ സാധാരണ വിതരണം,multidimensional normal distribution
മൾട്ടിഡൈമൻഷണൽ റാൻഡം വേരിയബിൾ,multidimensional random variable
മൾട്ടി-ഇൻഡക്സ് ഗതാഗത പ്രശ്നം,multi-index transportation problem
ബഹുപദം,multinomial
ബഹുപദ വിതരണം,multinomial distribution
ഒന്നിലധികം,multiple
മൾട്ടിപ്പിൾ ചോയ്സ് പ്രശ്നം,multiple choice problem
ഒന്നിലധികം ബന്ധിപ്പിച്ച ഡൊമെയ്‌ൻ,multiple connected domain
ഒന്നിലധികം പരസ്പരബന്ധം,multiple correlation
ഒന്നിലധികം ആവൃത്തി പട്ടിക,multiple frequency table
ഒന്നിലധികം ഇന്റഗ്രൽ,multiple integral
ഒന്നിലധികം സംയോജനം,multiple integration
ഒന്നിലധികം റിഗ്രഷൻ,multiple regression
ഒന്നിലധികം റിഗ്രഷൻ വിശകലനം,multiple regression analysis
മൾട്ടിപ്പിൾ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,multiple regression coefficient
ഒന്നിലധികം റിഗ്രഷൻ സമവാക്യം,multiple regression equation
ഒന്നിലധികം റൂട്ട്,multiple root
ഗുണനം,multiplication
നിരകൾ കൊണ്ട് ഗുണനം (നിർണ്ണയത്തിന്റെ),multiplication by columns (of determinant)
വരികൾ കൊണ്ട് ഗുണനം (നിർണ്ണയത്തിന്റെ),multiplication by rows (of determinant)
ഗുണന ഘടകം,multiplication factor
ഗുണിത പ്രവർത്തനം,multiplicative function
ഗുണനഗ്രൂപ്പ്,multiplicative group
ഗുണിത വിപരീതം,multiplicative inverse
ബഹുസ്വരത,multiplicity
വേരുകളുടെ ബഹുസ്വരത,multiplicity of roots
പൂജ്യത്തിന്റെ ഗുണിതം,multiplicity of zero
ഗുണനം,multiplier
ഗുണിക്കുക,multiply
ബഹുവിധ വിതരണം,multivariate distribution
ബഹുവിധ സാധാരണ വിതരണം,multivariate normal distribution
ബഹുവിധ ജനസംഖ്യ,multivariate population
പരസ്പരമുള്ള,mutual
നബ്ല,nabla
നേപ്പിയേറിയൻ,Napierian
നേപ്പീരിയൻ ലോഗരിതം,Napierian logarithm
സ്വാഭാവിക ലോഗരിതം,natural logarithm
സ്വാഭാവിക സംഖ്യ,natural number
നോട്ടിക്കൽ മൈൽ,nautical mile
എൻ-ഡൈമൻഷണൽ,n-dimensional
n-ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്,n-dimensional vector space
ആവശ്യമായതും മതിയായതുമായ അവസ്ഥ,necessary and sufficient condition
ആവശ്യമായ അവസ്ഥ,necessary condition
നിഷേധം,negation
നെഗറ്റീവ്,negative
നെഗറ്റീവ് വക്രത,negative curvature
നെഗറ്റീവ് നിശ്ചിത രൂപം,negative definite form
നെഗറ്റീവ് നിശ്ചിത മാട്രിക്സ്,negative definite matrix
നെഗറ്റീവ് സെമി-നിശ്ചിത രൂപം,negative semi-definite form
അയൽപ്പക്കം,neighbourhood
നെസ്റ്റഡ് സാമ്പിൾ,nested sampling
മൊത്തം പുനരുൽപാദന നിരക്ക്,net reproduction rate
ന്യൂട്ടോണിയൻ മെക്കാനിക്സ്,Newtonian mechanics
ന്യൂട്ടന്റെ വിഭജിച്ച വ്യത്യാസ ഫോർമുല,Newton's divided difference formula
ന്യൂട്ടന്റെ ചലന നിയമങ്ങൾ,Newton's laws of motion
നെയ്മാൻ അലോക്കേഷൻ,Neyman allocation
നെയ്മാൻ പിയേഴ്സൺ സിദ്ധാന്തം,Neyman Pearson theory
നിഷ്ക്രിയ മൂലകം,nilpotent element
nilpotent മാട്രിക്സ്,nilpotent matrix
നോഡ്,node
നോൺ-അബെലിയൻ ഗ്രൂപ്പ്,non-Abelian group
കേവലമല്ലാത്ത സംയോജനം,non-absolute convergence
ബീജഗണിതമല്ലാത്തത്,non-algebraic
ജീർണ്ണതയില്ലാത്ത,non-degenerate
ജീർണിക്കാത്ത അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,non-degenerate basic feasible solution
ഇടതൂർന്നതല്ല,non-dense
സാന്ദ്രമല്ലാത്ത സെറ്റ്,non-dense set
പോയിന്റുകളുടെ എണ്ണമറ്റ അനന്തത,non-denumerable infinity of points
എണ്ണമറ്റ സെറ്റ്,non-denumerable set
വ്യത്യസ്തമല്ലാത്ത,non-differentiable
ശൂന്യമല്ലാത്ത ഉപവിഭാഗം,non empty subset
നോൺ-യൂക്ലിഡിയൻ ജ്യാമിതി,non-Euclidean geometry
ഏകതാനമല്ലാത്ത,non-homogeneous
വിഭജിക്കുന്നതല്ല,non-intersecting
നോൺ-ലീനിയർ ബീജഗണിത സമവാക്യം,non-linear algebraic equation
നോൺ-ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം,non-linear differential equation
നോൺ-ലീനിയർ സമവാക്യം,non-linear equation
നോൺ-ലീനിയർ പ്രോഗ്രാമിംഗ്,non-linear programming
നോൺ-ലീനിയർ റിഗ്രഷൻ,non-linear regression
നോൺ-ലീനിയർ ബന്ധം,non-linear relationship
