Telugu,Hindi
చిమ్మట బీన్,मोठ
మల్బరీ,शहतूत
పుట్టగొడుగు,खुंब
కర్బూజ,खरबूज
మస్క్,कस्तूरी
ఆవాలు,सरसों
మర్టల్,विलायती मैंहदी
మాపియర్ గడ్డి,"हाथी घास, नेपियर घास"
మీలీ బగ్,"मीली बग, गुजिया कीट"
మిడ్జ్,"मशकाभ, मिज"
పురుగులు,"चिचंड़ी, बरूथी"
కోతి,बंदर
దోమ,मच्छर
చిమ్మట,"पतंगा, शलभ"
వాతావరణ శాస్త్రవేత్త,मौसम विज्ञानी
మైక్రోబయాలజిస్ట్,सूक्ष्म जीवविद्
మైకాలజిస్ట్,कवक विज्ञानी
నానోటెక్నాలజీ,अतिसूक्ष्मप्रौद्योगिकी
నేపిఫార్మ్,कुंभीरूप
మాదకద్రవ్య,स्वापक
నాస్టిక్ ఉద్యమం,अनुकुंचनीय गति
జాతీయ ప్రదర్శన,राष्ट्रीय प्रदर्शन
భూమి యొక్క భూమి యొక్క),भूमि का राष्ट्रीयकरण
సహజ,"प्राकृतिक, प्राकृत"
సహజ కోత,प्राकृतिक अपरदन
సహజ వ్యవసాయం,प्राकृतिक खेती
సహజ వనరులు,प्राकृतिक संसाधन
సహజమైన ఎన్నిక,प्राकृतिक वरण
సహజ వృక్షసంపద,प्राकृतिक वनस्पति
మెడ (హార్ట్),वृंत
నెక్రోసిస్,ऊतकक्षय
తేనె,मकरंद
ప్రతికూల అల్లెలోపతి,ऋणात्मक ऐलीलोपैथी
నెమాటిసైడ్,सूत्रकृमिनाशी
నెమటోడ్ రెసిస్టెంట్ రూట్‌స్టాక్,सूत्रकृमिरोधी मूलवृंत
నెమటాలజీ,सूत्रकृमिविज्ञान
నియోటెని,चिरडिंभता
నికర చికిత్స రేటు,नेट स्वांगीकरण दर
నికర లాభం,कुल लाभ
నికర ఆదాయం (వ్యవసాయ ఆదాయం),कुल आय (फार्म आय)
నికర నీటిపారుదల అవసరం,कुल सिंचाई आवश्यकता
నికర ఉత్పాదకత,कुल उत्पादकता
నికర రాబడి,कुल प्रतिफल
నెట్టింగ్,"जाली लगाना, जाली से पकड़ना"
న్యూరాన్,"न्यूरॉन, तंत्रिकोशिका"
తటస్థ,"निष्प्रभावी, उदासीन"
తటస్థత,उदासीनता
తటస్థీకరణ,"उदासीनीकरण, निष्प्रभावीकरण"
తటస్థ నేల,उदासीन मृदा
న్యూట్రాన్ తేమ మీటర్,न्यूट्रॉन नमीमापी
సముచితం,"निकेत, कर्मस्थिति, कर्मता"
నికోటిన్,निकोटिन
రాత్రి నేల,"मल, विष्ठा"
నైట్రేట్ సమీకరణ,नाइट्रेट स्वांगीकरण
నైట్రేట్ తగ్గింపు,नाइट्रेट अवकरण
నైట్రేట్ విషపూరితం,नाइट्रेट विषाक्तता
నైట్రే,"शोरा, नाइटर"
నైట్రిఫికేషన్ ఇన్హిబిటర్,नाइट्रीकरण संदमक
నత్రజని సమీకరణ,नाइट्रोजन स्वांगीकरण
నత్రజని చక్రం,नाइट्रोजन चक्र
నత్రజని లోపం,नाइट्रोजन न्यूनता
నత్రజని స్థిరీకరణ,नाइट्रोजन स्थिरीकरण
నత్రజని,नाइट्रोजनी
నోబిలైజేషన్,उत्कृष्टीकरण
నోబెల్ చెరకు,"पौंडा, मोटा गन्ना"
రాత్రి,रात्रिचर
నోడ్,"गांठ, पर्वसंधि, नोड"
నాడ్యులేటెడ్ ప్లాంట్,ग्रांथिल (मूल) पादप
నాడ్యులేషన్,ग्रंथन
నాడ్యూల్,ग्रंथि
సంచార,"घुमंतू, चलवाही, खानाबदोश"
నామకరణం,नाम पद्धति
నాన్ అల్లెలిక్,अविकल्पी
కేశనాళికలు కాని రంధ్రం,अकेशिका रंध्र
పోటీ లేని పంట,अप्रतिस्पर्धी सस्य
అర్ధంలేని మ్యుటేషన్,निरर्थक उत्परिवर्तन
ముఖ్యమైనది కాదు,असार्थक
నాన్-యాసిడ్ ఏర్పడే ఎరువులు,अनम्लकारी उर्वरक
నాన్-కంజుగేషన్,अयुग्मन
నాన్-డిస్క్రిప్ట్ (జంతువు),अज्ञातकुल (पशु)
అనవసరమైన మూలకం,अनावश्यक तत्व
నాన్-హామోజెనస్,असमांग
నాన్-హోమోలాగస్,"असमधर्मी, असमजात"
ధ్రువ రహిత సమ్మేళనం,अध्रुवीय यौगिक
పునరుత్పాదక శక్తి,अनवीकरणीय ऊर्जा
నాన్-సెలెక్టివ్ కాంటాక్ట్ హెర్బిసైడ్,अवरणात्मक स्पर्श शाकनाशी
ఎంపిక కాని హెర్బిసైడ్,अवरणात्मक शाकनाशी
నాన్-సింబియోటిక్ నత్రజని స్థిరీకరణ,असहजीवी नाइट्रोजन स्थिरीकरण
సాధారణ పంపిణీ,सामान्य वितरण
సాధారణ మొలకల,सामान्य पौध
సాధారణ పరిష్కారం,सामान्य विलयन
సాధారణీకరణ,सामान्यीकरण
ఉత్తర బ్లాటింగ్,नार्दर्न शोषण
నోటిఫైబుల్ డిసీజ్,"सूचनीय रोग, विज्ञाप्य रोग"
నో-టిల్ నాటడం,बिना जुताई के बुवाई
విషపూరిత కలుపు మొక్కలు,अनिष्टकारी खरपतवार
అణు అయస్కాంత,नाभिकीय चुंबकीय अनुनाद
న్యూక్లియై ఆమ్లం,न्यूक्लिक अम्ल
న్యూక్లియోబాక్టర్,न्यूक्लियोबैक्टर
న్యూక్లియోలస్,"न्यूक्लियोलस, केंद्रिका"
న్యూక్లియోటైడ్,न्यूक्लियोटाइड
న్యూక్లియస్,केन्द्रक
శూన్య పరికల్పన,निराकरणीय परिकल्पना
నల్లిసోమిక్,शून्यसूत्री
శూన్య-మ్యుటేషన్,शून्य उत्परिवर्तन
నర్సు సెల్,धात्री कोशिका
నర్సు పంట,"पोषक फसल, पोषक सस्य"
నర్సరీ,"रोपणी, नर्सरी, पौधशाला"
గింజ,"दृढ़ फल, गुठली, दृढ़कण"
పోషక సైక్లింగ్,पोषक चक्र
పోషక లోపం లక్షణాలు,पोषक न्यूनता लक्षण
పోషణ,पोषण
పోషక విలువలు,पोषण मान
పోషక విలువ సూచిక,पोषण मान सूचकांक
వ్యవసాయానికి సంబంధించిన ముఖ్యమైన మొక్కల పేర్లు,उभयनिष्ठ
నాగై కర్పూరం,ककरोंदा
నార్సిసస్,नर्गिस
నిగెల్లా,कलौंजी
నైజర్,रामतिल
రాత్రి జాస్మిన్,रात की रानी
నిపా పామ్,गोफल
గింజ గడ్డి,सागरमोथा
గింజ సెడ్జ్,मोथा
జాజికాయ,जायफल
నెమటోడ్,सूत्रकृमि
గింజ వీవిల్,नट घुन
నెమటాలజిస్ట్,सूत्रकृमि विज्ञानी
ఏరోబ్‌లను నిర్బంధించండి,अविकल्पी वायुजीव
వాయురహిత వాయురహితం,अविकल्पी अवायुजीव
పరాన్నజీవిని తొలగించండి,अविकल्पी परजीवी
బాధ్యత,अविकल्पी
ఆఫ్-టైప్ ప్లాంట్లు,अवांछित पौधे
ఆయిల్ కేక్,खली
ఒకాజాకి భాగం,ओकाजाकी खंड
ఒలెరికూర్,"शाकभाजी उत्पादन, शाकभाजी संवर्धन"
ఒలిగోజీన్,अल्पजीन
ఒలిగోన్యూక్లియోటైడ్,अल्पन्यूक्लियोटाइड
ఆలివ్ నూనె,जैतून का तेल
ఒమేగా -3-కొవ్వు ఆమ్లం,ओमेगा-3-वसीय अम्ल
సర్వశక్తులు,सर्वाहारी
ఆంకోజీన్,अर्बुद जीन
ఆంకోజెనిక్ వైరస్,अर्बुदजनक विषाणु
ఆంకాలజీ,"कैंसर विज्ञान, अर्बुदविज्ञान"
ఆన్-ఫార్మ్ రీసెర్చ్,प्रक्षेत्र पर अनुसंधान
ఓసైట్,अडंक
నిర్వహణ ఖర్చు,प्रचालन लागत
ఒపెరాన్,"ओपेरॉन, प्रचालेक"
అవకాశం పంట,अवसरी सस्यन
వాంఛనీయ మోతాదు,इष्टतम मात्रा
వాంఛనీయ ఆర్థిక మోతాదు,इष्टतम आर्थिक मात्रा
ఆర్చర్డ్ సామర్థ్యం,फलोद्यान की दक्षता
సేంద్రీయ వ్యవసాయం,जैविक कृषि
సేంద్రీయ ఘర్షణలు,"कार्बनिक कोलॉइड्स, कार्बनिक कलिल"
సేంద్రీయ వ్యవసాయం,जैविक खेती
సేంద్రీయ ఎరువు,जैविक खाद
సేంద్రీయ పదార్థం,"जैविक पदार्थ, कार्बनिक पदार्थ"
సేంద్రియ నఠీ,जैविक नाइट्रोजन (मृदा)
సేంద్రీయ భాస్వరం,जैविक फॉस्फोरस
సేంద్రీయ నేల,"कार्बनिक मृदा, जैविक मृदा"
సేంద్రీయ వ్యర్థాలు,जैविक अपशिष्ट
సేంద్రీయ,"जैविक, कार्बनिक"
ఆర్గనైజ్డ్ మార్కెటింగ్,संगठित विपणन
ఆర్గానోజెనిసిస్,अंग विकास
ఆర్గానోలెప్టిక్ మూల్యాంకనం,इंद्रियग्राही मूल्यांकन
అలంకార శాస్త్రం,पक्षिविज्ञान
ఆర్థడాక్స్ సీడ్,सुसाध्य बीज
ఆర్తోగోనల్ బహుపది సమీకరణం,लांबिक बहुपद समीकरण
ఓస్మోసిస్,परासरण
ఓస్మోటిక్ ప్రభావం,परासरणी प्रभाव
ఓస్మోటిక్ సంభావ్యత,परासरणी विभव
అకస్మాత్తుగా వ్యాపించడం,"उद्भेद, फैलना"
అవుట్ బ్రీడింగ్,बहिः प्रजनन
పొయ్యి,"अवन, बंद चूल्हा"
ఓవర్‌వింటర్,शिशिर लंघन
తరం అతివ్యాప్తి,अतिव्यापी पीढ़ी
అండం,अंडाणु
ఆక్సీకరణ,ऑक्सीकरण
ఆక్సిలోఫైట్స్,अम्लोद्भिद्
వోట్స్,जई
ఆయిల్ పామ్,तेल ताड़
ఒలిండర్,कनेर
ఆలివ్,जैतून
ఉల్లిపాయ,प्याज
నల్లమందు గసగసాలు,पोस्त
"ఓరియంటల్ విమానం, యూరోపియన్ విమానం చెట్టు",चिनार
ప్యాకింగ్,पैकिंग
పాడాక్,बाड़ा
జత చేసిన వరుస నాటడం,युगल पंक्ति बुवाई
పాలటబిలిటీ,"खाद्यता, स्वादिष्टता"
పానికిల్,"पुष्पगुच्छ, यौगिक असीमाक्ष"
పారాసెంట్రిక్ విలోమం,पराकेंद्री प्रतिलोमन
పరామితి,प्राचल
పరాన్నజీవి,परजीवी
పార్బోయిలింగ్,अंशक्वथनन
పరేన్చైమా,मृदूतक
పేరెంట్ రాక్,"जनक शैल, मूल शैल"
పార్మనెంట్ కరువు,"स्थायी अनावृष्टि, स्थायी सूखा"
పార్థినోజెనిసిస్,अनिषेकजनन
పాక్షిక కారకాల ఉత్పాదకత,आंशिक कारक उत्पादकता
పాల్గొనే గ్రామీణ మదింపు,सहभागी ग्रामीण आकलन
కణ సాంద్రత,कण घनत्व
నిష్క్రియాత్మక శోషణ,निष्क्रिय अवशोषण
పచ్చిక,चरागाह
పచ్చిక పట్టణీకరణ,पाश्चुरीकरण
పిసిఆర్,पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया)
రైతు వ్యవసాయం,भूस्वामित्व खेती
మట్టి,पीट (मृदा)
పెడ్,पेड
పెడిసెల్,"पुष्पवृंत, वृंत"
పూర్వీకుల నుండి వంశక్రమము,वंशावली
పెడోజెనిసిస్,मृदाजनन
పెడోలజీ,मृदाविज्ञान
పీల్,छिलका उतारना
పీలింగ్,"छीलना, विशल्कन"
గుళికల,टिकियाकरण
పెర్కోలేషన్,अंतःस्रवण
శాశ్వత,बहुवर्षीय पादप
పెరిసెంట్రిక్ విలోమం,परिकेंद्री प्रतिलोमन
పెరి-అర్బన్,परिनगरीय
పారగమ్యత,पारगम्यता
స్వయం సమృద్ధ వ్యవసాయ పర్యావరణాభివృద్ధి,स्थायी कृषि
శాశ్వత విల్టింగ్ పాయింట్ (పిడబ్ల్యుపి),स्थायी म्लानि बिंदु
పెర్మబిలిటీ గుణకం,पारगम्यता गुणांक
పారగమ్యత రేటు,पारगम्यता दर
పెర్మీమీటర్,पारगम्यतामापी
నిరంతర హెర్బిసైడ్,दीर्घस्थायी शाकनाशी
పురుగుమందు,पीड़कनाशी
పెట్రోఫైట్,शैलोद्भिद्
ఫేజ్,"विभोजी, फाज"
దశల నాటడం,समयांतराल बुवाई
ఫాస్మిడ్,"फैस्मिड, प्रणाभक"
ఫెలోజెన్,कागजन
ఫినోలిక్ సమ్మేళనాలు,फिनोलिक यौगिक
ఫినాలజీ,"रूपानुकृति विज्ञान, फलोद्गदिकी"
ఫినోటైప్,"लक्षण प्ररूप, समलक्षणी, लक्षण"
ఫేర్మోన్,फीरोमोन
ఫ్లోయమ్,"पोषवाह, फ्लोएम"
ఫాస్ఫేట్ ఫిక్సేషన్,फॉस्फेट स्थिरीकरण
ఫాస్ఫేట్ రాక్,फॉस्फेट शैल
ఫాస్ఫేట్ ద్రావణీకరణ,फॉस्फेट विलयीकरण
ఫాస్ఫేట్ ద్రావణీకరణ,फॉस्फेट विलयीकरण
ఫాస్ఫాటైడ్,फॉस्फेटाइड
ఫాస్ఫో-జిప్సం,फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम
ఫాస్ఫోలిపిడ్,फॉस्फोलिपिड
ఫాస్ఫోరైలేషన్,फॉस्फोरिलीकरण
ఫోటో స్పెక్ట్రోమీటర్,प्रकाश वर्णक्रमापी
ఫోటోఆటోట్రోఫ్,प्रकाशस्वपोषी
ఫోటోకోమికల్ రియాక్షన్,प्रकाश रासायनिक अभिक्रिया
ఫోటోడెసెంపోజిషన్,प्रकाशिक अपघटन
ఫోటోమెట్రీ,प्रकाशमिति
ఫోటోమోర్ఫోజెనిసిస్,प्रकाशीय संरचना विकास
ఫోటాన్,फोटॉन
ఫోటో-ఆక్సీకరణ,प्रकाश ऑक्सीकरण
ఫోటోపెరియోడ్,"दीप्तिकाल, प्रकाशकाल"
ఫోటోపెరియోడిజం,दीप्तिकालिता
ఫోటోఫాస్ఫోరైలేషన్,प्रकाशीय फॉस्फोरिलीकरण
ఫోటోరియాక్టివేషన్,प्रकाश पुनर्सक्रियण
ఫోటోరిసెప్టర్,प्रकाशग्राही
ఫోటోర్‌స్పిరేషన్,प्रकाशीय श्वसन
కిరణజన్య సంయోగక్రియ,प्रकाश संश्लेषण
కిరణజన్య సంయోగ సామర్థ్యం,प्रकाश संश्लेषी दक्षता
కిరణజన్య సంయోగక్రియ,प्रकाश संश्लेषी गुणांक
కిరణజన్య సంయోగపరంగా,प्रकाश संश्लेषी सक्रिय विकिरण
ఫోటోట్రోపిజం,प्रकाशानुवर्तन
ఫైలోడీ,पर्णाभता
ఫైలోటాక్సీ,पर्णविन्यास
భౌతిక వాతావరణం,भौतिक अपक्षय
శారీరక రుగ్మత,कार्यिकीय विकार
శారీరక కరువు,कार्यिकीय शुष्कता
శారీరక నష్టం,कार्यिकीय भार ह्रास
శారీరక పరిపక్వత,कार्यिकीय परिपक्वता
ఫైటోక్రోమ్,पादपवर्णक
ఫైటోఎక్స్ట్రాక్షన్,पादप निष्कर्षण
ఫైటోమాస్,पादप भार
ఫైటోమాటోడ్,पादप सूत्रकृमि
ఫైటోరేమీడియేషన్,पादप उपचार
ఫైటోసిడెఫోర్,पादप सिडरोफोर
ఫైటోటాక్సిక్,पादप विषालु
ఫైటోట్రోన్,फाइटोट्रोन
పిక్టోగ్రాఫ్,चित्रालेख
పై రేఖాచిత్రం,पाइ आरेख
పైజోమీటర్,दाबमापी
పిచ్చర్ వ్యవసాయం,घट खेती
పూలమైన పూల సంకోచము,"अवस्थापन, निवेशन (उर्वरक)"
మావి,"बीजांडआसन (पौधों में), अपरा, प्लेसेंटा"
ప్లానింగ్,"सुहागा, पाटा फेरना"
మొక్కల పెంపకం,पादप प्रजनन
మొక్క సాంద్రత,पादप सघनता
మొక్కల జీవావరణ శాస్త్రం,पादप पारिस्थितिकी
మొక్కల పెరుగుదల ప్రమోటర్,पादप वृद्धिकारक
మొక్కల పెరుగుదల నియంత్రకం,पादप वृद्धि नियामक
మొక్కల పరిచయం,पादप प्रवेशन
మొక్కల పోషకాలు,पादप पोषक (तत्व)
మొక్కల పోషణ,पादप पोषण
మొక్కల నిర్బంధ నియంత్రణ,पादप संगरोध नियमन
మొక్కల కణజాల పరీక్ష,पादप ऊतक परीक्षण
తోటల పంటలు,"रोपणी फसलें, बागानी फसलें"
ప్లాంటర్,"प्लांटर, रोपण यंत्र"
నాటడం పదార్థం,रोपण सामग्री
నాటడం నిష్పత్తి,रोपण अनुपात
ప్లాస్మా,प्रद्रव्य
ప్లాస్మా జ్ఞాపకం,प्लाज्मा झिल्ली
ప్లాస్మిడ్,प्लाज्मिड
ప్లాస్మోడెస్మాటా,प्रद्रव्यतंतु
ప్లాస్మోలిసిస్,प्रद्रव्यलयन
ప్లాస్టిసిటీ,"सुघट्यता, प्लास्टिकता"
ప్లాస్టికల్చర్,प्लास्टीकल्चर
ప్లాస్టిడ్,लवक
ప్లియోట్రోపిక్ జన్యువు,बहुप्रभावी जीन
ప్లాట్లు (ప్రయోగాత్మక),प्रखंड (प्रायोगिक)
దున్నుట,जुताई
ప్లగ్-సోల్,खूड़तली
ప్లగ్-సోల్ ప్లేస్‌మెంట్,खूड़तली निवेशन
ప్లూవియల్ రైస్ ల్యాండ్స్,वर्षा-आधारित धान की भूमियां
ప్లవిక్,वर्षा सबंधी
న్యూమాటిక్ స్ప్రేయర్,वायुचालुत फुहारक
న్యుమాటోఫోర్,श्वसनमूल
పోడ్జోల్ నేల,पॉडजोल मृदा
పోడ్జోలైజేషన్,पॉडजोलीभवन
పాయింట్ మ్యుటేషన్,बिंदु उत्परिवर्तन
పాయిసన్ పంపిణీ,प्वासों वितरण
పరాగసంపర్కం,परागक
పాలిఎంబ్రోనీ,बहुभ्रूणता
పాలిమరైజేషన్,बहुलकन
పాలిమార్ఫిజం,बहुरूपता
పాలిస్పెర్మీ,बहुपट्टीय गुणसूत्र
పాలిటెన్ క్రోమోజోమ్,पॉलीटिन गुणसूत्र
పోమోలజీ,फलकृषि विज्ञान
జనాభా,"सरंध्रता, आबादी"
సున్నభావము (రంధ్ర-స్థలం),सरंध्रता
పోస్ట్-ఆవిర్భావం,उद्भव-पश्चात्
పోస్ట్ హార్వెస్ట్,"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर"
పంటకోత పంట,कटाई-उपरांत जुताई
పొటాషియం శోషణ నిష్పత్తి,पोटैशियम अवशोषण अनुपात
పొటాషియం స్థిరీకరణ,पोटैशियम स्थिरीकरण
సంభావ్య ఆమ్లత్వం,संभाव्य अम्लता
సంభావ్య పంట దిగుబడి,संभाव्य फसल उपज
సంభావ్య బాష్పీభవనం,संभाव्य वाष्पन
సంభావ్య బాష్పీభవనం,संभाव्य वाष्पोपरिवर्तन
పౌల్ట్రీ వ్యవసాయం,कुक्कुट पालन
ప్రైరీ,"प्रेयरी, घास का बड़ा मैदान"
ముందస్తు మోసే కాలం,फलनपूर्व अवधि
అవపాతం,"अवक्षेपण, वर्षण"
ఖచ్చితమైన వ్యవసాయం,परिशुद्ध कृषि
ఖచ్చితమైన వ్యవసాయం,परिशुद्ध कृषि
ప్రెడేటర్,परभक्षी
పూర్వ-ఆవిర్భావం,उद्भव-पूर्व
పూర్వ-ఆవిర్భావ చికిత్స,उद्भव-पूर्व उपचार
చికిత్స చికిత్స,बुवाई-पूर्व उपचार (शाकनाशी)
ప్రెస్‌మడ్,प्रेसमड (चीनी की मैली)
పీడన ప్రవణత,दाब प्रवणता
ధర స్థితిస్థాపకత,कीमत लोच
ధర సూచిక,कीमत सूचकांक
ప్రాథమిక సంస్కృతి,प्राथमिक संवर्ध
ప్రాధమిక పెరుగుదల,प्राथमिक वृद्धि
ప్రాథమిక పంట,प्राथमिक कर्षण
ప్రైమర్,प्रारंभक
రెండు,रचाना (तंबाकू)
ఆదిమ దశ,आद्य अवस्था
ప్రియాన్,प्रियोन
సంభావ్యత,संभाव्यता
పరిశోధన,संपरीक्षक
సమస్య నేల,समस्याग्रस्त मृदा
ప్రాసెసింగ్,प्रसंस्करण
ఉత్పత్తి ఫంక్షన్,उत्पादन फलन
ఉత్పాదకత,अत्पादकता
లాభం,लाभ
సంతానం-పరీక్ష,संतति परीक्षण
ప్రగతిశీల రైతు,प्रगतिशील किसान
ప్రాజెక్ట్ మూల్యాంకనం,परियोजना मूल्यांकन
ప్రోకారియోట్,अकेन्द्रिक
ప్రమోటర్,उन्नायक
రోగనిరోధక స్ప్రే,रोग निरोधी छिड़काव
యాజమాన్య సాగు,स्वामित्व फसल
ప్రోటాండ్రస్,पुंपूर्वी
ప్రోటీన్,प्रोटीन
ప్రోటీన్ ఇంజనీరింగ్,प्रोटीन इंजीनियरी
ప్రోటీన్ సీక్వెన్సింగ్,प्रोटीन अनुक्रमण
ప్రోటీన్ సంశ్లేషణ,प्रोटीन संश्लेषण
ప్రోటీమిక్స్,प्रोटीन संजीनिकी
ప్రోటోజిని,स्त्री पूर्वता
ప్రోటోప్లాజం,जीवद्रव्य
ప్రోటోట్రోఫ్,प्रपोषित
ప్రసిక్ ఆమ్లం,प्रूसिक अम्ल
సూడోఅల్లెలే,कूट विकल्पी
సూడోహెర్మాఫ్రోడైట్,आभासी उभयलिंगी
సైకోమీటర్,"साइक्रोमीटर, आर्द्रतामापी"
గుమ్మడికాయ,"कादों, गाद, कीचड़"
పుడ్డ్ మట్టి,गादयुक्त मिट्टी
పుడ్లింగ్,"कादों करना, गाद करना"
పల్పింగ్,गूदा निकालना
పల్స్ విత్తనం,दलहनी बीज
పల్వరైజేషన్,"पेषण, पीसना, चूर्णन"
మట్టి,भुरभुरा करना (मिट्टी)
పంగెంట్,"तीखा, सख़्त"
స్వచ్ఛమైన సంస్కృతి,शुद्ध संवर्ध
స్వచ్ఛమైన లైన్,शुद्ध वंशक्रम
స్వచ్ఛమైన లైన్ ఎంపిక,शुद्ध वंशक्रम वरण
ప్రక్షాళన,रेचक
శుద్దీకరణ,शोधन
స్వచ్ఛత పరీక్ష,शुद्धता परीक्षण
పైరనోమీటర్,पाइरैनोमीटर
పైరెజీమీటర్,भू-तापमापी
పైరెహెలియోమీటర్,सौर विकिरणमापी
వరి,धान
పాల్మరోసా,गंधीज घास
పామిరా పామ్,ताड़
పాండనస్,केतिकी
బొప్పాయి,पपीता
పారా గడ్డి,पैरा घास
పార్స్లీ,"पार्सले, अजमोद"
"పార్థేనియం, (కాంగ్రెస్ గడ్డి)",गाजर घास (कांग्रेस घास)
ప్యాచౌలి,पचौली
పీచ్,आड़ू
"నెమలి పువ్వు, స్వర్గం పువ్వు",गुलमोहर
పియర్,नाशपाती
పెర్ల్ మిల్లెట్,बाजरा
బటానీలు,मटर
పెకాన్ గింజ,पीकन नट
పెన్నెల్,ब्राह्मी
పెపినో,पेपिनो
మిరియాలు,काली मिर्च
పెరిల్లె,भसिंडा
పెరివింకిల్,सदाबहार
పెర్సిమోన్,जापानी फल
ఫల్సా,फालसा
పావురం,अरहर
అతిశీతలమైన,कृष्णनील
పైన్,चीड़
అనాస పండు,अनन्नास
"పిస్తా, గ్రీన్ బాదం",पिस्ता
ప్లం,"अलूचा, बेर"
కోణాల పొట్లకాయ,परवल
దానిమ్మ,अनार
పొంగ్,करंज
పోప్లర్,पोपलर
గసగసాలు,अफीम
పోర్చులాకా,खुर्सा
బంగాళాదుంప,आलू
ప్రిక్లీ గసగసాల,सत्यानाशी
"ప్రైడ్ ఆఫ్ ఇండియా, చైనా ట్రీ","बकैन, नीम"
ప్రోసో మిల్లెట్,चीना
సైలియం,इसबगोल
పులాసాన్,पुलासन
పుమ్కిన్,कद्दू
పమ్మెలో,पुमैलो
పెయింట్ బగ్,चित्तीदार मत्कुण
చిలుక,तोता
నెమలి,मोर
పాడ్ బోరర్,फली वेधक
పాడ్ ఫ్లై,फली मक्खी
పల్స్ బీటిల్,ढ़ोरा
పిరిల్లా,पाइरिल्ला
పాథాలజిస్ట్,"रोग विज्ञानी, विकृति विज्ञानी"
పెడోస్ట్,मृदा विज्ञानी
మొక్కల పెంపకందారుడు,पादप प्रजनक
మొక్కల పాథాలజిస్ట్,पादप रोग विज्ञानी
మొక్కల ఫిజియాలజిస్ట్,पादप क्रियाविज्ञानी
పోమోస్ట్,फल विज्ञानी
Q 10,क्यू दस
QTL (పరిమాణ లక్షణాలు,मात्रात्मक विशेषक विस्थल
క్వాడ్రాట్,चतुष्कोण
చతురస్రాకార ప్రతిస్పందన,द्विघाती अनुक्रिया
నాలుగు రెట్లు పంట,चतुः सस्यन
గుణాత్మక వారసత్వం,गुणात्मक वंशागति
నాణ్యమైన విత్తనం,गुणता बीज
పరిమాణాత్మక జన్యుశాస్త్రం,मात्रात्मक आनुवंशिकी
పరిమాణాత్మక వారసత్వం,मात्रात्मक वंशागति
క్వాంటం విత్తనం,क्वांटम बीज
రోగ అనుమానితులను విడిగా ఉంచడం,संगरोध
దిగ్బంధం పెస్ట్,संगरोध पीड़क
క్వార్ట్జ్,स्फटिक
శీఘ్ర పరీక్ష,त्वरित परीक्षण
QUISCENCE,प्रशांति
క్విసెంట్ సెంటర్,प्रशांत केंद्र
పిట్ట,बटेर
రాణి ఈగ,रानी मधुमक्खी
R విలువ,आर मान
రబీ (శీతాకాలపు) పంట,रबी फसल
రేసెమ్,असीमाक्ष
రేడియేషన్,विकिरण
రాడికల్,मूलांकुर
రేడియోధార్మికత,"रेडियोधर्मिता, विकिरणशीलता"
రేడియోబయాలజీ,"विकिरण जैविकी, विकिरण जीव विज्ञान"
రేడియోమ్యూమో అస్సే,विकिरण प्रतिरक्षी आमापन
రేడియో ఐసోటోప్,रेडियोधर्मी समस्थानिक
వర్షపు నీటి పెంపకం,वर्षी जल संग्रहण
రెయిన్బో విప్లవం,इंद्रधनुषी क्रांति
వర్షపాతం,वर्षा
వర్షపు ఫెడ్,"बारानी, वर्षा आश्रित"
వర్షం-గేజ్,वर्षामापी
వర్షాకాలం,"वर्षा ऋतु, बरसात"
పెరిగిన మంచం,उत्थित क्यारी
గడ్డిబీడు,"रैंचन, पशु-संबंधी उद्यम"
రాన్సిడిటీ,"विकृतगन्धिता, खटवास"
యాదృచ్ఛిక విస్తరించిన పాలిమార్ఫిక్,यादृच्छिक प्रवर्धित बहुरूपी
యాదృచ్ఛిక నమూనా,यादृच्छिक नमूना
రాండమైజేషన్,यादृच्छिकीकरण
రాండమైజ్డ్ బ్లాక్ డిజైన్,यादृच्छिक ब्लॉक डिजाइन
పరిధి (గణాంకాలు),श्रेणी (सांख्यिकी)
రేంజ్ల్యాండ్,चरागाह
పరిధి నిర్వహణ,चरागाह प्रबंध
రాపిడ్ గ్రామీణ ప్రాంతము,त्वरित ग्रामीण आकलन (आर आर ए)
రేషన్,राशन
రాటూన్,"रतून, पेड़ी"
రాటూన్ పంట,पेड़ी सस्यन
రీపర్,"फसल कटाई यंत्र, फसल कर्तक"
పునరావృత విత్తనం,दुःसाध्य बीज
మాంద్యం వ్యవసాయం,प्रतिसार कृषि
మాంద్యం దశ,प्रतिसार प्रावस्था
తిరోగమనం,अप्रभावी
రీఛార్జ్,"पुनर्भरण, पुनःपूरण"
పరస్పర జన్యువులు,पारस्परिक जीन
తిరిగి పొందిన భూమి,उद्धारित भूमि
పున omb సంయోగం,पुनः संयोजक
పున omb సంయోగం DNA సాంకేతికత,पुनः संयोजक डीएनए प्रौद्योगिकी
పున omb సంయోగం,पुनर्योजन
రీకన్,"पुनरेक, रेकॉन"
నిఘా సర్వే,आवीक्षी सर्वेक्षण
పునరావృత తల్లిదండ్రులు,पुनरावर्ती जनक
పునర్వినియోగపరచదగిన వ్యర్థాలు,पुनःउपयोगी अविशष्ट
ఎరుపు ఆల్గే,लाल शैवाल
