Gujarati,Tamil
અથડામણ માઇક્રોફોન,மோதல் ஒலிவாங்கி
"અસર દબાણ, અસર દબાણ","தாக்க அழுத்தம், தாக்க அழுத்தம்"
અસર તણાવ,தாக்கம் மன அழுத்தம்
અવબાધ,மின்தடை
અવબાધ કોઇલ,மின்மறுப்பு சுருள்
અવબાધ વળતર,மின்மறுப்பு ஈடுசெய்யும்
અવબાધ સુધારક,மின்மறுப்பு மாற்றி
અવબાધ જોડાણ,மின்மறுப்பு இணைப்பு
અવબાધ ગુણક,மின்மறுப்பு பெருக்கி
અવબાધ મૂલ્ય,மின்மறுப்பு மதிப்பு
અવબાધ મેચિંગ,மின்மறுப்பு பொருத்தம்
અવબાધ મેટ્રિક્સ,மின்மறுப்பு அணி
અવબાધ મીટર,மின்மறுப்பு மீட்டர்
અવબાધ જોડાણ,மின்மறுப்பு இணைப்பு
અવબાધ પ્રકાર અનુરૂપતા,மின்மறுப்பு வகை இணக்கம்
અવબાધ,மின்தடை
અવબાધ મીટર,மின்மறுப்பு மீட்டர்
ઇમ્પેલર,தூண்டி
અભેદ્યતા,ஊடுருவ முடியாத தன்மை
અપૂર્ણ ચીરો,முழுமையற்ற பிளவு
અપૂર્ણ સ્ફટિક,நிறைவற்ற படிக
અપૂર્ણ ક્ષેત્ર,முழுமையற்ற புலம்
અપૂર્ણ ગેસ,முழுமையற்ற வாயு
અપૂર્ણતા,அபூரணம்
આઘાત ન્યુટ્રોન,அதிர்ச்சி நியூட்ரான்
આનુષંગિક સિદ્ધાંતો,துணைக் கொள்கைகள்
વિસ્ફોટ,வெடிப்பு
"વિસ્ફોટ, અંતર્મુખતા","வெடிப்பு, உள்முகம்"
વજનહીનતા,எடையின்மை
વજનહીન પ્રવાહી,எடையற்ற திரவம்
લાગુ દબાણ,அழுத்தம் கொடுக்கப்பட்டது
"ગર્ભિત, જડિત","செறிவூட்டப்பட்ட, உட்பொதிக்கப்பட்ட"
ગર્ભિત કેથોડ,செறிவூட்டப்பட்ட கேத்தோடு
ચાર્જ થયેલ વોલ્ટેજ,சார்ஜ் செய்யப்பட்ட மின்னழுத்தம்
ઉન્નતિ દેહલી,உன்னடி டெஹ்லி
આવેગ સર્કિટ,உந்துவிசை சுற்று
આવેગ જનરેટર,உந்துவிசை ஜெனரேட்டர்
આવેગ અવાજ,உந்துவிசை சத்தம்
આવેગજન્ય વિકિરણ,உந்துவிசை கதிர்வீச்சு
આવેગ રિલે,உந்துவிசை ரிலே
આવેગ સોલેનોઇડ,உந்துவிசை சோலனாய்டு
આવેગ શક્તિ,உந்து சக்தி
આવેગજન્ય ટર્બાઇન,உந்துவிசை விசையாழி
આવેગ વોલ્ટેજ,உந்துவிசை மின்னழுத்தம்
આવેગજન્ય,மனக்கிளர்ச்சி
આવેગજન્ય ક્રિયા,மனக்கிளர்ச்சி நடவடிக்கை
આવેગજન્ય ઉત્તેજના,மனக்கிளர்ச்சி தூண்டுதல்கள்
આવેગજન્ય બળ,மனக்கிளர்ச்சி சக்தி
આવેગજન્ય દબાણ,மனக்கிளர்ச்சி அழுத்தம்
આવેગજન્ય તાણ,மனக்கிளர்ச்சி மன அழுத்தம்
અશુદ્ધ પદાર્થ,தூய்மையற்ற பொருள்
"અશુદ્ધિ, અશુદ્ધિ","தூய்மையற்ற, தூய்மையற்ற"
અશુદ્ધતા વહન,தூய்மையற்ற கடத்தல்
વ્યભિચારી છૂટાછવાયા,விபச்சார சிதறல்
અશુદ્ધ સેમિકન્ડક્ટર,தூய்மையற்ற குறைக்கடத்தி
અભેદ્ય સેમિકન્ડક્ટર,ஊடுருவ முடியாத குறைக்கடத்தி
ઇનપુટ આઉટપુટ સિસ્ટમ,உள்ளீடு வெளியீடு அமைப்பு
ઇનપુટ ટ્રાન્સફોર્મર,உள்ளீட்டு மின்மாற்றி
બાહ્ય વાહકતા (બાહ્ય વાહકતા),புற கடத்துத்திறன் (வெளிப்புற கடத்துத்திறன்)
અશુદ્ધિ સ્તર,தூய்மையற்ற நிலை
એક સાથે પ્રક્રિયા,ஒரே நேரத்தில் செயலாக்கம்
સમકલા,சம்கலா
ઇન્ટરબેન્ડ સિગ્નલિંગ,இடைப்பட்ட சமிக்ஞை
સમરેખા શિરોબિંદુ,கோலினியர் உச்சி
રિએક્ટર,அணுஉலை
રિએક્ટર લૂપ રિએક્ટર લૂપ,ரியாக்டர் லூப் ரியாக்டர் லூப்
"ઇનપુટ વાહ, સર્કિટ","உள்ளீடு வாவ், சுற்று"
નિષ્ક્રિય ઇલેક્ટ્રોન,செயலற்ற எலக்ட்ரான்
અશ્રાવ્યતા,செவிக்கு புலப்படாமை
અશ્રાવ્ય,செவிக்கு புலப்படாத
ગર્ભાધાન,கருவூட்டல்
અગ્નિ,ஒளிரும்
અગ્નિથી પ્રકાશિત ફાઇબર,ஒளிரும் இழை
અગ્નિથી પ્રકાશિત ગેસ,ஒளிரும் வாயு
અગ્નિથી પ્રકાશિત સ્રાવ,ஒளிரும் வெளியேற்றம்
અગ્નિથી પ્રકાશિત,ஒளிரும்
અગ્નિથી પ્રકાશિત ઉત્સર્જક,ஒளிரும் உமிழ்ப்பான்
અગ્નિથી પ્રકાશિત દીવો,ஒளிரும் விளக்கு
આંગળીની હિલચાલ,விரல் இயக்கம்
અનકનેક્ટેડ રડાર,இணைக்கப்படாத ரேடார்
ઘટના,சம்பவம்
વ્યથિત,வேதனைப்பட்டார்
ઘટના કિરણોત્સર્ગ,நிகழ்வு கதிர்வீச்சு
ઘટના કિરણ,நிகழ்வு கதிர்
આકસ્મિક સ્ટ્રોક,தற்செயலான பக்கவாதம்
ઘટના તરંગ,நிகழ்வு அலை
સંબંધિત રેડિયેશન ઉપકરણ,தொடர்புடைய கதிர்வீச்சு சாதனம்
"ઝોક, ઝોક","சாய்வு, சாய்வு"
વળેલું વળેલું,சாய்ந்த வளைந்த
વળેલું બીમ ટેકનોલોજી,சாய்ந்த பீம் தொழில்நுட்பம்
ઊંધું કાઢી નાખવું,தலைகீழ் நீக்கம்
ઢાળ વાળી જ઼ગ્યા,சாய்ந்த விமானம்
"કલા-અસંબંધિત, અસંબંધિત","கலை-பிரிந்த, பிரிந்த"
અસંબંધિત પશ્ચાદવર્તી સ્કેટર,பிறழ்ந்த பின் சிதறல்
કલા-અસંબંધિત કિરણો,கலை-பிரிந்த கதிர்கள்
અસંબંધિત છૂટાછવાયા,சிதைந்த சிதறல்
આવનારી,வரவிருக்கும்
ફોરવર્ડ સિગ્નલ,முன்னோக்கி சமிக்ஞை
આવનારી તરંગ,வரவிருக்கும் அலை
અસંકોચનક્ષમતા,அடக்க முடியாத தன்மை
અસ્પષ્ટ હવા,அடக்க முடியாத காற்று
અસ્પષ્ટ પ્રવાહ,அடக்க முடியாத ஓட்டம்
અસ્પષ્ટ પ્રવાહી,அடக்க முடியாத திரவம்
અસ્પષ્ટ વોલ્યુમ,அடக்க முடியாத அளவு
વૃદ્ધિશીલ ઓસિલેશન,அதிகரிக்கும் அலைவு
ઇન્ડક્ટર,தூண்டி
"ઇન્ક્રીમેન્ટલ કોમ્પ્યુટર, ઇન્ક્રીમેન્ટલ કોમ્પ્યુટર","அதிகரிக்கும் கணினி, அதிகரிக்கும் கணினி"
ક્રોનિક અફેસિયા નુકશાન,நாள்பட்ட அஃபாசியா இழப்பு
વધારો ઇન્ડક્ટન્સ,அதிகரிக்கும் தூண்டல்
વાર્ષિક સંદેશાઓ,வருடாந்திர செய்திகள்
વૃદ્ધિશીલ ચુંબકત્વ,அதிகரிக்கும் காந்தத்தன்மை
વધતી સંવેદનશીલતા,அதிகரிக்கும் உணர்திறன்
વાર્ષિક ટ્યુનર,வருடாந்திர ட்யூனர்
વાર્ષિક ડિજિટલ રેકોર્ડર,வருடாந்திர டிஜிட்டல் ரெக்கார்டர்
વધતો વેગ,அதிகரிக்கும் வேகம்
સ્વતંત્રતા,சுதந்திரம்
સ્વતંત્ર લક્ષણો,சுயாதீன அறிகுறிகள்
મફત વિતરણ,இலவச விநியோகம்
સ્વતંત્ર ઘટના,சுயாதீன நிகழ்வு
પ્રાથમિક ફ્રેગમેન્ટેશન ગેઇન,முதன்மை துண்டு துண்டாக ஆதாயம்
સ્વતંત્ર ફ્રીક્વન્સીઝ,சுயாதீன அதிர்வெண்கள்
મુક્ત આમૂલ મોડેલ,ஃப்ரீ ரேடிக்கல் மாதிரி
મફત રકમ,இலவச தொகை
સ્વતંત્ર ચલ,சார்பற்ற மாறி
અવિનાશીતા,அழியாத தன்மை
અનિશ્ચિતતા,உறுதியின்மை
અનિશ્ચિતતાનો નિયમ,தீர்மானிக்க முடியாத விதி
"અનંત, અનિશ્ચિત, અનિશ્ચિત, અનિશ્ચિત","எல்லையற்ற, தீர்மானிக்கப்படாத, உறுதியற்ற, நிச்சயமற்ற"
"ઘાતાંક, નિર્દેશક, અનુક્રમણિકા, નિર્દેશક, નિર્દેશક (v, )","அடுக்கு, சுட்டி, குறியீட்டு, இயக்குனர், சுட்டி (v, )"
નિર્દેશક હાથ,சுட்டி கை
નિર્દેશક લંબગોળ,சுட்டி நீள்வட்டம்
નિર્દેશક ભૂલ,சுட்டிக்காட்டி பிழை
અનુક્રમણિકા રેખા,குறியீட்டு வரி
સૂચક પ્રવાહી,காட்டி திரவம்
સૂચના અરીસો,அறிவுறுத்தல் கண்ணாடி
નિર્દેશક સંકેત,சுட்டி குறியீடு
મોડ્યુલેશનની તીવ્રતા,பண்பேற்றத்தின் அளவு
ઓસિલેશન ઇન્ડેક્સ,அலைவு குறியீடு
રીફ્રેક્ટિવ ઇન્ડેક્સ,ஒளிவிலகல்
વિશ્વસનીયતા સૂચકાંક,நம்பகத்தன்மை குறியீடு
સાદ્રશ્ય સૂચકાંક,ஒப்புமை குறியீடு
સૂચક ગુણોત્તર,காட்டி விகிதம்
ઇન્ડેક્સ રજિસ્ટર,குறியீட்டு பதிவு
રૂપાંતરિત સરનામું,மாற்றப்பட்ட முகவரி
હવા સંબંધિત ગતિ,காற்று தொடர்புடைய வேகம்
અહેવાલ હોર્સપાવર,குதிரைத்திறன் பதிவாகியுள்ளது
સૂચના ભૂલ,அறிவிப்பு பிழை
નિર્દેશક,சுட்டி
નિર્દેશક સતત,சுட்டி மாறிலி
નિર્દેશક રેખાકૃતિ,சுட்டி வரைபடம்
સૂચક ઇલેક્ટ્રોડ,காட்டி மின்முனை
નિર્દેશક દરવાજો,சுட்டி வாயில்
સૂચક દીવો,காட்டி விளக்கு
નિર્દેશક લંબાઈ,சுட்டி நீளம்
પ્રતીક,சின்னம்
ઘાતાંકીય ઘૂંસપેંઠ,அதிவேக ஊடுருவல்
"પરોક્ષ સરનામું, ગૌણ સરનામું","மறைமுக முகவரி, இரண்டாம் நிலை முகவரி"
પરોક્ષ સરનામા પદ્ધતિ,மறைமுக முகவரி முறை
પરોક્ષ પડઘો,மறைமுக எதிரொலி
પરોક્ષ હીટિંગ વાલ્વ,மறைமுக வெப்பமூட்டும் வால்வு
પરોક્ષ રોશની,மறைமுக வெளிச்சம்
પરોક્ષ પ્રકાશન,மறைமுக வெளியீடு
પરોક્ષ મોડ્યુલેશન,மறைமுக பண்பேற்றம்
પરોક્ષ અવલોકન,மறைமுக கவனிப்பு
પરોક્ષ સ્કેનિંગ,மறைமுக ஸ்கேனிங்
પરોક્ષ ટ્રાન્સમિશન,மறைமுக பரிமாற்றம்
આંતરિક કેલિપર્સ,உள் காலிப்பர்கள்
inditran,இந்திரன்
આંતરિક એન્ટેના,உள் ஆண்டெனா
ઇન્ફ્રારેડ રેડિયેશન,அகச்சிவப்பு கதிர்வீச்சு
પ્રેરિત,உத்வேகம் பெற்றது
પ્રેરિત આઇસોટ્રોપિઝમ,தூண்டப்பட்ட ஐசோட்ரோபிசம்
પ્રેરિત ઉત્કટ,தூண்டப்பட்ட பேரார்வம்
પ્રેરિત દ્વિધ્રુવ,தூண்டப்பட்ட இருமுனையம்
પ્રેરિત ટ્રેક્શન,தூண்டப்பட்ட இழுவை
પ્રેરિત ટ્રેક્શન ગુણાંક,தூண்டப்பட்ட இழுவை குணகம்
પ્રેરિત ઇલેક્ટ્રોમોટિવ બળ,தூண்டப்பட்ட மின்னோட்ட விசை
પ્રેરિત ક્ષેત્ર,தூண்டப்பட்ட புலம்
પ્રેરિત ફિલ્ટર,தூண்டப்பட்ட வடிகட்டி
કૃત્રિમ વિભાજન,செயற்கை பிளவு
પ્રેરિત ગૌસ વક્રતા,தூண்டப்பட்ட காஸ் வளைவு
પ્રેરિત ફરકાવવું,தூண்டப்பட்ட ஏற்றுதல்
સંચાલિત ધ્રુવ,இயக்கப்படும் கம்பம்
પ્રેરિત સંભવિત,தூண்டப்பட்ட திறன்
પ્રેરિત રેડિયેશન,தூண்டப்பட்ட கதிர்வீச்சு
કૃત્રિમ રેડિયોએક્ટિવિટી,செயற்கை கதிரியக்கம்
પ્રેરિત રૂપાંતર,தூண்டப்பட்ட மாற்றம்
પ્રેરિત વાતાવરણ,ஈர்க்கப்பட்ட சூழல்
પ્રેરિત વેગ,தூண்டப்பட்ட வேகம்
પ્રેરક વિભાજક,தூண்டல் பிரிப்பான்
પ્રેરણા,முயற்சி
ઇન્ડક્શન બ્રિજ,தூண்டல் பாலம்
ઇન્ડક્શન પાથવે સપ્લાય,தூண்டல் பாதை வழங்கல்
"આગમન, ઇન્ડક્શન, ઇન્ડક્શન","வருகை, தூண்டல், தூண்டல்"
ઇન્ડક્શન ઇગ્નીટર,தூண்டல் பற்றவைப்பு
ઇન્ડક્શન કોઇલ,தூண்டல் சுருள்
ઇન્ડક્શન વર્તમાન,தூண்டல் மின்னோட்டம்
ઇન્ડક્શન ટ્રેક્શન,தூண்டல் இழுவை
પ્રેરક ડાયનેમોમીટર,தூண்டல் டைனமோமீட்டர்
ઇન્ડક્શન આઉટપુટ,தூண்டல் வெளியீடு
ઇન્ડક્શન સમીકરણ,தூண்டல் சமன்பாடு
ઇન્ડક્શન ફ્રીક્વન્સી કન્વર્ટર,தூண்டல் அதிர்வெண் மாற்றி
ઇન્ડક્શન ભઠ્ઠી,தூண்டல் உலை
ઇન્ડક્શન મશીન,தூண்டல் இயந்திரம்
ઇન્ડક્શન પદ્ધતિ,தூண்டல் முறை
ઇન્ડક્શન મોટર,தூண்டல் மோட்டார்
ઇન્ડક્શન અવાજ,தூண்டல் சத்தம்
ઇન્ડક્શન સમયગાળો,தூண்டல் காலம்
પ્રેરક ચુંબકીય વિભાજક,தூண்டல் காந்த பிரிப்பான்
ઇન્ડક્ટિવ વોલ્ટેજ કંટ્રોલર,தூண்டல் மின்னழுத்தக் கட்டுப்படுத்தி
પ્રેરક ચુંબકીય વિભાજક,தூண்டல் காந்த பிரிப்பான்
પ્રેરક ક્ષમતા,தூண்டல் கொள்ளளவு
પ્રેરક આવેગ,உந்துதல் தூண்டுதல்
ઇન્ડક્શન સર્કિટ,தூண்டல் சுற்று
પ્રેરક જોડી,தூண்டல் ஜோடி
પ્રેરિત રિચાર્જ,தூண்டப்பட்ட ரீசார்ஜ்
ઓસીલેટરી હીટિંગ,ஊசலாட்ட வெப்பமாக்கல்
પ્રેરક ભાર,தூண்டல் சுமை
પ્રેરક સ્તંભ,ஊக்கமளிக்கும் தூண்
"પ્રેરક પ્રતિક્રિયા, ઇન્ડક્શન-પ્રતિક્રિયા","தூண்டல் எதிர்வினை, தூண்டல்-எதிர்வினை"
ઇન્ડક્શન રિલે,தூண்டல் ரிலே
ઓસિલેટર,ஆஸிலேட்டர்
પ્રેરક ગૌણ કોઇલ,தூண்டல் இரண்டாம் நிலை சுருள்
પ્રેરક ઉછાળો,உந்துதல் எழுச்சி
પ્રેરક પ્રતિભાવ,ஊக்கமளிக்கும் பதில்
પ્રેરક તરંગ સ્વરૂપ,தூண்டல் அலை வடிவம்
સમય માં,நேரத்தில்
ઇન્ડક્શન જોડી સર્કિટ,தூண்டல் இணைந்த சுற்று
ઇન્ડક્શન કપલ્ડ પ્લાઝ્મા નિમજ્જન,தூண்டல் இணைந்த பிளாஸ்மா மூழ்குதல்
ચલ પ્રેરક,மாறி தூண்டி
"પ્રેરક, પ્રેરક","ஊக்கி, ஊக்கி"
પ્રેરક ઇનપુટ (ચોક) ફિલ્ટર,தூண்டல் உள்ளீடு (சோக்) வடிகட்டி
પ્રેરક અવબાધ,தூண்டல் மின்மறுப்பு
ઇન્ડક્શન લાઉડસ્પીકર,தூண்டல் ஒலிபெருக்கி
પ્રેરક,தூண்டி
પ્રેરક ટ્યુનર,ஊக்கமூட்டும் ட்யூனர்
બિનઅસરકારક,பயனற்றது
અણધારી,கணிக்க முடியாதது
બિન-અસ્થિર ઝોન,நிலையற்ற மண்டலம்
અચોક્કસ ઘટાડો,துல்லியமற்ற சரிவு
અનપેક્ષિત સંકોચન,எதிர்பாராத சுருக்கம்
અગોચર અથડામણ,புரிந்துகொள்ள முடியாத மோதல்
અણધારી અથડામણ,எதிர்பாராத மோதல்
અચોક્કસ સ્કેટરિંગ,துல்லியமற்ற சிதறல்
અણધારી સ્કેટરિંગ ઝોન,கணிக்க முடியாத சிதறல் மண்டலம்
અણધાર્યા તણાવ,எதிர்பாராத மன அழுத்தம்
અણધારી ઉંબરો,கணிக்க முடியாத சன்னல்
મધ્યમ વાહક,நடுத்தர கேரியர்
મજબૂત વિસ્ફોટક,வலுவான வெடிபொருள்
નિષ્ક્રિય ગેસ,மந்த வாயு
એકોસ્ટિક જડતા,ஒலி மந்தநிலை
જડતા,செயலற்ற தன்மை
જડતા સતત,நிலைமாற்ற நிலை
જડતા ક્ષેત્ર,நிலைம புலம்
જડતા બળ,செயலற்ற சக்தி
ઊર્જાની જડતા,ஆற்றலின் மந்தநிலை
જડતા ક્ષેત્ર,நிலைம புலம்
જડતા પ્રવાહ,செயலற்ற ஓட்டம்
જડતા બળ,செயலற்ற சக்தி
ઇનર્શિયલ ફ્રેમ,செயலற்ற சட்டகம்
જડતી સૂચના ફ્રેમ,செயலற்ற அறிவுறுத்தல் சட்டகம்
જડતી દિશા,செயலற்ற திசை
જડતા સમૂહ,செயலற்ற நிறை
જડતી પદ્ધતિ,செயலற்ற முறை
જડતા અલગતા,செயலற்ற பிரிப்பு
ઇનર્શિયલ સિસ્ટમ,செயலற்ற அமைப்பு
જડ રૂપાંતરણ,செயலற்ற மாற்றம்
નવીનીકરણીય સંસાધનો,புதுப்பிக்கத்தக்க வளங்கள்
સંક્રમણ વોલ્યુમ,மாற்றம் தொகுதி
મધ્ય ફ્લાઇટની શરૂઆત,நடுவானில் விமான ஆரம்பம்
"અનંત, અનંત","எல்லையற்ற, எல்லையற்ற"
અનંત અણુ એરે,எல்லையற்ற அணு வரிசை
સંપૂર્ણ નાકાબંધી,முழு அடைப்பு
અનંત વાહકતા,எல்லையற்ற கடத்துத்திறன்
અનંત દશાંશ,எல்லையற்ற தசம
અનંત ક્ષેત્ર,எல்லையற்ற புலம்
અનંત ફ્લેંજ,எல்லையற்ற விளிம்பு
અનંત જાળી,எல்லையற்ற பின்னல்
અનંત રેખા,எல்லையற்ற வரி
અનંત ઓસિલેશન,எல்லையற்ற அலைவுகள்
અનંત વિમાન,எல்லையற்ற விமானம்
અનંત મંદન માધ્યમ,எல்லையற்ற நீர்த்த ஊடகம்
અનંત ક્ષેત્ર,எல்லையற்ற கோளம்
અનંતકાળની ક્ષિતિજ,நித்திய அடிவானம்
અનંત વસ્તી,எல்லையற்ற மக்கள் தொகை
અનંત બાજુ,எல்லையற்ற பக்கம்
અનંતચરણ રોકેટ,அனந்தசரண் ராக்கெட்
અનંત ગંભીર સંભવિત કૂપ,எல்லையற்ற தீவிர சாத்தியமான கூபே
અનંત ગાઢ માધ્યમ,எல்லையற்ற அடர்த்தியான நடுத்தர
અનંત દુર્લભ માધ્યમ,எல்லையற்ற அரிய ஊடகம்
સ્થિર બીજક,நிலையான கரு
ભારે ઉત્કટ,தீவிர ஆர்வம்
ખૂબ જ શોર્ટ સર્કિટ,மிகவும் குறுகிய சுற்று
ભારે વિકૃતિ,தீவிர உருமாற்றம்
ભારે વિસ્થાપન,தீவிர இடப்பெயர்ச்சி
આત્યંતિક અંતર,தீவிர தூரம்
ભારે ખલેલ,தீவிர தொந்தரவு
મૂળભૂત ઘટકો,அடிப்படை கூறுகள்
ખૂબ ઉત્પાદક,மிகவும் உற்பத்தி
વાયરલન્સ ઓપરેટર,வைரஸ் ஆபரேட்டர்
ખૂબ સમાંતર વિસ્થાપન,மிகவும் இணையான இடப்பெயர்ச்சி
ભારે મક્કમતા,தீவிர விடாமுயற்சி
આત્યંતિક પરિભ્રમણ,தீவிர சுழற்சி
આત્યંતિક ટ્રાન્સફર,தீவிர பரிமாற்றம்
ભારે વેગ,தீவிர வேகம்
ખૂબ નજીકનું જોડાણ,மிக நெருக்கமான இணைப்பு
"અનંત, અનંત","முடிவிலி, முடிவிலி"
"અનંત, અનંત","எல்லையற்ற, எல்லையற்ற"
અનંત ધરી,முடிவிலி அச்சு
જ્વલનશીલતા,எரியக்கூடிய தன்மை
જ્વલનશીલ,எரியக்கூடியது
કાકુ સ્થિતિસ્થાપકતા,காக்கு நெகிழ்ச்சி
રૂપાંતર સંભવિત,மாற்றும் திறன்
મધ્ય ફ્લાઇટ કેલિબ્રેશન,நடு விமான அளவுத்திருத்தம்
પ્રવાહ,வரத்து
અસર ગુણાંક,தாக்க குணகம்
અસર ફ્યુઝ,தாக்க உருகி
પ્રભાવની રેખા,செல்வாக்கு வரி
પ્રવાહ,வரத்து
"માહિતી, ઍક્સેસ","தகவல், அணுகல்"
માહિતી,தகவல்
માહિતી નકલ,தகவல் நகல்
સિગ્મા મેટ્રિક્સ,சிக்மா மேட்ரிக்ஸ்
માહિતી સંસાધનો,தகவல் வளங்கள்
માહિતી દર,தகவல் விகிதம்
માહિતી ગુણોત્તર,தகவல் விகிதம்
માહિતી વિતરણ,தகவல் விநியோகம்
માહિતી અવતરણ સિસ્ટમ,தகவல் மேற்கோள் அமைப்பு
માહિતી વિજ્ઞાન,தகவல் அறிவியல்
માહિતી સમૂહ,தகவல் தொகுப்பு
સંચાર ગતિ,தொடர்பு வேகம்
સંચાર ખંડ,தொடர்பு அறை
માહિતી શબ્દો,தகவல் வார்த்தைகள்
"નીચું, નીચું","குறைந்த, குறைந்த"
ઇન્ફ્રારેડ,அகச்சிவப்பு
ઇન્ફ્રાડાઇન રીસીવર,இன்ஃப்ராடின் ரிசீவர்
ખૂબ ઓછી આવર્તન,மிக குறைந்த அதிர்வெண்
ઇન્ફ્રારેડ સક્રિય,அகச்சிவப்பு செயல்படுத்தப்பட்டது
ઇન્ફ્રારેડ ફાઇબર ઓપ્ટિક્સ,அகச்சிவப்பு இழை ஒளியியல்
ઇન્ફ્રારેડ લક્ષ્યીકરણ,அகச்சிவப்பு இலக்கு
ઇન્ફ્રારેડ મેપિંગ,அகச்சிவப்பு வரைபடம்
ઇન્ફ્રારેડ મેઝર,அகச்சிவப்பு மேசர்
ઇન્ફ્રારેડ ફોટોગ્રાફી,அகச்சிவப்பு புகைப்படம்
ઇન્ફ્રારેડ રેડિયેશન,அகச்சிவப்பு கதிர்வீச்சு
ઇન્ફ્રારેડ પ્રદેશ,அகச்சிவப்பு மண்டலம்
ઇન્ફ્રારેડ સ્પેક્ટ્રોસ્કોપી ફોટોમેટ્રી,அகச்சிவப்பு நிறமாலை ஃபோட்டோமெட்ரி
ઇન્ફ્રારેડ સ્પેક્ટ્રોસ્કોપી,அகச்சிவப்பு நிறமாலை
ઇન્ફ્રારેડ ફરતું સ્પેક્ટ્રમ,அகச்சிவப்பு சுழலும் நிறமாலை
ઇન્ફ્રારેડ સંવેદનશીલ ફિલ્મ,அகச்சிவப்பு உணர்திறன் படம்
ઇન્ફ્રારેડ સ્પેક્ટ્રમ,அகச்சிவப்பு நிறமாலை
ઇન્ફ્રારેડ ટેલિસ્કોપ,அகச்சிவப்பு தொலைநோக்கி
અશ્રાવ્ય,செவிக்கு புலப்படாத
અશ્રાવ્ય આવર્તન,செவிக்கு புலப்படாத அதிர்வெண்
સબમાઈક્રોસ્કોપિક,submicroscopic
અશ્રાવ્ય અવાજ,கேட்க முடியாத ஒலி
"સ્થળાંતર વાહન, પ્રવાસ વાહન","புலம்பெயர்ந்த வாகனம், பயண வாகனம்"
પદાર્થ નિયમન,பொருள் ஒழுங்குமுறை
સહજ ટકાઉપણું,உள்ளார்ந்த ஆயுள்
"ગર્ભિત ભૂલ, પ્રીફોર્મ ભૂલ","மறைமுகப் பிழை, முன்வடிவப் பிழை"
અવરોધિત પલ્સ,துடிப்பை தடுக்கும்
ઇન્ટ્રાડે રોકાણ,இன்ட்ராடே முதலீடு
"બેરિયર ગેટ, બેરિયર ગેટ","தடுப்பு வாயில், தடுப்பு வாயில்"
અસંગતતા,இணக்கமின்மை
અસંગતતા ગુણાંક,பொருந்தாத குணகம்
"અસમાન, અપ્રમાણસર","வேறுபட்ட, விகிதாசாரமற்ற"
બિન-સમાન સમીકરણ,ஒரே மாதிரியான சமன்பாடு அல்ல
અસમાન Larentz પરિવર્તન,வேறுபட்ட Larentz மாற்றம்
અસમાન વિમાન તરંગ,சீரற்ற விமான அலை
અલગ વિસ્તાર,வேறுபட்ட பகுதி
બિન-આઘાતજનક શરીર,அல்லாத அதிர்ச்சி உடல்
અસમાન તરંગ સમીકરણ,வேறுபட்ட அலை சமன்பாடு
"કલાકમાં, વ્યસ્ત કલાકમાં","மணிநேரத்தில், தலைகீழ் மணிநேரத்தில்"
ionization આઉટફ્લો શ્રેણી,அயனியாக்கம் வெளியேற்ற வரம்பு
પ્રારંભિક ઉત્કલન બિંદુ,ஆரம்ப கொதிநிலை
પ્રારંભિક Jribe અંતર,ஆரம்ப Jribe தூரம்
"પ્રારંભિક સ્થિતિ, પ્રારંભિક પ્રતિબંધ","தொடக்க நிலை, ஆரம்ப கட்டுப்பாடு"
પ્રારંભિક વક્રતા,ஆரம்ப வளைவு
પ્રારંભિક વિચલન,ஆரம்ப விலகல்
પ્રારંભિક નિષ્ફળતા,ஆரம்ப தோல்வி
વગેરે દોષ,முதலியன தவறு
પ્રારંભિક આકાર,ஆரம்ப வடிவம்
પ્રારંભિક પત્ર,ஆரம்ப கடிதம்
પ્રારંભિક રેખા,தொடக்க வரி
પ્રારંભિક લોબ,ஆரம்ப மடல்
પ્રારંભિક ચુંબકીયકરણ વળાંક,ஆரம்ப காந்தமயமாக்கல் வளைவு
પ્રારંભિક ચુંબકીયકરણ,ஆரம்ப காந்தமாக்கல்
પ્રારંભિક બિંદુ,ஆரம்ப புள்ளி
પ્રારંભિક તબક્કો,ஆரம்ப நிலை
પ્રારંભિક સ્થિતિ,ஆரம்ப நிலை
પ્રારંભિક તણાવ,ஆரம்ப மன அழுத்தம்
પ્રારંભિક તણાવ,ஆரம்ப மன அழுத்தம்
પ્રારંભિક મૂલ્યની સમસ્યા,ஆரம்ப மதிப்பு பிரச்சனை
પ્રારંભિક વેગ,ஆரம்ப வேகம்
આરંભ,துவக்கம்
પ્રારંભિક સ્થાપન,ஆரம்ப நிறுவல்
પ્રારંભિક પલ્સ,தொடக்க துடிப்பு
લોન્ચ,ஏவுதல்
ઈન્જેક્શન,ஊசி
ઈન્જેક્શન લેસર,ஊசி லேசர்
પ્રવાહીનું ઇન્જેક્શન,திரவ ஊசி
ઈન્જેક્શન દબાણ,ஊசி அழுத்தம்
ઇન્જેક્ટર,உட்செலுத்தி
પ્રવેશ દ્વાર,நுழைவு கதவு
"આંતરિક, આંતરિક, આંતરિક, આંતરિક","உள், உள், உள், உள்"
આંતરિક સમૂહ,உள் நிறை
આંતરિક બ્રેમસ્ટ્રલંગ,உள்துறை bremstralung
અંદરનો કાન,உள் காது
