Telugu,English
హౌస్ కీపింగ్ జన్యువు,House-keeping gene
మానవ శరీరం,Human body
మానవ కోరియోనిక్ గోనాడోట్రోపిన్ (హెచ్‌సిజి),Human chorionic gonadotropin (HCG)
మానవ జనాభా,Human demography
మానవ జన్యువు,Human genome
మానవ పెరుగుదల హార్మోన్,Human growth hormone (HGH)
మానవ హోస్ట్,Human host
మానవ రోమశక్రియ వైరస్ (హెచ్ఐవి),Human immunodeficiency virus (HIV)
మానవ ల్యూకోసైటిక్ యాంటిజెన్,Human leucocytic antigen
మానవశదక సాంటీజారము,Human leukocyte antigne complex
మానవ మావి లాక్టోజెన్,Human placental lactogen
మానవ జనాభా ఒత్తిడి,Human population pressure
మనవ జాతి,Human race
హ్యూమరస్,Humerus
హ్యూమిక్ ఆమ్లం,Humic acid
తేమ,Humid
తేమ,Humidity
హ్యూమిఫికేషన్,Humification
హాస్యం,Humor
హ్యూమస్,Humus
హంటింగ్డన్ వ్యాధి,Huntingdon's disease
హైసింత్,Hyacinth
హైలిన్,Hyaline
హైలిన్ మృదులాస్థి,Hyaline cartilage
హైలురోనిడేస్,Hyaluronidase
హైబ్రిడ్,Hybrid
హైబ్రిడ్ ఇన్విబిలిటీ,Hybrid inviability
ఎఫ్ 1 విత్తనాల హైబ్రిడ్,Hybrid of f1 seeds
హైబ్రిడ్ స్టెరిలిటీ,Hybrid sterility
హైబ్రిడ్ వెహికల్ టెక్నాలజీ,Hybrid vehicle technology
జలవిద్యుత్,Hydrarch sucession
హైడ్రేషన్ షెల్,Hydration shell
హైడ్రిక్,Hydric
హైడ్రిల్లా,Hydrilla
హైడ్రోజన్ బంధం,Hydrogen bond
హైడ్రోజన్ సైనైడ్,Hydrogen cyanide
హైడ్రోజన్ కేంద్రకం,Hydrogen nucleus
హైడ్రోలేస్,Hydrolase
హైడ్రోలాజికల్ చక్రం,Hydrological cycle
హైడ్రోలైసింగ్,Hydrolysing
హైడ్రోలైటిక్ చీలిక,Hydrolytic cleavage
జలవిద్యుత్,Hydronasty
హైడ్రోఫిలిక్,Hydrophilic
హైడ్రోఫిలీ,Hydrophily
హైడ్రోఫిలీ,Hydrophily
హైడ్రోఫోబిక్,Hydrophobic
హైడ్రోఫైట్,Hydrophyte
హైడ్రోపోనిక్స్,Hydroponics
హైడ్రోస్పియర్,Hydrosphere
జలస్థితిక ఒత్తిడి,Hydrostatic pressure
హైడ్రోథర్మల్ పర్యావరణ వ్యవస్థ,Hydrothermal ecosystem
హైడ్రోథర్మల్ బిలం,Hydrothermal vent
హైడ్రాక్సిల్ సమూహం,Hydroxyl group
హైగ్రిక్,Hygric
గుర్రపు చెట్టు కప్ప),Hyla (tree frog)
హైమెన్,Hymen
హైయోడ్,Hyoid
కంటాస్థి,Hyoid bone
హైపాంతోడియం,Hypanthodium
హైపర్ కొలెస్టెరోలేమియా,Hyper cholesterolemia
హైపర్గ్లైసీమియా,Hyperglycemia
హైపర్‌కెరాటోసిస్,Hyperkeratosis
హైపర్‌పారాథైరాయిడిజం,Hyperparathyroidism
హైపర్‌ప్లాసియా,Hyperplasia
హైపర్సెన్సిటివిటీ,Hypersensitivity
రక్తపోటు,Hypertension
హైపర్ థైరాయిడిజం,Hyperthyroidism
హైపర్టోనిక్,Hypertonic
హైఫా,Hypha
హైఫేన్,Hyphaene
హైపోకాండ్రియా,Hypochondria
హైపోకోటైల్,Hypocotyl
హైపోగ్లైసీమియా,Hypoglycemia
హైప్గోనాడిజం,Hypgonadism
హైపోజినస్,Hypogynous
హైపోజిని,Hypogyny
హైపోలిమ్నియన్,Hypolimnion
హైపోపారాథైరాయిడిజం,Hypoparathyroidism
హైపోఫారింక్స్,Hypopharynx
హైపోస్టోమ్,Hypostome
హైపోస్టోమ్,Hypostome
హైపోథాలమస్,Hypothalamus
పరికల్పన,Hypothesis
Ot హాత్మక తీగ,Hypothetical chordate
Ot హాత్మక ప్రతిపాదన,Hypothetical proposition
హైపోథైరాయిడిజం,Hypothyroidism
హైపోటోనిక్,Hypotonic
హైపోటోనిక్ పరిష్కారం,Hypotonic solution
హైరాకోథెరియం,Hyracotherium
ఐస్ ఏజ్,Ice age
ఇచ్థియోఫిస్,Ichthyophis
గుర్తింపు,Identification
ఇడియోగ్రామ్,Idiogram
ఇడియోగ్రామ్,Idiogram
ఇగువానా,Iguana
ఇలియం,Ileum
ప్రకాశించే నమూనా,Illuminating sample
ప్రకాశం,Illumination
చిత్రం,Image
ఇంబిబిషన్ ప్రెజర్,Imbibition pressure
IMBIBITION,Imbibition
Imbricate,Imbricate
Imbricate,Imbricate aestivation
వలస,Immigrant
వలస వచ్చు,Immigration
వలస వచ్చు,Immigration
అమరత్వం,Immortalize
రోగనిరోధక ప్రతిస్పందన,Immune response
రోగనిరోధక వ్యవస్థ,Immune system
రోగనిరోధక వ్యవస్థ రుగ్మత,Immune system disorder
రోగనిరోధక శక్తి,Immunity
ఇమ్యునో-రాజీ,Immuno-compromised
ఇమ్యునో లోపం వ్యాధి,Immuno deficiency disease
ఇమ్యునో ఎలెక్ట్రోఫోరేసిస్,Immuno electrophoresis
ఇమస్ఫ్యూమన్స్ యాంటీబాడీ లేబుల్,Immuno fluorescent antibody labelling
ఇమ్యునో సోర్బెంట్ అస్సే,Immuno sorbent assay
ఇమ్యునో సప్రెసివ్ థెరపీ,Immuno suppressive therapy
ఇమ్యునో సప్రెసెంట్,Immuno suppressant
ఇమ్యునోజెనిక్,Immunogenic
ఇమ్యునోగ్లోబులిన్,Immunoglobulin
రోగనిరోధక శాస్త్రం,Immunology
ఇమ్యునోమోడ్యులేటర్,Immunomodulator
ఇమ్యునోపోటెన్షియేషన్ థెరపీ,Immunopotentiation therapy
ఇమ్యునోసప్రెసివ్ డ్రగ్,Immunosuppressive drug
ఇమునోథెరపీ,Imunotherapy
Imparipinnate,Imparipinnate
ఇంపెటాటా,Imperata
ఇంపెర్మ్బుల్,Impermeable
ఇంప్లాంట్,Implant
ఇంప్లాంటేషన్,Implantation
మెరుగైన విత్తనం,Improved seed
మెరుగైన రకం,Improved variety
సిటులో,In situ
విట్రోలో,In vitro
విట్రో ఫలదీకరణ (ఐవిఎఫ్),In vitro fertilization (IVF)
వివో లో,In vivo
క్రియారహితం,Inactive
ఇన్బ్రేడ్ లైన్,Inbred line
సంతానోత్పత్తి,Inbreeding
పున omb సంయోగం సంభవం,Incidence of recombination
భస్మీకరణం,Incineration
కోత,Incisor
చేరిక శరీరం,Inclusion body
అసంబద్ధమైన ప్రవర్తన,Incoherent behaviour
అననుకూలత,Incompatibility
అననుకూలత,Incompatibility
అసంపూర్ణ ఆధిపత్యం,Incomplete dominance
ఇంక్యుబేటర్,Incubator
జనాభా,Incumbant
ఇంకస్,Incus
నిరంతర పండు,Indehiscent fruit
ఇండెంట్,Indented
స్వతంత్ర కలగలుపు,Independent assortment
స్వతంత్ర జన్యువు,Independent gene
భారతీయ సంఘం,Indian council of agricultural research
ఇండియన్ సాల్మన్,Indian salmon
సూచిక జాతులు,Indicator species
స్వదేశీ వ్యవస్థ,Indigenous system of medicine
ఇండిగోఫెరా,Indigofera
ఇండోర్ కాలుష్యం,Indoor pollution
ప్రేరేపిత కదలిక,Induced movement
ప్రేరేపిత మ్యుటేషన్,Induced mutation
ప్రేరక,Inducer
ప్రేరక జన్యువు,Inducer gene
ప్రేరేపించలేని నియంత్రణ,Inducible control
ప్రేరేపించలేని ఎంజైమ్,Inducible enzyme
క్యాన్సర్ యొక్క ప్రేరణ,Induction of cancer
పారిశ్రామిక మెలానిజం,Industrial melanism
పారిశ్రామిక కాలుష్యం,Industrial pollution
పారిశ్రామిక పొగ,Industrial smoke
ఇన్నెర్ఫరెన్స్ కాంట్రాస్ట్ మైక్రోస్కోపీ,Inerference contrast microscopy
వర్ణించలేని వనరులు,Inexhaustible resources
అంటు వ్యాధి,Infectious disease
ఇన్ఫెక్టివిటీ,Infectivity
అనుమితి,Inference
నాసిరకం సెరెబెల్లార్ పెడన్కిల్,Inferior cerebellar peduncle
నాసిరకం మెంట్రిక్ గ్యాంగ్లియన్,Inferior mesentric ganglion
అనంతం,Infinite
మంట,Inflammation
తాపజనక అవరోధం,Inflammatory barrier
తాపజనక ప్రతిచర్య,Inflammatory reaction
తాపజనక ప్రతిస్పందన,Inflammatory response
ద్రవ్యోల్బణం,Inflation
పుష్పగుచ్ఛము,Inflorescence
ఇన్ఫ్లుఎంజా,Influenza
ప్రవాహం,Influx
ఇన్ఫ్రార్బిటల్ గ్రంథి,Infraorbital gland
ఇన్ఫండిబులం,Infundibulum
తీసుకున్న ఆహారం,Ingested food
తీసుకోవడం,Ingestion
ఇంగువినల్ కాలువ,Inguinal canal
గజ్జల్లో పుట్టే వరిబీజం,Inguinal hernia
వారసత్వం,Inheritance
వారసత్వంగా పరమాణు వ్యాధి,Inherited molecular disease
నిరోధించండి,Inhibit
నిరోధించబడింది,Inhibited
హార్మోన్‌ను నిరోధించడం,Inhibiting hormone
నిరోధం,Inhibition
నిరోధక పెప్టైడ్,Inhibitory peptide
దీక్ష,Initiation
ఇనిషియేటర్,Initiator
ఇంజెక్ట్,Injected
గాయం,Injury
ఇన్లెట్,Inlet
సహజమైన రోగనిరోధక శక్తి,Innate immunity
అకర్బన పరిణామం,Inorganic evolution
అకర్బన పదార్థం,Inorganic material
Inositoltriphoshate,Inositoltriphoshate
పోషక ఇన్పుట్,Input of nutrient
పురుగు,Insect
పురుగు వార్బ్లెర్ తినడం,Insect eating warbler
పురుగుల తెగులు,Insect pest
పురుగుల నిరోధకత,Insect resistance
పురుగు,Insecta
పురుగుమందు ప్రోటీన్,Insecticidal protein
పురుగుమందు,Insecticide
పురుగుమందు,Insectivore
పురుగుమందు మొక్క,Insectivorous plant
గర్భధారణ,Insemination
చొప్పించే నిష్క్రియాత్మకత,Insertional inactivation
ప్రేరణ సామర్థ్యం,Inspiratory capacity
ఇన్స్పిరేటరీ రిజర్వ్ వాల్యూమ్,Inspiratory reserve volume
సహజ పెరుగుదల యొక్క భూభాగ రేటు,Instrinsic rate of natural increase
ఇన్సులేట్,Insulate
ఇన్సులిన్,Insulin
సమగ్ర ప్రోటీన్,Integral protein
సమగ్రపరచండి,Integrate
అనుసంధానం,Integration
పూర్ణాంకం,Integument
ఇంటెగ్యుమెంటరీ నెఫ్రిడియం,Integumentary nephridium
పరస్పర చర్య,Interaction
ప్రతికూల ప్రభావంతో పరస్పర చర్య,Interaction with negative effect
ఇంటరాట్రియల్ సెప్టం,Interatrial septum
సంతానోత్పత్తి,Interbreeding
సంతానోత్పత్తి వ్యక్తి,Interbreeding individual
ఇంటర్కాలరీ,Intercalary
ఇంటర్కలేటెడ్ డిస్క్,Intercalated disc
ఇంటర్ సెల్యులార్ మాతృక,Intercellular matrix
ఇంటర్ సెల్యులార్ స్పేస్,Intercellular space
అంతరాయం,Intercept
అంతరాయం,Intercept
ఇంటర్-చైన్ బాండ్,Inter-chain bond
ఇంటర్‌డౌబ్లెట్ బ్రిగేడ్,Interdoublet brigade
ఇంటర్‌ఫాసిక్యులర్ కాంబియం,Interfascicular cambium
ఇంటర్మ్‌బ్రేన్స్ స్పేస్,Intermembrance space
ఇంటర్‌ఫేస్,Interphase
ఇంటర్‌ఫేస్ క్రోమోజోమ్,Interphase chromosome
ఇంటర్‌సెగ్మెంటల్ సెప్టం,Intersegmental septum
ఇంటర్‌ఫాసిక్యులర్ కాంబియం,Interfascicular cambium
Rna జోక్యం,Interfering RNA
ఇంటర్ఫెరాన్,Interferon
ఇంటర్‌ఫెర్టిల్,Interfertile
ఇంటర్‌లుకిన్,Interleukin
ఇంటర్‌లాక్డ్,Interlocked
ఇంటర్మీడియట్ డే ప్లాంట్,Intermediate day plant
ఇంటర్మీడియట్ ఫిలమెంట్,Intermediate filament
ఇంటర్మీడియట్ లోబ్,Intermediate lobe
ఇంటర్మీడియట్ జత,Intermediate pairing
అంతర్గత చెవి,Internal ear
అంతర్గత వాతావరణం,Internal environment
అంతర్గత జుగులర్ సిర,Internal jugular vein
అంతర్గత పదనిర్మాణ శాస్త్రం,Internal morphology
అంతర్గత పోషక సైక్లింగ్,Internal nutrient cycling
అంతర్గత లయ,Internal rhythm
అంతర్జాతీయ కోడ్,International code
ఇంటర్నేషనల్ హ్యూమన్ జీనోమ్ ప్రాజెక్ట్,International human genome project
ఇంటర్నోడ్,Internode
ఇంటర్‌ప్లానెటరీ,Interplanetary
అంతరాయం కలిగించిన జన్యువు,Interrupted gene
ఇంటర్‌సెక్స్,Intersex
ఇంటర్‌స్పెసిఫిక్ హైబ్రిడైజేషన్,Interspecific hybridisation
ఇంటర్‌స్టీషియల్ సెల్ స్టిమ్యులేటింగ్ హార్మోన్,Interstitial cell stimulating hormone
ఇంటర్‌స్టీషియల్ సెల్,Interstitial cell
ఇంటర్‌స్టీషియల్ తొలగింపు,Interstitial deletion
ఇంటర్‌స్టీషియల్ ఫ్లియుడ్,Interstitial fliud
ఇంటర్వారిటల్ హైబ్రిడైజేషన్,Intervarietal hybridisation
జోక్యం చేసుకునే క్రమం,Intervening sequence
పేగు కేకా,Intestinal caeca
పేగు రసం,Intestinal juice
పేగు,Intestine
కణాంతర జీర్ణక్రియ,Intracellular digestion
వెన్నుపాము),Intracytoplasmic sperm injection (ICSI)
ఇంట్రాఫాసిక్యులర్ కాంబియం,Intrafascicular cambium
ఇంట్రామెడల్లరీ నెఫ్రాన్,Intramedullary nephron
ఇంట్రాస్పెసిఫిక్ పోటీ,Intraspecific competition
ఇంట్రాస్పెసిఫిక్ అననుకూలత,Intraspecific incompatibility
ఇంట్రాస్పెసిఫిక్ అననుకూలత,Intraspecific incompatibility
కళ్ళజోడు,Intratesticular genital jduct system
ముసందస్సుకు సంబంధించిన,Intrauterine insemination (IUI)
మెదడులో ఉన్మాదించు బదిలీ,Intrauterine transfer (IUT)
ఇంట్రెనిసిక్ ప్రోటీన్,Intrinisic protein
అంతర్గత అవరోధం,Intrinsic barrier
పరిచయం,Introception
ఇంట్రాన్,Intron
ఆసక్తి,Introse
విలోమం,Inversion
ఇన్వర్టేస్,Invertase
అకశేరుకాలు,Invertebrates
పరిశోధకుడు,Investigator
Insucre,Involucre
అసంకల్పిత మరియు చారలు లేని కండరము,Involuntary and non-straited muscle
విగ్రహమే,Idodine
అయోడోథైరోనిన్,Iodothyronine
అయాన్,Ion
అయాన్ ఛానల్,Ion channel
అయాన్ ఎక్స్ఛేంజ్ క్రోమాటోగ్రఫీ,Ion exchange chromatography
అయానిక్ బాండ్,Ionic bond
అయానిక్ ఇంటరాక్షన్,Ionic interaction
అయానోసైట్,Ionocyte
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్ (ఐపిఎం),Integrated pest management (IPM)
ఇపోమోయా,Ipomoea
ఇరిడేసి,Iridaceae
ఐరిస్,Iris
ఐరన్ ఫోర్టిఫైడ్ రైస్,Iron fortified rice
ఐరన్ పోర్ఫిరిన్,Iron porphyrin
ఐరన్ స్క్రాప్,Iron scrap
రేడియేటెడ్ సెల్,Irradiated cell
వికిరణం,Irradiation
సక్రమంగా,Irregular
సక్రమంగా లేని పువ్వు,Irregular flower
కోలుకోలేని దూరం,Irreversible distension
ఇంటర్నేషనల్ రైస్ రీసెర్చ్ ఇన్స్టిట్యూట్,International rice research institute
చికాకు,Irritant
ఇస్చియం,Ischium
ఇస్చియం,Ischium
లాంగర్‌హాన్స్ ద్వీపాలు,Islets of Langerhans
ఐసోగ్గ్లుటినిన్,Isoagglutinin
ఐసోబిలేటరల్ ఆకు,Isobilateral leaf
ఐసోగామి,Isogamy
ఐసోగ్రాఫ్ట్,Isograft
వివిక్త,Isolated
వివిక్త క్లోరోప్లాస్ట్,Isolated chloroplast
వివిక్త కణజాలం,Isolated tissue
విడిగా ఉంచడం,Isolation
ఐసోమెరోస్,Isomerous
ఐసోపీక్నిక్ సెంట్రిఫ్యూగేషన్,Isopycnic centrifugation
ఐసోటోనిక్,Isotonic
ఐసోటోప్,Isotope
ఐసోట్రోపిక్,Isotropic
ఐసోట్రోపిక్,Isotropic
ఐసోట్రోపిక్ బ్యాండ్,Isotropic band
ఇస్త్ముస్,Isthmus
ఇటాయ్-ఇటై వ్యాధి,Itai-itai disease
Iuds (మందులు),IUDs (medicated)
Udపిరితిత్తులు లేని),IUDs (non-medicated)
జాసిద్,Jassid
జట్రోఫా,Jatropha
కామెర్లు,Jaundice
దవడ,Jaw
దవడ లేని సకశేరుకం,Jawless vertebrate
జెజునమ్,Jejunum
జెల్లీ ఫిష్,Jellyfish
H ుమ్ సాగు,Jhum cultivation
ఉమ్మడి అటవీ నిర్వహణ,Joint forest management
జాయింటెడ్ ఎక్సోస్కెలిటన్,Jointed exoskeleton
గండికసిర,Jugular vein
జంక్ DNA,Junk DNA
జురాసిక్ కాలం,Jurassic period
జనపనార సాంకేతికత,Jute technology
బాల్య హార్మోన్,Juvenile hormone
బాల్య దశ,Juvenile phase
Juxtaglomeralural ఉపకరణం,Juxtaglomerular apparatus
కల్బాసు,Kalbasu
కాలే,Kale
కల్మెగ్,Kalmegh
కనమైసిన్,Kanamycin
కార్యోగామి,Karyogamy
కార్యోటైప్,Karyotype
కార్యోటైపింగ్,Karyotyping
కౌటియా,Kautia
కీల్,Keel
కీల్,Keel
కెరాటినైజ్డ్ స్కిన్ సెల్,Keratinised skin cell
కెటోగ్లుటారిక్ ఆమ్లం,Ketoglutaric acid
కీటోన్,Ketone
కీటోన్ గ్రూప్,Ketone group
కెటోనురియా,Ketonuria
కీ,Key
కీస్టోన్ జాతులు,Keystone species
ఖైర్,Khair
ఖేసరి,Khesari
కిడ్నీ డయాలసిస్,Kidney dialysis
గతి శక్తి,Kinetic energy
కైనెటిన్,Kinetin
కైనెటోచోర్,Kinetochore
కింగ్ పీత,King crab
రాజ్యం,Kingdom
లకుముకిపిట్ట,Kingfisher
గినోప్లాజమ్,Kinoplasm
వంటగది వ్యర్థాలు,Kitchen waste
క్లైన్ఫెల్టర్స్ సిండ్రోమ్,Klinefelter's syndrome
మోకాలి,Knee
క్రాంజ్ అనాటమీ,Kranz anatomy
క్రెబ్ యొక్క చక్రం,Kreb's cycle
లాబియా మజోరా,Labia majora
లాబియా మినోరా,Labia minora
లేబియల్ పాల్ప్,Labial palp
లేబుల్,Labile
లాబియం,Labium
లాబ్లాబ్,Lablab
లాబ్రమ్,Labrum
చిక్కైన,Labyrinth
లక్ష,Lac
లాక్ ఒపెరాన్,Lac operon
లాసిఫెర్,Laccifer
చనుబాలివ్వడం,Lactation
చనుబాలివ్వడం అమెనోరియా,Lactational amenorrhea
లాక్టాట్రోఫ్,Lactatroph
లాక్టోబాసిల్లస్,Lactobacillus
లాక్టోస్ జీవక్రియ ఎంజైమ్,Lactose metabolizing enzyme
లాక్టోస్,Lactose
లాక్టూకా సాటివా,Lactuca sativa
లాకునా,Lacuna
ప్రకృతి నిచ్చెన,Ladder of nature
లాగింగ్ స్ట్రాండ్,Lagging strand
లామెల్లా,Lamella
లామెల్లిడెన్స్,Lamellidens
లామియాసి,Lamiaceae
లామియల్స్,Lamiales
లామినా ప్రొప్రియా,Lamina propria
లామినా,Lamina
లామినారియా,Laminaria
దీపం బ్రష్ క్రోమోజోమ్,Lamp brush chromosome
లాన్సోలేట్,Lanceolate
ల్యాండ్ ప్లాంట్,Land plant
ల్యాండ్స్ నత్త,Lands snail
లాంటానా కమారా,Lantana camara
లాపరోస్కోప్,Laparoscope
లాపార్టియా,Lapartea
లోపం రేటు,Lapse rate
లార్క్స్పూర్,Larkspur
లార్వా మరణాలు,Larval mortality
లారింగోఫారింక్స్,Laryngopharynx
లేజర్ మైక్రో సర్జరీ,Laser microsurgery
లాసియురస్,Lasiurus
లేట్ బ్లైట్,Late blight
లేట్ డెవలపర్,Late developer
చివరి జాతులు,Late sucessional species
లేట్ కలప,Late wood
గుప్త వేడి,Latent heat
పార్శ్వ అనుబంధం,Lateral appendage
పార్శ్వ మొగ్గ,Lateral bud
పార్శ్వ బూడిద కొమ్ము,Lateral gray horn
పార్శ్వ జఠరిక,Lateral ventricle
రబ్బరు పాలు,Latex
లాథైరస్ సాటివస్,Lathyrus sativus
లాటిస్,Lattice
జాలక నిర్మాణం,Lattice structure
లౌరినే,Laurineae
స్వతంత్ర వర్గీకరణ చట్టం,Law of independent assortment
కారకాలు పరిమితం చేసే చట్టం,Law of limiting factors
వారసత్వ చట్టం,Law of inheritance
విభజన చట్టం,Law of segregation
థర్మోడైనమిక్స్ చట్టాలు,Laws of thermodynamics
లేయరింగ్,Layering
లేయరింగ్,Layering
ఖనిజ పదార్థాల లీచింగ్,Leaching of mineral matter
సీసం,Lead
ప్రముఖ స్ట్రాండ్,Leading strand
ఆకు వయస్సు,Leaf age
ఆకు మరియు స్ట్రిప్ రస్ట్,Leaf and strip rust
ఆకు బ్లేడ్,Leaf blade
ఆకు కర్ల్,Leaf curl
ఆకు ధోరణి,Leaf orientation
ఆకు వెనిషన్,Leaf venation
ఆకు,Leaf
ఆకు-బ్లేడ్,Leaf-blade
ఆకులేనిది,Leafless
దూకి,Leaping
తోలు ఆకు,Leathery leaf
బృహద్ధమని వంపు,Left aortic arch
ఎడమ గుండె ధమని,Left cardiac artery
లెగ్యుమినస్ ప్లాంట్,Leguminous plant
చిక్కుళ్ళు,Legume
నిమ్మ గడ్డి,Lemon grass
లెమూర్,Lemur
లెన్స్ సెల్,Lens cell
లెన్స్,Lens
కాయధాన్యం,Lentil
చిరుతపులి,Leopard
లెపాస్,Lepas
వెండి చేప,Lepisma (silver fish)
కుష్టు వ్యాధి,Leprosy
లెప్టోకోరిసా,Leptocorisa
లెప్టోనెమా,Leptonema
లెప్టోటిన్,Leptotene
ప్రాణాంతక,Lethal
ప్రాణాంతక మ్యుటేషన్,Lethal mutation
ల్యూకోసైట్,Leucocyte
ల్యూకోడెర్మా,Leucoderma
ల్యూకోప్లాస్ట్,Leucoplast
లుకేమియా,Leukemia
లివర్,Lever
లేడిగ్ సెల్,Leydig's cell
లియానా,Liana
లియానస్,Lianous
పేను,Lice
లైకెన్,Lichen
జీవిత చక్రం,Life cycle
ఆయుర్దాయం,Life expectancy
లైఫ్ జన్యువు,Life gene
జీవిత చరిత్ర,Life history
జీవిత సహాయక సామర్థ్యం,Life supportive capacity
జీవిత సహాయక వ్యవస్థ,Life supporting system
ప్రాణములేనిది,Lifeless
లిగమెంట్,Ligament
లిగేస్,Ligase
లిగేషన్,Ligation
లిగర్,Liger
తేలికపాటి గాయం,Light injury
లైట్ మైక్రోస్కోప్,Light microscope
మెరుపు,Lightening
లిగ్నిన్,Lignin
లిగ్యులేట్,Ligulate
లిగుల్,Ligule
లిలియాసీ,Liliaceae
లిలియం,Lilium
లిగ్గు,Lilum (lilus)
లిల్లీ కుటుంబం,Lily family
అవయవం,Limb
అవయవం,Limb
అవయవం,Limb
లింబ్ ఎముక,Limb bone
లింబిక్ లోబ్,Limbic lobe
లింబిక్ సిస్టమ్,Limbic system
లింబ్లెస్ ఉభయచర,Limbless amphibian
లింబ్లెస్ బల్లి,Limbless lizard
లింబస్,Limbus
లిమ్నెటిక్ జోన్,Limnetic zone
లిమ్నెటిక్,Limnetic
లిమ్లస్,Limulus
లైన్,Line
లైన్,Line
వంశం,Lineage
సరళ క్రమం,Linear sequence
సరళ,Linear
LineRasized ప్లాస్మిడ్,Lineraized plasmid
లింక్ జాతులు,Link species
అనుసంధానం,Linkage
లిపేస్,Lipase
లిపిడ్,Lipid
లిపిడ్ బిలేయర్,Lipid bilayer
లిపిడ్ తోక,Lipid tail
లిపోపాలిసాకరైడ్,Lipopolysaccharide
లిపోప్రొటీనేసియస్ పొర,Lipoproteinaceous membrane
ద్రవ బిందువు,Liquid droplet
మద్యం ఫోలిక్యులి,Liquor folliculi
లిథోఫైట్,Lithophyte
లిథోస్పియర్,Lithosphere
లిట్టర్,Litter
లిట్టర్ పతనం,Litter fall
చిన్న సెరెబ్రమ్,Little cerebrum
లిటోరల్ జోన్,Littoral zone
కాలేయం,Liver
కాలేయ ఫ్లూక్,Liver fluke
కాలేయ ఆకారంలో,Liver shaped
కాలేయ వోర్ట్,Liver wort
బ్రతికున్న జీవి,Living organism
జీవన జనాభా,Living population
జీవన వనరులు,Living resources
జీవన ప్రపంచం,Living world
ఎల్‌ఎన్‌జి - 20,LNG - 20
లోమ్ (సిల్ట్),Loam (silt)
ఎండ్రకాయలు,Lobster
లోబులారియా,Lobularia
లోకోమోషన్,Locomotion
మిడుత,Locust
లోడిక్యూల్,Lodicule
లోగరిథెమిక్ స్వభావం,Logarithemic nature
లాజిస్టిక్ పెరుగుదల,Logistic growth
లోలిగో,Loligo
లాగ్ డే ప్లాంట్,Log day plant
రేఖాంశ అక్షం,Longitudinal axis
రేఖాంశ బైనరీ విచ్ఛిత్తి,Longitudinal binary fission
రేఖాంశ పగుళ్లు,Longitudinal fissure
లూప్,Loop
లూప్,Loop
లూప్ ట్రాప్,Loop trap
లోఫియం,Lophium
లోరంతేసి,Loranthaceae
లోరాంథస్,Loranthus
దిగువ చేయి,Lower arm
దిగువ దవడ,Lower jaw
లుఫా,Luffa
కటి వెన్నుపూస,Lumbar vertebrae
కలప,Lumbering
లుంబికస్,Lumbricus
ల్యూమన్,Lumen
లంపర్,Lumper
ఊపిరితిత్తుల,Lung
లుపిన్,Lupin
లుపినస్ ఆర్కిటికస్,Lupinus arcticus
లూటినైజింగ్ హార్మోన్ (LH),Luteinizing hormone (LH)
లైజ్,Lyase
లైకోపోడియం,Lycopodium
లైకాప్సిడా,Lycopsida
లింప్ నౌక,Lymp vessel
శోషరస గ్రంథి,Lymph gland
శోషరస నోడ్,Lymph node
లింఫోసైట్,Lymphocyte
లింఫోయిడ్ అవయవం,Lymphoid organ
లింఫోయిడ్ కణజాలం,Lymphoid tissue
లింఫోమా,Lymphoma
లైరేట్,Lyrate
లైసెర్జిక్ యాసిడ్ డైత్లామైడ్ (L.S.D.),Lysergic acid diethlamide (L.S.D.)
లైసిన్,Lysine
లైసోజోమ్,Lysosome
లైసోజైమ్,Lysozyme
మకాకా,Macaca
మాక్రోబ్రాచియం,Macrobrachium
స్థూల పరిణామం,Macroevolution
మాక్రోజెనిసిస్,Macrogenesis
స్థూల కణాల కొల్లాయిడ్,Macromolecular colloid
స్థూల కణాలు,Macromolecule
మాక్రోన్యూక్లియస్,Macronucleus
మాక్రోన్యూట్రియంట్,Macronutrient
పెద్దగా తినేది,Macrophage (big eater)
మాక్రోఫాగిసైట్,Macrophagocyte
మాక్రోఫాగస్,Macrophagous
మాక్రోఫాగి,Macrophagy
మాక్రోఫైట్,Macrophyte
మాక్రోపస్,Macropus
మాక్యులా,Macula
మాకులా లూటియా,Macula lutea
మెగ్నీషియం,Magnesium
అయస్కాంత తరంగాల చిత్రిక,Magnetic resonance imaging
మాగ్నిఫికేషన్,Magnification
మాగ్నిఫైడ్ ఇమేజ్,Magnified image
భూతద్దం,Magnifying glass
భూతద్దం,Magnifying power
మాగ్నోలియా,Magnolia
మాగ్నోలియాసి,Magnoliaceae
మాగూర్,Magur
తొలి జుట్టు ఫెర్న్ (అడియాంటం),Maiden hair fern (Adiantum)
మేజర్ గాడి,Major groove
ప్రధాన హిస్టోకాంపాబిలిటీ కాంప్లెక్స్,Major histocompatibility complex
ప్రధాన ఓస్మోలైట్,Major osmolyte
ప్రధాన శిఖరం,Major peak
పురుషుడు,Male
మగ కోన్,Male cone
మగ గేమ్‌టోఫైట్,Male gametophyte
మగ జననేంద్రియ ఎపర్చరు,Male genital aperture
మగ ప్రోన్యూక్లియస్,Male pronucleus
హానికరమైన ఆకు,Malformed leaf
మాలిక్ ఆమ్లం,Malic acid
ప్రాణాంతక కణం,Malignant cell
ప్రాణాంతక కణితి,Malignant tumour
