Odiya,Punjabi
ମାନବ ଭିଡିଓ ଧାରଣା |,ਮਨੁੱਖੀ ਵੀਡੀਓ ਧਾਰਨਾ
ଆର୍ଦ୍ରତା,ਨਮੀ
ହାଇବ୍ରିଡ୍ |,ਹਾਈਬ੍ਰਿਡ
ହାଇବ୍ରିଡ୍ ସର୍କିଟ୍ |,ਹਾਈਬ੍ਰਿਡ ਸਰਕਟ
ହାଇବ୍ରିଡ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍ |,ਹਾਈਬ੍ਰਿਡ ਇੰਟਰਗਰੇਟ ਸਰਕਟ
ହାଇଡ୍ରୋମିଟର |,ਹਾਈਡ੍ਰੋਮੀਟਰ
ହାଇପର,ਹਾਈਪਰ
ହାଇପର ମିଡିଆ |,ਹਾਈਪਰ ਮੀਡੀਆ
ହାଇପର ଟେକ୍ସଟ୍ |,ਹਾਈਪਰ ਟੈਕਸਟ
ହାଇପରଲିଙ୍କ୍ |,ਹਾਈਪਰਲਿੰਕ
ଆଇକନ୍ |,ਆਈਕਾਨ
ପରିଚୟ,ਪਛਾਣ
ପରିଚାୟକ,ਪਛਾਣਕਰਤਾ
ପ୍ରଜ୍ୱଳିତ କର |,ਅਗਿਆਤ
ଇଗ୍ନିସନ୍,ਇਗਨੀਸ਼ਨ
ଆଲୋକ,ਪ੍ਰਕਾਸ਼
ଆଲୋକ,ਪ੍ਰਕਾਸ਼
ପ୍ରତିଛବି |,ਚਿੱਤਰ
ପ୍ରତିଛବି ଆଣ୍ଟେନା |,ਚਿੱਤਰ ਐਂਟੀਨਾ
ପ୍ରତିଛବି କ୍ୟାପଚର |,ਚਿੱਤਰ ਕੈਪਚਰ
ପ୍ରତିଛବି ଆଇକନୋସକୋପ୍ |,ਚਿੱਤਰ icon્ icon ਕਕੋਪ
ପ୍ରତିଛବି ମାନଚିତ୍ର,ਚਿੱਤਰ ਦਾ ਨਕਸ਼ਾ
ଇମେଜ୍ ୱର୍ଥିକନ୍ |,ਚਿੱਤਰ ਆਰਥਿਕਨ
ପ୍ରତିଛବି ପ୍ରକ୍ରିୟାକରଣ |,ਚਿੱਤਰ ਪ੍ਰੋਸੈਸਿੰਗ
ପ୍ରତିଛବି ସେଟର୍ |,ਚਿੱਤਰ ਸੈੱਟਟਰ
କଳ୍ପନା,ਕਾਲਪਨਿਕ
ପ୍ରତିରୋଧକ,ਰੁਕਾਵਟ
ପ୍ରତିରୋଧ ମେଳ |,ਰੁਕਾਵਟ ਨਾਲ ਮੇਲ ਖਾਂਦਾ
ଇମ୍ପେଟେନ୍ସ ମେଳକ ସର୍କିଟ୍ |,ਰੁਕਾਵਟ ਸਰਕਟ
ପ୍ରତିରୋଧର ମେଳ ଖାଉ ନାହିଁ |,ਰੁਕਾਵਟ ਮੇਲ ਨਹੀਂ ਖਾਂਦੀ
ଖାଲି ସ୍ଥାନର ପ୍ରତିରୋଧ |,ਖਾਲੀ ਥਾਂ ਦੀ ਰੋਕਥਾਮ
ପ୍ରତିରୋଧ ରୂପାନ୍ତର |,ਰੁਕਾਵਟ ਤਬਦੀਲੀ
ଆମଦାନି କରନ୍ତୁ |,ਆਯਾਤ
ଗର୍ଭଧାରଣ,ਪ੍ਰਭਾਵਿਤ
ଭୋଲଟେଜ୍ ଇମ୍ପ୍ରେସ୍ କରନ୍ତୁ |,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ
ପ୍ରେରଣା,ਭਾਵਨਾ
ପ୍ରେରଣା ପ୍ରତିକ୍ରିୟା |,ਪ੍ਰੇਰਣਾ ਜਵਾਬ
ଅପରିଷ୍କାର ଆଚରଣ |,ਅਪਵਿੱਤਰਤਾ ਚਾਲਕ
ଅପ୍ରାକୃତିକତା ସେମେନିକ୍ୟୁସନ୍ |,ਅਪਵਿੱਤਰ ਅਰਧਕੁੰਨ
ନିଷ୍କ୍ରିୟ |,ਅਕਿਰਿਆਸ਼ੀਲ
ନିଷ୍କ୍ରିୟ ୱିଣ୍ଡୋ |,ਨਾ-ਸਰਗਰਮ ਵਿੰਡੋ
ନିରବଚ୍ଛିନ୍ନ,ਅਯੋਗ
ଅବିସ୍ମରଣୀୟ,ਇਨਕੈਂਡੀਸੈਂਸ
ଘଟଣା ରୟ,ਘਟਨਾ ਰੇ
ଅନ୍ତର୍ଭୂକ୍ତ,ਸ਼ਾਮਲ ਕਰਨ ਲਈ
ଆସୁଥିବା ସିଗନାଲ୍ |,ਆਉਣ ਵਾਲੇ ਸੰਕੇਤ
ସୂଚକ,ਸੰਕੇਤਕ
ଅଦୃଶ୍ୟ,ਸਵਦੇਸ਼ੀ
ଚିତ୍ତାକର୍ଷକ,ਸ਼ਾਮਲ
ଚିତ୍ତାକର୍ଷକ-ପ୍ରତିକ୍ରିୟା |,ਇੰਸੀਐਕਟਿਵ-ਇੰਟਰਐਕਟਿਵ
ଭେଦଲାମୁକ୍ତ ସାମଗ୍ରୀ |,ਜਲਣਸ਼ੀਲ ਸਮੱਗਰੀ
ଇନ୍ଫୋର ପ୍ୟାଚ୍,ਇਨਫੋਰ ਪੈਚ
ସୂଚନା,ਜਾਣਕਾਰੀ
ସୂଚନା ସ୍ଥାପତ୍ୟ,ਜਾਣਕਾਰੀ architect ਾਂਚਾ
ସୂଚନା ବିଟ୍,ਜਾਣਕਾਰੀ
ସୂଚନା ଅଙ୍କ,ਜਾਣਕਾਰੀ ਅੰਕ
ସୂଚନା କିଓସ୍କ,ਜਾਣਕਾਰੀ ਕਿਓਸਕ
ସୂଚନା ପ୍ରକ୍ରିୟା,ਜਾਣਕਾਰੀ ਪ੍ਰਕਿਰਿਆ
ସୂଚନା ପ୍ରଯୁକ୍ତିବିଦ୍ୟା,ਸੂਚਨਾ ਤਕਨੀਕ
Invoattion,ਇਨਫੋਟੇਨਮੈਂਟ
ଇନଫ୍ରାଡ୍ ବିକିରଣ |,ਇਨਫਰਾਰੈੱਡ ਰੇਡੀਏਸ਼ਨ
ଭିତ୍ତିଭୂମି,ਬੁਨਿਆਦੀ .ਾਂਚਾ
କନ୍ସଷ୍ଟ,ਗ੍ਰਹਿਣ
ଉପାଦାନ,ਸਮੱਗਰੀ
ପ୍ରାରମ୍ଭିକରଣ ଶବ୍ଦ (iw),ਸ਼ੁਰੂਆਤੀ ਸ਼ਬਦ (ਆਈਡਬਲਯੂ)
ଭିତର ସଂକେତ,ਅੰਦਰੂਨੀ ਕੋਡ
ଉଦ୍ଭାବନ |,ਨਵੀਨਤਾ
ଇନପୁଟ୍,ਇੰਪੁੱਟ
ନିବେଶ ରେଖା,ਇਨਪੁਟ ਲਾਈਨ
ନିବେଶ ୟୁନିଟ୍,ਇਨਪੁਟ ਯੂਨਿਟ
ଇନପୁଟ୍ ଭୋଲଟେଜ୍ |,ਇੰਪੁੱਟ ਵੋਲਟੇਜ
ଇନପୁଟ୍-ଆଉଟପୁଟ୍ |,ਇਨਪੁਟ-ਆਉਟਪੁਟ
ସନ୍ନିବେଶ କରନ୍ତୁ |,ਸੰਮਿਲਿਤ ਕਰੋ
ସନ୍ନିବେଶ କ୍ଷତି |,ਸੰਮਿਲਨ ਦਾ ਨੁਕਸਾਨ
ସ୍ଥାପନ,ਇੰਸਟਾਲੇਸ਼ਨ
ତତକ୍ଷଣାତ୍ ଭୋଲଟେଜ୍ |,ਤਤਕਾਲ ਵੋਲਟੇਜ
ନିର୍ଦ୍ଦେଶ,ਹਦਾਇਤ
ଇନସୁଲେଟିଂ ସାମଗ୍ରୀ |,ਇਨਸੂਲੇਟਿੰਗ ਸਮੱਗਰੀ
ଇନସୁଲେସନ୍,ਇਨਸੂਲੇਸ਼ਨ
ଇନସଲେସନ୍ ପ୍ରତିରୋଧ |,ਇਨਸੂਲੇਸ਼ਨ ਟੱਪਣ
ଇନସୁଲେଟର |,ਇਨਸੂਲੇਟਰ
ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ |,ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ
ନେଟୱାର୍କ ସଂଯୋଗ,ਨੈੱਟਵਰਕ ਨੂੰ ਏਕੀਕ੍ਰਿਤ ਕਰਨਾ
ଇଣ୍ଟିଗାର୍ଡ,ਇੰਟੀਗਰੇਟਰ
ବୁଦ୍ଧି,ਬੁੱਧੀਮਾਨ
ତୀବ୍ରତା,ਤੀਬਰਤਾ
ବକ୍ତବ୍ୟର ତୀବ୍ରତା |,ਬੋਲਣ ਦੀ ਤੀਬਰਤਾ
ଆନ୍ତ Cankellାନ ହସ୍ତକ୍ଷେପ |,ਅੰਤਰ ਚੈਨਲ ਦਖਲ
ହସ୍ତକ୍ଷେପ କରନ୍ତୁ |,ਇੰਟਰਲੇਵ
ପାରସ୍ପରିକ କ୍ରିୟା,ਗੱਲਬਾਤ ਕਰਨੀ
ପାରସ୍ପରିକତା,ਗੱਲਬਾਤ
ଇଣ୍ଟରକମ୍ |,ਇੰਟਰਕਾੱਮ
ଆନ୍ତ c- ସଂଯୋଗକାରୀତା |,ਇੰਟਰਸੀਕੇਸ਼ਨਵਿਟੀ
ଇଣ୍ଟରଫେସ୍,ਇੰਟਰਫੇਸ
ଇଣ୍ଟରଫେସ୍ ସ୍କାନିଂ |,ਇੰਟਰਫੇਸ ਸਕੈਨਿੰਗ
ହସ୍ତକ୍ଷେପ,ਦਖ਼ਲਅੰਦਾਜ਼ੀ
ହସ୍ତକ୍ଷେଳ୍ପ ଜୋନ୍ |,ਦਖਲ ਦਾ ਜ਼ੋਨ
ହସ୍ତକ୍ଷେପ କରୁଥିବା ଚ୍ୟାନେଲ |,ਦਖਲ ਦੇਣ ਵਾਲੇ ਚੈਨਲ
ପରିବେଶ ଫ୍ରିକ୍ୱେନ୍ସି କରିବା |,ਦਖਲਅੰਦਾਜ਼ੀ ਬਾਰੰਬਾਰਤਾ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସଙ୍କେତ ହସ୍ତକ୍ଷେପ କରିବା |,ਦਖਲਅੰਦਾਜ਼ੀ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
ଆନ୍ତରିକରାତ୍ରା,ਅੰਤਰਫ੍ਰੇਮ
ହସ୍ତକ୍ଷେପ କରନ୍ତୁ |,ਇੰਟਰਲੇਵ
ଅନ୍ତର୍ଭୁକ୍ତ |,ਇੰਟਰਲੇਡ
ମଧ୍ୟବର୍ତ୍ତୀ stream ରଣା |,ਇੰਟਰਲੀਏਡ ਸਟ੍ਰੀਮ
ସାଧାରଣତ। |,ਇੰਟਰਲੇਵਰ
ଅନ୍ତର୍ଭୁକ୍ତ,ਇੰਟਰਲੇਵਿੰਗ
ଅନ୍ତର୍ଭୁକ୍ତ,ਇੰਟਰਲੇਵਿੰਗ
ଇଣ୍ଟରଲିଭେଭିଙ୍ଗ୍ ଅବଧି |,ਇੰਟਰਲੇਵਿੰਗ ਪੀਰੀਅਡ
ପୂର୍ବରୁ ସର୍କିଟ୍ |,ਇੰਟਰਕੈਕ ਸਰਕਟ
ଇଣ୍ଟରଲକ୍ ସୁଇଚ୍ |,ਇੰਟਰਲੌਕ ਸਵਿਚ
ତାଲିମପ୍ରାପ୍ତ,ਇੰਟਰਲੋਕਿੰਗ
ମଧ୍ୟବର୍ତ୍ତୀ ବିଫଳତା |,ਵਿਚਕਾਰਲੀ ਅਸਫਲਤਾ
ମଧ୍ୟବର୍ତ୍ତୀ ଫ୍ରିକ୍ୱେନ୍ସି,ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ
ମଧ୍ୟବର୍ତ୍ତୀ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ
ମଧ୍ୟବର୍ତ୍ତୀ,ਰੁਕ-ਰੁਕ ਕੇ
ମଧ୍ୟସ୍ଥି କରେଣ୍ଟ୍ |,ਰੁਕ-ਰੁਕ ਕੇ ਮੌਜੂਦਾ
ଇଣ୍ଟମୋଡୋଡୁଲେସନ୍,ਇੰਟਰਮੋਡੀਜੂਲੇਸ਼ਨ
ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତି |,ਇੰਟਰਮੋਜ਼ਨ ਵਿਗਾੜ
ଇଣ୍ଟରମୋଡୁଲେସନ୍ ନିର୍ଗମନ |,ਇੰਟਰਮੋਜ਼ਨ ਦੇ ਨਿਕਾਸ
ସାଂଖ୍ୟିକ ଭାବରେ ଅସନ୍ତୁଷ୍ଟ ପରୀକ୍ଷା |,ਇੰਟਰਮੋਜ਼ਨ ਟੈਸਟ
ଇଣ୍ଟରନେଟ୍,ਇੰਟਰਨੈੱਟ
ଇଣ୍ଟରନେଟ୍ ପ୍ରସାରଣକାରୀ |,ਇੰਟਰਨੈੱਟ ਪ੍ਰਸਾਰਣ
ଇଣ୍ଟରନେଟ୍ ଚାଟିଂ |,ਇੰਟਰਨੈੱਟ ਚੈਟਿੰਗ
ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ ଷ୍ଟାକ |,ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਸਟੈਕ
ଇଣ୍ଟରନେଟ୍ ରେଡିଓ |,ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ
ଇଣ୍ଟରନେଟ୍ ଷ୍ଟ୍ରିମିଂ |,ਇੰਟਰਨੈੱਟ ਸਟ੍ਰੀਮਿੰਗ
ଇଣ୍ଟରନେଟ୍ ଭିଡିଓ |,ਇੰਟਰਨੈੱਟ ਵੀਡੀਓ
ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା,ਅੰਤਰ-ਕਾਰਜਸ਼ੀਲਤਾ
ଇଣ୍ଟରପୋଲେସନ୍,ਇੰਟਰਪੋਲੇਸ਼ਨ
ଅନୁବାଦକ,ਦੁਭਾਸ਼ੀਏ
ବାଧା,ਵਿਘਨ
ବାଧା,ਰੁਕਾਵਟ
ସାଂଘାତିକ,ਵਿਘਨ
ବ୍ୟବଧାନ,ਅੰਤਰਾਲ
ଅନୁରୂପ,ਇੰਟਰਕੋਡਿੰਗ
ଇଣ୍ଟ୍ରାଫ୍ରେମ୍ |,ਇੰਟਰਾਫ੍ਰੇਮ
ଇଣ୍ଟ୍ରାନେଟ୍ |,ਇੰਟਰਨੇਟ
ଚିତ୍ରାଙ୍କ୍ |,ਇਨਟਰੇਪੈਕਸ਼ਨਚਰ
ଇଣ୍ଟ୍ରାୱେବ |,ਇੰਟਰਾਵੈਬ
ଅନ୍ତର୍ନିହିତ ସେମିକଣ୍ଡକ୍ଟର |,ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ
ଇନଭର୍ସ କରେଣ୍ଟ୍ |,ਉਲਟਾ ਮੌਜੂਦਾ
ଇନଭର୍ସ ସ୍ପାଟିଆଲ୍ କାର୍ଯ୍ୟ |,ਉਲਟਾ ਸਥਾਨ ਦਾ ਕੰਮ
ଓଲଟା,ਉਲਟਾ
ଓଲଟା l ଆଣ୍ଟେନା |,ਉਲਟਾ ਐਲ ਐਂਟੀਨਾ
ଓଲଟା ଭି ଆଣ୍ଟେନା |,ਉਲਟਾ v ਅਨਟਨਨਾ
ଜିଭର୍,ਇਨਵਰਟਰ
ଅନିୟମିତ |,ਅਨਿਯਮਿਤ
ଅପ୍ରାସଙ୍ଗିକର ଉପାଦାନ |,ਅਸਪਸ਼ਟ ਤੱਤ
ବିଚ୍ଛିନ୍ନାଙ୍କନ ନେଟୱର୍କ |,ਇਕੱਲਤਾ ਨੈਟਵਰਕ
ଆଇସୋଲେଟର,ISolator
ଜାମର୍,ਜੈਮਰ
ଜାମ୍,ਜਾਮ
ଜାରଗନ୍ ଫାଇଲ୍ |,ਜਾਰਗਨ ਫਾਈਲ
ଜାଭା ସ୍କ୍ରିପ୍ଟ,ਜਾਵਾ ਸਕ੍ਰਿਪਟ
ଜିଙ୍ଗଲ୍,ਜਿੰਗਲ
ଠେକୁଟର୍,Jitter
ଯୋନା,ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ
ମିଳିତ,ਜੁਆਇੰਟ
ମିଳିତ ଧିକ୍,ਸ਼ਾਮਲ
ଜମ୍ପର୍,ਜੰਪਰ
ଜଙ୍କ୍ |,ਕਬਾੜ
ଜଙ୍କ୍ ମେଲ୍ |,ਬੇਕਾਰ ਚਿਠੀ
କର୍ଣ୍ଣଲ |,ਕਰਨਲ
ଚାବି,ਕੁੰਜੀ
କୀବୋର୍ଡ୍,ਕੀਬੋਰਡ
କୀ,ਕੀਰ
କି /ଟ୍ |,ਕੀਨੋਟ
କିଲୋସେଲ୍କର |,ਕਿਲ੍ਹੇ ਚੱਕਰ
କିଲୋଲଟ୍ |,ਕਿਲ੍ਹੇ
କିଡୋୋଟାଟ୍ |,ਕਿਲੋਟ
ସମ୍ପର୍କୀୟ,ਕਿਨਮੈਟਿਕਸ
ଆଣ୍ଠୁ ପଏଣ୍ଟ ଭୋଲଟେଜ୍ |,ਗੋਡੇ ਬਿੰਦੂ ਵੋਲਟੇਜ
ଗାଡ଼ି,ਗੋਬ
ଜ୍ଞାନ କୋଷ,ਗਿਆਨ ਅਧਾਰ
ଜ୍ଞାନ ପ୍ରତିନିଧିତ୍ୱ |,ਗਿਆਨ ਦੀ ਨੁਮਾਇੰਦਗੀ
L ନେଟୱର୍କ,L ਨੈੱਟਵਰਕ
L ବିଭାଗ ଫିଲ୍ଟର୍ |,L ਸੈਕਸ਼ਨ ਫਿਲਟਰ
ଲେଗ୍ ଏବଂ ଲିଡ୍ |,Lag ਅਤੇ ਅਗਵਾਈ
ଲଗିଂ କରେଣ୍ଟ୍ |,Lagging ਮੌਜੂਦਾ
ଶକ୍ତିଯୁକ୍ତ ଫ୍ୟାକ୍ଟର୍ |,ਪਛੜਨਾ ਪਾਵਰ ਫੈਕਟਰ
ବିଳମ୍ବ,ਲਮੀਨੇਟਡ
ପ୍ରଦୀପ,ਦੀਵੇ
ଲାପଟପ୍,ਲੈਪਟਾਪ
ଲେଜର ଫ୍ରିକ୍ୱେନ୍ସି |,ਲੇਜ਼ਰ ਬਾਰੰਬਾਰਤਾ
ପରିଶ୍ରମୀ ତ୍ରୁଟି |,ਅਸ਼ੁੱਧ ਗਲਤੀ
ଅହଂତ୍ତତା,ਨਿਰੰਤਰ ਗਰਮੀ
ଅକ୍ଷାଂଶ,ਵਿਥਕਾਰ
ସ୍ତର,ਪਰਤ
ଲେଆଉଟ୍ |,ਖਾਕਾ
ଲେଆଉଟ୍ ଯୋଜନା,ਲੇਆਉਟ ਯੋਜਨਾ
ସୀସା |,ਲੀਡ
ଅଗ୍ରଣୀ ପର୍ଯ୍ୟାୟ |,ਪ੍ਰਮੁੱਖ ਪੜਾਅ
ଲିକ୍ ପ୍ରମାଣ |,ਲੀਕ ਸਬੂਤ
ଲିକେଜ୍ |,ਲੀਕ
ଲିଜ୍ ସର୍କିଟ୍ |,ਲੀਜ਼ਡ ਸਰਕਟ
ଲେନ୍ସ,ਲੈਂਸ
ସ୍ତରୀୟ ସୂଚକ,ਪੱਧਰ ਸੂਚਕ
ହାଲୁକା ନିୟନ୍ତ୍ରଣ,ਲਾਈਟ ਕੰਟਰੋਲ
ଲାଇଟ୍ କଲମ,ਲਾਈਟ ਕਲਮ
ବଜ୍ରପାତ,ਬਿਜਲੀ ਦੀ ਪ੍ਰੇਸ਼ਾਨ
ସୀମା,ਸੀਮਾ
ଏମ୍ପ୍ଲିଫାୟର୍ ସୀମିତ କରିବା |,ਐਂਪਲੀਫਾਇਰ ਨੂੰ ਸੀਮਿਤ ਕਰਨਾ
ରେଖା କ୍ଷତି |,ਲਾਈਨ ਦਾ ਨੁਕਸਾਨ
ରେଖା ଶବ୍ଦ,ਲਾਈਨ ਸ਼ੋਰ
ଦୃଷ୍ଟିଶକ୍ତ,ਨਜ਼ਰ ਦੀ ਲਾਈਨ
ରେଖା ପର୍ଯ୍ୟାୟ,ਲਾਈਨ ਪੜਾਅ
ରେଖା ପ୍ରସାରଣ,ਲਾਈਨ ਸੰਚਾਰ
ରେଖା ଅନଲୋଡ୍ ହୋଇଛି |,ਲਾਈਨ ਅਨਲੋਡ
ର line ଖିକ ପରିମାଣର |,ਲੀਨੀਅਰੁਮਾਰੀ
ର line ଖ,ਰੇਖਾ
ରେଖା-କୋଇକ୍ସିଆଲ୍ |,ਲਾਈਨ-ਕੋਐਕਸਿਆਲ
ରେଖା-ସମାନଜୀବୀ |,ਲਾਈਨ-ਬਰਾਬਰੀ
ରେଖା-ଫ୍ରିକ୍ୱେନ୍ସି,ਲਾਈਨ-ਬਾਰੰਬਾਰਤਾ
ରେଖା-ପ୍ରତିବନ୍ଧକତା |,ਲਾਈਨ-ਪ੍ਰੇਸ਼ਾਨ
ରେଖା-ଚତୁର୍ଥାଂଶ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |,ਲਾਈਨ-ਕੁਆਰਟਰ ਵੇਵੈਲਥ
ଲିଙ୍କ୍,ਲਿੰਕ
ଲିନର,ਲਿੰਕ
ଓଠ-ମାଇକ୍ରୋଫୋନ୍ |,ਲਿਪ-ਮਾਈਕ੍ਰੋਫੋਨ
ଲାଇଭ୍ ବ୍ରଡକାଷ୍ଟ |,ਲਾਈਵ ਪ੍ਰਸਾਰਣ
ଜୀବନ୍ତ ସର୍କିଟ |,ਲਾਈਵ ਸਰਕਟ
ଲାଇଭ୍ ପ୍ରୋଗ୍ରାମ୍ |,ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ
ଲୋଡ୍,ਲੋਡ
ଲୋଡ୍ କ୍ଷମତା |,ਲੋਡ ਸਮਰੱਥਾ
ବହନ କ୍ଷମତା ଭାର ବହନ କରନ୍ତୁ |,ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ ਲੋਡ ਕਰੋ
ଲୋଡ୍ ବର୍ଣ୍ଣିତ |,ਲੋਡ ਗੁਣ
ଲୋଡ୍ ଟେପିସନ୍ |,ਲੋਡ ਰੁਕਾਵਟ
ଲୋଡ୍ ହୋଇଛି,ਲੋਡ ਹੋ ਗਿਆ
ଲୋଡର୍,ਲੋਡਰ
ଲୋଡ୍ କରୁଛି,ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ
କୋଇଲା ଲୋଡିଙ୍ଗ୍ |,ਕੋਡ ਲੋਡ ਕਰਨਾ
ଲୋଡ୍-ଟେଷ୍ଟ୍ |,ਲੋਡ-ਟੈਸਟ
ଲୋବ,ਲੋਬ
ଲବ୍ ଆଣ୍ଟେନା |,ਲੋਬੇ ਐਂਟੀਨਾ
ସ୍ଥାନୀୟ କ୍ଷେତ୍ର ନେଟୱାର୍କ |,ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ
ସ୍ଥାନୀୟ ବ୍ୟାଟେରୀ |,ਸਥਾਨਕ ਬੈਟਰੀ
ସ୍ଥାନୀୟ ଓକିଲର୍ |,ਸਥਾਨਕ c ਸਿਲੇਟਰ
ଲଗ୍,ਲਾਗ
ଲଗ ବୁକ୍ |,ਲੌਗ ਬੁੱਕ
ଲଗ୍ ଇନ୍ କରନ୍ତୁ (ଲଗ୍ ଅନ୍),ਲੌਗ ਇਨ ਕਰੋ (ਲੌਗ ਇਨ ਕਰੋ)
ଲଗ୍ ଅଫ୍ କରନ୍ତୁ (ଲଗ୍ ଆଉଟ୍),ਲੌਗ ਬੰਦ (ਲਾਗ ਆਉਟ)
ଲଗ୍ ସିଟ୍ |,ਲਾਗ ਸ਼ੀਟ
Logarithm,ਲੋਗਰੀਥਮ
ଲୋଗାରିଥମିକ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਲੋਗਰੀਥਿਕਮਿਕ ਐਂਪਲੀਫਾਇਰ
ଲୋଗାରିଥମିକ୍ ଅନୁପାତ,ਲੋਗਰੀਥਿਮਿਕ ਅਨੁਪਾਤ
Logarithmic ପ୍ରତିକ୍ରିୟା |,ਲੋਗਰੀਥਿਮਿਕ ਜਵਾਬ
ଲୋଗାରିଥମିକ୍ ସ୍କେଲ୍ |,ਲੋਗਰੀਥਿਮਿਕ ਸਕੇਲ
ଲଗିଂ,ਲਾਗਿੰਗ
ତର୍କ,ਤਰਕ
ଏକାଧିକ ଗେଟ୍ |,ਤਰਕ ਗੇਟ
ତର୍କ କାର୍ଯ୍ୟ,ਤਰਕ ਕਾਰਜ
ଯୁକ୍ତିଯୁକ୍ତ,ਲਾਜ਼ੀਕਲ
ଲଜିକାଲ୍ ଫ୍ରେମ୍ |,ਲਾਜ਼ੀਕਲ ਫਰੇਮ
ଲୋଗୋ ଇନ୍ସର୍ଟerar ର |,ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ
ଦ୍ରାଘିମା,ਲੰਬਕਾਰ
ଲୁପ୍ |,ਲੂਪ
ଲୁପ୍ ଆଣ୍ଟେନା |,ਲੂਪ ਐਂਟੀਨਾ
ଲୁପ୍ ଲାଭ |,ਲੂਪ ਲਾਭ
ଲୁପ୍ ପରୀକ୍ଷା |,ਲੂਪ ਟੈਸਟ
ଖାଲି ଯୋଗାଯୋଗ |,Oose ਿੱਲਾ ਸੰਪਰਕ
ଖାଲି କନ୍ସଲିଂ |,Loose ਿੱਲੇ ਕਪਲਿੰਗ
କ୍ଷତିହୀନ ଆଣ୍ଟେନା |,ਘਾਟੇ ਐਂਟੀਨਾ
କ୍ଷତିହୀନ ସଙ୍କୋଚନ |,ਘਾਟਾ
କ୍ଷତି ହୋଇଥିବା ସଙ୍କୋଚନ |,ਘਾਟੀ
ଉଚ୍ଚ ସ୍ୱର (ଧ୍ୱନି),ਉੱਚਾ (ਆਵਾਜ਼)
ଉଚ୍ଚ ସ୍ୱରରେ,ਲਾ loud ਥਸਪੀਕਰ
ନିମ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |,ਘੱਟ ਬਾਰੰਬਾਰਤਾ
ନିମ୍ନ ସ୍ତରୀୟ ଭାଷା |,ਘੱਟ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ
କମ୍ କ୍ଷତି ଫିଡର୍ |,ਘੱਟ ਘਾਟੇ ਫੀਡਰ
କମ୍ କ୍ଷତି ନମନୀୟ କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |,ਘੱਟ ਨੁਕਸਾਨ ਲਚਕਦਾਰ ਕੋਕਸਿਅਲ ਕੇਬਲ
କମ୍ ଶବ୍ଦ ରିସିଭର୍ |,ਘੱਟ ਸ਼ੋਰ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
କମ୍ କକ୍ଷପଥଗୁଡ଼ିକ ସାଟେଲାଇଟ୍ |,ਘੱਟ ਬਕਾਇਆ ਸੈਟੇਲਾਈਟ
କମ୍ ପାସ୍ ଫିଲ୍ଟର୍ |,ਘੱਟ ਪਾਸ ਫਿਲਟਰ
କମ୍ ପ୍ରତିକ୍ରିୟାଶୀଳ earting |,ਘੱਟ ਪ੍ਰਤੀਕ੍ਰਿਆ
ନିମ୍ନ ପ୍ରତିରୋଧ ପଥ |,ਘੱਟ ਵਿਰੋਧ ਰਸਤਾ
ଲୁଗ୍ |,ਲੱਗ
ଲୁମିନାନ୍ସ |,ਪ੍ਰਕਾਸ਼
ଗୁଣ୍ଡ,ਬੁਲਾਇਆ ਗਿਆ
ମାକ୍ରୋ ବ୍ଲକ୍ |,ਮੈਕਰੋ ਬਲਾਕ
ମାକ୍ରୋ ସଂଜ୍ଞା,ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ
ମାକ୍ରୋ ଦର୍ଶନ |,ਮੈਕਰੋ ਵਿਜ਼ਨ
