Telugu,Punjabi
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,ਏਕੀਕ੍ਰਿਤ ਪੋਸ਼ਕ ਪ੍ਰਬੰਧਨ
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ
తీవ్రత,ਤੀਬਰਤਾ
ఇంటెన్సివ్,ਤੀਬਰ
ఇంటర్‌క్రాప్,ਇੰਟਰਕ੍ਰਾਪ
(పరస్పర కల్చే,ਅੰਤਰਾਲ (ਅੰਤਰਾਲ)
వడ్డీ,ਦਿਲਚਸਪੀ
ఇంటర్నోడ్,ਇੰਟਰਨਿਓ
కణ విభజన,ਅੰਤਰਾਪਾ (ਸੈੱਲ ਡਿਵੀਜ਼ਨ)
ఇంటర్‌పోలేషన్,ਇੰਟਰਪੋਲੇਸ਼ਨ
ఇంటర్-స్టెరైల్,ਅੰਤਰ-ਨਿਰਜੀਵ
జాబితా,ਵਸਤੂ ਸੂਚੀ
విలోమం,ਉਲਟਾ
Insucre,ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ
అయాన్,ਆਇਨ
వికిరణం,ਇਰੈਡੀਏਸ਼ਨ
నీటిపారుదల,ਸਿੰਜਾਈ
ISO యుగ్మ వికల్పాలు,ਆਈਸੋ ਐਲੇਲਸ
ISO ఉత్పత్తి వక్రత,ISO ਉਤਪਾਦ ਕਰਵ
ఐసోబార్,ਆਈਸੋਬਾਰ
ఐసోగామి,ਆਈਸੋਗੈਮ
ఐసోలేషన్ దూరం,ਇਕੱਲਤਾ ਦੂਰੀ
ఐసోప్లాయిడ్,ਆਈਸੋਪਲੋਇਡ
ఐసోక్వాంట్,ਇਕੱਲਤਾ
ఐసోటోప్,ਆਈਸੋਟੋਪ
ఇండియన్ బిర్చ్,ਭਾਰਤੀ ਬੁਰਸ਼
ఇండియన్ బ్లూ పైన్,ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ
భారతీయ చెర్రీ,ਭਾਰਤੀ ਚੈਰੀ
భారతీయ జునిపెర్,ਭਾਰਤੀ ਜੂਨੀਪਰ
భారతీయ కినో చెట్టు,ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ
భారతీయ లారల్ చెట్టు,ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ
భారతీయ పిచ్చి,ਇੰਡੀਅਨ ਮੈਡਡਰ
ఇండియన్ మాడ్లర్,ਇੰਡੀਅਨ ਮੈਡਲਰ
ఇండియన్ పోడో ఫైలం,ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ
ఇండిగో,ਇੰਡੀਗੋ
ఇటాలియన్ మిల్లెట్,ਇਤਾਲਵੀ ਬਾਦਾ
ఐవరీ ట్రీ,ਆਈਵਰੀ ਟ੍ਰੀ
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ
బెల్లం,Jaggery
జపోనికా రైస్,ਜੌਂਕਾ ਚਾਵਲ
జాసిద్,ਜੱਸੇ
జవానికా రైస్,ਜਾਵਾਨਿਕਾ ਰਾਈਸ
జెల్లింగ్,ਜੇਲਿੰਗ
H ుమ్ సాగు,ਜੇਹਮ ਕਾਸ਼ਤ
జంపింగ్ జన్యువు,ਜੰਜਾਈ
జంక్ DNA,ਜੰਕ ਡੀ ਐਨ ਏ
బాల్య దశ,ਜੁਵੇਨਾਈਲ ਪੜਾਅ
జాకరంద,ਜਾਬਾੰਡਾ
జాక్‌ఫ్రూట్,ਜੈਕਫਰੂਟ
జామున్,ਜੰਜਾ
జాస్మిన్,ਜੈਸਮੀਨ
జట్టి ఖట్టి,ਜਤਤੀ ਖਤੀ
జాట్రోఫా,ਜੱਟਟਰੋਫਾ
జనపనార,ਜੱਟ
జాసిడ్స్,ਜੱਸੇਜ਼
కయోలిన్,ਕੂਲਿਨ
KAOLINITE,ਕਾਓਲਿਨਾਈਟ
KAOLINITE,ਕਾਓਲਿਨਾਈਟ
కారింగైమా,ਕੈਰੀਨਚਯਮਾ
కారియోడెస్మా,ਕੈਰੀਓਡਮਾ
కార్యోగామి,ਕੈਰੀਗਮੀ
కర్ణభ్యాసనము,ਕੈਰੀਓਗ੍ਰਾਮ (ਆਈਡੀਓਸ਼ਨ)
కారియోకినిసిస్,ਕਰੈਕਿਨੇਸਿਸ
కార్యాలజీ,ਕੈਰੀਓਲੋਜੀ
కారియోలిసిస్,Karyoolysis
కారియన్,ਕੈਰੀਓਨ
కార్యోటైప్,ਕੈਰੀਓਟਾਈਪ
అల్గ,ਕੈੱਲਪ (ਐਲਗੀ)
కెల్విన్ సైకిల్,ਕੈਲਵਿਨ ਚੱਕਰ
కెరాటిన్,ਕੇਟਿਨ
కెర్నల్,ਕਰਨਲ
ఖైరా వ్యాధి,ਖਹਿਰਾ ਦੀ ਬਿਮਾਰੀ
ఖరీఫ్,ਸਾਉਣੀ
తమాషా,ਮਜ਼ਾਕ ਕਰਨਾ
కైనెటోచోర్,ਕਿਨੇਟੋਕੋਰ
వంటగది తోట,ਕਿਚਨ ਗਾਰਡਨ
క్లీన్ఫిల్టర్ సిండ్రోమ్,ਕਲੀਨਫਿਲਟਰ ਸਿੰਡਰੋਮ
Klenow భాగం,ਕੇਲੇਨੋ ਦਾ ਟੁਕੜਾ
ముడి,ਬੰਦ
కోచ్ యొక్క పోస్టులేట్,ਕੋਚ ਦਾ ਅਹੁਦਾ
కొరిమి,ਕੋਪੇਨ ਦਾ ਵਰਗੀਕਰਣ (ਜਲਵਾਯੂ)
క్రెబ్స్ చక్రం,ਕਰਬਸ ਚੱਕਰ
కుర్టోసిస్,ਕੁਰਟੋਸਿਸ
KVK,ਕੇਵੀਕੇ (ਕ੍ਰਿਸ਼ੀ ਵਿਗਯਾਨ ਕੇਂਦਰ)
కడమ్,ਕੜਮ
కాలే,ਕਲੇ
కాన్స్ గడ్డి,ਗਾਂ ਘਾਹ
కరోండా,ਕਾਰੌਂਦਾ
"కిడ్నీ బీన్, రాజ్మా","ਗੁਰਦੇ ਬੀਨ, ਰਾਜਮਾਹ"
కివిఫ్రియుట్,ਕੀਵੀਫਰੀਨ
నోల్ ఖోల్,ਨੋਲ ਗਾਲ
కోడాంపులి,ਕੋਡੋਮਪੁਲੀ
కోడో మిల్లెట్,ਕੋਡੋ ਬਾਜਲੇਟ
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),ਕੋਕੈਮ ਬਟਰ ਲੁੱਕ (ਮੰਗੋਸੀ)
ఖాప్రా బీటిల్,ਖਾਪਰਾ ਬੀਟਲ
L.D.50 (ప్రాణాంతక మోతాదు 50),L.d.50 (ਮਾਰੂ ਖੁਰਾਕ 50)
ల్యాబ్ టు ల్యాండ్,ਲੈਬ ਲੈਂਡ
లేబుల్,ਲੇਬਲ
శ్రమ,ਕਿਰਤ
లాక్ ఒపెరాన్ మోడల్,ਲੈਕ ਓਪਰਨ ਮਾਡਲ
చనుబాలివ్వడం,ਦੁੱਧ ਚੁੰਘਾਉਣ
క్షీరసమూరం,ਲੈਕਟੂਨਿਕ ਹਾਰਮੋਨ (ਪ੍ਰੋਲਾਟਿਨਿਨ)
లాక్టోస్,ਲੈਕਟੋਜ਼
లాగింగ్ స్ట్రాండ్,ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ
లాంబ్డా క్లోనింగ్ వెక్టర్,ਲਾਂਬਡਾ ਕਲੋਨਿੰਗ ਵੈਕਟਰ
లామినార్ గాలి ప్రవాహం,ਲਿੰਮੀ ਹਵਾ ਦਾ ਪ੍ਰਵਾਹ
దీపం బ్రష్ క్రోమోజోమ్,ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ
భూమి,ਜ਼ਮੀਨ
భూమి సామర్థ్య వర్గీకరణ,ਲੈਂਡ ਸਮਰੱਥਾ ਵਰਗੀਕਰਣ
భూమి సామర్థ్య పటం,ਜ਼ਮੀਨੀ ਸਮਰੱਥਾ ਦਾ ਨਕਸ਼ਾ
భూమి క్షీణత,ਭੂਮੀ ਦੇ ਨਿਘਾਰ
భూమి సమాన నిష్పత్తి,ਜ਼ਮੀਨ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
ల్యాండ్ లెవలింగ్,ਲੈਂਡ ਲੈਵਲਿੰਗ
భూమి పునరుద్ధరణ,ਲੈਂਡ ਰੀਲੇਜੇਸ਼ਨ
ల్యాండ్ స్కేపింగ్,ਲੈਂਡਸਕੇਪਿੰਗ
భూమి అనుకూలత,ਜ਼ਮੀਨ ਅਨੁਕੂਲਤਾ
భూ వినియోగ విధానం,ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ ਪੈਟਰਨ
లాంగర్‌హాన్స్ కణాలు,ਲੰਗਰਹੈਨਜ਼ ਸੈੱਲ
లోపం రేటు,ਲੈਪ ਰੇਟ
లార్వా,ਲਾਰਵਾ
జాప్యం,ਲੇਟੈਂਸੀ
గుప్త,ਲੇਟ
గుప్త సంక్రమణ,ਅਵੈਂਟ ਇਨਫੈਕਸ਼ਨ
పార్శ్వ,ਪਾਸੇ
లాటరైట్ నేలలు,ਬਾਅਦ ਵਿਚ ਮਿੱਟੀ
రబ్బరు పాలు,ਲੈਟੇਕਸ
లాథరిజం,ਲਾਠੀਵਾਦ
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),ਲਾਤੀਨੀ ਵਰਗ ਡਿਜ਼ਾਈਨ (LSD)
లాటిస్,ਜਾਲੀ
కంపన ప్రయోజనం యొక్క చట్టం,ਅਭੇਦ ਲਾਭ ਦਾ ਕਾਨੂੰਨ
స్థిరమైన రాబడి యొక్క చట్టం,ਨਿਰੰਤਰ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ
రాబడిని తగ్గించే చట్టం,ਘਟਦੀ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ
పెరుగుతున్న చట్టం,ਵਧਦੀ ਰਿਟੇਨਜ਼ ਦਾ ਕਾਨੂੰਨ
కారకాలు పరిమితం చేసే చట్టం,ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ
కనీస చట్టం,ਘੱਟੋ ਘੱਟ ਦਾ ਕਾਨੂੰਨ
ప్రత్యామ్నాయ చట్టం,ਬਦਲ ਦਾ ਕਾਨੂੰਨ
వేరియబుల్ నిష్పత్తుల చట్టం,ਵੇਰੀਏਬਲ ਅਨੁਪਾਤ ਦਾ ਕਾਨੂੰਨ
పొర,ਪਰਤ
లేఅవుట్,ਖਾਕਾ
లీచేట్,ਲੀਚੇਟ
లీచింగ్ సామర్థ్యం,ਕੁਸ਼ਲਤਾ ਭਾਸ਼ਣ ਦੇਣ
లీచింగ్ అవసరం,ਲੈਣ ਤੋਂ ਲੈ ਕੇ
ప్రముఖ స్ట్రాండ్,ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ
ఆకు ప్రాంతం వ్యవధి,ਪੱਤਾ ਖੇਤਰ ਦੀ ਮਿਆਦ
ఆకు ప్రాంత సూచిక,ਪੱਤਾ ਖੇਤਰ ਸੂਚਕ
ఆకు ప్రాంత నిష్పత్తి,ਪੱਤਾ ਖੇਤਰ ਅਨੁਪਾਤ
ఆకు మైనర్,ਪੱਤਾ ਮਾਈਨਰ
ఆకు పరీక్ష,ਪੱਤਾ ਟੈਸਟਿੰਗ
ఆకు,ਪੱਤਾ
కరపత్రం,ਪਰਚਾ
లీజు,ਲੀਜ਼
చిక్కుళ్ళు,ਫਲ਼ੀ
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),ਲੀਸਾ - (ਘੱਟ energy ਰਜਾ ਇਨਪੁਟ ਟਿਕਾ. ਖੇਤੀਬਾੜੀ)
లెంటిసెల్,ਲੈਂਟਿਕਲ
లెంటో క్యాపిల్లరీ పాయింట్,ਲੈਂਟੋ ਕੇਸ਼ਿਕਾ ਬਿੰਦੂ
లెప్టోనెమా,Letoxtonema
లెప్టోస్పిరోసిస్,Lextospirosis
లెరో-మార్ఫిక్,ਲੀਰੋ-ਮੌਰਫਿਕ
గాయం,ਜਖਮ
ప్రాణాంతక మ్యుటేషన్,ਜਾਨਲੇਵਾ
ల్యూకోప్లాస్ట్,ਲੁੱਕੋਪਲਾਸਟ
స్థాయి టెర్రేస్,ਪੱਧਰ ਦੇ ਛੱਤ
లెవెలర్,ਲੇਵਲਰ (ਲੇਵੀਲਰ)
స్థాయి స్థాయికిట,ਪੱਧਰ (ਜ਼ਮੀਨ ਦਾ)
లే వ్యవసాయం,ਲੇਅ ਖੇਤੀ
లైబిగ్ యొక్క కనీస చట్టం,ਘੱਟੋ ਘੱਟ ਦਾ ਝੂਠ
లిగేషన్,ਭੰਡਾਰਨ
తేలికపాటి పరిహారం పాయింట్,ਲਾਈਟ ਮੁਆਵਜ਼ਾ ਬਿੰਦੂ
కాంతి సంతృప్త తీవ్రత,ਹਲਕੀ ਸੰਤ੍ਰਿਪਤਾ ਤੀਬਰਤਾ
కాంతి ప్రసార నిష్పత్తి,ਹਲਕਾ ਸੰਚਾਰ ਅਨੁਪਾਤ
లైట్ ట్రాప్,ਹਲਕਾ ਜਾਲ
పరిమితి,ਸੀਮਿਤ
పరిమితి,ਸੀਮਾ
పరిమితం చేసే కారకం,ਸੀਮਤ ਕਾਰਕ
లిమోనైట్,ਲਿਮੋਨਾਈਟ
లైన్,ਲਾਈਨ
సరళ ప్రతిస్పందన,ਲੀਨੀਅਰ ਜਵਾਬ
అనుసంధానం,ਲਿੰਕਜ
అనుసంధాన సమూహం,ਲਿੰਕੇਜ ਸਮੂਹ
లింకర్,ਲਿੰਕ
లింట్ ఇండెక్స్,ਲਿੰਟ ਇੰਡੈਕਸ
Linters,ਲਾਈਨਟਰਸ
లిపిడ్,ਲਿਪਿਡ
లిపోలిసిస్,ਲਿਪੋਲੀਸਿਸ
లిక్విడేషన్,ਤਰਲ
లిస్టర్,ਲਿਸਟਰ
లిస్టర్,ਲਿਸਟਰ
జాబితా,ਸੂਚੀ
లిథోస్పియర్,Lithospere
లిట్టర్,ਕੂੜਾ
లైవ్ మల్చెస్,ਲਾਈਵ ਮਲਚ
లివర్‌వోర్ట్,ਜਿਗਰਵੋਰਟ
పశువులు,ਪਸ਼ੂ
స్థానిక నియంత్రణ,ਸਥਾਨਕ ਨਿਯੰਤਰਣ
లోకస్,ਟਿਕਾਣੇ
మిడుత,ਟਿੱਡੀ
బస (పంట బస),ਠਹਿਰਣਾ (ਫਸਲ ਰਿਹਾਇਸ਼)
లోడిక్యూల్,ਲੋਡਿਕੂਲ
Wheess,ਲਾਹਨਤ
లోగార్తిమిక్ పరివర్తన,ਲਾਡਰਥਿਮਿਕ ਤਬਦੀਲੀ
లాంగ్ - డే మొక్క,ਲੰਮੇ ਦਿਨ ਦਾ ਪੌਦਾ
లాంగ్ వేవ్ రేడియేషన్,ਲੰਬੇ ਵੇਵ ਰੇਡੀਏਸ਼ਨ
లూప్,ਲੂਪ
లాపింగ్,Lopping
కలప,ਲੰਬਰ
లక్స్,ਲੱਕਸ
లగ్జరీ వినియోగం (పోషకం),ਲਗਜ਼ਰੀ ਸੇਵਨ (ਪੌਸ਼ਟਿਕ)
లగ్జరీ జన్యువులు,ਲਗਜ਼ਰੀ ਜੀਨ
లైకోపీన్,ਲਾਇਕੋਪਿਨ
శోషరస,ਲਿੰਫ
లైసిమీటర్,ਲਸੀਮੀਟਰ
సెల్ యొక్క లైసిస్,ਸੈੱਲ ਦਾ lysis
లైసోజెని,ਲਿੰਗੀ
లైసోజోమ్,ਲਾਇਸੋਸੋਮ
లైసోజైమ్,ਪਤਸਿਮੇਮ
లాక్ ట్రీ,Lac ਰੁੱਖ
లక్ష,Lac
"లేడీ ఫింగర్, ఓక్రా","Lady ਰਤ ਦੀ ਉਂਗਲ, ਭਿੰਡੀ"
భూమి కాల్‌ట్రోప్‌లు,ਲੈਂਡ ਕੈਲੀਪਰੋਪਸ
లాంటానా,ਲੌਨਟਾਨਾ
లాథైరస్,ਲਾਥੀਰਸ
లీక్,ਲੀਕ
నిమ్మ గడ్డి,ਨਿੰਬੂ ਘਾਹ
నిమ్మకాయ,ਨਿੰਬੂ
కాయధాన్యం,ਦਾਲ
లెక్వోరిస్,ਲੇਕਿ ur ਨਸ
పాలకూర,ਸਲਾਦ
లిల్లీ,ਲਿਲੀ
సున్నం,ਚੂਨਾ
లిన్సీడ్,ਅਲਸੀ
లిట్చి,ਲੀਚੀ
సామలు,ਬਹੁਤ ਘੱਟ ਬਾਜਰੇ
పొడవైన పుచ్చకాయ,ਲੌਂਗ ਤਰਬੂਜ
పొడవైన మిరియాలు,ਲੰਬੀ ਮਿਰਚ
లోక్వాట్,ਭੌਤਿਕ
లోటస్,ਕਮਲ
లార్సెర్న్,Lurcesne
లాక్ క్రిమి,Lac ਕੀੜੇ
లేడీ బర్డ్ బీటిల్,ਲੇਡੀ ਬਰਡ ਬੀਟਲ
ఆకు మైనర్,ਪੱਤਾ ਮਾਈਨਰ
ఆకు రోలర్,ਪੱਤਾ ਰੋਲਰ
ఆకు వెబ్బర్,ਪੱਤਾ ਵੈਬਬਰ
మిడుత,ਟਿੱਡੀ
స్థూల పరిణామం,ਮੈਕਰੋ ਈਵੇਲੂਸ਼ਨ
మాక్రోక్లైమేట్,ਮੈਕ੍ਰੋਲਮੇਟ
స్థూల కణాలు,ਮੈਕਰੋਮੋਲਕੋਲ
స్థూల,ਮੈਕਰੋਟੇਸ਼ਨ
మాక్రోన్యూట్రియంట్,ਮੈਕਸੋਰਨਯੂਟੀਂਟ
మాక్రోపోర్స్,ਮੈਕਰੌਪੋਰਸ
మాగ్గోట్,ਮੈਗਗੋਟ
మాగ్మా,ਮੈਗਮਾ
మెగ్నీషియా,ਮੈਗਨੇਸ਼ੀਆ
మెగ్నీషియం,ਮੈਗਨੀਸ਼ੀਅਮ
మాగ్నెటిక్ స్టిరర్,ਚੁੰਬਕੀ ਸਟ੍ਰਾਇਰ
పరిమాణం,ਵਿਸ਼ਾਲਤਾ
మహువా కేక్,ਮੂਹਾ ਕੇਕ
మెయింటెనర్ లైన్,ਰੱਖਿਅਕ ਲਾਈਨ
నిర్వహణ,ਰੱਖ ਰਖਾਵ
మొక్కజొన్న షెల్లర్,ਮੱਕੀ ਸ਼ਰਨ
మగ శుభ్రత,ਮਰਦ ਨਿਰਜੀਵ
వైకల్యం,ਖਰਾਬ
ప్రాణాంతకత,ਖਰਾਬ
పోషకాహార లోపం,ਕੁਪੋਸ਼ਣ
దుర్వినియోగం,ਗਲਤ
మాల్టింగ్,ਖਰਾਬ
మాంగర్,ਖੁਰਲੀ
మడ అడవులు,ਮੈਂਗ੍ਰੋਵ
మనోమీటర్,ਮੈਨੋਮੀਟਰ
మనోమీటర్,ਮੈਨੋਮੀਟਰ
మాంటిస్సా (లోగారిథం యొక్క),Mantissa (loarithm)
ఎరువు,ਖਾਦ
ఎరువు,ਖਾਦ
ఉపాంత,ਹਾਸ਼ੀਏ
ఉపాంత వ్యయం,ਹਾਸ਼ੀਏ ਦੀ ਲਾਗਤ
ఉపాంత భూమి,ਹਾਸ਼ੀਏ ਦੀ ਧਰਤੀ
ఉపాంత ఉత్పత్తి,ਹਾਸ਼ੀਏ ਦਾ ਉਤਪਾਦ
ఉపాంత రాబడి,ਹਾਸ਼ੀਏ ਦੀ ਵਾਪਸੀ
మెరైన్,ਸਮੁੰਦਰੀ
గుర్తు,ਮਾਰਕਰ (ਜੈਨੇਟਿਕ)
సంత,ਮਾਰਕੀਟ
విక్రయించదగినది,ਮਾਰਕਿਟੇਬਲ
విక్రయించదగిన మిగులు,ਮਾਰਕੇਟੇਬਲ ਸਰਪਲੱਸ
మార్కెట్ మిగులు,ਮਾਰਕੀਟ ਸਰਪਲੱਸ
మార్కెటింగ్,ਮਾਰਕੀਟਿੰਗ
మార్ష్,ਮਾਰਸ਼
ద్రవ్యరాశి ప్రవాహం,ਪੁੰਜ ਵਹਾਅ
సామూహిక ఎంపిక,ਪੁੰਜ ਚੋਣ
మాస్-స్పెక్ట్రోమీటర్,ਪੁੰਜ-ਸਪੈਕਟ੍ਰੋਮੀਟਰ
మాస్ట్,ਮਸਤ
తల్లి వారసత్వం,ਜਣੇਪੇ ਵਿਰਾਸਤ
సంభోగం,ਮੇਲ
మెట్రిక్ సంభావ్యత,ਮੈਟ੍ਰਿਕ ਸਮਰੱਥਾ
పరిపక్వత,ਪੱਕਣ
పరిపక్వత (పంట),ਪਰਿਪੱਕਤਾ (ਫਸਲ)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,ਵੱਧ ਤੋਂ ਵੱਧ ਉਪਲਬਧ ਪਾਣੀ
గరిష్ట పంట,ਵੱਧ ਤੋਂ ਵੱਧ ਫਸਲਿੰਗ
గరిష్ట అవశేష పరిమితి,ਵੱਧ ਤੋਂ ਵੱਧ ਬਚੀ ਸੀਮਾ
గరిష్ట స్థిరమైన దిగుబడి,ਵੱਧ ਤੋਂ ਵੱਧ ਟਿਕਾ able ਉਪਜ
గరిష్ట థర్మామీటర్,ਵੱਧ ਤੋਂ ਵੱਧ ਥਰਮਾਮੀਟਰ
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,ਵੱਧ ਤੋਂ ਵੱਧ ਪਾਣੀ ਵਾਲੀ ਸਮਰੱਥਾ
మేడో ఆర్చర్డింగ్,ਮੈਦਾਨ ਬਗੀਚੇ
మీలీ,Maly
సగటు విచలనం,ਮਤਲਬ ਭਟਕਣਾ
సగటు జీవితం (అణు),ਭਾਵ ਜ਼ਿੰਦਗੀ (ਪ੍ਰਮਾਣੂ)
సముద్ర మట్టం సగటు,ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ
చదరపు అర్థం,ਮਤਲਬ ਵਰਗ
కొలత,ਮਾਪ
కొలత,ਮਾਪ
యాంత్రిక,ਮਕੈਨੀਕਲ
యాంత్రిక విశ్లేషణ,ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ (ਮਿੱਟੀ)
యాంత్రిక ఇంపెడెన్స్,ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ
యాంత్రిక వ్యవసాయం,ਮਕੈਨੀਜ਼ਡ ਖੇਤੀ
మధ్యస్థ,ਮੀਡੀਅਨ
Plant షధ మొక్క,ਚਿਕਿਤਸਕ ਪੌਦਾ
మధ్యధరా వాతావరణం,ਮੈਡੀਟੇਰੀਅਨ ਜਲਵਾਯੂ
మెగాగామెటోజెనిసిస్,ਮੇਗੈਗਾਮੋਨੇਜਨੇਸਿਸ
మెగాస్పోరంగియా,ਮੇਗਾਸਪੋਰੰਗੀਆ
మహశితుడు,ਮੈਗਾਸਪੋਰ (ਮੈਕਰੋਪੋਰ)
మెగాస్పోరోజెనిసిస్,Meagasporogenisis
మియోసిస్,Meiosis
మెలో నేల,ਮਿੱਟੀ
DNA యొక్క ద్రవీభవన,ਡੀ ਐਨ ਏ ਪਿਘਲਣਾ
మెంబ్రేన్ ఫిల్టర్,ਝਿੱਲੀ ਫਿਲਟਰ
మెండెలియన్ వారసత్వం,ਮੈਂਡੇਲਿਅਨ ਵਿਰਾਸਤ
మెండెలిజం,ਗੰਦਗੀ
మెండెల్ యొక్క వారసత్వ చట్టం,ਮੈਨੈਂਡਲ ਦੀ ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ
సరుకుల,ਵਪਾਰੀ
మెర్క్యురీ,ਪਾਰਾ
మెరిస్టెమ్,ਬੇਰਹਿਮ
మెసోక్లిమేట్,ਮੇਸੋਲਮੇਟ
మీసోడెర్మ్,Mesoderm
మెసోఫిల్,ਮੇਸੋਫਿਲ
మెసోఫైట్,ਮੇਸੋਫਾਈਟ
మీసో-పోర్స్,ਮੇਸੋ-ਪਿਓਜ਼
మెసోస్పియర్,Mesospere
దూత,ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ (ਐਮ-ਆਰ ਐਨ ਏ)
జీవక్రియ,Metabolism
జీవక్రియలు,Metabolites
మెటల్ డ్యామ్,ਧਾਤ ਦਾ ਡੈਮ
మెటామార్ఫిక్ రాళ్ళు,ਮੈਟਾਮੋਰਫਿਕ ਚੱਟਾਨਾਂ
మెటామార్ఫోసిస్,ਮੈਟਮੋਰਫੋਸਿਸ
మెటాఫేస్,ਮਛੂਤ
మెటాస్ట్రస్,ਮੈਟਸਟ੍ਰਸਸ
మెటాక్సేనియా,ਪਾਚਕ
వాతావరణ శాస్త్రం,ਮੀਟਰ ਵਿਗਿਆਨ
మెథెమోగ్లోబినేమియా,ਮੈਥੇਮੋਗਲੋਬਿਨੇਮੀਆ
పద్ధతి ప్రదర్శన,Method ੰਗ ਪ੍ਰਦਰਸ਼ਨ
మైకా,ਮੀਕਾ
మైక్రో బేసిన్,ਮਾਈਕਰੋ ਬੇਸਿਨ
మైక్రో జంతుజాలం,ਮਾਈਕਰੋ ਫੂਨਾ
సూక్ష్మజీవి,ਮਾਈਕਰੋਬ
సూక్ష్మజీవుల బయోమాస్ కార్బన్,ਮਾਈਕਰੋਬਾਇਲ ਬਾਇਓਮਾਸ ਕਾਰਬਨ
సూక్ష్మజీవుల క్షీణత,ਮਾਈਕਰੋਬਾਇਲ ਡੀਗ੍ਰੇਡੇਸ਼ਨ
సూక్ష్మజీవుల పురుగుమందు,ਮਾਈਕਰੋਬਾਇਲ ਕੀਟਨਾਸ਼ਕ
మైక్రోబయాలజీ,ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ
సూక్ష్మజీవి,ਮਾਈਕਰੋਬਾਇਟਿਕ
మైక్రోక్లైమేట్,ਮਾਈਕਰੋਕਲੀਮੇਟ
సూక్ష్మ పర్యావరణం,ਮਾਈਕ੍ਰੋਜ਼ਵਾਇਸ਼ਨ
మైక్రోఫ్లోరా,ਮਾਈਕ੍ਰੋਫਲੋਰਾ
మైక్రోగామెటోజెనిసిస్,ਮਾਈਕਰੋਗਾਮੇਟੋਜੀਨੇਸਿਸ
మైక్రోర్రిగేషన్,ਮਾਈਕ੍ਰਿਤੀ
మైక్రోమెటొరాలజీ,ਮਾਈਕ੍ਰੋਮੇਟੋਰੋਲੋਜੀ
మైక్రోన్యూట్రియంట్,ਮਾਈਕਰੋਨਟੀਐਂਟ
మైక్రోప్లాట్,ਮਾਈਕ੍ਰੋਪੋਲਟ
మైక్రోపోర్,ਮਾਈਕ੍ਰੋਫੋਰ
మైక్రోపైల్,ਮਾਈਕ੍ਰੋਪਾਈਲ
మైక్రోస్కోపీ,ਮਾਈਕਰੋਸਕੋਪੀ
మైక్రోస్పోరింగియం,ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ
మైక్రోస్పోర్ సంస్కృతి,ਮਾਈਕਰੋਸਪੋਰ ਸਭਿਆਚਾਰ
మైక్రోస్పోర్ మదర్ సెల్,ਮਾਈਕਰੋਸਪੋਰ ਮਾਂ ਸੈੱਲ
మైక్రోస్పోర్,ਮਾਈਕਰੋਸਪੋਰਸ
మైక్రోటోమ్,ਮਾਈਕ੍ਰੋਟੋਮ
మైక్రోటోపోగ్రఫీ,ਮਾਈਕ੍ਰੋਟੋਗ੍ਰਾਫੀ
మిడ్-సీజన్ దిద్దుబాటు,ਮਿਡ-ਸੀਜ਼ਨ ਸੁਧਾਰ
వలస,ਮਾਈਗ੍ਰੇਸ਼ਨ
పాలు ధాన్యం దశ,ਦੁੱਧ ਅਨਾਜ ਪੜਾਅ
మిల్లెపెడ్,ਮਿਲਪੀਦ
మిల్లట్లు,ਮਿਲਟਸ
