Malayalam,Gujarati
പ്രാരംഭ നിർദ്ദേശം,પ્રારંભિક સૂચના
സമാരണയോഗം,પ્રારંભિક
സമാരംഭിക്കുക,પ્રારંભ કરવો
സമാരംഭിക്കുന്ന പതിവ്,પ્રારંભિક નિત્યક્રમ
പ്രാരംഭ ക്രമം,પ્રારંભિક હુકમ
പ്രാരംഭ നടപടിക്രമം,પ્રારંભિક કાર્યપદ્ધતિ
"പ്രാരംഭ പരിപാടി
 ഭാരം","પ્રારંભિક કાર્યક્રમ
 બોજો"
"പ്രാരംഭ പരിപാടി
 ലോഡർ","પ્રારંભિક કાર્યક્રમ
 લોહિયો"
ഇനിഷ്യേറ്റർ നടപടിക്രമം,આરંભ કરનાર કાર્યપદ્ધતિ
ഇനിഷ്യേറ്റർ ടാസ്ക്,પહેલ કરનાર
"ഇനിഷ്യേറ്റർ / ടെർമി-
 നറ്റർ","આરંભ કરનાર/ટર્મિ-
 નેટર"
മഷിക്കല്,શાખા
മഷി ജെറ്റ് പ്രിന്റർ,શાહી જેટ પ્રિન્ટર
മഷി ഏകീകരണം,શાહી એકરૂપતા
ഇൻ-ലൈൻ കോഡ്,ન્યા-યોજના
ഇൻ-ലൈൻ നടപടിക്രമം,ન inં
ഇൻ-ലൈൻ പ്രോസസ്സിംഗ്,ના -રેખા પ્રક્રિયા
ഇൻ-ലൈൻ വീണ്ടെടുക്കൽ,Recoveryબ પુન recoveryપ્રાપ્તિ
ഇൻ-ലൈൻ സുബ്രട്ടൈൻ,અવયવો
ആന്തരിക കോഡ്,આંતરિક સંકેત
"ഉള്ളിലുള്ള
 മാക്രോസ്ട്രൽ","આંતરિક
 સંસ્કાર"
പ്രവർത്തനരഹിതമായ സമയം,અપૂર્ણ સમય
"ഇൻ-പ്ലാന്റ് സിസ്റ്റം
 (= അകത്തമമുറി
 സിസ്റ്റം)","વાવેતર પદ્ધતિ
 (= ઇનહાઉસ
 સિસ્ટમ)"
ഇൻപുട്ട് ഏരിയ,ઇનપુટ વિસ્તાર
ഇൻപുട്ട് ബ്ലോക്ക്,ઇનપુટ અવરોધ
"ഇൻപുട്ട് തടയൽ
ഘടകം","ઇનપુટ અવરોધ
પરિબળ"
"ഇൻപുട്ട് ബഫർ
 പട്ടികയുണ്ടാക്കുക","ઇનપુટ બફર
 નોંધણી કરવી"
ഇൻപുട്ട് ചാനൽ,ઇનપુટ માટા
"ഇൻപുട്ട് ഡാറ്റ
 മൂല്യനിർണ്ണയം","ઇનપાર ડેટા
 માન્યતા આપવી તે"
ഇൻപുട്ട് ഫീൽഡ്,ઇનપુટ ક્ષેત્ર
"ഇൻപുട്ട് നിർദ്ദേശം
 കോഡ്","ઇનપુટ સૂચના
 સંહિતા"
ഇൻപുട്ട് ജോലി സ്ട്രീം,ઇનપુટ જોબ સ્ટ્રીમ
"ഇൻപുട്ട് ലിമിറ്റഡ്
 കാരപരിപാടി","ઇનપુટ લિમિટેડ
 કાર્યક્રમ"
ഇൻപുട്ട് ലോഡിംഗ്,ઇનપુટ લોડ કરવા
ഇൻപുട്ട് output ട്ട്പുട്ട് ബോർഡ്,ઇનપુટ આઉટપુટ બોર્ડ
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 ബഫർ","ઇનપુટ આઉટપુટ
 બફર"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 കണ്ട്രോളർ","ઇનપુટ આઉટપુટ
 નિયંત્રક"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 നിയന്ത്രണ സംവിധാനം","ઇનપુટ આઉટપુટ
 નિયંત્રણ પદ્ધતિ"
ഇൻപുട്ട് output ട്ട്പുട്ട് സൈക്കിൾ,ઇનપુટ આઉટપુટ ચક્ર
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 ഉപായം","ઇનપુટ આઉટપુટ
 સાધન"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 തടസ്സം","ઇનપુટ આઉટપુટ
 અટકાયત"
ഇൻപുട്ട്-output ട്ട്പുട്ട് (I / O),ઇનપુટ-આઉટપુટ (I/O)
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പുസ്തകശാല","ઇનપુટ આઉટપુટ
 પુસ્તકાલય"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പരിമിതമായ പ്രവർത്തനം","ઇનપુટ આઉટપુટ
 મર્યાદિત કામગીરી"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പ്രോസസ്സര്","ઇનપુટ આઉટપુટ
 પ્રોસેસર"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പരാമർശിക്കുന്നത്","ઇનપુટ આઉટપુટ
 સંદર્ભ"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പട്ടികയുണ്ടാക്കുക","ઇનપુટ આઉટપુટ
 નોંધણી કરવી"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 ദിനചര്യ","ઇનપુટ આઉટપુટ
 રોજિંદા"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 വിഭാഗം","ઇનપુટ આઉટપુટ
 વિભાગ"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 പ്രസ്താവന","ઇનપુટ આઉટપુટ
 નિવેદન"
"ഇൻപുട്ട് ഔട്ട്പുട്ട്
 മാറുക","ઇનપુટ આઉટપુટ
 ફેરબદલ"
ഇൻപുട്ട് output ട്ട്പുട്ട് യൂണിറ്റ്,ઇનપુટ આઉટપુટ એકમ
ഇൻപുട്ട് പ്രക്രിയ,ઇનપુટ પ્રક્રિયા
ഇൻപുട്ട് പ്രോഗ്രാം,ઇનપુટ કાર્યક્રમ
ഇൻപുട്ട് റീഡർ,ઇનપુટ વાચક
ഇൻപുട്ട് റഫറൻസ്,ઇનપુટ સંદર્ભ
ഇൻപുട്ട് ദിനചര്യ,ઇનપુટ નિત્યક્રમ
ഇൻപുട്ട് വിഭാഗം,ઇનપુટ અનુભાગ
ഇൻപുട്ട് സ്റ്റേറ്റ്,ઇનપુટ રાજ્ય
ഇൻപുട്ട് സ്റ്റേഷൻ,ઇનપુટ સ્ટેશન
ഇൻപുട്ട് സംഭരണം,ઇનપુટ સંગ્રહ
ഇൻപുട്ട് സ്ട്രീം,ઇનપુટ સ્ટ્રીમ
ഇൻപുട്ട് വിവർത്തകൻ,ઇનપુટ અનુવાદક
ഇൻപുട്ട് യൂണിറ്റ്,ઇનપુટ એકમ
ഇൻപുട്ട് മൂല്യനിർണ്ണയം,ઇનપુટ માન્યતા
"അന്വേഷണവും
 ഇടപാട്
 നടപടി","તપાસ
 સોદા
 પ્રક્રિયા"
അന്വേഷണ സ്വഭാവം,તપાસનું પાત્ર
"അന്വേഷണ പ്രദർശനം
 അതിതീവ്രമായ","તપાસ
 અંતિમ"
അന്വേഷിക്കുക / മറുപടി,પૂછપરછ/જવાબ
"അന്വേഷണം / പ്രതികരണം
 ശസ്തകിയ","તપાસ/પ્રતિસાદ
 સંચાલન"
അന്വേഷണ സ്റ്റേഷൻ,તપાસ કેન્દ્ર
അന്വേഷണ ഇടപാട്,તપાસ
അന്വേഷണ യൂണിറ്റ്,તપાસ એકમ
ആലേഖനം,લખવું
കൂട്ടിച്ചേര്ക്കുക,દાખલ કરવું
"ഉൾപ്പെടുത്തൽ ചിത്രം
 കഥാപാതം","નિવેશ ચિત્ર
 પાત્ર"
ഉൾപ്പെടുത്തൽ അടുക്കുക,સંક્ષિપ્ત રૂપ
ഉള്ളിൽ പ്ലാന്റിനുള്ളിൽ,અંદરનો છોડ
സ്പൂൾ പ്രദേശത്ത്,સ્પૂલ વિસ્તારમાં
ഇൻസ്റ്റാളേഷൻ ചാർജ്,સ્થાપન -ખર્ચ
ഇൻസ്റ്റാളേഷൻ പ്രോസസ്സിംഗ് നിയന്ത്രണം,સ્થાપન પ્રક્રિયા નિયંત્રણ
"ഇൻസ്റ്റാളേഷൻ ടേപ്പ്
 അക്കം","સ્થાપન ટેપ
 નંબર"
ഇൻസ്റ്റാളേഷൻ സമയം,સ્થાપન સમય
ഇൻ-സ്ട്രീം നടപടിക്രമം,શાસ્ત્રીય કાર્યપદ્ધતિ
നിര്ദ്ദേശം,સૂચના
നിർദ്ദേശ വിലാസം,સૂચના સરનામું
"നിർദ്ദേശ വിലാസം
 പട്ടികയുണ്ടാക്കുക","સૂચના સરનામું
 નોંધણી કરવી"
"നിർദ്ദേശ വിലാസം
 നിർത്തുക","સૂચના સરનામું
 બંધ"
ഇൻസ്ട്രക്ഷൻ ഏരിയ,પ્રશિક્ષણ ક્ષેત્ર
ഇൻസ്ട്രക്ഷൻ കോഡ്,સૂચના સંહિતા
"നിര്ദ്ദേശം
 സ്ഥിരമായ","સૂચના
 સતત"
"നിർദ്ദേശ നിയന്ത്രണ
 ഘടകം","સૂચના નિયંત્રણ
 એકમ"
നിർദ്ദേശ ക counter ണ്ടർ,સૂચના કાઉન્ટર
ഇൻസ്ട്രക്ഷൻ ഡെക്ക് ഇൻസ്ട്രക്ഷൻ ഡീകോഡർ,સૂચના તૂતક
ഇൻസ്ട്രക്ഷൻ ഫോർമാറ്റ്,સૂચનાપત્રક
നിർദ്ദേശ മിശ്രിതം,પ્રશિક્ષણ
"നിര്ദ്ദേശം
 മോഡിഫയർ","સૂચના
 ફેરફાર કરનાર"
ഇൻസ്ട്രക്ഷൻ പായ്ക്ക്,સૂચના પેક
നിർദ്ദേശ രജിസ്റ്റർ,સૂચના રજિસ્ટર
"നിര്ദ്ദേശം
 റിപ്പർവയർ","સૂચના
 ભંડાર"
നിർദ്ദേശ സെറ്റ്,સૂચના સમૂહ
"നിര്ദ്ദേശം
 പ്രസ്താവന","સૂચના
 નિવેદન"
നിർദ്ദേശ സംഭരണം,સૂચના સંગ્રહ
നിർദ്ദേശ വാക്ക്,પ્રશિક્ષક શબ્દ
പൂർണ്ണസംഖ്യ സ്ഥിരത,પૂર્ણતા
"സംഖ്യ
 പ്രോഗ്രാമിംഗ്","પૂર્ણ થનાર
 કાર્યક્રમ"
പൂർണ്ണസംഖ്യ വേരിയബിൾ,પૂર્ણાંક ચલ
ഇന്റഗ്രൽ അതിർത്തി,અભિન્ન સીમા
സംയോജിത അഡാപ്റ്റർ,એકીકૃત એડેપ્ટર
"സംയോജിത
 ബന്ധം","સંકલિત
 જોડાણ"
"സംയോജിത
 വാര്ത്താവിനിമയം
 അഡാപ്റ്റർ","સંકલિત
 વાતચીત
 અનુકૂલન"
"സംയോജിത ഡാറ്റ
 അടിത്തറ","સંકલિત આધારસામક
 પાયો"
"സംയോജിത ഡാറ്റ
 നടപടി","સંકલિત આધારસામક
 પ્રક્રિયા"
"സംയോജിത ഡിജിറ്റൽ
 നെറ്റ്വർക്ക്","સંકલિત ડિજિટલ
 નેટવર્ક"
സംയോജിത ഡിസ്ക്,એકીકૃત ડિસ્ક
"സംയോജിത
 എമുലേറ്റർ","સંકલિત
 -નેપ -સમાયોજિત કરવું"
"സംയോജിത ഫയൽ
 അഡാപ്റ്റർ","એકીકૃત ફાઈલ
 અનુકૂલન"
സംയോജിത മോഡം,સંકલિત મોડેમ
"സംയോജിത
 സോഫ്റ്റ്വെയർ","સંકલિત
 સ software"
"സംയോജിത പദം
 നടപടി","સંકલિત શબ્દ
 પ્રક્રિયા"
"സംയോജിത പദം
 നടപടി
 സജ്ജീകരണം","સંકલિત શબ્દ
 પ્રક્રિયા
 સામાન"
മോട്ടോർ സമന്വയിപ്പിക്കുന്നു,એકીકૃત મોટર
"ബുദ്ധിയുള്ള
 കണ്ട്രോളർ","બુદ્ધિશાળી
 નિયંત્રક"
ഇന്റലിജന്റ് കോപ്പിയർ,બુદ્ધિશાળી
"ബുദ്ധിയുള്ള
 അതിതീവ്രമായ","બુદ્ધિશાળી
 અંતિમ"
"ബുദ്ധിപരമായ ക്രോസ്
 സംസാരം","બુદ્ધિગમ્ય ક્રોસ
 વાતચીત"
ഇടപെടല്,ક્રિયાપ્રતિક્રિયા
"ഇടപെടുന്ന
 ഗ്രാഫിക്സ്","ક્રમાંકિત
 ગ્રાજક"
"ഇടപെടുന്ന
 കീബോർഡ് പ്രിന്റർ","ક્રમાંકિત
 પાટિયું"
സംവേദനാത്മക പതിവ്,ક્રિયાપ્રતિક્રિય
സംവേദനാത്മക സിസ്റ്റം,ક્રિયાપ્રતિક્રિયા પદ્ધતિ
ഇന്റർബ്ലോക്ക് വിടവ്,કળશ
"തടഞ്ഞു
 അതിതീവ്രമായ","વિઘટિત
 અંતિમ"
ഇടപെടൽ തുമ്പിക്കൈ,અટકાયત થડ
തടസ്സം ഓപ്പറേറ്റർ,વિક્ષેપ
തടസ്സം),વિક્ષેપ
ഇന്റർകോക്ഷനുഭവ സിസ്റ്റം,આંતર -પદ્ધતિ પદ્ધતિ
ഇന്റർകോം സേവനം,આંતરકોમ સેવા
"പരസ്പരബന്ധിതമായത്
 ഘടകം","સંબંધ
 એકમ"
ഇന്റർസൈക്കിൾ,આંતરડા
"ഇന്റക്സചോണ്ടർ
 ചാനല്","ઉપદ્રવ
 માર્ગ"
ഇന്റർഫേസ്,પ્રસારણ
"ഇന്റർഫേസ്
 പ്രോസസ്സര്","પ્રસારણ
 પ્રોસેસર"
ഇന്റർഫേസ് പതിവ്,પ્રજનન
"ഇന്റർഫേസ്
 സവിശേഷത","પ્રસારણ
 વિશિષ્ટતા"
ഇന്റർഫിക്സ്,વિધિ
ഇന്റീരിയർ ലേബൽ,આંતરિક લેબલ
തടസ്സം,આંતરવંચન
പരസ്പരബന്ധം,ઇન્ટરલેવ
ഇന്റർലീവ് ചെയ്ത അറേ,ઇન્ટરલીવ્ડ એરે
"ഇന്റർലോയ്ഡ്
 സബ്സ്ക്രിപ്റ്റ്","અંતરે
 આવરણ"
ഭഭിചാരം,સાંધા
ഇടപെടുക,ગાળો
"ഇന്റർമീഡിയറ്റ്
 ബഫർ","મધ્યમ
 બફર"
"ഇന്റർമീഡിയറ്റ്
 വിതരണം ചെയ്യുന്നു
 അസ്ഥികൂട്","મધ્યમ
 વિતરણને લગતું
 ક્રમાંક"
"ഇന്റർമീഡിയറ്റ്
 സജ്ജീകരണം","મધ્યમ
 સામાન"
ഇന്റർമീഡിയറ്റ് നോഡ്,મધ્યવર્તી નોડ
"ഇന്റർമീഡിയറ്റ് പാസ്
 (സോർട്ടിംഗ്)","મધ્યવર્તી પાસ
 (સ ing ર્ટિંગ)"
ഇന്റർമീഡിയറ്റ് ആകെ,મધ્યવર્તી કુલ
ഇന്റർമീഡിയറ്റ് കാലതാമസം,મધ્યવર્તી વિલંબ
ഇടവിട്ടുള്ള പിശക്,તૂટક તૂટક ભૂલ
ഇന്റർമിക്സ് ടേപ്പ്,અંતરાલ ટેપ
ആന്തരിക ബ്ലോക്ക്,આંતરિક અવરોધ
ആന്തരിക ഫോർമാറ്റ്,આંતરિક ફોર્મેટ
"അകത്തെ
 വിക്ഷേടനം","આંતરિક
 વિભાજન"
ആന്തരിക തടസ്സം,આંતરિક વિક્ષેપ
ആന്തരിക ലേബൽ,આંતરિક લેબલ
ഇന്റേണൽ മെമ്മറി,આંતરિક યાદગાર
ആന്തരിക മോഡൽ,આંતરિક મોડેલ
ആന്തരിക പേര്,આંતરિક નામ
ആന്തരിക നടപടിക്രമം,આંતરિક કાર્યપદ્ધતિ
ആന്തരിക വായനക്കാരനും,આંતરિક વાચક
ആന്തരിക സ്കീമ,આંતરિક સ્કીમા
ആന്തരിക തരം,આંતરિક પ્રકાર
ആന്തരിക സംഭരണം,આંતરિક સંગ્રહ
ആന്തരിക വാചകം,આંતરિક લખાણ
ആന്തരിക ടൈമർ,આંતરિક સમયર
ആന്തരിക എഴുത്തുകാരൻ,આંતરિક લેખક
"അന്തര്ദ്ദേശീയമായ
 ബീജഗണിത
 ഭാഷ","આંતરરાષ્ટ્રીય
 બીજગણિત
 ભાષા"
"അന്തര്ദ്ദേശീയമായ
 ദിശ ദൂരം
 ഡയല് ചെയ്യുക","આંતરરાષ્ટ્રીય
 દિશા
 ક dialંગ"
"അന്തര്ദ്ദേശീയമായ
 എന്നതിനായുള്ള ഓർഗനൈസേഷൻ
 മാനവസ്ഥകേശ്ദം
 (ഐഎസ്ഒ)","આંતરરાષ્ટ્રીય
 વ્યવસ્થા
 માનકીકરણ
 (આઇએસઓ)"
"അന്തര്ദ്ദേശീയമായ
 റെക്കോർഡ് കാരിയർ","આંતરરાષ્ટ્રીય
 રેકોર્ડ કેરિયર"
ഇന്റർഓഫീസ് ട്രങ്ക്,આંતર- થડ
ഇടപെടുന്ന,વિખવાદ
ഇന്റർപോസിഷൻ ട്രംപം,અંતરાલ થડ
വാഖാതാവ്,દુભાષિયા
വ്യാഖ്യാതാവ് കോഡ്,દુભાષિયા સંહિતા
വ്യാഖ്യാന കോഡ്,અર્થઘટન
"പശ്ചാദേവ്
 നടപ്പാക്കല്","અર્થઘટન
 અમલ"
"പശ്ചാദേവ്
 കാരപരിപാടി","અર્થઘટન
 કાર્યક્રમ"
"പശ്ചാദേവ്
 ദിനചര്യ","અર્થઘટન
 રોજિંદા"
"വ്യാഖ്യാന ട്രെയ്സ്
 കാരപരിപാടി","અર્થઘટન ટ્રેસ
 કાર્યક્રમ"
ഇന്റർദ്ധാനീയ വിടവ്,હસ્તક્ષેપ ગેપ
ഇന്റർദ്ധാനകൻ,ઇન્ટ્રોબેંગ
ചോദംചെയ്യുക,પ્રશંસાત્મક
ചോദംചെയ്യല്,પૂછપરછ
ചോദ്യംപെലേഷൻ,પૂછપરછ કરનાર
"പരസ്പര അഭ്യർത്ഥന
 അടയാളം","આંતરિક વિનંતી
 સંકેત"
തടസ്സപ്പെടുത്തുക,વિક્ષેપ
തടസ്സകരമായ ഹാൻഡ്ലർ,અવરોધવું
"തടസ്സപ്പെടുത്താവുന്ന
 ദിനചര്യ","વિક્ષેપજનક
 રોજિંદા"
"തടസ്സപ്പെടുത്താവുന്ന
ഏര്പ്പാട്","વિક્ષેપજનક
પદ્ધતિ"
"തടസ്സം
 നെറ്റ്വർക്ക്","અટકાયત
 નેટવર્ક"
കേവലം തടസ്സപ്പെടുത്തുക,વિલંબમાં વિક્ષેપ પાડવો
തടസ്സപ്പെടുത്തൽ ബന്ധം,અવરોધવું
തടസ്സകരമായ മാസ്ക്,વિક્ષેપિત માસ્ક
തടസ്സപ്പെടുത്തുന്ന മുൻഗണന,અવરોધવું
തടസ്സപ്പെടുത്തുക,વિક્ષેપ
തടസ്സകരമായ കെണി,અવરોધવું
"തടസ്സകരമായ ട്രിഗർ
 അടയാളം","અવરોધવું
 સંકેત"
തടസ്സകരമായ വെക്റ്റർ,અવરોધવું
ഇന്റർസറ്റൈറ്റ് ലിങ്ക്,આંતરસાત્લાઇટ લિંક
"അന്തർസംസ്ഥാന
 പഞ്ച് ചെയ്യുക","અંતરીક
 મુક્કો મારવો તે"
"Issymbol
 ഇടപെടൽ","આંતરપ્રિમિબોલ
 હસ્તક્ષેપ"
"ഇടവേള സേവനം
 വിലമതിക്കുക","અંતરાલ સેવા
 મૂલ્ય"
ഇടവേള ടൈമർ,અંતરાલનો સમય
പരസ്പരവിരുദ്ധമായ,પરસ્પર કાર્ય
അറിയുക,ઘનિષ્ઠ
ഇൻട്രാസ്റ്റേറ്റ് ടോൾ,અંતર્ગત ટોલ
നുഴഞ്ഞുകയറ്റം,અંકુશ
അസാധുവായ പ്രതീകം,અમાન્ય
"അസാധുവായ എക്സ്ക്ലൂസീവ്
 ബന്ധപ്പെടല്","અમાન્ય
 સંદર્ભ"
"അസാധുവായ കീ
 വവസ്ഥ","અમાન્ય કી
 શરત"
"ഇൻവെന്ററി മാസ്റ്റർ
 ഫയല്","સૂચિ માસ્ટર
 ફાઈલ"
അകറ്റിക്കുക,Vertંધું કરવું
വിപരീത ഫയൽ,Vertલૂશ ફાઇલ
വിഹിതം,Inલટું
ക്ഷണകൽപ്പന,આમંત્રણ સૂચિ
അപേദം,વૃત્તિ
അഭ്യർത്ഥിക്കുക,આગ્રહક
അഭ്യർത്ഥിച്ച നടപടിക്രമം,ઉપદ્રવની કાર્યપદ્ધતિ
തടയൽ ബ്ലോക്ക്,આગળ ધપતી અવરોધ
അയോട്ടപ്റ്റ് സിഗ്നൽ,કર્તવ્ય -સંકેત
"പരിരാപകമായ
 പിശക്","વસૂલાતપાત્ર
 ભૂલ"
പരിഹരിക്കല്,અસંગતિ
"മാറ്റാനാവാത്ത
 കാന്തിക പ്രക്രിയ","ફેરવી ન શકાય એવું
 ચુંબકીય પ્રક્રિયા"
ഒറ്റപ്പെട്ട സ്ഥാനം,અલગ સ્થાન
ഐഎസ്ഒ വലുപ്പം,આઇએસઓ કદ
ഐഎസ്ഒ സ്റ്റാൻഡേർഡ്,આઇ.એસ.ઓ. માનક
ഇനം അഡ്വാൻസ്,બાબત
ഇനം എണ്ണം,વસ્તુની ગણતરી
ഇനം വലുപ്പം,વસ્તુનું કદ
ആദൃഷ്ടി,ભારપૂર્વક કહેવું
ആവർത്തനം,પુનરાગમન
ആവർത്തന ഘടകം,પુનરાવર્તન પરિબળ
ആവർത്തന ദിനചര്യ,પુનરાવર્તન
ആവർത്തന ഡോ-ഗ്രൂപ്പ്,અનુરામી-જૂથ
ആവർത്തന പ്രവർത്തനം,પુનરાવર્તિત કામગીરી
ഐറൽ നോളേഷൻ,આંચકી
ജിറ്റർ,ગફલત
ജോലി ബാച്ച്,નોકરીની બેચ
തൊഴിൽ ക്ലാസ്,રોજગાર વર્ગ
ജോലി നിയന്ത്രണം,કાર્ય -નિયંત્રણ
"ജോലി നിയന്ത്രണം
 ഭാഷ","કાર્ય -નિયંત્રણ
 ભાષા"
"ജോലി നിയന്ത്രണം
 പ്രസ്താവന","કાર્ય -નિયંત્રણ
 નિવેદન"
തൊഴിൽ നിർവചനം,રોજગાર વ્યાખ્યા
ജോലി-ഒഴുക്ക് നിയന്ത്രണം,નોકરીમાં પ્રવાહ નિયંત્રણ
ജോലി ഇൻപുട്ട് ഉപകരണം,જોબ ઇનપુટ ઉપકરણ
ജോലി ഇൻപുട്ട് ഫയൽ,કામ ઇનપુટ ફાઇલ
തൊഴിൽ ഇൻപുട്ട് സ്ട്രീം,રોજગાર ઇનપુટ પ્રવાહ
തൊഴിൽ ലൈബ്രറി,નોકરીનું પુસ્તકાલય
തൊഴിൽ മാനേജുമെന്റ്,રોજગાર વ્યવસ્થા
ജോലിയുടെ പേര്,નોકરીનું નામ
"ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്
 ഭാഷ","નોકરીમાં લક્ષી
 ભાષા"
"ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്
 അതിതീവ്രമായ","નોકરીમાં લક્ષી
 અંતિમ"
ജോലി output ട്ട്പുട്ട് ഉപകരണം,કાર્યપદ્ધતિ
തൊഴിൽ output ട്ട്പുട്ട് ഫയൽ,કાર્યપદ્ધતિ ફાઇલ
ജോലി put ട്ട്പുട്ട് സ്ട്രീം,કાર્યપદ્ધતિ
ജോലി പായ്ക്ക് ഏരിയ,જોબ પેક ક્ષેત્ર
തൊഴിൽ മുൻഗണന,કાર્ય -અગ્રતા
ജോലി പ്രോസസ്സിംഗ്,કાર્ય -પ્રક્રિયા
ജോലി പ്രോഗ്രാം മോഡ്,જોબ પ્રોગ્રામ મોડ
"ജോലി വീണ്ടെടുക്കൽ
 ഫയൽ നിയന്ത്രിക്കുക","વ્યવસાય-પાકી
 નિયંત્રણ ફાઈલ"
ജോബ് സെന്റർ പേജ്,જોબ વિભાજક પૃષ્ઠ
ജോലി പ്രസ്താവന,કાર્ય -પત્રક
തൊഴിൽ ചുവടുവെപ്പ്,કાર્ય -પગલું
തൊഴിൽ ഘട്ടം ആരംഭിക്കൽ,કાર્ય -પગલું દીક્ષા
തൊഴിൽ ഘട്ടം പുനരാരംഭിക്കുക,જોબ સ્ટેપ ફરીથી પ્રારંભ
ജോലി വടി,નોકરીની લાકડી
ജോലി അരുവി,વ્યવસાય પ્રવાહ
ജോലി പിന്തുണയുള്ള ചുമതല,કાર્ય -સમર્થન કાર્ય
ജോഗിൾ,ધક્કો મારવો
യോജിപ്പിക്കുക,જોડવું
സംയുക്ത പ്രവേശന ചെലവ്,સંયુક્ત પ્રવેશ -ખર્ચ
സംയുക്ത വിവര ഉള്ളടക്കം,સંયુક્ત માહિતી સામગ્રી
ജോസീസൻ ജംഗ്ഷൻ,જોસેફસન જંકશન
വാര്ത്താപതിക,રોજમેળ
ജേണലിംഗ്,લાતરિયો
ജേണൽ റിപ്പോർട്ട്,રોજમેળ અહેવાલ
ജേണൽ ടേപ്പ്,નમેલી ટેપ
ജംബോ ഗ്രൂപ്പ്,જમઈ જૂથ
ജമ്പൻ,ગડબડી
ജമ്പർ തിരഞ്ഞെടുക്കാവുന്ന,જમ્પર પસંદ કરવા યોગ્ય
ജമ്പ് നിർദ്ദേശം,વધતી સૂચના
നടുമുടം,એક જ્કર
JUKK,કચરો
നായീകരണം,ઉચિતતા
ന്യായീകരണ ശ്രേണി,ઉચિત શ્રેણી
ന്യായീകരിക്കപ്പെട്ട മാർജിൻ,વાજબી ગાળો
കർനാജ് മാപ്പ്,કરણી નકશો
കറ്റക്ന,કટાકના
കെമ്പറിൻ,ઉશ્કેરણી
കീബോര്ഡ്,પાટિયું
"കീബോര്ഡ്
 കന്വൂട്ടര്","પાટિયું
 કોમ્પ્યુટર"
കീബോർഡ് എൻട്രി,પાટિયું નોંધ
കീബോർഡ് അന്വേഷണം,પાટિયું તપાસ
കീബോർഡ് ലോക്ക out ട്ട്,પાટિયું
"കീബോര്ഡ്
 പെയിശോറകറ്റർ","પાટિયું
 છિદ્રક"
കീബോർഡ് പഞ്ച്,કીબોર્ડ પંચ
"കീബോര്ഡ്
 അയയ്ക്കുക / സ്വീകരിക്കുക","પાટિયું
 મોકલો/પ્રાપ્ત કરો"
കീ ക്ലിക്ക്,મુખ્ય ક્લિક
കീ-ക്ലിക്ക് ഫിൽട്ടർ,કી-ક્લિક ફિલ્ટર
കീ-നയിക്ക,મહત્ત્વનું
"കീഡ് ഡയറക്റ്റ്
 പ്രവേശനം","ચાહક
 પ્રવેશ"
കീ-എൻക്രിപ്റ്റിംഗ് കീ,કી-એન્ક્રિપ્ટિંગ કી
കീ എൻട്രി,મુખ્ય નોંધ
"പ്രധാന മടക്കുകൾ =
 ഹാഷിംഗ്","કી ફોલ્ડિંગ =
 હસવું"
കീപ്പിംഗ് ചിർപ്പ്,ચાવી
കീയിംഗ് തരംഗം,ઉત્સવ
കീ പായ,સાદડી
കീ പാഡ്,મુખ્ય પ padડ
കീ ഘട്ടം,મુખ્ય તબક્કો
കീ പൾസ്,મુખ્ય નાડી
കീ-പൾസിംഗ് സിഗ്നൽ,ધૂમ્રપાનનો સંકેત
കീ പഞ്ച്,મુખ્ય પંચ
കീ തരംതിരിക്കൽ,મુખ્ય વર્ગીકરણ
കീ സ്ട്രോക്ക്,મુખ્ય સ્ટ્રોક
"കീ-സ്ട്രോക്ക്
 തെളിയിക്കല്","કીકથ
 ખરાઈ"
കീ ടേപ്പ്,કી ટેપ
കീ ടെലിഫോൺ സെറ്റ്,મુખ્ય ટેલિફોન સેટ
"കീ ടെലിഫോൺ
 ഏര്പ്പാട്","મુખ્ય ટેલિફોન
 પદ્ધતિ"
കീ-ടു-ഡിസ്ക്,ચાવી
ഫ്ലോപ്പിയിലേക്കുള്ള താക്കോൽ,ફ્લોપીની ચાવી
ടേപ്പിലേക്കുള്ള കീ,ટેપ
പ്രധാന പരിവർത്തനം,ચાવીરૂપ પરિવર્તન
"പ്രധാന വാക്ക്
സന്ദര്ഭം","મુખ્ય શબ્દ
સંદર્ભ"
"കീ-വാക്ക്
 പാരാമീറ്റർ","શબ્દ
 પરિમાણ"
