Gujarati,Malayalam
અલગ પાડનાર,സുഖാനുസൃതം
ઇન્ટિગ્રેટેડ સર્કિટ,സംയോജിത സർക്യൂട്ട്
એકીકૃત નેટવર્ક,നെറ്റ്വർക്ക് സംയോജിപ്പിക്കുന്നു
સંક્રમક,സൂർ
બાતમી,ബുദ്ധി
તીવ્રતા,തീവത
વાણી -વાણી,സംഭാഷണത്തിന്റെ തീവ്രത
આંતર ચેનલ દખલ,ഇന്റർ ചാനൽ ഇടപെടൽ
ઇન્ટરલેવ,പരസ്പരബന്ധം
ક્રિયાપ્રતિક્રિયા,ഇടപെടല്
ક્રિયાપ્રતિક્રિયા,ഇന്ററക്ട്രേഷൻ
અંતર્ગત,ഇന്റര്കോം
સંબંધ,പരസ്പരബന്ധിതമായത്
પ્રસારણ,ഇന്റർഫേസ്
ઇન્ટરફેસ -સ્કેનીંગ,ഇന്റർഫേസ് സ്കാനിംഗ്
હસ્તક્ષેપ,ഇടപെടൽ
આંતરતાનો વિસ્તાર,ഇടപെടൽ മേഖല
દખલ કરવી,ഇന്റർഫെറിംഗ് ചാനൽ
દખલ કરવાની આવર્તન,ഇടപെടുന്ന ആവൃത്തി
રેડિયો આવર્તન સંકેત દખલ,റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ ഇടപെടുക
અંતર્દ્ય,ഇന്ററാം
ઇન્ટરલેવ,പരസ്പരബന്ധം
અંતરે,ഇന്റർലോയ്ഡ്
સંગ્રહિત પ્રવાહ,ഇന്റർലോവ്ഡ് സ്ട്രീം
મેલીકટર,ഇന്റർലീവ്
સાંધા,ഭഭിചാരം
સાંધા,ഭഭിചാരം
અંતર્ઘોષ સમય,ഇന്റർലീവിംഗ് കാലയളവ്
અંતરાલ,ഇന്റർലോക്ക് സർക്യൂട്ട്
અંતરીલ સ્વીચ,ഇന്റർലോക്ക് സ്വിച്ച്
એકસમાન,ഇന്റർലോക്കിംഗ്
મધ્યવર્તી નિષ્ફળતા,ഇന്റർമീഡിയറ്റ് പരാജയം
મધ્યવર્તી આવર્તન,ഇന്റർമീഡിയറ്റ് ആവൃത്തി
મધ્યવર્તી આવર્તન ઓસિલેટર,ഇന്റർമീഡിയറ്റ് ഫ്രീക്വൻസി ഓസിലേറ്റർ
તૂટક તૂટક,ഇടയ്ക്കിടെ
તૂટક તૂટક વર્તમાન,ഇടവിട്ടുള്ള കറന്റ്
આંતરસંલાલ,ഇന്റർമോഡലേഷൻ
અંતર્જ્ulationાન,ഇന്റർമോഡുലേഷൻ വക്രീകരണം
અંતર્દૃષ્ટિનું ઉત્સર્જન,ഇന്റർമോഡുലേഷൻ എമിഷൻ
આંતરસંલાવે પરીક્ષણ,ഇന്റർമോഡുൾട്ടേഷൻ ടെസ്റ്റ്
ઈનકાર,ഇന്റർനെറ്റ്
ઇન્ટરનેટ બ્રોડકાસ્ટિંગ,ഇന്റർനെറ്റ് പ്രക്ഷേപണം
ઇન્ટરનેટ,ഇന്റർനെറ്റ് ചാറ്റിംഗ്
ઇન્ટરનેટ પ્રોટોકોલ સ્ટેક,ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ സ്റ്റാക്ക്
ઇન્ટરનેટ રેડિયો,ഇന്റർനെറ്റ് റേഡിയോ
ઇન્ટરનેટ સ્ટ્રીમિંગ,ഇന്റർനെറ്റ് സ്ട്രീമിംഗ്
ઇન્ટરનેટ વિડિઓ,ഇന്റർനെറ്റ് വീഡിയോ
ભાષાંતરક્ષમતા,ഇന്ററോപ്പറബിളിറ്റി
પ્રક્ષેપણ,ഇന്റർപോളേഷൻ
દુભાષિયા,വാഖാതാവ്
અટકાવવું,തടസ്സപ്പെടുത്തുക
અટકાયત,തടസ്സം
ખલેલકાર,തടസ്സം
અંતરાલ,ഇടവേള
સાંકળ,ഇൻട്രാകോഡിംഗ്
અંદરનો ભાગ,ഇൻട്രാഫ്രെയിം
જાડું,ഗതാഗത
પુનરાવર્તન,ഇൻട്രാപക്റ്റൂർ
એક જાતની,ഇൻട്രാവേബ്
અંતર્ગત સેમિકન્ડક્ટર,ആന്തരിക അർദ്ധചാലകം
વિપરીત પ્રવાહ,വിപരീത വർക്ക്
Verse ંધી અવકાશી સંચાલન,വിപരീത സ്പേഷ്യൽ പ്രവർത്തിക്കുന്നു
Vertંધું,വിപരീതം
Ver ંધી એલ એન્ટેના,വിപരീത ഞാൻ ആന്റിന
Ver ંધી વી એન્ટેના,വിപരീത വി ആന്റിന
Inલટું,വിഹിതം
અનિયમિત,കമരഹിതമായ
અપ્રસ્તુત તત્વ,അപ്രസക്തമായ ഘടകം
અલગ -અલગ નેટવર્ક,ഐസോലേഷൻ നെറ്റ്വർക്ക്
અલગ પાડનાર,ഒറ്റപ്പെടുത്തല്
ઘાટ,ജമ്മവർ
જખમ,ജാമിംഗ്
કલાલ,ജാർഗോൺ ഫയൽ
જાવા સ્ક્રિપ્ટ,ജാവ സ്ക്രിപ്റ്റ്
ઝબૂકવું,ജിംഗിൾ
ગફલત,ജിറ്റർ
જોડાણ કરનાર,കൂട്ടായ്മ
સંયુક્ત,സന്ധി
મેનું,ജോയിന്റ്
ગડબડી,ജമ്പൻ
કચરો,JUKK
નકામો મેઇલ,ജങ്ക് മെയിൽ
કર્કશ,കേർണൽ
મુખ્ય,താക്കോല്
પાટિયું,കീബോര്ഡ്
ક keyંગું,ശ്രേഷ്ഠന്
મહત્ત્વ,മുഖ്യ)
કિલોસાયકલ,കിലോകിൾ
કિલોવોલ્ટ,കിലോകോമ്പ്
કિલોવોટ,കിലോവാട്ട്
સંયોજક,കിനെമാറ്റിക്സ്
ઘૂંટણ,കാൽമുട്ട് പോയിന്റ് വോൾട്ടേജ്
મૂઠ,ഉരുണ്ടപിടി
જ્ઞાન પૃષ્ટ,നോളജ് ബേസ്
જ્ knowledgeાન પ્રતિનિધિત્વ,വിജ്ഞാന പ്രാതിനിധ്യം
એલ નેટવર્ક,L നെറ്റ്വർക്ക്
એલ વિભાગ ફિલ્ટર,L വിഭാഗ ഫിൽട്ടർ
લેગ અને લીડ,ലജ്ജയും ലീഡും
પાછળ,പ്രധാനം
પાછળ પાવર પરિબળ,പവർ ഫാക്ടർ ലഹരി
સ્તુતિશીલ,മാരകമായ
દીવો,വിളക്ക്
લેપટોપ,ലാപ്ടോപ്പ്
લેસર આવર્તન,ലേസർ ആവൃത്തി
સુવ્યવસ્થિત ભૂલ,ഒളിഞ്ഞിരിക്കുന്ന പിശക്
આંતરિક ઉષ્મા,ഒളിഞ്ഞിരിക്കുന്ന ചൂട്
અક્ષરશ,വാപ്തി
સ્તર,അടുക്ക്
બાંધકામ,കെട്ടിടത്തിന്റെ പ്ളാന്
ગોઠવણ યોજના,ലേ layout ട്ട് പ്ലാൻ
દોરી,ഈയം
અગ્રણી તબક્કો,പ്രമുഖ ഘട്ടം
પ્રૂફ,ചോർച്ച തടയുന്ന
રખડુ,ചോർച്ച
લીઝ્ડ સર્કિટ,പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്
લેન્સ,ലെന്സ്
કક્ષાના સૂચક,ലെവൽ സൂചകം
પ્રકાશ નિયંત્રણ,നേരിയ നിയന്ത്രണം
પ્રકાશ કલમ,നേരിയ പേന
લાઈટનિંગ એરેસ્ટર,മിന്നൽ അരംഭം
મર્યાદા,രൂക്ഷമായ
મર્યાદિત એમ્પ્લીફાયર,ആംപ്ലിഫയർ പരിമിതപ്പെടുത്തുന്നു
હારી જવું,വരി നഷ്ടം
વાક્યનો અવાજ,ലൈൻ ശബ്ദം
દૃષ્ટિની લાઇન,വീക്ഷണരേഖ
હરોળ,ലൈൻ ഘട്ടം
મહત્ત્વ,ലൈൻ ട്രാൻസ്മിഷൻ
રેખા,ലൈൻ അൺലോഡുചെയ്തു
રેખીય ક્વોન્ટીઝર,രേഖീയ ക്വാണ്ടിയർ
સુશોભન,രേഖീയത
રેખાને લગતું,ലൈൻ-കോക്സിയൽ
રેખા-ક્ષેત્રાકાર,ലൈൻ-ഇക്സൈസർ
રેખાખરની આવર્તન,ലൈൻ-ആവൃത്തി
વાક્ય-અવબાધ,ലൈൻ-ഇംപെഡൻസ്
રેખા-ચતુર્થાંશ,ലൈൻ-ക്വാർട്ടർ തരംഗദൈർഘ്യം
સંબંધ,ബന്ധം
કોરી,ലിങ്കറുകാരന്
જિદ્દી,ലിപ്-മൈക്രോഫോൺ
જીવંત પ્રસારણ,തത്സമയ സംപ്രേക്ഷണം
જીવંત સરકી,തത്സമയ സർക്യൂട്ട്
જીવંત કાર્યક્રમ,തത്സമയ പരിപാടി
બોજો,ഭാരം
ભારક્ષમતા,ഭാരം താങ്ങാനുള്ള കഴിവ്
ભાર વહન ક્ષમતા,ചുമക്കുന്ന ശേഷി ലോഡുചെയ്യുക
ભાર લાક્ષણિકતા,സ്വഭാവം ലോഡുചെയ്യുക
ભાર અટકાવવું,ഇംബത ലോഡുചെയ്യുക
ભરેલું,ലോഡുചെയ്തു
લોહિયો,ലോഡർ
ભારણ,ലോഡിംഗ്
કોઇલ લોડિંગ,കോയിൽ ലോഡുചെയ്യുന്നു
ભાર-પરીક્ષા,ലോഡ്-ടെസ്റ്റ്
ઝઘડો,ലോലിറ്റി
Loંચી એન્ટેના,ലോബ് ആന്റിന
સ્થાનિક ક્ષેત્ર નેટવર્ક,ലോക്കൽ ഏരിയ നെറ്റ്വർക്ക്
સ્થાનિક બેટરી,പ്രാദേശിക ബാറ്ററി
સ્થાનિક ઓસિલેટર,പ്രാദേശിക ഓസ്സിലേറ്റർ
લોગ,മരത്തടി
લોગ -બુક,ലോഗ് ബുക്ക്
લ log ગ ઇન કરો (લ log ગ ઇન),ലോഗിൻ ചെയ്യുക (ലോഗിൻ ചെയ്യുക)
લ log ગ ઓફ (લ log ગ આઉટ),ലോഗ് ഓഫ് ചെയ്യുക (ലോഗ് out ട്ട് ചെയ്യുക)
લોગશીલી,ലോഗ് ഷീറ്റ്
મસાલેદાર,ലോഗരിതം
લોગરીધમિક એમ્પ્લીફાયર,ലോഗരിത്മിക് ആംപ്ലിഫയർ
લોગરીધમિક ગુણોત્તર,ലോഗരിഥമിക് അനുപാതം
લોગરીધમિક પ્રતિભાવ,ലോഗരിഥമിക് പ്രതികരണം
લૌકિક ધોરણ,ലോഗരിത്മിക് സ്കെയിൽ
ફાંટો,പവേശിക്കുക
તર્કશાસ્ત્ર,തര്ക്കശാസ്തം
તર્ક -દ્વાર,ലോജിക് ഗേറ്റ്
તર્કશાસ્ત્ર,ലോജിക് പ്രവർത്തനം
તાર્કિક,യുക്തിയുക്തമായ
તાર્કિક રચના,ലോജിക്കൽ ഫ്രെയിം
લોગો દાખલ કરનાર,ലോഗോ ഉൾപ്പെടുത്തൽ
રેખાંશ,ദേശാന്തരരേഖ
ફટકો,ലൂപ്പ്
લૂપ એન્ટેના,ലൂപ്പ് ആന്റിന
લૂપ ફાયદો,ലൂപ്പ് നേട്ടം
લૂપ પરીક્ષણ,ലൂപ്പ് ടെസ്റ്റ്
છૂટક સંપર્ક,അയഞ്ഞ കോൺടാക്റ്റ്
સંતાપ,അയഞ്ഞ കപ്ലിംഗ്
લોસલેસ એન્ટેના,നഷ്ടമില്ലാത്ത ആന്റിന
લોસલેસ કમ્પ્રેશન,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
હારી સંકોચન,നഷ്ടം കംപ്രഷൻ
લાઉડનેસ (ધ્વનિ),ഉച്ചത്തിൽ (ശബ്ദം)
લાઉડ સ્પીકર,ഉച്ചഭാഷിണി
ઓછી આવર્તન,കുറഞ്ഞ ആവൃത്തി
નીચા કક્ષાની ભાષા,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
ઓછું ખોટ ફીડર,കുറഞ്ഞ നഷ്ടപ്പെട്ട തീറ്റ
ઓછી ખોટ લવચીક કોક્સિયલ કેબલ,കുറഞ്ഞ നഷ്ടം വഴക്കമുള്ള കോക്സിയൽ കേബിൾ
નીચા અવાજ પ્રાપ્તકર્તા,കുറഞ്ഞ ശബ്ദം റിസീവർ
નીચા ઓર્બિટિંગ ઉપગ્રહ,കുറഞ്ഞ പരിക്രമണ ഉപഗ്രഹം
નીચા પાસ ફિલ્ટર,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
ઓછી પ્રતિક્રિયા આપવાની કમાણી,കുറഞ്ഞ റിയാൻസ് എർത്ത്
ઓછો પ્રતિકાર માર્ગ,കുറഞ്ഞ പ്രതിരോധ പാത
ખસી કરવું,ലഗ്
ભ્રષ્ટતા,ലളിനൻസ്
ગઠ્ઠો લગાડવો,പിണ്ഡമായി
પારકાન,മാക്രോ ബ്ലോക്ക്
મેક્રો વ્યાખ્યા,മാക്രോ നിർവചനം
બનાવટ,മാക്രോ വിഷൻ
જાદુઈ આંખ,മാന്ത്രിക കണ്ണ്
ચુંબક,കാന്തം
ચુંબકીય ક્ષેત્ર,കാന്തികക്ഷേത്രം
ચુંબકીય પ્રવાહ,കാന്തിക ഫ്ലക്സ്
ચુંબકીય ધ્રુવ,കാന്തിക പോൾ
ચુંબકીય તોફાન,കാന്തിക കൊടുങ്കാറ്റ്
ચુંબકીય સ્વીચ,മാഗ്നറ്റിക് സ്വിച്ച്
ચુંબકીય ટેપ,മാഗ്നറ്റിക് ടേപ്പ്
ચુંબનત્વ,കാന്തികത
ટપાલ મક્કો,മെയിൽ ലയനം
ટપાલ યાદી,അയക്കേണ്ട പട്ടിക
મુખ્ય વાહક,പ്രധാന കാരിയർ
જાળવી,നിലനിറുത്തുക
જાળવણી,പരിപാലനം
જાળવણી ટીમ,പരിപാലന ടീം
બહુમતી,ഭൂരിപക്ഷം കാരിയർ
સંપર્ક રિલે બનાવો,കോൺടാക്റ്റ് റിലേ നിർമ്മിക്കുക
બનાવટની સ્વીચ,നിർമ്മിക്കുക-ബ്രേക്ക് സ്വിച്ച്
પુરુષ-જોડકવાર,പുരുഷ-കണക്റ്റർ
માણસે અવાજ કર્યો,മനുഷ്യൻ ശബ്ദമുണ്ടാക്കി
મેનેજમેન્ટ ઇન્ફર્મેશન સિસ્ટમ (એમઆઈએસ),മാനേജ്മെന്റ് വിവര സിസ്റ്റം (IS)
ચાલાકીભર્યું,കൃത്രിമം
હસ્તકલા નિયંત્રણ,സ്വമേധയാലുള്ള നിയന്ത്രണം
પદ્ધતિ પદ્ધતિ,സ്വമേധയാലുള്ള രീതി
સલામતી માર્ગદર્શિકા,സുരക്ഷാ മുൻകരുതൽ മാനുവൽ
મેન્યુઅલી સંચાલિત,സ്വമേധയാ പ്രവർത്തിക്കുന്നു
ઉત્પાદક,നിര്മ്മാതാവ്
મહોરું,പൊയ്മുഖം
મસકી,മൂടാണ്
માસ્ક,ത്തണക്കാരന്
છુપાયેલો,മറക്കുന്നു
માસ્કીંગ વર્તન,മാസ്കിംഗ് സ്വഭാവം
Audio ડિઓ -માસ્કિંગ અસર,ഓഡിയോയുടെ മാസ്കിംഗ് പ്രഭാവം
માસ્કિંગ થ્રેશોલ્ડ,മാസ്കിംഗ് പരിധി
માસ્કીંગ સ્વર,മാസ്കിംഗ് ടോൺ
મસ્ત,കപ്പല്പായ്മരം
મસ્ત -રેડિયેટર,മാസ്റ്റ് റേഡിയേറ്റർ
મુખ્ય નિયંત્રણ,മാസ്റ്റർ നിയന്ത്രണം
માસ્ટર ઓસિલાટોર,മാസ്റ്റർ ഓസ്കിൽറർ
મેચ-અવબાધ,മാച്ച്-ഇംപെഡൻസ്
મેચિંગ નેટવર્ક,പൊരുത്തപ്പെടുന്ന നെറ്റ്വർക്ക്
મેચિંગ સ્ટબ,പൊരുത്തപ്പെടുന്ന സ്റ്റബ്
મેચિંગ ટ્રાન્સફોર્મર,പൊരുത്തപ്പെടുന്ന ട്രാൻസ്ഫോർമർ
ભૌતિક-તૈયારી,മെറ്റീരിയൽ-സംഭരണം
માળખું,മാട്രിക്സ്
મહત્તમ,പരമാവധി
મહત્તમ માંગ સૂચક,പരമാവധി ഡിമാൻഡ് സൂചകം
મહત્તમ શક્તિ ઘનતા,പരമാവധി പവർ ഡെൻസിറ്റി
મહત્તમ સંવેદનશીલતા,പരമാവധി സംവേദനക്ഷമത
મહત્તમ તાપમા,പരമാവധി താപനില
મહત્તમ ઉપયોગી આવર્તન,പരമാവധി ഉപയോഗയോഗ്യമായ ആവൃത്തി
મહત્તમ મૂલ્ય,പരമാവധി മൂല്യം
નિષ્ફળતાનો સરેરાશ સમય,പരാജയപ്പെടാനുള്ള സമയം
સરેરાશ કિંમત,ശരാശരി മൂല്യം
માપેલ સંકેત,അളന്ന സിഗ്നൽ
માપ,അളവ്
માપવાનું સાધન,ഉപകരണം അളക്കുന്നു
માપવાની સાધનસામગ્રી,ഉപകരണങ്ങൾ അളക്കുന്നു
માપવાનું સાધન,ഉപകരണം അളക്കുന്ന ഉപകരണം
ક્ષેત્રની શક્તિનું સાધન માપવા,ഫീൽഡ് ശക്തിയുടെ അളവ് അളക്കുന്നു
માપવાની ટેપ,ടേപ്പ് അളക്കുന്നു
યંત્ર,യന്തനിര്മ്മാണം
માધ્યમ સર્વર,മീഡിയ സെർവർ
માધ્યમ,മധസ്ഥാനം
મધ્યમ આવર્તન,ഇടത്തരം ആവൃത്തി
મધ્યમ આવર્તન તરંગ,ഇടത്തരം ഫ്രീക്വൻസി തരംഗം
મધ્યમ તરંગ (મેગાવોટ),ഇടത്തരം വേവ് (MW)
મેગા-ઓહમ,മെഗാ-ഓം
મેગર,മെഗർ
યાદ,സ്മരണം
માર્ગદર્શન,സാമഹമായ
લૈંગિક પટ્ટી,മെനു ബാർ
ક્રુ -સ્વીચ,മെർക്കുറി സ്വിച്ച്
વિલીનીકરણ,ലയിക്കുന്നു
સંદેશ,ദൂത്
મેટાડેટા,മെറ്റാഡാറ്റ
ધાતુ- ox ક્સાઇડ સેમિકન્ડક્ટર ડાયોડ,മെറ്റൽ-ഓക്സൈഡ് അർദ്ധചാലകൻ ഡയോഡ്
ધાતુની આવરણવાળી કેબલ,മെറ്റൽ-ഷീത്ത് കേബിൾ
મીટર,മാപിനി
મીટરિંગ પેનલ,മീറ്ററിംഗ് പാനൽ
માઇકલ,മൈക്ക
માઇકલ-ઇન્સ્યુલેશન,മൈക്ക-ഇൻസുലേഷൻ
સૂક્ષ્મ,മൈക്രോ-
સૂક્ષ્મ ઘટક,മൈക്രോ ഘടകം
સૂક્ષ્મ કમ્પ્યુટર,മൈക്രോ കമ്പ്യൂട്ടർ
સૂક્ષ્મ નિયંત્રણ કરનાર,മൈക്രോ കൺട്രോളർ
સૂક્ષ્મ ઇલેક્ટ્રોનિક્સ,മൈക്രോ ഇലക്ട്രോണിക്സ്
માઇક્રોફોન,മൈക്രോഫോൺ
સુક્ષ્મસજીવો,മൈക്രോഫോണിക്സ്
માઇક્રોપ્રોસેસ્રેસ,മൈക്രോപ്രൊസസ്സർ
માઇક્રો-વોલ્ટ (એમવી),മൈക്രോ-വോൾട്ട് (എംവി)
સૂક્ષ્મ,മൈക്രോവേവ്
માઇક્રોવેવ એન્ટેના,മൈക്രോവേവ് ആന്റിന
માઇક્રોવેવ બીમ,മൈക്രോവേവ് ബീം
મધ્યમ,മിഡ്-ബാൻഡ്
સ્થળાંતર,കുടിയേറ്റം
સ્થળાંતર માર્ગ,മൈഗ്രേഷൻ പാത്ത്
લઘુ,ചെറുതാക്കുക
લઘુચિત્ર,ചെറുതാക്കിയത്
ન્યૂનતમ,ഏറ്റവും കുറഞ്ഞ
લઘુત્તમ તાપમાન,കുറഞ്ഞ താപനില
લઘુત્તમ ઉપયોગી ક્ષેત્ર શક્તિ,കുറഞ്ഞ ഉപയോഗയോഗ്യമായ ഫീൽഡ് കരുത്ത്
લઘુમતી કારીગર,ന്യൂനപക്ഷ കാരിയർ
ખોટી વાતો,തെറ്റി വായിക്കുക
એકઠું કરવું,കൂട്ടിക്കലര്ത്തുക
મિશ્ર ખાલી,മിക്സഡ് ശൂന്യത
મિશ્ર સમન્વય,സമ്മിശ്ര സമന്വയം
મિશ્રણ કરનાર,മിക്സര്
મિક્સર નળી,മിക്സർ ട്യൂബ്
મિશ્રણ,മിക്സിംഗ്
મિશ્રણ સર્કિટ,സർക്യൂട്ട് മിക്സിംഗ്
સ્મરણ સંબંધી,മെന്നിക്
નેમોમિક્સ,മെമ്മോണിക്സ്
ફરડ,ഇളക്കാവുന്ന
મોબાઈલ -મલ્ટિમીડિયા એપ્લિકેશન,മൊബൈൽ മൾട്ടിമീഡിയ ആപ്ലിക്കേഷൻ
ફરતી ટીવી,മൊബൈൽ ടിവി
પદ્ધતિ,മാതിരി
નિષ્ફળતાની પદ્ધતિ,പരാജയത്തിന്റെ രീതി
પ્રચાર પદ્ધતિ,പ്രചരിപ്പിക്കാനുള്ള രീതി
નમૂનો,മാതൃക
Emાળ,മോഡം
આધુનિક એફએમ ટ્રાન્સમીટર,ആധുനിക എഫ്എം ട്രാൻസ്മിറ്റർ
આધુનિક વલણો,ആധുനിക ട്രെൻഡുകൾ
રૂપરેખાંકન,കോൺഫിഗറേഷന്റെ മോഡുകൾ
ફેરફાર કરવો,രൂപാന്തരപ്പെടുത്തുക
મોડ્યુલેટેડ સતત તરંગ,മൊഡ്യൂലേറ്റഡ് തുടർച്ചയായ തരംഗം
મોડ્યુલેટેડ સિગ્નલ,മൊഡ്യൂലേറ്റഡ് സിഗ്നൽ
મોડ્યુલેટેડ તરંગફોર્મ,മൊഡ്യൂലേറ്റഡ് വേവ്ഫോം
વિપુલતા,മോഡുലേഷൻ
મોડ્યુલેશન કંપનવિસ્તાર,മോഡുലേഷൻ വ്യാപ്തി
મોડ્યુલેશન ક્ષમતા,മോഡുലേഷൻ കഴിവ്
મોડ્યુલેશન આવર્તન,മോഡുലേഷൻ ആവൃത്തി
વિપુલ અનુક્રમણિકા,മോഡുലേഷൻ സൂചിക
રીંછલા,മോഡുലേഷൻ രേഖീയത
મોડ્યુલેશન મીટર,മോഡുലേഷൻ മീറ്റർ
મોડ્યુલેશન મોનિટર,മോഡുലേഷൻ മോണിറ്റർ
વિપુલ ટકાવારી,മോഡുലേഷൻ ശതമാനം
વિધિ કરનાર,മൊഡലേറ്റർ
વિધિ,മൊഡ്യൂൾ
ભેજ,ഈര്പ്പം
વેગ,ആധിപത്യം
મોનીટર,നിരന്തരം നിരീക്ഷിക്കുക
અનુશ્રવણ,നിരീക്ഷണകരമായ
દેખરેખ અને વિશ્લેષણ તકનીકો,നിരീക്ഷണവും വിശകലന സാങ്കേതികതകളും
દેખરેખ અને નિયંત્રણ,നിരീക്ഷണവും നിയന്ത്രണവും
નિરીક્ષણ મથક,മോണിറ്ററിംഗ് സ്റ്റേഷൻ
એકલતા,മോണോക്രോം
એકલતા,മോണോഫോണിക് ട്രാൻസ്മിഷൻ
મોર્ફ,മോർഫ്
મોરફિંગ,മോർഫിംഗ്
ક morંગું,മോർഫിസം
મોઝેક,മൊസൈക്
માતૃત્વ,മദരബലാജം
દરખાસ્ત,ചലന നഷ്ടപരിഹാരം
ગતિ અંદાજ,ചലന കണക്കാക്കൽ
ગતિ -વેક્ટર,ചലന വെക്റ്റർ
ગતિપત્રક,ചലന വീഡിയോ
મોટર,യന്തവാഹനം
મોટર operatorપરેટર,മോട്ടറോ ഓപ്പറേറ്റർ
મોટર,മോട്ടോർ സ്റ്റാർട്ടർ
પર્વત,മ .ണ്ട്
ઉંદર,ചുണ്ടെലി
માઉસ ઇન્ટરફેસ,മൗസ് ഇന്റർഫേസ്
ગતિવિધિ,ചലനം
મલ્ટિ ચેનલ વિસ્તરણ,മൾട്ടി ചാനൽ വിപുലീകരണം
બહુવિધ,മൾട്ടികാസ്റ്റിംഗ്
બહુવિધ સંકેતો,മൾട്ടിചാനൽ സിഗ്നലുകൾ
બહુવિધ માઇક્રોફોન,മൾട്ടിഡിറേജ് മൈക്രോഫോൺ
આંતરભાષીય ભાષ્ય,ബഹുഭാഷാ വ്യാഖ്യാനം
બહુમાળી,മൾട്ടിമീഡിയ
બહુધા ભાગ,മൾട്ടിമീഡിയ കിയോസ്ക്
બહુવિધ,മണ്ട്മീറ്റർ
બહુ વધારે,മൾട്ടിപാത്ത്
મલ્ટીપાથ,മൾട്ടിപാത്ത് സ്വീകരണം
નગર,മത്രാലയം
બહુવિધ,പെരുക്കമായ
બહુવિધ પ્રવેશ પદ્ધતિ,ഒന്നിലധികം ആക്സസ് സിസ്റ്റം
અનેકગણું,മസ്തീനകം
મલ્ટીપ્લેક્સર,മൾട്ടിപ്ലക്സർ
મલ્ટિપ્લેક્સિંગ,മൾട്ടിക്സിംഗ്
બહુવિધ એમ્પ્લીફાયર,മൾട്ടിസ്റ്റേജ് ആംപ്ലിഫയർ
બહુવિધ,മൾട്ടിടാസ്കിംഗ്
આંતર -માળ,മൾട്ടിവർവറ്റർ
ચૂપ,മിണ്ടാത്ത
પરસ્પર વાહકતા,പരസ്പര പെരുമാറ്റം
પરસ્પર અવરોધ,പരസ്പര പ്രകോപനം
પરસ્પર ઉપાય,പരസ്പര ഉൾപ്പെടുത്തൽ
પરસ્પર દખલ,പരസ്പര ഇടപെടൽ
નેનો તકનીકી,നാനോ-സാങ്കേതികവിദ്യ
સાંકડી,ഇടുങ്ങിയത്
સંકુચિત,ഇടുങ്ങിയ കാസ്റ്റിക്കൽ
કુદરતી ડ્રાફ્ટ,പ്രകൃതിദത്ത ഡ്രാഫ്റ്റ്
નૌકાદળ,നാവിഗേറ്റർ
નકારાત્મક,നിഷേധിക്കുന്ന
નકારાત્મક પક્ષપાત,നെഗറ്റീവ് പക്ഷപാതം
નકારાત્મક ખર્ચ,നെഗറ്റീവ് ചാർജ്
નકારાત્મક પ્રતિસાદ,നെഗറ്റീവ് ഫീഡ്ബാക്ക്
નકારાત્મક ટોચ,നെഗറ്റീവ് കൊടുമുടി
નકારાત્મક પ્રતિકાર,നെഗറ്റീവ് പ്രതിരോധം
ચોખ્ખો ફાયદો,മൊത്തം നേട്ടം
ચોખ્ખી ખોટ,മൊത്തം നഷ്ടം
રણનીતિ,നെറ്റിക്യൂനെറ്റ്
નેટવર્ક,നെറ്റ്വർക്ക്
નેટવર્ક વિશ્લેષક,നെറ്റ്വർക്ക് അനലൈസർ
નેટવર્ક ફાઇલ પદ્ધતિ,നെറ്റ്വർക്ക് ഫയൽ സിസ്റ്റം
નેટવર્ક આયોજન,നെറ്റ്വർക്ക് ആസൂത്രണം
નેટવર્ક સમાપ્તિ,നെറ്റ്വർക്ക് അവസാനിപ്പിക്കൽ
નેટવર્કિંગ,നെറ്റ്വറിംഗ്
તુરંત,നിക്ഷ്പക്ഷമായ
તત્ત્વો પાડનારું,നിർവീര്യമാക്കൽ
સમાચાર -ખંડ,വാർത്താ റൂം ഓട്ടോമേഷൻ
ઝૂકી જવું,കാലികമായ
વિશિષ્ટ,മാടം
કોઈ લોડ ટેસ્ટ,ലോഡ് ടെസ്റ്റ് ഇല്ല
નોડ,നോഡ്
અવાજ,ശബ്ദം
અવાજ,ശബ്ദ രൂപം
અવાજનું ફિલ્ટર,ശബ്ദ ഫിൽട്ടർ
અવાજનું માળખું,ശബ്ദ നില
અવાજનો દરવાજો,നോയ്സ് ഗേറ്റ്
અવાજની પ્રતિરક્ષા,ശബ്ദ പ്രതിരോധശേഷി
અવાજની કિલર,ശബ്ദ കൊലയാളി
અવાજનું સ્તર,ശബ്ദ നില
અવાજ,ശബ്ദം ശക്തി
અવાજ આકારની ક્વોન્ટીઝર,ശബ്ദത്തിന്റെ ആകൃതിയിലുള്ള അളവ്
અવાજ,ശബ്ദ ഉറവിടം
અવાજ દમન સર્કિટ,ശബ്ദം അടിച്ചമർത്തൽ സർക്യൂട്ട്
અવાજ -દમન કરનાર,ശബ്ദം അടിച്ചമർ
