Hindi,Assamese
"अनंत सूक्ष्म, अत्यणु",অসীম
अत्यणु अवयव,অসীম উপাদান
अनंत समष्टि,অসীম স্থান
"अनंत, अनंतियाँ",অসীমতা
"अनंत, अनंती",অসীম
स्फीति गुणक,মুদ্ৰাস্ফীতিৰ কাৰক
नतिपरिवर्ती स्पर्शरेखा,বিভক্তি স্পৰ্শক
नतिपरिवर्ती फोकसन,বিভক্তিমূলক কেন্দ্ৰীভূতকৰণ
नति परिवर्तन,inflexion
फलन का निम्नक,এটা ফাংচনৰ inf
अवगम आव्यूह,তথ্য মেট্ৰিক্স
सूचना संसाधन,তথ্য প্ৰক্ৰিয়াকৰণ
सूचना विज्ञान,তথ্য বিজ্ঞান
" असमांगी , असमघाती",অসমতাপূৰ্ণ
असमघाती समीकरण,অসমতাপূৰ্ণ সমীকৰণ
असमघात निकाय,অসমতাপূৰ্ণ ব্যৱস্থা
"आदि, आरंभिक, प्रारंभिक",প্ৰাৰম্ভিক
"प्रारंभिक स्थिति, प्रारंभिक प्रतिबंध",প্ৰাৰম্ভিক অৱস্থা
प्रारंभिक रेखा,প্ৰাৰম্ভিক শাৰী
प्रारंभिक बिंदु,প্ৰাৰম্ভিক বিন্দু
प्रारंभिक हल,প্ৰাৰম্ভিক সমাধান
प्रारंभिक वेग,প্ৰাৰম্ভিক বেগ
एकैकी प्रतिचित्र,ইনজেকটিভ মেপ
एकैकी प्रतिचित्रण,ইনজেকটিভ মেপিং
आंतर गुणन,ভিতৰৰ গুণন
आंतरिक बिंदु,ভিতৰৰ বিন্দু
आंतर गुणनफल्,ভিতৰৰ উৎপাদন
"निवेश (सं.), निविष्ट (वि.)",ইনপুট
निविष्ट आंकड़े,ইনপুট ডাটা
निवेश द्वार,ইনপুট গেট
निवेश निर्गत विश्लेषण,ইনপুট আউটপুট বিশ্লেষণ
निवेश निर्गत नियंत्रण पद्धति,ইনপুট আউটপুট নিয়ন্ত্ৰণ ব্যৱস্থা
निवेश निर्गत प्रणाली,ইনপুট আউটপুট ব্যৱস্থা
निवेश मात्रा,ইনপুট পৰিমাণ
"निवेश रजिस्टर, निवेश पंजिका",ইনপুট ৰেজিষ্টাৰ
निवेशी टर्मिनल,ইনপুট টাৰ্মিনেল
"अंतर्दृत, अंतर्गतवृत",লিপিবদ্ধ বৃত্ত
क्षण,ক্ষণ
"तात्क्षणिक, तात्कालिक",তৎক্ষণাত
तात्क्षणिक त्वरण,তৎক্ষণাত ত্বৰণ
तात्क्षणिक घुर्णनाक्ष,ঘূৰ্ণনৰ তৎক্ষণাত অক্ষ
तात्क्षणिक केंद्र,তৎক্ষণাত কেন্দ্ৰ
तात्क्षणिक वेग,তৎক্ষণাত বেগ
तात्क्षणिक आयतन,তৎক্ষণাত আয়তন
"पूर्ण संख्या, पूर्णांक",পূৰ্ণসংখ্যা
पूर्णांक रैखिक प्रोग्रामन,পূৰ্ণসংখ্যা ৰৈখিক প্ৰগ্ৰেমিং
समाकलनीयता,সংহতিযোগ্যতা
समाकलनीय,সংহতযোগ্য
समाकलनीय अवकल समीकरण,সংহত অৱভেদ্য সমীকৰণ
समाकलनीय समीकरण,সংহত সমীকৰণ
समाकलनीय फलन,ইন্টিগ্ৰেবল ফাংচন
" समाकल , पूर्णांकीय",অবিচ্ছেদ্য
"समाकलन-गणित, इंटीग्रल कैलकुलस",অবিচ্ছেদ্য কেলকুলাছ
समाकल वक्र,অখণ্ড বক্ৰ
पूर्णींकीय प्रांत,অবিচ্ছেদ্য ডমেইন
समाकल समीकरण,অখণ্ড সমীকৰণ
"पूर्ण संख्या, पूर्णांक",অখণ্ড সংখ্যা
प्रथम प्रकार का समाकल,প্ৰথম ধৰণৰ অবিচ্ছেদ্য
समाकल निरूपण,অবিচ্ছেদ্য প্ৰতিনিধিত্ব
समाकल चिह्न,অবিচ্ছেদ্য চিহ্ন
समाकलन करना,সংহত কৰক
समाकलित अवशोषण गुणांक,সংহত শোষণ সহগ
समाकलन गुणक,সংহতিকাৰী কাৰক
समाकलन,সংহতি
अवकलन दूवारा समाकलन,পাৰ্থক্যৰ দ্বাৰা সংহতি
खंडशः समाकलन,অংশৰ দ্বাৰা সংহতি
परिमेयकरण दूवारा समाकलन,যুক্তিবাদৰ দ্বাৰা সংহতি
प्रतिस्थापन दूवारा समाकलन,প্ৰতিস্থাপনৰ দ্বাৰা সংহতি
उत्तरोत्तर समानयन दूवारा समाकलन,ক্ৰমাগত হ্ৰাসৰ দ্বাৰা সংহতি
श्रेणीबद्ध समाकलन,শৃংখলা অনুসৰি সংহতি
सदिश का समाकलन,ভেক্টৰৰ সংহতি
संवृत पृष्ठ पर समाकलन,বন্ধ পৃষ্ঠৰ ওপৰত সংহতি কৰা
समाकलक,ইন্টিগ্ৰেটৰ
समाकलक घटक,ইন্টিগ্ৰেটৰ উপাদান
समाकल-अवकल समीकरण,integro - অৱভেদ্য সমীকৰণ
" अंतः खंड , अपरोधन",ইন্টাৰচেপ্ট
विनिमेय संक्रिया,বিনিময়যোগ্য অপাৰেচন
"विनिमेय, व्यतिहार",বিনিময় কৰক
अंतर्वर्ग सहसंबंध,আন্তঃশ্ৰেণী সম্পৰ্ক
परस्पर सहसंबंध,আন্তঃ সম্পৰ্ক
परस्पर सहसंबंध गुणांक,আন্তঃ সম্পৰ্ক সহগ
"परस्पर निर्भरता, अन्योन्याश्रय",আন্তঃনিৰ্ভৰশীলতা
अन्योन्याश्रित,আন্তঃনিৰ্ভৰশীল
ब्याज,সুত
"अंतरपृष्ठ, पार्थक्य पृष्ठ",আন্তঃপৃষ্ঠ
अंतरफलक कोण,আন্তঃপৃষ্ঠীয় কোণ
समाकल्य,integrand
समाकलित,সংহত
"अभ्यंतर, अंतरंग, अंतः (सं.), अंतर्गूढ़, आंतरिक,अंतःस्थ (वि.)",অভ্যন্তৰ
अंतः कोण,অভ্যন্তৰীণ কোণ
अंतः क्षेत्र,অভ্যন্তৰীণ অঞ্চল
अंतः प्रांत,অভ্যন্তৰীণ ডমেইন
आंतरिक अवयव,অভ্যন্তৰীণ উপাদান
समुच्चय का अभ्यंतर,এটা চেটৰ ভিতৰৰ অংশ
अभिमुख अंतः कोण,অভ্যন্তৰীণ বিপৰীত কোণ
अंतर्गह,অভ্যন্তৰীণ গ্ৰহ
आंतरिक बिंदु,অভ্যন্তৰীণ বিন্দু
"मध्यवर्ती, माध्यमिक, मध्य, मध्यक",অন্তৰ্বৰ্তী
मध्यवर्ती बिंदु,মধ্যৱৰ্তী বিন্দু
मध्यवर्ती मान प्रमेय,মধ্যৱৰ্তী মূল্য উপপাদ্য
आंतरिक द्‌विभाजक,আভ্যন্তৰীণ দ্বিখণ্ড
अंतर्वेशन,ইন্টাৰপোলেচন
अंतर्वेशन-सूत्र,ইন্টাৰপলেচন সূত্ৰ
प्रतिच्छेदी,ছেদ কৰা
प्रतिच्छेदी वक्र,ছেদ কৰা বক্ৰ
प्रतिच्छेदी रेखाएँ,ছেদ কৰা ৰেখা
" प्रतिच्छेदन, प्रतिच्छेद , सर्वनिष्ठ",ছেক্সন
प्रतिच्छेद वक्र,ছেদক বক্ৰ
वक्रों का प्रतिच्छेद,বক্ৰৰ ছেদ
समुच्चयों का सर्वनिष्ठ,গোটৰ ছেদ
"अंतराल, अंतर",ব্যৱধান
अंतराल आकल,ব্যৱধান অনুমান
अंतराल आकलन,inteval অনুমান
अंतराल मध्य बिंदु,ব্যৱধানৰ মধ্যবিন্দু
"खंडांतर्गत प्रभाव, अंतः खंड प्रभाव",ইন্ট্ৰা-ব্লক ইফেক্ট
अंतरावर्ग सहसंबंध,আন্তঃশ্ৰেণী সম্পৰ্ক
निश्चरता,অবিৱৰ্তনশীলতা
निश्चर,অপৰিৱৰ্তিত
निश्चर तंत्र,অপৰিৱৰ্তিত ব্যৱস্থা
तालिका,বস্তুৰ তালিকা
तालिका नियतन,তথ্য-পাতি আবণ্টন
तालिका नियंत्रण,তথ্য নিয়ন্ত্ৰণ
तालिका नियंत्रण निदर्श,তথ্য নিয়ন্ত্ৰণ আৰ্হি
तालिका नियंत्रण प्रणाली,তথ্য নিয়ন্ত্ৰণ ব্যৱস্থা
तालिका चक्र,তথ্য-পাতি চক্ৰ
तालिका धारण लागत,ইনভেণ্টৰী ধৰি ৰখা খৰচ
तालिका बिंदु,ইনভেণ্টৰী পইণ্ট
तालिका नीति,তথ্য-পাতি নীতি
तालिका  स्थिति,তথ্য-পাতিৰ পৰিস্থিতি
"प्रतित्रोम, व्युत्क्रम, विपरीत",বিপৰীতমুখী
प्रतिलोम सहसंबंध,বিপৰীত সম্পৰ্ক
प्रतिलोम फलन,বিপৰীত ফলন
प्रति लोम अतिपरवलयिक फलन,বিপৰীত হাইপাৰবলিক ফলন
व्युत्क्रमानुपाती,বিপৰীতভাৱে সমানুপাতিক
व्युत्क्रम प्रतिचित्र ण,বিপৰীত মেপিং
व्युत्क्रम संख्या,বিপৰীত সংখ্যা
व्युत्क्रम आव्यूह,এটা মেট্ৰিক্সৰ বিপৰীত
प्रतिलोम क्रमचय,বিপৰীত ক্ৰমবিন্যাস
व्युत्क्रमानुपात,বিপৰীত অনুপাত
प्रतिलोम त्रिकोणमितीय फलन,বিপৰীত ত্ৰিকোণমিতিক ফলন
प्रतिलोमन-सूत्र,ওলোটা সূত্ৰ
क्रम का प्रति लोमन,ক্ৰমৰ ওলোটা
व्युत्क्रमणीय आव्यूह,ওলোটাব পৰা মেট্ৰিক্স
व्युत्क्रमणीय रूपांतरण,ওলোটা ৰূপান্তৰ
अपरिमेय,অযুক্তিকৰ
अपरिमेय समीकरण,অযুক্তিকৰ সমীকৰণ
अपरिमेय व्यंजक,অযুক্তিকৰ প্ৰকাশ
अपरिमेय संख्या,অযুক্তিকৰ সংখ্যা
अपरिमेय मूल,অযুক্তিকৰ মূল
" अखंडनीय , अलघुकरणीय , असमानेय",অকমাব নোৱাৰা
अघूर्णी सदिश,ঘূৰ্ণনশীল ভেক্টৰ
अघूर्णी सदिश फलन,ঘূৰ্ণনশীল ভেক্টৰ ফলন
अघूर्णी वेग,ঘূৰ্ণনশীল বেগ
तुल्यकोणी (वि.) समदिक्पा ती रेखा (सं),সমভুজ
समककुदता,আইসোকুৰ্ট&#39;ছিছ
वियुक्त अनिवार्य विचित्रता,বিচ্ছিন্ন অপৰিহাৰ্য এককতা
वियुक्त बिंदु,বিচ্ছিন্ন বিন্দু
"समदूरीक, त्रिसमलंबाक्ष, घनीय, आइसोमेट्रिक",সমমিতি
समद्विबाहु विन्यास,isosceles বিন্যাস
पुनरावृत्त समाकल,পুনৰাবৃত্তি কৰা অখণ্ড
पुनरावृत्त अंतर्वेशन,পুনৰাবৃত্তিমূলক আন্তঃপ্ৰক্ষেপণ
पुनरावृत्ति,পুনৰাবৃত্তি
पुनरावृत्ति सूत्र,পুনৰাবৃত্তি সূত্ৰ
पुनरावर्ती समाकलन सूत्र,পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ
पुनरावर्ती क्रि याविधि,পুনৰাবৃত্তিমূলক পদ্ধতি
पुनरावर्ती विधि,পুনৰাবৃত্তিমূলক কৌশল
जैकोबियन,জেকবিয়ান
जैकोबी सारणिक,জেকবিয়ান নিৰ্ণায়ক
जैकोबी आव्यूह,জেকবিয়ান মেট্ৰিক্স
समुच्चयों का सम्मिलन,গোটসমূহৰ যোগদান
"जोड़, संधि (सं.) संयुक्त(वि.)",গাঁঠি
संयुक्त घनत्व फलन,সংযোগ ঘনত্বৰ কাৰ্য্য
संयुक्त बारंबारता फलन,যৌথ কম্পাঙ্ক কাৰ্য্য
संयुक्ततः आश्रित चर,যৌথভাৱে নিৰ্ভৰশীল চলক
संयुक्त प्रायिकता,যৌগিক সম্ভাৱনা
सम्मिलन,যোগদান কৰক (=ইউনিয়ন)
"कुदान, जंप, प्लुति",জাপ মৰা
प्लुति असांतत्य,জাম্প বিচ্ছিন্নতা
"न्यायसंगति, औचित्य",ন্যায্যতা প্ৰদান কৰা
औचित्य बताना,ন্যায্যতা দিয়া
कारनाफ मानचित्र,কৰ্ণাউৰ মানচিত্ৰ
"गुठली, अष्टि",কাৰ্ণেল
प्रतिचित्रण की अष्टि,মেপিঙৰ কাৰ্ণেল
"शुदूधगति विज्ञान, शुदूध गतिकी",গতিবিদ্যা
गतिज ऊर्जा,গতিশক্তি
"बलगति विज्ञान, बलगतिकी",গতিবিদ্যা
कोल्मोगोरोफ-स्मिरनोव परीक्षण,কলমোগ’ৰফ স্মিৰ্নভ পৰীক্ষা
क्रोनेकर डेल्टा,ক্ৰ&#39;নেকাৰ বদ্বীপ
ककुदता,কুৰ্ট&#39;ছিছ
लग्रांज फलन,লেগ্ৰেঞ্জৰ কাৰ্য্য
लग्रांज गुणक,লেগ্ৰেঞ্জৰ বহুগুণক
"स्तरिका, पटल",লেমিনা
लाप्लास रूपांतर,লেপ্লেচ ৰূপান্তৰ
बृहत संख्या,বৃহৎ সংখ্যা
अभिलक्षणिक मूल,latent root(=বৈশিষ্ট্যমূলক মূল)
पार्श्व पृष्ठ,পাৰ্শ্বীয় পৃষ্ঠ
लैटिन वर्ग,লেটিন বৰ্গক্ষেত্ৰ
"नाभिलंब, लैटस रैक्टम",লেটাছ মলদ্বাৰ
"नियम, सिद्धांत",আইন
वेग संयोजन नियम,বেগ যোগ কৰাৰ নিয়ম
संकलनीयता नियम,যোগকৰণৰ নিয়ম
ह्नासमान प्रतिफल नियम,হ্ৰাস পোৱা লাভৰ নিয়ম
गुरुत्वाकर्षण नियम,মহাকৰ্ষণৰ নিয়ম
समूह के लिए समाकारिता नियम,গোটৰ বাবে সমৰূপতাৰ নিয়ম
वलयों के लिए समाकारिता नियम,আঙঠিৰ বাবে সমৰূপতাৰ নিয়ম
बढ़ती लागत का नियम,খৰচ বৃদ্ধিৰ আইন
घातांक नियम,সূচকাংকৰ নিয়ম
जड़त्व नियम,জড়তাৰ নিয়ম
बृहत्‌ संख्याओं का नियम,বৃহৎ সংখ্যাৰ নিয়ম
प्रायिकता-नियम,সম্ভাৱনাৰ নিয়ম
"ज्या नियम, साइन नियम",পাপৰ নিয়ম
घातांको के नियम,সূচকৰ নিয়ম
गति नियम,গতিৰ নিয়ম
"परत, स्तर",স্তৰ
अग्रग गुणांक,লিডিং সহগ
अग्रग विकर्ण,লিডিং তিৰ্যক
अग्रग उप-आव्यूह,লিডিং চাবমেট্ৰিক্স
अग्रग पद,লিডিং টাৰ্ম
"न्यूनतम, अल्पतम, लघुतम",সবাতোকৈ কম
लघुतम समापवर्त्य (LCM),নূন্যতম সাধাৰণ বহুগুণ (LCM)
न्यूनतम अवयव,নূন্যতম মৌল
न्यूनतम वर्ग,নূন্যতম বৰ্গক্ষেত্ৰ
न्यूनतम उपरि परिबंध,সৰ্বনিম্ন ওপৰৰ সীমা
वाम सहसमुच्चय,বাওঁফালৰ coset
वामावर्त,বাওহাতেৰে
वामावर्ती पेच,বাওঁহাতৰ স্ক্ৰু
वाम प्रतिलोम,বাওঁফালৰ বিপৰীত
वाम गुणन,বাওঁফালৰ গুণন
लाइबनिटस सूत्र,লেইবনিটজৰ সূত্ৰ
लंबाई,দৈৰ্ঘ্য
तुंगककुदी,লেপটকুৰ্টিক
तुंगककुदी वक्र,লেপটকুৰ্টিক বক্ৰ
तुंगककुदता,লেপটকুৰ্ট&#39;ছিছ
स्तर वक्र,স্তৰৰ বক্ৰ
विश्वास्यता स्तर,আত্মবিশ্বাসৰ স্তৰ
सार्थकता का स्तर,তাৎপৰ্য্যৰ স্তৰ
कोशक्रमानुसार,আভিধানিকভাৱে
कोश क्रम,অভিধানৰ ক্ৰম
संभाविता फलन,সম্ভাৱনা ফলন
संभाविता अनुपात परिक्षण,সম্ভাৱনা অনুপাত পৰীক্ষা
" सीमा , सीमांत",সীমা
"सीमांत, चरम",সীমিত কৰা
सीमांत मान,সীমিত মূল্য
सीमांत वेग,সীমিত বেগ
माध्य में सीमा,গড়ত সীমাবদ্ধতা
समाकलन की सीमा,সংহতিৰ সীমা
अनुक्रम सीमा,ক্ৰমৰ সীমা
"गुच्छ बिंदु, सीमा बिंदु",সীমা বিন্দু (=থুপ বিন্দু)
सीमांत वेग,সীমিত বেগ
" रेखा , लाइन , दीर्घतंतु",ৰেখা
"रेखीय, रैखिक, रेखाकार",ৰৈখিক
रैखिक बीजावल्ली,ৰৈখিক বীজগণিতীয়
रैखिक बीजीय समीकरण,ৰৈখিক বীজগণিতীয় সমীকৰণ
रैखिक सन्निकटन,ৰৈখিক আনুমানিককৰণ
रैखिक अनंतस्पर्शी,ৰৈখিক এছিম্পট&#39;ট
रैखिक गुणांक,ৰৈখিক সহগ
एकघात संचय,ৰৈখিক সংমিশ্ৰণ
एकघात प्रतिबंध,ৰৈখিক বাধাসমূহ
रैखिक आश्रितता,ৰৈখিক নিৰ্ভৰশীলতা
रैखिक अवकलन समीकरण,ৰৈখিক অৱভেদ্য সমীকৰণ
" रैखिक विमा , रैखिक माप , रैखिक लंबाई-चौड़ाई",ৰৈখিক মাত্ৰা
"रैखिक समीकरण, एकघात समीकरण",ৰৈখিক সমীকৰণ
रैखिक समघात,ৰৈখিক ৰূপ
रैखिक भिन्नात्मक रूपांतरण,ৰৈখিক ভগ্নাংশ ৰূপান্তৰ
रैखिक फलन,ৰৈখিক ফলন
रैखिक फलनक,ৰৈখিক কাৰ্য্যকৰী
रैखिक समूह,ৰৈখিক গোট
रैखिक स्वतंत्रता,ৰৈখিক স্বাধীনতা
रैखिक स्वतंत्र संबंध,ৰৈখিক স্বাধীন সম্পৰ্ক
रैखिक असमिका,ৰৈখিক বৈষম্য
रैखिक असमघाती अवकल समीकरण,ৰৈখিক অসমতাপূৰ্ণ অৱভেদ্য সমীকৰণ
रैखिक समाकल समीकरण,ৰৈখিক অখণ্ড সমীকৰণ
रैखिक अंतर्वेशन,ৰৈখিক আন্তঃপ্ৰক্ষেপণ
रैखिक न्यूनतम वर्ग समाश्रयण विश्लेषण,ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ
" एकघाततः , रैखिकतः",ৰৈখিকতা
रैखिकतः परतंत्र,ৰৈখিকভাৱে নিৰ্ভৰশীল
रैखिकतः स्वतंत्र,ৰৈখিকভাৱে স্বাধীন
रैखिक प्रतिचित्रण,ৰৈখিক মেপিং
रैखिक क्रम,ৰৈখিক ক্ৰম
रैखिक क्रमीकरण,ৰৈখিক ক্ৰমবিন্যাস
रैखिक प्रोग्रामन,ৰৈখিক প্ৰগ্ৰেমিং
रैखिक प्रोग्रामन कलन-विधि,ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম
रैखिक प्रोग्रामन समस्या,ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
रैखिक समाश्रयण,ৰৈখিক ৰিগ্ৰেছন
रैखिक समाश्रयण गुणांक,ৰৈখিক ৰিগ্ৰেছন সহগ
"रैखिक संबंध, एकघाती संबंध",ৰৈখিক সম্পৰ্ক
रैखिक समष्टि,ৰৈখিক স্থান (=ভেক্টৰ স্থান)
रैखिक उपसमष्टि,ৰৈখিক উপস্থান
रैखिक रूपांतरण,ৰৈখিক ৰূপান্তৰ
रैखिक उपनति,ৰৈখিক ধাৰা
रैखिक अनभिनत आकल,ৰৈখিক নিৰপেক্ষ অনুমান
रैखिक वेग,ৰৈখিক বেগ
रेखा समाकल,ৰেখাৰ অবিচ্ছেদ্য
प्रतिच्छेद-रेखा,ছেদক ৰেখা
समाश्रयण-रेखा,ৰিগ্ৰেছনৰ ৰেখা
स्थानगत सदिश,স্থানীয়কৃত ভেক্টৰ
स्थानीय इष्टतम,স্থানীয় অনুকূল
"बिन्दुपथ, रेखापथ",locus
"लॉग, लठठा, संलेख",কুণ্ডা
"लघुगणकीय, लॉगेरिथ्मीय",লগাৰিদমিক
लघुगणकीय यथार्थता,লগাৰিদমিক সঠিকতা
लॉगेरिथ्मीय परिकलन,লগাৰিদমিক গণনা
"लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र",লগাৰিদমিক বক্ৰ
लघुगणकीय अवकलज,লগাৰিদমিক ডেৰাইভেটিভ
लघुगणकीय अवकलन,লগাৰিদমিক পাৰ্থক্য
"लॉगेरिथ्मीय फलन, लघुगणकीय फलन",লগাৰিদমিক ফলন
"लघुगणकीय माध्य, गुणोत्तर माध्य",লগাৰিদমিক গড় (=জ্যামিতিক গড়)
लघुगणकीय प्रसामान्य बंटन,লগাৰিদমিক স্বাভাৱিক বিতৰণ
लघुगणकीय संबंध,লগাৰিদমিক সম্পৰ্ক
लघुगणकीय मापक्रम,লগাৰিদমিক স্কেল
"लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी",লগাৰিদমিক শৃংখলা
"लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल",লগাৰিদমিক সৰ্পিল (সমকোণীয় সৰ্পিল)
"लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी",লগাৰিদমিক টেবুল (=লগ টেবুল)
"लॉगेरिथ्म, लघुगणक",লগাৰিদম (log)
तर्क,তর্ক শাস্ত্র
तर्कत: तुल्य,যুক্তিগতভাৱে সমতুল্য
"वृद्धिघात वक्र, पर्ल-रीड वक्र",লজিষ্টিক বক্ৰ
"लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन",lognormal বিতৰণ
" रेखांश , देशांतर",দ্ৰাঘিমাংশ
" पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.) , प्रस्पंद",খান্দৰি
" प्रचयन , प्रचायिका, लॉटरी",লটাৰী
अधोरेखा,তলৰ বাৰ
निम्न परिबंध,নিম্ন সীমা
निम्न रीमान-समाकल,নিম্ন Riemann অখণ্ড
निम्न योगफल,কম যোগফল
निम्न त्रिभुजीय आव्यूह,তলৰ ত্ৰিকোণীয় মেট্ৰিক্স
मैक्लारिन प्रसार,মেকল’ৰিনৰ সম্প্ৰসাৰণ
"माया संख्या , मैजिक संख्या , स्थायित्व संख्या",যাদু সংখ্যা
मैजिक वर्ग,যাদু বৰ্গক্ষেত্ৰ
कांतिमान-सीमा,মাত্ৰা সীমা (=সীমিত পৰিমাণ)
डाक प्रेषित प्रश्नावली,মেইল কৰা প্ৰশ্নাৱলী
डाक द्वारा सर्वेक्षण,মেইল জৰীপ
उपरि परिबंध,majorant (উপৰ সীমা)
दीर्घ चाप,মুখ্য চাপ
उपरिबद्‌ध समुच्चय,majorised ছেট
बहुमान फलन,বহুতো মূল্যৱান কাৰ্য্য
"नक्शा , मानचित्र , प्रतिचित्र",মানচিত্ৰ
समुच्चय में प्रतिचित्रित करना,চেটটোত মেপ কৰক
समुच्चय का प्रतिचित्रण,এটা গোটৰ মেপিং
उपांत प्रायिकता,প্ৰান্তীয় সম্ভাৱনা
गणितीय विश्लेषण,গাণিতিক বিশ্লেষণ
गणितीय तर्क,গাণিতিক যুক্তি
गणितीय केंद्र,গাণিতিক কেন্দ্ৰ
गणितीय जटिलता,গাণিতিক জটিলতা
गणितीय अर्थशास्त्र,গাণিতিক অৰ্থনীতি
गणितीय प्रत्याशा,গাণিতিক প্ৰত্যাশা
गणितीय रूप,গাণিতিক ৰূপ
"गणितीय संरूपण, गणितीय संरूप",গাণিতিক প্ৰণয়ন
गणितीय सर्वसमिका,গাণিতিক পৰিচয়
"गणितीय तर्कशास्त्र ,गणितीय तर्क",গাণিতিক যুক্তি
गणितीय निदर्श,গাণিতিক আৰ্হি
गणितीय आशय,গাণিতিক ধাৰণা
मैट्रिक्स विकर्णन,মেট্ৰিক্স ডাইগনালাইজেচন
आव्यूह-व्युत्क्रम,মেট্ৰিক্স বিপৰীত
आव्यूह-व्युत्क्रमण,মেট্ৰিক্স ওলোটা
आव्यूह पुनरावर्ती विधि,মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি
मैट्रिक्स पद्‌धति,মেট্ৰিক্স পদ্ধতি
आव्यूह गुणन,মেট্ৰিক্স গুণন
अचरों का आव्यूह,ধ্ৰুৱকসমূহৰ মেট্ৰিক্স
प्रभाविता आव्यूह,ফলপ্ৰসূতাৰ মেট্ৰিক্স
आव्यूह संकारक,মেট্ৰিক্স অপাৰেটৰ
आव्यूह बहुपद,মেট্ৰিক্স বহুপদ
आव्यूह मुद्रण,মেট্ৰিক্স প্ৰিন্টিং
आव्यूह-गुणनफल,মেট্ৰিক্স উৎপাদন
अधिकतमीकृत,সৰ্বাধিক কৰা হৈছে
"महत्तम, अधिकतम, उच्चतम",নিচেই সৰহ ভাগ
अधिकतम निरपेक्ष मान,সৰ্বোচ্চ নিৰপেক্ষ মান
महत्तम F-अनुपात,সৰ্বোচ্চ F-অনুপাত
अधिकतम संभाविता,সৰ্বোচ্চ সম্ভাৱনা
महाल्पिष्ठ,maxmin
महाल्पिष्ठ निकष,maxmin মাপকাঠী
फलन का अधिकतम,এটা ফাংচনৰ সৰ্বোচ্চ
मैक्सवेल-बोल्ट्समान सांख्यिकी,মেক্সৱেল-বল্টজমেনৰ পৰিসংখ্যা
माध्य विचलन,গড় বিচ্যুতি
विचलन वर्ग माध्य,গড় বৰ্গ বিচ্যুতি
वर्ग माध्य त्रुटि,গড় বৰ্গ ভুল
"माध्यमान, औसत मान",গড় মূল্য
माध्यमान प्रमेय,গড় মূল্য উপপাদ্য
ककुदता माप,কুৰ্ট&#39;ছিছৰ পৰিমাপ
" मध्य, मध्यस्थ , माध्यिका, मीडियन",মধ্যমীয়া
माध्यिका केंद्र,মধ্যম কেন্দ্ৰ
मध्यककुदी वक्र,mesokurtic বক্ৰ
मध्यककुदता,mesokurtosis
संदेश,বাৰ্তা
"रीति , विधि",প্রণালী
विलोपन विधि,নিষ্কাশনৰ পদ্ধতি
प्रतिलोमन-विधि,ওলোটা পদ্ধতি
पुऩरावृत्ति विधि,পুনৰাবৃত্তিৰ পদ্ধতি
न्यूनतम वर्ग विधि,নূন্যতম বৰ্গৰ পদ্ধতি
आघूर्ण विधि,ক্ষণৰ পদ্ধতি
समरूप त्रिभुज विधि,একেধৰণৰ ত্ৰিভুজৰ পদ্ধতি
प्रवणतम अवरोहण विधि,ঠেকতম অৱতৰণৰ পদ্ধতি
संकलन-विधि,যোগফলৰ পদ্ধতি
अनिर्घारित गुणांक विधि,অনিৰ্দিষ্ট সহগ পদ্ধতি
दूरीक समष्टि,মেট্ৰিক স্থান
मीटरी पद्‌धति,মেট্ৰিক ব্যৱস্থা
मेट्रिक इकाई,মেট্ৰিক একক
सूक्ष्म सिद्‌धांत,মাইক্ৰ’ তত্ত্ব
मध्य,মাজ
मध्यपद,মধ্যকালীন কাৰ্যকাল
मध्य बिंदु,মিড পইণ্ট
मध्यबिंदु सूत्र,মিড পইণ্ট সূত্ৰ
अल्पिष्ठ बहुपद,নূন্যতম বহুপদ
अल्पमहिष्ठ सिद्‌धांत,minimax নীতি
"न्यूनतम, अल्पतम, निम्नतम",নূন্যতম
निम्निष्ठ बिंदु,নূন্যতম বিন্দু (বক্ৰৰ)
अल्पतम बहुपद,নূন্যতম বহুপদ
फलन का न्यूनतम,এটা ফাংচনৰ min
लघु चाप,ক্ষুদ্ৰ চাপ
लघु अक्षष,ক্ষুদ্ৰ অক্ষ
निम्न परिबद्‌ध उपसमुच्चय,ক্ষুদ্ৰকৃত উপগোট
"माइनस, ऋण",বিয়োগ
ऋण चिह्न,বিয়োগ চিহ্ন
मिश्र भिन्न,মিশ্ৰিত ভগ্নাংশ
सविकल्प युक्ति,মিশ্ৰিত কৌশল
" बहुलक, मोड , विधि, रीति ,प्रणाली, विधा",ধৰণ
"मापांक, मोड्यूलस",মডুলাছ
सम्मिश्र संख्या का मापांक,এটা জটিল সংখ্যাৰ মডুলাছ
आघूर्ण,মুহূৰ্ত
