Tamil,Telugu
முக்கிய,సముచితం
நிகோடின்,నికోటిన్
இரவு மண்,రాత్రి నేల
நைட்ரேட் ஒருங்கிணைப்பு,నైట్రేట్ సమీకరణ
நைட்ரேட் குறைப்பு,నైట్రేట్ తగ్గింపు
நைட்ரேட் நச்சுத்தன்மை,నైట్రేట్ విషపూరితం
நைட்ரே,నైట్రే
நைட்ரிஃபிகேஷன் இன்ஹிபிட்டர்,నైట్రిఫికేషన్ ఇన్హిబిటర్
நைட்ரஜன் ஒருங்கிணைப்பு,నత్రజని సమీకరణ
நைட்ரஜன் சுழற்சி,నత్రజని చక్రం
நைட்ரஜன் குறைபாடு,నత్రజని లోపం
நைட்ரஜன் நிர்ணயம்,నత్రజని స్థిరీకరణ
நைட்ரஜன்,నత్రజని
நோபலைசேஷன்,నోబిలైజేషన్
உன்னத கரும்பு,నోబెల్ చెరకు
இரவு,రాత్రి
முனை,నోడ్
முடிக்கப்பட்ட ஆலை,నాడ్యులేటెడ్ ప్లాంట్
முடிச்சு,నాడ్యులేషన్
முடிச்சு,నాడ్యూల్
நாடோடி,సంచార
பெயரிடல்,నామకరణం
அல்லாத அலெலிக்,నాన్ అల్లెలిక్
அல்லாத தந்துகி துளை,కేశనాళికలు కాని రంధ్రం
போட்டியிடும் பயிர்,పోటీ లేని పంట
முட்டாள்தனமான பிறழ்வு,అర్ధంలేని మ్యుటేషన్
குறிப்பிடத்தக்க அல்ல,ముఖ్యమైనది కాదు
அசிட் அல்லாத உருவம் உரத்தை உருவாக்குகிறது,నాన్-యాసిడ్ ఏర్పడే ఎరువులు
தொடர்பு கொள்ளாதது,నాన్-కంజుగేషన్
விவரிக்கப்படாத (விலங்கு),నాన్-డిస్క్రిప్ట్ (జంతువు)
அத்தியாவசியமற்ற உறுப்பு,అనవసరమైన మూలకం
மதுபானம் அல்லாத,నాన్-హామోజెనస్
ஹோமோலாஜஸ் அல்லாத,నాన్-హోమోలాగస్
துருவமற்ற கலவை,ధ్రువ రహిత సమ్మేళనం
புதுப்பிக்க முடியாத ஆற்றல்,పునరుత్పాదక శక్తి
தேர்ந்தெடுக்கப்படாதது களைக்கொல்லியை தொடர்பு கொள்ளுங்கள்,నాన్-సెలెక్టివ్ కాంటాక్ట్ హెర్బిసైడ్
தேர்ந்தெடுக்கப்படாத களைக்கொல்லி,ఎంపిక కాని హెర్బిసైడ్
சிம்பியோடிக் அல்லாத நைட்ரஜன் நிர்ணயம்,నాన్-సింబియోటిక్ నత్రజని స్థిరీకరణ
சாதாரண விநியோகம்,సాధారణ పంపిణీ
சாதாரண நாற்றுகள்,సాధారణ మొలకల
சாதாரண தீர்வு,సాధారణ పరిష్కారం
இயல்பாக்குதல்,సాధారణీకరణ
வடக்கு வெடிப்பு,ఉత్తర బ్లాటింగ్
அறிவிக்கக்கூடிய நோய்,నోటిఫైబుల్ డిసీజ్
நடவு இல்லை,నో-టిల్ నాటడం
தீங்கு விளைவிக்கும் களைகள்,విషపూరిత కలుపు మొక్కలు
அணு காந்தம்,అణు అయస్కాంత
கருக்கள் அமிலம்,న్యూక్లియై ఆమ్లం
நியூக்ளியோபாக்டர்,న్యూక్లియోబాక్టర్
நியூக்ளியோலஸ்,న్యూక్లియోలస్
உட்கரு அமிலம்,న్యూక్లియోటైడ్
கரு,న్యూక్లియస్
பூஜ்ய கருதுகோள்,శూన్య పరికల్పన
Fullisomic,నల్లిసోమిక్
பூஜ்ய-பிறழ்வு,శూన్య-మ్యుటేషన్
செவிலியர் செல்,నర్సు సెల్
செவிலியர் பயிர்,నర్సు పంట
நர்சரி,నర్సరీ
நட்,గింజ
ஊட்டச்சத்து சைக்கிள் ஓட்டுதல்,పోషక సైక్లింగ్
ஊட்டச்சத்து குறைபாடு அறிகுறிகள்,పోషక లోపం లక్షణాలు
ஊட்டச்சத்து,పోషణ
ஊட்டச்சத்து மதிப்பு,పోషక విలువలు
ஊட்டச்சத்து மதிப்பு அட்டவணை,పోషక విలువ సూచిక
விவசாயம் தொடர்பான முக்கியமான தாவரங்களின் பெயர்கள்,వ్యవసాయానికి సంబంధించిన ముఖ్యమైన మొక్కల పేర్లు
நாகாய் கற்பூரம்,నాగై కర్పూరం
நர்சிஸஸ்,నార్సిసస్
நிஜெல்லா,నిగెల్లా
நைஜர்,నైజర్
இரவு மல்லிகை,రాత్రి జాస్మిన్
நிபா பாம்,నిపా పామ్
நட் புல்,గింజ గడ్డి
நட்டு செட்ஜ்,గింజ సెడ్జ్
ஜாதிக்காய்,జాజికాయ
நூற்புழு,నెమటోడ్
நட்டு அந்துப்பூச்சி,గింజ వీవిల్
நெமடவியலாளர்,నెమటాలజిస్ట్
ஏரோப்கள்,ఏరోబ్‌లను నిర్బంధించండి
கடமைப்பட்ட காற்றில்லா,వాయురహిత వాయురహితం
கடமைப்பட்ட ஒட்டுண்ணி,పరాన్నజీవిని తొలగించండి
கட்டாயம்,బాధ్యత
ஆஃப் வகை தாவரங்கள்,ఆఫ్-టైప్ ప్లాంట్లు
எண்ணெய் கேக்,ఆయిల్ కేక్
ஒகாசாகி துண்டு,ఒకాజాకి భాగం
Olericulture,ఒలెరికూర్
ஒலிகோஜீன்,ఒలిగోజీన్
ஒலிகோணுக்ளியோடைடு,ఒలిగోన్యూక్లియోటైడ్
ஆலிவ் எண்ணெய்,ఆలివ్ నూనె
ஒமேகா -3-கொழுப்பு அமிலம்,ఒమేగా -3-కొవ్వు ఆమ్లం
சர்வ வல்லமையுள்ள,సర్వశక్తులు
ஆன்கோஜீன்,ఆంకోజీన్
ஆன்கோஜெனிக் வைரஸ்,ఆంకోజెనిక్ వైరస్
ஆன்காலஜி,ఆంకాలజీ
பண்ணை ஆராய்ச்சி,ఆన్-ఫార్మ్ రీసెర్చ్
ஓசைட்,ఓసైట్
இயக்க செலவு,నిర్వహణ ఖర్చు
ஓபரான்,ఒపెరాన్
வாய்ப்பு பயிர்,అవకాశం పంట
உகந்த டோஸ்,వాంఛనీయ మోతాదు
உகந்த பொருளாதார டோஸ்,వాంఛనీయ ఆర్థిక మోతాదు
பழத்தோட்ட செயல்திறன்,ఆర్చర్డ్ సామర్థ్యం
கரிம வேளாண்மை,సేంద్రీయ వ్యవసాయం
ஆர்கானிக் கூழ்,సేంద్రీయ ఘర్షణలు
கரிம வேளாண்மை,సేంద్రీయ వ్యవసాయం
கரிம உரம்,సేంద్రీయ ఎరువు
கரிம விஷயம்,సేంద్రీయ పదార్థం
கரிம நைட்ரஜன் (மண்),సేంద్రియ నఠీ
கரிம பாஸ்பரஸ்,సేంద్రీయ భాస్వరం
கரிம மண்,సేంద్రీయ నేల
ஆர்கானிக் கழிவுகள்,సేంద్రీయ వ్యర్థాలు
கரிம,సేంద్రీయ
ஒழுங்கமைக்கப்பட்ட சந்தைப்படுத்தல்,ఆర్గనైజ్డ్ మార్కెటింగ్
ஆர்கனோஜெனெஸிஸ்,ఆర్గానోజెనిసిస్
ஆர்கனோலெப்டிக் மதிப்பீடு,ఆర్గానోలెప్టిక్ మూల్యాంకనం
ஒன்னிண்டாலஜி,అలంకార శాస్త్రం
ஆர்த்தடாக்ஸ் விதை,ఆర్థడాక్స్ సీడ్
ஆர்த்தோகனல் பல்லுறுப்புறுப்பு சமன்பாடு,ఆర్తోగోనల్ బహుపది సమీకరణం
சவ்வூடுபரவல்,ఓస్మోసిస్
ஆஸ்மோடிக் விளைவு,ఓస్మోటిక్ ప్రభావం
ஆஸ்மோடிக் ஆற்றல்,ఓస్మోటిక్ సంభావ్యత
தீவிர நோய்ப் பரவல்,అకస్మాత్తుగా వ్యాపించడం
இனப்பெருக்கம்,అవుట్ బ్రీడింగ్
சூளை,పొయ్యి
ஓவர்விண்டர்,ఓవర్‌వింటర్
ஒன்றுடன் ஒன்று தலைமுறை,తరం అతివ్యాప్తి
முட்டை,అండం
ஆக்சிஜனேற்றம்,ఆక్సీకరణ
ஆக்ஸிலோஃபைட்டுகள்,ఆక్సిలోఫైట్స్
ஓட்ஸ்,వోట్స్
எண்ணெய் பனை,ఆయిల్ పామ్
ஒலியாண்டர்,ఒలిండర్
ஆலிவ்,ఆలివ్
வெங்காயம்,ఉల్లిపాయ
ஓபியம் பாப்பி,నల్లమందు గసగసాలు
"ஓரியண்டல் விமானம், ஐரோப்பிய விமான மரம்","ఓరియంటల్ విమానం, యూరోపియన్ విమానం చెట్టు"
பொதி,ప్యాకింగ్
துடுப்பு,పాడాక్
ஜோடி வரிசை நடவு,జత చేసిన వరుస నాటడం
விதை,పాలటబిలిటీ
பேனிகல்,పానికిల్
பாராசென்ட்ரிக் தலைகீழ்,పారాసెంట్రిక్ విలోమం
அளவுரு,పరామితి
ஒட்டுண்ணி,పరాన్నజీవి
பரவும்,పార్బోయిలింగ్
பாரன்கிமா,పరేన్చైమా
பெற்றோர் ராக்,పేరెంట్ రాక్
பார்னென்ட் வறட்சி,పార్మనెంట్ కరువు
பார்த்தினோஜெனெஸிஸ்,పార్థినోజెనిసిస్
பகுதி காரணி உற்பத்தித்திறன்,పాక్షిక కారకాల ఉత్పాదకత
பங்கேற்பு கிராமப்புற மதிப்பீடு,పాల్గొనే గ్రామీణ మదింపు
துகள் அடர்த்தி,కణ సాంద్రత
செயலற்ற உறிஞ்சுதல்,నిష్క్రియాత్మక శోషణ
மேய்ச்சல்,పచ్చిక
மேய்ச்சல்,పచ్చిక పట్టణీకరణ
பி.சி.ஆர் (பாலிமரேஸ் சங்கிலி எதிர்வினை),పిసిఆర్
விவசாய விவசாயம்,రైతు వ్యవసాయం
கரி (மண்),మట్టి
பெட்,పెడ్
பெடிகல்,పెడిసెల్
வம்சாவளி,పూర్వీకుల నుండి వంశక్రమము
பெடோஜெனெஸிஸ்,పెడోజెనిసిస్
ஹெடியல்,పెడోలజీ
தலாம்,పీల్
உரித்தல்,పీలింగ్
துகள்கள்,గుళికల
வழிந்தோடும்,పెర్కోలేషన్
வற்றாத,శాశ్వత
பெரிசென்ட்ரிக் தலைகீழ்,పెరిసెంట్రిక్ విలోమం
பெரி-நகர்ப்புற,పెరి-అర్బన్
ஊடுருவக்கூடிய தன்மை,పారగమ్యత
பெர்மாகல்ச்சர்,స్వయం సమృద్ధ వ్యవసాయ పర్యావరణాభివృద్ధి
நிரந்தர வில்டிங் பாயிண்ட் (பி.டபிள்யூ.பி),శాశ్వత విల్టింగ్ పాయింట్ (పిడబ్ల్యుపి)
அனுமதி குணகம்,పెర్మబిలిటీ గుణకం
ஊடுருவக்கூடிய விகிதம்,పారగమ్యత రేటు
ஊடுருவல்,పెర్మీమీటర్
தொடர்ச்சியான களைக்கொல்லி,నిరంతర హెర్బిసైడ్
பூச்சிக்கொல்லி,పురుగుమందు
பெட்ரோபைட்,పెట్రోఫైట్
பேஜ்,ఫేజ్
கட்ட நடவு,దశల నాటడం
பாஸ்மிட்,ఫాస్మిడ్
ஃபெல்லோஜென்,ఫెలోజెన్
பினோலிக் கலவைகள்,ఫినోలిక్ సమ్మేళనాలు
பினோலஜி,ఫినాలజీ
பினோடைப்,ఫినోటైప్
பெரோமோன்,ఫేర్మోన్
புளோம்,ఫ్లోయమ్
பாஸ்பேட் நிர்ணயம்,ఫాస్ఫేట్ ఫిక్సేషన్
பாஸ்பேட் ராக்,ఫాస్ఫేట్ రాక్
பாஸ்பேட் கரைதிறன்,ఫాస్ఫేట్ ద్రావణీకరణ
பாஸ்பேட் கரைதிறன்,ఫాస్ఫేట్ ద్రావణీకరణ
பாஸ்படைடு,ఫాస్ఫాటైడ్
பாஸ்போ-ஜிப்சம்,ఫాస్ఫో-జిప్సం
பாஸ்போலிபிட்,ఫాస్ఫోలిపిడ్
பாஸ்போரிலேஷன்,ఫాస్ఫోరైలేషన్
புகைப்பட நிறமாலை,ఫోటో స్పెక్ట్రోమీటర్
ஃபோட்டோட்ரோஃப்,ఫోటోఆటోట్రోఫ్
ஒளி எதிர்வினை,ఫోటోకోమికల్ రియాక్షన్
ஒளிச்சேர்க்கை,ఫోటోడెసెంపోజిషన్
ஃபோட்டோமெட்ரி,ఫోటోమెట్రీ
ஃபோட்டோமார்போஜெனெஸிஸ்,ఫోటోమోర్ఫోజెనిసిస్
ஃபோட்டான்,ఫోటాన్
புகைப்படம்-ஆக்சிஜனேற்றம்,ఫోటో-ఆక్సీకరణ
ஒளிச்சேர்க்கை,ఫోటోపెరియోడ్
ஒளிச்சேர்க்கை,ఫోటోపెరియోడిజం
ஃபோட்டோபாஸ்போரிலேஷன்,ఫోటోఫాస్ఫోరైలేషన్
ஒளிச்சேர்க்கை,ఫోటోరియాక్టివేషన్
ஒளிச்சேர்க்கை,ఫోటోరిసెప్టర్
ஒளிச்சேர்க்கை,ఫోటోర్‌స్పిరేషన్
ஒளிச்சேர்க்கை,కిరణజన్య సంయోగక్రియ
ஒளிச்சேர்க்கை செயல்திறன்,కిరణజన్య సంయోగ సామర్థ్యం
ஒளிச்சேர்க்கை,కిరణజన్య సంయోగక్రియ
ஒளிச்சேர்க்கை,కిరణజన్య సంయోగపరంగా
ஃபோட்டோட்ரோபிசம்,ఫోటోట్రోపిజం
பைலோடி,ఫైలోడీ
பைலோடாக்ஸி,ఫైలోటాక్సీ
உடல் வானிலை,భౌతిక వాతావరణం
உடலியல் கோளாறு,శారీరక రుగ్మత
உடலியல் வறட்சி,శారీరక కరువు
உடலியல் இழப்பு,శారీరక నష్టం
உடலியல் முதிர்ச்சி,శారీరక పరిపక్వత
பைட்டோக்ரோம்,ఫైటోక్రోమ్
பைட்டோ எக்ஸ்ட்ராக்ஷன்,ఫైటోఎక్స్ట్రాక్షన్
பைட்டோமாஸ்,ఫైటోమాస్
பைட்டோனெமடோட்,ఫైటోమాటోడ్
பைட்டோரேமீடியேஷன்,ఫైటోరేమీడియేషన్
பைட்டோசைடர்ஃபோர்,ఫైటోసిడెఫోర్
பைட்டோடாக்ஸிக்,ఫైటోటాక్సిక్
பைட்டோட்ரான்,ఫైటోట్రోన్
பிக்சோகிராப்,పిక్టోగ్రాఫ్
பை வரைபடம்,పై రేఖాచిత్రం
பைசோமீட்டர்,పైజోమీటర్
பிட்சர் விவசாயம்,పిచ్చర్ వ్యవసాయం
வேலை வாய்ப்பு (உரம்),పూలమైన పూల సంకోచము
நஞ்சுக்கொடி,మావి
பிளானிங்,ప్లానింగ్
தாவர இனப்பெருக்கம்,మొక్కల పెంపకం
தாவர அடர்த்தி,మొక్క సాంద్రత
தாவர சூழலியல்,మొక్కల జీవావరణ శాస్త్రం
தாவர வளர்ச்சி ஊக்குவிப்பாளர்,మొక్కల పెరుగుదల ప్రమోటర్
தாவர வளர்ச்சி சீராக்கி,మొక్కల పెరుగుదల నియంత్రకం
தாவர அறிமுகம்,మొక్కల పరిచయం
தாவர ஊட்டச்சத்துக்கள்,మొక్కల పోషకాలు
தாவர ஊட்டச்சத்து,మొక్కల పోషణ
தாவர தனிமைப்படுத்தல் ஒழுங்குமுறை,మొక్కల నిర్బంధ నియంత్రణ
தாவர திசு சோதனை,మొక్కల కణజాల పరీక్ష
தோட்ட பயிர்கள்,తోటల పంటలు
தோட்டக்காரர்,ప్లాంటర్
நடவு பொருள்,నాటడం పదార్థం
நடவு விகிதம்,నాటడం నిష్పత్తి
பிளாஸ்மா,ప్లాస్మా
பிளாஸ்மா சவ்வு,ప్లాస్మా జ్ఞాపకం
பிளாஸ்மிட்,ప్లాస్మిడ్
பிளாஸ்மோடெஸ்மாட்டா,ప్లాస్మోడెస్మాటా
பிளாஸ்மோலிசிஸ்,ప్లాస్మోలిసిస్
பிளாஸ்டிசிட்டி,ప్లాస్టిసిటీ
பிளாஸ்டிக் வளர்ப்பு,ప్లాస్టికల్చర్
பிளாஸ்டிட்,ప్లాస్టిడ్
ப்ளியோட்ரோபிக் மரபணு,ప్లియోట్రోపిక్ జన్యువు
சதி (சோதனை),ప్లాట్లు (ప్రయోగాత్మక)
உழவு,దున్నుట
பிளக்-சோல்,ప్లగ్-సోల్
பிளக்-சோல் பிளேஸ்மென்ட்,ప్లగ్-సోల్ ప్లేస్‌మెంట్
ப்ளூவல் அரிசி நிலங்கள்,ప్లూవియల్ రైస్ ల్యాండ్స్
Pluvic,ప్లవిక్
நியூமேடிக் ஸ்ப்ரேயர்,న్యూమాటిక్ స్ప్రేయర్
நியூமாடோபோர்,న్యుమాటోఫోర్
போட்ஸோல் மண்,పోడ్జోల్ నేల
போட்ஸோலைசேஷன்,పోడ్జోలైజేషన్
புள்ளி பிறழ்வு,పాయింట్ మ్యుటేషన్
பாய்சன் விநியோகம்,పాయిసన్ పంపిణీ
மகரந்தச் சேர்க்கை,పరాగసంపర్కం
பாலிம்பிரோனி,పాలిఎంబ్రోనీ
பாலிமரைசேஷன்,పాలిమరైజేషన్
பாலிமார்பிசம்,పాలిమార్ఫిజం
பாலிஸ்பெர்மி,పాలిస్పెర్మీ
பாலிடீன் குரோமோசோம்,పాలిటెన్ క్రోమోజోమ్
POMOLOGY,పోమోలజీ
மக்கள் தொகை,జనాభా
போரோசிட்டி (துளை-இடம்),సున్నభావము (రంధ్ర-స్థలం)
பிந்தைய வெளிப்பாடு,పోస్ట్-ఆవిర్భావం
அறுவடை பிந்தைய,పోస్ట్ హార్వెస్ట్
அறுவடைக்கு பிந்தைய உழவு,పంటకోత పంట
பொட்டாசியம் உறிஞ்சுதல் விகிதம்,పొటాషియం శోషణ నిష్పత్తి
பொட்டாசியம் சரிசெய்தல்,పొటాషియం స్థిరీకరణ
சாத்தியமான அமிலத்தன்மை,సంభావ్య ఆమ్లత్వం
சாத்தியமான பயிர் மகசூல்,సంభావ్య పంట దిగుబడి
சாத்தியமான ஆவியாதல்,సంభావ్య బాష్పీభవనం
சாத்தியமான ஆவியாதல் செயல்திறன்,సంభావ్య బాష్పీభవనం
கோழி விவசாயம்,పౌల్ట్రీ వ్యవసాయం
புல்வெளி,ప్రైరీ
முன் தாங்கும் காலம்,ముందస్తు మోసే కాలం
மழைப்பொழிவு,అవపాతం
துல்லிய விவசாயம்,ఖచ్చితమైన వ్యవసాయం
துல்லிய விவசாயம்,ఖచ్చితమైన వ్యవసాయం
பிரிடேட்டர்,ప్రెడేటర్
முன் வெளிப்பாடு,పూర్వ-ఆవిర్భావం
முன் வெளிப்பாடு சிகிச்சை,పూర్వ-ఆవిర్భావ చికిత్స
சிகிச்சையை முன்கூட்டியே,చికిత్స చికిత్స
அழுத்தவும்,ప్రెస్‌మడ్
அழுத்தம் சாய்வு,పీడన ప్రవణత
விலை நெகிழ்ச்சி,ధర స్థితిస్థాపకత
விலை அட்டவணை,ధర సూచిక
முதன்மை கலாச்சாரம்,ప్రాథమిక సంస్కృతి
முதன்மை வளர்ச்சி,ప్రాధమిక పెరుగుదల
முதன்மை உழவு,ప్రాథమిక పంట
ப்ரைமர்,ప్రైమర్
ஆரம்பம் (புகையிலை),రెండు
ஆதிகால நிலை,ఆదిమ దశ
ப்ரியான்,ప్రియాన్
நிகழ்தகவு,సంభావ్యత
விசாரணை,పరిశోధన
சிக்கல் மண்,సమస్య నేల
செயலாக்கம்,ప్రాసెసింగ్
உற்பத்தி செயல்பாடு,ఉత్పత్తి ఫంక్షన్
உற்பத்தித்திறன்,ఉత్పాదకత
லாபம்,లాభం
வம்சாவளி சோதனை,సంతానం-పరీక్ష
முற்போக்கான விவசாயி,ప్రగతిశీల రైతు
திட்ட மதிப்பீடு,ప్రాజెక్ట్ మూల్యాంకనం
புரோகாரியோட்,ప్రోకారియోట్
விளம்பரதாரர்,ప్రమోటర్
முற்காப்பு தெளிப்பு,రోగనిరోధక స్ప్రే
தனியுரிம சாகுபடி,యాజమాన్య సాగు
புரோட்டான்ட்ரஸ்,ప్రోటాండ్రస్
புரத,ప్రోటీన్
புரத பொறியியல்,ప్రోటీన్ ఇంజనీరింగ్
புரத வரிசைமுறை,ప్రోటీన్ సీక్వెన్సింగ్
புரத தொகுப்பு,ప్రోటీన్ సంశ్లేషణ
புரோட்டியோமிக்ஸ்,ప్రోటీమిక్స్
புரோட்டோஜினி,ప్రోటోజిని
புரோட்டோபிளாசம்,ప్రోటోప్లాజం
புரோட்டோட்ரோஃப்,ప్రోటోట్రోఫ్
பிரஸ்ஸிக் அமிலம் (எச்.சி.என்/துரின்),ప్రసిక్ ఆమ్లం
போலி,సూడోఅల్లెలే
சூடோஹெர்மாஃப்ரோடைட்,సూడోహెర్మాఫ్రోడైట్
மனநிலை,సైకోమీటర్
குட்டை,గుమ్మడికాయ
குட்டையான மண்,పుడ్డ్ మట్టి
குட்டை,పుడ్లింగ్
கூழ்,పల్పింగ్
துடிப்பு விதை,పల్స్ విత్తనం
துளையிடல்,పల్వరైజేషన్
துளையிடுதல் (மண்),మట్టి
கடுமையான,పంగెంట్
தூய கலாச்சாரம்,స్వచ్ఛమైన సంస్కృతి
தூய வரி,స్వచ్ఛమైన లైన్
தூய வரி தேர்வு,స్వచ్ఛమైన లైన్ ఎంపిక
சுத்திகரிப்பு,ప్రక్షాళన
சுத்திகரிப்பு,శుద్దీకరణ
தூய்மை சோதனை,స్వచ్ఛత పరీక్ష
பைரனோமீட்டர்,పైరనోమీటర్
பைர்ஜோமீட்டர்,పైరెజీమీటర్
பைரெலியோமீட்டர்,పైరెహెలియోమీటర్
நெல்,వరి
பால்மரோசா,పాల్మరోసా
பாமிரா பாம்,పామిరా పామ్
பாண்டனஸ்,పాండనస్
பப்பாளி,బొప్పాయి
பாரா புல்,పారా గడ్డి
வோக்கோசு,పార్స్లీ
"பார்த்தீனியம், (காங்கிரஸ் புல்)","పార్థేనియం, (కాంగ్రెస్ గడ్డి)"
பேட்ச ou லி,ప్యాచౌలి
பீச்,పీచ్
"மயில் மலர், சொர்க்க மலர்","నెమలి పువ్వు, స్వర్గం పువ్వు"
பேரிக்காய்,పియర్
முத்து தினை,పెర్ల్ మిల్లెట్
பட்டாணி,బటానీలు
பெக்கன் நட்டு,పెకాన్ గింజ
பென்னல்,పెన్నెల్
பெபினோ,పెపినో
மிளகு,మిరియాలు
பெரில்லா,పెరిల్లె
பெரிவிங்கிள்,పెరివింకిల్
பெர்சிமோன்,పెర్సిమోన్
ஃபால்சா,ఫల్సా
புறா,పావురం
பிம்பர்னல் (அனகல்லிஸ்),అతిశీతలమైన
பைன்,పైన్
அன்னாசி,అనాస పండు
"பிஸ்தா, பச்சை பாதாம்","పిస్తా, గ్రీన్ బాదం"
பிளம்,ప్లం
சுட்டிக்காட்டப்பட்ட சுண்டைக்காய்,కోణాల పొట్లకాయ
மாதுளை,దానిమ్మ
பொங்கம்,పొంగ్
போப்லர்,పోప్లర్
பாப்பி,గసగసాలు
போர்டுலாக்கா,పోర్చులాకా
உருளைக்கிழங்கு,బంగాళాదుంప
முட்கள் நிறைந்த பாப்பி,ప్రిక్లీ గసగసాల
"பிரைட் ஆஃப் இந்தியா, சீனா மரம்","ప్రైడ్ ఆఫ్ ఇండియా, చైనా ట్రీ"
புரோசோ தினை,ప్రోసో మిల్లెట్
சைலியம்,సైలియం
புலாசான்,పులాసాన్
பும்கின்,పుమ్కిన్
பம்மலோ,పమ్మెలో
வர்ணம் பூசப்பட்ட பிழை,పెయింట్ బగ్
கிளி,చిలుక
மயில்,నెమలి
நெற்று துளைப்பான்,పాడ్ బోరర్
நெற்று பறக்க,పాడ్ ఫ్లై
துடிப்பு வண்டு,పల్స్ బీటిల్
பைரில்லா,పిరిల్లా
நோயியல் நிபுணர்,పాథాలజిస్ట్
பாததையாளர்,పెడోస్ట్
தாவர வளர்ப்பாளர்,మొక్కల పెంపకందారుడు
தாவர நோயியல் நிபுணர்,మొక్కల పాథాలజిస్ట్
தாவர உடலியல் நிபுணர்,మొక్కల ఫిజియాలజిస్ట్
போமாலஜிஸ்ட்,పోమోస్ట్
கே 10,Q 10
QTL (அளவு பண்பு லோகி),QTL (పరిమాణ లక్షణాలు
நாற்காலி,క్వాడ్రాట్
இருபடி பதில்,చతురస్రాకార ప్రతిస్పందన
நான்கு மடங்கு பயிர்,నాలుగు రెట్లు పంట
தரமான பரம்பரை,గుణాత్మక వారసత్వం
தரமான விதை,నాణ్యమైన విత్తనం
அளவு மரபியல்,పరిమాణాత్మక జన్యుశాస్త్రం
அளவு பரம்பரை,పరిమాణాత్మక వారసత్వం
குவாண்டம் விதை,క్వాంటం విత్తనం
தனிமைப்படுத்துதல்,రోగ అనుమానితులను విడిగా ఉంచడం
தனிமைப்படுத்தப்பட்ட பூச்சி,దిగ్బంధం పెస్ట్
குவார்ட்ஸ்,క్వార్ట్జ్
விரைவான சோதனை,శీఘ్ర పరీక్ష
Quescence,QUISCENCE
குவிஸ் சென்டர் மையம்,క్విసెంట్ సెంటర్
காடை,పిట్ట
ராணி தேனீ,రాణి ఈగ
R மதிப்பு,R విలువ
ரபி (குளிர்காலம்) பயிர்,రబీ (శీతాకాలపు) పంట
ரேஸ்ம்,రేసెమ్
கதிர்வீச்சு,రేడియేషన్
ரேடிகல்,రాడికల్
கதிரியக்கத்தன்மை,రేడియోధార్మికత
கதிரியக்கவியல்,రేడియోబయాలజీ
ரேடியோமுனோ மதிப்பீடு,రేడియోమ్యూమో అస్సే
ரேடியோஐசோடோப்,రేడియో ఐసోటోప్
மழைநீர் சேகரிப்பு,వర్షపు నీటి పెంపకం
ரெயின்போ புரட்சி,రెయిన్బో విప్లవం
மழை,వర్షపాతం
மழைக்காலம்,వర్షపు ఫెడ్
மழை அளவி,వర్షం-గేజ్
மழைக்காலம்,వర్షాకాలం
உயர்த்தப்பட்ட படுக்கை,పెరిగిన మంచం
பண்ணையில்,గడ్డిబీడు
Rancidity,రాన్సిడిటీ
சீரற்ற பெருக்கப்பட்ட பாலிமார்பிக்,యాదృచ్ఛిక విస్తరించిన పాలిమార్ఫిక్
சீரற்ற மாதிரி,యాదృచ్ఛిక నమూనా
சீரற்றமயமாக்கல்,రాండమైజేషన్
சீரற்ற தொகுதி வடிவமைப்பு,రాండమైజ్డ్ బ్లాక్ డిజైన్
வரம்பு (புள்ளிவிவரம்),పరిధి (గణాంకాలు)
ரேஞ்ச்லேண்ட்,రేంజ్ల్యాండ్
வரம்பு மேலாண்மை,పరిధి నిర్వహణ
விரைவான கிராமப்புற மதிப்பீடு (ஆர்ஆர்ஏ),రాపిడ్ గ్రామీణ ప్రాంతము
ரேஷன்,రేషన్
ரட்டூன்,రాటూన్
ரட்டூன் பயிர்,రాటూన్ పంట
அறுவடை,రీపర్
மறுபரிசீலனை விதை,పునరావృత విత్తనం
மந்தநிலை விவசாயம்,మాంద్యం వ్యవసాయం
மந்தநிலை கட்டம்,మాంద్యం దశ
பின்னடைவு,తిరోగమనం
மீள்நிரப்பு,రీఛార్జ్
பரஸ்பர மரபணுக்கள்,పరస్పర జన్యువులు
மீட்டெடுக்கப்பட்ட நிலம்,తిరిగి పొందిన భూమి
மறுசீரமைப்பு,పున omb సంయోగం
மறுசீரமைப்பு டி.என்.ஏ தொழில்நுட்பம்,పున omb సంయోగం DNA సాంకేతికత
மறுசீரமைப்பு,పున omb సంయోగం
மறுபரிசீலனை செய்யுங்கள்,రీకన్
உளவு ஆய்வு,నిఘా సర్వే
தொடர்ச்சியான பெற்றோர்,పునరావృత తల్లిదండ్రులు
மறுசுழற்சி செய்யக்கூடிய கழிவு,పునర్వినియోగపరచదగిన వ్యర్థాలు
சிவப்பு ஆல்கா,ఎరుపు ఆల్గే
சிவப்பு தரவு புத்தகம்,ఎరుపు డేటా పుస్తకం
சிவப்பு மண்,ఎర్ర నేలలు
ரெடாக்ஸ் ஆற்றல்,రెడాక్స్ సంభావ్యత
குறைக்கப்பட்ட மாதிரி,తగ్గిన నమూనా
குறைக்கப்பட்ட உழவு,తగ్గిన పంట
சர்க்கரையை குறைத்தல்,చక్కెర తగ్గించడం
குறைப்பு,తగ్గింపు
