Kannada,Malayalam
ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ,ലോജിക്കൽ എക്സ്പ്രഷൻ
ತಾರ್ಕಿಕ ಹರಿವು ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್),ലോജിക്കൽ ഫ്ലോ ചാർട്ട് (ഫ്ലോ ചാർട്ട്)
ತಾರ್ಕಿಕ IF,ലോജിക്കൽ IF
ತಾರ್ಕಿಕ ಕಾರ್ಯಾಚರಣೆ,ലോജിക്കൽ പ്രവർത്തനം
ತಾರ್ಕಿಕ ಆಪರೇಟರ್,ലോജിക്കൽ ഓപ്പറേറ്റർ
ತಾರ್ಕಿಕ ಸಂಬಂಧ,ലോജിക്കൽ ബന്ധം
ತಾರ್ಕಿಕ ಯೋಜನೆ,ലോജിക്കൽ സ്കീം
ತಾರ್ಕಿಕ ಚಿಹ್ನೆ,ലോജിക്കൽ ചിഹ്നം
ತಾರ್ಕಿಕ ಪ್ರಕಾರ,ലോജിക്കൽ തരം
ತಾರ್ಕಿಕ ಮೌಲ್ಯ,ലോജിക്കൽ മൂല്യം
ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್,ലോജിക്കൽ വേരിയബിൾ
ಮುಂದೆ ನೋಡಿ ಒಯ್ಯಿರಿ,മുന്നോട്ട് നോക്കൂ
ಮುಂದೆ ನೋಡಿ,മുന്നോട്ട് നോക്കൂ
ಮೇಲೆ ನೋಡು,തിരയൽ
ಲೂಪ್,ലൂപ്പ്
ಲೂಪ್ ನಿಯಂತ್ರಣ,ലൂപ്പ് നിയന്ത്രണം
ಲೂಪ್ ಆರಂಭಿಸುವಿಕೆ,ലൂപ്പ് സമാരംഭം
ಲೂಪ್ ಮಾರ್ಪಾಡು,ലൂപ്പ് പരിഷ്ക്കരണം
ಲೂಪ್ ನೆಟ್ವರ್ಕ್,ലൂപ്പ് നെറ്റ്വർക്ക്
ಲೂಪ್ ಪ್ರಾರಂಭ,ലൂപ്പ് ആരംഭം
ಲೂಪ್ ಮುಕ್ತಾಯ,ലൂപ്പ് അവസാനിപ്പിക്കൽ
ಲೂಪ್-ಬ್ಯಾಕ್ ಪರೀಕ್ಷೆ,ലൂപ്പ്-ബാക്ക് ടെസ്റ്റ്
ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,അയഞ്ഞ കപ്പിൾഡ്
ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
ನಷ್ಟದ ಸಂಕೋಚನ,നഷ്ടമായ കംപ്രഷൻ
ಕಡಿಮೆ ಬೈಟ್,കുറഞ്ഞ ബൈറ്റ്
ಕಡಿಮೆ ಮಟ್ಟದ ಭಾಷೆ,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ",താഴ്ന്ന പരിധി
ಮ್ಯಾಕ್ ಪ್ರೋಟೋಕಾಲ್ (ಮಧ್ಯಮ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ),മാക് പ്രോട്ടോക്കോൾ (ഇടത്തരം പ്രവേശന നിയന്ത്രണം)
ಯಂತ್ರ,യന്ത്രം
ಯಂತ್ರದ ವಿಳಾಸ,മെഷീൻ വിലാസം
ಯಂತ್ರ ಕೋಡ್,മെഷീൻ കോഡ്
ಯಂತ್ರ ಚಕ್ರ,മെഷീൻ സൈക്കിൾ
ಯಂತ್ರ ಅವಲಂಬಿತ ಭಾಷೆ,യന്ത്രത്തെ ആശ്രയിക്കുന്ന ഭാഷ
ಯಂತ್ರ ಅವಲಂಬಿತ ಸಾಫ್ಟ್‌ವೇರ್,മെഷീൻ ആശ്രിത സോഫ്റ്റ്വെയർ
ಯಂತ್ರ ದೋಷ,യന്ത്ര പിശക്
ಯಂತ್ರ ನಿಷ್ಕ್ರಿಯ ಸಮಯ,മെഷീൻ നിഷ്ക്രിയ സമയം
ಯಂತ್ರ ಸ್ವತಂತ್ರ ಭಾಷೆ,യന്ത്ര സ്വതന്ത്ര ഭാഷ
ಯಂತ್ರ ಸೂಚನೆ,യന്ത്ര നിർദ്ദേശം
ಯಂತ್ರ ಬುದ್ಧಿವಂತಿಕೆ,യന്ത്ര ബുദ്ധി
ಯಂತ್ರ ಭಾಷೆ,യന്ത്രഭാഷ
ಯಂತ್ರ ಕಲಿಕೆ,യന്ത്ര പഠനം
ಯಂತ್ರ ಕಾರ್ಯಾಚರಣೆ,യന്ത്ര പ്രവർത്തനം
ಯಂತ್ರ ಆಧಾರಿತ ಭಾಷೆ,യന്ത്രാധിഷ്ഠിത ഭാഷ
ಯಂತ್ರ ಚಾಲನೆ,മെഷീൻ റൺ
ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,മെഷീൻ സിമുലേഷൻ
ಯಂತ್ರ ಹಾಳಾದ ಸಮಯ,മെഷീൻ കേടായ സമയം
ಯಂತ್ರ ಅನುವಾದ,യന്ത്ര വിവർത്തനം
ಯಂತ್ರ ಪದ,യന്ത്ര വാക്ക്
ಮ್ಯಾಕ್ರೋ (=ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ),മാക്രോ (=മാക്രോ നിർദ്ദേശം)
ಮ್ಯಾಕ್ರೋ ಆರ್ಗ್ಯುಮೆಂಟ್,മാക്രോ വാദം
ಮ್ಯಾಕ್ರೋ ಅಸೆಂಬ್ಲಿ ಕಾರ್ಯಕ್ರಮ,മാക്രോ അസംബ്ലി പ്രോഗ്രാം
ಮ್ಯಾಕ್ರೋ ಕರೆ,മാക്രോ കോൾ
ಮ್ಯಾಕ್ರೋ ಕೋಡ್,മാക്രോ കോഡ്
ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ,മാക്രോ കമാൻഡ്
ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ,മാക്രോ പ്രഖ്യാപനം
ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ,മാക്രോ നിർവചനം
ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್,മാക്രോ ഫ്ലോ ചാർട്ട്
ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್,മാക്രോ ജനറേറ്റർ
ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ,മാക്രോ നിർദ്ദേശം
ಮ್ಯಾಕ್ರೋ ಭಾಷೆ,മാക്രോ ഭാഷ
ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ,മാക്രോ ലൈബ്രറി
ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್,മാക്രോ പാരാമീറ്റർ
ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ,മാക്രോ പ്രോസസ്സിംഗ്
ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್,മാക്രോ പ്രൊസസർ
ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್,മാക്രോ പ്രോഗ്രാമിംഗ്
ಮ್ಯಾಕ್ರೋ ಮಾದರಿ,മാക്രോ പ്രോട്ടോടൈപ്പ്
ಮ್ಯಾಕ್ರೋ-ಕೋಡಿಂಗ್,മാക്രോ-കോഡിംഗ്
ಮ್ಯಾಗಬೈಟ್ (MB),മാഗബൈറ്റ് (MB)
ಮ್ಯಾಜಿಕ್ ಪಾತ್ರ,മാന്ത്രിക കഥാപാത്രം
ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ,മാന്ത്രിക സംഖ്യ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ,കാന്തിക ബബിൾ മെമ്മറി
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್,കാന്തിക കാർഡ്
ಕಾಂತೀಯ ಕೋಶ,കാന്തിക കോശം
ಕಾಂತೀಯ ಪಾತ್ರ,കാന്തിക സ്വഭാവം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ,കാന്തിക കോർ സംഭരണം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್,കാന്തിക ഡിസ്ക്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ,കാന്തിക ഡിസ്ക് വിലാസം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ,മാഗ്നറ്റിക് ഡിസ്ക് മെമ്മറി
ಕಾಂತೀಯ ಡ್ರಮ್,കാന്തിക ഡ്രം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್,കാന്തിക എൻകോഡിംഗ്
ಕಾಂತೀಯ ತಲೆ,കാന്തിക തല
ಕಾಂತೀಯ ಶಾಯಿ,കാന്തിക മഷി
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR),കാന്തിക മഷി പ്രതീക തിരിച്ചറിയൽ (MICR)
ಕಾಂತೀಯ ಮಾಧ್ಯಮ,കാന്തിക മാധ്യമം
ಕಾಂತೀಯ ಓದುವಿಕೆ,കാന്തിക വായന
ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್,കാന്തിക റെക്കോർഡിംഗ്
ಕಾಂತೀಯ ಸಂಗ್ರಹ,കാന്തിക സംഭരണം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸ್ಟ್ರಿಪ್,കാന്തിക സ്ട്രിപ്പ്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್,കാന്തിക ടേപ്പ്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್,കാന്തിക ടേപ്പ് ഡ്രൈവ്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಹೆಡರ್,കാന്തിക ടേപ്പ് തലക്കെട്ട്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್,മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಸಾರಿಗೆ,കാന്തിക ടേപ്പ് ഗതാഗതം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ,കാന്തിക ടേപ്പ് യൂണിറ്റ്
ಮ್ಯಾಗ್ನೆಟಿಕ್ ತೆಳುವಾದ ಫಿಲ್ಮ್,കാന്തിക നേർത്ത ഫിലിം
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟ್ರ್ಯಾಕ್,കാന്തിക ട്രാക്ക്
ಮ್ಯಾಗ್ನೆಟೋ ಆಪ್ಟಿಕ್ ಸಂಗ್ರಹಣೆ,മാഗ്നെറ്റോ ഒപ്റ്റിക് സംഭരണം
ಮ್ಯಾಗ್ನೆಟೋಗ್ರಾಫಿಕ್ ಪ್ರಿಂಟರ್,മാഗ്നെറ്റോഗ്രാഫിക് പ്രിന്റർ
ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಷನ್,മാഗ്നെറ്റോസ്ട്രിക്ഷൻ
ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಟಿವ್ ಟ್ಯಾಬ್ಲೆಟ್,മാഗ്നെറ്റോസ്ട്രിക്റ്റീവ് ടാബ്ലറ്റ്
ಮೇಲ್ ಬಾಕ್ಸ್,മെയിൽ ബോക്സ്
ಮೇಲ್ ವಿಲೀನ,മെയിൽ ലയനം
ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ,പ്രധാന നിയന്ത്രണ യൂണിറ്റ്
ಮುಖ್ಯ ಚೌಕಟ್ಟು,പ്രധാന ഫ്രെയിം
ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ,പ്രധാന ഫ്രെയിം സിസ്റ്റം
ಮುಖ್ಯ ಸ್ಮರಣೆ,പ്രധാന മെമ്മറി
ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ,പ്രധാന പ്രോഗ്രാം
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,പ്രധാന സംഭരണം
ಮುಖ್ಯ ಸ್ವಿಚ್,പ്രധാന സ്വിച്ച്
ನಿರ್ವಹಣೆ,മെയിന്റനൻസ്
ನಿರ್ವಹಣೆ ಫಲಕ,മെയിന്റനൻസ് പാനൽ
ನಿರ್ವಹಣೆ ಸಮಯ,അറ്റകുറ്റപ്പണി സമയം
ಪ್ರಮುಖ ಚಕ್ರ,പ്രധാന ചക്രം
ಪ್ರಮುಖ ಸಾಧನ,പ്രധാന ഉപകരണം
ಪ್ರಮುಖ ಕೀ,പ്രധാന കീ
ಪ್ರಮುಖ ರಾಜ್ಯ,പ്രധാന സംസ്ഥാനം
ಪ್ರಮುಖ ರಚನೆ,പ്രധാന ഘടന
ಪ್ರಮುಖ ಕಾರ್ಯ,പ്രധാന ദൗത്യം
ಬಹುಪಾಲು ಅಂಶ,ഭൂരിപക്ഷ ഘടകം
ಬಹುಪಾಲು ಗೇಟ್,ഭൂരിപക്ഷ ഗേറ്റ്
ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ,ഭൂരിപക്ഷ പ്രവർത്തനം
ಮೇಕ್ಅಪ್ ಸಮಯ,മേക്കപ്പ് സമയം
ಅಸಮರ್ಪಕ ದಿನಚರಿ,തകരാർ പതിവ്
ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ,മാനേജ്മെന്റ് വികസനം
ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS),മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്)
ನಿರ್ವಹಣೆ ವಿಜ್ಞಾನ,മാനേജ്മെന്റ് സയൻസ്
ಮ್ಯಾಂಚೆಸ್ಟರ್ ಕೋಡಿಂಗ್,മാഞ്ചസ്റ്റർ കോഡിംഗ്
ಮ್ಯಾನಿಫೋಲ್ಡಿಂಗ್,മാനിഫോൾഡിംഗ്
ಕುಶಲತೆಯಿಂದ ಕೂಡಿದ ವೇರಿಯಬಲ್,കൃത്രിമ വേരിയബിൾ
ಮ್ಯಾನಿಪುಲೇಟಿಂಗ್ ಇಂಡೆಕ್ಸಿಂಗ್,സൂചികയിൽ കൃത്രിമം കാണിക്കുന്നു
ಮನುಷ್ಯ-ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,മനുഷ്യ-മെഷീൻ സിമുലേഷൻ
ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್,സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്
ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ,മാനുവൽ വിശകലനം
ಹಸ್ತಚಾಲಿತ ಉತ್ತರ,മാനുവൽ ഉത്തരം
ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ,മാനുവൽ എൻട്രി
ಹಸ್ತಚಾಲಿತ ವಿನಿಮಯ,മാനുവൽ എക്സ്ചേഞ്ച്
ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್,മാനുവൽ ഇൻപുട്ട്
ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ,മാനുവൽ പ്രവർത്തനം
ಹಲವು ಸಂಬಂಧಗಳು,പലതും പലതുമായ ബന്ധം
ಅನೇಕ ಒಂದು ಡಿಕೋಡರ್,പലതും ഒരു ഡീകോഡറും
ನಕ್ಷೆ ವಿಧಾನ,മാപ്പ് രീതി
ಮ್ಯಾಪಿಂಗ್,മാപ്പിംഗ്
ಅಂಚು,മാർജിൻ
ಅಂಚು ದೋಷ,മാർജിൻ പിശക്
ಕನಿಷ್ಠ ಪರಿಶೀಲನೆ,മാർജിനൽ ചെക്ക്
ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ,മാർജിനൽ ടെസ്റ്റ്
ಗುರುತು ಪತ್ತೆ,അടയാളം കണ്ടെത്തൽ
ಮಾರ್ಕ್ ಓದುವಿಕೆ,മാർക്ക് വായന
ಗುರುತು ಸ್ಕ್ಯಾನಿಂಗ್,അടയാളം സ്കാനിംഗ്
ಗುರುತು ಅರ್ಥ,മാർക്ക് സെൻസ്
ಮಾರ್ಕರ್,മാർക്കർ
ಗುರುತು ಹಾಕುವುದು,അടയാളപ്പെടുത്തുന്നു
ಗುರುತು ತರಂಗ,അടയാളപ്പെടുത്തൽ തരംഗം
ಮಾರ್ಕೊವ್ ಸರಣಿ,മാർക്കോവ് ചെയിൻ
ಮಾರ್ಕೊವ್ ಮೂಲ,മാർക്കോവ് ഉറവിടം
ಮಾರ್ಕ್-ಅಪ್ ಭಾಷೆ,അടയാളപ്പെടുത്തൽ ഭാഷ
ಮೇಸರ್,മാസർ
ಮೇಸರ್,മാസർ
ಮುಖವಾಡ,മുഖംമൂടി
ಮುಖವಾಡ ಬಿಟ್,മുഖംമൂടി ബിറ്റ്
ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ,മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം
ಮಾಸ್ಕ್ ರಿಜಿಸ್ಟರ್,മാസ്ക് രജിസ്റ്റർ
ಮುಖವಾಡದ ROM,മുഖംമൂടി ധരിച്ച റോം
ಮರೆಮಾಚುವಿಕೆ,മാസ്കിംഗ്
ಸಾಮೂಹಿಕ ಡೇಟಾ,ബഹുജന ഡാറ്റ
ಸಾಮೂಹಿಕ ಸ್ಮರಣೆ,മാസ് മെമ്മറി
ಬೃಹತ್ ಸಮಾನಾಂತರ,വൻതോതിൽ സമാന്തരമായി
ಮಾಸ್ಟರ್,മാസ്റ്റർ
ಮಾಸ್ಟರ್ ಕಾರ್ಡ್,മാസ്റ്റർ കാർഡ്
ಮಾಸ್ಟರ್ ಗಡಿಯಾರ,മാസ്റ്റർ ക്ലോക്ക്
ಮಾಸ್ಟರ್ ಕನ್ಸೋಲ್,മാസ്റ്റർ കൺസോൾ
ಮಾಸ್ಟರ್ ಡೇಟಾ,മാസ്റ്റർ ഡാറ്റ
ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ,മാസ്റ്റർ ഡയഗ്രം
ಮಾಸ್ಟರ್ ಫೈಲ್,മാസ്റ്റർ ഫയൽ
ಮಾಸ್ಟರ್ ಗುಂಪು,മാസ്റ്റർ ഗ്രൂപ്പ്
ಮುಖ್ಯ ಕೀ,മാസ്റ്റർ കീ
ಮಾಸ್ಟರ್ ಲೈಬ್ರರಿ ಟೇಪ್,മാസ്റ്റർ ലൈബ്രറി ടേപ്പ്
ಮಾಸ್ಟರ್ ಪ್ರೊಸೆಸರ್,മാസ്റ്റർ പ്രൊസസർ
ಮಾಸ್ಟರ್ ಪ್ರೋಗ್ರಾಂ,മാസ്റ്റർ പ്രോഗ്രാം
ಮಾಸ್ಟರ್ ನಿಲ್ದಾಣ,മാസ്റ്റർ സ്റ്റേഷൻ
ಮಾಸ್ಟರ್ ಟೇಪ್,മാസ്റ്റർ ടേപ്പ്
ಮಾಸ್ಟರ್ ಟರ್ಮಿನಲ್,മാസ്റ്റർ ടെർമിനൽ
ಮಾಸ್ಟರ್/ಸ್ಲೇವ್ ಸಾಧನ,മാസ്റ്റർ/സ്ലേവ് ഉപകരണം
ಮಾಸ್ಟರ್ / ಗುಲಾಮರ ವ್ಯವಸ್ಥೆ,യജമാനൻ/അടിമ സംവിധാനം
ಹೊಂದಾಣಿಕೆ,പൊരുത്തം
ಹೊಂದಾಣಿಕೆಗೆ,പൊരുത്തപ്പെടുന്നു
ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ഗണിത പ്രോഗ്രാമിംഗ്
ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್,ഗണിത അനുകരണം
ಮ್ಯಾಟ್ರಿಕ್ಸ್,മാട്രിക്സ്
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್,മാട്രിക്സ് പ്രിന്റർ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್,മാട്രിക്സ് സ്വിച്ച്
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್,മാട്രിക്സ് പട്ടിക
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,പരമാവധി കമ്പ്യൂട്ടർ
ಮ್ಯಾಕ್ಸಿಕಂಪ್ಯೂಟರ್,മാക്സികമ്പ്യൂട്ടർ
ಗರಿಷ್ಠ ಅಂಶ,പരമാവധി ഘടകം
ಗರಿಷ್ಠ ಅವಧಿ (ಪ್ರಮಾಣಿತ ಮೊತ್ತ),പരമാവധി (സാധാരണ തുക കാലാവധി)
ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡೀಮನ್,മാക്സ്വെൽ ഡെമൺ
ಅರ್ಥ,അർത്ഥം
ದುರಸ್ತಿ ಸಮಯ ಎಂದರ್ಥ,അറ്റകുറ്റപ്പണി സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
ವೈಫಲ್ಯದ ನಡುವಿನ ಸರಾಸರಿ ಸಮಯ (MTBF),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
ವೈಫಲ್ಯದ ನಡುವಿನ ಸರಾಸರಿ ಸಮಯ (MTBF),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ,പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
ದುರಸ್ತಿ ಮಾಡುವ ಸಮಯ ಎಂದರ್ಥ,നന്നാക്കാനുള്ള സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
ದುರಸ್ತಿ ಮಾಡಲು ಸರಾಸರಿ ಸಮಯ (MTTR),നന്നാക്കാനുള്ള ശരാശരി സമയം (MTTR)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
ಮಧ್ಯಮ ಅವಧಿಯ ಶೇಖರಣಾ ಸಾಧನ,ഇടത്തരം സംഭരണ ഉപകരണം
ಮೆಗಾಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (MB Ps),മെഗാബിറ്റ് പെർ സെക്കൻഡ് (MB Ps)
ಸದಸ್ಯ ವಸ್ತು,അംഗ വസ്തു
ಸದಸ್ಯ ದಾಖಲೆ,അംഗ റെക്കോർഡ്
ಸ್ಮರಣೆ,മെമ്മറി
ಮೆಮೊರಿ ಅರೇ,മെമ്മറി അറേ
ಮೆಮೊರಿ ಬ್ಯಾಂಕ್,മെമ്മറി ബാങ്ക്
ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್,മെമ്മറി ബഫർ രജിസ്റ്റർ
ಮೆಮೊರಿ ಬಸ್,മെമ്മറി ബസ്
ಮೆಮೊರಿ ಕಾರ್ಡ್,മെമ്മറി കാര്ഡ്
ಮೆಮೊರಿ ಕೋಶ,മെമ്മറി സെൽ
ಮೆಮೊರಿ ಸಂಕೋಚನ,മെമ്മറി കോംപാക്ഷൻ
ಮೆಮೊರಿ ಕೋರ್,മെമ്മറി കോർ
ಮೆಮೊರಿ ಚಕ್ರ,മെമ്മറി സൈക്കിൾ
ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್,മെമ്മറി ഡാറ്റ രജിസ്റ്റർ
ಮೆಮೊರಿ ಡಂಪ್,മെമ്മറി ഡംപ്
ಮೆಮೊರಿ ವಿನಿಮಯ,മെമ്മറി എക്സ്ചേഞ്ച്
ಮೆಮೊರಿ ಕ್ರಮಾನುಗತ,മെമ്മറി ശ്രേണി
ಮೆಮೊರಿ ಸೂಚನೆ,മെമ്മറി നിർദ്ദേശം
ಮೆಮೊರಿ ನಿರ್ವಹಣೆ,മെമ്മറി മാനേജ്മെന്റ്
ಮೆಮೊರಿ ನಕ್ಷೆ,മെമ്മറി മാപ്പ്
ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಲಾದ I/O,മെമ്മറി മാപ്പ് ചെയ്ത I/O
ಮೆಮೊರಿ ಮಾದರಿ,മെമ്മറി മോഡൽ
ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್,മെമ്മറി മൊഡ്യൂൾ
ಮೆಮೊರಿ ಪಾಯಿಂಟರ್ ರಿಜಿಸ್ಟರ್,മെമ്മറി പോയിന്റർ രജിസ്റ്റർ
ನೆನಪಿನ ಶಕ್ತಿ,ഓർമ്മ ശക്തി
ಮೆಮೊರಿ ರಕ್ಷಣೆ,മെമ്മറി സംരക്ഷണം
ಮೆಮೊರಿ ಉಲ್ಲೇಖ ಸೂಚನೆ,മെമ്മറി റഫറൻസ് നിർദ്ദേശം
ಮೆಮೊರಿ ರೆಸಿಡೆಂಟ್ ಪ್ರೋಗ್ರಾಂ,മെമ്മറി റസിഡന്റ് പ്രോഗ്രാം
ಮೆಮೊರಿ ಘಟಕ,മെമ്മറി യൂണിറ്റ്
ಮೆನು,മെനു
ಮೆನು ಬಾರ್,മെനു ബാർ
ಮೆನು ಡ್ರೈವ್,മെനു ഡ്രൈവ്
ಮೆನು ಆಯ್ಕೆ,മെനു തിരഞ്ഞെടുക്കൽ
ಮೆನು-ಚಾಲಿತ ಪ್ರೋಗ್ರಾಂ,മെനു അടിസ്ഥാനമാക്കിയുള്ള പ്രോഗ്രാം
ವಿಲೀನಗೊಳ್ಳಲು,ലയിപ്പിക്കുക
ವಿನಿಮಯ ರೀತಿಯ ವಿಲೀನ,എക്സ്ചേഞ്ച് സോർട്ട് ലയിപ്പിക്കുക
ವಿಲೀನ ರೀತಿಯ,ലയിപ്പിക്കുക
ವಿಲೀನಗೊಳಿಸಲಾಗುತ್ತಿದೆ,ലയിപ്പിക്കുന്നു
ಜಾಲರಿ ಜಾಲ,മെഷ് നെറ്റ്വർക്ക്
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,സന്ദേശമയയ്‌ക്കൽ
ಸಂದೇಶ,സന്ദേശം
ಸಂದೇಶ ದೃಢೀಕರಣ,സന്ദേശ പ്രാമാണീകരണം
ಸಂದೇಶ ಪೆಟ್ಟಿಗೆ,സന്ദേശ ബോക്സ്
ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್,സന്ദേശ സർക്യൂട്ട്
ಸಂದೇಶ ಸ್ವರೂಪ,സന്ദേശ ഫോർമാറ്റ്
ಸಂದೇಶದ ಹೆಡರ್,സന്ദേശ തലക്കെട്ട്
ಸಂದೇಶ ಮೋಡ್,സന്ദേശ മോഡ്
ಸಂದೇಶ ರವಾನೆ,സന്ദേശം കൈമാറുന്നു
