Punjabi,Bengali
ਲੋਹੇ ਦੀ ਉਮਰ,আয়রন বয়স
ਲੋਹੇ ਦਾ ਪਰਦਾ,লোহার পর্দা
ਆਇਰਨ ਗਾਰਡ,আয়রন গার্ড
ਲੋਹੇ ਦੇ ਰਾਸ਼ਨ,লোহার রেশন
ਲੋਹੇ ਦੇ ਪਾਸੇ,লোহার দিক
ਲੋਹੇ ਵਾਲਾ ਤੀਰ,লোহার টিপযুক্ত তীর
ਇਸਥਮੀਅਨ ਗੇਮਾਂ,ইস্তমিয়ান গেমস
ਜੈਨੀਸਰੀ,জেনিসারি
ਦਰਬਾਨ,দারোয়ান
ਦਰਬਾਨ,দারোয়ান
ਜੈਵਲਿਨ,জ্যাভলিন
ਜਿਮ ਕਰੋ ਕਾਨੂੰਨ,জিম ক্রো আইন
ਜਿੰਗੋ,জিঙ্গো
ਜਿੰਗੋ,জিঙ্গো
ਜਿੰਗੋ,জিঙ্গো
ਜਿੰਗੋਇਜ਼ਮ,জিঙ্গোইজম
ਸਾਂਝੀ ਕਾਰਵਾਈ,যৌথ অভিযান
ਸੰਯੁਕਤ ਕੰਟਰੋਲ,যৌথ নিয়ন্ত্রণ
ਸੰਯੁਕਤ ਕਬਜ਼ਾ,যৌথ দখল
ਜਿਊਰੀ,জুরি
ਹੁਣੇ ਹੀ ਕਾਰਨ,শুধু কারণ
ਰੱਖੋ,রাখা
ਪੁਰਾਲੇਖ ਦੇ ਰੱਖਿਅਕ,আর্কাইভের রক্ষক
ਕੇਤਲੀ-ਡਰੰਮ,কেটলি-ড্রাম
ਮੁੱਖ ਸ਼ਬਦ,মূল শব্দ
ਰਾਜਾ,রাজা
ਰਾਜ,রাজ্য
ਕਿੰਗਲੇਟ,কিংলেট
ਕਿੰਗ ਮੇਕਰ,কিং মেকার
ਬਾਦਸ਼ਾਹਤ,রাজত্ব
ਬਾਦਸ਼ਾਹਤ,রাজত্ব
ਰਸੋਈ ਦੀ ਕੈਬਨਿਟ,রান্নাঘরের তাক
ਨਾਈਟ,নাইট
ਬਾਦਸ਼ਾਹਤ,রাজত্ব
ਕਿੰਗਹਟਸ ਹਸਪਤਾਲ ਵਾਲੇ,Kinghts হাসপাতালের
ਸੇਂਟ ਜੌਨ ਦੇ ਨਾਈਟਸ,সেন্ট জন নাইট
ਨਾਈਟ ਟੈਂਪਲਰ,নাইট টেম্পলার
Ku Klux Klan (KKK),Ku Klux Klan (KKK)
ਕੁਮਿੰਟੰਗ,কুমিন্তং
ਲੋਕਾਈ,সাধারণ
ਲਾਂਸ,ল্যান্স
ਲੈਂਸਰ,ল্যান্সার
ਬਾਅਦ ਵਿਚ ਗੁਪਤਾ,পরে গুপ্তরা
ਕਾਨੂੰਨੀ ਵਾਰਸ,বৈধ উত্তরাধিকারী
ਕੁਧਰਮ (=ਵਿਕਾਰ),অনাচার (=বিশৃঙ্খলা)
ਕੁਧਰਮ (=ਵਿਕਾਰ),অনাচার (=বিশৃঙ্খলা)
ਕਾਨੂੰਨ ਦੇ ਮਾਲਕ,আইন প্রভুরা
ਪਵਿੱਤਰਤਾ ਦਾ ਕਾਨੂੰਨ,ধার্মিকতার আইন
ਰਾਸ਼ਟਰ ਦੀ ਲੀਗ,জাতির লীগ
ਵਿਰਾਸਤ (= ਵਸੀਅਤ),উত্তরাধিকার (= উইল)
ਵਿਰਾਸਤ (= ਵਸੀਅਤ),উত্তরাধিকার (= উইল)
ਕਾਨੂੰਨੀ ਵਾਰਸ,আইনগত উত্তরাধিকারী
ਕਾਨੂੰਨੀ,লিগেট
ਕਾਨੂੰਨੀ,লিগেট
ਕਾਨੂੰਨੀ,লিগেট
ਦੰਤਕਥਾ,কিংবদন্তি
ਦੰਤਕਥਾ,কিংবদন্তি
ਫੌਜ,সৈন্যদল
ਫੌਜ,সৈন্যদল
ਲੀਜਨ ਆਫ਼ ਆਨਰ,লিজিয়ন অফ অনার
Lese majesty (= Lese majeste),লেস ম্যাজেস্টি (=লেস ম্যাজেস্ট)
ਘੱਟ ਰਾਜ,কম রাজ্য
ਭਰੋਸੇ ਦੇ ਪੱਤਰ,বিশ্বাস পত্র
ਲੀਗ-ਪ੍ਰਭੂ,লিজ-প্রভু
ਲੀਗ ਆਦਮੀ,লিজ ম্যান
ਲੀਗ ਆਦਮੀ,লিজ ম্যান
ਉਮਰ ਕੈਦ,যাবজ্জীবন কারাদণ্ড
ਵੰਸ਼,বংশ
ਲਿਟਲ ਇੰਗਲੈਂਡਰ,লিটল ইংল্যান্ডার
ਛੋਟਾ ਵਾਹਨ (= ਘੱਟ ਵਾਹਨ),ছোট যান (= কম যানবাহন)
ਲਿਟੋਰਲ ਰਾਜ,উপকূলীয় রাষ্ট্র
ਲੀਟੁਰਜੀ,লিটার্জি
ਲਿਟੁਰਜੀ,লিটার্জি
ਸਥਾਨਕ ਵਫ਼ਾਦਾਰੀ,স্থানীয় আনুগত্য
ਸਥਾਨਕ-ਸਵੈ ਸਰਕਾਰ,স্থানীয় স্ব-সরকার
ਲੰਬੀ ਸੰਸਦ,দীর্ঘ সংসদ
ਨੀਵੇਂ ਦੇਸ਼,নিম্ন দেশগুলি
ਵਫ਼ਾਦਾਰ,অনুগত
ਵਫ਼ਾਦਾਰੀ,আনুগত্য
ਮੈਕਿਆਵੇਲੀਅਨ ਨੀਤੀ,ম্যাকিয়াভেলিয়ান নীতি
ਮੈਗਨਾ ਕਾਰਟਾ,ম্যাগনা কার্টা
ਮੈਗਨਮ ਕਨਸਿਲੀਅਮ,ম্যাগনাম কনসিলিয়াম
ਮਲਮ ਮਨਾਹੀ,মালুম নিষেধ
ਮੰਦਾਮਸ,মান্দামুস
ਆਦੇਸ਼,ম্যান্ডেট
"ਹੁਕਮ, ਕਲਾਸ &#39;ਏ&#39;","আদেশ, শ্রেণী &#39;ক&#39;"
"ਹੁਕਮ, ਕਲਾਸ &#39;ਬੀ&#39;","আদেশ, শ্রেণী &#39;বি&#39;"
"ਹੁਕਮ, ਕਲਾਸ &#39;ਸੀ&#39;","ম্যান্ডেট, ক্লাস &#39;সি&#39;"
ਆਦੇਸ਼ ਪ੍ਰਣਾਲੀ,ম্যান্ডেট সিস্টেম
ਲਾਜ਼ਮੀ ਰਾਜ,বাধ্যতামূলক অবস্থা
ਮੰਗੋਨਲ,ম্যাঙ্গোনেল
ਮੈਨੀਫੈਸਟੋ,ঘোষণাপত্র
ਚਾਲਾਂ,কৌশল
ਜੰਗ ਦਾ ਮਨੁੱਖ,যুদ্ধের মানুষ
ਮਨੋਰ,ম্যানর
ਮਨੋਰ,ম্যানর
ਮਨੁੱਖ-ਸ਼ਕਤੀ,জনশক্তি
ਮਨੁੱਖ-ਸ਼ਕਤੀ,জনশক্তি
ਮੈਨੂਮਿਸ਼ਨ,ম্যানুমিশন
ਮਨੁਮਿਤ,মনুমিত
ਹੱਥ-ਲਿਖਤ,পাণ্ডুলিপি
ਹੱਥ-ਲਿਖਤ,পাণ্ডুলিপি
ਹੱਥ-ਲਿਖਤ,পাণ্ডুলিপি
ਲੁਟੇਰਾ,ডাকাত
ਸਮੁੰਦਰੀ ਪੱਟੀ,সামুদ্রিক বেল্ট
ਸਮੁੰਦਰੀ ਸਭਿਅਤਾ,সামুদ্রিক সভ্যতা
ਸਮੁੰਦਰੀ ਝੰਡਾ,সামুদ্রিক পতাকা
ਸਮੁੰਦਰੀ ਸ਼ਕਤੀਆਂ,সামুদ্রিক ক্ষমতা
ਸਮੁੰਦਰੀ ਪ੍ਰਭੂਸੱਤਾ,সামুদ্রিক সার্বভৌমত্ব
ਸਮੁੰਦਰੀ ਯੁੱਧ,সামুদ্রিক যুদ্ধ
ਮਾਰਕੁਇਸ,মার্কুইস
ਮਾਰਕਿਸੇਟ,মার্কুইসেট
ਮਾਰਸ਼ਲ ਲਾਅ,সেনাশাসন
ਮਾਰਸ਼ਲ ਦੌੜ,মার্শাল রেস
ਸ਼ਹੀਦ,শহীদ
ਕਤਲੇਆਮ,হত্যাকাণ্ড
ਚਾਲ ਦਾ ਪੁੰਜ,কৌশলের ভর
ਮਾਸਟਰ-ਐਟ-ਆਰਮਸ,মাস্টার-এ-আর্মস
ਰਸਮਾਂ ਦਾ ਮਾਲਕ,অনুষ্ঠান - এর গুরু
ਘਰ ਦਾ ਮਾਲਕ,গৃহকর্তা
ਘੋੜੇ ਦਾ ਮਾਸਟਰ,ঘোড়ার মাস্টার
ਰੋਲਸ ਦੇ ਮਾਸਟਰ,রোলস মাস্টার
ਮੈਚ,ম্যাচ
ਮੈਚ,ম্যাচ
ਮੈਚਲਾਕ,ম্যাচলক
ਵਿਆਹੁਤਾ ਗਠਜੋੜ,বৈবাহিক জোট
ਮੈਡੀਟੇਰੀਅਨ ਸ਼ਕਤੀਆਂ,ভূমধ্য শক্তি
ਮੇਨਸ਼ੇਵਿਕ,মেনশেভিক
ਭਾੜੇ ਦੀ ਫੌਜ,ভাড়াটে বাহিনী
ਕਿਰਾਏਦਾਰ ਸਿਪਾਹੀ,ভাড়াটে সৈনিক
ਵਪਾਰੀ,বণিক
ਵਿਚਕਾਰਲਾ ਯੁੱਗ,মধ্যবয়সী
ਮਧਿਅਪੂਰਵ,মধ্যপ্রাচ্য
ਮੱਧ ਬੀਤਣ,মধ্যপথ
ਮੱਧ ਮਾਰਗ,মধ্যপথ
ਮੱਧ ਰਸਤਾ (= ਮੱਧ ਕੋਰਸ),মধ্য পথ (=মিডল কোর্স)
ਪਰਵਾਸੀ,অভিবাসী
ਪਰਵਾਸ,মাইগ্রেশন
ਪਰਵਾਸ,মাইগ্রেশন
ਪਰਵਾਸ,মাইগ্রেশন
ਮਿਲਟਰੀਵਾਦ,সামরিকবাদ
ਮਿਲਟਰੀਵਾਦ,সামরিকবাদ
ਮਿਲਟਰੀਵਾਦ,সামরিকবাদ
ਮਿਲਟਰੀਵਾਦ,সামরিকবাদ
ਫੌਜੀ,সামরিকবাদী
ਫੌਜੀ,সামরিকবাদী
ਫੌਜੀਕਰਨ,সামরিকীকরণ
ਫੌਜੀਕਰਨ,সামরিকীকরণ
ਫੌਜੀਕਰਨ,সামরিকীকরণ
ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ),সামরিক কৌশলবিদ (=কৌশলবিদ)
ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ),সামরিক কৌশলবিদ (=কৌশলবিদ)
ਫੌਜੀ ਰਣਨੀਤੀ (= ਰਣਨੀਤੀ),সামরিক কৌশল (=কৌশল)
ਮਿਲੀਸ਼ੀਆ,মিলিশিয়া
ਮਿਲੀਸ਼ੀਆ,মিলিশিয়া
ਕੁਸ਼ਾਸਨ,দুঃশাসন
ਗੁੰਮ ਲਿੰਕ,হারানো সুত্র
ਮਿਸ਼ਨ,মিশন
ਮਿਸ਼ਨ,মিশন
ਮਿਸ਼ਨ,মিশন
ਮਿਸ਼ਰਤ ਦੌੜ,মিশ্র জাতি
ਆਧੁਨਿਕ ਇਤਿਹਾਸ,আধুনিক ইতিহাস
ਵਿਧੀ ਵਿਵੇਂਡੀ,জীবনযাত্রাপ্রণালী
ਮੋਨਾਚਿਜ਼ਮ,একাধিপত্য
ਮੋਨਾਰਕ,রাজা
ਮੋਨਾਰਕ,রাজা
ਰਾਜਸ਼ਾਹੀਵਾਦ,রাজতন্ত্র
ਰਾਜਸ਼ਾਹੀਵਾਦ,রাজতন্ত্র
ਰਾਜਸ਼ਾਹੀ,রাজতন্ত্রবাদী
ਰਾਜਸ਼ਾਹੀ,রাজতন্ত্র
ਮੱਠ,মঠ
ਮੱਠ,মঠ
ਮੱਠ,মঠ
ਮੱਠਵਾਦ,সন্ন্যাস
ਮੱਠਵਾਦ,সন্ন্যাস
ਭਿਕਸ਼ੂ,সন্ন্যাসী
ਮਾਤਾ ਦੇਸ਼,মাতৃভূমি
ਮਾਤ ਭੂਮੀ,মাতৃভূমি
ਸੰਸਦਾਂ ਦੀ ਮਾਂ,সংসদের মা
ਮੁਕਰਕਰਸ,মুক্রকারস
ਮੰਮੀ,মমি
ਅਜਾਇਬ ਘਰ,যাদুঘর
ਮਸਕਟ,মাস্কেট
ਮਸਕਟੀਅਰ,মাস্কেটিয়ার
ਮਸਕੈਟਰੀ,মাস্কেট্রি
ਮਸਕੈਟਰੀ,মাস্কেট্রি
ਮਾਸਟਰ ਮਾਸਟਰ,মাস্টার মাস্টার
ਮਸਟਰ-ਰੋਲ,মাস্টার-রোল
ਮਸਟਰ-ਰੋਲ,মাস্টার-রোল
ਬਗਾਵਤ,বিদ্রোহ
ਬਗਾਵਤ ਐਕਟ,বিদ্রোহ আইন
ਰਹੱਸਮਈ ਜਹਾਜ਼,রহস্য জাহাজ
ਬਿਰਤਾਂਤ,বর্ণনামূলক
ਕੌਮ,জাতি
ਮੂਲ,স্থানীয়
ਮੂਲ ਰਾਜ,দেশীয় রাজ্য
ਕੁਦਰਤਵਾਦ,প্রকৃতিবাদ
ਕੁਦਰਤੀ ਅਧਿਕਾਰ,প্রাকৃতিক অধিকার
ਨਾਜ਼ੀ,নাৎসি
ਨਾਜ਼ੀ ਇਨਕਲਾਬ,নাৎসি বিপ্লব
ਨਾਜ਼ੀਵਾਦ,নাৎসিবাদ
ਪੂਰਬ ਦੇ ਨੇੜੇ,পূর্ব কাছাকাছি
ਨੀਗਰੋ,নিগ্রো
ਨੇਗਰੋਫਿਲ,নিগ্রোফিল
ਨੇਗਰੋਫਿਲਿਜ਼ਮ,নেগ্রোফিলিজম
ਨੇਗਰੋਫੋਬੀਆ,নিগ্রোফোবিয়া
ਨਿਰਪੱਖ,নিরপেক্ষ
ਨਿਰਪੱਖ ਦੇਸ਼,নিরপেক্ষ দেশ
ਨਵੀਂ ਡੀਲ,নতুন চুক্তি
ਨਵੀਂ ਦੁਨੀਆਂ,নতুন বিশ্ব
ਕੁਲੀਨਤਾ,আভিজাত্য
ਨੇਕ,উন্নতচরিত্র
ਨੇਕ,উন্নতচরিত্র
ਨਾਮਵਰ,যাযাবর
ਖਾਨਾਬਦੋਸ਼ ਭੀੜ,যাযাবর দল
ਖਾਨਾਬਦੋਸ਼,যাযাবর
ਗੈਰ-ਹਮਲਾਵਰ ਸਮਝੌਤਾ,অহিংস সন্ধি
ਗੈਰ-ਹਮਲਾਵਰ ਸੰਧੀ,অ-আগ্রাসন চুক্তি
ਗੈਰ ਜੁਝਾਰੂ ਰਾਜ,যুদ্ধহীন রাষ্ট্র
ਅਸਹਿਯੋਗ,অসহযোগিতা
ਅਸਹਿਯੋਗ ਅੰਦੋਲਨ,অসহযোগ আন্দোলন
ਉਲਟ,বিপরীত
ਉਲਟ,বিপরীত
ਲੋਕਤੰਤਰ (=ਲੋਕਸ਼ਾਹੀ),গণতন্ত্র (=জনতাতন্ত্র)
ਓਕਲੋਕ੍ਰੇਟ,অক্লোক্র্যাট
ਅਧਿਕਾਰਤ ਦਸਤਾਵੇਜ਼,অফিসের নথিপত্র
ਪੁਰਾਣੀ ਦੁਨੀਆਂ,পুরোনো জগৎ
ਕੁਲੀਨਤਾ,অলিগার্কি
ਹਮਲਾ,আক্রমণ
ਖੁੱਲ੍ਹੀ ਗੱਲਬਾਤ,খোলা আলোচনা
ਖੁੱਲ੍ਹਾ ਸਵਾਲ,খোলা প্রশ্ন
ਰਿਕਾਰਡ ਖੋਲ੍ਹੋ,রেকর্ড খুলুন
ਪੂਰਬੀ,প্রাচ্য
ਪੂਰਬੀਵਾਦ,প্রাচ্যবাদ
ਪੂਰਬੀਵਾਦ,প্রাচ্যবাদ
ਪੂਰਬੀ,প্রাচ্যবিদ
ਮੂਲ,উৎপত্তি
ਮੂਲ,উৎপত্তি
ਆਰਥੋਗ੍ਰਾਫੀ,অর্থোগ্রাফি
ਦੁਸ਼ਮਣੀ ਦਾ ਪ੍ਰਕੋਪ,শত্রুতার প্রাদুর্ভাব
ਆਊਟ-ਪੋਸਟ,আউট-পোস্ট
ਅਪਰ-ਪ੍ਰਭੂ,ওভার-লর্ড
ਓਵਰ-ਰਾਈਡ,অগ্রাহ্য করা
ਓਵਰ-ਰਾਈਡ,অগ্রাহ্য করা
ਮੂਰਤੀ,পৌত্তলিক
ਮੂਰਤੀ,পৌত্তলিক
ਮੂਰਤੀਵਾਦ,পৌত্তলিকতা
ਮੂਰਤੀਵਾਦ,পৌত্তলিকতা
ਪਗੋਡਾ,প্যাগোডা
ਪਗੋਡਾ,প্যাগোডা
ਪਗੋਡਾ,প্যাগোডা
ਮਹਿਲ ਸਾਜ਼ਿਸ਼ਾਂ,প্রাসাদ চক্রান্ত
ਪੈਲੇਟਿਨੇਟ,প্যালাটিনেট
ਤਾੜ-ਪੱਤੀ,তাল পাতা
ਪਾਮ ਐਤਵਾਰ,অব্যবহিত পূর্ববর্তী রবিবার
ਪੈਨੇਗਰਿਸਟ,প্যানেগরিস্ট
ਘਬਰਾਹਟ,আতঙ্ক
ਘਬਰਾਹਟ,আতঙ্ক
ਘਬਰਾਉਣ ਵਾਲਾ,আতঙ্কগ্রস্ত
ਪੋਪਸੀ,পোপপদ
ਪੋਪਸੀ,পোপপদ
ਪੋਪਸੀ,পোপপদ
ਪੋਪਸੀ,পোপপদ
ਪਾਪਲ ਬਲਦ,পাপল বলদ
ਪੋਪਵਾਦ,পোপবাদ
ਪੋਪਵਾਦ,পোপবাদ
ਪੋਪਵਾਦੀ,পোপবাদী
ਪੋਪ ਰਾਜ,পোপ রাজ্য
ਪੈਪਿਜ਼ਮ (=ਪੈਪਿਸਟ੍ਰੀ),প্যাপিজম (=পেপিস্ট্রি)
ਪਾਪੀ,পাপিস্ট
ਪਪਾਇਰਸ,প্যাপিরাস
ਦ੍ਰਿਸ਼ਟਾਂਤ,উপমা
ਸਰਬੋਤਮ,প্যারামাউন্ট
ਸਰਵਉੱਚਤਾ (=ਸਰਵ ਸ਼ਕਤੀ),সর্বশ্রেষ্ঠতা (=পরামাউন্ট শক্তি)
ਸਰਬੋਤਮ ਇਸਤਰੀ,প্যারামাউন্ট ভদ্রমহিলা
ਪਰਮ-ਪ੍ਰਭੂ,পরম প্রভু
ਪਰਚਮ,পার্চমেন্ট
ਪਰਚਮ,পার্চমেন্ট
ਪਰਚਮ,পার্চমেন্ট
ਮਾਫ਼ ਕਰਨਾ,ক্ষমা
ਪਾਰਲੇ,কথাবার্তা
ਪਾਰਲੇ,কথাবার্তা
ਸੰਸਦ (=ਸੰਸਦ),সংসদ (=সংসদ)
ਸੰਸਦ,সংসদ
ਸੰਸਦ,সংসদ
ਸੰਸਦ,সংসদ
ਸੰਸਦ ਐਕਟ,সংসদ আইন
ਸੰਸਦ ਮੈਂਬਰ,সংসদ সদস্য
ਸੰਸਦ ਮੈਂਬਰ,সংসদ সদস্য
ਸੰਸਦੀ ਏਜੰਟ,সংসদীয় এজেন্ট
ਪਾਰਨੇਲਿਜ਼ਮ,পারনেলিজম
ਪੈਰੋਲ,প্যারোল
ਪੈਰੋਲ,প্যারোল
ਪੈਰੀਸਾਈਡ,প্যারিসাইড
ਪੈਰੀਸਾਈਡ,প্যারিসাইড
ਪੱਖਪਾਤੀ,পক্ষপাতমূলক
ਪੱਖਪਾਤੀ,পক্ষপাতমূলক
ਪੱਖਪਾਤੀ,পক্ষপাতমূলক
ਪਾਸ,পাস
ਪਾਸ ਸ਼ਬਦ (= ਵਾਚ ਸ਼ਬਦ),পাস শব্দ (=ঘড়ি শব্দ)
ਪਤਿਤ,প্যাট্রিয়ার্ক
ਪਤਿਤ,প্যাট্রিয়ার্কস
ਪੈਟਰੀਸ਼ੀਅਨ,প্যাট্রিশিয়ান
ਪਤਿਤ,পিতৃত্ব
ਪੈਕਸ ਬ੍ਰਿਟੈਨਿਕਾ,প্যাক্স ব্রিটানিকা
ਪੈਕਸ ਰੋਮਾਣਾ,প্যাক্স রোমানা
ਵੰਸ਼,বংশ
ਵੰਸ਼,বংশ
ਵੰਸ਼ ਪ੍ਰਾਪਤ ਵਿਅਕਤੀ,বংশানুক্রমিক ব্যক্তি
ਪੀਰ,সমকক্ষ ব্যক্তি
ਪੀਰ,সমকক্ষ ব্যক্তি
ਪੀਰੇਜ,পিরেজ
ਪੀਰੇਜ,পিরেজ
ਪੀਰੇਜ,পিরেজ
ਆਇਰਲੈਂਡ ਦੇ ਹਾਣੀ,আয়ারল্যান্ডের সহকর্মীরা
ਸਕਾਟਲੈਂਡ ਦੇ ਹਾਣੀ,স্কটল্যান্ডের সহকর্মীরা
ਪ੍ਰਾਇਦੀਪ ਦੀ ਮੁਹਿੰਮ,উপদ্বীপের প্রচারণা
ਪ੍ਰਾਇਦੀਪ ਯੁੱਧ,উপদ্বীপ যুদ্ধ
ਪੈਨੈਂਟ,পেনান্ট
ਲੋਕ ਚਾਰਟਰ (=ਰਾਸ਼ਟਰੀ ਚਾਰਟਰ),জনগণের সনদ (=জাতীয় সনদ)
ਲੋਕਾਂ ਦਾ ਮੋਰਚਾ (= ਪ੍ਰਸਿੱਧ ਫਰੰਟ),পিপলস ফ্রন্ট (=জনপ্রিয় ফ্রন্ট)
ਧੋਖਾਧੜੀ,বেপরোয়া
ਮਿਆਦ,সময়কাল
ਮਿਆਦ,সময়কাল
ਪਰੀਫੇਰੀ,পরিধি
ਸਥਾਈ ਬੰਦੋਬਸਤ,স্থায়ী বন্দোবস্ত
ਸਦੀਵੀ ਜਾਗੀਰ,চিরন্তন জাঁকজমক
ਫਾਲੈਂਕਸ,ফ্যালানক্স
ਫਲੈਂਕਸ,ফ্যালানক্স
ਫਰੌਨ,ফেরাউন
ਪਿਕਟੋਗ੍ਰਾਮ,পিকটোগ্রাম
ਪਿਕਟੋਗ੍ਰਾਫ,পিকটোগ্রাফ
ਪਿਕਟੋਗ੍ਰਾਫ,পিকটোগ্রাফ
ਤੀਰਥ,তীর্থযাত্রী
ਸ਼ਰਧਾਲੂ ਪਿਤਾ,তীর্থযাত্রী পিতারা
ਲੁੱਟ,পিলেজ
ਲੁੱਟ,পিলেজ
ਥੰਮ੍ਹ,স্তম্ভ
ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ),পিলার এডিক্টস (অশোকের)
ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ),পিলার এডিক্টস (অশোকের)
ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ),পিলার এডিক্টস (অশোকের)
ਸਮੁੰਦਰੀ ਡਾਕੂ,জলদস্যু
ਸਮੁੰਦਰੀ ਡਾਕੂ,জলদস্যু
ਖੜੀ ਲੜਾਈ,পিচড যুদ্ধ
ਪਲਾਟ,পটভূমি
ਪੋਲਿਸ,পলিস
ਪੋਲਿਸ,পলিস
ਰਾਜਨੀਤਿਕ,পলিটার্ক
ਸਿਆਸੀ ਏਜੰਟ,পলিটিক্যাল এজেন্ট
ਸਿਆਸੀ ਸ਼ਰਨ,রাজনৈতিক আশ্রয়
ਰਾਜਨੀਤਿਕ ਨਿਵਾਸੀ,রাজনৈতিক বাসিন্দা
ਸਿਆਸੀ ਅੱਤਵਾਦ,রাজনৈতিক সন্ত্রাস
ਪੋਲ ਟੈਕਸ,মাথট
ਪੋਂਟੂਨ,পন্টুন
ਪ੍ਰੀਮੀਅਰ,প্রিমিয়ার
ਪ੍ਰੀਮੀਅਰ,প্রিমিয়ার
ਪ੍ਰੀਮੀਅਰਸ਼ਿਪ,প্রিমিয়ারশিপ
ਪ੍ਰਧਾਨਗੀ,প্রেসিডেন্সি
ਪ੍ਰਧਾਨਗੀ,প্রেসিডেন্সি
ਪ੍ਰਧਾਨ,রাষ্ট্রপতি
ਪ੍ਰਧਾਨ,রাষ্ট্রপতি
ਪ੍ਰਧਾਨਗੀ ਮੰਡਲ,প্রেসিডিয়াম
ਪ੍ਰਧਾਨ ਮੰਤਰੀ,প্রধানমন্ত্রী
ਪ੍ਰਿਮੋਜਨੀਚਰ,প্রিমোজেনিচার
ਪ੍ਰਿੰ,রাজপুত্র
ਪ੍ਰਿੰ,রাজপুত্র
ਪ੍ਰਿੰਸ ਬਿਸ਼ਪ,প্রিন্স বিশপ
ਪ੍ਰਿੰਸ ਕੰਸੋਰਟ,প্রিন্স কনসোর্ট
ਪ੍ਰਿੰਸ ਰੀਜੈਂਟ,প্রিন্স রিজেন্ট
ਪਿੰਸ ਰੀਗਨੈਂਟ,পিন্স regnant
ਰਾਜਕੁਮਾਰੀ ਰੀਜੈਂਟ,রাজকুমারী রিজেন্ট
ਰਾਜਕੁਮਾਰੀ ਰਾਇਲ,রাজকুমারী
ਰਿਆਸਤ,প্রিন্সিপ্যালিটি
ਰਿਆਸਤ,প্রিন্সিপ্যালিটি
ਰਿਆਸਤ,প্রিন্সিপ্যালিটি
ਇਨਾਮ,পুরস্কার
ਇਨਾਮ,পুরস্কার
ਇਨਾਮੀ ਰਕਮ,উপহার স্বরূপ
ਪੇਸ਼ੇਵਰ ਸਿਪਾਹੀ,পেশাদার সৈনিক
ਵਾਅਦਾ,প্রতিশ্রুতি
ਪ੍ਰੋਮੋਨਟਰੀ ਕਿਲਾ,প্রমোনটরি ফোর্ট
ਰੱਖਿਅਕ,প্রটেক্টরেট
ਰੱਖਿਅਕ,প্রটেক্টরেট
ਰੱਖਿਅਕ,প্রটেক্টরেট
ਪ੍ਰੋਟੇਜ,প্রোটেগ
ਉਪਦੇਸ਼,উদ্ভব
ਉਪਦੇਸ਼,উদ্ভব
ਪ੍ਰੋਵੇਨੈਂਸ ਸਿਸਟਮ,প্রোভেনেন্স সিস্টেম
ਪ੍ਰੋ-ਜ਼ੀਓਨਿਸਟ,ইহুদিবাদী
ਜਨਤਕ ਦੁਸ਼ਮਣ,জনশত্রু
ਜਨਤਕ ਦੁਸ਼ਮਣ,জনশত্রু
ਵਿਰਾਮ,বিরাম
ਪੁਨਿਕ ਯੁੱਧ,পুনিক যুদ্ধ
ਪਿਉਰਿਟਨ,পিউরিটান
ਪੁਸ਼,Putsch
ਕਵਾਡਰਿਗਾ,কোয়াড্রিগা
ਚੌਗੁਣਾ ਗਠਜੋੜ,চতুর্মুখী জোট
ਕਵੇਕਰ,কোয়েকার
ਰਾਣੀ,রাণী
ਰਾਣੀ ਪਤਨੀ,রানী সহধর্মিণী
ਰਾਣੀ ਦਾਜ ਦੇਣ ਵਾਲਾ,কুইন দোহার
ਮਹਾਰਾਣੀ,কুইনডম
ਮਹਾਰਾਣੀ,কুইনডম
ਰਾਣੀ ਮਾਂ,রানী মা
ਰਾਣੀ ਰਾਜੀ,রাজকুমারী
ਕੁਇਜ਼ਲਿੰਗ,কুইসলিং
ਕੁਇਜ਼ਲਿੰਗ,কুইসলিং
ਕਿਰਾਇਆ ਛੱਡ ਦਿਓ,ভাড়া ছাড়ুন
ਕੰਬਣੀ,কাঁপুনি
ਵਾਰੰਟੋ,ওয়ারেন্টো
ਦੌੜ,জাতি
ਨਸਲੀ ਸਰਵਉੱਚਤਾ,জাতিগত আধিপত্য
ਰੈਕ,তাক
ਰੈਕ,তাক
ਛਾਪਾ ਮਾਰਿਆ,অভিযান
ਛਾਪਾ ਮਾਰਿਆ,অভিযান
ਰਾਮਪਾਰਟ,রামপার্ট
ਰਾਮਪਾਰਟ,রামপার্ট
ਲੁੱਟ,লুণ্ঠন
ਰਿਹਾਈ,মুক্তিপণ
ਰਿਹਾਈ,মুক্তিপণ
ਤਬਾਹੀ,ধ্বংসযজ্ঞ
ਤਬਾਹੀ,ধ্বংসযজ্ঞ
ਖੇਤਰ,রাজত্ব
ਪਿਛਲਾ ਗਾਰਡ,রিয়ার গার্ড
ਰੀਅਰ ਗਾਰਡ ਐਕਸ਼ਨ,রিয়ার গার্ড অ্যাকশন
