Odiya,Telugu
ଇନସୁଲେଟିଂ ସାମଗ୍ରୀ |,ఇన్సులేటింగ్ పదార్థం
ଇନସୁଲେସନ୍,ఇన్సులేషన్
ଇନସଲେସନ୍ ପ୍ରତିରୋଧ |,ఇన్సులేషన్ నిరోధకత
ଇନସୁଲେଟର |,ఇన్సులేటర్
ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ |,ఇంటిగ్రేటెడ్ సర్క్యూట్
ନେଟୱାର୍କ ସଂଯୋଗ,నెట్‌వర్క్‌ను సమగ్రపరచడం
ଇଣ୍ଟିଗାର୍ଡ,ఇంటిగ్రేటర్
ବୁଦ୍ଧି,ఇంటెలిజెన్స్
ତୀବ୍ରତା,తీవ్రత
ବକ୍ତବ୍ୟର ତୀବ୍ରତା |,ప్రసంగం యొక్క తీవ్రత
ଆନ୍ତ Cankellାନ ହସ୍ତକ୍ଷେପ |,ఇంటర్ ఛానల్ జోక్యం
ହସ୍ତକ୍ଷେପ କରନ୍ତୁ |,ఇంటర్‌లీవ్
ପାରସ୍ପରିକ କ୍ରିୟା,పరస్పర చర్య
ପାରସ୍ପରିକତା,ఇంటరాక్టివిటీ
ଇଣ୍ଟରକମ୍ |,ఇంటర్‌కామ్
ଆନ୍ତ c- ସଂଯୋଗକାରୀତା |,ఇంటర్కనెక్టివిటీ
ଇଣ୍ଟରଫେସ୍,ఇంటర్ఫేస్
ଇଣ୍ଟରଫେସ୍ ସ୍କାନିଂ |,ఇంటర్ఫేస్ స్కానింగ్
ହସ୍ତକ୍ଷେପ,జోక్యం
ହସ୍ତକ୍ଷେଳ୍ପ ଜୋନ୍ |,జోక్యం జోన్
ହସ୍ତକ୍ଷେପ କରୁଥିବା ଚ୍ୟାନେଲ |,జోక్యం చేసుకునే ఛానెల్
ପରିବେଶ ଫ୍ରିକ୍ୱେନ୍ସି କରିବା |,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସଙ୍କେତ ହସ୍ତକ୍ଷେପ କରିବା |,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
ଆନ୍ତରିକରାତ୍ରା,ఇంటర్‌ఫ్రేమ్
ହସ୍ତକ୍ଷେପ କରନ୍ତୁ |,ఇంటర్‌లీవ్
ଅନ୍ତର୍ଭୁକ୍ତ |,ఇంటర్‌లీవ్డ్
ମଧ୍ୟବର୍ତ୍ତୀ stream ରଣା |,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
ସାଧାରଣତ। |,ఇంటర్‌లీవర్
ଅନ୍ତର୍ଭୁକ୍ତ,ఇంటర్‌లీవింగ్
ଅନ୍ତର୍ଭୁକ୍ତ,ఇంటర్‌లీవింగ్
ଇଣ୍ଟରଲିଭେଭିଙ୍ଗ୍ ଅବଧି |,ఇంటర్‌లీవింగ్ కాలం
ପୂର୍ବରୁ ସର୍କିଟ୍ |,ఇంటర్‌లాక్ సర్క్యూట్
ଇଣ୍ଟରଲକ୍ ସୁଇଚ୍ |,ఇంటర్‌లాక్ స్విచ్
ତାଲିମପ୍ରାପ୍ତ,ఇంటర్‌లాకింగ్
ମଧ୍ୟବର୍ତ୍ତୀ ବିଫଳତା |,ఇంటర్మీడియట్ వైఫల్యం
ମଧ୍ୟବର୍ତ୍ତୀ ଫ୍ରିକ୍ୱେନ୍ସି,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
ମଧ୍ୟବର୍ତ୍ତୀ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
ମଧ୍ୟବର୍ତ୍ତୀ,అడపాదడపా
ମଧ୍ୟସ୍ଥି କରେଣ୍ଟ୍ |,అడపాదడపా కరెంట్
ଇଣ୍ଟମୋଡୋଡୁଲେସନ୍,ఇంటర్‌మోడ్యులేషన్
ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତି |,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
ଇଣ୍ଟରମୋଡୁଲେସନ୍ ନିର୍ଗମନ |,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
ସାଂଖ୍ୟିକ ଭାବରେ ଅସନ୍ତୁଷ୍ଟ ପରୀକ୍ଷା |,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
ଇଣ୍ଟରନେଟ୍,అంతర్జాలం
ଇଣ୍ଟରନେଟ୍ ପ୍ରସାରଣକାରୀ |,ఇంటర్నెట్ ప్రసారం
ଇଣ୍ଟରନେଟ୍ ଚାଟିଂ |,ఇంటర్నెట్ చాటింగ్
ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ ଷ୍ଟାକ |,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
ଇଣ୍ଟରନେଟ୍ ରେଡିଓ |,ఇంటర్నెట్ రేడియో
ଇଣ୍ଟରନେଟ୍ ଷ୍ଟ୍ରିମିଂ |,ఇంటర్నెట్ స్ట్రీమింగ్
ଇଣ୍ଟରନେଟ୍ ଭିଡିଓ |,ఇంటర్నెట్ వీడియో
ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା,ఇంటర్‌పెరాబిలిటీ
ଇଣ୍ଟରପୋଲେସନ୍,ఇంటర్‌పోలేషన్
ଅନୁବାଦକ,వ్యాఖ్యాత
ବାଧା,అంతరాయం
ବାଧା,అంతరాయం
ସାଂଘାତିକ,అంతరాయం
ବ୍ୟବଧାନ,విరామం
ଅନୁରୂପ,ఇంట్రాకోడింగ్
ଇଣ୍ଟ୍ରାଫ୍ରେମ୍ |,ఇంట్రాఫ్రేమ్
ଇଣ୍ଟ୍ରାନେଟ୍ |,ఇంట్రానెట్
ଚିତ୍ରାଙ୍କ୍ |,ఇంట్రాపికర్
ଇଣ୍ଟ୍ରାୱେବ |,ఇంట్రావేబ్
ଅନ୍ତର୍ନିହିତ ସେମିକଣ୍ଡକ୍ଟର |,అంతర్గత సెమీకండక్టర్
ଇନଭର୍ସ କରେଣ୍ଟ୍ |,విలోమ కరెంట్
ଇନଭର୍ସ ସ୍ପାଟିଆଲ୍ କାର୍ଯ୍ୟ |,విలోమ ప్రాదేశిక ఆపరేట్
ଓଲଟା,విలోమ
ଓଲଟା l ଆଣ୍ଟେନା |,విలోమ ఎల్ యాంటెన్నా
ଓଲଟା ଭି ଆଣ୍ଟେନା |,విలోమ V యాంటెన్నా
ଜିଭର୍,ఇన్వర్టర్
ଅନିୟମିତ |,సక్రమంగా
ଅପ୍ରାସଙ୍ଗିକର ଉପାଦାନ |,అసంబద్ధమైన మూలకం
ବିଚ୍ଛିନ୍ନାଙ୍କନ ନେଟୱର୍କ |,ఐసోలేషన్ నెట్‌వర్క్
ଆଇସୋଲେଟର,ఐసోలేటర్
ଜାମର୍,జామర్
ଜାମ୍,జామింగ్
ଜାରଗନ୍ ଫାଇଲ୍ |,పరిభాష ఫైల్
ଜାଭା ସ୍କ୍ରିପ୍ଟ,జావా స్క్రిప్ట్
ଜିଙ୍ଗଲ୍,జింగిల్
ଠେକୁଟର୍,జిట్టర్
ଯୋନା,జాయినర్
ମିଳିତ,ఉమ్మడి
ମିଳିତ ଧିକ୍,జాయింటెడ్
ଜମ୍ପର୍,జంపర్
ଜଙ୍କ୍ |,జంక్
ଜଙ୍କ୍ ମେଲ୍ |,చెత్త మెయిల్
କର୍ଣ୍ଣଲ |,కెర్నల్
ଚାବି,కీ
କୀବୋର୍ଡ୍,కీబోర్డ్
କୀ,KEEER
କି /ଟ୍ |,కీనోట్
କିଲୋସେଲ୍କର |,కిలోసైకిల్
କିଲୋଲଟ୍ |,కిలోవోల్ట్
କିଡୋୋଟାଟ୍ |,కిలోవాట్
ସମ୍ପର୍କୀୟ,కైనమాటిక్స్
ଆଣ୍ଠୁ ପଏଣ୍ଟ ଭୋଲଟେଜ୍ |,మోకాలి పాయింట్ వోల్టేజ్
ଗାଡ଼ି,నాబ్
ଜ୍ଞାନ କୋଷ,జ్ఞాన స్థావరం
ଜ୍ଞାନ ପ୍ରତିନିଧିତ୍ୱ |,జ్ఞాన ప్రాతినిధ్యం
L ନେଟୱର୍କ,L నెట్‌వర్క్
L ବିଭାଗ ଫିଲ୍ଟର୍ |,L సెక్షన్ ఫిల్టర్
ଲେଗ୍ ଏବଂ ଲିଡ୍ |,లాగ్ మరియు సీసం
ଲଗିଂ କରେଣ୍ଟ୍ |,లాగింగ్ కరెంట్
ଶକ୍ତିଯୁକ୍ତ ଫ୍ୟାକ୍ଟର୍ |,లాగింగ్ పవర్ ఫ్యాక్టర్
ବିଳମ୍ବ,లామినేటెడ్
ପ୍ରଦୀପ,దీపం
ଲାପଟପ୍,ల్యాప్‌టాప్
ଲେଜର ଫ୍ରିକ୍ୱେନ୍ସି |,లేజర్ ఫ్రీక్వెన్సీ
ପରିଶ୍ରମୀ ତ୍ରୁଟି |,గుప్త లోపం
ଅହଂତ୍ତତା,గుప్త వేడి
ଅକ୍ଷାଂଶ,అక్షాంశం
ସ୍ତର,పొర
ଲେଆଉଟ୍ |,లేఅవుట్
ଲେଆଉଟ୍ ଯୋଜନା,లేఅవుట్ ప్రణాళిక
ସୀସା |,సీసం
ଅଗ୍ରଣୀ ପର୍ଯ୍ୟାୟ |,ప్రముఖ దశ
ଲିକ୍ ପ୍ରମାଣ |,లీక్ ప్రూఫ్
ଲିକେଜ୍ |,లీకేజ్
ଲିଜ୍ ସର୍କିଟ୍ |,లీజుకు ఇచ్చిన సర్క్యూట్
ଲେନ୍ସ,లెన్స్
ସ୍ତରୀୟ ସୂଚକ,స్థాయి సూచిక
ହାଲୁକା ନିୟନ୍ତ୍ରଣ,కాంతి నియంత్రణ
ଲାଇଟ୍ କଲମ,లైట్ పెన్
ବଜ୍ରପାତ,మెరుపు అరెస్టర్
ସୀମା,పరిమితి
ଏମ୍ପ୍ଲିଫାୟର୍ ସୀମିତ କରିବା |,పరిమితం చేసే యాంప్లిఫైయర్
ରେଖା କ୍ଷତି |,లైన్ నష్టం
ରେଖା ଶବ୍ଦ,లైన్ శబ్దం
ଦୃଷ୍ଟିଶକ୍ତ,దృష్టి రేఖను
ରେଖା ପର୍ଯ୍ୟାୟ,పంక్తి దశ
ରେଖା ପ୍ରସାରଣ,లైన్ ట్రాన్స్మిషన్
ରେଖା ଅନଲୋଡ୍ ହୋଇଛି |,పంక్తి అన్‌లోడ్ చేయబడింది
ର line ଖିକ ପରିମାଣର |,లీనియర్ క్వాంటిజర్
ର line ଖ,సరళత
ରେଖା-କୋଇକ୍ସିଆଲ୍ |,లైన్-కోక్సియల్
ରେଖା-ସମାନଜୀବୀ |,లైన్-ఈక్వలైజర్
ରେଖା-ଫ୍ରିକ୍ୱେନ୍ସି,లైన్-ఫ్రీక్వెన్సీ
ରେଖା-ପ୍ରତିବନ୍ଧକତା |,లైన్-ఇంపెడెన్స్
ରେଖା-ଚତୁର୍ଥାଂଶ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
ଲିଙ୍କ୍,లింక్
ଲିନର,లింకర్
ଓଠ-ମାଇକ୍ରୋଫୋନ୍ |,లిప్-మైక్రోఫోన్
ଲାଇଭ୍ ବ୍ରଡକାଷ୍ଟ |,ప్రత్యక్ష ప్రసారం
ଜୀବନ୍ତ ସର୍କିଟ |,లైవ్ సర్క్యూట్
ଲାଇଭ୍ ପ୍ରୋଗ୍ରାମ୍ |,ప్రత్యక్ష కార్యక్రమం
ଲୋଡ୍,లోడ్
ଲୋଡ୍ କ୍ଷମତା |,లోడ్ సామర్థ్యం
ବହନ କ୍ଷମତା ଭାର ବହନ କରନ୍ତୁ |,లోడ్ మోసే సామర్థ్యం
ଲୋଡ୍ ବର୍ଣ୍ଣିତ |,లోడ్ లక్షణం
ଲୋଡ୍ ଟେପିସନ୍ |,లోడ్ ఇంపెడెన్స్
ଲୋଡ୍ ହୋଇଛି,లోడ్ చేయబడింది
ଲୋଡର୍,లోడర్
ଲୋଡ୍ କରୁଛି,లోడ్
କୋଇଲା ଲୋଡିଙ୍ଗ୍ |,కాయిల్ లోడ్ అవుతోంది
ଲୋଡ୍-ଟେଷ୍ଟ୍ |,లోడ్-టెస్ట్
ଲୋବ,లోబ్
ଲବ୍ ଆଣ୍ଟେନା |,లోబ్ యాంటెన్నా
ସ୍ଥାନୀୟ କ୍ଷେତ୍ର ନେଟୱାର୍କ |,లోకల్ ఏరియా నెట్వర్క్
ସ୍ଥାନୀୟ ବ୍ୟାଟେରୀ |,స్థానిక బ్యాటరీ
ସ୍ଥାନୀୟ ଓକିଲର୍ |,స్థానిక ఓసిలేటర్
ଲଗ୍,లాగ్
ଲଗ ବୁକ୍ |,లాగ్ బుక్
ଲଗ୍ ଇନ୍ କରନ୍ତୁ (ଲଗ୍ ଅନ୍),లాగిన్ (లాగిన్ అవ్వండి)
ଲଗ୍ ଅଫ୍ କରନ୍ତୁ (ଲଗ୍ ଆଉଟ୍),లాగ్ ఆఫ్ (లాగ్ అవుట్)
ଲଗ୍ ସିଟ୍ |,లాగ్ షీట్
Logarithm,లోగరిథం
ଲୋଗାରିଥମିକ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,లోగరిథమిక్ యాంప్లిఫైయర్
ଲୋଗାରିଥମିକ୍ ଅନୁପାତ,లోగరిథమిక్ నిష్పత్తి
Logarithmic ପ୍ରତିକ୍ରିୟା |,లోగరిథమిక్ ప్రతిస్పందన
ଲୋଗାରିଥମିକ୍ ସ୍କେଲ୍ |,లోగరిథమిక్ స్కేల్
ଲଗିଂ,లాగింగ్
ତର୍କ,లాజిక్
ଏକାଧିକ ଗେଟ୍ |,లాజిక్ గేట్
ତର୍କ କାର୍ଯ୍ୟ,లాజిక్ ఆపరేషన్
ଯୁକ୍ତିଯୁକ୍ତ,తార్కిక
ଲଜିକାଲ୍ ଫ୍ରେମ୍ |,తార్కిక ఫ్రేమ్
ଲୋଗୋ ଇନ୍ସର୍ଟerar ର |,లోగో ఇన్సర్టర్
ଦ୍ରାଘିମା,రేఖాంశం
ଲୁପ୍ |,లూప్
ଲୁପ୍ ଆଣ୍ଟେନା |,లూప్ యాంటెన్నా
ଲୁପ୍ ଲାଭ |,లూప్ లాభం
ଲୁପ୍ ପରୀକ୍ଷା |,లూప్ పరీక్ష
ଖାଲି ଯୋଗାଯୋଗ |,వదులుగా పరిచయం
ଖାଲି କନ୍ସଲିଂ |,వదులుగా కలపడం
କ୍ଷତିହୀନ ଆଣ୍ଟେନା |,లాస్‌లెస్ యాంటెన్నా
କ୍ଷତିହୀନ ସଙ୍କୋଚନ |,లాస్‌లెస్ కంప్రెషన్
କ୍ଷତି ହୋଇଥିବା ସଙ୍କୋଚନ |,లాస్సీ కంప్రెషన్
ଉଚ୍ଚ ସ୍ୱର (ଧ୍ୱନି),లౌడ్నెస్ (ధ్వని)
ଉଚ୍ଚ ସ୍ୱରରେ,లౌడ్‌స్పీకర్
ନିମ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |,తక్కువ పౌన .పున్యం
ନିମ୍ନ ସ୍ତରୀୟ ଭାଷା |,తక్కువ స్థాయి భాష
କମ୍ କ୍ଷତି ଫିଡର୍ |,తక్కువ నష్టం ఫీడర్
କମ୍ କ୍ଷତି ନମନୀୟ କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
କମ୍ ଶବ୍ଦ ରିସିଭର୍ |,తక్కువ శబ్దం రిసీవర్
କମ୍ କକ୍ଷପଥଗୁଡ଼ିକ ସାଟେଲାଇଟ୍ |,తక్కువ కక్ష్య ఉపగ్రహ
କମ୍ ପାସ୍ ଫିଲ୍ଟର୍ |,తక్కువ పాస్ ఫిల్టర్
କମ୍ ପ୍ରତିକ୍ରିୟାଶୀଳ earting |,తక్కువ ప్రతిచర్య ఎర్తింగ్
ନିମ୍ନ ପ୍ରତିରୋଧ ପଥ |,తక్కువ నిరోధక మార్గం
ଲୁଗ୍ |,లగ్
ଲୁମିନାନ୍ସ |,ప్రకాశం
ଗୁଣ୍ଡ,ముద్ద
ମାକ୍ରୋ ବ୍ଲକ୍ |,స్థూల బ్లాక్
ମାକ୍ରୋ ସଂଜ୍ଞା,స్థూల నిర్వచనం
ମାକ୍ରୋ ଦର୍ଶନ |,స్థూల దృష్టి
ଯାଦୁ ଆଖି,మేజిక్ కన్ను
ଚୁମ୍ବକ,అయస్కాంతం
ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର |,అయిస్కాంత క్షేత్రం
ଚୁମ୍ବକୀୟ ଫ୍ଲକ୍ସ |,అయస్కాంత ప్రవాహం
ଚୁମ୍ବକୀୟ ପୋଲ |,అయస్కాంత ధ్రువం
ଚୁମ୍ବକୀୟ storm ଡ |,అయస్కాంత తుఫాను
ଚୁମ୍ବକୀୟ ସୁଇଚ୍ |,మాగ్నెటిక్ స్విచ్
ଚୁମ୍ବକୀୟ ଟେପ୍ |,అయస్కాంత టేప్
ଚୁମ୍ବକବାଦ,అయస్కాంతత్వం
ମେଲ୍ ମିଶ୍ରଣ,మెయిల్ విలీనం
ମେଲିଂ ତାଲିକା,మెయిలింగ్ జాబితా
ମୁଖ୍ୟ ବାହକ |,ప్రధాన క్యారియర్
ରକ୍ଷଣାବେକ୍ଷଣ,నిర్వహించండి
ରକ୍ଷଣାବେକ୍ଷଣ,నిర్వహణ
ରକ୍ଷଣାବେକ୍ଷଣ ଦଳ |,నిర్వహణ బృందం
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,మెజారిటీ క్యారియర్
ଯୋଗାଯୋଗ ରିଲେ କର |,కాంటాక్ట్ రిలే చేయండి
ମେକ୍-ଏବଂ-ବ୍ରେକ୍ ସୁଇଚ୍ |,మేక్-అండ్-బ్రేక్ స్విచ్
ପୁରୁଷ-ସଂଯୋଜକ |,మగ-కనెక్టర్
ମଣିଷ ଶବ୍ଦ କଲା |,మనిషి శబ్దం చేశాడు
ପରିଚାଳନା ସୂଚନା ସିଷ୍ଟମ୍ (MIS),నిర్వహణ సమాచార వ్యవస్థ (తప్పు)
ମନିପ୍ୟୁଲେଟ୍ |,మార్చబడింది
ମାନୁଆଲ୍ ନିୟନ୍ତ୍ରଣ |,మాన్యువల్ నియంత్రణ
ମାନୁଆଲ୍ ପଦ୍ଧତି |,మాన్యువల్ పద్ధతి
ସୁରକ୍ଷା ସତର୍କତାର ମାନୁଆଲ୍ |,ముందు జాగ్రత్త యొక్క మాన్యువల్
ମାନୁଆଲୀ ପରିଚାଳିତ |,మానవీయంగా పనిచేస్తుంది
ନିର୍ମାତା,తయారీదారు
ମାସ୍କ,ముసుగు
ମାସ୍କେ,మాస్కీ
ମାସ୍କର୍,మాస్కర్
ମାସ୍କିଂ |,మాస్కింగ్
ମାସ୍କିଂ ଆଚରଣ |,మాస్కింగ్ ప్రవర్తన
ଅଡିଓର ମାସ୍କିଂ ପ୍ରଭାବ |,ఆడియో యొక్క మాస్కింగ్ ప్రభావం
ମାସ୍କିଂ ସୀମା,మాస్కింగ్ థ్రెషోల్డ్
ମାସ୍କିଂ ସ୍ୱର,మాస్కింగ్ టోన్
ମାଷ୍ଟ,మాస్ట్
ମସ୍ତଷ୍ଟ ରେଡିଆର୍ |,మాస్ట్ రేడియేటర్
ମାଷ୍ଟର ନିୟନ୍ତ୍ରଣ |,మాస్టర్ కంట్రోల్
ମାଷ୍ଟର ଓସ୍କିଲାଟିଟି |,మాస్టర్ ఓసిల్లట్రార్
ମ୍ୟାଚ୍-ପ୍ରତିବନ୍ଧକ |,మ్యాచ్-ఇంపెడెన్స్
ନେଟୱର୍କ ନେଟୱର୍କ ସହିତ ମେଳ ଖାଉଛି |,సరిపోయే నెట్‌వర్క్
ଷ୍ଟବ୍ ମେଳ |,మ్యాచింగ్ స్టబ్
ଟ୍ରାନ୍ସଫର୍ମର ସହିତ ମେଳ |,మ్యాచింగ్ ట్రాన్స్ఫార్మర్
ବସ୍ତୁ-କ୍ରୟ,మెటీరియల్-ప్రోక్వర్
ମାଟ୍ରିକ୍ସ,మాతృక
ସର୍ବାଧିକକରଣ,గరిష్టీకరణ
ସର୍ବାଧିକ ଚାହିଦା ସୂଚକ |,గరిష్ట డిమాండ్ సూచిక
ସର୍ବାଧିକ ପାୱାର୍ ଘନତା |,గరిష్ట శక్తి సాంద్రత
ସର୍ବାଧିକ ସମ୍ବେଦନଶୀଳତା |,గరిష్ట సున్నితత్వం
ସର୍ବାଧିକ ତାପମାତ୍ରା,గరిష్ట ఉష్ణోగ్రత
ସର୍ବାଧିକ ଉପଯୋଗୀ ଫ୍ରିକ୍ୱେନ୍ସି |,గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ
ସର୍ବାଧିକ ମୂଲ୍ୟ,గరిష్ట విలువ
ବିଫଳତାର ଅର୍ଥ ସମୟ |,వైఫల్యానికి సగటు సమయం
ଅର୍ଥ ମୂଲ୍ୟ,సగటు విలువ
ମାପ ହୋଇଥିବା ସଙ୍କେତ |,కొలిచిన సిగ్నల్
ମାପ,కొలత
ଉପକରଣ ମାପିବା |,కొలిచే పరికరం
ଉପକରଣ ମାପିବା |,కొలిచే పరికరాలు
ଯନ୍ତ୍ର ମାପିବା,కొలత పరికరం
କ୍ଷେତ୍ର ଶକ୍ତିର ଯନ୍ତ୍ର ମାପିବା |,క్షేత్ర బలం యొక్క కొలత పరికరం
ଟେପ୍ ମାପିବା |,కొలిచే టేప్
ଯନ୍ତ୍ରକ .ଶଳ |,విధానం
ମିଡିଆ ସର୍ଭର |,మీడియా సర్వర్
ମଧ୍ୟମ,మధ్యస్థం
ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି |,మధ్యస్థ పౌన frequency పున్యం
ମଧ୍ୟମ ଫ୍ରିକ୍ୱେନ୍ସି ତରଙ୍ଗ |,మీడియం ఫ్రీక్వెన్సీ వేవ్
ମଧ୍ୟମ ତରଙ୍ଗ (MW),మీడియం వేవ్ (MW)
ମେଗା-ଓହମ୍ |,మెగా-ఓహెచ్
Megger,మెగర్
ସ୍ମୃତି,మెమరీ
ଉପକୃତ,మార్గదర్శకత్వం
ମେନୁ ବାର୍,మెనూ పట్టిక
ମର୍କୁରୀ ସୁଇଚ୍ |,మెర్క్యురీ స్విచ్
ମିଶ୍ରଣ,విలీనం
ବାର୍ତ୍ତା |,సందేశం
ମେଟାଡାଟା |,మెటాడేటా
ଧାତୁ-ଅକ୍ସାଇଡ୍ ସେମିକଣ୍ଡକ୍ଟର ଡିଏଚ୍ |,మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్
ଧାତୁ-ଶନିବା କେବୁଲ୍ |,మెటల్-షీట్డ్ కేబుల్
ମିଟର,మీటర్
ଭୋଜନର ପ୍ୟାନେଲ୍ |,మీటరింగ్ ప్యానెల్
ମିକା,మైకా
ମିକା-ଇନସୁଲେସନ୍ |,మైకా-ఇన్సులేషన్
ମାଇକ୍ରୋ-,సూక్ష్మ-
ମାଇକ୍ରୋ ଉପାଦାନ |,మైక్రో కాంపోనెంట్
ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |,మైక్రో కంప్యూటర్
ମାଇକ୍ରୋ-ନିୟନ୍ତ୍ରକ |,మైక్రో కంట్రోలర్
ମାଇକ୍ରୋ-ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,మైక్రో-ఎలక్ట్రానిక్స్
ମାଇକ୍ରୋଫୋନ୍ |,మైక్రోఫోన్
ମାଇକ୍ରୋଫୋନିକ୍ସ |,మైక్రోఫోనిక్స్
ମାଇକ୍ରୋ ପ୍ରପ୍ସେସନସର,మైక్రోప్రాసెసర్
ମାଇକ୍ରୋ-ଭୋଲ୍ଟ (MV),కీ సూక్ష్మ వోల్ట్
ମାଇକ୍ରୋୱେଭ୍ |,మైక్రోవేవ్
ମାଇକ୍ରୋୱେଭ୍ ଆଣ୍ଟେନା |,మైక్రోవేవ్ యాంటెన్నా
ମାଇକ୍ରୋୱେଭ୍ ବିମ୍ |,మైక్రోవేవ్ బీమ్
ମଧ୍ୟଭାଗ ବ୍ୟାଣ୍ଡ,మిడ్-బ్యాండ్
ସ୍ଥାନାନ୍ତରଣ,వలస
ସ୍ଥାନାନ୍ତରଣ ପଥ,వలస మార్గం
କ୍ଷୁଦ୍ରତା |,సూక్ష్మ
ମିନିୟରାଇଜଡ୍ |,సూక్ష్మీకరించినది
ସର୍ବନିମ୍ନ,కనిష్ట
ସର୍ବନିମ୍ନ ତାପମାତ୍ରା |,కనీస ఉష్ణోగ్రత
ସର୍ବନିମ୍ନ ବ୍ୟବହାର ଯୋଗ୍ୟ କ୍ଷେତ୍ର ଶକ୍ତି |,కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం
ସଂଖ୍ୟାଲଘୁ ବାହକ |,మైనారిటీ క్యారియర్
ଭୁଲ ବୁ misାନ୍ତୁ |,తప్పు
ମିଶ୍ରଣ କରନ୍ତୁ |,కలపండి
ମିଶ୍ରିତ ବ୍ଲାନକିଙ୍ଗ |,మిశ్రమ బ్లాంకింగ్
ମିଶ୍ରିତ ସିଙ୍କ୍ |,మిశ్రమ సమకాలీకరణ
ମିକ୍ସର୍,మిక్సర్
ମିକ୍ସର୍ ଟ୍ୟୁବ୍ |,మిక్సర్ ట్యూబ్
ମିଶ୍ରଣ ଙ୍କ,మిక్సింగ్
ମିଶ୍ରଣ ସର୍କିଟ |,మిక్సింగ్ సర్క్యూట్
ମିସୋନିକ୍ |,జ్ఞాపకశక్తి
ମନମୋନିକ୍ସ |,జ్ఞాపకశక్తి
ମୋବାଇଲ୍ |,మొబైల్
ମୋବାଇଲ ମଲ୍ଟିମିଡ଼ିଆ ପ୍ରୟୋଗ,మొబైల్ మల్టీమీడియా అప్లికేషన్
ମୋବାଇଲ ଟିଭି,మొబైల్ టీవీ
ମୋଡ୍,మోడ్
ବିଫଳତାର ଧାରା |,వైఫల్య మోడ్
ପ୍ରସାର ଧାରା,ప్రచార మోడ్
ମଡେଲ୍,మోడల్
ମୋଡେମ୍,మోడెమ్
ଆଧୁନିକ FM ଟ୍ରାନ୍ସମିଟର |,ఆధునిక FM ట్రాన్స్మిటర్
ଆଧୁନିକ ଧାରା,ఆధునిక పోకడలు
ବିନ୍ୟାସ କରିବାର ମୋଡ୍ |,కాన్ఫిగరేషన్ మోడ్‌లు
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,సవరించండి
କ୍ରମାଗତ କ୍ରମାଗତ ତରଙ୍ଗ |,మాడ్యులేటెడ్ నిరంతర వేవ్
ମୋଡଲେଡ୍ ସଙ୍କେତ |,మాడ్యులేటెడ్ సిగ్నల్
ମୋଡ୍ୟୁଲେଟ୍ ତରଙ୍ଗଫର୍ମ |,మాడ్యులేటెడ్ వేవ్‌ఫార్మ్
ମୋଡ୍ୟୁଲେସନ୍,మాడ్యులేషన్
ମୋଡ୍ୟୁଲେସନ୍ ଆଡପ୍ଟିଟ୍ |,మాడ్యులేషన్ యాంప్లిట్యూడ్
ମୋଡ୍ୟୁଲେସନ୍ କ୍ଷମତା |,మాడ్యులేషన్ సామర్ధ్యం
ମୋଡଲେସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି,మాడ్యులేషన్ ఫ్రీక్వెన్సీ
Modutulation Index,మాడ్యులేషన్ సూచిక
ମୋଡୁଲେସନ୍ ର linc ଖଦତା |,మాడ్యులేషన్ లీనియారిటీ
