Telugu,Marathi
ఉమ్మడిగా,संयुक्तपणे
సంయుక్తంగా మరియు వంశపారంపర్యంగా,संयुक्तपणे आणि बर्‍याचदा
ఉమ్మడి యాజమాన్యం,संयुक्त मालकी
ఉమ్మడి బాధ్యత,संयुक्त जबाबदारी
ఉమ్మడి వెంచర్,संयुक्त उपक्रम
జర్నల్,जर्नल
జర్నలిస్ట్,पत्रकार
తీర్పు,निर्णय
జ్యుడిషియల్,न्यायिक
న్యాయ కస్టడీ,न्यायालयीन कोठडी
న్యాయ విచారణ,न्यायालयीन चौकशी
న్యాయ నోటీసు,न्यायालयीन सूचना
న్యాయ శక్తి,न्यायालयीन शक्ती
న్యాయ సేవ,न्यायालयीन सेवा
న్యాయవ్యవస్థ,न्यायव्यवस्था
న్యాయమైన,न्याय्य
జూనియర్ అడ్మినిస్ట్రేటివ్ గ్రేడ్,कनिष्ठ प्रशासकीय ग्रेड
జూనియర్ గుమస్తా,कनिष्ठ लिपिक
ర్యాంకులో జూనియర్,रँक मध्ये कनिष्ठ
జూనియారిటీ,कनिष्ठता
జూనియర్ చాలా,कनिष्ठ सर्वाधिक
జూనియర్ స్కేల్,कनिष्ठ स्केल
అధికార పరిధి,कार्यक्षेत्र
కేవలం,फक्त
న్యాయం,न्याय
న్యాయమైన,न्याय्य
న్యాయంచేయటానికి,औचित्य सिद्ध करा
కీ,की
కీనోట్ చిరునామా,कीनोट पत्ता
తిరిగి కిక్ చేయండి,परत किक
బంధువు,नातलग
కిత్ మరియు బంధువు,किथ आणि नातलग
తెలుసుకోవడం,कसे माहित आहे
పరిజ్ఞానం,जाणकार
శ్రమ,श्रम
కార్మిక ఛార్జీలు,कामगार शुल्क
కార్మిక ఒప్పందం,कामगार करार
లేబర్ కోర్ట్,कामगार न्यायालय
కార్మిక వివాదం,कामगार वाद
కార్మిక శక్తి,कामगार शक्ती
కార్మిక చట్టాలు,कामगार कायदे
లేబర్ రూమ్,कामगार कक्ष
లేబర్ యూనియన్,कामगार संघटना
కార్మిక సంక్షేమం,कामगार कल्याण
ల్యాండ్ అక్విజిషన్,जमीन ucition क्सीशन
ల్యాండ్ మార్క్,जमीन चिन्ह
భూమి రికార్డులు,जमीन नोंदी
భూ సంస్కరణలు,जमीन सुधारणे
భూమి ఆదాయం,जमीन महसूल
భూమి పరిష్కారం,जमीन सेटलमेंट
స్థల కౌలు సమయం,जमीन कार्यकाळ
భూ వినియోగ ధృవీకరణ పత్రం,जमीन वापर प्रमाणपत्र
లోపం,लॅप
పెద్ద ఎత్తున,मोठ्या प्रमाणात
చివరి తేదీ,शेवटची तारीख
శాశ్వత,चिरस्थायी
చివరగా,शेवटी
చివరి చెల్లింపు,शेवटचे देय
ఆలస్యం,उशीरा
ఆలస్యంగా హాజరు ప్రకటన,उशीरा उपस्थिती विधान
లేట్ డ్యూటీ,उशीरा कर्तव्य
ఆలస్యంగా చెల్లింపు,उशीरा देय
తాజాది,नवीनतम
ప్రశంసనీయం,प्रशंसनीय
ప్రయోగం,लॉन्च
చట్టం,कायदा
చట్టం మరియు క్రమం,कायदा आणि सुव्यवस्था
లా బ్రేకర్,कायदा ब्रेकर
లా కోర్ట్ (= న్యాయ న్యాయస్థానం),कायदा न्यायालय (= कायद्याचे न्यायालय)
దావా,खटला
న్యాయవాది,वकील
తీసివేయు,लेफ
లేఅవుట్,लेआउट
నాయకుడు,नेता
నాయకత్వ నాణ్యత,नेतृत्व गुणवत्ता
కరపత్రం,पत्रक
లీక్,गळती
లీపు సంవత్సరం,लीप वर्ष
నేర్చుకోవడం,शिकणे
లీజు,लीज
లీజుకు తీసుకున్న వసతి,भाड्याने घेतलेली निवासस्थान
లీజుహోల్డ్,लीझहोल्ड
లీజుహోల్డర్,लीजहोल्डर
లీజింగ్,भाडेपट्टी
వదిలి,सोडा
ఎన్‌క్యాష్‌మెంట్ వదిలివేయండి,एन्कॅशमेंट सोडा
జీతం వదిలేయండి,पगार सोडा
ఖాళీని వదిలివేయండి,रिक्त जागा सोडा
చెల్లింపు లేకుండా వదిలివేయండి,वेतन न करता सोडा
పేతో వదిలివేయండి,वेतनासह सोडा
లెక్చర్ హాల్,लेक्चर हॉल
లెడ్జర్,लेजर
లెడ్జర్ సంతులనం,खातेवही शिल्लक
లెగసీ,वारसा
చట్టపరమైన,कायदेशीर
చట్టబద్ధత,कायदेशीरपणा
చట్టబద్ధత,कायदेशीरपणा
చట్టబద్ధంగా,कायदेशीररित्या
చట్టపరమైన అభ్యాసం,कायदेशीर सराव
లెగటీ,लेगेटे
స్పష్టంగా,सुवाच्य
శాసనసభ,कायदेविषयक
శాసనసభ వ్యాపారం,विधान व्यवसाय
శాసనసభ,विधिमंडळ
చట్టబద్ధత,कायदेशीरपणा
చట్టబద్ధమైనది,कायदेशीर
విశ్రాంతి,विश्रांती
సానుకూలత,सुस्तपणा
అద్దెదారు,भाडेकरू
లేఖ,पत्र
లెటర్ ప్యాడ్,पत्र पॅड
లెవీ,लेव्ही
బాధ్యత,उत्तरदायित्व
బాధ్యత,जबाबदार
అనుసంధానం,संपर्क
గ్రంధాలయం,लायब्ररी
లైసెన్స్,परवाना
లైసెన్స్ హోల్డర్,परवानाधारक
లైసెన్స్,परवाना
లైసెన్సు,परवानाधारक
లియన్,कर्ज
జీవిత ధృవీకరణ పత్రం,जीवन प्रमाणपत्र
పరిమితి,मर्यादा
పరిమితి,मर्यादा
పరిమితం,मर्यादित
పరిమిత ఆందోళన,मर्यादित चिंता
పరిమిత బాధ్యత,मर्यादित दायित्व
పరిమిత టెండర్,मर्यादित निविदा
లింక్,दुवा
లింక్ చేయబడింది,दुवा साधला
లింక్డ్ ఫైల్,दुवा साधलेली फाईल
లింక్ భాష,लिंक भाषा
లిక్విడేటెడ్ నష్టాలు,निर्धारित नुकसान
లిక్విడేషన్,लिक्विडेशन
లిక్విడేటర్,लिक्विडेटर
జాబితా,यादी
వ్యాపార జాబితా,व्यवसायाची यादी
అక్షరాస్యులు,साक्षर
వ్యాజ్యం,खटला
వ్యాజ్యం,खटला
లివరీ భత్యం,लिव्हरी भत्ता
పశువులు,पशुधन
జీవన ప్రమాణం,राहणीमान
జీవన వేతనం,लिव्हिंग वेतन
లోడ్,लोड करीत आहे
ఋణం,कर्ज
రుణగ్రహీత,कर्जदार
రుణాల విభాగం,कर्ज विभाग
లాబీ,लॉबी
లాబీయింగ్,लॉबींग
వ్యవధిలో లాక్ చేయండి,कालावधीत लॉक
లాక్ అవుట్,लॉक आउट
లోకస్ స్టాండి,लोकस स्टॅंडी
బస,लॉजिंग
లాగ్ బుక్,लॉग बुक
లాజిక్,तर्कशास्त्र
లోగో,लोगो
సుదూర కాల్,लांब अंतर कॉल
పొడవాటి చేతి,लांब हात
చాలా,लॉट
తక్కువ,लोअर
అత్యల్ప రేటు,सर्वात कमी दर
తక్కువ శ్రేణి,कमी दर्जा
లాయల్,निष्ठावान
మొత్తం మొత్తం,एकरकमी बेरीज
లంప్సమ్ గ్రాంట్,लंप्सम अनुदान
యంత్రాలు,यंत्रसामग्री
ప్రభుత్వ యంత్రాలు,सरकारची यंत्रणा
పత్రిక,मासिक
మెయిలింగ్ జాబితా,पत्रव्यवहाराची यादी
నిర్వహించండి,देखभाल
నిర్వహణ,देखभाल
ప్రధాన,प्रमुख
మెజారిటీ,बहुसंख्य
ప్రధాన రచనలు,प्रमुख कामे
మేకప్,मेकअप
దుర్వినియోగం,विकृती
అనారోగ్యం,दुर्दैवी
మాలాఫైడ్,मालाफाइड
దుర్మార్గం,द्वेष
దుర్వినియోగం,गैरवर्तन
దుర్వినియోగం,गैरवर्तन
నిర్వహణ,व्यवस्थापन
నిర్వాహకుడు,व्यवस्थापक
ఆదేశం,आदेश
తప్పనిసరి,अनिवार्य
మండేలు,मंडळे
పనిగంటలు,मॅनहर्स
మానిఫెస్టో,जाहीरनामा
తారుమారు,हाताळणी
యుక్తి,युक्ती
మానవశక్తి,मनुष्यबळ
మ్యాన్-టు-మ్యాన్ ర్యాంకింగ్,मॅन-टू-मॅन रँकिंग
మాన్యువల్,मॅन्युअल
మాన్యువల్ లేబర్,मानवी श्रम
తయారీ,उत्पादन
తయారీదారు,निर्माता
మాన్యుస్క్రిప్ట్,हस्तलिखित
మ్యాప్,नकाशा
మార్జిన్,मार्जिन
ఉపాంత,सीमान्त
వైవాహిక స్థితి,वैवाहिक स्थिती
మార్కెటింగ్,विपणन
మార్కెటింగ్ ఎకానమీ,विपणन अर्थव्यवस्था
మార్క్,चिन्हांकित करा
గణాంకాల పట్టి,गुणपत्रिका
వచ్చిన మార్కులు,गुण प्राप्त
మాస్,वस्तुमान
సామూహిక కమ్యూనికేషన్,मास कम्युनिकेशन
సామూహిక వినియోగం,मोठ्या प्रमाणात वापर
సామూహిక రోగనిరోధకత,मास लसीकरण
మాస్ మీడియా,जनसंपर्क
భారీ ఉత్పత్తి,मोठ्या प्रमाणात उत्पादन
మాస్టర్ ఫైల్,मास्टर फाईल
వేడుకల మాస్టర్,समारंभ मास्टर
మాస్టర్ ప్లాన్,मास्टर प्लॅन
మ్యాచింగ్ గ్రాంట్,जुळणारे अनुदान
పదార్థం,साहित्य
ప్రసూతి,प्रसूती
ప్రసూతి సెలవు,प्रसूती रजा
మెట్రిక్యులేట్,मॅट्रिक
మ్యాట్రిమోనియల్,मॅट्रिमोनियल
పరిపక్వత,प्रौढ
పరిపక్వత తేదీ,परिपक्वता तारीख
గరిష్టంగా,जास्तीत जास्त
అంటే,म्हणजे
కొలత,उपाय
కొలత,मोजमाप
కొలమానాలను,उपाय
మెకానిక్,मेकॅनिक
యాంత్రిక,यांत्रिक
విధానం,यंत्रणा
మీడియా,मीडिया
మధ్యవర్తిత్వం,मध्यस्थी
మెడికల్,वैद्यकीय
వైద్య ప్రయోజనం,वैद्यकीय लाभ
వైద్య పరీక్ష,वैद्यकीय तपासणी
మెడికో-లీగల్,मेडिको-लेगल
మధ్యస్థం,मध्यम
కెమెరాలో సమావేశం,कॅमेर्‍यामध्ये बैठक
సభ్యుడు,सदस्य
మెమో,मेमो
స్మారక చిహ్నం,स्मारक
మానసిక సామర్థ్యం,मानसिक क्षमता
మెను,मेनू
విలీనం,विलीनीकरण
మెరిట్,गुणवत्ता
మెరిట్ జాబితా,गुणवत्ता यादी
మెరిటోరియస్,गुणवंत
యోగ్యత,गुण
మెరిట్ స్కాలర్‌షిప్,गुणवत्ता शिष्यवृत्ती
సందేశం,संदेश
విధానం,पद्धत
పద్దతి,कार्यपद्धती
మెట్రోపాలిటన్ ప్రాంతం,महानगरीय क्षेत्र
మధ్య ఆదాయ సమూహం,मध्यम उत्पन्न गट
మిడిల్మాన్,मिडलमन
మిడ్‌వైఫరీ,मिडवाइफरी
వలస,स्थलांतरित
మైలేజ్,मायलेज
మిలిటెన్సీ,अतिरेकी
మిలీనియం,मिलेनियम
సూక్ష్మ,सूक्ष्म
కనిష్ట,किमान
గనుల తవ్వకం,खाण
మంత్రి,मंत्रीपदाचे
మంత్రిత్వ శాఖ,मंत्रालय
మైనర్,किरकोळ
మైనారిటీ,अल्पसंख्याक
చిన్న పనులు,किरकोळ कामे
నిమిషాలు,मिनिटे
దుర్వినియోగం,गैरव्यवहार
దుర్వినియోగం,गैरवर्तन
న్యాయం యొక్క గర్భస్రావం,न्यायाचा गर्भपात
ఇతరాలు,संकीर्ण
అల్లరి,गैरवर्तन
మిస్‌క్లాసిఫికేషన్,चुकीचे वर्गीकरण
దుష్ప్రవర్తన,गैरवर्तन
తప్పుదారి పట్టించేది,दिशाभूल
దుర్వినియోగం,गैरप्रकार
తప్పుగా పేర్కొనడం,चुकीचे भाष्य
వాస్తవాలను తప్పుగా గుర్తించడం,तथ्ये चुकीची
అపార్థం,गैरसमज
దుర్వినియోగం,गैरवापर
మిశ్రమ ఆర్థిక వ్యవస్థ,मिश्रित अर्थव्यवस्था
మాబ్,जमाव
మొబైల్,मोबाईल
మొబిలిటీ,गतिशीलता
మోడ్,मोड
మోడల్,मॉडेल
మోడరేటర్,नियंत्रक
మార్పు,बदल
కార్యనిర్వహణ పద్ధతి,मोडस ऑपरेंडी
ద్రవ్య మంజూరు,आर्थिक अनुदान
డబ్బు,पैसा
మానిటర్,मॉनिटर
ఏకస్వామ్యం,एकपात्री
మోనోగ్రామ్,मोनोग्राम
గుత్తాధిపత్యం,एकाधिकार
మోనోటోనీ,नीरस
నెలవారీ టూర్ డైరీ,मासिक टूर डायरी
నెల నుండి నెల,महिना ते महिना
నైతికత,नैतिक
ధైర్యం,मनोबल
నైతిక టర్పిట్యూడ్,नैतिक Trpitute
తాత్కాలిక నిషేధం,स्थगिती
మరణాలు,मृत्यू दर
తాకట్టు,गहाण
చాలా రహస్య,सर्वात गोपनीय
మాతృ భాష,मातृभाषा
కదలిక,गती
చలన అధ్యయనం,गती अभ्यास
ప్రేరణ,प्रेरणा
ఉద్దేశ్యం,हेतू
నినాదం,बोधवाक्य
మౌత్‌పీస్,मुखपत्र
కదిలే,जंगम
కదలిక,हलवा
ఉద్యమం,हालचाल
బహుళ,बहुविध
బహుళార్ధసాధక,बहुउद्देशीय
మునిసిపల్ పన్ను,नगरपालिका कर
మ్యూజియం,संग्रहालय
మస్టర్ రోల్,मस्टर रोल
మ్యుటేషన్,उत्परिवर्तन
ముటాటిస్ ముటాండిస్,मुताटिस मुतांडिस
పరస్పర అవగాహన,परस्पर समज
పేరును చూపించే కార్డు,नाव कार्ड
మాదకద్రవ్య,मादक
కథనం మదింపు,कथात्मक मूल्यांकन
కథకుడు,निवेदक
దేశం,राष्ट्र
జాతీయ,राष्ट्रीय
జాతీయవాదం,राष्ट्रवाद
జాతీయత,राष्ट्रीयत्व
జాతీయం,राष्ट्रीयकरण
జాతీయ భాష,राष्ट्रीय भाषा
నేషనల్ సేవింగ్స్ సర్టిఫికేట్,राष्ट्रीय बचत प्रमाणपत्र
స్థానిక,मुळ
సహజ,नैसर्गिक
నాచురలైజేషన్,नॅचरलायझेशन
నావికా శక్తి,नौदल शक्ती
నావిగేబుల్,नेव्हिगेबल
నావిగేషన్,नेव्हिगेशन
Nayes,नायेस
అవసరమైన చర్య,आवश्यक क्रिया
అవసరం,आवश्यक
ప్రతికూల,नकारात्मक
నిర్లక్ష్యం,दुर्लक्ष
నిర్లక్ష్యం,निष्काळजीपणा
అతితక్కువ,उपेक्षणीय
చర్చల చర్చ,वाटाघाटी
చర్చించదగిన పరికరం,वाटाघाटी करण्यायोग्य साधन
చర్చలు,वाटाघाटी
సంధానకర్త,वाटाघाटी करणारा
నేపాటిజం,नेपोटिझम
నెట్,नेट
నికర పెట్టుబడి,निव्वळ गुंतवणूक
తటస్థ,तटस्थ
వార్తలు,बातम्या
వార్తాలేఖ,वृत्तपत्र
వార్తాపత్రిక,वृत्तपत्र
న్యూస్ రీడర్,बातमीवाचक
బంధువు తదుపరి,निकटवर्तीयांना
నైట్ డ్యూటీ,रात्रीचे कर्तव्य
నిల్ రిపోర్ట్,शून्य अहवाल
ప్రవేశం లేదు,प्रवेश नाही
డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు),मागणी प्रमाणपत्र नाही (= थकबाकी प्रमाणपत्र नाही)
నామకరణం,नामांकन
నామమాత్రపు ఖర్చు,नाममात्र किंमत
నామమాత్రపు విలువ (= ముఖ విలువ),नाममात्र मूल्य (= चेहरा मूल्य)
నామినేట్,नामांकन
నామినేషన్,नामनिर्देशन
నామినీ,नॉमिनी
నాన్-ఏజ్,नॉन-एज
నాన్-కాంట్రిబ్యూటరీ,गैर-विरोधाभासी
అనవసరమైనది,अनावश्यक
గెజిటెడ్ కానిది,नॉन-गॅझेटेड
వడ్డీ లేని బేరింగ్,व्याज नसलेले बेअरिंग
న్యాయ-కాని,न्यायालयीन
నాన్-మిస్టీరియల్,गैर-मंत्री
చర్చించలేనిది,वाटाघाटी न करता
నాన్-ఆఫీషియల్,गैर-अधिकृत
"ఎగవేత, చెల్లింపులో వైఫల్యం",पेमेंट
పేమెంట్ కాని సర్టిఫికేట్,पेमेंट नसलेले प्रमाणपत्र
ప్రాక్టీస్ కాని భత్యం,नॉन-प्रॅक्टिसिंग भत्ता
పునరావృతం కాని వ్యయం,नॉन-रिकरिंग खर्च
తిరిగి ఇవ్వబడదు,परत न करण्यायोग्य
నాన్-స్టాట్యూటరీ,नॉन-स्टॅट्यूटरी
టాక్సబుల్ కాని ఆదాయం,करपात्र उत्पन्न
నాన్-టెక్నికల్ పోస్ట్,गैर-तांत्रिक पोस्ट
సాంప్రదాయేతర,अपारंपरिक
అశాబ్దిక కమ్యూనికేషన్,गैर-शाब्दिक संप्रेषण
అభ్యంతర ధృవీకరణ పత్రం లేదు,हरकत प्रमाणपत्र नाही
"లాభం లేదు, నష్టం లేదు","नफा नाही, तोटा नाही"
ప్రమాణం,नियम
సాధారణ,सामान्य
పొగ త్రాగరాదు,धुम्रपान निषिद्ध
గుర్తించదగినది,उल्लेखनीय
వర్తించదు (N.A.),लागू नाही (एन.ए.)
అందుబాటులో లేదు (N.A.),उपलब्ध नाही (एन.ए.)
గమనిక,टीप
నోటీసు,सूचना
గుర్తించదగినది,लक्षात घेण्यासारखे
నోటిఫికేషన్,सूचना
నోటిఫైడ్ ప్రాంతం,अधिसूचित क्षेत्र
గమనించడం మరియు ముసాయిదా,नोटिंग आणि मसुदा
నోషనల్ పే,कल्पित वेतन
బేరానికి వీలులేని,बोलण्यायोग्य नाही
చర్చించదగిన పరికరం కాదు,बोलण्यायोग्य साधन नाही
న్యూక్లియస్,न्यूक्लियस
శూన్య,निरर्थक
శూన్య మరియు శూన్యత,शून्य आणि शून्य
సంఖ్య,क्रमांक
నంబరింగ్,क्रमांकन
సంఖ్య,अंक
ప్రమాణస్వీకారం,शपथ
విధేయత ప్రమాణం,निष्ठा शपथ
కార్యాలయ ప్రమాణం,कार्यालयाची शपथ
విధేయత,आज्ञाधारक
సంస్మరణ,शब्द
వస్తువు,ऑब्जेक्ट
అభ్యంతరం,आक्षेप
లక్ష్యం,उद्दीष्ट
వస్తువులు మరియు కారణాలు,वस्तू आणि कारणे
విధిగా,अनिवार्य
అశ్లీల,अश्लील
అశ్లీల సంజ్ఞ,अश्लील हावभाव
పరిశీలకుడు,निरीक्षक
వాడుకలో లేదు,अप्रचलित
అడ్డంకి,अडथळा
స్పష్టంగా,स्पष्ट
అప్పుడప్పుడు,अधूनमधून
ఆక్యుపెన్సీ,भोगवटा
యజమాని,व्यापक
వృత్తి,व्यवसाय
ఆక్రమించు,व्यापू
ఆక్ట్రోయి డ్యూటీ,ऑक्ट्रोई कर्तव्य
సెలవు,सुट्टीचा दिवस
ఆఫ్ డ్యూటీ,कामावर नसणे
ప్రమాదకరం,आक्षेपार्ह
ఆఫర్,ऑफर
నియామకం ఆఫర్,भेटीची ऑफर
కార్యాలయం,कार्यालय
లాభం యొక్క కార్యాలయం,नफा कार्यालय
అధికారిక,अधिकृत
అధికారికత,अधिकृतम
అధికారిక విధి,अधिकृत कर्तव्य
అధికారిక సభ్యులు,अधिकृत
అధికారిక భాష,अधिकृत भाषा
అధికారికంగా,अधिकृतपणे
అధికారిక నివేదిక,अधिकृत अहवाल
అధికారిక వెర్షన్,अधिकृत आवृत्ती
ఆఫీషియేటింగ్,अधिकृत
మనలో మనమాట,रेकॉर्ड बंद
సరే (O.K.),ठीक आहे (ओ.के.)
అంబుడ్స్‌మన్,लोकपाल
ఖాతా మంజూరులో,खाते अनुदान वर
కోరిక మేరకు,मागणीवर
విధి నిర్వహణలో,कर्तव्य
ఏక పక్షంగా,एक बाजू
లైన్‌లో,लाइन वर
ఆన్-స్పెషల్ డ్యూటీ,विशिष्ट कर्तव्य
ఉద్యోగ శిక్షణ లో,नोकरीच्या प्रशिक्षणात
ఓనస్,ओनस
ఓపెన్ డే,मुक्त दिवस
ఓపెన్ సిస్టమ్,ओपन सिस्टम
తెరవడం,उघडत आहे
ప్రారంభ నిల్వ,प्रारंभिक शिल्लक
తెరచు వేళలు,उघडण्याची वेळ
ఓపెన్ లెర్నింగ్,मुक्त शिक्षण
ఓపెన్ లెటర్,खुले पत्र
ఓపెన్ యూనివర్శిటీ,मुक्त विद्यापीठ
నిర్వహణ ఖర్చు,ऑपरेटिंग किंमत
ఆపరేటింగ్ సిబ్బంది,ऑपरेटिंग स्टाफ
ఆపరేషన్,ऑपरेशन
ఆపరేటివ్,ऑपरेटिव्ह
అభిప్రాయం,मत
వ్యతిరేకత,विरोधी
ఎంపిక,पर्याय
నోటి,तोंडी
ఆర్డర్,ऑर्डर
ఆర్డర్ చెక్,ऑर्डर तपासणी
రిజర్వేషన్ క్రమం,आरक्षणाचा आदेश
నిర్ణయం,अध्यादेश
సంస్థ,संस्था
వ్యవశ్థాపక పట్టిక,संघटनेचा आलेख
నిర్వాహకుడు,आयोजक
ఆధారిత,देणारं
అసలైన,मूळ
అసలు విభాగం,मूळ विभाग
ఒరిజినల్ సేల్ డీడ్,मूळ विक्री डीड
అనియంత్రిత యజమాని,ओस्टेंसिबल मालक
అకస్మాత్తుగా వ్యాపించడం,उद्रेक
దుస్తులను భత్యం,पोशाख भत्ता
అవుట్గోయింగ్ సభ్యుడు,आउटगोइंग मेंबर
అవుట్గోయింగ్ ఫైల్,आउटगोइंग फाईल
వ్యయం,खर्च
అవుట్లెట్,आउटलेट
రూపురేఖలు,बाह्यरेखा
Lo ట్లుక్,आउटलुक
కోర్టు నుండి,कोर्टाबाहेर
కాలాంతరం చెందింది,कालबाह्य
పనిచేయటంలేదు,नियमबाह्य
ముద్రణ నుండి,मुद्रण बाहेर
మలుపు తిరిగింది,वळण बाहेर
మలుపు కేటాయింపు,टर्न वाटपाच्या बाहेर
అవుట్‌పోస్ట్,चौकी
అవుట్పుట్,आउटपुट
పూర్తిగా కొనుగోలు,पूर्णपणे खरेदी
Our ట్‌సోర్స్,आउटसोर्स
అసాధారణ,थकबाकी
వయస్సు కంటే ఎక్కువ,वय जास्त
మొత్తం,एकंदरीत
మొత్తం లోటు,एकूणच तूट
ఓవర్ బిల్లింగ్,ओव्हर बिलिंग
అధిక ఛార్జ్,ओव्हरचार्ज
మీరిన,थकीत
అతిగా అంచనా,अत्यल्प मूल्य
ఓవర్ హెడ్ ఛార్జ్,ओव्हरहेड चार्ज
అతివ్యాప్తి,आच्छादित
ప్రాధాన్యతను అధిగమించడం,अधिलिखित प्राधान्य
ఓవర్-రూల్,अति-नियम
పర్యవేక్షణ,देखरेख
ఓవర్ టైం పే,ओव्हरटाइम वेतन
ఓవర్‌వాల్యుయేషన్,ओव्हरल्यूएशन
యాజమాన్యం,मालकी
ప్యాకేజీ,पॅकेज
ప్యాకేజీ ఒప్పందం,पॅकेज डील
ప్యాకింగ్ మరియు మార్కింగ్,पॅकिंग आणि चिन्हांकित करणे
ప్యాకింగ్ జాబితా,पॅकिंग यादी
ఒప్పందం,करार
చెల్లించిన,देय
చెల్లింపుల మూలధనం,देय भांडवल
కరపత్రం,पत्रक
ప్యానెల్,पॅनेल
కాగితం,कागद
పారా,पॅरा
పారామౌంట్,मुख्यमंत्र
తల్లిదండ్రులు,पालक
తల్లిదండ్రుల,पालक
మాతృ కార్యాలయం,मूळ कार्यालय
అత్యద్బుతము,उत्कृष्टतेच्या पलीकडे
పారి పాసు,पॅरी पासू
పారిటీ,समानता
పార్లమెంటు,संसद
భాగం,भाग
పార్ట్ ఫైల్,भाग फाइल
పాక్షికం,आंशिक
పాల్గొనండి,सहभागी व्हा
ప్రత్యేకించి,विशेष
వివరాలు,तपशील
విభజన,विभाजन
భాగస్వామి,भागीदार
భాగస్వామ్య దస్తావేజు,भागीदारी डीड
పార్ట్ చెల్లింపు,भाग देय
పార్ట్ టైమ్,अर्ध - वेळ
పార్టీ,पार्टी
సమాన విలువ,भाषेचा मुल्य
పాస్,पास
పాసేజ్,रस्ता
పాస్వర్డ్,संकेतशब्द
పేటెంట్,पेटंट
పోషకుడు,संरक्षक
చెల్లించండి,वेतन
చెల్లించే బిల్లు,वेतनपत्र
పే సర్టిఫికేట్,वेतन प्रमाणपत्र
పే రోజు,वेतन दिवस
చెల్లింపుదారు,देयक
చెల్లింపుదారు,देयक
చెల్లింపు,देय
చెల్లించండి,पैसे द्या
పే ఆర్డర్,वेतन ऑर्डर
పేరోల్,वेतन रोल
పే స్కేల్,वेतन स्केल
ధనవి,विचित्र
శిక్ష,दंड
శిక్షా స్మృతి,दंडविधान
శిక్షా వడ్డీ,दंडात्मक व्याज
జరిమానా విధించండి,दंड द्या
పెనాల్టీ,दंड
పెండింగ్‌లో ఉంది,प्रलंबित
పెన్ డౌన్ సమ్మె,पेन डाउन स्ट्राइक
పెన్షన్,पेन्शन
పెన్షనబుల్,पेन्शन करण्यायोग्य
పెన్షనర్,पेन्शनर
పెన్షన్ పథకం,पेन्शन योजना
ఏడాదికి,वार्षिक
ప్రతి బేరర్‌కు,प्रति वाहक
తలసరి (= తలకి),दरडोई (= प्रत्येक डोके)
శాతం,टक्केवारी
శాశ్వత,बारमाही
ప్రిఫరెన్షియల్ కొనుగోలు,प्राधान्य खरेदी
ప్రదర్శించండి,सादर करा
పనితీరు,कामगिरी
కాలం,कालावधी
ఆవర్తన,नियतकालिक
సమీక్షలో ఉన్న కాలం,पुनरावलोकन अंतर्गत कालावधी
పెర్జరీ,खोटे बोलणे
ప్రోత్సాహకాలు,भत्ता देणाऱ्या
శాశ్వత,कायम
ప్రతి మెన్సెం,प्रति मेन्सेम
అనుమతించదగినది,परवानगीयोग्य
అనుమతి,परवानगी
అనుమతి,परवानगी
అనుమతి,परवानगी
శాశ్వత,चिरस्थायी
శాశ్వతత్వం,चिरस्थायी
Perquisites (= ప్రోత్సాహకాలు),परवानग्या (= पर्क्स)
వ్యక్తి,वैयक्तिक
వ్యక్తిగత ఆస్తులు,वैयक्तिक मालमत्ता
వ్యక్తిగత బంధం,वैयक्तिक बंध
వ్యక్తిత్వం,व्यक्तिमत्व
Persona non grata,व्यक्तिमत्त्व नॉन ग्रेटा
సిబ్బంది,कर्मचारी
సిబ్బంది విధానం,कर्मचारी धोरण
దృష్టికోణం,दृष्टीकोन
పర్సుయేషన్,मनापासून
సంబంధిత,समर्पक
పెరెసల్,पेरूसल
పిటిషన్,याचिका
పిటిషనర్,याचिकाकर्ता
దశ,टप्पा
ఛాయాచిత్రం,फोटो
ఫోటోస్టాట్,फोटोस्टॅट
భౌతిక తనిఖీ,शारीरिक तपासणी
శారీరక లోపం,शारीरिक दोष
శారీరక విద్య,शारीरिक शिक्षण
శారీరకంగా వికలాంగులు,शारीरिकदृष्ट्या अपंग
భౌతిక ధృవీకరణ,शारीरिक सत्यापन
పీస్‌మీల్,पीसमेल
ముక్క రేటు,तुकडा दर
యాత్రికుడు,तीर्थयात्रा
పైలట్ ప్రోగ్రామ్,पायलट प्रोग्राम
పిన్,पिन
ప్లేస్‌మెంట్ సేవ,प्लेसमेंट सेवा
పుట్టిన స్థలం,जन्मस्थान
పనిచేసే ప్రదేశం,कामाचे ठिकाण
వాది,फिर्यादी
ప్రణాళిక,योजना
ప్రణాళిక,नियोजन
మొక్క,वनस्पती
ప్లేయర్,प्लेअर
అభ్యర్ధన,विनंती
ప్లీడర్,विनवणीकर्ता
ప్రజాభిప్రాయ సేకరణ,Combiscite
ప్రతిజ్ఞ,तारण
హాజరు కావలసిన సభాసమావేశం,पूर्ण सत्र
ప్లీనిపోటెన్షియరీ,प्लेनिपोटेन्टरी
పునాది ప్రాంతం,प्लिंथ क्षेत्र
విధానం,धोरण
రాజకీయ కార్యకలాపాలు,राजकीय क्रियाकलाप
ఎన్నికలో,मतदान
కాలుష్యం,प्रदूषण
రాజకీయ,राजकीय
పూల్,तलाव
