Hindi,Malayalam
कुंजी,താക്കോൽ
कुंजी पटल,കീ ബോർഡ്
"1.कुंजी उछाल, 2.कुंजी अस्वीकार",കീ ബൗൺസ്
कुंजी क्लिक,കീ ക്ലിക്ക്
कुंजी संपीडन,കീ കംപ്രഷൻ
"1.कुंजी डिस्क, 2.कुंजी चक्रिका",കീ ഡിസ്ക്
कुंजी कूट लेखन,കീ എൻക്രിപ്ഷൻ
मुख्य क्षेत्र,പ്രധാന ഫീൽഡ്
"1.कुंजी फाईल, 2.कुंजी संचिका",കീ ഫയൽ
मुख्य ढांचा,കീ ഫ്രെയിം
मुख्य प्रबंधन,പ്രധാന മാനേജ്മെന്റ്
कुंजी पैड,കീ പാഡ്
कुंजी पैड,കീ പാഡ്
मुख्य वाक्यांश,പ്രധാന വാക്യം
कुंजी स्पंद,കീ പൾസ്
कुंजी छिद्रक,കീ പഞ്ച്
कुंजी छाँटन,കീ വർഗ്ഗീകരണം
"1.कुंजी आघात, 2.कुंजी स्ट्रोक, 3.कुंजी दाब",കീ സ്ട്രോക്ക്
पता-अंतरण कुंजी,പരിവർത്തനത്തെ അഭിസംബോധന ചെയ്യുന്നതിനുള്ള താക്കോൽ
"1.डिस्क कुंजी, 2.चक्रिका कुंजी",ഡിസ്കിലേക്കുള്ള കീ
फ्लापी कुंजी,ഫ്ലോപ്പിയുടെ താക്കോൽ
टेप कुंजी,ടേപ്പിലേക്കുള്ള താക്കോൽ
मुख्य शब्द,പ്രധാന വാക്ക്
"1.किक, 2.ठोकर",തൊഴി
हत,കൊല്ലുക
किलो बिट,കിലോബിറ്റ്
गाँठ,കെട്ടുകൾ
ज्ञान आधारित सूचना सेवायें,അറിവ് അടിസ്ഥാനമാക്കിയുള്ള വിവര സേവനങ്ങൾ
ज्ञान खोज,അറിവ് കണ്ടെത്തൽ
ज्ञान खोज डॉटाबेस,വിജ്ഞാന കണ്ടെത്തൽ ഡാറ്റാബേസ് (KDD)
ज्ञान इंजीनियरी,വിജ്ഞാന എഞ്ചിനീയറിംഗ്
ज्ञान प्रबंधन,വിജ്ഞാന മാനേജ്മെന്റ്
ज्ञानकर्मी,വിജ്ഞാന പ്രവർത്തകൻ
लैन अनुकूलक,ലാൻ അഡാപ്റ്റർ
"1.लैन परिसेवक,2.लैन सर्वर",ലാൻ സെർവർ
लैन कार्यस्थल,LAN ജോലിസ്ഥലം
क्षैतिज चित्र,ലാൻഡ്സ്കേപ്പ്
"1.क्षैतिज चित्र, 2.लैडस्केप",ലാൻഡ്സ്കേപ്പ്
भाषा,ഭാഷ
भाषा अनुदेशातंरक,ഭാഷാ വ്യാഖ്യാതാവ്
भाषा प्रक्रमक,ഭാഷാ പ്രോസസ്സർ
"1.भाषा अंतरक, 2.भाषा अनुवादक",ഭാഷാ വിവർത്തകൻ
लैपटाप,ലാപ്ടോപ്പ്
व्यापक एकीकरण (एल.एस.आई.),വലിയ തോതിലുള്ള ഏകീകരണം (എൽഎസ്ഐ)
बृहत समाकलन (एल एस आई),വലിയ തോതിലുള്ള ഏകീകരണം (LSI)
लेसर,ലേസർ
लेसर मुद्रक,ലേസർ പ്രിന്റർ
अन्तिम आगम प्रथम निर्गम (लिफो),അവസാനം ആദ്യം പുറത്തായി (LIFO)
परत,പാളി
"खाका, अभिन्यास",ലേഔട്ട്
"1.पर्ण, 2.पत्ती,3. पत्र",ഇല
पर्ण आसंधि,ഇല നോഡ്
पर्ण स्थल,ഇല സൈറ്റ്
पट्टा,പാട്ടത്തിനെടുക്കുക
"1.पट्टा चैनल, 2.पट्टा प्रणाल पट्टा",പാട്ടത്തിനെടുത്ത ചാനൽ
"1.लाइन,2.पट्टा रेखा",പാട്ടത്തിനെടുത്ത ലൈൻ
न्यूनत्तम सार्थक बिट शेल.एस.बी),ഏറ്റവും കുറഞ്ഞ ബിറ്റ് (എൽഎസ്ബി)
अल्पतम सार्थक अंक,ഏറ്റവും കുറഞ്ഞ അക്കം
"1.विरासती व्यवस्था,2.विरासती तंत्र",പൈതൃക വ്യവസ്ഥ
"1.लेमा, 2.प्रमेयिका",ലെമ്മ
पत्र गुणवत्ता (एल क्यू),അക്ഷര നിലവാരം (LQ)
शब्दिम,ലെക്സെം
कोश विज्ञान,ലെക്സിക്കോഗ്രാഫി
"1.संग्रह,2.लाइब्रेरी",പുസ്തകശാല
"1.लाइब्रेरी प्रोग्राम, 2.संग्रह क्रमादेशन",ലൈബ്രറി പ്രോഗ്രാം
लाइब्रेरी उपनेमिका,ലൈബ്രറി സബ്-റോട്ടീൻ
"1.लाइसेंस अनुबंध, 2.लाइसेंस करारनामा",ലൈസൻസ് കരാർ
प्रकाश उत्सर्जक डायोड (एल ई डी),ലൈറ്റ് എമിറ്റർ ഡയോഡ് (എൽഇഡി)
प्रकाश गन,നേരിയ തോക്ക്
प्रकाश पेन,നേരിയ പേന
रैखिक अनुकूलक,ലൈൻ അഡാപ്റ്റർ
लाइन संपादन,ലൈൻ എഡിറ്റിംഗ്
"1.लाइन मुद्रक, 2.लाइन प्रिंटर",ലൈൻ പ്രിന്റർ
"1.रैखिक, 2.रेखीय",ലീനിയർ
रेखाएं प्रति मिनट (एल पी एम),മിനിറ്റിലെ വരികൾ (LPM)
"1. कड़ई, लिंक, 2. श्रृंखला ,3. बंध",ലിങ്ക്
श्रृंखलित सूची,ലിങ്ക് ചെയ്ത പട്ടിക
लिनक्स,ലിനക്സ്
"1.लिक्विड क्रिस्टल डिस्पले, 2.द्रव क्रिस्टल प्रदर्श (एल सी डी)",ലിക്വിഡ് ക്രിസ്റ്റൽ ഡിസ്പ്ലേ (എൽസിഡി)
सूची प्रक्रमण,ലിസ്റ്റ് പ്രോസസ്സിംഗ്
"1.आक्षर,2.शाब्दिक",അക്ഷരാർത്ഥം
"1.सक्रिय, 2.सजीव, 3.विद्युन्मय, 4.चल",തത്സമയം
सजीव आसंधि,ലൈവ് നോഡ്
"1.भार, 2.लोड",ലോഡ് ചെയ്യുക
"1.लोड मॉडयूल, 2.भार प्रतिरुपक",ലോഡ് മൊഡ്യൂൾ
"1.स्थानीय, 2.स्थानिक",പ്രാദേശിക
स्थानीय अभिगम,പ്രാദേശിക പ്രവേശനം
स्थानीय क्षेत्र जालक्रम (लैन),ലോക്കൽ ഏരിയ നെറ്റ്‌വർക്ക് (ലാൻ)
स्थानीय स्पष्टता,പ്രാദേശിക നിർവചനം
"1. स्थानीय जालक्रम ,2. स्थानीय केंद्र,3. स्थानीय विनिमय",പ്രാദേശിക കൈമാറ്റം
स्थानीय स्मृति,പ്രാദേശിക മെമ്മറി
स्थानीय विधा,പ്രാദേശിക മോഡ്
स्थानीय चर,പ്രാദേശിക വേരിയബിൾ
"पाश, लॉक",പൂട്ടുക
पाशित संचिका,ലോക്ക് ചെയ്ത ഫയൽ
सत्रारंभ,ലോഗിൻ=ലോഗിൻ ചെയ്യുക
सत्रांत,ലോഗ് ഓഫ്-ലോഗ് ഔട്ട്
संलेखन,ലോഗിംഗ്
तर्क विश्लेषक,ലോജിക് അനലൈസർ
तर्क बम,ലോജിക് ബോംബ്
तर्क कार्ड,ലോജിക് കാർഡ്
तर्क संचित्र (प्रवाह संचित्र),ലോജിക് ചാർട്ട് (ഫ്ലോ ചാർട്ട്)
तर्क परिपथ,ലോജിക് സർക്യൂട്ട്
तर्क अभिकल्प,ലോജിക് ഡിസൈൻ
तर्क आरेख,ലോജിക് ഡയഗ്രം
तार्किक प्रवाह संचित्र,ലോജിക് ഫ്ലോ ചാർട്ട്
तर्क फलन,ലോജിക് ഫംഗ്ഷൻ
तर्क गेट,ലോജിക് ഗേറ്റ്
"1.तर्क प्रोग्रामन, 2.तर्क क्रमादेशन",ലോജിക് പ്രോഗ്രാമിംഗ്
तर्क विस्थापन,ലോജിക് ഷിഫ്റ്റ്
तर्क अवस्था,യുക്തിയുടെ അവസ്ഥ
तर्क स्विच,ലോജിക് സ്വിച്ച്
तर्क इकाई,ലോജിക് യൂണിറ്റ്
तार्किक,ലോജിക്കൽ
तार्किक संयोजन,ലോജിക്കൽ കണക്ഷൻ
तार्किक आँकड़आ संरचना,ലോജിക്കൽ ഡാറ്റ ഘടന
तर्कसंगत आरेख,ലോജിക്കൽ ഡയഗ്രം
तार्किक व्यंजक,ലോജിക്കൽ എക്സ്പ്രഷൻ
तार्किक प्रवाह संचित्र,ലോജിക്കൽ ഫ്ലോ ചാർട്ട് (ഫ്ലോ ചാർട്ട്)
तार्किक आई एफ (तार्किक यदि),ലോജിക്കൽ IF
तर्कसंगत संक्रिया,ലോജിക്കൽ പ്രവർത്തനം
तर्कसंगत संकारक,ലോജിക്കൽ ഓപ്പറേറ്റർ
तर्कसंगत संबंधन,ലോജിക്കൽ ബന്ധം
तार्किक योजना,ലോജിക്കൽ സ്കീം
"1.तर्कसंगत संप्रतीक,2.तार्किक संप्रतीक",ലോജിക്കൽ ചിഹ്നം
तार्किक प्ररुप,ലോജിക്കൽ തരം
तार्किक मान,ലോജിക്കൽ മൂല്യം
तार्किक चर,ലോജിക്കൽ വേരിയബിൾ
हासिल अग्रावलोकन,മുന്നോട്ട് നോക്കൂ
अग्रावलोकन समुच्चय,മുന്നോട്ട് നോക്കൂ
अवलोकन,തിരയൽ
"1.लूप, 2.पाश",ലൂപ്പ്
पाश नियंत्रण,ലൂപ്പ് നിയന്ത്രണം
पाश प्रारंभन,ലൂപ്പ് സമാരംഭം
पाश आपरिवर्तन,ലൂപ്പ് പരിഷ്ക്കരണം
"1.पाश जालक्रम, 2.पाश नेटवर्क",ലൂപ്പ് നെറ്റ്വർക്ക്
पाश प्रारंभन,ലൂപ്പ് ആരംഭം
पाश-अवसान,ലൂപ്പ് അവസാനിപ്പിക്കൽ
प्रति-पाश परीक्षण,ലൂപ്പ്-ബാക്ക് ടെസ്റ്റ്
शिथिल युग्मित,അയഞ്ഞ കപ്പിൾഡ്
ह्रास रहित संपीडन,നഷ്ടമില്ലാത്ത കംപ്രഷൻ
हासी संपीडन,നഷ്ടമായ കംപ്രഷൻ
निम्न बाइट,കുറഞ്ഞ ബൈറ്റ്
निम्न स्तर भाषा,താഴ്ന്ന നിലയിലുള്ള ഭാഷ
निम्न पारक फिल्टर,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
"1.निम्न परिबाधित,2. निम्न परिबद्ध",താഴ്ന്ന പരിധി
"1.मैक प्रोटोकॉल, 2.मैक आचार (मध्य अभिगम नियंत्रण)",മാക് പ്രോട്ടോക്കോൾ (ഇടത്തരം പ്രവേശന നിയന്ത്രണം)
"1.मशीन, 2.यंत्र",യന്ത്രം
मशीन पता,മെഷീൻ വിലാസം
"1.यंत्र कूट, 2.मशीन कोड",മെഷീൻ കോഡ്
यंत्र चक्र,മെഷീൻ സൈക്കിൾ
यंत्राश्रित भाषा,യന്ത്രത്തെ ആശ്രയിക്കുന്ന ഭാഷ
यंत्राश्रित सॉफ्टवेयर,മെഷീൻ ആശ്രിത സോഫ്റ്റ്വെയർ
यंत्र त्रुटि,യന്ത്ര പിശക്
यंत्र निष्क्रिय काल,മെഷീൻ നിഷ്ക്രിയ സമയം
यंत्र निरपेक्ष भाषा,യന്ത്ര സ്വതന്ത്ര ഭാഷ
यंत्रानुदेश,യന്ത്ര നിർദ്ദേശം
यंत्र बोध,യന്ത്ര ബുദ്ധി
"1.मशीनी भाषा,2.यंत्र भाषा",യന്ത്രഭാഷ
यंत्राधिगम,യന്ത്ര പഠനം
यंत्र संक्रिया,യന്ത്ര പ്രവർത്തനം
यंत्रमूलक भाषा,യന്ത്രാധിഷ്ഠിത ഭാഷ
यंत्र निष्पादन,മെഷീൻ റൺ
मशीन अनुकार,മെഷീൻ സിമുലേഷൻ
यंत्र अपहृत काल,മെഷീൻ കേടായ സമയം
मशीनी अनुवाद,യന്ത്ര വിവർത്തനം
मशीन शब्द,യന്ത്ര വാക്ക്
स्थूल अनुदेश,മാക്രോ (=മാക്രോ നിർദ്ദേശം)
स्थूल प्राचर,മാക്രോ വാദം
स्थूल कोडांतरण प्रोग्राम,മാക്രോ അസംബ്ലി പ്രോഗ്രാം
स्थूल आह्वान,മാക്രോ കോൾ
"1.स्थूल कोड, 2.स्थूल कूट",മാക്രോ കോഡ്
स्थूल समादेश,മാക്രോ കമാൻഡ്
स्थूल घोषणा,മാക്രോ പ്രഖ്യാപനം
स्थूल परिभाषा,മാക്രോ നിർവചനം
स्थूल प्रवाह संचित्र,മാക്രോ ഫ്ലോ ചാർട്ട്
स्थूल जनित्र,മാക്രോ ജനറേറ്റർ
स्थूल अनुदेश,മാക്രോ നിർദ്ദേശം
स्थूल भाषा,മാക്രോ ഭാഷ
स्थूल लाइब्रेरी,മാക്രോ ലൈബ്രറി
स्थूल प्राचल,മാക്രോ പാരാമീറ്റർ
स्थूल प्रक्रमण,മാക്രോ പ്രോസസ്സിംഗ്
"1.स्थूल प्रक्रमक,2. मैक्रोप्रोसेसर",മാക്രോ പ്രൊസസർ
स्थूल प्रोग्रामन,മാക്രോ പ്രോഗ്രാമിംഗ്
स्थूल आदिप्ररुप,മാക്രോ പ്രോട്ടോടൈപ്പ്
"1.स्थूल कूटलेखन, 2.स्थूल कोडन",മാക്രോ-കോഡിംഗ്
मेगाबाइट (एम बी),മാഗബൈറ്റ് (MB)
जादुई संप्रतीक,മാന്ത്രിക കഥാപാത്രം
जादुई संख्या,മാന്ത്രിക സംഖ്യ
चुंबकीय बुदबुद स्मृति,കാന്തിക ബബിൾ മെമ്മറി
चुंबकीय कार्ड,കാന്തിക കാർഡ്
"1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल",കാന്തിക കോശം
चुंबकीय संप्रतीक,കാന്തിക സ്വഭാവം
चुंबकीय कोर भंडारण,കാന്തിക കോർ സംഭരണം
"1.चुंबकीय चक्रिका,2. चुंबकीय डिस्क",കാന്തിക ഡിസ്ക്
चुंबकीय डिस्क पता,കാന്തിക ഡിസ്ക് വിലാസം
चुंबकीय चक्रिका स्मृति,മാഗ്നറ്റിക് ഡിസ്ക് മെമ്മറി
चुंबकीय ड्रम,കാന്തിക ഡ്രം
"1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण,3.चुंबकीय कोडन",കാന്തിക എൻകോഡിംഗ്
चुंबकीय शीर्ष,കാന്തിക തല
चुंबकीय स्याही,കാന്തിക മഷി
चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर),കാന്തിക മഷി പ്രതീക തിരിച്ചറിയൽ (MICR)
चुंबकीय माध्यम,കാന്തിക മാധ്യമം
चुंबकीय पठन,കാന്തിക വായന
चुंबकीय अभिलेखन,കാന്തിക റെക്കോർഡിംഗ്
चुंबकीय भंडारण,കാന്തിക സംഭരണം
चुंबकीय पट्टी,കാന്തിക സ്ട്രിപ്പ്
चुंबकीय टेप,കാന്തിക ടേപ്പ്
चुंबकीय टेप कार्टीज,കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്
चुंबकीय टेप ड्राइव,കാന്തിക ടേപ്പ് ഡ്രൈവ്
चुंबकीय टेप अग्रक,കാന്തിക ടേപ്പ് തലക്കെട്ട്
चुंबकीय टेप लाइब्रेरियन,മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ
चुंबकीय टेप अभिगमन,കാന്തിക ടേപ്പ് ഗതാഗതം
चुंबकीय टेप इकाई,കാന്തിക ടേപ്പ് യൂണിറ്റ്
"1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म",കാന്തിക നേർത്ത ഫിലിം
चुंबकीय पथ,കാന്തിക ട്രാക്ക്
चुंबकीय प्रकाशीय भंडारण,മാഗ്നെറ്റോ ഒപ്റ്റിക് സംഭരണം
"1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर",മാഗ്നെറ്റോഗ്രാഫിക് പ്രിന്റർ
चुंबकीय विरुपण,മാഗ്നെറ്റോസ്ട്രിക്ഷൻ
चुंबकीय विरुपक टिकिया,മാഗ്നെറ്റോസ്ട്രിക്റ്റീവ് ടാബ്ലറ്റ്
"1.डाक पेटी, 2.मेल बाक्स",മെയിൽ ബോക്സ്
मेल विलय,മെയിൽ ലയനം
"1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई",പ്രധാന നിയന്ത്രണ യൂണിറ്റ്
मेन फ्रेम,പ്രധാന ഫ്രെയിം
"1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र",പ്രധാന ഫ്രെയിം സിസ്റ്റം
"1.मुख्य स्मृति, 2.मुख्य मेमोरी",പ്രധാന മെമ്മറി
"1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश",പ്രധാന പ്രോഗ്രാം
मुख्य भंडारण,പ്രധാന സംഭരണം
"1.मेन स्विच, 2.मुख्य स्विच",പ്രധാന സ്വിച്ച്
"1.अनुरक्षण, 2.रखरखाव",മെയിന്റനൻസ്
अनुरक्षण पैनल,മെയിന്റനൻസ് പാനൽ
अनुरक्षण काल,അറ്റകുറ്റപ്പണി സമയം
वृहत् चक्र,പ്രധാന ചക്രം
मुख्य युक्ति,പ്രധാന ഉപകരണം
मुख्य कुंजी,പ്രധാന കീ
मुख्य अवस्था,പ്രധാന സംസ്ഥാനം
मुख्य संरचना,പ്രധാന ഘടന
मुख्य कार्य,പ്രധാന ദൗത്യം
बहुसंख्यक अवयव,ഭൂരിപക്ഷ ഘടകം
बहुसंख्यक गेट,ഭൂരിപക്ഷ ഗേറ്റ്
बहुसंख्य संक्रिया,ഭൂരിപക്ഷ പ്രവർത്തനം
प्रतिपूर्ति काल,മേക്കപ്പ് സമയം
कुसंक्रिया रुटीन,തകരാർ പതിവ്
प्रबंधन विकास,മാനേജ്മെന്റ് വികസനം
प्रबंधन सूचना तंत्र (एम आई एस),മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്)
प्रबंध विज्ञान,മാനേജ്മെന്റ് സയൻസ്
मैनचेस्टर कूटलेखन,മാഞ്ചസ്റ്റർ കോഡിംഗ്
बहुवलन,മാനിഫോൾഡിംഗ്
प्रकलित चर,കൃത്രിമ വേരിയബിൾ
प्रकलित सूचकन,സൂചികയിൽ കൃത്രിമം കാണിക്കുന്നു
मानव यंत्र अनुकार,മനുഷ്യ-മെഷീൻ സിമുലേഷൻ
हस्तचालित पता स्विच,സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്
मैनुअल विश्लेषण,മാനുവൽ വിശകലനം
मैनुअल आह्वान,മാനുവൽ ഉത്തരം
मैनुअल प्रविष्टि,മാനുവൽ എൻട്രി
"1.हस्तचालित केंद्र, 2.मैनुअल केंद्र",മാനുവൽ എക്സ്ചേഞ്ച്
"1.हस्त निवेश, 2. मैनुअल निवेश",മാനുവൽ ഇൻപുട്ട്
हस्त प्रचालन,മാനുവൽ പ്രവർത്തനം
अनेकानेक संबंध,പലതും പലതുമായ ബന്ധം
बहु-एक-विकोडक,പലതും ഒരു ഡീകോഡറും
प्रतिचित्र विधि,മാപ്പ് രീതി
प्रतिचित्रण,മാപ്പിംഗ്
उपांत,മാർജിൻ
उपांतीय त्रुटि,മാർജിൻ പിശക്
उपांतीय जाँच,മാർജിനൽ ചെക്ക്
उपांतीय परीक्षण,മാർജിനൽ ടെസ്റ്റ്
चिन्ह संसूचन,അടയാളം കണ്ടെത്തൽ
चिन्ह पठन,മാർക്ക് വായന
चिन्ह क्रमवीक्षण,അടയാളം സ്കാനിംഗ്
चिन्ह बोध,മാർക്ക് സെൻസ്
चिन्हक,മാർക്കർ
चिन्हन,അടയാളപ്പെടുത്തുന്നു
चिन्हक तरंग,അടയാളപ്പെടുത്തൽ തരംഗം
मार्कोव श्रृंखला,മാർക്കോവ് ചെയിൻ
मार्कोव स्रोत,മാർക്കോവ് ഉറവിടം
मार्क-अप भाषा,അടയാളപ്പെടുത്തൽ ഭാഷ
मेसर,മാസർ
मेसर,മാസർ
"1.मास्क, 2.आच्छद, 3.प्रच्छाद",മുഖംമൂടി
"1.प्रच्छाद बिट, 2.आच्छद बिट,3. मास्क दविअंक",മുഖംമൂടി ബിറ്റ്
मास्क प्रोग्राम्य युक्ति,മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം
आवरण रजिस्टर,മാസ്ക് രജിസ്റ്റർ
"1.आवृत रॉम, 2.आवृत आर ओ एम",മുഖംമൂടി ധരിച്ച റോം
आच्छादन,മാസ്കിംഗ്
विपुल आँकड़ए,ബഹുജന ഡാറ്റ
"1.विपुल स्मृति, 2.विपुल मेमोरी",മാസ് മെമ്മറി
विपुलत: समांतर,വൻതോതിൽ സമാന്തരമായി
प्रधान ,മാസ്റ്റർ
मास्टर कार्ड,മാസ്റ്റർ കാർഡ്
"1.प्रधान घड़ई, 2.नियंत्रक घड़ई",മാസ്റ്റർ ക്ലോക്ക്
प्रधान कन्सोल,മാസ്റ്റർ കൺസോൾ
प्रधान आँकड़आ,മാസ്റ്റർ ഡാറ്റ
प्रधान आरेख,മാസ്റ്റർ ഡയഗ്രം
प्रधान संचिका,മാസ്റ്റർ ഫയൽ
प्रधान समूह,മാസ്റ്റർ ഗ്രൂപ്പ്
मास्टर कुंजी,മാസ്റ്റർ കീ
प्रधान लाइब्रेरी टेप,മാസ്റ്റർ ലൈബ്രറി ടേപ്പ്
प्रधान प्रक्रमक,മാസ്റ്റർ പ്രൊസസർ
प्रधान प्रोग्राम,മാസ്റ്റർ പ്രോഗ്രാം
प्रधान केंद्र,മാസ്റ്റർ സ്റ്റേഷൻ
"1.प्रधान टेप, 2.मास्टर टेप",മാസ്റ്റർ ടേപ്പ്
"1.प्रधान अंतक, 2.प्रधान टर्मिनल",മാസ്റ്റർ ടെർമിനൽ
प्रधान अधीन युक्ति,മാസ്റ്റർ/സ്ലേവ് ഉപകരണം
प्रधान अधीन तंत्र,യജമാനൻ/അടിമ സംവിധാനം
"1.मेल, 2.मिलान, 3.मिलना",പൊരുത്തം
मिलान,പൊരുത്തപ്പെടുന്നു
गणितीय प्रोग्रामन,ഗണിത പ്രോഗ്രാമിംഗ്
गणितीय अनुकार,ഗണിത അനുകരണം
"1.मैट्रिक्स, 2.आव्यूह",മാട്രിക്സ്
"1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक",മാട്രിക്സ് പ്രിന്റർ
मैट्रिक्स स्विच,മാട്രിക്സ് സ്വിച്ച്
आव्यूह सारणी,മാട്രിക്സ് പട്ടിക
मैक्सी कंप्यूटर,പരമാവധി കമ്പ്യൂട്ടർ
मैक्सी कंप्यूटर,മാക്സികമ്പ്യൂട്ടർ
उच्चिष्ट अवयव,പരമാവധി ഘടകം
योगपद,പരമാവധി (സാധാരണ തുക കാലാവധി)
मैक्सवेल डैमन,മാക്സ്വെൽ ഡെമൺ
"1.मध्यमान, 2.माध्य",അർത്ഥം
माध्य सुधार काल,അറ്റകുറ്റപ്പണി സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
अंतर्विफलता माध्य काल,പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
विफलता मध्य माध्यकाल (एम टी बी एफ),പരാജയത്തിന് ഇടയിലുള്ള ശരാശരി സമയം (MTBF)
विफलता का माध्य काल,പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
मरम्मत माध्य काल,നന്നാക്കാനുള്ള സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
सुधार माध्यकाल (एम टी टी आर),നന്നാക്കാനുള്ള ശരാശരി സമയം (MTTR)
मध्यम स्केल एकीकरण (एम एस आई),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
मध्यम समाकलन (एम एस आई),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
माध्य पद भंडारण युक्ति,ഇടത്തരം സംഭരണ ഉപകരണം
मेगा बिट प्रति सेकंड (एम बी पी एस),മെഗാബിറ്റ് പെർ സെക്കൻഡ് (MB Ps)
अवयव वस्तु,അംഗ വസ്തു
अवयव अभिलेख,അംഗ റെക്കോർഡ്
"1.स्मृति, 2.मेमोरी",മെമ്മറി
"1.स्मृति सरणी, 2.मेमोरी व्यूह",മെമ്മറി അറേ
"1.स्मृति कोष, 2.मेमोरी बैंक",മെമ്മറി ബാങ്ക്
"1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी",മെമ്മറി ബഫർ രജിസ്റ്റർ
"1.स्मृति बस,2. मेमोरी बस",മെമ്മറി ബസ്
स्मृति कार्ड,മെമ്മറി കാര്ഡ്
स्मृति कोष्ठिका,മെമ്മറി സെൽ
स्मृति संहनन,മെമ്മറി കോംപാക്ഷൻ
"1.स्मृति कोर, 2.मेमोरी कोर",മെമ്മറി കോർ
स्मृति चक्र,മെമ്മറി സൈക്കിൾ
"1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी",മെമ്മറി ഡാറ്റ രജിസ്റ്റർ
"1.स्मृति निपात ,2.मेमोरी डंप",മെമ്മറി ഡംപ്
"1.स्मृति विनिमय, 2.मेमोरी विनिमय",മെമ്മറി എക്സ്ചേഞ്ച്
"1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम",മെമ്മറി ശ്രേണി
स्मृति अनुदेश,മെമ്മറി നിർദ്ദേശം
"1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन",മെമ്മറി മാനേജ്മെന്റ്
"1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र",മെമ്മറി മാപ്പ്
"1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ",മെമ്മറി മാപ്പ് ചെയ്ത I/O
"1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल",മെമ്മറി മോഡൽ
"1.स्मृति माड्यूल, 2.मेमोरी माड्यूल",മെമ്മറി മൊഡ്യൂൾ
"1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी",മെമ്മറി പോയിന്റർ രജിസ്റ്റർ
स्मृति शक्ति,ഓർമ്മ ശക്തി
स्मृति संरक्षण,മെമ്മറി സംരക്ഷണം
"1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश",മെമ്മറി റഫറൻസ് നിർദ്ദേശം
"1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश",മെമ്മറി റസിഡന്റ് പ്രോഗ്രാം
"1.स्मृति इकाई, 2.मेमोरी इकाई",മെമ്മറി യൂണിറ്റ്
मेनू,മെനു
मेनू बार,മെനു ബാർ
मेनू चालित,മെനു ഡ്രൈവ്
मेनू चयन,മെനു തിരഞ്ഞെടുക്കൽ
मेन-चालित प्रोग्राम,മെനു അടിസ്ഥാനമാക്കിയുള്ള പ്രോഗ്രാം
"1.अंतरनिहित, 2.विलय",ലയിപ്പിക്കുക
विलय विनिमय छंटाई,എക്സ്ചേഞ്ച് സോർട്ട് ലയിപ്പിക്കുക
"1.छंटाई संविलय ,2. प्रसूची वरण",ലയിപ്പിക്കുക
"1.विलय, 2.संविलय",ലയിപ്പിക്കുന്നു
जालाक्षि जालक्रम,മെഷ് നെറ്റ്വർക്ക്
संदेशन,സന്ദേശമയയ്‌ക്കൽ
संदेश,സന്ദേശം
संदेश अभिप्रमाणन,സന്ദേശ പ്രാമാണീകരണം
संदेश कोष्ठ,സന്ദേശ ബോക്സ്
संदेश परिपथ,സന്ദേശ സർക്യൂട്ട്
संदेश आरूप,സന്ദേശ ഫോർമാറ്റ്
संदेश प्रवेशिका,സന്ദേശ തലക്കെട്ട്
संदेश विधा,സന്ദേശ മോഡ്
संदेश प्रेषण,സന്ദേശം കൈമാറുന്നു
