English,Kannada
Multihole coupler,ಪಾಲಿಪೋರ್ ಸಂಯೋಜಕ
Multihop transmission,ಬಹು ಹರಿವು ಪ್ರಸರಣ
Multimeter,ಮಲ್ಟಿಮೀಟರ್
Multimode propagation,ಬಹು ಮೋಡ್ ಪ್ರಸರಣ
Multimoding,ಬಹುವಚನ
Multipactor,ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
Multipactor gap loading,ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್ ಮಧ್ಯಂತರ ಲೋಡ್ ಆಗುತ್ತಿದೆ
Multipass,ಬಹು ಅಡ್ಡ
Multipass sort,ಬಹು ವಿಂಗಡಣೆ
Multipath cancellation,ಪಾಲಿಪಾಥಿಕ್ ರದ್ದು
Multipath reception,ಪಾಲಿಪಾಥಿಕ್ ಸ್ವಾಗತ
Multipath transmission,ಬಹುಮಾರ್ಗ ಪ್ರಸರಣ
Multiphase current,ಪಾಲಿಹೆಡ್ರನ್ ಸ್ಟ್ರೀಮ್
Multiphase medium,ಬಹು ಹಂತದ ಮಾಧ್ಯಮ
Multiphase sampling,ಬಹು ಹಂತದ ಮಾದರಿ
Multiphase transformer,ಮಲ್ಟಿಫೇಸ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
Multiphoton absorption,ಮಲ್ಟಿಫೋಟಾನ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
Multiphoton ionization,ಮಲ್ಟಿಫೋಟಾನ್ ಅಯಾನೀಕರಣ
Multipileate,ಬಹುಛತ್ರಿ
Multiplate cloud chamber,ಪಾಲಿಪ್ಲಾಯ್ಡಿ ಚೇಂಬರ್
Multiple absorption,ಬಹು ಹೊರಹೀರುವಿಕೆ
Multiple address (=multi address),ಬಹು ವಿಳಾಸ
Multiple address code,ಬಹುವಿಳಾಸ ಕೋಡ್
Multiple address instruction,ಬಹುವಿಳಾಸ ಸೂಚನೆ
Multiple angle,ಬಹು ಕೋನಗಳು
Multiple beam I nter-ferometer,ಮಲ್ಟಿಬೀಮ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್
Multiple circuit,ಬಹು ಸರ್ಕ್ಯೂಟ್
Multiple coincidence,ಬಹು ಪ್ರಮಾಣದಲ್ಲಿ
Multiple contact,"ಬಹು ಸಂಪರ್ಕ, ಬಹು ಸಂಪರ್ಕ"
Multiple cord,ಬಹಳಷ್ಟು ಮಾತ್ರ
Multiple decay,ಬಹುಪದೀಯ ಕೊಳೆತ
Multiple disintegration,ಬಹುಪದೀಯ ವಿಘಟನೆ
Multiple echo,ಬಹು ಅನುರಣನ
Multiple feed,ಬಹು ಭರ್ತಿ
Multiple frame,ಮಲ್ಟಿಫ್ರೇಮ್
Multiple gating,ಬಹು ಗೇಟನ್
Multiple horns,ಬಹು ಕೊಂಬುಗಳು
Multiple ionization,ಬಹು ಅಯಾನೀಕರಣ
Multiple jack,ಬಹು ಸಂಪರ್ಕ ಜ್ಯಾಕ್
Multiple level,ಬಹು ಹಂತಗಳು
Multiple metering,ಬಹು ಅಳತೆ
Multiple modulation,ಬಹು ಮಾಡ್ಯುಲೇಶನ್
Multiple neutron addition,ಮಲ್ಟಿನ್ಯೂಟ್ರಾನ್ ಅಳವಡಿಕೆ
Multiple nuclei theory,ಬಹು ನ್ಯೂಕ್ಲಿಯೇಟ್ ಸಿದ್ಧಾಂತ
Multiple operation,ಬಹುಕಾರ್ಯಕ ಕಾರ್ಯಾಚರಣೆ
Multiple pair,ಬಹು ಸಂಯೋಜಕ
Multiple passage,ಬಹು ಸೋಂಕುಗಳು
Multiple path phenomenon,ಬಹುಮಾರ್ಗ ಘಟನೆ
Multiple perforation,ಬಹು ಗುದ್ದಾಟ
Multiple Poisson distribution,ಬಹು ಉಸಿರಾಟದ ವಿತರಣೆ
Multiple precision,ಬಹು ನಿಖರತೆ
Multiple primitive cell,ಬಹು ಪ್ರಾಚೀನ ಕೋಶಗಳು
Multiple prism,ಬಹು ಪ್ರಿಸ್ಮ್
Multiple programming,ಬಹು ಪ್ರೋಗ್ರಾಮಿಂಗ್
Multiple punching,ಬಹು ಗುದ್ದಾಟ
Multiple range indicator,ಬಹು ವ್ಯಾಪ್ತಿಯ ಪಾಯಿಂಟರ್
Multiple reaction,ಬಹು ಪ್ರತಿಕ್ರಿಯೆ
Multiple refection,ಬಹು ಪ್ರತಿಫಲನಗಳು
Multiple resonant system,ಬಹು ಅನುರಣನ ವ್ಯವಸ್ಥೆ
Multiple scattering,ಬಹು ಚದುರುವಿಕೆ
Multiple seismometer,ಸೀಸ್ಮೋಮೀಟರ್ ಕಿರಣ
Multiple spot scanning,ಬಹು ಪಾಯಿಂಟ್ ಸ್ಕ್ಯಾನಿಂಗ್
Multiple star,ಬಹು ನಕ್ಷತ್ರ
Multiple switch,ಬಹುಕ್ರಿಯಾತ್ಮಕ ಸ್ವಿಚ್
Multiple target system,ಬಹು ಗುರಿ ವ್ಯವಸ್ಥೆ
Multiple test outfit,"ಬಹು ಪರೀಕ್ಷಾ ಸೆಟಪ್, ಬಹು ಪರೀಕ್ಷಾ ಲಾಗ್"
Multiple track range,ಬಹುಮಾರ್ಗ ಸಂಕೀರ್ಣ
Multiple transit,ಬಹು ಚಲನೆ
Multiple trip echo,ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಪ್ರತಿಧ್ವನಿ
Multiple tuned antenna,ಟ್ಯೂನ್ ಮಾಡಿದ ಆಂಟೆನಾ
Multiple tuned antenna,ಬಹು-ಶ್ರುತಿ ಆಂಟೆನಾ
Multiple twinning,"ಬಹುಪದೋಕ್ತಿ, ಬಹು"
Multiple valued function,ಬಹುಪದೀಯ ಕಾರ್ಯ
Multiple valued potential,ಬಹುಮುಖ ಸಾಮರ್ಥ್ಯ
Multiple-contact method,ಬಹು ಸ್ಪರ್ಶ ವಿಧಾನ
Multiple-electrode rresistivity logging,ಮಲ್ಟಿಎಲೆಕ್ಟ್ರೋಡ್ ರೆಸಿಸಿವಿಟಿ ಆಥರಿಂಗ್
Multiple-hop ray transmission,ಬಹು-ಹಂತದ ಕಿರಣದ ಪ್ರಸರಣ
Multiplet,ಬಹು
Multiplet structure,ಬಹು ರಚನೆ
Multiplex,ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್
Multiplex equipment,ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಉಪಕರಣಗಳು
Multiplex holography,ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಹೊಲೊಗ್ರಾಫಿ
Multiplexer,ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
Multiplexing,ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್
Multiplexing machine,ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಯಂತ್ರ
Multiplication,ಗುಣಾಕಾರ
Multiplication constant,ಗುಣಾಂಕ
Multiplication factor,ಗುಣಾಕಾರ ಅಂಶ
Multiplication time,ಗುಣಾಕಾರ ಸಮಯ
Multiplicative effect,ಗುಣಾಕಾರ ಪರಿಣಾಮ
Multiplicative mixing,ಬಹು ಮಿಶ್ರಣ
Multiplicative shower,ಹೆಚ್ಚುತ್ತಿರುವ ಮಳೆ
Multiplicaton length,"ಗುಣಾಕಾರ ಉದ್ದ, ಗುಣಾಕಾರ ಉದ್ದ"
Multiplicator,ಗುಣಕ
Multiplicity,ಬಹುತ್ವ
Multiplier,ಗುಣಕ
Multiplier accelerator system,ಗುಣಕ ವೇಗವರ್ಧಕ ವ್ಯವಸ್ಥೆ
Multiplier analysis,ಗುಣಕ ವಿಶ್ಲೇಷಣೆ
Multiplier component,ಗುಣಕ ಅಂಶ
Multiplier equation,ಗುಣಾಕಾರ ಸಮೀಕರಣ
Multiplier formula,ಗುಣಕ ಸೂತ್ರ
Multiplier phototube,"ಮಲ್ಟಿಪ್ಲೈಯರ್ ಫೋಟೊನಲಿ, ಮಲ್ಟಿಪ್ಲೈಯರ್ ಫೋಟೊನಲಿ"
Multiplier value,ಗುಣಕ ಮೌಲ್ಯ
Multiplilcative collision,ಪ್ರಚಾರದ ಪ್ರಭಾವ
Multiply,"ಗುಣಿಸಿ, ಗುಣಿಸಿ"
Multiply connected superconductor,ಬಹುಸಂಬಂಧಿತ ಸೂಪರ್ ಕಂಡಕ್ಟರ್
Multiply ionised,ಬಹು ಅಯಾನೀಕೃತ
Multiplying punch,"ಗುಣಾಕಾರ ಯಂತ್ರ, ಗುಣಾಕಾರ ಚುಚ್ಚುವಿಕೆ"
Multipolar,ಬಹುಧ್ರುವೀಯ
Multipolar armature,ಮಲ್ಟಿಪೋಲಾರ್ ಆರ್ಮೇಚರ್
Multipolar machine,ಬಹುಧ್ರುವೀಯ ಸೂಕ್ಷ್ಮ
Multipole,ಪಾಲಿಪೋಲ್
Multipole expansion,ಪಾಲಿಪೋಲ್ ಪ್ರಸರಣ
Multipole figld,ಪಾಲಿಪೋಲ್ ಕ್ಷೇತ್ರ
Multipole moment,ದ್ವಿಧ್ರುವಿ ಕ್ಷಣ
Multipole order,ಪಾಲಿಪೋಲ್ ಅನುಕ್ರಮ
Multipole radiation,ಮಲ್ಟಿಪೋಲಾರ್ ವಿಕಿರಣ
Multipole representation,ಪಾಲಿಪೋಲಾರ್ ಪ್ರಾತಿನಿಧ್ಯ
Multipole transition,ಮಲ್ಟಿಪೋಲಾರ್ ಸೋಂಕು
Multiprogramming,ಮಲ್ಟಿಪ್ರೋಗ್ರಾಮಿಂಗ್
Multiprogramming supervisor,ಬಹು-ಕಾರ್ಯಕ್ರಮದ ಮೇಲ್ವಿಚಾರಕ
Multipropellant,ಬಹು-ಹಂತದ ಪ್ರೊಪೆಲ್ಲಂಟ್
Multipurpose reflectometer,ಬಹುಪಯೋಗಿ ಪ್ರತಿಫಲಕ ಮಾಪಕ
Multirate meter,ಮಲ್ಟಿಮೀಟರ್
Multiresonant line,ಬಹು ಅನುರಣನ ಸಾಲು
Multistage,"ಬಹುಪದೋಕ್ತಿ, ಬಹುಪದೋಕ್ತಿ"
Multistage amplifier,ಬಹುಪದೀಯ ಆಂಪ್ಲಿಫಯರ್
Multistage process,ಬಹುಪದೀಯ ಪ್ರಕ್ರಿಯೆ
Multistage queuing,ಬಹು ಹಂತದ ರೋಯಿಂಗ್
Multistage rocket,"ಮಲ್ಟಿಸ್ಟೇಜ್ ರಾಕೆಟ್, ಮಲ್ಟಿಸ್ಟೇಜ್ ರಾಕೆಟ್"
Multistage single tuned amplifier,ಬಹುಪದೀಯ ಏಕತಾನತೆಯ ಆಂಪ್ಲಿಫಯರ್
Multistrand filament,ಬಹು-ಪದರದ ಫೈಬರ್
Multitrack recording system,ಮಲ್ಟಿಪಾತ್ ರೆಕಾರ್ಡಿಂಗ್ ಸಿಸ್ಟಮ್
Multiunit antenna,ಬಹು ಘಟಕ ಆಂಟೆನಾ
Multivalued,ಬಹುದ್ವಾರಿ
Multivaluedness,ಬಹುತ್ವ
Multivalve amplifier,ಮಲ್ಟಿವಾಲ್ವ್ ಆಂಪ್ಲಿಫಯರ್
Multivector,ಮಲ್ಟಿವೆಕ್ಟರ್
Multivibrator,ಮಲ್ಟಿವೈಬ್ರೇಟರ್
Multivibrator oscillator,ಮಲ್ಟಿವೈಬ್ರೇಟರ್ ಆಂದೋಲಕ
Multivoltmenter,ಮಲ್ಟಿವೋಲ್ಟೇಜ್ ಗೇಜ್
Multiwire antenna,ಬಹು ಆಂಟೆನಾ
Muon,"ಮುವಾನ್, ಮ್ಯೂಮೆಸನ್"
Muonic charge,ಮುವಾನಿ ಚಾರ್ಜ್ ಮುಯುನಿ ಚಾರ್ಜ್
Muonium,ಮಯೋನಿಯಮ್
Musa antenna,ಮೋಸೆಸ್ ಆಂಟೆನಾ
Mush,ಮುಶ್
Mush area,ಬಾಘಾ ಪ್ರದೇಶದ ಮಾರ್ಗ ಪ್ರದೇಶ
Mush coil,ಜಾತಕ
Mushing error,ಮಿಷನ್ ದೋಷ
Music,ಸಂಗೀತ
Music quality,ಸಂಗೀತ ರೂಪ
Music room,ಸಂಗೀತ ಕೊಠಡಿ
Music scale,ಸ್ವರ ಗ್ರಾಂ
Musical,"ಸಂಗೀತ, ಸಂಗೀತ"
Musical acoustics,ಸಂಗೀತದ ಅಕೌಸ್ಟಿಕ್ಸ್
Musical acoustics,ಸಂಗೀತದ ಅಕೌಸ್ಟಿಕ್ಸ್
Musical box,ಸಂಗೀತ ಪೆಟ್ಟಿಗೆ
Musical echo,ಧ್ವನಿ ಪ್ರತಿಧ್ವನಿ
Musical flame,ಗಾಯಕಿ ಜ್ವಾಲಾ
Musical instrument,"ವಾದ್ಯ, ವಾದ್ಯ, ವಾದ್ಯ"
Musical interval,ಗಾಯನ ಮಧ್ಯಂತರ
Musical sound,ಪ್ರತಿಧ್ವನಿಸುವ ಧ್ವನಿ
Musicalnotation,ಸಂಗೀತ ಸ್ಕೋರ್
Musicalnote,ಸಂಗೀತ ಟೋನ್
Mutarotation,ವೇರಿಯಬಲ್ ಧ್ರುವೀಯತೆಯ ತಿರುಗುವಿಕೆ
Muting,ಮೌನ
Muting control,ರಹಸ್ಯ ನಿಯಂತ್ರಣ
Muting sensitivity,ಮೌನ ಸೂಕ್ಷ್ಮತೆ
Muting switch,ಮೌನ ಸ್ವಿಚ್
Muting systems,ರಹಸ್ಯ ವ್ಯವಸ್ಥೆ
Mutual,"ಪರಸ್ಪರ, ಪರಸ್ಪರ"
Mutual azimuth,ಪರಸ್ಪರ ಅಜಿಮುತ್
Mutual conductance,ಪರಸ್ಪರ ವಾಹಕತೆ
Mutual impedance,ಪರಸ್ಪರ ಪ್ರತಿರೋಧ
Mutual inductance,ಪರಸ್ಪರ ಪ್ರೇರಣೆ
Mutual induction,ಪರಸ್ಪರ ಇಂಡಕ್ಷನ್
Mutual potential energy,ಪರಸ್ಪರ ಸಂಭಾವ್ಯ ಶಕ್ತಿ
Mutual recession,ಪರಸ್ಪರ ಪರಸ್ಪರ
Mutually exclusive,ಪರಸ್ಪರ ವೈಶಿಷ್ಟ್ಯ
Mutually exclusive events,ಪರಸ್ಪರ ವಿಶೇಷ ಘಟನೆಗಳು
Mutually projective pencil,ಪರಸ್ಪರ ಸ್ಪೋಟಕಗಳು
Mutually reconcilable path,ಪರಸ್ಪರ ಪ್ರವೇಶಿಸಬಹುದಾದ ಮಾರ್ಗ
Mutually singular measure,ಪರಸ್ಪರ ಪ್ರತ್ಯೇಕ ಮಾಪನ
Muzhik,ಮುಜಿಕ್
Muzzle velocity,ಬಳ್ಳಿಯ ತಲೆಯ ವೇಗ
Mv tube,ಎಂವಿ ಟ್ಯೂಬ್
Mylar capacitor,ಮೈಲಾರ್ ಕೆಪಾಸಿಟರ್
Myopia,"ಸಮೀಪದೃಷ್ಟಿ, ಸಮೀಪದೃಷ್ಟಿ"
Myriaphone,ಮಿರಿಯಾಫೋನ್
N electron,ಎನ್ ಎಲೆಕ್ಟ್ರಾನ್ಗಳು
N ondimensional coefficient of moment,ಸ್ಥಿರ ಕ್ಷಣ ಗುಣಾಂಕ
N shell,ಎನ್-ಶೆಲ್
N-body problem,ಎನ್-ಮಾಸ್ ಸಮಸ್ಯೆ
N-display,ಎನ್-ಡಿಸ್ಪ್ಲೇ
N-p-i-n transisstor,npin ಟ್ರಾನ್ಸಿಸ್ಟರ್
N-p-i-n triode tranasistor,ಎನ್ಪಿನ್ ಟ್ರೈಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
N-shift,n-ಸ್ಥಳಾಂತರ
N-shift rule,n-ಸ್ಥಳಾಂತರ ನಿಯಮ
N-type conductivity,n- ಮಾದರಿಯ ವಾಹಕತೆ
N-type semiconductor,ಎನ್-ಟೈಪ್ ಸೆಮಿಕಂಡಕ್ಟರ್
Naigational planet,ಚಲಿಸಬಲ್ಲ ಗ್ರಹ
Nail,"ಉಗುರು, ಉಗುರು"
Nail head bond,ಉಗುರು ತಲೆ ಬ್ಯಾಂಡ್
NAND,ಮತ್ತು ಪೂರಕ
NAND gate,ಮತ್ತು ಪೂರಕ ದ್ವಾರಗಳು
Nano,ನ್ಯಾನೋ
Nanogram (unit),ನ್ಯಾನೊಗ್ರಾಮ್ (ಘಟಕ)
Nanometer,ನ್ಯಾನೋಮೀಟರ್
Nanosecond,ನ್ಯಾನೋ-ಸೆಕೆಂಡ್
Narrow band axis,ಕಿರಿದಾದ ಬ್ಯಾಂಡ್ ಅಕ್ಷ
Narrow beam absorption,ಕಿರಿದಾದ ಕಿರಣದ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
Narrow nose,"ಸಂಕುಚಿತ ಮೂಗು, ಸಂಕುಚಿತ ಮೂಗಿನ ಹೊಳ್ಳೆಗಳು"
Narrow obstacle,ಕಿರಿದಾದ ತಡೆಗೋಡೆ
Narrow-gap spark chamber,ಕಿರಿದಾದ ಅಂತರದ ಸ್ಪಾರ್ಕ್ ಚೇಂಬರ್
Nasallisation,ಮೂಗಿನ
Natural abundance,ನೈಸರ್ಗಿಕ ಸಮೃದ್ಧಿ
Natural activity,ನೈಸರ್ಗಿಕ ಚಟುವಟಿಕೆ
Natural admittance,ನೈಸರ್ಗಿಕ ನುಗ್ಗುವಿಕೆ
Natural antenna frequency,ನೈಸರ್ಗಿಕ ಆಂಟೆನಾ ಆವರ್ತನ
Natural background radiation,ನೈಸರ್ಗಿಕ ಹಿನ್ನೆಲೆ ವಿಕಿರಣ
Natural beta ray spectra,ನೈಸರ್ಗಿಕ ಬೀಟಾ ರೇ ಸ್ಪೆಕ್ಟ್ರಮ್
Natural boundary condition,ನೈಸರ್ಗಿಕ ಗಡಿ ನಿರ್ಬಂಧ
Natural breadth (of spectral lines),"ನೈಸರ್ಗಿಕ ಅಗಲ, ನೈಸರ್ಗಿಕ ಅಗಲ"
Natural broadening,ನೈಸರ್ಗಿಕ ಗಾಳಿ
Natural colour reception,ನೈಸರ್ಗಿಕ ಬಣ್ಣ ಸೆರೆಹಿಡಿಯುವಿಕೆ
Natural convection,ನೈಸರ್ಗಿಕ ಸಂವಹನ
Natural draft,ನೈಸರ್ಗಿಕ ಹರಿವು
Natural frequency,ನೈಸರ್ಗಿಕ ಆವರ್ತನ ನೈಸರ್ಗಿಕ ಆವರ್ತನ
Natural fuel,ನೈಸರ್ಗಿಕ ಇಂಧನ
Natural gamma-radiation intensity,ನೈಸರ್ಗಿಕ ಗಾಮಾ ವಿಕಿರಣದ ತೀವ್ರತೆ
Natural gas,"ನೈಸರ್ಗಿಕ ಅನಿಲ, ನೈಸರ್ಗಿಕ ಅನಿಲ"
Natural line width,ನೈಸರ್ಗಿಕ ರೇಖೆಯ ಸ್ಥಗಿತ
Natural magnet,ನೈಸರ್ಗಿಕ ಮ್ಯಾಗ್ನೆಟ್
Natural optical activity,ನೈಸರ್ಗಿಕ ಧ್ರುವೀಯತೆ
Natural oscillation,"ನೈಸರ್ಗಿಕ ಆಂದೋಲನ, ನೈಸರ್ಗಿಕ ಆಂದೋಲನ"
Natural period,ನೈಸರ್ಗಿಕ ಸಮಯದ ಅವಧಿ
Natural radiation,ನೈಸರ್ಗಿಕ ವಿಕಿರಣ
Natural resonance,ನೈಸರ್ಗಿಕ ಅನುರಣನ
Natural state,ನೈಸರ್ಗಿಕ ಸ್ಥಿತಿ
Natural system,ತಡೆರಹಿತ ವ್ಯವಸ್ಥೆ
Natural tolerance limit,ನೈಸರ್ಗಿಕ ಸಹಿಷ್ಣುತೆಯ ಮಿತಿ
Natural tolerance range,ನೈಸರ್ಗಿಕ ಸಹಿಷ್ಣುತೆಯ ಶ್ರೇಣಿ
Natural trihedral,ನೈಸರ್ಗಿಕ ತ್ರಿಕೋನ
Natural typification,ನೈಸರ್ಗಿಕ ಮಾಡೆಲಿಂಗ್
Natural uranium reactor,ನೈಸರ್ಗಿಕ ಯುರೇನಿಯಂ ರಿಯಾಕ್ಟರ್
Natural vibrations,ನೈಸರ್ಗಿಕ ಕಂಪನ ನೈಸರ್ಗಿಕ ಕಂಪನ
Natural wavelength,ನೈಸರ್ಗಿಕ ತರಂಗಾಂತರ
Natural whisker,ಸುಲಭ ಕಣ್ಣೀರು
Nature of light,ಬೆಳಕಿನ ರೂಪ
Nature of space time,ಬಾಹ್ಯಾಕಾಶ ಸಮಯದ ರೂಪ
Nautical chain,ನಾವಿಕ ಸರಪಳಿ (ಅಡಿ)
Nautical mile,ನಾಟಿಕಲ್ ಮೈಲಿ
Nautical twilight,"ನಟಾಲ್ ಸಂಧ್ಯಾಪ್ರಕಾಶ್, ನಟಾಲ್ ದ್ವಾಭ"
Navaglide,ನೆವಾಗ್ಲೈಡ್
Navar,ನೆವಾರ್
Navarho,ನವರೋ
Navascope,ಮುಂಭಾಗದ ನೋಟ
Navigation,"ಕಾರ್ಯಾಚರಣೆಗಳು, ಸಂಚರಣೆ"
Navigation aid,ಸ್ಟೀರಿಂಗ್ ಸಹಾಯಕ
Navigation hazad,ಕಾರ್ಯಾಚರಣೆಯ ಬಿಕ್ಕಟ್ಟು
Navigation mark,ಸಂಚರಣೆ ಗುರುತು
Navigational microfilm projector,ಸ್ಟೀರಿಂಗ್ ಮೈಕ್ರೋಫಿಲ್ಮ್ ಪ್ರೊಜೆಕ್ಟರ್
Navigator,ನ್ಯಾವಿಗೇಟರ್
Nciholson Bohr theory,ನಿಕೋಲ್ಸನ್ ಬೋರಿಸಂ
Near echo,ಪ್ರತಿಧ್ವನಿ ಹತ್ತಿರ
Near end cross talk,ಕೊನೆಯಲ್ಲಿ ಅಪ್ರಸ್ತುತ ಸಂಕೇತ
Near field,ಕ್ಷೇತ್ರದ ಹತ್ತಿರ
Near infra-red,ಅತಿಗೆಂಪು ಬಳಿ
Near miss,ಅಸಮರ್ಥತೆ
Near point (of the eye),(ಕಣ್ಣಿನ) ಸಮೀಪ ಬಿಂದು
Near point source,ಪಾಯಿಂಟ್ ಮೂಲ
Near resonance,ಆಗಾಗ್ಗೆ ಅನುರಣನ
Near set,ಪಕ್ಕದ ಸೆಟ್
Near ultraviolet,ನೇರಳಾತೀತ ಬಳಿ
Nearest approach,ಹತ್ತಿರದ ವಿಧಾನ
Nearest neighbour,ಹತ್ತಿರದ ನೆರೆಹೊರೆಯವರು
Nearly circular orbit,ವೃತ್ತಾಕಾರದ ಕಕ್ಷೆ
Nearly perfect crystal,ಪರಿಪೂರ್ಣ ಸ್ಫಟಿಕ
Neben series,ದ್ವಿತೀಯ ವರ್ಗ
Nebula,ನೀಹಾರಿಕೆ
Nebular distribution,ನೀಹಾರಿಕೆ ವಿತರಣೆ
Nebular hypothesis,ನೀಹಾರಿಕೆ ಊಹೆ
Nebular radiation,ನೀಹಾರಿಕೆ ವಿಕಿರಣ
Nebular spectrum,ನೀಹಾರಿಕೆ ಸ್ಪೆಕ್ಟ್ರಮ್
Nebular theory,ನೀಹಾರಿಕೆ ಸಿದ್ಧಾಂತ
Nebular variable (star),ನೀಹಾರಿಕೆ ತಿರುಗುವ ನಕ್ಷತ್ರ
Needle,"ಸೂಜಿ, ಪಟ್ಟಿ"
Needle bar,"ಸೂಜಿ ಬಾರ್, ಸೂಜಿ ಬಾರ್"
Needle chatter,ಪಟ್ಟಿ ಧ್ವನಿ
Needle deviation,ಸೂಚಕ ವಿಚಲನ
Needle shaped galaxy,ಸೂಚ್ಯಂಕ ಗೆಲಕ್ಸಿಗಳು
Needle valve,"ಪಿನ್ ಕವಾಟ, ದಾಸ್ತಾನು ಕವಾಟ"
Neel wall,ನೀಲಿ ಗೋಡೆ
Neel's theory,ನೀಲಿ-ತತ್ವ
Negative,"ಋಣಾತ್ಮಕ, ಋಣಾತ್ಮಕ, ಋಣಾತ್ಮಕ"
Negative absorption,ಋಣಾತ್ಮಕ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
Negative anti-proton,ಋಣಾತ್ಮಕ ಆಂಟಿಪ್ರೋಟಾನ್
Negative booster,ಋಣಾತ್ಮಕ ಆಂಪ್ಲಿಫಯರ್
Negative branch,ನಕಾರಾತ್ಮಕ ಶಾಖೆ
Negative charge,"ಸಾಲ ಶುಲ್ಕ, ಸಾಲ ಶುಲ್ಕ"
Negative charge carrier,ಸಾಲ ಶುಲ್ಕ ವಾಹಕ
Negative chirality,"ಕ್ರೆಡಿಟ್ ಸೂಚನೆ, ಸಾಲದ ಚಿರಾಲಿಟಿ"
Negative coefficient,ಕ್ರೆಡಿಟ್ ಗುಣಾಂಕ
Negative compliance,ಸಾಲ ಸಬ್ಸಿಡಿ
Negative conductor,ನಕಾರಾತ್ಮಕ ಚಾಲಕ
Negative correlation,ನಕಾರಾತ್ಮಕ ಪರಸ್ಪರ ಸಂಬಂಧ
Negative coupling,ಸಾಲದ ಜೋಡಣೆ
Negative crystal,ನಕಾರಾತ್ಮಕ ಸ್ಫಟಿಕ
Negative crystallization,ಸಾಲ ಸ್ಫಟಿಕೀಕರಣ
Negative curvature,ಕ್ರೆಡಿಟ್ ವಕ್ರತೆ
Negative damping,ನಕಾರಾತ್ಮಕ ಡ್ಯಾಂಪಿಂಗ್
Negative discharge,ಋಣಾತ್ಮಕ ವಿಸರ್ಜನೆ
Negative dynamic resistance,ನಕಾರಾತ್ಮಕ ಡೈನಾಮಿಕ್ ಪ್ರತಿರೋಧ
Negative electric charge,ಋಣಾತ್ಮಕ ವಿದ್ಯುತ್ ಚಾರ್ಜ್ ಋಣಾತ್ಮಕ ವಿದ್ಯುತ್ ಚಾರ್ಜ್
Negative electricity,ನಕಾರಾತ್ಮಕ ವಿದ್ಯುತ್
Negative electrode,ಮೈನಸ್ ವಿದ್ಯುದ್ವಾರ
Negative electron,ಮೈನಸ್ ಎಲೆಕ್ಟ್ರಾನ್
Negative elongation,ಋಣಾತ್ಮಕ ವಿಸ್ತರಣೆ
Negative energy,ನಕಾರಾತ್ಮಕ ಶಕ್ತಿ
Negative entries,ನಕಾರಾತ್ಮಕ ನಮೂದುಗಳು
Negative error,ನಕಾರಾತ್ಮಕ ದೋಷ
Negative evidence,"ನೆಗೆಟಿವ್ ಎವಿಡೆನ್ಸ್, ನೆಗೆಟಿವ್ ಎವಿಡೆನ್ಸ್, ನೆಗೆಟಿವ್ ಎವಿಡೆನ್ಸ್"
Negative feed back,ನಕಾರಾತ್ಮಕ ರೀಚಾರ್ಜ್
Negative field,ಕ್ರೆಡಿಟ್ ಪ್ರದೇಶ
Negative geotaxis,ಋಣಾತ್ಮಕ ಗುರುತ್ವಾಕರ್ಷಣೆ
Negative glow,ಸಾಲದ ಹೊಳಪು
Negative image,ವಿಲೋಮ ಪ್ರತಿಫಲನ
Negative impedance,ಸಾಲದ ಪ್ರತಿರೋಧ
Negative interaction,ನಕಾರಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ
Negative ion,ಮೈನಸ್ ಅಯಾನ್
Negative lens,"ಋಣಾತ್ಮಕ ಮಸೂರ, ಸಾಲ ಮಸೂರ"
Negative lens system,ನಕಾರಾತ್ಮಕ ಮಸೂರ ವ್ಯವಸ್ಥೆ
Negative magnetostriction,ಋಣಾತ್ಮಕ ಕಾಂತೀಯ ಅಸ್ಪಷ್ಟತೆ
Negative mass,ಋಣಾತ್ಮಕ ದ್ರವ್ಯರಾಶಿ
Negative matrix,ಋಣಾತ್ಮಕ ಮ್ಯಾಟ್ರಿಕ್ಸ್
Negative modulation,ಋಣಾತ್ಮಕ ಸಮನ್ವಯತೆ ಋಣಾತ್ಮಕ ಸಮನ್ವಯತೆ
Negative moemtn,ಸಾಲದ ಮೊತ್ತ
Negative nodal point,ನಕಾರಾತ್ಮಕ ನೋಡ್ಯುಲರ್ ಪಾಯಿಂಟ್
Negative number,ಸಾಲ ಸಂಖ್ಯೆ
