Odiya,Bengali
ମଜା କରିବା,দুষ্টুমি
ଗା intore ାଓକୋର,কিনেটোচোর
ରୋଷେଇ ଘର ବଗିଚା |,বাগানের
କ୍ଲିନଫିଲ୍ଟର ସିଣ୍ଡ୍ରୋମ |,ক্লেইনফিল্টার সিনড্রোম
Klenow frogment,ক্লেনো খণ্ড
ଗଣ୍ଠି ଦେଉଥିବା,গিঁটিং
କୋଚ୍ ର ପୋଷ୍ଟଲେଟ୍ |,কোচের পোস্টুলেট
କୋପେନଙ୍କ ବର୍ଗୀକରଣ (ଜଳବାୟୁ),কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু)
କର୍ଗଗୁଡିକ ଚକ୍ର,ক্রেবস চক্র
କୁର୍ଟୋସିସ୍,কুর্তোসিস
Kvk (krishi vigyan kendra),কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র)
କାଟାମ |,কাদম
କଲାଲ,কালে
କାନ୍ସ ଘାସ,ক্যানস ঘাস
Karonda,করোন্ডা
"କିଡନୀ ବିନ୍, ରାଜ୍ମା |","কিডনি বিন, রাজমাহ"
Kiwifriut,কিউইফ্রিউট
ଗଣ୍ଠିର,নোল খোল
କାଦୋମ୍ପୁଲୀ |,কোডাম্পুলি
କୋଡୋ ମିଲେଟ୍ |,কোডো মিললেট
କୋକାମ ବଟର ଗଛ (ଆମାଙ୍ଗୋସୋଟେନ୍),কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন)
ଖାପ୍ରା ବାଇଟଲ୍ |,খাপ্রো বিটল
L.d.50 (ସାଂଘାତିକ ମାତ୍ରା 50),এল.ডি .50 (মারাত্মক ডোজ 50)
ଲ୍ୟାବ ରୁ ଲ୍ୟାଣ୍ଡ,অবতরণ করতে ল্যাব
ଲାବାଇଲ୍,লেবেল
ଶ୍ରମ,শ্রম
ଲାକ୍ ଓପନ୍ ମଡେଲ୍ |,ল্যাক অপেরন মডেল
ସ୍ତନ୍ୟପାନ,স্তন্যদান
ଲାକ୍ଟୋଜେନିକ୍ ହରମୋନ୍ (ପ୍ରୋଲାକ୍ଟିନ୍),ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন)
ଲାକ୍ଟୋଜ୍,ল্যাকটোজ
ଲେଗିଂ ଷ୍ଟାଣ୍ଡିଂ |,পিছিয়ে থাকা স্ট্র্যান্ড
ଲମ୍ବଡା କ୍ଲୋନିଂ ଭେକ୍ଟର |,ল্যাম্বদা ক্লোনিং ভেক্টর
ଲାମିନାର ଏୟାର ପ୍ରବାହ |,ফলকিত বায়ু প্রবাহ
ଲ୍ୟାମ୍ପ ବ୍ରଶ୍ କ୍ରୋମୋଜୋମ୍ |,ল্যাম্প ব্রাশ ক্রোমোজোম
ଜମି,জমি
ଜମି ସାମର୍ଥ୍ୟ ବର୍ଗୀକରଣ |,ভূমি সক্ষমতা শ্রেণিবিন্যাস
ଜମି କ୍ଷମତା ମାନଚିତ୍ର,ভূমি সক্ষমতা মানচিত্র
ଜମି ଡିଗାଡ୍ |,ভূমি অবক্ষয়
ଜମି ସମାନ ଅନୁପାତ |,ভূমি সমতুল্য অনুপাত
ଭୂମି ସ୍ତର,জমি সমতলকরণ
ଭୂମି ପୁନରୁଦ୍ଧାର,জমি উদ্ধার
ଲ୍ୟାଣ୍ଡସ୍କାପ୍,ল্যান্ডস্কেপিং
ଭୂମି ଉପଯୁକ୍ତତା |,জমির উপযুক্ততা
ଜମି ବ୍ୟବହାର pattern ାଞ୍ଚା |,ভূমি ব্যবহারের প্যাটার্ন
ଲେଗେନହସ୍ ସେଲ୍ |,ল্যাঙ্গারহান্স সেল
ଲାପ୍ ଲାପ୍ ହାର |,ভ্রষ্টতা হার
ଲାର୍ଭା |,লার্ভা
ବିଳମ୍ବ,বিলম্ব
ବର୍ଷା,সুপ্ত
ଲୁକ୍କାୟିତ ସଂକ୍ରମଣ |,সুপ্ত সংক্রমণ
ପାର୍ଶ୍ୱରେ |,পার্শ্বীয়
ଜୁଏଇଟ ମାଟି |,লেটারাইট মাটি
ଲାଟେକ୍ସ,ল্যাটেক্স
ଲେଟିରିମ୍ |,ল্যাথাইরিজম
ଲାଟିନ୍ ବର୍ଗ ଡିଜାଇନ୍ (lsd),ল্যাটিন স্কয়ার ডিজাইন (এলএসডি)
ଲାଟାଇସ୍,জাল
ଅସାଧାରଣ ଲାଭର ନିୟମ |,সমন্বিত সুবিধার আইন
କ୍ରମାଗତ ରିଟର୍ନର ନିୟମ |,ধ্রুবক রিটার্ন আইন
ରିଟର୍ନ ହ୍ରାସ କରିବାର ନିୟମ |,হ্রাসের আইন
ରିଡ୍ୟୁନ୍ ବ increasing ୁଥିବା ନିୟମ |,ক্রমবর্ধমান retuns আইন
ଅଧ୍ୟାପକଙ୍କ ସୀମିତତାର ନିୟମ |,সীমাবদ্ধ কারণগুলির আইন
ସର୍ବନିମ୍ନ ନିୟମ,সর্বনিম্ন আইন
ପ୍ରତିସ୍ଥାପନର ନିୟମ,প্রতিস্থাপন আইন
ଭେରିଏବଲ୍ ଅନୁପାତର ନିୟମ |,পরিবর্তনশীল অনুপাত
ସ୍ତର,স্তর
ଲେଆଉଟ୍ |,বিন্যাস
ଲିଚେଟ୍ |,লিচেট
ଲେକିଂ ଦକ୍ଷତା |,ফাঁস দক্ষতা
ଲେଚିଂ ଆବଶ୍ୟକତା,ফাঁস প্রয়োজনীয়তা
ଅଗ୍ରଣୀ ଷ୍ଟ୍ରାଣ୍ଡ |,শীর্ষস্থানীয় স্ট্র্যান্ড
ପତ୍ର କ୍ଷେତ୍ର ଅବଧି |,পাতার ক্ষেত্রের সময়কাল
ପତ୍ର କ୍ଷେତ୍ର ସୂଚକାଙ୍କ |,গাছের পাতা সূচক এলাকা
ପତ୍ର କ୍ଷେତ୍ର ଅନୁପାତ |,পাতার অঞ্চল অনুপাত
ପତ୍ର ଖଣି,পাতা খনিজ
ପତ୍ର ପରୀକ୍ଷା,পাতা পরীক্ষা
ପତ୍ର,পাতা
ଲିଫଲେଟ୍ |,লিফলেট
ଲିଜ୍,ইজারা
ଲେମ୍ବୁ,শিম
ଲେସା - (ନିମ୍ନ ଶକ୍ତି ଇନପୁଟ୍ ଇନପୁଟ୍ କୃଷି କୃଷି),লিসা - (কম শক্তি ইনপুট টেকসই কৃষি)
ଅବଶ୍ୟ,লেন্টিসেল
ଲେନୋ କ୍ୟାପିଲାରୀ ପଏଣ୍ଟ |,লেন্টো কৈশিক পয়েন্ট
ରେପୋନମା |,লেপটোনেমা
ଲିପଟୋସପିରୋସିସ୍ |,লেপটোস্পিরোসিস
ଲେରୋ-ମର୍ଫିକ୍ |,লিরো-মরফিক
କ୍ଷତ,ক্ষত
ସାଂଘାତିକ ଗଣିତ |,মারাত্মক রূপান্তর
ବିନ୍ଦୁ,লিউকোপ্লাস্ট
ସ୍ତରୀୟ ଟେରସ୍ |,স্তর টেরেস
ଲିଭର୍ (ଲିଭର୍),লেভেলার (লেভেলার)
ସ୍ତର (ଜମିର),সমতলকরণ (জমির)
Ley ଚାଷ,লে ফার্মিং
Liebig ର ସର୍ବନିମ୍ନ ନିୟମ |,ন্যূনতম লাইবিগের আইন
ଲସେକ୍ସ,লিগেশন
ହାଲୁକା କ୍ଷତିପୂରଣ ବିନ୍ଦୁ |,হালকা ক্ষতিপূরণ পয়েন্ট
ହାଲୁକା ଶନିବାର ତୀବ୍ରତା |,হালকা স্যাচুরেশন তীব্রতা
ହାଲୁକା ଟ୍ରାନ୍ସମିସନ ଅନୁପାତ |,হালকা সংক্রমণ অনুপাত
ହାଲୁକା ଜାଲ |,হালকা ফাঁদ
ଅଙ୍ଗ,লিমিং
ସୀମା,সীমাবদ্ধতা
ସୀମା ସୀମିତ କରିବା |,সীমাবদ্ধ ফ্যাক্টর
ଲିମୋନାଇଟ୍ |,লিমোনাইট
ରେଖା,লাইন
ରେଖା ପ୍ରତିକ୍ରିୟା |,লিনিয়ার প্রতিক্রিয়া
ଲିଙ୍କ୍,লিঙ্কেজ
ଲିଙ୍କ୍ ଗୋଷ୍ଠୀ,লিঙ্কেজ গ্রুপ
ଲିନର,লিঙ্কার
ଲିନଟ୍ ଇଣ୍ଡେକ୍ସ |,লিন্ট সূচক
ଲିନବାସୀ |,লিন্টার
ଲିପିଡ୍,লিপিড
ଲିପୋଲୋଜି,লাইপোলাইসিস
ବାତିଲ,তরলকরণ
ତାଲିକା,লিস্টার
ତାଲିକା,লিস্টার
ତାଲିକା,তালিকা
ଲିଥୋସେଫର୍ |,লিথোস্ফিয়ার
ଲିଟର,লিটার
ଲାଇଭ୍ ମଲେଚ୍ |,লাইভ মালচেস
ଲିଭରୱର୍ଟ |,লিভারওয়ার্ট
ପଶୁପଲ,পশুসম্পত্তি
ଲୋକାଲ୍ ନିୟନ୍ତ୍ରଣ,স্থানীয় নিয়ন্ত্রণ
ଲାକ୍ସ,লোকস
ପଙ୍ଗପାଳ |,পঙ্গপাল
ଲଜିଂ (କ୍ରପ୍ ଲଜିଂ),লজিং (ফসল লজিং)
Ladiicule,লডিকুল
ପ୍ରେମୀଶା,লোস
ଲୋଗୀବସିମିକ୍ ରୂପାନ୍ତର |,লোগারথিমিক রূপান্তর
ଲମ୍ବା - ଦିନ ଉଦ୍ଭିଦ |,দীর্ঘ - দিনের উদ্ভিদ
ଲମ୍ବା ତରଙ୍ଗ ବିକିରଣ |,দীর্ঘ তরঙ্গ বিকিরণ
ଲୁପ୍ |,লুপ
ଚାପି ଚାଇବା |,লোপিং
କାଠ,কাঠ
ଲକ୍ସ,লাক্স
ବିଳାସପୂର୍ଣ୍ଣ ବ୍ୟବହାର (ପୁଷ୍ଟିକର),বিলাসবহুল খরচ (পুষ্টি)
ବିଳାସପୂର୍ଣ୍ଣ ଜିନ୍ |,বিলাসবহুল জিন
ଲାଇକୋଲିଅନ୍ |,লাইকোপেন
ଲିସାନ,লিম্ফ
ଲିଆସିମିଟର |,লাইসিমিটার
କକ୍ଷର ଲସିସିସ୍ |,কোষের লিসিস
ଲିସୋଜେନି,লাইসোজিনি
ଲାଇସୋମ୍,লাইসোসোম
ଲିଆଜାଇମ୍,লাইসোজাইম
ଲାକ ଗଛ,লক্ষ গাছ
ଲକ୍ଷ,লক্ষ
"ଲେଡିଙ୍କ ଆଙ୍ଗୁଠି, ଓକ୍ରା |","লেডির আঙুল, ওকরা"
ଜମି କାଲ୍ଟ୍ରୋପ୍ |,ল্যান্ড ক্যালট্রপস
ଲାଣ୍ଟାନା,ল্যান্টানা
ଲେଟିନସ୍,ল্যাথিরাস
ଲେକ,পেঁয়াজ
ଲେମ୍ବୁ ଘାସ |,লেবু ঘাস
ଲେମ୍ବୁ |,লেবু
ମ ents ଼ିଦିଅ,মসুর ডাল
Lequeorice,লকুরিস
ଲେଥୁସ୍ |,লেটুস
ଲିଲି,লিলি
ଚୂନ,চুন
ଲିନ୍ସେଡ୍ |,তিসি
ଲିଚି |,লিচি
ଲିଟିଲ୍ ମିଲେଟ୍ |,ছোট বাজরা
ଲମ୍ବା ତରଭୁଜ |,দীর্ঘ তরমুজ
ଲମ୍ବା ହଳଦୀ |,দীর্ঘ মরিচ
ଲୋୟାଟ୍ |,লোকাট
ଲୋଟସ୍,পদ্ম
Lourerne,Lurcerne
ଲାକ୍ କୀଟ,লক্ষ পোকামাকড়
ଲେଡି ପକ୍ଷୀ ବିଟଲ୍ |,লেডি বার্ড বিটল
ପତ୍ର ଖଣି,পাতা খনিজ
ପତ୍ର ରୋଲର୍ |,পাতা রোলার
ପତ୍ର ୱେବର |,পাতার ওয়েবার
ପଙ୍ଗପାଳ |,পঙ্গপাল
ମାକ୍ରୋ ବିବର୍ତ୍ତନ |,ম্যাক্রো বিবর্তন
ମାକ୍ରୋକ୍ଲିଅମ୍ |,ম্যাক্রোক্লিমেট
ମାକ୍ରୋମୋଲେକ୍ |,ম্যাক্রোমোলিকুল
ମାକମରୁଟେସନ୍ |,ম্যাক্রোমুটেশন
ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |,ম্যাক্রোনিউট্রিয়েন্ট
ମାକ୍ରୋପୋରସ୍,ম্যাক্রোপোরস
ମାଗଟ୍,ম্যাগগট
ମ୍ୟାଗମା |,ম্যাগমা
ମ୍ୟାନ୍ସେସିଆ |,ম্যাগনেসিয়া
ମ୍ୟାଗ୍ନେସିୟମ୍,ম্যাগনেসিয়াম
ଚୁମ୍ବକୀୟ ଷ୍ଟିରର୍ |,চৌম্বক আন্দোলক
ତିକ୍ତ,মাত্রা
Mahoha cake,মহুয়া কেক
ମେନିନାଇନର୍ ଲାଇନ୍ |,রক্ষণাবেক্ষণ লাইন
ରକ୍ଷଣାବେକ୍ଷଣ,রক্ষণাবেক্ষণ
ମାଟର,ভুট্টা শেলার
ପୁରୁଷ ନିର୍ଜଳ |,পুরুষ জীবাণুমুক্ত
ଅସମ୍ମାନ,ত্রুটি
ଅସମ୍ମାନ,ম্যালিগেন্সি
ପୁଷ୍ପ,অপুষ্টি
ଦୁଷ୍କର୍ମ,অসৎ আচরণ
ମାଲଂ,ম্যাল্টিং
ହାଲୁକା,ম্যানেজার
ମାଙ୍ଗ୍ରୋଭସ୍ |,ম্যানগ্রোভ
ମନୋମିଟର |,ম্যানোমিটার
ମନୋମିଟର |,ম্যানোমিটার
ମାନିସାସା (ଲୋଗାରିଥମ୍ ର),মন্টিসা (লোগারিদমের)
ଖତ,সার
ସ୍ନାୟୁ,সার
ମାର୍ଜିନାଲ୍,প্রান্তিক
ମାର୍ଜିନାଲ୍ ମୂଲ୍ୟ,প্রান্তিক ব্যয়
ମାର୍ଜିନାଲ୍ ଜମି |,প্রান্তিক জমি
ମାର୍ଜିନାଲ୍ ଉତ୍ପାଦ |,প্রান্তিক পণ্য
ମାର୍ଜିନାଲ୍ ରିଟର୍ନ |,প্রান্তিক রিটার্ন
ସାମୁଦ୍ରିକ,সামুদ্রিক
ମାର୍କର (ଜେନେଟିକ୍),চিহ্নিতকারী (জেনেটিক)
ବଜାର,বাজার
ମାର୍କେଟେବଲ୍ |,বিপণনযোগ্য
ମାର୍କେଟେବଲ୍ ସରପ୍ଲସ୍ |,বিপণনযোগ্য উদ্বৃত্ত
ମାର୍କେଟେଡ୍ ସରପ୍ଲସ୍ |,বিপণন উদ্বৃত্ত
ମାର୍କେଟିଂ |,বিপণন
ମାର୍ଶ,মার্শ
ଜନ ପ୍ରବାହ,ভর প্রবাহ
ଜନ ଚୟନ,গণ নির্বাচন
ଜନ-ସ୍ପେକ୍ଟ୍ରୋମିଟର |,ভর স্পেকট্রমিটার
ମାଷ୍ଟ,মাস্ট
ମାନବର ଉତ୍ତରାଧିକାରୀ,মাতৃ উত্তরাধিকার
ମିଳନ,সঙ্গম
ମାଟ୍ରିକ୍ ସମ୍ଭାବନା,ম্যাট্রিক সম্ভাবনা
ଚିକିତ୍ସା,পরিপক্কতা
ପରିପକ୍ୱତା (ଫସଲ),পরিপক্কতা (ফসল)
ସର୍ବାଧିକ ଉପଲବ୍ଧ ଜଳ |,সর্বাধিক উপলব্ধ জল
ସର୍ବାଧିକ କ୍ରପ୍ |,সর্বাধিক ফসল
ସର୍ବାଧିକ ଅବଶିଷ୍ଟ ସୀମା |,সর্বাধিক অবশিষ্টাংশ সীমা
ସର୍ବାଧିକ ସ୍ଥାୟୀ ଅମଳ |,সর্বাধিক টেকসই ফলন
ସର୍ବାଧିକ ଥର୍ମୋମିଟର |,সর্বাধিক থার্মোমিটার
ସର୍ବାଧିକ ଜଳ ଶୋ '|,সর্বাধিক জল ধারণ ক্ষমতা
ମଟର ବଗିଚା |,Medow orpharding
ମିଆଦେଖା |,Meyly
ଅର୍ଥ ବିଚ୍ୟୁତି |,বিচ্যুতি
ଅର୍ଥ ହେଉଛି ଜୀବନ (ପରମାଣୁ),গড় জীবন (পারমাণবিক)
ଅର୍ଥ ସମୁଦ୍ର ପତ୍ତନ |,সমুদ্র স্তর গড়
ହାରାହାରି ବର୍ଗ |,বর্গ মানে
ମାପ,পরিমাপ করা
ମାପ,মাপা
ଯାନ୍ତ୍ରିକ,যান্ত্রিক
ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ (ମାଟି),যান্ত্রিক বিশ্লেষণ (মাটি)
ଯାନ୍ତ୍ରିକ ପ୍ରତିରୋପଣ |,যান্ত্রিক প্রতিবন্ধকতা
ଯାନ୍ତ୍ରିକ ଚାଷ,যান্ত্রিক কৃষক
ମଧ୍ୟମ,মধ্যমা
Medic ଷଧୀୟ ଉଦ୍ଭିଦ |,Medic ষধি উদ্ভিদ
ଭୂମଧ୍ୟସାଗରୀୟ ଜଳବାୟୁ |,ভূমধ্যসাগরীয় জলবায়ু
MegaGaGamescesiesis,মেগাগামেটোজেনেসিস
MeasgPorangia,মেগাস্পোরঙ্গিয়া
ମେଗାସପୋର (ମାକ୍ରୋସପୋର),মেগস্পোর (ম্যাক্রোস্পোর)
Megasporogeresis,মেগাস্পোরোজেনেসিস
ମିଆଏସୋଇସ୍,মায়োসিস
ମେଲୋ ମାଟି |,মৃদু মাটি
DNA ର ତରଳିବା |,ডিএনএর গলে
ମେମ୍ବ୍ରେନ୍ ଫିଲ୍ଟର୍ |,ঝিল্লি ফিল্টার
ମେଣ୍ଡେଲିଆନ୍ ଉତ୍ତରାଧିକାରୀ |,মেন্ডেলিয়ান উত্তরাধিকার
ମେଣ୍ଡେଲିଜିମ୍ |,মেন্ডেলিজম
ମେଣ୍ଡେଲଙ୍କ ଉତ୍ତରାଧିକାରର ନିୟମ |,মেন্ডেলের উত্তরাধিকার আইন
ବାଣିଜ୍ୟ,পণ্যদ্রব্য
ମର୍କୁରୀ,বুধ
ମେରିସମରଣ,মেরিস্টেম
ମିଆଁଲାକରଣ,মেসোক্লিমেট
ମେସୋଡର୍ମ,মেসোডার্ম
ମେସୋଫିଲ୍ |,মেসোফিল
ମେସୋଫାଇଟ୍ |,মেসোফাইট
ମେସୋସ୍-ପୋରସ୍ |,মেসো-ছিদ্র
ମେସୋସସେର୍ |,মেসোস্ফিয়ার
ମେସେଞ୍ଜର rna (m-rna),ম্যাসেঞ্জার আরএনএ (এম-আরএনএ)
ମେଟାବୋଲିଜିମ୍ |,বিপাক
ମେଟାବୋଲାଇଟ୍ |,বিপাক
ଧାତୁ ଡ୍ୟାମ୍,ধাতব বাঁধ
ମେଟାମୋର୍ଫିକ୍ ପଥର |,রূপান্তরিত শিলা
ମେଟାମୋର୍ଫୋସିସ୍ |,রূপান্তর
Metatafse,মেটাফেজ
ମେଟାଷ୍ଟ୍ରସ୍,মেটাস্ট্রাস
ମେଟାକ୍ସେନିଆ |,মেটাক্সেনিয়া
ପାଣିପାଗ ବିଜ୍ଞାନ,আবহাওয়া
Methamemoblabinemia,Methaemoglobineamia
ପଦ୍ଧତି ପ୍ରଦର୍ଶନ,পদ্ধতি প্রদর্শন
ମିକା,মিকা
ମାଇକ୍ରୋ ବେସନ |,মাইক্রো বেসিন
ମାଇକ୍ରୋ ଫୁନା |,মাইক্রো ফাউনা
ମାଇକ୍ରୋବେକ୍ |,মাইক্রোব
ମାଇକ୍ରୋବିଆଲ୍ ବାୟୋମାସ୍ କାର୍ବନ |,মাইক্রোবিয়াল বায়োমাস কার্বন
ମାଇକ୍ରୋବାୟଲ୍ ଅବନତି |,মাইক্রোবিয়াল অবক্ষয়
ମାଇକ୍ରୋବିଆଲ୍ କୀଟନାଶକ |,মাইক্রোবায়াল কীটনাশক
ମାଇକ୍ରୋବାୟୋଲୋଜି |,মাইক্রোবায়োলজি
ମାଇକ୍ରୋବାୟୋଟିକ୍ |,মাইক্রোবায়োটিক
ମାଇକ୍ରୋକମେଣ୍ଟ |,মাইক্রোক্লিমেট
ମାଇକ୍ରୋନିଭ୍ରଏନସନ୍ |,মাইক্রোএনভায়রনমেন্ট
ମାଇକ୍ରୋଫ୍ଲୋରା |,মাইক্রোফ্লোরা
ମାଇକ୍ରୋଗମେତିଟେଜେଞ୍ଜେସିସ୍ |,মাইক্রোগামেটোজেনেসিস
ମାଇକ୍ରୋରିଣ୍ଡେସନ୍ |,মাইক্রোইরিগেশন
ମାଇକ୍ରୋମେଟ୍ରାକୋଲୋଜି |,মাইক্রোমিটোরোলজি
ମାଇକ୍ରୋନ୍ୟୁଟ୍ରାଇନ୍ଏଣ୍ଟ୍ |,মাইক্রোনিউট্রিয়েন্ট
ମାଇକ୍ରୋପ୍ଲଟ୍ |,মাইক্রোপ্লট
ମାଇକ୍ରୋପୋର,মাইক্রোপোর
ମାଇକ୍ରୋପାଇଲ୍ |,মাইক্রোপাইল
ମାଇକ୍ରୋସ୍କୋପି |,মাইক্রোস্কোপি
ମାଇକ୍ରୋସପୋରାଙ୍ଗସିୟମ୍ |,মাইক্রোস্পোরাঙ্গিয়াম
ମାଇକ୍ରୋସପୋର ସଂସ୍କୃତି |,মাইক্রোস্পোর সংস্কৃতি
ମାଇକ୍ରୋସପୋର ମାତା କକ୍ଷ |,মাইক্রোস্পোর মাদার সেল
ମାଇକ୍ରୋସପୋର |,মাইক্রোস্পোর
ମାଇକ୍ରୋଟୋମେ |,মাইক্রোটোম
ମାଇକ୍ରୋଟୋପୋଗ୍ରାଫି |,মাইক্রোটোপোগ্রাফি
ମଧ୍ୟମ ସିଜନ୍ ସଂଶୋଧନ |,মিড-সিজন সংশোধন
ସ୍ଥାନାନ୍ତରଣ,স্থানান্তর
କ୍ଷୀର ଶସ୍ୟ ପର୍ଯ୍ୟାୟ |,দুধের শস্য মঞ্চ
ମିଲଲେପେଡେ |,মিলেপেড
ମିଲେଟ୍ |,মিল্টস
ମିଲିଂ ପୁନରୁଦ୍ଧାର,মিলিং পুনরুদ্ধার
ମିଲ୍ କରିବା,মিলিং
ମିନେରାଲ୍ ପୁଷ୍ଟିକର |,খনিজ পুষ্টি
ଖଣିଜ ମାଟି |,খনিজ মাটি
ଖଜୁରୀ,খনিজকরণ
ଖଣିଜ ପଦାର୍ଥ,খনিজ
ସର୍ବନିମ୍ନ ଥର୍ମୋମିଟର |,সর্বনিম্ন থার্মোমিটার
ସର୍ବନିମ୍ନ ଟିଲଗ୍ |,ন্যূনতম জমায়েত
ଛୋଟ ଫସଲ,গৌণ ফসল
ମାଇଟୋିକ୍ ଇଣ୍ଡେକ୍ସ |,মিওটিক সূচক
ମିସିସନ୍ ମ୍ୟୁଟେସନ୍ |,মিসেন্স মিউটেশন
କୁହୁଡି ଜଳସେଚନ |,কুয়াশা সেচ
କୁହୁଡି,কুয়াশা
Mitochonrial,মাইটোকন্ড্রিয়া
ମିଟୋସାଇସ୍ |,মাইটোসিস
ମିଟର୍ଲିଚଙ୍କ ନିୟମ |,মিতসেরলিচের আইন
ମିଶ୍ରିତ କ୍ରପ୍ |,মিশ্র ফসল
ମିଶ୍ରିତ ଚାଷ,মিশ্র কৃষিকাজ
ମିଶ୍ରିତ ସାର,মিশ্র সার
ମିଶ୍ରିତ ଚରିବା |,মিশ্র চারণ
ମିଶ୍ରିତ ସୁଇପ୍ |,মিশ্রিত sward
ମଡେଲ୍,মডেল
ମଡେଲିଂ,মডেলিং
ପରିବର୍ତ୍ତିତ ବାତାବରଣ ପ୍ୟାକେଜିଂ |,পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং
ଆର୍ଦ୍ରତା ଉପଲବ୍ଧତା ସୂଚକାଙ୍କ |,আর্দ্রতা উপলভ্যতা সূচক
ଆର୍ଦ୍ରତା ଅଭାବ ସୂଚକାଙ୍କ |,আর্দ্রতা ঘাটতি সূচক
ଆର୍ଦ୍ରତା ସମାନ |,আর্দ্রতা সমতুল্য
ଆର୍ଦ୍ର ଶାସନ |,আর্দ্রতা ব্যবস্থা
ଆର୍ଦ୍ରତା ରିଲିଜ୍ ବକ୍ର |,আর্দ্রতা রিলিজ বক্ররেখা
ଆର୍ଦ୍ରତା ଧାରଣ,আর্দ্রতা ধরে রাখা
ଆର୍ଦ୍ରତା ଚାପ |,আর্দ্রতা চাপ
ଆର୍ଦ୍ରତା ଟେନସନ |,আর্দ্রতা উত্তেজনা
ଆର୍ଦ୍ରତା,আর্দ্রতা
ମୋଲାର ସମାଧାନ,মোলার সলিউশন
ଗୁଣ୍ଡ,গুড়
ମଲେ ଡ୍ରେନେଜ୍ |,তিল নিকাশী
ମଲିକୁଲାର୍ ଜୀବବିଜ୍ଞାନ |,আণবিক জীববিজ্ঞান
ମଲିକୁଲାର୍ ପ୍ରଜନନ |,আণবিক প্রজনন
ମଲିକୁଲାର ହାଇବ୍ରିଡାଇଜେସନ୍ |,আণবিক সংকরকরণ
ମଲୁସିସିଏସ୍ |,মল্লস্কাইসাইড
ମୁଦ୍ରା ସୁବିଧା ସୂଚକାଙ୍କ (MAI),আর্থিক সুবিধা সূচক (এমওয়াই)
ମୋନୋକ୍ଲୋନାଲ୍ ଆଣ୍ଟିବଡି |,মনোক্লোনাল অ্যান্টিবডি
Monocotyledlondon,একরঙা
ମୋନୋକ୍ରୋପ୍ (ମନୋବୃତ୍ତି),মনোক্রপ (একরঙা)
ମୋନୋମିୟର୍ |,মনোইসিয়াস
ମୋନୋଗେସିସ୍,মনোজেনেসিস
ମୋନୋହାଇବ୍ରାଇଡ୍ |,মনোহাইব্রিড
ମୋନୋଜି ଗ୍ଲାଜିଟିକ୍ |,মনোজাইগোটিক
ମ so ସୁମୀ |,বর্ষা
ମଣ୍ଟମୋରିଲିୟନାଇଟ୍ |,মন্টমরিলোনাইট
ମୋର୍,মুর
ମଦିନ ସକାଳ,মোর
ମୋର୍ଗାନ୍ ୟୁନିଟ୍ |,মরগান ইউনিট
Morphogenesis,মরফোজেনেসিস
Morphological ଆଡାପ୍ଟେସନ୍ |,রূপচর্চা অভিযোজন
Morphology,রূপচর্চা
ବନ୍ଧକ,বন্ধক
ମୋଟର,মটল
ଚଟାଣିବା,মটলিং
ଛାଞ୍ଚ,ছাঁচ
ମୁକାବିଲା,Multing
ମୁଣ୍ଡ ସଂସ୍କୃତି |,Ound িবি সংস্কৃতি
ମାଉଣ୍ଡ ଲେଜର |,Ound িবি লেয়ারিং
ମରୁଡ଼ି,মাওয়ার
କାଟିବା,কাঁচা
ମୁକିଲଜ୍ |,মিউকিলেজ
ମକ୍ ମୃତ୍ତିକା |,গোটা মাটি
କାଦୁଅ,কর্দমাক্ত
ମଫଲ,মাফল
ମଲଚ ଚାଷ,মালচ চাষ
ମଲଚ୍ ଟିଲଗେଜ୍ |,মুলচ টিলাজ
ମଲଚ,মুলচ
ମଲଚିଂ |,মালচিং
ମୁଲ୍,মুল
ମଲ୍ଟି ଷ୍ଟୋରୀ କ୍ରପ୍ |,মাল্টি স্টোর ক্রপিং
ଏକାଧିକ ସମ୍ପର୍କ |,একাধিক পারস্পরিক সম্পর্ক
ଏକାଧିକ ଫସଲ,একাধিক ফসল
ଏକାଧିକ କ୍ରପ୍ ଇଣ୍ଡେକ୍ସ |,একাধিক ক্রপিং সূচক
ଏକାଧିକ କ୍ରସ୍ |,একাধিক ক্রস
ଏକାଧିକ ପ୍ରତିରୋଧ,একাধিক প্রতিরোধ
ମଲ୍ଟିଭାରୀ,মাল্টিভারিয়েট
ବହୁମୁଖୀ |,মাল্টিজিগোটিক
ମମିଫିକେସନ୍ |,মমিফিকেশন
ମୂଖ୍ୟ ଫଳ |,মমিফাইড ফল
ମୁସ୍କୋଭାଇଟ୍ |,মাস্কোভাইট
ମୂଷା,মাশরুম
ମୁଟାଗେନ୍ |,মিউটেজেন
ମୁଟିଆଣ୍ଟ |,মিউট্যান্ট
ମୁଟିସନ୍ |,মিউটেশন
ମ୍ୟୁଚୁଆଲ୍ ପ୍ରତିବନ୍ଧକ |,পারস্পরিক বাধা
ମ୍ୟୁଚୁଆଲଜ,পারস্পরিকতা
