English,Telugu
Night jasmine,రాత్రి జాస్మిన్
Nipa palm,నిపా పామ్
Nut grass,గింజ గడ్డి
Nut sedge,గింజ సెడ్జ్
Nutmeg,జాజికాయ
Nematode,నెమటోడ్
Nut weevil,గింజ వీవిల్
Nematologist,నెమటాలజిస్ట్
Obligate aerobes,ఏరోబ్‌లను నిర్బంధించండి
Obligate anaerobes,వాయురహిత వాయురహితం
Obligate parasite,పరాన్నజీవిని తొలగించండి
Obligate,బాధ్యత
Off-type plants,ఆఫ్-టైప్ ప్లాంట్లు
Oil cake,ఆయిల్ కేక్
Okazaki fragment,ఒకాజాకి భాగం
Olericulture,ఒలెరికూర్
Oligogene,ఒలిగోజీన్
Oligonucleotide,ఒలిగోన్యూక్లియోటైడ్
Olive oil,ఆలివ్ నూనె
Omega-3-fatty acid,ఒమేగా -3-కొవ్వు ఆమ్లం
Omnivorous,సర్వశక్తులు
Oncogene,ఆంకోజీన్
Oncogenic virus,ఆంకోజెనిక్ వైరస్
Oncology,ఆంకాలజీ
On-farm research,ఆన్-ఫార్మ్ రీసెర్చ్
Oocyte,ఓసైట్
Operating cost,నిర్వహణ ఖర్చు
Operon,ఒపెరాన్
Opportunity cropping,అవకాశం పంట
Optimum dose,వాంఛనీయ మోతాదు
Optimum economic dose,వాంఛనీయ ఆర్థిక మోతాదు
Orchard efficiency,ఆర్చర్డ్ సామర్థ్యం
Organic agriculture,సేంద్రీయ వ్యవసాయం
Organic colloids,సేంద్రీయ ఘర్షణలు
Organic farming,సేంద్రీయ వ్యవసాయం
Organic manure,సేంద్రీయ ఎరువు
Organic matter,సేంద్రీయ పదార్థం
Organic nitrogen (soil),సేంద్రియ నఠీ
Organic phosphorus,సేంద్రీయ భాస్వరం
Organic soil,సేంద్రీయ నేల
Organic wastes,సేంద్రీయ వ్యర్థాలు
Organic,సేంద్రీయ
Organised marketing,ఆర్గనైజ్డ్ మార్కెటింగ్
Organogenesis,ఆర్గానోజెనిసిస్
Organoleptic evaluation,ఆర్గానోలెప్టిక్ మూల్యాంకనం
Orninthology,అలంకార శాస్త్రం
Orthodox seed,ఆర్థడాక్స్ సీడ్
Orthogonal polynomial equation,ఆర్తోగోనల్ బహుపది సమీకరణం
Osmosis,ఓస్మోసిస్
Osmotic effect,ఓస్మోటిక్ ప్రభావం
Osmotic potential,ఓస్మోటిక్ సంభావ్యత
Out break,అకస్మాత్తుగా వ్యాపించడం
Out breeding,అవుట్ బ్రీడింగ్
Oven,పొయ్యి
Overwinter,ఓవర్‌వింటర్
Overlapping generation,తరం అతివ్యాప్తి
Ovum,అండం
Oxidation,ఆక్సీకరణ
Oxylophytes,ఆక్సిలోఫైట్స్
Oats,వోట్స్
Oil palm,ఆయిల్ పామ్
Oleander,ఒలిండర్
Olive,ఆలివ్
Onion,ఉల్లిపాయ
Opium poppy,నల్లమందు గసగసాలు
"Oriental plane, european plane tree","ఓరియంటల్ విమానం, యూరోపియన్ విమానం చెట్టు"
Packing,ప్యాకింగ్
Paddock,పాడాక్
Paired row planting,జత చేసిన వరుస నాటడం
Palatability,పాలటబిలిటీ
Panicle,పానికిల్
Paracentric inversion,పారాసెంట్రిక్ విలోమం
Parameter,పరామితి
Parasite,పరాన్నజీవి
Parboiling,పార్బోయిలింగ్
Parenchyma,పరేన్చైమా
Parent rock,పేరెంట్ రాక్
Parmanent drought,పార్మనెంట్ కరువు
Parthenogenesis,పార్థినోజెనిసిస్
Partial factor productivity,పాక్షిక కారకాల ఉత్పాదకత
Participatory rural appraisal,పాల్గొనే గ్రామీణ మదింపు
Particle density,కణ సాంద్రత
Passive absorption,నిష్క్రియాత్మక శోషణ
Pasture,పచ్చిక
Pasturization,పచ్చిక పట్టణీకరణ
PCR (polymerase chain reaction),పిసిఆర్
Peasant farming,రైతు వ్యవసాయం
Peat (soil),మట్టి
Ped,పెడ్
Pedicel,పెడిసెల్
Pedigree,పూర్వీకుల నుండి వంశక్రమము
Pedogenesis,పెడోజెనిసిస్
Pedology,పెడోలజీ
Peel,పీల్
Peeling,పీలింగ్
Pelleting,గుళికల
Percolation,పెర్కోలేషన్
Perennial,శాశ్వత
Pericentric inversion,పెరిసెంట్రిక్ విలోమం
Peri-urban,పెరి-అర్బన్
Permeability,పారగమ్యత
Permaculture,స్వయం సమృద్ధ వ్యవసాయ పర్యావరణాభివృద్ధి
Permanent wilting point (PWP),శాశ్వత విల్టింగ్ పాయింట్ (పిడబ్ల్యుపి)
Permability coefficient,పెర్మబిలిటీ గుణకం
Permeability rate,పారగమ్యత రేటు
Permeameter,పెర్మీమీటర్
Persistent herbicide,నిరంతర హెర్బిసైడ్
Pesticide,పురుగుమందు
Petrophyte,పెట్రోఫైట్
Phage,ఫేజ్
Phased planting,దశల నాటడం
Phasmid,ఫాస్మిడ్
Phellogen,ఫెలోజెన్
Phenolic compounds,ఫినోలిక్ సమ్మేళనాలు
Phenology,ఫినాలజీ
Phenotype,ఫినోటైప్
Pheromone,ఫేర్మోన్
Phloem,ఫ్లోయమ్
Phosphate fixation,ఫాస్ఫేట్ ఫిక్సేషన్
Phosphate rock,ఫాస్ఫేట్ రాక్
Phosphate solubilization,ఫాస్ఫేట్ ద్రావణీకరణ
Phosphate solubilizing,ఫాస్ఫేట్ ద్రావణీకరణ
Phosphatide,ఫాస్ఫాటైడ్
Phospho-gypsum,ఫాస్ఫో-జిప్సం
Phospholipid,ఫాస్ఫోలిపిడ్
Phosphorylation,ఫాస్ఫోరైలేషన్
Photo spectrometer,ఫోటో స్పెక్ట్రోమీటర్
Photoautotroph,ఫోటోఆటోట్రోఫ్
Photochomical reaction,ఫోటోకోమికల్ రియాక్షన్
Photodecemposition,ఫోటోడెసెంపోజిషన్
Photometry,ఫోటోమెట్రీ
Photomorphogenesis,ఫోటోమోర్ఫోజెనిసిస్
Photon,ఫోటాన్
Photo-oxidation,ఫోటో-ఆక్సీకరణ
Photoperiod,ఫోటోపెరియోడ్
Photoperiodism,ఫోటోపెరియోడిజం
Photophosphorylation,ఫోటోఫాస్ఫోరైలేషన్
Photoreactivation,ఫోటోరియాక్టివేషన్
Photoreceptor,ఫోటోరిసెప్టర్
Photorespiration,ఫోటోర్‌స్పిరేషన్
Photosynthesis,కిరణజన్య సంయోగక్రియ
Photosynthetic efficiency,కిరణజన్య సంయోగ సామర్థ్యం
Photosynthetic quoitent,కిరణజన్య సంయోగక్రియ
Photosynthetically,కిరణజన్య సంయోగపరంగా
Phototropism,ఫోటోట్రోపిజం
Phyllody,ఫైలోడీ
Phyllotaxy,ఫైలోటాక్సీ
Physical weathering,భౌతిక వాతావరణం
Physiological disorder,శారీరక రుగ్మత
Physiological drought,శారీరక కరువు
Physiological loss,శారీరక నష్టం
Physiological maturity,శారీరక పరిపక్వత
Phytochrome,ఫైటోక్రోమ్
Phytoextraction,ఫైటోఎక్స్ట్రాక్షన్
Phytomass,ఫైటోమాస్
Phytonematode,ఫైటోమాటోడ్
Phytoremediation,ఫైటోరేమీడియేషన్
Phytosiderophore,ఫైటోసిడెఫోర్
Phytotoxic,ఫైటోటాక్సిక్
Phytotron,ఫైటోట్రోన్
Pictograph,పిక్టోగ్రాఫ్
Pie diagram,పై రేఖాచిత్రం
Piezometer,పైజోమీటర్
Pitcher farming,పిచ్చర్ వ్యవసాయం
Placement (fertilizer),పూలమైన పూల సంకోచము
Placenta,మావి
Planking,ప్లానింగ్
Plant breeding,మొక్కల పెంపకం
Plant density,మొక్క సాంద్రత
Plant ecology,మొక్కల జీవావరణ శాస్త్రం
Plant growth promotor,మొక్కల పెరుగుదల ప్రమోటర్
Plant growth regulator,మొక్కల పెరుగుదల నియంత్రకం
Plant introduction,మొక్కల పరిచయం
Plant nutrients,మొక్కల పోషకాలు
Plant nutrition,మొక్కల పోషణ
Plant quarantine regulation,మొక్కల నిర్బంధ నియంత్రణ
Plant tissue test,మొక్కల కణజాల పరీక్ష
Plantation crops,తోటల పంటలు
Planter,ప్లాంటర్
Planting material,నాటడం పదార్థం
Planting ratio,నాటడం నిష్పత్తి
Plasma,ప్లాస్మా
Plasma membrame,ప్లాస్మా జ్ఞాపకం
Plasmid,ప్లాస్మిడ్
Plasmodesmata,ప్లాస్మోడెస్మాటా
Plasmolysis,ప్లాస్మోలిసిస్
Plasticity,ప్లాస్టిసిటీ
Plasticulture,ప్లాస్టికల్చర్
Plastid,ప్లాస్టిడ్
Pleiotropic gene,ప్లియోట్రోపిక్ జన్యువు
Plot (experimental),ప్లాట్లు (ప్రయోగాత్మక)
Ploughing,దున్నుట
Plough-sole,ప్లగ్-సోల్
Plough-sole placement,ప్లగ్-సోల్ ప్లేస్‌మెంట్
Pluvial rice lands,ప్లూవియల్ రైస్ ల్యాండ్స్
Pluvic,ప్లవిక్
Pneumatic sprayer,న్యూమాటిక్ స్ప్రేయర్
Pneumatophore,న్యుమాటోఫోర్
Podzol soil,పోడ్జోల్ నేల
Podzolization,పోడ్జోలైజేషన్
Point mutation,పాయింట్ మ్యుటేషన్
Poisson distribution,పాయిసన్ పంపిణీ
Pollinator,పరాగసంపర్కం
Polyembrony,పాలిఎంబ్రోనీ
Polymerization,పాలిమరైజేషన్
Polymorphism,పాలిమార్ఫిజం
Polyspermy,పాలిస్పెర్మీ
Polytene chromosome,పాలిటెన్ క్రోమోజోమ్
Pomology,పోమోలజీ
Population,జనాభా
Porosity (pore-space),సున్నభావము (రంధ్ర-స్థలం)
Post-emergence,పోస్ట్-ఆవిర్భావం
Post harvest,పోస్ట్ హార్వెస్ట్
Post-harvest tillage,పంటకోత పంట
Potassium absorption ratio,పొటాషియం శోషణ నిష్పత్తి
Potassium fixation,పొటాషియం స్థిరీకరణ
Potential acidity,సంభావ్య ఆమ్లత్వం
Potential crop yield,సంభావ్య పంట దిగుబడి
Potential evaporation,సంభావ్య బాష్పీభవనం
Potential evapotransformation,సంభావ్య బాష్పీభవనం
Poultry farming,పౌల్ట్రీ వ్యవసాయం
Prairie,ప్రైరీ
Pre-bearing period,ముందస్తు మోసే కాలం
Precipitation,అవపాతం
Precision farming,ఖచ్చితమైన వ్యవసాయం
Precision agriculture,ఖచ్చితమైన వ్యవసాయం
Predator,ప్రెడేటర్
Pre-emergence,పూర్వ-ఆవిర్భావం
Pre-emergence treatment,పూర్వ-ఆవిర్భావ చికిత్స
Preplanting treatment,చికిత్స చికిత్స
Pressmud,ప్రెస్‌మడ్
Pressure gradient,పీడన ప్రవణత
Price elasticity,ధర స్థితిస్థాపకత
Price index,ధర సూచిక
Primary culture,ప్రాథమిక సంస్కృతి
Primary growth,ప్రాధమిక పెరుగుదల
Primary tillage,ప్రాథమిక పంట
Primer,ప్రైమర్
Priming (tobacco),రెండు
Primordial stage,ఆదిమ దశ
Prion,ప్రియాన్
Probability,సంభావ్యత
Probe,పరిశోధన
Problem soil,సమస్య నేల
Processing,ప్రాసెసింగ్
Production function,ఉత్పత్తి ఫంక్షన్
Productivity,ఉత్పాదకత
Profit,లాభం
Progeny-testing,సంతానం-పరీక్ష
Progressive farmer,ప్రగతిశీల రైతు
Project evaluation,ప్రాజెక్ట్ మూల్యాంకనం
Prokaryote,ప్రోకారియోట్
Promotor,ప్రమోటర్
Prophylactic spray,రోగనిరోధక స్ప్రే
Proprietary cultivar,యాజమాన్య సాగు
Protandrous,ప్రోటాండ్రస్
Protein,ప్రోటీన్
Protein engineering,ప్రోటీన్ ఇంజనీరింగ్
Protein sequencing,ప్రోటీన్ సీక్వెన్సింగ్
Protein synthesis,ప్రోటీన్ సంశ్లేషణ
Proteomics,ప్రోటీమిక్స్
Protogyny,ప్రోటోజిని
Protoplasm,ప్రోటోప్లాజం
Prototroph,ప్రోటోట్రోఫ్
Prussic acid (HCN/dhurin),ప్రసిక్ ఆమ్లం
Pseudoallele,సూడోఅల్లెలే
Pseudohermaphrodite,సూడోహెర్మాఫ్రోడైట్
Psychrometer,సైకోమీటర్
Puddle,గుమ్మడికాయ
Puddled soil,పుడ్డ్ మట్టి
Puddling,పుడ్లింగ్
Pulping,పల్పింగ్
Pulse seed,పల్స్ విత్తనం
Pulverization,పల్వరైజేషన్
Pulverization (soil),మట్టి
Pungent,పంగెంట్
Pure culture,స్వచ్ఛమైన సంస్కృతి
Pure line,స్వచ్ఛమైన లైన్
Pure line selection,స్వచ్ఛమైన లైన్ ఎంపిక
Purgative,ప్రక్షాళన
Purification,శుద్దీకరణ
Purity test,స్వచ్ఛత పరీక్ష
Pyranometer,పైరనోమీటర్
Pyregeometer,పైరెజీమీటర్
Pyreheliometer,పైరెహెలియోమీటర్
Paddy,వరి
Palmarosa,పాల్మరోసా
Palmyra palm,పామిరా పామ్
Pandanus,పాండనస్
Papaya,బొప్పాయి
Para grass,పారా గడ్డి
Parsley,పార్స్లీ
"Parthenium, (congress grass)","పార్థేనియం, (కాంగ్రెస్ గడ్డి)"
Patchouli,ప్యాచౌలి
Peach,పీచ్
"Peacock flower, paradise flower","నెమలి పువ్వు, స్వర్గం పువ్వు"
Pear,పియర్
Pearl millet,పెర్ల్ మిల్లెట్
Peas,బటానీలు
Pecan nut,పెకాన్ గింజ
Pennel,పెన్నెల్
Pepino,పెపినో
Pepper,మిరియాలు
Perillla,పెరిల్లె
Periwinkle,పెరివింకిల్
Persimmon,పెర్సిమోన్
Phalsa,ఫల్సా
Pigeonpea,పావురం
Pimpernel (anagallis),అతిశీతలమైన
Pine,పైన్
Pineapple,అనాస పండు
"Pistachio, green almond","పిస్తా, గ్రీన్ బాదం"
Plum,ప్లం
Pointed gourd,కోణాల పొట్లకాయ
Pomegranate,దానిమ్మ
Pongam,పొంగ్
Poplar,పోప్లర్
Poppy,గసగసాలు
Portulaca,పోర్చులాకా
Potato,బంగాళాదుంప
Prickly poppy,ప్రిక్లీ గసగసాల
"Pride of India, China tree","ప్రైడ్ ఆఫ్ ఇండియా, చైనా ట్రీ"
Proso millet,ప్రోసో మిల్లెట్
Psyllium,సైలియం
Pulasaan,పులాసాన్
Pumkin,పుమ్కిన్
Pummelo,పమ్మెలో
Painted bug,పెయింట్ బగ్
Parrot,చిలుక
Peacock,నెమలి
Pod borer,పాడ్ బోరర్
Pod fly,పాడ్ ఫ్లై
Pulse beetle,పల్స్ బీటిల్
Pyrilla,పిరిల్లా
Pathologist,పాథాలజిస్ట్
Pedologist,పెడోస్ట్
Plant breeder,మొక్కల పెంపకందారుడు
Plant pathologist,మొక్కల పాథాలజిస్ట్
Plant physiologist,మొక్కల ఫిజియాలజిస్ట్
Pomologist,పోమోస్ట్
Q 10,Q 10
QTL (quantitative trait loci),QTL (పరిమాణ లక్షణాలు
Quadrat,క్వాడ్రాట్
Quadratic response,చతురస్రాకార ప్రతిస్పందన
Quadruple cropping,నాలుగు రెట్లు పంట
Qualitative inheritance,గుణాత్మక వారసత్వం
Quality seed,నాణ్యమైన విత్తనం
Quantitative genetics,పరిమాణాత్మక జన్యుశాస్త్రం
Quantitative inheritance,పరిమాణాత్మక వారసత్వం
Quantum seed,క్వాంటం విత్తనం
Quarantine,రోగ అనుమానితులను విడిగా ఉంచడం
Quarantine pest,దిగ్బంధం పెస్ట్
Quartz,క్వార్ట్జ్
Quick test,శీఘ్ర పరీక్ష
Quiescence,QUISCENCE
Quiscent centre,క్విసెంట్ సెంటర్
Quail,పిట్ట
Queen bee,రాణి ఈగ
R value,R విలువ
Rabi (winter) crop,రబీ (శీతాకాలపు) పంట
Raceme,రేసెమ్
Radiation,రేడియేషన్
Radicle,రాడికల్
Radioactivity,రేడియోధార్మికత
Radiobiology,రేడియోబయాలజీ
Radiommuno assay,రేడియోమ్యూమో అస్సే
Radioisotope,రేడియో ఐసోటోప్
Rain water harvesting,వర్షపు నీటి పెంపకం
Rainbow revolution,రెయిన్బో విప్లవం
Rainfall,వర్షపాతం
Rainfed,వర్షపు ఫెడ్
Rain-gauge,వర్షం-గేజ్
Rainy season,వర్షాకాలం
Raised bed,పెరిగిన మంచం
Ranching,గడ్డిబీడు
Rancidity,రాన్సిడిటీ
Random amplified polymorphic,యాదృచ్ఛిక విస్తరించిన పాలిమార్ఫిక్
Random sample,యాదృచ్ఛిక నమూనా
Randomization,రాండమైజేషన్
Randomized block design,రాండమైజ్డ్ బ్లాక్ డిజైన్
Range (Statistics),పరిధి (గణాంకాలు)
Rangeland,రేంజ్ల్యాండ్
Range management,పరిధి నిర్వహణ
Rapid rural appraisal (RRA),రాపిడ్ గ్రామీణ ప్రాంతము
Ration,రేషన్
Ratoon,రాటూన్
Ratoon cropping,రాటూన్ పంట
Reaper,రీపర్
Recalcitrant seed,పునరావృత విత్తనం
Recession farming,మాంద్యం వ్యవసాయం
Recession phase,మాంద్యం దశ
Recessive,తిరోగమనం
Recharge,రీఛార్జ్
Reciprocal genes,పరస్పర జన్యువులు
Reclaimed land,తిరిగి పొందిన భూమి
Recombinant,పున omb సంయోగం
Recombinant DNA technology,పున omb సంయోగం DNA సాంకేతికత
Recombination,పున omb సంయోగం
Recon,రీకన్
Reconnaissance survey,నిఘా సర్వే
Recurrent parent,పునరావృత తల్లిదండ్రులు
Recyclable waste,పునర్వినియోగపరచదగిన వ్యర్థాలు
Red algae,ఎరుపు ఆల్గే
Red data book,ఎరుపు డేటా పుస్తకం
Red soils,ఎర్ర నేలలు
Redox potential,రెడాక్స్ సంభావ్యత
Reduced sample,తగ్గిన నమూనా
Reduced tillage,తగ్గిన పంట
Reducing sugar,చక్కెర తగ్గించడం
Reduction,తగ్గింపు
Reference crop,రిఫరెన్స్ పంట
Reflection coefficient,ప్రతిబింబం గుణకం
Reflection,ప్రతిబింబం
Reflexed stamen,రిఫ్లెక్స్డ్ స్టమెన్
Refractive index,వక్రీభవన సూచిక
Refractometer,రిఫ్రాక్టోమీటర్
Regeneration,పునరుత్పత్తి
Registered seed,రిజిస్టర్డ్ సీడ్
Regolith,రెగోలిత్
Regression,రిగ్రెషన్
Regression coefficient,రిగ్రెషన్ గుణకం
Regulator gene,రెగ్యులేటర్ జన్యువు
Relative crop-intensity index,సాపేక్ష పంట-తీవ్రత సూచిక
Relative crowding coefficient (K),సాపేక్ష రద్దీ గుణకం (కె)
Relative growth rate (RGR),సాపేక్ష వృద్ధి రేటు (RGR)
Relative humidity (RH),సాపేక్ష ఆర్ద్రత (RH)
Relative spread index,సాపేక్ష స్ప్రెడ్ ఇండెక్స్
Relative water content,సాపేక్ష నీటి కంటెంట్
Relative weed,సాపేక్ష కలుపు
Relative yield index,సాపేక్ష దిగుబడి సూచిక
Relative yield total,సాపేక్ష దిగుబడి మొత్తం
Relay cropping,రిలే క్రాపింగ్
Relief,ఉపశమనం
Remote sensing,దూరం నుంచి నిర్ధారణ
Renewable sources of energy,పునరుత్పాదక శక్తి వనరులు
Renovation,పునరుద్ధరణ
Repellent,వికర్షకం
Replication fork,ప్రతిరూపణ ఫోర్క్
Replication,ప్రతిరూపణ
Reporter gene,రిపోర్టర్ జన్యువు
Residual effect of fertilizer,ఎత్తి చూపగల ఎండు మందు
Residual effect of manure,ఎరువు
Residual sodium carbonate,అవశేష సోడియం కార్బోనేట్
Residual soil fertility,అవశేష నేల సంతానోత్పత్తి
Residue,అవశేషాలు
Resilience (crop),స్థితిస్థాపకత (పంట)
Resource-use indices (RUI),వనరుల వినియోగ సూచికలు (RUI)
Respiration quiotent,రెస్పిరేషన్ క్వియోటెంట్
Respiratory pigments,శ్వాసకోశ వర్ణద్రవ్యం
Respiratory quotient,శ్వాసకోశ కోటీన్
Response curve,ప్రతిస్పందన వక్రత
Response,ప్రతిస్పందన
Restitution nucleus,పున itution స్థాపన కేంద్రకం
Restorer line,పునరుద్ధరణ లైన్
Restriction enzyme,పరిమితి ఎంజైమ్
Restriction fragment,పరిమితి భాగం
Result demonstration,ఫలిత ప్రదర్శన
Retailing,రిటైలింగ్
Retarder,రిటార్డర్
Retrovirus,రెట్రోవైరస్
Retting,రీటింగ్
Revenue,ఆదాయం
Reverse genetics,రివర్స్ జెనెటిక్స్
Reverse mutation,రివర్స్ మ్యుటేషన్
Rhizobacteria (PGPR),రైజోబాక్టీరియా
Rhizodeposition,రైజోడెపోజిషన్
Rhizoid,రైజాయిడ్
Rhizome,రైజోమ్
Rhizosphere,రైజోస్పియర్
Ribosome,రైబోజోమ్
Rickettsia like organisms,రికెట్సియా జీవుల వంటిది
Ridge former (ridger),రిడ్జ్ మాజీ (రిడ్జర్)
Ridge planting,రిడ్జ్ నాటడం
Ridge terrace,రిడ్జ్ టెర్రేస్
Ridge till,రిడ్జ్ టిల్
Rill erosion,రిల్ ఎరోషన్
Risk,ప్రమాదం
RNA Ladder,RNA నిచ్చెన
Rock,రాక్
Rogue,రోగ్
Roguing,Proguing
Root crop,రూట్ పంట
Root exudates,రూట్ ఎక్సూడేట్స్
Root gall nematode,రూట్ పిత్తాశయం నెమటోడ్
Root inducing plasmid,రూట్ ప్రేరేపించే ప్లాస్మిడ్
Root nodules,రూట్ నోడ్యూల్స్
Rootstock,వేరు కాండం
Rosette disease,రోసెట్ వ్యాధి
Rosette polyembryony,రోసెట్ పాలిఎంబ్రియోనీ
Rosette virus,రోసెట్ వైరస్
Rotary tillage,రోటరీ పండించడం
Rotational grazing,భ్రమణ మేత
Roughage,రౌగేజ్
Row crops,వరుస పంటలు
Row intercropping,వరుస ఇంటర్‌క్రాపింగ్
RTS beverage,RTS పానీయం
Runner,రన్నర్
Run-off farming,రన్-ఆఫ్ వ్యవసాయం
Run-off,రన్-ఆఫ్
Rural regional bank,గ్రామీణ ప్రాంతీయ బ్యాంక్
Radish,ముల్లంగి
Rain tree,రెయిన్ ట్రీ
Raisin,రైసిన్
Rambutan,రాంబుటాన్
Rangoon creeper,రంగూన్ లత
Rapeseed,రాప్సీడ్
Raspberry,రాస్ప్బెర్రీ
Rat-tail radish,ఎలుక-తోక ముల్లంగి
Rattan,రట్టన్
Red cedar (toona),ఎర్రటి దేవదారు
Red clover,ఎరుపు క్లోవర్
Red silk tree,ఎరుపు పట్టు చెట్టు
Reed grass,రీడ్ గడ్డి
Rhodes grass,రోడ్స్ గడ్డి
Rhododendron,రోడోడెండ్రాన్
Rhus,రుస్
Rice,బియ్యం
Ridged gourd,రిడ్జ్డ్ పొట్లకాయ
Rose,గులాబీ
Rose berry,రోజ్ బెర్రీ
Rosemary,రోజ్మేరీ
Round gourd,రౌండ్ పొట్లకాయ
Rubber,రబ్బరు
Rat,ఎలుక
Red palm weevil,రెడ్ పామ్ వీవిల్
Red pumpkin beetle,ఎరుపు గుమ్మడికాయ బీటిల్
Rhinoceros beetle,ఖడ్గమృగం బీటిల్
Rice weevil,బియ్యం వీవిల్
Saline alkali soil,సెలైన్ ఆల్కలీ మట్టి
Saline soil,సెలైన్ నేల
Salinization,సాలినైజేషన్
Salivary gland chromosome,లాలాజల గ్రంథి క్రోమోజోమ్
Salt,ఉ ప్పు
Salt-affected soil,ఉప్పు ప్రభావిత నేల
Salt index,ఉప్పు సూచిక
Salt stress,ఉప్పు ఒత్తిడి
Salt tolerance,ఉప్పు సహనం
Sample,నమూనా
Sampling error,నమూనా లోపం
Sampling unit,నమూనా యూనిట్
Sampling,నమూనా
Sand,ఇసుక
Sandy clay,ఇసుక మట్టి
Sandy loam,శాండీ లోవామ్
Sandy soil,ఇసుక నేల
Sap,సాప్
Sapling,మొక్క
Saponification value,సాపోనిఫికేషన్ విలువ
Satellite DNA,ఉపగ్రహ DNA
Satellite weed,ఉపగ్రహ కలుపు
Saturated vapour pressure,సంతృప్త ఆవిరి పీడనం
Savanna,సవన్నా
Scafold protein,స్కాఫోల్డ్ ప్రోటీన్
Scape,స్కేప్
Scarification,స్కార్ఫికేషన్
Scion,సియోన్
Sciophytes,సైనోఫైట్స్
Seasonal cycle,కాలానుగుణ చక్రం
Seasonal drought,కాలానుగుణ కరువు
Seasonal plant,కాలానుగుణ మొక్క
Secondary growth,ద్వితీయ పెరుగుదల
Secondary plant nutrients,ద్వితీయ మొక్కల పోషకాలు
Secondary productivity,ద్వితీయ ఉత్పాదకత
Secondary tillage,ద్వితీయ పండించడం
Sedge,సెడ్జ్
Seed borne fungus,విత్తనం పుట్టిన ఫంగస్
Seed certification,విత్తన ధృవీకరణ
Seed hardening,విత్తన గట్టిపడటం
Seed treatment,విత్తన చికిత్స
Seed-cum-fertilizer drill,సీడ్-కమ్-ఫెర్టిలైజర్ డ్రిల్
Seedling,విత్తనాలు
Seepage,సీపేజ్
Segregation,వేరు చేయుట
Selectable marker,ఎంచుకోదగిన మార్కర్
Selection pressure,ఎంపిక ఒత్తిడి
Selective herbicide,సెలెక్టివ్ హెర్బిసైడ్
Selectivity index,సెలెక్టివిటీ ఇండెక్స్
Self fertilization,స్వీయ ఫలదీకరణం
Self sufficiency,స్వీయ సమృద్ధి
Self thinning capacity,స్వీయ సన్నబడటం సామర్థ్యం
Self-fruitful,స్వీయ-ఫ్రూట్‌ఫుల్
Self-incompatibility,స్వీయ-అపవాదు
Selfish DNA,స్వార్థ DNA
Semi-arid,సెమీ శుష్క
Sensory evaluation,ఇంద్రియ మూల్యాంకనం
Sepal,సెపాల్
Sequential cropping,సీక్వెన్షియల్ క్రాపింగ్
Serial dilution,సీరియల్ పలుచన
Sericulture,సెరికల్చర్
Serology,సెరోలజీ
Serum,సీరం
Sex-determination,సెక్స్-నిర్ణయం
Sex-linkage,సెక్స్-లింకేజ్
Sexual propagation,లైంగిక ప్రచారం
Sheet erosion,షీట్ కోత
Shelling,షెల్లింగ్
Shelter belt,షెల్టర్ బెల్ట్
Short-day plant,స్వల్ప-రోజు మొక్క
Short-wave radiation,స్వల్ప-తరంగ రేడియేషన్
Shuttle vector,షటిల్ వెక్టర్
Sibling,తోబుట్టువు
Sickle cell anemia,కొడవలి కణ రక్తహీనత
Sigmoid curve,సిగ్మోయిడ్ కర్వ్
Signal hypothesis,సిగ్నల్ పరికల్పన
Significance test,ప్రాముఖ్యత పరీక్ష
Silage,సైలేజ్
Silo,గొయ్యి
Silt,సిల్ట్
Silt loam,సిల్ట్ లోమ్
Silviculture,సిల్వికల్చర్
Sink,సింక్
Sink capacity,సింక్ సామర్థ్యం
Sister chromatid,సిస్టర్ క్రోమాటిడ్
Site-specific nutrient management,సైట్-నిర్దిష్ట పోషక నిర్వహణ
Skewed distribution,వక్రీకృత పంపిణీ
Skip row planting,వరుస నాటడం దాటవేయండి
Slime mould,బురద అచ్చు
Slow-release fertilizer,స్లో-రిలీజ్ ఎరువులు
Sludge,బురద
Slurry,ముద్ద
Smother crops,సున్నితమైన పంటలు
Social forestry,సామాజిక అటవీ
Sod culture,పచ్చిక సంస్కృతి
Sod,పచ్చిక
Sodic soil,సోడిక్ నేల
Sodium absorption ratio,సోడియం శోషణ నిష్పత్తి
Sodium pump,సోడియం పంప్
Soft-wood grafting,సాఫ్ట్-వుడ్ అంటుకట్టుట
Soil adhesion,నేల సంశ్లేషణ
Soil aeration,నేల వాయువు
Soil aggregate,నేల మొత్తం
Soil alkalinity,నేల క్షారత
Soil amendment,నేల సవరణ
Soil analysis,నేల విశ్లేషణ
Soil biodiversity,నేల జీవవైవిధ్యం
Soil biology,నేల జీవశాస్త్రం
Soil classification,నేల వర్గీకరణ
Soil colloid,నేల ఘర్షణ
Soil compaction,నేల సంపీడనం
Soil conditioners,నేల కండిషనర్లు
Soil conservation,నేల పరిరక్షణ
Soil crust,నేల క్రస్ట్
Soil degradation,నేల క్షీణత
Soil erodibility factor,నేల ఎరోడిబిలిటీ కారకం
Soil fertility,నేల సంతానోత్పత్తి
Soil genesis,నేల ఆదికాండము
Soil health,నేల ఆరోగ్యం
Soil horizon,నేల హోరిజోన్
Soil macroorganisms,నేల స్థూల ఆర్గనైజమ్స్
Soil management,నేల నిర్వహణ
Soil microbiology,నేల మైక్రోబయాలజీ
Soil microorganisms,నేల సూక్ష్మజీవులు
