Odiya,Malayalam
ଡାକ୍ତରୀ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,മെഡിക്കൽ ഇലക്ട്രോണിക്സ്
ମେଗା ଓହମ୍,മെഗാ ഓം
ମେଗାବାଇଟ୍ |,മെഗാബൈറ്റ്
ମେଗର୍,മെഗ്ഗർ
ସ୍ମୃତି,അനുസ്മരണം
ସ୍ମୃତି ପ୍ରବେଶ ସମୟ |,മെമ്മറി ആക്സസ് സമയം
ମେମୋରୀ ଆରେ,മെമ്മറി അറേ
ମେମୋରୀ ବଫର୍ ରେଜିଷ୍ଟର |,മെമ്മറി ബഫർ രജിസ്റ്റർ
ମେମୋରୀ ସେଲ୍,മെമ്മറി സെൽ
ମେମୋରୀ ସେଲ୍ &#39;ଚାରିପାଖରେ ଦ race ଡ଼&#39; |,മെമ്മറി സെൽ &#39;റേസ് എറൗണ്ട്&#39; സ്റ്റേജ്
ମେମୋରୀ ଚିପ୍,മെമ്മറി ചിപ്പ്
ମାଇକ୍ରୋ ସର୍କିଟ |,മൈക്രോ സർക്യൂട്ട്
ସ୍ମୃତି ଚକ୍ର,മെമ്മറി സൈക്കിൾ
ସ୍ମୃତି ଚକ୍ର,മെമ്മറി സൈക്കിൾ
ସ୍ମୃତି ମାନଚିତ୍ର,മെമ്മറി മാപ്പ്
ମେମୋରୀ ମ୍ୟାପ୍ ଇନପୁଟ୍ / ଆଉଟପୁଟ୍,മെമ്മറി മാപ്പ് ചെയ്ത ഇൻപുട്ട്/ഔട്ട്പുട്ട്
ସ୍ମୃତି ପଠନ |,മെമ്മറി വായന
ସ୍ମୃତି ଲେଖା,മെമ്മറി എഴുത്ത്
"ମେନୁ, କାଟାଲଗ୍ |","മെനു, കാറ്റലോഗ്"
ଅକ୍ଷୀୟ ବିମାନ |,അക്ഷീയ തലം
ନେଟ୍,നെറ്റ്
ଜାଲ୍ ବିଶ୍ଳେଷଣ |,മെഷ് വിശകലനം
ଜାଲ୍ ଷ୍ଟ୍ରିମ୍ |,മെഷ് സ്ട്രീം
ଜାଲ ସମୀକରଣ,മെഷ് സമവാക്യം
ଧାତୁ |,ലോഹം
ଧାତୁ ବାକ୍ସ,മെറ്റൽ ബോക്സ്
ଧାତୁ ଚଳଚ୍ଚିତ୍ର ପ୍ରତିରୋଧକ |,മെറ്റൽ ഫിലിം റെസിസ്റ്റർ
ଧାତୁକରଣ,ലോഹവൽക്കരണം
ମିଟର,മീറ്റർ
MFTD (ଏକାଧିକ ସ୍ୱର ଡାଏଲିଂ),MFTD (മൾട്ടിപ്പിൾ ടോൺ ഡയലിംഗ്)
ମୋ,മോ
MIC (ମାଇକ୍ରୋୱେଭ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍),എം.ഐ.സി (മൈക്രോവേവ് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്)
ମିକା କ୍ୟାପେସିଟର୍ |,മൈക്ക കപ്പാസിറ്റർ
MICR,MICR
ସୂକ୍ଷ୍ମ ଚିହ୍ନ,സൂക്ഷ്മമായ അടയാളങ്ങൾ
ମାଇକ୍ରୋ କମ୍ପ୍ୟୁଟର |,മൈക്രോകമ്പ്യൂട്ടർ
ମାଇକ୍ରୋ ନିୟନ୍ତ୍ରକ |,മൈക്രോ കൺട്രോളർ
ମାଇକ୍ରୋ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,മൈക്രോ ഇലക്ട്രോണിക്സ്
ମାଇକ୍ରୋଫାରାଡ୍ |,മൈക്രോഫാരഡ്
ମାଇକ୍ରୋଫିସ୍ |,മൈക്രോഫിഷ്
ମାଇକ୍ରୋ ନିର୍ଦ୍ଦେଶ,സൂക്ഷ്മ നിർദ്ദേശം
ମାଇକ୍ରୋସ୍କୋପିକ୍ ଅପରେଟିଂ ସିଷ୍ଟମ୍ |,മൈക്രോസ്കോപ്പിക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം
ସୂକ୍ଷ୍ମ ଯୁକ୍ତି,സൂക്ഷ്മമായ ന്യായവാദം
ମାଇକ୍ରୋନ୍ |,മൈക്രോൺ
ମାଇକ୍ରୋଫୋନ୍ |,മൈക്രോഫോൺ
ମାଇକ୍ରୋଟୋନିକ୍ ପ୍ରଭାବ |,മൈക്രോടോണിക് പ്രഭാവം
"ମାଇକ୍ରୋପ୍ରୋସେସର୍, ମାଇକ୍ରୋପ୍ରୋସେସର୍ |","മൈക്രോപ്രൊസസർ, മൈക്രോപ്രൊസസർ"
ମାଇକ୍ରୋପ୍ରୋସେସର କୋଡ୍ |,മൈക്രോപ്രൊസസർ കോഡ്
ମାଇକ୍ରୋ ପ୍ରୋଗ୍ରାମ୍ |,മൈക്രോ പ്രോഗ്രാം
"ମାଇକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ, ମାଇକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ |","മൈക്രോ പ്രോഗ്രാമിംഗ്, മൈക്രോ പ്രോഗ്രാമിംഗ്"
ମାଇକ୍ରୋ ସେକେଣ୍ଡ୍ |,മൈക്രോ സെക്കന്റ്
ମାଇକ୍ରୋ ଷ୍ଟ୍ରିପ୍ ଆଣ୍ଟେନା |,മൈക്രോ സ്ട്രിപ്പ് ആന്റിന
ମାଇକ୍ରୋ ଷ୍ଟ୍ରିପ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |,മൈക്രോ സ്ട്രിപ്പ് ട്രാൻസ്മിഷൻ ലൈൻ
"ମାଇକ୍ରୋୱେଭ୍, ମାଇକ୍ରୋୱେଭ୍ |","മൈക്രോവേവ്, മൈക്രോവേവ്"
ମାଇକ୍ରୋୱେଭ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,മൈക്രോവേവ് ആംപ്ലിഫയർ
ମାଇକ୍ରୋୱେଭ୍ ଆଣ୍ଟେନା |,മൈക്രോവേവ് ആന്റിന
ମାଇକ୍ରୋ ତରଙ୍ଗ ଲିଙ୍କ୍ |,മൈക്രോ വേവ് ലിങ്ക്
ମାଇକ୍ରୋୱେଭ୍ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |,മൈക്രോവേവ് ട്രാൻസ്മിഷൻ വിൻഡോ
ମାଇକ୍ରୋୱେଭ୍ ଟ୍ୟୁବ୍ |,മൈക്രോവേവ് ട്യൂബ്
ମଧ୍ୟମ ବ୍ୟାଣ୍ଡ ପରିସର |,മിഡ് ബാൻഡ് ശ്രേണി
MIDI (ଯନ୍ତ୍ରପାତି ଡିଜିଟାଲ୍ ଇଣ୍ଟରଫେସ୍),മിഡി (ഇൻസ്ട്രുമെന്റൽ ഡിജിറ്റൽ ഇന്റർഫേസ്)
ମିଲର୍ ପ୍ରଭାବ କ୍ଷମତା |,മില്ലർ ഇഫക്റ്റ് കപ്പാസിറ്റൻസ്
ମିଲର୍ ଇଣ୍ଟିଗ୍ରେଟର୍ |,മില്ലർ ഇന്റഗ്രേറ്റർ
ମିଲର୍ କଲ୍ ବେସ୍ |,മില്ലർ കോൾ ബേസ്
ମିଲର୍ ଥିଓରେମ୍ |,മില്ലർ സിദ്ധാന്തം
ମିଲିମିଟର,മില്ലിമീറ്റർ
ମିଲି ଆମ୍ପେର୍ |,മില്ലി ആമ്പിയർ
ମିଲି ହେନେରୀ |,മില്ലി ഹെൻറി
ମିଲମ୍ୟାନ୍ଙ୍କ ତତ୍ତ୍। |,മിൽമാന്റെ സിദ്ധാന്തം
କ୍ଷୁଦ୍ରତା,ചുരുക്കുന്നു
ସଂଖ୍ୟାଲଘୁ ବାହକ |,ന്യൂനപക്ഷ കാരിയർ
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,ന്യൂനപക്ഷ കാരിയർ സ്ട്രീം
ମିନିଟର୍ମ୍ |,Minterm
ବିତରଣ,കുറയ്ക്കൽ
M.P.S.,എം.പി.എസ്.
ଭୁଲ ଭୁଲ,തെറ്റായ ക്രമീകരണം
ଅବ୍ଲିସନ୍ |,അബ്ലേഷൻ
ମିକ୍ସର୍,മിക്സർ
MMU (ମେମୋରୀ ମ୍ୟାନେଜମେଣ୍ଟ ୟୁନିଟ୍),എം.എം.യു (മെമ്മറി മാനേജ്മെന്റ് യൂണിറ്റ്)
ମେନେମୋନିକ୍ |,ഓർമ്മപ്പെടുത്തൽ
ଇଲେକ୍ଟ୍ରନ୍ ଗତିଶୀଳ |,ചലിക്കുന്ന ഇലക്ട്രോണുകൾ
ଗତିଶୀଳତା |,ചലനാത്മകത
ମୋଡାଲ୍ ଡିଫ୍ଲେକ୍ସନ୍ |,മോഡൽ വ്യതിചലനം
ମୋଡ୍,മോഡ്
ମଡେଲ୍,മാതൃക
ମୋଡେମ୍,മോഡം
ଅପରିବର୍ତ୍ତିତ ଫ୍ରିକ୍ୱେନ୍ସି ମଡ୍ୟୁଲେସନ୍ କୋଡିଂ |,മാറ്റമില്ലാത്ത ഫ്രീക്വൻസി മോഡുലേഷൻ കോഡിംഗ്
ମଡ୍ୟୁଲାର୍ ଡିଜାଇନ୍ |,മോഡുലാർ ഡിസൈൻ
ମଡ୍ୟୁଲେଡ୍,മോഡുലേറ്റ് ചെയ്തു
ମଡ୍ୟୁଲେସନ୍,മോഡുലേഷൻ
ମୋଡ୍ୟୁଲେସନ୍ ଗଭୀରତା |,മോഡുലേഷൻ ഡെപ്ത്
ମୋଡ୍ୟୁଲେସନ୍ ଇଣ୍ଡେକ୍ସ,മോഡുലേഷൻ സൂചിക
ମୋଡ୍ୟୁଲେସନ୍ ପ୍ରତିଶତ,മോഡുലേഷൻ ശതമാനം
ମଡ୍ୟୁଲ୍,മൊഡ്യൂൾ
ମଡ୍ୟୁଲସ୍ n ଗୁଣକ,മോഡുലസ് n മൾട്ടിപ്ലയർ
କାଲକୁଲେଟର ମଡ୍ୟୁଲସ୍,കാൽക്കുലേറ്റർ മോഡുലസ്
ଅଣୁ,തന്മാത്ര
ପ୍ରେରଣା |,പ്രേരണ
ମନିଟର,മോണിറ്റർ
ଏକଚାଟିଆ,മോണോക്രോമാറ്റിക്
ଏକଚାଟିଆ ପ୍ରଦର୍ଶନ |,മോണോക്രോമാറ്റിക് ഡിസ്പ്ലേ
ମୋନୋଲିଥିକ୍ (ଆଇସି),മോണോലിത്തിക്ക് (IC)
ଏକକ ନାଡ |,ഒറ്റ പൾസ്
monostationary multivibrator,മോണോസ്റ്റേഷണറി മൾട്ടിവൈബ്രേറ്റർ
ସମାନତା,ഏകരൂപം
ମୋର୍ ନିୟମ |,മൂറിന്റെ നിയമം
ମୋର୍ସ୍ କୋଡ୍ |,മോഴ്സ് കോഡ്
ମସଫେଟ୍ |,മോസ്ഫെറ്റ്
ସବୁଠାରୁ ଅର୍ଥପୂର୍ଣ୍ଣ ଚରିତ୍ର |,ഏറ്റവും അർത്ഥവത്തായ കഥാപാത്രം
ମଦର ବୋର୍ଡ |,മദർ ബോർഡ്
ମୋଟର |,മോട്ടോർ
ମୋଟର କାର୍ଯ୍ୟ,മോട്ടോർ പ്രവർത്തനം
ଅପରାଧ,കുറ്റപ്പെടുത്തൽ
ମାଉସ୍,മൗസ്
ଚଳନଶୀଳ କୁଣ୍ଡଲି ଲାଉଡ ସ୍ପିକର |,ചലിക്കുന്ന കുണ്ഡലി ഉച്ചഭാഷിണി
ଚାଲୁଥିବା ମିଟର |,റണ്ണിംഗ് മീറ്റർ
Sampeg,സാംപെഗ്
MPU,എം.പി.യു
MSD (ସର୍ବାଧିକ ସ୍କୋର),എം.എസ്.ഡി (ഏറ്റവും ഉയർന്ന സ്കോർ)
MS ୱିଣ୍ଡୋଜ୍ |,MS വിൻഡോസ്
M.T.B.F. (ପାର୍ଥକ୍ୟ ବିଫଳତା ମଧ୍ୟମ),എം.ടി.ബി.എഫ്. (വ്യത്യാസം പരാജയ ശരാശരി)
ବହୁମୁଖୀ କ୍ଲାଇଷ୍ଟ୍ରନ୍ |,മൾട്ടി കോളം ക്ലൈസ്ട്രോൺ
ପଲିମର ସଂଯୋଜକ |,പോളിമർ കണക്റ്റർ
ମଲ୍ଟିମିଡ଼ିଆ,മൾട്ടിമീഡിയ
ମଲ୍ଟିମିଟର,മൾട്ടിമീറ്റർ
ଏକାଧିକ ଏମିଟର ଟ୍ରାନଜିଷ୍ଟର |,മൾട്ടിപ്പിൾ എമിറ്റർ ട്രാൻസിസ്റ്റർ
ବହୁମୁଖୀ,മൾട്ടിട്രേസിംഗ്
ଯୋଗ୍ୟତା,യോഗ്യത
ଗୁଣକ,ഗുണനം
ଏକାଧିକ ଉତ୍ସ,മൾട്ടി റിസോഴ്സ്
ଏକାଧିକ ପ୍ରୋଗ୍ରାମିଂ,മൾട്ടിപ്രോഗ്രാമിംഗ്
ଏକାଧିକ ପରିସର,ഒന്നിലധികം ശ്രേണി
ପଲିନୋମିଆଲ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,ബഹുപദ ആംപ്ലിഫയർ
ବହୁମୁଖୀ,മൾട്ടിഫങ്ഷൻ
ମୂକ,നിശബ്ദമാക്കുക
ପାରସ୍ପରିକ ଗୁଣ,പരസ്പര സവിശേഷതകൾ
ପାରସ୍ପରିକ କଣ୍ଡକ୍ଟିଭିଟି |,പരസ്പര ചാലകത
ପାରସ୍ପରିକ ଯୋଡି |,പരസ്പര ബന്ധനം
ପାରସ୍ପରିକ ପ୍ରେରଣା |,പരസ്പര പ്രചോദനം
ପାରସ୍ପରିକତା,പരസ്പരബന്ധം
ମାଇଲର୍ PC ବୁଣନ୍ତୁ |,മൈലാർ പി.സി. വിതയ്ക്കുക
N- ବିଷୟ |,N-കാര്യം
NAMPS,NAMPS
nand-nand ସର୍କିଟ |,നന്ദ്-നന്ദ് സർക്യൂട്ട്
"ନାନୋ ଦ୍ୱିତୀୟ (- ରୁ, )","നാനോ സെക്കൻഡ് (- to, )"
ନାପିଅର୍ ନିୟମ |,നേപ്പിയർ നിയമം
ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ |,ഇടുങ്ങിയ ബാൻഡ്
ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ ଶବ୍ଦ |,ഇടുങ്ങിയ ബാൻഡ് ശബ്ദം
ସଂକୀର୍ଣ୍ଣ ବ୍ୟାଣ୍ଡ ପାର୍କ ଶବ୍ଦ |,ഇടുങ്ങിയ ബാൻഡ് പാർക് ശബ്ദം
ଦେଶୀ ଅନୁବାଦକ,സ്വദേശി വ്യാഖ്യാതാവ്
ପ୍ରାକୃତିକ ଗଣନା,സ്വാഭാവിക കണക്കുകൂട്ടൽ
ପ୍ରାକୃତିକ ଆବୃତ୍ତି |,സ്വാഭാവിക ആവൃത്തി
ପ୍ରାକୃତିକ ଲୋଗାରିଦମ୍ |,സ്വാഭാവിക ലോഗരിതം
ନିକଟବର୍ତ୍ତୀ,അടുത്ത വിളി
କମ୍ପନ ନିକଟରେ,വിറയലിനടുത്ത്
"ଛୁଞ୍ଚି ବେଗ, ଇନଭେଣ୍ଟୋରୀ ବେଗ |","സൂചി വെലോസിറ്റി, ഇൻവെന്ററി വെലോസിറ്റി"
ନିଷେଧ |,നിരോധനം
ନିଷେଧ ବିଜ୍ଞପ୍ତି |,നിരോധന അറിയിപ്പ്
ନିଷେଧ ପ୍ରତୀକ |,നിരോധന ചിഹ്നം
ନକାରାତ୍ମକ ଫାଟକ |,നെഗറ്റീവ് ഗേറ്റ്
ନକାରାତ୍ମକ ଶେଷ ଗେଟ୍ |,നെഗറ്റീവ് എൻഡ് ഗേറ്റ്
ନକାରାତ୍ମକ ବନ୍ଧନ |,നെഗറ്റീവ് ബോണ്ട്
ନକାରାତ୍ମକ କାଟିବା |,നെഗറ്റീവ് ഷേറിംഗ്
ନକାରାତ୍ମକ କୋର୍ |,നെഗറ്റീവ് കോർ
ନେଗେଟିଭ୍ ଏମିଟର ଟ୍ରେଲିଂ |,നെഗറ്റീവ് എമിറ്റർ ട്രെയിലിംഗ്
ନକାରାତ୍ମକ ପୁନ rein ନିବେଶ |,നെഗറ്റീവ് പുനർനിക്ഷേപം
ନକାରାତ୍ମକ ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |,നെഗറ്റീവ് റീഇൻവെസ്റ്റ്മെന്റ് ആംപ്ലിഫയർ
ନକାରାତ୍ମକ ଯୁକ୍ତି,നെഗറ്റീവ് വാദം
ନକାରାତ୍ମକ କିମ୍ବା ଗେଟ୍ |,നെഗറ്റീവ് OR ഗേറ്റ്
ନକାରାତ୍ମକ ପୋଲାରିଟି |,നെഗറ്റീവ് പോളാരിറ്റി
ନକାରାତ୍ମକ ପ୍ରତିରୋଧ,നെഗറ്റീവ് പ്രതിരോധം
ନକାରାତ୍ମକ ପ୍ରତିରୋଧ କ୍ଷେତ୍ର |,നെഗറ്റീവ് പ്രതിരോധ മേഖല
ନକାରାତ୍ମକ ଯୋଗାଣ |,നെഗറ്റീവ് വിതരണം
ନକାରାତ୍ମକ ତାପମାତ୍ରା,നെഗറ്റീവ് താപനില
ନକାରାତ୍ମକ ତାପମାତ୍ରା ଗୁଣବତ୍ତା |,നെഗറ്റീവ് താപനില ഗുണകം
ନକାରାତ୍ମକ ସଂକ୍ରମଣ,നെഗറ്റീവ് ട്രാൻസ്മിഷൻ
ନକାରାତ୍ମକ ଗଛ |,നെഗറ്റീവ് വൃക്ഷം
ନକାରାତ୍ମକ ଟନେଲ୍ ଡାୟୋଡ୍ |,നെഗറ്റീവ് ടണൽ ഡയോഡ്
ନକାରାତ୍ମକ ମିଥ୍ୟା |,നെഗറ്റീവ് തെറ്റ്
ନକାରାତ୍ମକ ସତ୍ୟ |,നെഗറ്റീവ് സത്യം
ଅବହେଳିତ |,നിസ്സാരമായ
ନେମାଟିକ୍ ଫ୍ଲୁଇଡ୍ ସ୍ଫଟିକ୍ |,നെമാറ്റിക് ഫ്ലൂയിഡ് ക്രിസ്റ്റൽ
ନକାରାତ୍ମକ ମୋଡ୍ |,നെഗറ്റീവ് മോഡ്
ନିନ୍ ଲ୍ୟାମ୍ପ |,നിയോൺ വിളക്ക്
ନାପର୍,നാപ്പർ
ବସା ଶାଖା |,കൂടുകൂട്ടിയ ശാഖ
ନଷ୍ଟ ହୋଇଥିବା କାର୍ଯ୍ୟ ଚିହ୍ନ |,നെസ്റ്റഡ് വർക്ക് ഫ്ലാഗ്
ବସା ବାନ୍ଧିବା |,കൂടുകെട്ടൽ
ସଂପୂର୍ଣ୍ଣ ଅପରିଷ୍କାର ଏକାଗ୍ରତା |,കേവല അശുദ്ധി ഏകാഗ്രത
ନିଟ୍ ତାଲିକା |,നെറ്റ് ലിസ്റ്റ്
"ନେଟୱର୍କ, ନେଟୱର୍କ","നെറ്റ്വർക്ക്, നെറ്റ്വർക്ക്"
ନେଟୱର୍କ ଡ୍ରାଇଭ,നെറ്റ്വർക്ക് ഡ്രൈവ്
ନେଟୱର୍କ ଅପରେଟର,നെറ്റ്വർക്ക് ഓപ്പറേറ്റർ
ନେଟୱର୍କ ମଡେଲ |,നെറ്റ്വർക്ക് മോഡൽ
ନେଟୱର୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ |,നെറ്റ്വർക്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം
ନେଟୱର୍କ ସର୍ଭର |,നെറ്റ്വർക്ക് സെർവർ
ନେଟୱର୍କ ଗଠନ,നെറ്റ്വർക്ക് ഘടന
ନେଟୱର୍କ ସିଦ୍ଧାନ୍ତ |,നെറ്റ്വർക്ക് സിദ്ധാന്തം
ନେଟୱର୍କ ଟପୋଗ୍ରାଫି |,നെറ്റ്വർക്ക് ടോപ്പോളജി
ମୁଡି |,മൂഡി
ନିରପେକ୍ଷ ରେଖା |,ന്യൂട്രൽ ലൈൻ
ଉଦାସୀନ ଜୋନ୍ |,വിഷാദ മേഖല
ନିରପେକ୍ଷତା ସର୍କିଟ |,ന്യൂട്രലൈസേഷൻ സർക്യൂട്ട്
ନିରପେକ୍ଷତା |,ന്യൂട്രലൈസേഷൻ
ନ୍ୟୁଟ୍ରନ୍ |,ന്യൂട്രോൺ
ପରବର୍ତ୍ତୀ ପି Generation ଼ି CPU |,അടുത്ത തലമുറ സിപിയു
ନୂତନ ରେଖା ବର୍ଣ୍ଣ,പുതിയ വരി പ്രതീകം
ନ୍ୟୁଜିଲ୍ୟାଣ୍ଡ ଜୀବାଣୁ,ന്യൂസിലാൻഡ് വൈറസ്
ପରବର୍ତ୍ତୀ ପର୍ଯ୍ୟାୟ,അടുത്ത ഘട്ടം
ପରବର୍ତ୍ତୀ ପର୍ଯ୍ୟାୟ ସମୀକରଣ |,അടുത്ത ഘട്ട സമവാക്യം
ପରବର୍ତ୍ତୀ ପର୍ଯ୍ୟାୟ ସାରଣୀ |,അടുത്ത ഘട്ട പട്ടിക
ନିବଲ୍,നുള്ളി
ନିବଲ୍ ମେମୋରୀ ଚିପ୍ |,nibble മെമ്മറി ചിപ്പ്
ନିବଲ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,nibble മൾട്ടിപ്ലക്സർ
ନିକୋଲାସ୍ ଚାର୍ଟ |,നിക്കോളാസ് ചാർട്ട്
ରାତିର ପ୍ରଭାବ,രാത്രി പ്രഭാവം
ନଅ ପାଥ୍ ଟେପ୍ |,ഒമ്പത് പാത ടേപ്പ്
ନଅଟିର ସଂପନ୍ନ |,ഒമ്പതിന്റെ പൂരകം
en moss,en മോസ്
en moss inverse,en മോസ് വിപരീതം
ବହୁ ସଂଖ୍ୟାରେ ପ୍ରକ୍ରିୟା |,ഒരു കൂട്ട പ്രക്രിയ
en moss structure,en മോസ് ഘടന
en moss ଟ୍ରାନଜିଷ୍ଟର |,en മോസ് ട്രാൻസിസ്റ്റർ
ଶୂନ ଲୋଡ୍ କରେଣ୍ଟ୍ |,സീറോ ലോഡ് കറന്റ്
ଖଣ୍ଡିଆ କେବୁଲ୍ |,crimped കേബിൾ
ନୋଡୁଲାର୍ |,നോഡുലാർ
"ନୋଡ୍, ନୋଡ୍","നോഡ്, നോഡ്"
ନୋଡ୍ ଅବକ୍ଷୟ |,നോഡ് ഡിഗ്രഡേഷൻ
ଶବ୍ଦ,ശബ്ദം
କୋଳାହଳ,ശബ്ദ ഹിമപാതം
ଶବ୍ଦ ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,നോയ്സ് ബാൻഡ് വിപുലീകരണം
ଶବ୍ଦ ଫାଟିଗଲା |,ശബ്ദം പൊട്ടി
ମାଇକ୍ରୋଫୋନ୍ ବାତିଲ୍ କରୁଥିବା ଶବ୍ଦ |,ശബ്‌ദം റദ്ദാക്കുന്ന മൈക്രോഫോൺ
ଶବ୍ଦ ଗୁଣକ,ശബ്ദ ഗുണിതം
ଶବ୍ଦ ପୁନ in ନିବେଶ ଆମ୍ପ୍ଲିଫାୟର୍ |,നോയ്സ് റീഇൻവെസ്റ്റ്മെന്റ് ആംപ്ലിഫയർ
ravank,ravank
ଶବ୍ଦ ପ୍ରଭାବିତ ନୁହେଁ |,ശബ്‌ദം ബാധിക്കില്ല
କୋଳାହଳପ୍ରଦ ପ୍ରେରଣା |,ശബ്ദായമാനമായ പ്രേരണ
ଶବ୍ଦ ସୀମା,ശബ്ദ പരിമിതി
ଶବ୍ଦ ମାର୍ଜିନ,ശബ്ദ മാർജിൻ
ଶବ୍ଦ ମାପ,ശബ്ദം അളക്കൽ
ଶବ୍ଦ ବିଭାଜନ |,ശബ്ദ വിഭജനം
ଶବ୍ଦ ପରିମାଣ,ശബ്ദ അളവ്
"ଶବ୍ଦ ହ୍ରାସ, ଶବ୍ଦ ହ୍ରାସ |","ശബ്ദം കുറയ്ക്കൽ, ശബ്ദം കുറയ്ക്കൽ"
ଶବ୍ଦ ପ୍ରତିରୋଧ,ശബ്ദ പ്രതിരോധം
ଶବ୍ଦ ପ୍ରତିନିଧିତ୍ୱ,ശബ്ദ പ്രാതിനിധ്യം
ଶବ୍ଦ ସ୍ପାଇକ୍ |,നോയ്സ് സ്പൈക്ക്
ଶବ୍ଦ ତାପମାତ୍ରା,ശബ്ദ താപനില
ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ |,ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ്
ନାମମାତ୍ର ପ୍ରତିବନ୍ଧକ |,നാമമാത്രമായ പ്രതിരോധം
ଫୋକାଲ୍ ମୂଲ୍ୟ,ഫോക്കൽ മൂല്യം
ଅଣ-ର ar ଖିକ ବିକୃତି |,നോൺ-ലീനിയർ ഡിസ്റ്റോർഷൻ
ଅଦୃଶ୍ୟ |,മാറ്റമില്ലാത്തത്
ପ୍ରତିକ୍ରିୟାଶୀଳ |,അനുരണനമില്ലാത്ത
ଅଣ-ରିଜୋନାଣ୍ଟ ଆଣ୍ଟେନା |,നോൺ-റെസോണന്റ് ആന്റിന
କ୍ଷତିପୂରଣ କାର୍ଯ୍ୟକ୍ଷମ ଆମ୍ପ୍ଲିଫାୟର୍ |,നഷ്ടപരിഹാരം നൽകാത്ത പ്രവർത്തന ആംപ്ലിഫയർ
ଅସମ୍ପୂର୍ଣ୍ଣ,പൂരകമല്ലാത്തത്
ଡାଇଲେକ୍ଟ୍ରିକ୍ |,വൈദ്യുതചാലകം
ସଂଲଗ୍ନ ଡାଟା ଗଠନ,അറ്റാച്ച് ചെയ്ത ഡാറ്റ ഘടന
ଆକ୍ରମଣାତ୍ମକ ରନ୍ |,ആക്രമണാത്മക ഓട്ടം
ଡାଇଭର୍ସନ ମୋଡ୍ |,വഴിതിരിച്ചുവിടൽ മോഡ്
ଅକ୍ଷୟ ପ reading ଼ିବା |,നശിക്കാത്ത വായന
dosless ବିଭାଜନ ସନ୍ଦେଶ |,dosless പാർട്ടീഷൻ സന്ദേശം
ଅସ୍ପଷ୍ଟ ଷ୍ଟେଟମେଣ୍ଟ,കൃത്യമല്ലാത്ത പ്രസ്താവന
ଖରାପ ପ୍ରଦର୍ଶନ,മോശം പ്രകടനം
assanghat mutrak,അസംഘത് മുദ്രക്
ଇନ୍ଦ୍ରିୟାତ୍ମକ ରାଶିଫଳ |,ഇൻഡക്റ്റീവ് ജാതകം
ରିଟର୍ନ ନଥିବା ଏମ୍ପ୍ଲିଫାୟର୍ |,നോൺ-റിട്ടേൺ ആംപ്ലിഫയർ
ଓଲଟା ଅର୍ଥ ଏମ୍ପ୍ଲିଫାୟର୍ |,വിപരീത ശരാശരി ആംപ്ലിഫയർ
ଓଲଟା ବଫର୍ |,വിപരീത ബഫർ
ଓଲଟା ତୁଳନାକାରୀ |,വിപരീത താരതമ്യക്കാർ
ଓଲଟା ବିନ୍ୟାସ,വിപരീത കോൺഫിഗറേഷൻ
ଓଲଟା କମ୍ପାଇଲର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,വിപരീത കംപൈലർ ആംപ്ലിഫയർ
ଓଲଟା ଭୋଲଟେଜ୍ |,വിപരീത വോൾട്ടേജ്
ଅଣ-ର ar ଖିକ |,നോൺ-ലീനിയർ
ଅଣ-ରେଖା କ୍ୟାପେସିଟର୍ |,നോൺ-ലീനിയർ കപ്പാസിറ്റർ
ଅଣ-ରେଖା ସର୍କିଟ ବିଶ୍ଳେଷଣ |,നോൺ-ലീനിയർ സർക്യൂട്ട് വിശകലനം
ଅଣ-ର ar ଖିକ ଉପାଦାନ |,നോൺ-ലീനിയർ ഘടകം
ଅଣ-ଲାଇନ୍ ଲୋଡ୍ ଲାଇନ୍ |,നോൺ-ലീനിയർ ലോഡ് ലൈൻ
ଅଣ-ରେଖା ମଡ୍ୟୁଲେସନ୍ |,നോൺ-ലീനിയർ മോഡുലേഷൻ
