English,Marathi
master station,मास्टर स्टेशन
master tape,मास्टर टेप
master terminal,मास्टर टर्मिनल
master/slave device,मास्टर/स्लेव्ह डिव्हाइस
master/slave system,मास्टर / गुलाम प्रणाली
Match,जुळवा
Matching,जुळणारे
mathematical programming,गणितीय प्रोग्रामिंग
mathematical simulation,गणितीय अनुकरण
Matrix,मॅट्रिक्स
matrix printer,मॅट्रिक्स प्रिंटर
matrix switch,मॅट्रिक्स स्विच
matrix table,मॅट्रिक्स सारणी
maxi computer,मॅक्सी संगणक
Maxicomputer,कमाल संगणक
maximal element,जास्तीत जास्त घटक
maxterm (standard sum term),कमाल मुदत (मानक बेरीज टर्म)
maxwell daemon,मॅक्सवेल डिमन
Mean,मीन
mean repair time,म्हणजे दुरुस्तीची वेळ
mean time between failure (MTBF),अयशस्वी दरम्यानचा वेळ (MTBF)
mean time between failure (MTBF),अयशस्वी दरम्यानचा वेळ (MTBF)
mean time to failure,म्हणजे अपयशाची वेळ
mean time to repair,दुरुस्तीसाठी वेळ
mean time to repair (MTTR),दुरुस्तीची वेळ (MTTR)
medium scale integration (MSI),मध्यम प्रमाणात एकत्रीकरण (MSI)
medium scale integration (MSI),मध्यम प्रमाणात एकत्रीकरण (MSI)
medium term storage device,मध्यम मुदतीचे स्टोरेज डिव्हाइस
megabit per second (MB Ps),मेगाबिट प्रति सेकंद (MB Ps)
member object,सदस्य ऑब्जेक्ट
member record,सदस्य रेकॉर्ड
Memory,स्मृती
memory array,मेमरी अॅरे
memory bank,मेमरी बँक
memory buffer register,मेमरी बफर रजिस्टर
memory bus,मेमरी बस
memory card,मेमरी कार्ड
memory cell,मेमरी सेल
memory compaction,मेमरी कॉम्पॅक्शन
memory core,मेमरी कोर
memory cycle,स्मृती चक्र
memory data register,मेमरी डेटा रजिस्टर
memory dump,मेमरी डंप
memory exchange,मेमरी एक्सचेंज
memory hierarchy,मेमरी पदानुक्रम
memory instruction,मेमरी सूचना
memory management,मेमरी व्यवस्थापन
memory map,मेमरी नकाशा
memory mapped I/O,मेमरी मॅप केलेले I/O
memory model,मेमरी मॉडेल
memory module,मेमरी मॉड्यूल
memory pointer register,मेमरी पॉइंटर रजिस्टर
memory power,स्मृती शक्ती
memory protection,मेमरी संरक्षण
memory reference instruction,मेमरी संदर्भ सूचना
memory resident program,मेमरी निवासी कार्यक्रम
memory unit,मेमरी युनिट
Menu,मेनू
menu bar,मेनू बार
menu drive,मेनू ड्राइव्ह
menu selection,मेनू निवड
menu-driven program,मेनू-चालित कार्यक्रम
Merge,विलीन
merge exchange sort,एक्सचेंज क्रमवारी विलीन करा
merge sort,क्रमवारी विलीन करा
Merging,विलीन करणे
mesh network,जाळी नेटवर्क
Messagaing,मेसेजिंग
Message,संदेश
message authentication,संदेश प्रमाणीकरण
message box,संदेश बॉक्स
message circuit,संदेश सर्किट
message format,संदेश स्वरूप
message header,संदेश शीर्षलेख
message mode,संदेश मोड
message passing,संदेश जात आहे
message polling,संदेश मतदान
message queue,संदेश रांग
message switch,संदेश स्विच
message text,संदेश मजकूर
message transfer agent,संदेश हस्तांतरण एजंट
meta assembler,मेटा असेंबलर
meta class,मेटा वर्ग
meta compilation,मेटा संकलन
meta compiler,मेटा कंपाइलर
meta language,मेटा भाषा
meta network,मेटा नेटवर्क
meta system,मेटा सिस्टम
Method,पद्धत
metropolitan area network (MAN),मेट्रोपॉलिटन एरिया नेटवर्क (MAN)
Micro,सूक्ष्म
micro code,सूक्ष्म कोड
micro computer,सूक्ष्म संगणक
micro controller,सूक्ष्म नियंत्रक
micro cycle,सूक्ष्म सायकल
micro electronic mechanical system (MEMS),मायक्रो इलेक्ट्रॉनिक मेकॅनिकल सिस्टम (MEMS)
micro electronics,सूक्ष्म इलेक्ट्रॉनिक्स
micro miniauthorization,सूक्ष्म सूक्ष्म प्राधिकरण
micro order,सूक्ष्म ऑर्डर
micro/mainframe link,मायक्रो/मेनफ्रेम लिंक
Microchip,मायक्रोचिप
Microcobol,मायक्रोकोबोल
Microcode,मायक्रोकोड
Microfiche,मायक्रोफिचे
Microfloppy,मायक्रोफ्लॉपी
microform reader,मायक्रोफॉर्म रीडर
Microframe,मायक्रोफ्रेम
Micrographics,मायक्रोग्राफिक्स
Microphone,मायक्रोफोन
Microphotograph,मायक्रोफोटोग्राफ
microprocessing unit,मायक्रोप्रोसेसिंग युनिट
Microprocessor,मायक्रोप्रोसेसर
microprocessor chip,मायक्रोप्रोसेसर चिप
microprocessor compiler,मायक्रोप्रोसेसर कंपाइलर
microprocessor unit (MPU),मायक्रोप्रोसेसर युनिट (MPU)
Microprogram,मायक्रोप्रोग्राम
Microsequence,सूक्ष्म अनुक्रम
Microsoft,मायक्रोसॉफ्ट
microsoft windows,मायक्रोसॉफ्ट विंडोज
Microwave,मायक्रोवेव्ह
microwave link,मायक्रोवेव्ह लिंक
microwave propagation,मायक्रोवेव्ह प्रसार
middle management,मध्यम व्यवस्थापन
Middleware,मिडलवेअर
Midicomputer,मिडीकॉम्प्युटर
Midpoint,मध्यबिंदू
Midterm,मध्यावधी
migration path,स्थलांतर मार्ग
million instructions per second (MIPS),प्रति सेकंद दशलक्ष सूचना (MIPS)
minicomputer,लघुसंगणक
Minidiskette,मिनीडिस्केट
minimal kernel,किमान कर्नल
minimal product,किमान उत्पादन
minimal tree,किमान झाड
minimax (min-max) algorithm,minimax (किमान-कमाल) अल्गोरिदम
minimax procedure,किमान प्रक्रिया
minimum cost spanning tree,झाडासाठी किमान खर्च
minimum latency coding,किमान विलंब कोडिंग
minor device,किरकोळ उपकरण
Minterim,मिंटरिम
minus flag,वजा ध्वज
minus flag,वजा ध्वज
minus zone,वजा क्षेत्र
mirror,आरसा
mirror site,मिरर साइट
mixed-radix notation,मिश्र मूलांक नोटेशन
Mixer,मिक्सर
Mnemonic,मेमोनिक
mnemonic address,मेमोनिक पत्ता
Mnemonics,नेमोनिक्स
Mobile,मोबाईल
mobile computing,मोबाइल संगणन
Model,मॉडेल
modeless editor,मोडलेस संपादक
Modelling,मॉडेलिंग
Modem,मोडेम
Moderate,मध्यम
Moderation,संयत
Moderator,नियंत्रक
modified instruction,सुधारित सूचना
Modifier,सुधारक
modifier bit,सुधारक बिट
Modify,सुधारित करा
Modular,मॉड्यूलर
Modularity,मॉड्यूलरिटी
Modulation,मॉड्युलेशन
Module,मॉड्यूल
module architecture,मॉड्यूल आर्किटेक्चर
Monitor,मॉनिटर
monitoring program,देखरेख कार्यक्रम
monocrome display,मोनोक्रोम डिस्प्ले
monolithic integrated circuit,मोनोलिथिक इंटिग्रेटेड सर्किट
monolithic technology,मोनोलिथिक तंत्रज्ञान
monospace font,मोनोस्पेस फॉन्ट
Monostable,मोनोस्टेबल
Monotoricity,मोनोटोरिसिटी
Morph,मॉर्फ
Morpheme,मॉर्फीम
Morphism,मॉर्फिझम
Mortgage,गहाण
mosfet (MOSFET),mosfet (MOSFET)
most significant bit,सर्वात लक्षणीय बिट
mother board,मदर बोर्ड
mother register,आई नोंदणी
motion picture,चलचित्रपट
motion picture experts group (MPEG),मोशन पिक्चर एक्स्पर्ट्स ग्रुप (MPEG)
Mount,माउंट
Mouse,उंदीर
Move,हलवा
move character,वर्ण हलवा
MS-DOS,एमएस-डॉस
MS-Windows,एमएस-विंडोज
multi aspect,बहु पैलू
multi processor,मल्टी प्रोसेसर
multi programming,मल्टी प्रोग्रामिंग
multi tasking,मल्टी टास्किंग
Multibus,मल्टीबस
Multicast,मल्टीकास्ट
multicast address,मल्टीकास्ट पत्ता
Multicasting,मल्टीकास्टिंग
Multichip,मल्टीचिप
Multics,मल्टीक्स
multijob operation,मल्टी-जॉब ऑपरेशन
multilevel memory,बहुस्तरीय मेमरी
multimedia technology,मल्टीमीडिया तंत्रज्ञान
Multimode,मल्टीमोड
Multiple,अनेक
multiple precision,एकाधिक अचूकता
multiple regression,एकाधिक प्रतिगमन
Multiplex,मल्टिप्लेक्स
multiplex mode,मल्टिप्लेक्स मोड
Multiplexer,मल्टिप्लेक्सर
Multiplexing,मल्टिप्लेक्सिंग
multipoint network,मल्टीपॉइंट नेटवर्क
Multiprocessing,मल्टीप्रोसेसिंग
multiprocessor system,मल्टीप्रोसेसर प्रणाली
multipurpose internet mail extention (MIME),बहुउद्देशीय इंटरनेट मेल विस्तार (MIME)
Multischedule,अनेक वेळापत्रक
Multistation,मल्टीस्टेशन
Multithreading,मल्टीथ्रेडिंग
multivalued logic,बहुमूल्य तर्कशास्त्र
multivariate analysis,बहुविविध विश्लेषण
Multivibrator,मल्टीव्हायब्रेटर
mutual exclusion,परस्पर बहिष्कार
mutual information,परस्पर माहिती
naïve user,भोळा वापरकर्ता
name server,नाव सर्व्हर
NAND operation,NAND ऑपरेशन
Nano,नॅनो
narrow band,अरुंद बँड
national information infrastructure,राष्ट्रीय माहिती पायाभूत सुविधा
National Information Standards Organization (NAND NISO),राष्ट्रीय माहिती मानक संघटना (NAND NISO)
native code,मूळ कोड
native compiler,मूळ कंपाइलर
native software,मूळ सॉफ्टवेअर
natural compiler,नैसर्गिक कंपाइलर
natural language processing,नैसर्गिक भाषा प्रक्रिया
natural language querry,नैसर्गिक भाषा क्वेरी
natural number,नैसर्गिक संख्या
Navigation,नेव्हिगेशन
Navigator,नेव्हिगेटर
negative logic,नकारात्मक तर्क
nested loop,नेस्टेड लूप
nested macros,नेस्टेड मॅक्रो
Net,नेट
net address,निव्वळ पत्ता
net citizen,निव्वळ नागरिक
netscape navigator,नेटस्केप नेव्हिगेटर
network access control,नेटवर्क प्रवेश नियंत्रण
network architecture,नेटवर्क आर्किटेक्चर
network file system (NFS),नेटवर्क फाइल सिस्टम (NFS)
network integrity,नेटवर्क अखंडता
network interconnection,नेटवर्क इंटरकनेक्शन
network layer,नेटवर्क स्तर
network management,नेटवर्क व्यवस्थापन
network topology,नेटवर्क टोपोलॉजी
network virtual terminal,नेटवर्क आभासी टर्मिनल
neutral relay,तटस्थ रिले
neutral transmission,तटस्थ प्रसारण
new line character,नवीन ओळ वर्ण
new sync,नवीन समक्रमण
NFS/network file,NFS/नेटवर्क फाइल
Nibble,निबळे
nine's complement,नऊचे पूरक
Node,नोड
Noise,गोंगाट
noise mode,आवाज मोड
noiseless coding,नीरव कोडिंग
non determinism,निर्धारवाद नसणे
non distributive,वितरणात्मक नाही
non empty set,रिकामा नसलेला संच
non prime,अप्राइम
Non-interactive,परस्परसंवादी नसलेले
non-terminal system,नॉन-टर्मिनल सिस्टम
non-volatile memory,अस्थिर स्मृती
non-volatile ram,अस्थिर रॅम
non-weighted code,नॉन-वेटेड कोड
NOP instruction,NOP सूचना
NOR,ना
NOR gate,ना गेट
Normal,सामान्य
Normalization,सामान्यीकरण
Normalizer,नॉर्मलायझर
NOR-operation,NOR- ऑपरेशन
NOT,नाही
NOT circuit,सर्किट नाही
NOT equivalence gate,समतुल्य गेट नाही
NOT operation,ऑपरेशन नाही
Not-AND,नाही-आणि
NOT-AND operation,नाही-आणि ऑपरेशन
NOT-OR,नाही-किंवा
NOT-OR operation,नाही-किंवा ऑपरेशन
NP completeness,NP पूर्णता
NULL pointer,NULL पॉइंटर
number theory,संख्या सिद्धांत
nyquist criteria,nyquist निकष
Object,ऑब्जेक्ट
object oriented,ऑब्जेक्ट ओरिएंटेड
octal code,ऑक्टल कोड
octal number,ऑक्टल संख्या
Octet,ऑक्टेट
Octree,ऑक्ट्री
odd parity,विषम समता
office automation,ऑफिस ऑटोमेशन
office software,ऑफिस सॉफ्टवेअर
Off-line,ऑफ-लाइन
off-line processing,ऑफलाइन प्रक्रिया
Off-set,ऑफ-सेट
omega notation,ओमेगा नोटेशन
on-line communication,ऑनलाइन संवाद
on-line processing,ऑनलाइन प्रक्रिया
OP register,ओपी रजिस्टर
open addressing,खुला पत्ता
open system interconnection,ओपन सिस्टम इंटरकनेक्शन
open wire,उघडी वायर
Operand,ऑपरेंड
operating system,ऑपरेटिंग सिस्टम
Operation,ऑपरेशन
Operator,ऑपरेटर
optical character recognition,ऑप्टीकल कॅरेक्टर रेकग्निशन
optical fibre,ऑप्टिकल फायबर
optical font,ऑप्टिकल फॉन्ट
optical mark recognition (OMR),ऑप्टिकल मार्क रेकग्निशन (OMR)
optical memory,ऑप्टिकल मेमरी
optical reader,ऑप्टिकल वाचक
optical scanning,ऑप्टिकल स्कॅनिंग
Optimal,इष्टतम
Optimization,सर्वोत्तमीकरण
opto coupler,ऑप्टो कपलर
Optoelectronics,ऑप्टोइलेक्ट्रॉनिक्स
Optoisolator,ऑप्टोआयसोलेटर
OR,किंवा
OR gate,किंवा गेट
OR operation,किंवा ऑपरेशन
order by,च्या आदेशाने
order of precedence,अग्रक्रमाचा क्रम
ordered pair,ऑर्डर केलेली जोडी
ordered set,ऑर्डर केलेला सेट
ordered tree,ऑर्डर केलेले झाड
output data,आउटपुट डेटा
output device,आउटपुट डिव्हाइस
output file,आउटपुट फाइल
output module,आउटपुट मॉड्यूल
output statement,आउटपुट स्टेटमेंट
output stream,आउटपुट प्रवाह
output unit,आउटपुट युनिट
over flow,ओव्हर फ्लो
over lay,प्रती घालणे
over load,जास्त भार
over printing,मुद्रण प्रती
over run,जास्त धावणे
over run error,ओव्हर रन त्रुटी
overhead bit,ओव्हरहेड बिट
Overlap,ओव्हरलॅप
overlay program,आच्छादन कार्यक्रम
override interrupt,ओव्हरराइड व्यत्यय
Overwrite,ओव्हरराइट करा
own coding,स्वतःचे कोडिंग
Pack,पॅक
Package,पॅकेज
Packet,पॅकेट
packet switching,पॅकेट स्विचिंग
packing factor,पॅकिंग घटक
Padding,पॅडिंग
Page,पान
page addressing,पृष्ठ पत्ता
page break,पृष्ठ खंड
page footing,पृष्ठ फूटिंग
page in,मध्ये पृष्ठ
page out,पृष्ठ बाहेर
page reader,पृष्ठ वाचक
page swap,पृष्ठ स्वॅप
paged memory,पृष्ठबद्ध मेमरी
Paging,पेजिंग
palm top,पाम टॉप
paper sensor,पेपर सेन्सर
parallel algoritham,समांतर अल्गोरिदम
parallel computer,समांतर संगणक
parallel interface,समांतर इंटरफेस
parallel port,समांतर बंदर
parallel processing,समांतर प्रक्रिया
parallel programming,समांतर प्रोग्रामिंग
Parameter,पॅरामीटर
Parent,पालक
Parity,समता
parse tree,पार्स झाड
Parser,पार्सर
Parsing,पार्सिंग
Partition,विभाजन
Partitioning,विभाजन करणे
Password,पासवर्ड
Path,मार्ग
pattern recognition,नमुना ओळख
PC-disk operating system (PCDOS),पीसी-डिस्क ऑपरेटिंग सिस्टम (पीसीडीओएस)
Peer,समवयस्क
pen plotter,पेन प्लॉटर
Pentium,पेंटियम
Periodic,नियतकालिक
Peripherals,गौण
Peri,पेरी
permanent virtual circuit,कायम व्हर्च्युअल सर्किट
Persistant,कायम
personel computer (PC),वैयक्तिक संगणक (पीसी)
personnel digital assistant (PDA),कर्मचारी डिजिटल सहाय्यक (PDA)
Phantom,प्रेत
Phase,टप्पा
Phoneme,फोनेम
phonetic system,ध्वन्यात्मक प्रणाली
photo diode,फोटो डायोड
Physical,शारीरिक
physical interface,भौतिक इंटरफेस
Pico,पिको
pie chart,पाई चार्ट
pie graph,पाई आलेख
Pitch,खेळपट्टी
Pixel,पिक्सेल
plain ascii (ASCII),साधा ascii (ASCII)
plain text,साधा मजकूर
Planning,नियोजन
Platform,प्लॅटफॉर्म
Plotter,प्लॉटर
plotting head,प्लॉटिंग डोके
Plugboard,प्लगबोर्ड
Point,पॉइंट
point to point protocol (PPP),पॉइंट टू पॉइंट प्रोटोकॉल (पीपीपी)
Pointer,सूचक
Polarization,ध्रुवीकरण
Polling,मतदान
polygon clipping,बहुभुज क्लिपिंग
Polymorphism,बहुरूपता
Polynomial,बहुपद
POP (post office protocol),पीओपी (पोस्ट ऑफिस प्रोटोकॉल)
Pop-up menu,पॉप-अप मेनू
Portability,पोर्टेबिलिटी
Portrait,पोर्ट्रेट
post order,पोस्ट ऑर्डर
post script,पोस्ट स्क्रिप्ट
postamble bit,पोस्टाम्बल बिट
Postfix,पोस्टफिक्स
power down,वीज खंडित
Power-off,पॉवर-बंद
Power-on,विद्युतप्रवाह चालू करणे
Power-up,पॉवर-अप
preamble bit,प्रस्तावना बिट
precedance graph,अग्रक्रम आलेख
Predicate,भाकित
preemptive scheduling,पूर्वनिर्धारित वेळापत्रक
Pre-fix,प्री-फिक्स
Preprocessing,पूर्वप्रक्रिया करत आहे
Process,प्रक्रिया
process switch,प्रक्रिया स्विच
Processing,प्रक्रिया करत आहे
Processor,प्रोसेसर
Production,उत्पादन
Program,कार्यक्रम
program compilation,कार्यक्रम संकलन
Program cash,कार्यक्रम रोख
program debugging,प्रोग्राम डीबगिंग
program design,कार्यक्रम डिझाइन
program evaluation & review technique (PERT),कार्यक्रम मूल्यांकन आणि पुनरावलोकन तंत्र (PERT)
program halt,कार्यक्रम थांबवा
program library,कार्यक्रम लायब्ररी
program run,कार्यक्रम चालवा
Programmer,प्रोग्रामर
Prolog,प्रोलॉग
PROM,प्रोम
Propagation,प्रसार
Proposition,प्रस्तावना
protected key,संरक्षित की
Protection,संरक्षण
Protocol,प्रोटोकॉल
protocol translation,प्रोटोकॉल भाषांतर
pseudo code,छद्म कोड
public data network,सार्वजनिक डेटा नेटवर्क
public domain,सार्वजनिक डोमेन
public key encripting,सार्वजनिक की एनक्रिप्टिंग
Pulse,नाडी
pulse code modulation,पल्स कोड मॉड्युलेशन
pulse digital modulation (PDM),पल्स डिजिटल मॉड्युलेशन (PDM)
pulse train,पल्स ट्रेन
Punctuation,विरामचिन्हे
Push,ढकलणे
push down automata,ऑटोमेटा खाली ढकलणे
pushup list,पुशअप यादी
quad density,क्वाड घनता
Qualification,पात्रता
Quantifier,क्वांटिफायर
Quantize,क्वांटाइझ करा
Quantizer,क्वांटायझर
Quantum,क्वांटम
quantum clock,क्वांटम घड्याळ
quantum computing,क्वांटम संगणन
querry by example,उदाहरणाद्वारे क्वेरी
Query,क्वेरी
query language,क्वेरी भाषा
query processing,क्वेरी प्रक्रिया
Queue,रांग
queue management,रांग व्यवस्थापन
queue register,रांग नोंदणी
queuing network,रांगेत असलेले नेटवर्क
queuining theory,रांगेत सिद्धांत
quick acess memory,द्रुत प्रवेश मेमरी
Quotient,भागफलक
radio frequency interference (RFI),रेडिओ वारंवारता हस्तक्षेप (RFI)
Radix,मूलांक
random access computer equipment (RACE),यादृच्छिक प्रवेश संगणक उपकरणे (RACE)
random access memory (RAM),यादृच्छिक प्रवेश मेमरी (RAM)
random scan,यादृच्छिक स्कॅन
Raster,रास्टर
raster scan,रास्टर स्कॅन
re engineering,पुन्हा अभियांत्रिकी
re enlargement,पुन्हा विस्तार
Reachability,पोहोचण्याची क्षमता
Read,वाचा
read head,डोके वाचा
read only,फक्त वाचा
read only memory,फक्त स्मृती वाचा
read write head,वाचा लेखन प्रमुख
read/write cycle,वाचन/लेखन चक्र
read/write head,वाचा/लिहा डोके
read/write,वाचा लिहा
Reader,वाचक
reading,वाचन
read-out,वाचन
real,वास्तविक
real time processing,वास्तविक वेळ प्रक्रिया
Receiver,स्वीकारणारा
recognition logic,ओळख तर्क
Recompile,पुन्हा संकलित करा
Record,विक्रम
recording head,रेकॉर्डिंग हेड
recoverable error,पुनर्प्राप्त करण्यायोग्य त्रुटी
Recovery,पुनर्प्राप्ती
recursim theorem,पुनरावृत्ती प्रमेय
Recursion,पुनरावृत्ती
recursive function,पुनरावृत्ती कार्य
reduced instruction set computer (RISC),कमी सूचना संच संगणक (RISC)
Redundancy,अतिरेक
redundant array of independent disks (RAID),रिडंडंट अॅरे ऑफ इंडिपेंडंट डिस्क्स (RAID)
Re-entrant,पुन्हा प्रवेश
re-entrant code,पुन्हा प्रवेश कोड
Reference,संदर्भ
referential integrity,संदर्भात्मक अखंडता
Reflectivity,परावर्तन
Reflextion,परावर्तन
Refraction,अपवर्तन
Refresh,रिफ्रेश करा
Regeneration,पुनर्जन्म
Register,नोंदणी करा
regular grammar,नियमित व्याकरण
Relation,संबंध
relational database,रिलेशनल डेटाबेस
relational database management system (RDBMS),रिलेशनल डेटाबेस मॅनेजमेंट सिस्टम (RDBMS)
relational model,रिलेशनल मॉडेल
Relative,नातेवाईक
relative addressing,सापेक्ष पत्ता
Relay,रिले
reliability modeling,विश्वसनीयता मॉडेलिंग
Reliable,विश्वसनीय
relocatable code,पुनर्स्थित करण्यायोग्य कोड
Remote,रिमोट
remote host,दूरस्थ होस्ट
remote job entry,दूरस्थ नोकरी प्रवेश
remote log-in,दूरस्थ लॉग-इन
remote procedure call (RPC),दूरस्थ प्रक्रिया कॉल (RPC)
remote sensing,रिमोट सेन्सिंग
Rename,नाव बदला
Rendering,प्रस्तुतीकरण
Repeater,रिपीटर
Reply,उत्तर द्या
Request,विनंती
request for comments (RFC),टिप्पण्यांसाठी विनंती (RFC)
request/reply protocol,विनंती/उत्तर प्रोटोकॉल
rerun program,कार्यक्रम पुन्हा चालवा
Research,संशोधन
reset cycle,चक्र रीसेट करा
Resident,रहिवासी
Resolution,ठराव
Resources,संसाधने
responsee time,प्रतिसाद वेळ
Restart,पुन्हा सुरू करा
Restore,पुनर्संचयित करा
Retrace,मागे घ्या
Retransmission,रीट्रांसमिशन
Retrieve,परत मिळवणे
Retry,पुन्हा प्रयत्न करा
Return,परत
return code,रिटर्न कोड
return key,रिटर्न की
reusable code,पुन्हा वापरण्यायोग्य कोड
Rewritable,पुन्हा लिहिण्यायोग्य
RGB monitor,आरजीबी मॉनिटर
Ribbon,रिबन
right issue,योग्य मुद्दा
Robot,रोबोट
Robotics,रोबोटिक्स
Robust,मजबूत
Role,भूमिका
roll back,परत रोल करा
roll in,गुंडाळणे
roll out,बाहेर पडा
ROM,रॉम
Root,मूळ
root directory,रूट निर्देशिका
round of error,त्रुटीची फेरी
Router,राउटर
Routing,राउटिंग
RS232C interface,RS232C इंटरफेस
RSA encryption,RSA एन्क्रिप्शन
RTC,RTC
run length encoding,लांबी एन्कोडिंग चालवा
run time,धावण्याची वेळ
run time error,रन टाइम त्रुटी
Sample,नमुना
Sampling,नमुना
Satellite,उपग्रह
Saturating,संपृक्त
Save,जतन करा
Scalability,स्केलेबिलिटी
Scalar,स्केलर
Scanning,स्कॅनिंग
Scenario,परिस्थिती
Scheduler,शेड्युलर
screen image projector,स्क्रीन इमेज प्रोजेक्टर
Script,स्क्रिप्ट
scripting language,स्क्रिप्टिंग भाषा
Scrolling,स्क्रोलिंग
SDLC (sychronous data link control),SDLC (सिक्रोनस डेटा लिंक कंट्रोल)
Search,शोधा
search engine,शोध इंजिन
search tree,झाड शोधा
Searching,शोधत आहे
Secondary,दुय्यम
Sector,क्षेत्र
security policy,सुरक्षा धोरण
seek time,वेळ शोधणे
Segment,सेगमेंट
Segmentation,सेगमेंटेशन
selection sort,निवड क्रमवारी
self contained,स्वत: मध्ये समाविष्ट
Semantics,शब्दार्थ
Semaphore,सेमाफोर
Semiconductor,सेमीकंडक्टर
semontic web,शब्दार्थी वेब
sequential access method,अनुक्रमिक प्रवेश पद्धत
Serial,मालिका
Serializer,सिरीयलायझर
Server,सर्व्हर
server crash,सर्व्हर क्रॅश
server license,सर्व्हर परवाना
servo multiplier,सर्वो गुणक
Set,सेट करा
set point,संच बिंदू
set up,सेट करा
Shade,सावली
Shading,शेडिंग
Shadow,सावली
share file,फाइल शेअर करा
shared access,सामायिक प्रवेश
Sharing,शेअरिंग
Shell,शेल
shift character,वर्ण बदला
short circuit,शॉर्ट सर्किट
short instruction,लहान सूचना
Sibling,भावंड
side effect,दुष्परिणाम
sign bit,साइन बिट
Signal,सिग्नल
signal processing,सिग्नल प्रक्रिया
Signalling,सिग्नलिंग
signal-to-noise ratio,सिग्नल-टू-आवाज गुणोत्तर
Signature,स्वाक्षरी
signature testing,स्वाक्षरी चाचणी
significant digit,लक्षणीय अंक
silicon chip,सिलिकॉन चिप
Simple Mail Transfer Protocol (SMTP),सिंपल मेल ट्रान्सफर प्रोटोकॉल (SMTP)
Simplex,सिम्प्लेक्स
simplex node,सिम्प्लेक्स नोड
Simulation,अनुकरण
Simulator,सिम्युलेटर
Simultaneous,एकाचवेळी
simultaneous processing,एकाच वेळी प्रक्रिया
Singleton,सिंगलटन
site licence,साइट परवाना
Size,आकार
Sizing,आकारमान
Sketching,स्केचिंग
Skip,वगळा
Skipping,वगळणे
Slash,स्लॅश
slave computer,गुलाम संगणक
sliding window protocol,स्लाइडिंग विंडो प्रोटोकॉल
Slip,स्लिप
Slot,स्लॉट
small computer system interface (SCSI),लहान संगणक प्रणाली इंटरफेस (SCSI)
smart card,स्मार्ट कार्ड
snail mail,गोगलगाय मेल
Snapshot,स्नॅपशॉट
soft computing,सॉफ्ट संगणन
soft copy,सॉफ्ट कॉपी
soft font,मऊ फॉन्ट
Software,सॉफ्टवेअर
software engineering,सॉंफ्टवेअर अभियांत्रिकी
software license,सॉफ्टवेअर परवाना
software piracy,सॉफ्टवेअर चाचेगिरी
Spectrum,स्पेक्ट्रम
Spiral,सर्पिल
spread sheet,पत्रक पसरवा
Standard,मानक
standard generalized markup language (SGML),मानक सामान्यीकृत मार्कअप भाषा (SGML)
Standardization,मानकीकरण
standby time,स्टँडबाय वेळ
star LAN,तारा LAN
star topology,स्टार टोपोलॉजी
start bit,थोडा प्रारंभ करा
Starvation,उपासमार
static memory',स्थिर स्मृती&#39;
status channel,स्थिती चॅनेल
step size,पायरी आकार
stop and wait protocol,थांबा आणि प्रतीक्षा प्रोटोकॉल
stop code,स्टॉप कोड
stop key,स्टॉप की
Storability,साठवणक्षमता
stored program,संग्रहित कार्यक्रम
string data,स्ट्रिंग डेटा
structured coding,संरचित कोडिंग
structured query language (SQL),संरचित क्वेरी भाषा (SQL)
style sheet,शैली पत्रक
Sub-directory,उप-निर्देशिका
Subnet,सबनेट
Subtree,उपवृक्ष
Summarization,सारांश
super computer,सुपर संगणक
super computing,सुपर संगणन
super key,सुपर की
super user,सुपर वापरकर्ता
supervised learning,पर्यवेक्षी शिक्षण
support chip,समर्थन चिप
Surf,सर्फ
Surfing,सर्फिंग
Swap,स्वॅप
swap in,स्वॅप मध्ये
swap out,स्वॅप आउट करा
Swapping,स्वॅपिंग
switched network,स्विच केलेले नेटवर्क
Switching,स्विचिंग
switching theory,स्विचिंग सिद्धांत
symbolic programming,प्रतीकात्मक प्रोग्रामिंग
Synchronization,सिंक्रोनाइझेशन
Synchronizer,सिंक्रोनाइझर
Synchronous,समकालिक
synchronous digital hierarchy (SDH),सिंक्रोनस डिजिटल पदानुक्रम (SDH)
syntax analysis,वाक्यरचना विश्लेषण
system analysis,प्रणाली विश्लेषण
system engineering,सिस्टम अभियांत्रिकी
system hacker,सिस्टम हॅकर
system integrator,सिस्टम इंटिग्रेटर
system log,सिस्टम लॉग
system mask,सिस्टम मास्क
system network architecture (SNA),सिस्टम नेटवर्क आर्किटेक्चर (SNA)
system programmer,सिस्टम प्रोग्रामर
system restart,सिस्टम रीस्टार्ट
system shutdown,सिस्टम बंद
system testing,सिस्टम चाचणी
system utility,प्रणाली उपयुक्तता
systematic code,पद्धतशीर कोड
tab command,टॅब कमांड
Table,टेबल
table look up,टेबल वर पहा
table space,टेबल जागा
Tablet,गोळी
tabular array,सारणीबद्ध अॅरे
tabulating function,सारणी कार्य
tagged architecture,टॅग केलेले आर्किटेक्चर
tagged image file format (TIFF),टॅग केलेले प्रतिमा फाइल स्वरूप (TIFF)
tandam system,तांडम प्रणाली
tape density,टेप घनता
tape mask,टेप मास्क
tar file,tar फाइल
Task,कार्य
task bar,टास्क बार
task scheduler,कार्य शेड्यूलर
TCP/IP (transmission control protocol/internet protocol),TCP/IP (ट्रांसमिशन कंट्रोल प्रोटोकॉल/इंटरनेट प्रोटोकॉल)
teardown operation,फाडणे ऑपरेशन
