Telugu,Kannada
హెలికల్ వేవ్,ತಕರೂಪದ ತರಂಗ
హెలికేస్,ಹೆಲಿಕಾ
హెలికోట్రెమా,ಹೆಲಿಕೊಟ್ರಿಮಾ
హెలియోఫైట్,ರಕ್ತಸ್ರಾವ
హెలోబియోల్ ఎండోస్పెర్మ్,ಗಲಾಟೆ
హెమటూరియా,ಹುಲ್ಲುಗಾವಲು
హేమ్ ప్రోటీన్ కాంప్లెక్స్,ಹೀಮ್ ಪ್ರೋಟೀನ್ ಸಂಕೀರ್ಣ
హేమిసెల్యులోజ్,ಅರ್ಧಭಾಗ
హేమిచోర్డాటా,ಅರೆಮಂದೆ
హెమిడాక్టిలస్,ಅರ್ಧಭಾಗದ
హెమిఫ్రాగ్మా హెటెరోఫిలమ్,ಹೆಮಿಫ್ರಾಗ್ಮಾ ಹೆಟೆರೊಫಿಲಮ್
హెమిజైగస్,ಅರಗು
హిమోడయాలసిస్,ಹಿಮೋಡಯಾಲಿಸಿಸ್
హిమోగ్లోబిన్,ಹಿಮೋಗ್ಲೋಬಿನ್
హిమోగ్లోబినునా,ಹಿಮೋಗ್ಲೋಬಿನುನಾ
హెన్‌బేన్,ಕೋಳಿ
హెన్లే లూప్,ಹೆನ್ಲೆಸ್ ಲೂಪ್
హెపారిన్,ವೇಶ್ಯಾಗೃಹ
హెపాటిక్,ಯಕೃತ್ತಿನ
హెపాటిక్ కేకా,ಯಕೃತ್ತಿನ ಸೀಕಾ
హెపాటిక్ పోర్టల్-సిస్టమ్,ಯಕೃತ್ತಿನ ಪೋರ್ಟಲ್-ವ್ಯವಸ್ಥೆ
హెపాటికాప్సిడా,ಯಕೃತ್ತಿನ
హెపటైటిస్,ಯಕೃತ್ತಿನ ಉರಿಯೂತ
హెపాటోసైట్,ಯಜಮಾನ
గుల్మకాండ పొర,ಗಿಡಮೂಲಿಕೆ ಪದರ
గుల్మకాండ లైకోపాడ్,ಗಿಡಮೂಲಿಕೆ ಲೈಕೋಪೋಡ್
హెర్బేరియం,ಗಿಡದಂತಿ
హెర్బేరియం షీట్,ಗಿಡಮೂಲಿಕೆ ಹಾಳೆ
హెర్బిసైడ్ టాలరెన్స్,ಸಸ್ಯನಾಶಕ ಸಹಿಷ್ಣುತೆ
శాకాహారి,ಸಸ್ಯಹಾರಿ
శాకాహార జంతువు,ಮೂಲಾ
శాకాహారి,ಸಸ್ಯಹಾರಿ
వంశపారంపర్య వ్యాధి,ಆನುವಂಶಿಕ ಕಾಯಿಲೆ
వంశపారంపర్య రుగ్మత,ಆನುವಂಶಿಕ ಕಾಯಿಲೆ
వంశపారంపర్య మరగుజ్జు,ಆನುವಂಶಿಕ ಕುಬ್ಜತ್ವ
వంశపారంపర్యత,ಅನರ್ಹತೆ
సోపానక్రమం,ಶ್ರೇಣಮಾನ
వంశపారంపర్య పాత్ర,ಆನುವಂಶಿಕ ಪಾತ್ರ
వారసత్వ లక్షణం,ಆನುವಂಶಿಕ ಗುಣಲಕ್ಷಣ
హెరిటియెరా,ಹೆರಿಟಿಯರ್
హెర్మాఫ్రోడైట్,ಹರ್ಮ್ರೋಡೈಟ್
హెర్మాఫ్రోడిటిజం,ಹರ್ಮಾಫ್ರೋಡಿಟನ
బుచర ఎండ్రిక్కాయ,ಸನ್ಯಾಸಿನಿ
హెరాయిన్,ಹೆರೋಯಿನ್
హెర్పెస్ సింప్లెక్స్ వైరస్,ಹರ್ಪಿಸ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ವೈರಸ್
హెర్పెస్ వైరస్,ಹರ್ಪಿಸ್ ವೈರಸ್
హెస్పెరిడియం,ಹಸುರಿನ
హెటెరోఅల్లెలే,ಭಿನ್ನಾಭಿಪ್ರಾಯ
హెటెరోక్రోమాటిన్,ಭಿನ್ನತೆ
హెటెరోసిస్ట్,ಭಿನ್ನಲೋಧನ
హెటెరోడాంట్,ಭಿನ್ನಾಭಿಪ್ರಾಯ
వైవిధ్య,ಭಿನ್ನಜಾತಿಯ
వైవిధ్య,ಭಿನ್ನಜಾತಿಯ
హెటెరోమెరా,ಕೃರಮರ
భిన్నమైనది,ಭಿನ್ನರೂಪದ
హెటెరోఫిలీ,ಭಿನ್ನರೂಪದ
హెటెరోప్నస్టిస్,ಭಿನ್ನಾಭಿಪ್ರಾಯ
హెటెరోసిస్,ಭಿನ್ನತೆ
హెటెరోథాలిక్,ಭಿನ್ನಾಭಿಪ್ರಾಯಭಕ್ತಿಯ
హెటెరోట్రోఫ్,ಭಿನ್ನತೆ
హెటెరోట్రోఫ్,ಭಿನ್ನತೆ
హెటెరోట్రోఫిక్ బ్యాక్టీరియా,ಭಿನ್ನತೆ ಬ್ಯಾಕ್ಟೀರಿಯಾ
హెటెరోట్రోఫిక్ పోషణ,ಭಿನ್ನತೆ ಪೋಷಣೆ
హెటెరోట్రోఫీ,ಭಿನ್ನತೆ
హెటెరోట్రోఫీ,ಭಿನ್ನತೆ
హెటెరోజైగోట్,ಭಿನ್ನಜಾತಿ
హెటెరోజైగస్ పొడవైన,ಭಿನ್ನಜಾತಿ ಎತ್ತರದ
హెటెరోజైగస్,ಭಿನ್ನಾಭಿಪ್ರಾಯವುಳ್ಳ
షట్కోణ ముఖం,ಷಡ್ಭುಜೀಯ ಮುಖ
హెక్సాప్లాయిడ్,ರಕ್ತಸಂಬಂಧಿ
హెక్సోకినేస్,ಕುಡಿನ
హైబర్నాక్యులం,ಹೈಬರ್ನಾಕ್ಯುಲಂ
నిద్రాణస్థితి,ಗುಳ್ಳೆಕಾಡು
దాచిన ఆకలి,ಗುಪ್ತ ಹಸಿವು
అధిక ఇంటర్‌స్టీషియల్ ఓస్మోలారిటీ,ಹೆಚ್ಚಿನ ತೆರಪಿನ ಆಸ್ಮೋಲರಿಟಿ
అధిక పనితీరు గల ద్రవ క్రోమాటోగ్రఫీ,ಹೈ ಪರ್ಫಾರ್ಮೆನ್ಸ್ ಲಿಕ್ವಿಡ್ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
అధిక వ్యాక్సిమ్,ಎತ್ತರದ ಲಸಿಕೆ
హిల్ బంట్,ಬೆಟ್ಟದ ಬಂಡಿ
కొండ ప్రతిచర్య,ಬೆಟ್ಟದ ಪ್ರತಿಕ್ರಿಯೆ
హిల్సా,ಹಿತದೃಷ್ಟಾಟ
హిలం,ಹಿಲಮ್
హింద్ మెదడు,ಹಿಂಡು ಮೆದುಳು
కీలు ఉమ్మడి,ಹಿಂಜ್ ಜಂಟಿ
హిన్నీ,ಹಿನ್ನಿ
హిప్పోకాంపస్,ಹಿಪೊಕ್ಯಾಂಪಸ್
హిరుడిన్,ಗುಳ್ಳೆ
హిరుడినారియా,ಹುರುಡಿನೇರಿಯ
హిసార్డాలే,ಹಂದಿಮಾನದ
హిస్టోగ్రాం,ಹಂದಿಯ ಕುರಿತ
చారిత్రక అధ్యయనాలు,ಐತಿಹಾಸಿಕ ಅಧ್ಯಯನಗಳು
హిస్టాలజీ,ಹಿಸ್ಟಾಲಜಿ
హిస్టన్,ಹಿಸ್ಟಾನ್
హిస్టోన్ ఆక్టామర్,ಹಿಸ್ಟೋನ್ ಆಕ್ಟಾಮರ್
హిస్టోన్ ప్రోటీన్,ಹಿಸ್ಟೋನ್ ಪ್ರೋಟೀನ್
హిస్టారికల్ సైన్స్,ಐತಿಹಾಸಿಕ ವಿಜ್ಞಾನ
హెచ్ఐవి,ಎಚ್ಐವಿ
పట్టుకో త్వరగా,ಹಿಡುವಳಿ ವೇಗ
సంపూర్ణ విధానం,ಸಮಗ್ರ ವಿಧಾನ
బోలు అంతర్గత అవయవం,ಟೊಳ್ಳಾದ ಆಂತರಿಕ ಅಂಗ
బోలు ఉన్ని బంతి,ಟೊಳ್ಳಾದ ಉಣ್ಣೆಯ ಚೆಂಡು
హోలోబ్లాస్టిక్ చీలిక,ಹೋಲೋಬ್ಲಾಸ್ಟಿಕ್ ಸೀಳು
హోలోక్రిన్ గ్రంథి,ಹೊರ್ರೋಕ್ರೈನ್ ಗ್ರಂಥಿ
హోలోఫైటిక్,ಹಾಲೊಫಿಟಿಕ್
హోలోజోయిక్,ಹೋಲಿಕೆ
హోలోజోయిక్ పోషణ,ಹೊಲೊಜೋಯಿಕ್ ಪೋಷಣೆ
హోమియోబాక్స్,ಹೋಮಿಯೋಬಾಕ್ಸ್
హోమియోస్టాసిస్,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್ (ಹೋಮೋಯೆಸ್ಟಾಸಿಸ್)
హోమియోథర్మిక్,ಕಂಕ್ತಿಕಾರನ
హోమియోథర్మస్,ಕೊಂಡಿಯರ್ಮಿ
హోమినిడ్,ವಿನಾಶಕ
హోమినిడే,ಹಾನಿಡೆ
హోమినాయిడ్,ಮಾನವರಮಾತ್ರೆ
హోమో ఎరెక్టస్,ಹೋಮೋ ಎರೆಕ್ಟಸ್
హోమో హబిలిస్,ತಳಹದ
హోమో సేపియన్స్,ಹೋಮೋ ಸೇಪಿಯನ್ಸ್
సజాతీయ,ತೋಪೆ
సజాతీయ ఆమ్ల పరీక్ష,ತೋಗಲಸ್ನ ಪರೀಕ್ಷೆ
సజాతీయీకరణ,ಏಕರೂಪೀಕರಣ
సజాతీయ,ಏಕರೂಪದ
హోమోయోథెర్మిక్,ಸಮನ್ವಯ
హోమోలాగస్,ಸಮೃದ್ಧ
హోమోపాలిమర్,ಒಂದು ತಮಾಕಟ್ಟಣೆ
హోమోజైగోసిటీ,ಸಲಕರಣೆ
హోమోజైగోసిటీ,ಸಲಕರಣೆ
హోమోజైగోట్,ಅಖಂಡ
హోమోజైగస్ మరగుజ్జు,ಹೊಯಿಜಸ್ ಕುಬ್ಜ
హోమోజైగస్ పొడవైనది,ಸಮುಗಾಸಕ ಎತ್ತರದ
హుక్ పురుగు,ಕೊಕ್ಕೆ ಹುಳು
హార్మోన్ల చికిత్స,ಹಾರ್ಮೋನುಗಳ ಚಿಕಿತ್ಸೆ
హార్మోన్ థెరపీ,ಹಾರ್ಮೋನ್ ಚಿಕಿತ್ಸೆ
హార్మోన్-రిసెప్టర్ కాంప్లెక్స్,ಹಾರ್ಮೋನ್-ಗ್ರಾಹಕ ಸಂಕೀರ್ಣ
కొమ్ముగల టోడ్,ಕೊಂಬಿನ ಟೋಡ್
హార్స్‌షూ బ్యాట్,ಕುದುರೆಗಾಡಿಕೆ
హార్టికల్చర్,ತೋಟಗಾರಿಕೆ
ఆసుపత్రి వ్యర్థాలు,ಆಸ್ಪತ್ರೆ ತ್ಯಾಜ್ಯ
హోస్ట్,ಅತಿಥೆಯ
హోస్ట్ సెల్,ಹೋಸ್ಟ್ ಕೋಶ
హోస్ట్-పారాసిటిక్ సంబంధం,ಆತಿಥೇಯ-ಪರಾವಲಂಬಿ ಸಂಬಂಧ
హోస్ట్ విశిష్టత,ಹೋಸ್ಟ್ ನಿರ್ದಿಷ್ಟತೆ
వేడి ఎడారి,ಬಿಸಿ ಮರುಭೂಮಿ
హాట్ డిల్యూట్ సూప్,ಬಿಸಿ ದುರ್ಬಲಗೊಳಿಸುವ ಸೂಪ್
హాట్ స్పాట్,ತಿರಸ್ಕಾರ
హౌస్ కీపింగ్ ఫంక్షన్,ಮನೆ ಕೀಪಿಂಗ್ ಕಾರ್ಯ
హౌస్ కీపింగ్ జన్యువు,ಮನೆ ಕೀಪಿಂಗ್ ಜೀನ್
మానవ శరీరం,ಮಾನವನ ದೇಹ
మానవ కోరియోనిక్ గోనాడోట్రోపిన్ (హెచ్‌సిజి),ಮಾನವ ಕೋರಿಯಾನಿಕ್ ಗೊನಡೋಟ್ರೋಪಿನ್ (ಎಚ್‌ಸಿಜಿ)
మానవ జనాభా,ಮಾನವ ಜನಸಂಖ್ಯೆ
మానవ జన్యువు,ಮಾನವನ ಜಿನೋಮ್
మానవ పెరుగుదల హార్మోన్,ಮಾನವ ಬೆಳವಣಿಗೆಯ ಹಾರ್ಮೋನ್ (ಎಚ್‌ಜಿಹೆಚ್)
మానవ హోస్ట్,ಮಾನವ ಹೋಸ್ಟ್
మానవ రోమశక్రియ వైరస్ (హెచ్ఐవి),ಮಾನವ ಇಮ್ಯುನೊ ಡಿಫಿಷಿಯನ್ಸಿ ವೈರಸ್ (ಎಚ್‌ಐವಿ)
మానవ ల్యూకోసైటిక్ యాంటిజెన్,ಮಾನವನ ಲ್ಯುಕೋಸೈಟಿಕ್ ಪ್ರತಿಜನಕ
మానవశదక సాంటీజారము,ಮಾನವ ಲ್ಯುಕೋಸೈಟ್ ಆಂಟಿಗ್ನೆ ಸಂಕೀರ್ಣ
మానవ మావి లాక్టోజెన్,ಮಾನವನ ಜರಾಯು ಲ್ಯಾಕ್ಟೋಜೆನ್
మానవ జనాభా ఒత్తిడి,ಮಾನವ ಜನಸಂಖ್ಯೆಯ ಒತ್ತಡ
మనవ జాతి,ಮಾನವ ಜನಾಂಗ
హ్యూమరస్,ಹಣ್ಣಾದ
హ్యూమిక్ ఆమ్లం,ಹುಳಗಳ ಆಮ್ಲ
తేమ,ತೇವದ
తేమ,ಆರ್ದ್ರತೆ
హ్యూమిఫికేషన్,ಹ್ಯೂಂಡಿ
హాస్యం,ಹಾಸ್ಯ
హ్యూమస్,ಸಜ್ಜು
హంటింగ్డన్ వ్యాధి,ಹಂಟಿಂಗ್ಡನ್ ಕಾಯಿಲೆ
హైసింత్,ಹಯಸಿಂತ್
హైలిన్,ಕೀರಲು
హైలిన్ మృదులాస్థి,ಹೈಲೀನ್ ಕಾರ್ಟಿಲೆಜ್
హైలురోనిడేస్,ಒಂದು ಸಣ್ಣ
హైబ్రిడ్,ಸಂಕರಜದ
హైబ్రిడ్ ఇన్విబిలిటీ,ಹೈಬ್ರಿಡ್ ಅನುಕೂಲತೆ
ఎఫ్ 1 విత్తనాల హైబ్రిడ్,ಎಫ್ 1 ಬೀಜಗಳ ಹೈಬ್ರಿಡ್
హైబ్రిడ్ స్టెరిలిటీ,ಹೈಬ್ರಿಡ್ ಸಂತಾನಹೀನತೆ
హైబ్రిడ్ వెహికల్ టెక్నాలజీ,ಹೈಬ್ರಿಡ್ ವಾಹನ ತಂತ್ರಜ್ಞಾನ
జలవిద్యుత్,ಹೈಡ್ರಾರ್ಚ್ ನೇತೃತ್ವ
హైడ్రేషన్ షెల్,ಜಲಸಂಬಂಧಿ
హైడ్రిక్,ಜಲಮಂಡಲದ
హైడ్రిల్లా,ಜಲಮಟ್ಟಿ
హైడ్రోజన్ బంధం,ಹೈಡ್ರೋಜನ್ ಬಂಡಿ
హైడ్రోజన్ సైనైడ్,ಹೈಡ್ರೋಜನ್ ಸೈನೈಡ್
హైడ్రోజన్ కేంద్రకం,ಹೈಡ್ರೋಜನ್ ನ್ಯೂಕ್ಲಿಯಸ್
హైడ్రోలేస్,ಜಲಪ್ರತಿಮ
హైడ్రోలాజికల్ చక్రం,ಜಲವಿಜ್ಞಾನ ಚಕ್ರ
హైడ్రోలైసింగ్,ಜಲವಿಚ್ingೇದನೆ
హైడ్రోలైటిక్ చీలిక,ಜಲವಿಚಾರಿ
జలవిద్యుత్,ಜಲತ್ತ್ವ
హైడ్రోఫిలిక్,ಜಲಪದರದ
హైడ్రోఫిలీ,ಜಲಸಂಧರವಾಗಿ
హైడ్రోఫిలీ,ಜಲಸಂಧರವಾಗಿ
హైడ్రోఫోబిక్,ಹೈಡ್ರೋಫೋಬಿಕಾನದ
హైడ్రోఫైట్,ಜಲಸಂಪರ್ಕ
హైడ్రోపోనిక్స్,ಜಲಸಂಪರ್ಕ
హైడ్రోస్పియర్,ಜಲಾವರಣ
జలస్థితిక ఒత్తిడి,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡ
హైడ్రోథర్మల్ పర్యావరణ వ్యవస్థ,ಜಲವಿದ್ಯುತ್ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
హైడ్రోథర్మల్ బిలం,ಜಲಮಾರ್ಗನ ತೆರಪಿನ
హైడ్రాక్సిల్ సమూహం,ಹೈಡ್ರಾಕ್ಸಿಲ್ ಗುಂಪು
హైగ్రిక్,ಕಶೇರುಕ
గుర్రపు చెట్టు కప్ప),ಹೈಲಾ (ಮರದ ಕಪ್ಪೆ)
హైమెన్,ಹೈಮೆನ್
హైయోడ్,ಹಾಯಸುಳೆ
కంటాస్థి,ಹಯಾಯ್ಡ್ ಮೂಳೆ
హైపాంతోడియం,ಉರುಳು
హైపర్ కొలెస్టెరోలేమియా,ಅತಿರೇಕದ
హైపర్గ్లైసీమియా,ಅತಿರೇಕದ
హైపర్‌కెరాటోసిస్,ಅತಿಮಾನುಷಣೆ
హైపర్‌పారాథైరాయిడిజం,ಹೈಪರ್ಪ್ಯಾರಥಿರಾಯ್ಡೆತನ
హైపర్‌ప్లాసియా,ಒಂದು ದೊಡ್ಡ ಕಣ್ಣು
హైపర్సెన్సిటివిటీ,ಉಚ್ensರಿಕೆತ್ವ
రక్తపోటు,ಅಧಿಕಪ್ರಭುತ್ವ
హైపర్ థైరాయిడిజం,ಹೈಪರ್ ಥೈರೋಡಿಸಮ್
హైపర్టోనిక్,ಅತಿಶಯೋಕ್ತಿ
హైఫా,ಜರಡಿ
హైఫేన్,ಯಥೇಚ್ hy
హైపోకాండ్రియా,ರಕ್ತದೊತ್ತಡ
హైపోకోటైల్,ಬಲಿಷ್ಠಿ
హైపోగ్లైసీమియా,ನಗುಳಿ
హైప్గోనాడిజం,ಅಪತ್ನಿತ್ವ
హైపోజినస్,ಕಲ್ಪನಾಮಗ್ನ
హైపోజిని,ಯಾಸಕ್ತಿ
హైపోలిమ్నియన్,ನವಿಲು
హైపోపారాథైరాయిడిజం,ಕಾವುರಹತ್ಯೆ
హైపోఫారింక్స్,ಉಚ್ hyp್ರಾಸಕ
హైపోస్టోమ్,ಅಧಿಕಪ್ರವಾಹ
హైపోస్టోమ్,ಅಧಿಕಪ್ರವಾಹ
హైపోథాలమస్,ಒಂದು ಬಿಲ್ಲು
పరికల్పన,ಕಲ್ಪನಾಶಕ್ತಿ
Ot హాత్మక తీగ,ಕಾಲ್ಪನಿಕ ಸ್ವರಮೇಳ
Ot హాత్మక ప్రతిపాదన,ಕಾಲ್ಪನಿಕ ಪ್ರತಿಪಾದನೆ
హైపోథైరాయిడిజం,ಜಡತ್ವ
హైపోటోనిక్,ವ್ಯಭಿಚಾರವಿಲ್ಲದ
హైపోటోనిక్ పరిష్కారం,ಹೈಪೋಟೋನಿಕ್ ಪರಿಹಾರ
హైరాకోథెరియం,ಹೈರಕೋಥೆರಮ್
ఐస్ ఏజ్,ಹಿಮಯುಗದ ಯುಗ
ఇచ్థియోఫిస్,ಮತ್ಸ್ಯ
గుర్తింపు,ಗುರುತಿಸುವಿಕೆ
ఇడియోగ్రామ్,ಈಟಿಯೋಗ್ರಾಮ್
ఇడియోగ్రామ్,ಈಟಿಯೋಗ್ರಾಮ್
ఇగువానా,ಇರುರುವಾ
ఇలియం,ಇಲಿಯಂ
ప్రకాశించే నమూనా,ಪ್ರಕಾಶಮಾನವಾದ ಮಾದರಿ
ప్రకాశం,ಪ್ರಕಾಶ
చిత్రం,ಚಿತ್ರ
ఇంబిబిషన్ ప్రెజర్,ಭಗ್ನಾವಶೇಷ
IMBIBITION,ನಿಷ್ಕಳಂಕ
Imbricate,ಚಾಚು
Imbricate,ಅಸ್ಟೆಸ್ಟೇಷನ್ ಅನ್ನು ಸಂಯೋಜಿಸಿ
వలస,ವಲಸಿಗ
వలస వచ్చు,ವಲಸೆ
వలస వచ్చు,ವಲಸೆ
అమరత్వం,ಅಮರ್ಯ
రోగనిరోధక ప్రతిస్పందన,ಪ್ರತಿರಕ್ಷಾ ಪ್ರತಿಕ್ರಿಯೆ
రోగనిరోధక వ్యవస్థ,ನಿರೋಧಕ ವ್ಯವಸ್ಥೆಯ
రోగనిరోధక వ్యవస్థ రుగ్మత,ರೋಗನಿರೋಧಕ ವ್ಯವಸ್ಥೆಯ ಅಸ್ವಸ್ಥತೆ
రోగనిరోధక శక్తి,ಪ್ರತಿಷ್ಠಾಪಕತೆ
ఇమ్యునో-రాజీ,ರೋಗನಿರೋಧಕ
ఇమ్యునో లోపం వ్యాధి,ಇಮ್ಯುನೊ ಕೊರತೆ ರೋಗ
ఇమ్యునో ఎలెక్ట్రోఫోరేసిస్,ಇಮ್ಯುನೊ ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
ఇమస్ఫ్యూమన్స్ యాంటీబాడీ లేబుల్,ಇಮ್ಯುನೊ ಪ್ರತಿದೀಪಕ ಪ್ರತಿಕಾಯ ಲೇಬಲಿಂಗ್
ఇమ్యునో సోర్బెంట్ అస్సే,ಇಮ್ಯುನೊ ಸೋರ್ಬೆಂಟ್ ಅಸ್ಸೇ
ఇమ్యునో సప్రెసివ్ థెరపీ,ಇಮ್ಯುನೊ ಸಪ್ರೆಸಿವ್ ಥೆರಪಿ
ఇమ్యునో సప్రెసెంట్,ಇಮ್ಯುನೊ ಸಪ್ರೆಸೆಂಟ್
ఇమ్యునోజెనిక్,ರೋಗನಿರೋಧಕ
ఇమ్యునోగ్లోబులిన్,ಇಮ್ಯುನೊಗ್ಲಿನ್
రోగనిరోధక శాస్త్రం,ರೋಗನಿರೋಧಕ ವಿಜ್ಞಾನ
ఇమ్యునోమోడ్యులేటర్,ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
ఇమ్యునోపోటెన్షియేషన్ థెరపీ,ಇಮ್ಯುನೊಪೊಟೆಂಟಿಯೇಶನ್ ಥೆರಪಿ
ఇమ్యునోసప్రెసివ్ డ్రగ్,ಇಮ್ಯುನೊಸಪ್ರೆಸಿವ್ .ಷಧ
ఇమునోథెరపీ,ಇಮುನೊಥೆರಪಿ
Imparipinnate,ಅವಿನೇಶವಿಲ್ಲದ
ఇంపెటాటా,ಐಡಲಾಟ
ఇంపెర్మ్బుల్,ಅಗ್ರಾಹ್ಯ
ఇంప్లాంట్,ಒಳಸೇರಿಸು
ఇంప్లాంటేషన్,ಕಸಿ
మెరుగైన విత్తనం,ಬೀಜ
మెరుగైన రకం,ಸುಧಾರಿತ ವೈವಿಧ್ಯತೆ
సిటులో,ಸಿತುನಲ್ಲಿ
విట్రోలో,ವಿಂಟ್ರೊದಲ್ಲಿ
విట్రో ఫలదీకరణ (ఐవిఎఫ్),ವಿಟ್ರೊ ಫಲೀಕರಣ (ಐವಿಎಫ್)
వివో లో,ವಿವೋದಲ್ಲಿ
క్రియారహితం,ನಿಷ್ಪಲವಾದ
ఇన్బ్రేడ్ లైన్,ಒಳಲಾರದ ರೇಖೆ
సంతానోత్పత్తి,ಸಂತಾನದ
పున omb సంయోగం సంభవం,ಮರುಸಂಯೋಜನೆಯ ಘಟನೆ
భస్మీకరణం,ದಹಿಸುವುದು
కోత,ಬಾಚಿಹಲ್ಲು
చేరిక శరీరం,ಸೇರ್ಪಡೆ ದೇಹ
అసంబద్ధమైన ప్రవర్తన,ಅಸಂಗತ ವರ್ತನೆ
అననుకూలత,ಅಸಾಮರಸ್ಯತೆ
అననుకూలత,ಅಸಾಮರಸ್ಯತೆ
అసంపూర్ణ ఆధిపత్యం,ಅಪೂರ್ಣ ಪ್ರಾಬಲ್ಯ
ఇంక్యుబేటర్,ಕಾವಲುಗಾರ
జనాభా,ಸ್ಥಾನಿಕ
ఇంకస్,ಇನಚೂರಿ
నిరంతర పండు,ಹಣ್ಣು
ఇండెంట్,ಪಳಗಿದ
స్వతంత్ర కలగలుపు,ಸ್ವತಂತ್ರ ವಿಂಗಡಣೆ
స్వతంత్ర జన్యువు,ಸ್ವತಂತ್ರ ಜೀನ್
భారతీయ సంఘం,ಭಾರತೀಯ ಕೃಷಿ ಸಂಶೋಧನಾ ಮಂಡಳಿ
ఇండియన్ సాల్మన్,ಭಾರತದ ಸಾಲ್ಮನ್
సూచిక జాతులు,ಸೂಚಕ ಪ್ರಭೇದಗಳು
స్వదేశీ వ్యవస్థ,ಸ್ಥಳೀಯ medicine ಷಧ ವ್ಯವಸ್ಥೆ
ఇండిగోఫెరా,ಜಲಸಮಾನಿಕ
ఇండోర్ కాలుష్యం,ಒಳಾಂಗಣ ಮಾಲಿನ್ಯ
ప్రేరేపిత కదలిక,ಪ್ರೇರಿತ ಚಲನೆ
ప్రేరేపిత మ్యుటేషన్,ಪ್ರಚೋದಕ
ప్రేరక,ಜಟಿಲ
ప్రేరక జన్యువు,ಪ್ರಚೋದಕ ಜೀನ್
ప్రేరేపించలేని నియంత్రణ,ಪ್ರಚೋದಿಸಬಹುದಾದ ನಿಯಂತ್ರಣ
ప్రేరేపించలేని ఎంజైమ్,ಪ್ರಚೋದಿಸಲಾಗದ ಕಿಣ್ವ
క్యాన్సర్ యొక్క ప్రేరణ,ಕ್ಯಾನ್ಸರ್ನ ಇಂಡಕ್ಷನ್
పారిశ్రామిక మెలానిజం,ಕೈಗಾರಿಕಾ ಮೆಲನಿಸಂ
పారిశ్రామిక కాలుష్యం,ಕೈಗಾರಿಕಾ ಮಾಲಿನ್ಯ
పారిశ్రామిక పొగ,ಕೈಗಾರಿಕಾ ಹೊಗೆ
ఇన్నెర్ఫరెన్స్ కాంట్రాస్ట్ మైక్రోస్కోపీ,ಅನರ್ಫರೆನ್ಸ್ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪಿ
వర్ణించలేని వనరులు,ಲ್ಯಾಟೆಟಬಲ್ ಸಂಪನ್ಮೂಲಗಳು
అంటు వ్యాధి,ಸಾಂಕ್ರಾಮಿಕ ರೋಗ
ఇన్ఫెక్టివిటీ,ಸಂರಕ್ಷಣೆ
అనుమితి,ತೀರ್ಮಾನಿಸುವುದು
నాసిరకం సెరెబెల్లార్ పెడన్కిల్,ಕೆಳಮಟ್ಟದ ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್
నాసిరకం మెంట్రిక్ గ్యాంగ్లియన్,ಕೆಳಮಟ್ಟದ ಮೆಸೆಂಟರಿಕ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
అనంతం,ಅನಂತ
మంట,ಉರಿಯೂತ
తాపజనక అవరోధం,ಉರಿಯೂತದ ತಡೆಗೋಡೆ
తాపజనక ప్రతిచర్య,ಉರಿಯೂತದ ಪ್ರತಿಕ್ರಿಯೆ
తాపజనక ప్రతిస్పందన,ಉರಿಯೂತದ ಪ್ರತಿಕ್ರಿಯೆ
ద్రవ్యోల్బణం,ಹಣದುಬ್ಬರ
పుష్పగుచ్ఛము,ಹೂವೇ ಪ್ರದೇಶ
ఇన్ఫ్లుఎంజా,ನಿರೋಧಕ
ప్రవాహం,ಒಳಹರಿವು
ఇన్ఫ్రార్బిటల్ గ్రంథి,ಇನ್ಫ್ರಾರ್ಬಿಟಲ್ ಗ್ರಂಥಿ
ఇన్ఫండిబులం,ಸುಗಂಧ ದ್ರವ್ಯ
తీసుకున్న ఆహారం,ಸೇವಿಸಿದ ಆಹಾರ
తీసుకోవడం,ಸೇವನೆ
ఇంగువినల్ కాలువ,ವೇಶ್ಯಾಗೃಹ
గజ్జల్లో పుట్టే వరిబీజం,ಇಂಜಿನಲ್ ಅಂಡವಾಯು
వారసత్వం,ಸೃಜನಶೀಲತೆ
వారసత్వంగా పరమాణు వ్యాధి,ಆನುವಂಶಿಕ ಆಣ್ವಿಕ ಕಾಯಿಲೆ
నిరోధించండి,ಪ್ರತಿರೋಧ
నిరోధించబడింది,ಪ್ರತಿಬಂಧಿಸಿದ
హార్మోన్‌ను నిరోధించడం,ಹಾರ್ಮೋನ್ ಅನ್ನು ಪ್ರತಿಬಂಧಿಸುತ್ತದೆ
నిరోధం,ಪ್ರತಿಬಂಧ
