Hindi,English
लिथोमुद्रण,Lithography
शिला मुद्रण,Lithography
जीवंत संगीत,Live music
लायड फिशर चुंबकीय वर्ग,Liyod-Fisher magnetic square
लोड,Load
भार गुणक,Load factor
लोड प्रतिबाधा,Load impedance
उद्भार रेखा,Load line
भारण,Loading
लोब एरियल,Lobe aerial
स्थानिक जालक्रम (LAN),Local area network (LAN)
स्थानीय बस,Local bus
स्थानीय बस वीडियो तंत्र,Local bus video system
स्थानीय प्रसार बस,Local expansion bus
स्थानीय वार्ता,Local talk
अभिबंधन प्रवर्धक,Lock in amplifier
अभिबंधक,Lock up
अभिबंध पाश,Locked loop
सत्रारंभ,Log on
लघुगुणकीय आवर्त्ती ऐन्टेना,Log periodic antenna
प्रचा लेखन,Logging
तर्क विश्लेषक,Logic analyser
तर्क सेल व्यूह,Logic cell array
तर्क परिपथ,Logic circuit
तर्क प्रविष्टि,Logic entry
तर्क कुल,Logic family
तर्क कलन,Logic function
तर्क गेट,Logic gate
तर्क विश्लेषण,Logical analysis
लोगो,Logo
लघुगुणकीय अभिवर्धक,Logarithmic amplifier
लघुगणक प्रवर्धक,Logarithmic amplifier
लघुगणकीय अपक्षय,Logarithmic decrement
लघुगणकीय पैमाना,Logarithmic scales
दीर्घपुच्छ युग्म,Long tailed pair
बड़ा शब्द,Long word
"लाउडस्पीकर, ध्वनि विस्तारक युक्ति",Loudspeaker
निम्न आवृत्ति प्रतिकारण,Low frequency compensation
निम्न आवृत्ति रव,Low frequency noise
निम्न आवृत्ति खाँच फिल्टर,Low frequency notch filter
निम्न आवृत्ति संचरण,Low frequency propagation
निम्न आवृत्ति ट्रांसफॉर्मर,Low frequencytransformer
"निम्न स्तर, अनुरूप संकेत",Low level analog signal
निम्न रव,Low noise
निम्न रव केबल,Low noise cable
निम्न पारक फिल्टर,Low pass filter
निम्न पारक फिल्टर,Low pass filter
निम्न पारक RC परिपथ,Low pass RC circuit
निम्न देहली तर्क,Low threshold logic
निम्न वोल्टता शक्ति स्रोत,Low voltage power supply
निम्न पार्श्व आवृत्ति,Lower side frequency
निम्न पार्श्व आवृत्ति,Lower side frequency
LP खाँचा,LP groove
LP रिकार्ड,LP record
LS वोल्टता ऑफसेट रक्षण,LS voltage offset protection
अल्पतम सार्थक द्वयंक,LSB
अल्पतम सार्थक अंक,LSD
विशाल एकीकरण,LSI
निम्न विभव,LT (low tension)
लग,Lug
ल्यूमेन,Lumen
ल्यूमेन घंटा,Lumen hour
ज्योतिर्मयता,Luminance
ज्योतिर्मयता संकेत,Luminance signal
ज्योति फ्लक्स,Luminous flux
ल्यूमर-ब्रोधन फोटोमीटर,Lummer-Brodhun photometer
स्थानीकृत घटक मॉडल,Lumped components mode
रेखीय वोल्टता विभेद ट्रांसफॉर्मर,LVDT
मशीन कालचक्र,Machine cycle
मशीन भाषा,Machine language
मैकितोश कंप्यूटर,Macintosh computer
मैजिक टी,Magic tee
चुंबक,Magnet
चुंबकीय प्रवर्धक,Magnetic amplifier
चुंबकीय बुदबुद स्मृति,Magnetic bubble memory (MBM)
चुंबकीय क्रोड,Magnetic core
चुंबकीय युग्मन,Magnetic coupling
चुंबकीय आँकड़ा भंडारण,Magnetic data storage
चुंबकीय विक्षेप,Magnetic deflection
चुंबकीय डिस्क,Magnetic disk
चुंबकीय क्षेत्र,Magnetic field
चुंबकीय फ्लक्स,Magnetic flux
चुंबकीय फोकसन,Magnetic focusing
चुंबकीय शैथिल्य,Magnetic hysteresis
चुंबकीय बल रेखा,Magnetic lines of force
चुंबकीय उद्ग्राही,Magnetic pick up
चुंबकीय ध्रुवता,Magnetic polarity
चुंबकीय ध्रुवता,Magnetic polarity
चुंबकीय संतृप्ति,Magnetic saturation
चुंबकीय परिरक्षण,Magnetic shielding
चुंबकीय प्रक्षोभ,Magnetic storm
चुंबकीय टेप,Magnetic tape
मैगनेटोमीटर,Magnetometer
चुंबकीय प्रेरक बल (mmf),Magneto motive force (mmf)
मैग्नेट्रॉन,Magnetron
आवर्धन,Magnification
परिमाण,Magnitude
परिमाण तुलनित्र,Magnitude comparator
परिमाण फलन,Magnitude function
वृहत् अभिकलित्र,Main frame computer
मुख्य लाइन धारा,Main line current
बहुसंख्यक वाहक,Majority carrier
बहुसंख्यक वाहक धारा,Majority carrier current
"पुम संयोजक, पुंसंयोजक",Male connector
मैन (महानगरीय क्षेत्र नेटवर्क),MAN (metropolitan area network)
मैनचेस्टर कोडन,Manchester coding
मानव-जनित रव,Man-made noise
अपूर्णांश,Mantissa
प्रतिचित्रण,Mapping
मारकोनी ऐंटेना,Marconi antenna
चिन्ह/दिक्काल अनुपात,Mark/Space ratio
आवरण,Mask
मास्क प्रोग्रामित रॉम,Mask programmed ROM
अच्छादनशील अंतरायन,Maskable interrupt
आच्छद रोम,Masked ROM
"मात्रा, द्रव्यमान",Mass
मास्टर घड़ी,Master clock
मास्टर दोलित्र,Master oscillator
सुमेलित फिल्टर,Matched filter
सुमेलित लोड,Matched load
सुमेलन,Matching
मैट्रिक्स समीकरण,Matrix equation
प्रधान ऐन्टेना टी.वी.,MATV (master antenna T.V.)
अधिकतम अग्रधारा,Maximum forward current
अधिकतम लब्धि,Maximumgain
अधिकतम शक्ति अंतरण प्रमेय,Maximum power transfer theorem
अधिकतम अनुमतांक,Maximum rating
अधिकतम व्युत्क्रम वोल्टता,Maximum reverse voltage
अधिकतम उपयोज्य आवृति (MUF),Maximum usable frequency (MUF)
मैक्सटर्म,Maxterm
मैक्सवेल समीकरण,Maxwell's equation
सूक्ष्म चैनल संरचना,MCA (micro channel architecture)
एम-व्युत्पन्न फिल्टर,M-derived filter
माध्य मुक्त पथ,Mean free path
औसत मान,Mean value
वर्गमाध्य मूल्य,Mean-square value
मापक यंत्र,Measuring instrument
यांत्रिक फिल्टर,Mechanical filter
चिकित्सा इलेक्ट्रॉनिकी,Medical Electronics
मेगा ओम,Mega Ohm
मेगाबाइट,Megabyte
मेगर,Megger
स्मृति,Memory
स्मृति अभिगम काल,Memory access time
स्मृति सरणी,Memory array
स्मृति बफर पंजी,Memory buffer register
स्मृति कोशिका,Memory cell
स्मृति कोशिका 'रेस अराउंड' अवस्था,Memory cell race around condition
स्मृति चिप,Memory chip
सूक्ष्म परिपथ,Memory circuit
स्मृति चक्र,Memory cycle
स्मृति चक्रकाल,Memory cycle time
स्मृति प्रतिचित्र,Memory map
स्मृति प्रतिचित्रित निवेश/निर्गम,Memory mapped I/o
स्मृति पठन,MEMR (memory read)
स्मृति लेखन,MEMW (memory writer)
"मेन्यू, प्रसूचि",Menu
अक्षीय तल,Meridian plane
जाल,Mesh
जाल विश्लेषण,Mesh analysis
जाल धारा,Mash current
जाल समीकरण,Mesh equation
धातु,Metal
धातु-बॉक्स,Metal can (box)
धातु फिल्म प्रतिरोधक,Metal film resistor
धात्विकीकरण,Metallization
मीटर,Meter
एम.एफ.टी.डी. (बहुआवर्ती स्वर डायलिंग),MFTD (multifrequency tone dialing)
मो,Mho
एम.आई.सी. (माइक्रोवेव एकीकृत परिपथ),MIC (microwave integrated circuit)
अभ्रक संधारित्र,Mica capacitor
एम.आई.सी.आर.,MICR (magnetic ink character recognition)
सूक्ष्म बंकन,Micro bending
माइक्रो कंप्यूटर,Microcomputer
सूक्ष्म नियंत्रक,Microcontroller
सूक्ष्म इलेक्ट्रॉनिकी,Microelectronics
माइक्रोफैराड,Microfarad
माइक्रोफिश,Microfiche
सूक्ष्म अनुदेश,Micro-instruction
सूक्ष्माष्टि आधारित प्रचालन निकाय,Microkernel based operating system
सूक्ष्म तर्क,Micro logic
माइक्रोन,Micron (10-6)
माइक्रोफोन,Microphone
सूक्ष्मकर्णी प्रभाव,Microphonic effect
"माइक्रोप्रोसेसर, सूक्ष्म संसाधित्र",Microprocessor
सूक्ष्म संसाधित्र कोड,Microprocessor code
माइक्रो प्रोग्राम,Micro program
"सूक्ष्म क्रमादेशन, सूक्ष्म प्रोग्रामन",Microprogramming
माइक्रो सेकंड,Microsecond
सूक्ष्म पट्टी ऐंटेना,Micro strip antenna
सूक्ष्म पट्टी संचरण लाइन,Micro strip transmission line
"सूक्ष्म तरंग, माइक्रोवेव",Microwave
सूक्ष्म तरंग प्रवर्धक,Microwave amplifier
सूक्ष्म तरंग ऐंटेना,Microwave antenna
सूक्ष्म तरंग कड़ी,Microwave link
सूक्ष्म तरंग संचरण विंडो,Microwave propagation window
सूक्ष्म तरंग नली,Microwave tube
मध्य बैंड परास,Mid band range
एम.आई.डी.आई. (वाद्य यंत्र अंकीय अंतराफलक),MIDI (musical instrument digital interface)
मिलर प्रभाव धारिता,Miller effect capacitance
मिलर समाकलित्र,Miller integrator
मिलर काल आधार,Miller time base
मिलर प्रमेय,Miller's theorem
मिलीआमीटर,Milliammeter
मिली ऐम्पीयर,Milliampere
मिली हेनरी,Millihenry
मिलमैन प्रमेय,Milliman's theorem
लघुकरण,Miniaturization
अल्पसंख्यक वाहक,Minority carrier
अल्पसंख्यक वाहक धारा,Minority carrier current
मिनटर्म,Minterm
व्यवकल्य,Minuend
मि.प.स.,MIPS (million instruction per second)
अपसंरेखण,Misalignment
अपस्वरण,Mistuning
मिश्रक,Mixer
एम.एम.यू. (स्मृति प्रबंधन इकाई),MMU (memory management unit)
स्मरक,Mnemonics
गतिशील इलेक्ट्रॉन,Mobile electron
गतिशीलता,Mobility
मोडीय विक्षेपण,Modal dispersion
विधा,Mode
निदर्श,Model
मोडेम,Modem
अपरिवर्तित आवृत्ति मॉडुलन कोडन,Modified frequency modulation encoding)
मॉडुलीय अभिकल्प,Modular design
मॉडुलित,Modulated
मॉडुलन,Modulation
मॉडुलन गहराई,Modulation depth
मॉडुलन सूचकांक,Modulation index
मॉडुलन प्रतिशत,Modulation percentage
मॉड्यूल,Module
मापांक एन गुणक,Modulo-N counter
गणक मापांक,Modulus of counter
अणु,Molecule
संवेग,Momentum
मॉनिटर,Monitor
एकवर्णी,Monochrome
एकवर्णी प्रदर्श,Monochrome display
एकाश्मीय (आई.सी.),Monolithic IC
एकल स्पंद,Monopulse
एकस्थितिक बहुकंपित्र,Monostable multivibrator
एकरूपता,Monotoxicity
मूर-नियम,Moor's law
मोर्स कोड,Morse code
मॉसफेट,MOSFET
सार्थकतम संप्रतीक,Most significant character
मदर बोर्ड,Motherboard
मोटर,Motor
मोटर क्रिया,Motor action
आरोपण,Mount
माउस,Mouse
चल कुंडली लाउडस्पीकर,Moving coil loudspeaker
चलकुंली मीटर,Moving coil meter
समपेग,MPEG (motion picture experts group)
एम.पी.यू.,MPU (microprocessor unit)
एम.एस.डी. (सार्थकतम अंक),MSD (most significant digit)
एम.एस.विंडोज,MS-windows
एम.टी.बी.एफ. (अंतर विफलता माध्यकाल),MTBF (mean time between failures)
बहुकोटर क्लाइस्ट्रॉन,Multicavity klystron
बहुचालक संबंधक,Multiconductor connector
मल्टीमीडिया,Multimedia
बहुमापक,Multimeter
बहुउत्सर्जक ट्रांजिस्टर,Multiple emitter transistor
बहुअनुरेख,Multiple trace
गुण्य,Multiplicand
गुणक,Multiplier
बहु संसाधन,Multiprocessing
बहु-क्रमादेशन,Multiprogramming
बहुपरास,Multirange
बहुपद प्रवर्धक,Multistage amplifier
बहुक्रियन,Multitasking
मूक,Mute
अन्योन्य अभिलक्षण,Mutual characteristics
अन्योन्य चालकत्व,Mutual conductance
अन्योन्य युग्मन,Mutual coupling
अन्योन्य प्रेरकत्व,Mutual inductance
अन्योन्य प्रतिघात,Mutual reactance
माइलर पी.सी. बोई,Mylar-PC board
N-द्रव्य,N material
एन.ए.एम.पी.एस.,NAMPS (narrow band analog mobile phone services)
नैंड-नैंड परिपथ,NAND-NAND circuit
"नैनो सेंकड (- से, )",Nano-second (10-9 sec)
नेपियर नियम,Napier's rule
संकीर्ण बैंड,Narrow band
संकीर्ण बैंड रव,Narrow band noise
संकीर्ण बैंड पारक रव,Narrow band pass filter
मूल अनुभाषक,Native-compiler
प्राकृतिक गणन,Natural count
प्राकृतिक आवृत्ति,Natural frequency
प्राकृतिक लघुगणक,Natural logarithm
निकटकॉल,Near call
निकट झंप,Near jump
"नीडल वेग, सूची वेग",Needle velocity
निषेध,Negation
निषेध सूचन,Negation indicator
निषेध प्रतीक,Negation symbol
ऋणात्मक गेट,Negative gate
ऋणात्मक एंड गेट,Negative AND gate
ऋणात्मक बंधन,Negative clamper
ऋणात्मक कर्त्तन,Negative clipper
ऋणात्मक कोर,Negative edge
ऋणात्मक उत्सर्जक अनुगामी,Negative emitter follower
ऋणात्मक पुनर्निवेश,Negative feedback
ऋणात्मक पुनर्निवेश प्रवर्धक,Negative feedback amplifier
ऋणात्मक तर्क,Negative logic
ऋणात्मक ऑर गेट,Negative OR gate
ऋणात्मक ध्रुवता,Negative polarity
ऋणात्मक प्रतिरोध,Negative resistance
ऋणात्मक प्रतिरोध क्षेत्र,Negative resistance region
ऋणात्मक प्रदाय,Negative supply
ऋणात्मक ताप,Negative temperature
ऋणात्मक ताप गुणांक,Negative temperature coefficient
ऋणात्मक संचरण,Negative transmission
ऋणात्मक ट्री,Negative tree
ऋणात्मक टनल डायोड,Negative tunnel diode
ऋणात्मक मिथ्या,Negative-false
ऋणात्मक सत्य,Negative-true
उपेक्षणीय,Negligible
नेमेटिक द्रव क्रिस्टल,Nematic liquid crystal
निमेटिव विधा,Nemative mode
न्योन लैंप,Neon lamp
नेपर,Neper
नीड़ित शाखन,Nested branching
नीड़ित कार्य पताका,Nested task flag
नीड़न,Nesting
पूर्ण अपद्रव्य सांद्रता,Net impurity concentration
नेट सूची,Net list
"जाल, नेटवर्क",Network
नेटवर्क ड्राइव,Network drive
नेटवर्क परिचालक,Network driver
नेटवर्क मॉडल,Network model
नेटवर्क प्रचालन तंत्र,Network operating system
नेटवर्क परिसेवक,Network server
नेटवर्क संरचना,Network structure
नेटवर्क सिद्धांत,Network theory
नेटवर्क सांस्थितिकी,Network topology
उदासीन,Neutral
उदासीन रेखा,Neutral line
उदासीन क्षेत्र,Neutral region
निष्प्रभावन परिपथ,Neutralising circuit
निष्प्रभावन,Neutralization
न्यूट्रॉन,Neutron
अगली पीढ़ी सी.पी.यू.,New generation CP
नई पंक्ति संप्रतीक,New line character
न्यूजीलैंड वायरस,New-Zealand virus
अगली अवस्था,Next state
अगली अवस्था समीकरण,Next state equation
अगली अवस्था सारणी,Next state table
निबल,Nibble
निबल स्मृति चिप,Nibble memory chip
निबल बहुसंकेतक,Nibble multiplexer
निकोलस चार्ट,Nicholas chart
रात्रि प्रभाव,Night effect
नौ पथ टेप,Nine track tape
नौ-पूरक,Nine's complement
एन मॉस,NMOS
एन मॉस प्रतिलोमी,NMOS inverter
एन मॉस प्रक्रम,NMOS process
एन मॉस संरचना,NMOS structure
एन मॉस ट्रांजिस्टर,NMOS transistor
शून्य लोड धारा,No load current
ऐंठन रहित केबल,No twist cable
नोडीय,Nodal
"नोड, आसंधि",Node
नोड निम्निकरण,Node minimization
रव,Noise
रव अवधाव,Noise avalanche
रव बैंड विस्तार,Noise band-width
रव प्रस्फोट,Noise burst
रव निरस्त माइक्रोफोन,Noise cancelling microphone
रव गुणक,Noise factor
रव पुनर्निवेश प्रवर्धक,Noise feedback amplifier
रवांक,Noise figure
रव अप्रभावित,Noise immunity
रव आवेग,Noise impulse
रव सीमक,Noise limiter
रव उपांत,Noise margin
रव मापन,Noise measurement
रव विभाजन,Noise partition
रव क्वांटमीकरण,Noise quantization
"रव न्यूनीकरण, रव न्यूनन",Noise reduction
रव प्रतिरोध,Noise resistance
रव रूपण,Noise shaping
रव स्पाइक,Noise spike
रव ताप,Noise temperature
"रवक फ्लॉपी, डिस्क ड्राइव",Noisy floppy disk drive
नामीय प्रतिबाधा,Nominal impedance
नाभीय मूल्य,Nominal value
अरैखिक विरूपण,Nonlinear distortion
अविकरणी,Non radiating
अनुनादहीन/अननुनादी,Non resonance
अननुनादी ऐंटेना,Non resonant antenna
अक्षतिपूरित संक्रियात्मक प्रवर्धक,Non-compensated Op-amp
असंपूरक,Non-complementary
अचालक,Non-conductor
असंलग्न आँकड़ा संरचना,Non-contiguous data structure
आक्रांतिक धाव,Non-critical race
प्रव्यपजनन विधा,Non-degenerate mode
अविनाशी पठन,Non-destructive readont
डॉस रहित विभाजन संदेश,Non-DOS partition message
अनिष्याद्य कथन,Non-executable statement
अनादर्श निष्पादन,Non-ideal performance
असंघट्ट मुट्रक,Non-impact printer
प्रेरणहीन कुंडली,Non-inductive winding
अप्रतीपन प्रवर्धक,Non-inverting amplifier
अप्रतिलोम माध्य प्रवर्धक,Non-inverting averaging amplifier
अप्रतिलोम बफर,Non-inverting buffer
अप्रतिलोम तुलनक,Non-invertingcomparator
अप्रतिलोम विन्यास,Non-inverting configuration
अप्रतिलोम संकलक प्रवर्धक,Non-inverting summing amplifier
अप्रतिलोमी वोल्टता,Non-inverting voltage
अरैखिक,Non-linear
अरैखिक संधारित्र,Nonlinear capacitance
अरैखिक परिपथ विश्लेषण,Non-linear circuit analysis
अरैखिक घटक,Nonlinear component
अरैखिक लोड लाइन,Non-linear load line
अरैखिक मॉडुलन,Non-linear modulation
अरैखिक प्रतिरोध,Non-linear resistance
अरैखिक प्रणाली,Non-linear system
अरैखिकता,Non-linearity
अरैखिकता त्रुटि,Non-linearity error
प्रसामान्यीकृत आवृत्ति,Normalized frequency
अनावर्ती,Non-periodic
अप्रतिक्रियात्मक भाषा,Non-procedural language
अपुनरावृत्ति प्रणाली,Non-recursive system
तंत्ररहित डिस्क,Non-system disk
अक्रमबद्ध कोड,Non-systematic code
असतहीय,Non-trivial
अवाष्पशील भंडारण,Non-volatile storage
नॉर,NOR
नॉर फलन,NOR function
नॉर गेट,NOR gate
नॉर लैच,NOR latch
नॉर संक्रिया,NOR operation
सामान्य घनत्व फलन,Normal density function
स्फुरण रव,Normal process
सामान्य प्रतिचयन,Normal sampling
प्रसामान्यीकृत प्रवेश्यता,Normalized admittance
सामान्यतः बंद मासफेट,Normally off MOSFET
नॉर-नॉर नेटवर्क,NOR-NOR network
नॉर्टन मॉडल,Norton model
उत्तरी चुंबकीय ध्रुव,North magnetic pole
नॉर्टन प्र.धा.,Norton a.c.
नॉर्टन प्रवर्धक,Norton amplifier
नॉर्टन परिपथ,Norton circuit
नॉर्टन दि.धा.,Norton d.c.
नॉर्टन समतुल्य परिपथ,Norton equivalent circuit
नॉर्टन प्रतिलोमी और अप्रतिलोमी,Norton inverting and non-inverting
नॉर्टन संक्रियात्मक प्रवर्धक,Norton Op-amp
नॉर्टन उपयोगिता,Norton utility
नॉट,NOT
नॉट फलन,NOT function
नॉट गेट,NOT gate
नॉट संक्रिया,NOT operation
"संकेत पद्धति, अंकन पद्धति",Notation
खाँच ऐंटेना,Notch antenna
खाँच फिल्टर,Notch filter
एन.पी.एन. ट्रांजिस्टर,NPN transistor
एन.टी.एस.सी. अंतरारपृष्ठ,NTSC interface
एन-प्ररूप अपद्रव्य,N-type impurity
एन-प्ररूप द्रव्य,N-type material
न्यूक्लियस,Nucleus
शून्य,Null
रिक्ति चक्र,Null cycle
शून्य ऑफसेट वोल्टता,Null offset voltage
रिक्ति सूचक,Null pointer
संख्या आधार,Number base
संख्या आधारित रूपांतरण,Number base conversion
अंक क्षति,Number damage
संख्या पाश कुंजी,Number lock key
संख्या पद्धति,Number system
संख्यात्मक सह प्रक्रमक,Numeric coprocessor
संख्यात्मक कुंजी पैड,Numeric keypad
संख्यात्मक द्वारक,Numerical aperture
संख्यात्मक दूरी,Numerical distance
न्यूवीकॉन,Nuwvicon
नाइक्विस्ट,Nyquist
नाइक्विस्ट बैंड विस्तार,Nyquist bandwidth
नाइक्विस्ट निकष,Nyquist criterian
नाइक्विस्ट अंतराल,Nyquist interval
नाइक्विस्ट स्पंद,Nyquist pulse
नाइक्विस्ट दर,Nyquist rate
नाइक्विस्ट स्थायित्व निकष,Nyquist stability criterion
नाइक्विस्ट प्रमेय,Nyquist theorem
वस्तुनिष्ठ माड़्यूल,Object module
वस्तुनिष्ठ प्रोग्राम,Object program
अभिदृश्य लेंस,Objective lens
वस्तु अभिमुखित प्रोग्रामन,Object-oriented programming
अष्टक,Octal
अष्टीय बस ग्राही-प्रेषित,Octal bus transceiver
अष्टीय अंक पद्धति,Octal number system
सप्तक,Octave
विषम फलन,Odd function
"विषम पैरिटी, विषम सादृश्य",Odd parity
"ओडोमीटर, पथमापी",Odometer
ऑफ लाइन,Off line
अक्षेतर अनुक्रिया,Off-axis response
"अतर्लव, ऑफसेट",Offset
ऑफसेट कोण,Offset angle
ऑफसेट धारा,Offset current
ऑफसेट त्रुटि,Offset error
ऑफसेट समांकृतन,Offset trimming
ऑफसेट वोल्टता,Offset voltage
ओम,Ohm
ओमीय संपर्क,Ohmic contact
ओमीय क्षेत्र,Ohmic region
"ओममीटर, ओममापी",Ohmmeter
ओम नियम,Ohm's law
ओम प्रति वोल्ट,Ohm's per volt
तेल परिपथ वियोजक,Oil circuit breaker
सर्वदिशिक,Omni directional
सर्वविधा,Omni mode
ओ.एम.आर. (प्रकाशीय आच्छादित पठन),OMR (optical masked reading)
"ऑन प्रतिरोध, ON प्रतिरोध",ON resistance
ऑन अवस्था,ON state
चिप निहित विकोडक,On-chip decoding
वन शट एकस्थैतिक बहुकंपित्र,One shot (monostable multivibrator)
एक-पारण कोडांतर,One-ass assembler
चालू प्रतिरोध,One's complement
एक पथिक पंजी नियंत्रक,One-way register control
ऑन-लाइन तंत्र,On-line system
"चालू-बंद नियंत्रक, ऑन-ऑफ नियंत्रक",ON-OFF controller
चालू-बंद कुंजीयन,ON-OFF keying
संक्रियातमक प्रवर्धक,OPAMP
संक्रियात्मक माध्य प्रवर्धक,Op-amp average amplifier
संक्रियात्मक तुलनक,Op-amp comparators
संक्रियात्मक प्रवर्धक गुणक,OP-Amp multiplier
संक्रियात्मक सोफनी प्रवर्धक,Op-amp scaling amplifier
विवृत संग्राहक,Open collector
विवृत निवेश,Open input
"विवृत पाश, विवृत लूप",Open loop
विवृत तार लाइन,Open wire line
विवृत परिपथ प्राचल,Open circuit parameters
विवृत परिपथित प्रतिबाधा,Open-circuited impedance
विवृत पाश लब्धि,Open-loop gain
संकार्य,Operand
संक्रियक कोण,Operating angle
संक्रियण विधा,Operating mode
प्रचालन बिंदु,Operating point
प्रचालन तंत्र,Operating system
संक्रियात्मक आवृत्ति,Operating frequency
"प्रचालन, संक्रिया",Operation
संक्रिया कोड,Operation code
संक्रियात्मक प्रवर्धक,Operational amplifier
परिचालक,Operator
प्रकाशकीय किरण,Optic ray
प्रकाशीय संचार,Optical communication
प्रकाशीय डिस्क,Optical disk
प्रकाशीय कोडक,Optical encoder
प्रकाशीय तंतु,Optical fiber
प्रकाशीय अंतःक्षेपण,Optical injection
"प्रकाशीय उत्तापमापी, पाइरोमीटर",Optical pyrometer
प्रकाशीय अभिलेखित्र,Optical recorder
प्रकाशकीय अभिलेखन,Optical recording
प्रकाशीय क्रमवीक्षण,Optical scanning
प्रकाशीय वर्गपट,Optical spectrum
प्रकाशीय भंडारण युक्ति,Optical storage device
प्रकाशीय युग्मित विलगक,Optically coupled isolator
"इष्टतम अभिनति, इष्टतम बायस",Optimum bias
इष्टतम फिल्टर,Optimum filter
इष्टतम तंत्र,Optimum system
इष्टतम कार्यकारी आवृत्ति,Optimum working frequency
प्रकाशकीय युग्मक,Opto-coupler
प्रकाश इलेक्ट्रॉनिकी युक्ति,Optoelectronic device
प्रकाशीय इलेक्ट्रॉनिकी,Opto-electronics
ऑर गेट,OR gate
कक्षा,Orbit
फिल्टर-क्रम,Order of a filter
समीकरण कोटि,Order of equation
साधारण किरण,Ordinary ray
आर्थिकान,Orthicon
लंब गतिक,Orthodynamic
लंबकोणिक कोड,Orthogonal code
लंबिकता सिद्धांत,Orthogonality principle
दोलनी वैद्युत द्विधुव,Oscillating electric dipole
दोलित्र,Oscillator
दोलक-संस्वरण,Oscillator tuning ratio
"दोलनलेखी, ऑसिलोग्राफ",Oscillograph
दोलनदर्शी कैमरा,Oscilloscope camera
"दोलनदर्शी, अनवेषी शलाका",Oscilloscope probe
बैंडेतर संकेतन,Out of band signaling
निर्गम,Output
निर्गत प्रवेश्यता,Output admittance
निर्गम बफर,Output buffer
निर्गत अभिलक्षण,Output characteristics
निर्गम चालकत्व,Output conductance
निर्गम युक्ति,Output device
निर्गम ऑफसेट वोल्टता,Output offset voltage
निर्गत शक्ति,Output power
निर्गम प्रतिरोध,Output resistance
"निर्गम चरण, निर्गम पद",Output stage
निर्गम प्रेदील,Output swing
निर्गम ट्रांसफार्मर,Output transformer
अधिमिश्रण,Over compounding
अति युग्मित,Over coupled
अधियुग्मन,Over coupling
अधिधारा रिले,Over current relay
अधि अवमंदित,Over damped
अधिचालन गुणक,Over drive factor
अधि उत्तेजन,Over excitation
अधिप्रवाह,Over flow
अधिव्यापन समूह,Over lapping group
अधिमॉडुलन,Over modulation
अधि अभिगम,Over reach
अधि प्रतिचयन,Over sampling
अधिवोल्टता सब्बल,Over voltage crowbar
अधिवोल्टता संसूचक,Over voltage detector
अत्यावेशन,Overcharging
अधिचालित प्रवर्धक,Overdriver amplifier
"अतिचालन, अधिचालन",Over-driving
अधिभार,Overload
अधिभार रक्षण,Overload protection
अधिभार पुनर्प्राप्तिकाल,Overload recovering time
अतिक्रमण,Overshoot
अधिस्वर,Overtone
ओवन ब्रीज,Owen bridge
आक्सीकरण,Oxidation
ऑक्साइड भंजन,Oxide breakdown
आक्साइड विलगीकरण,Oxide isolation
पी-चैनल फेट,P-channel FET
पैकेजन,Packaging
संकुंचन घनत्व,Packing density
"पैडर, स्थूल-समंजक",Padder
पैडर संधारित्र,Padder capacitor
पैडल,Paddle
पैडल स्विच,Paddle switch
पृष्ठ,Page
अवपृष्ठन कुंजी,Page down key
उद्पृष्ठन कुंजी,Page up key
पृष्ठन,Paging
युगल,Pair
कागज संधारित्र,Paper capacitor
परावलीय परावर्त्तक,Parabolic reflector
समांतर गणक,Parallel counter
समांतर आँकड़ा निवेश,Parallel data input
समांतर अंतराफलन,Parallel interface
समांतर द्वारक,Parallel port
समांतर संसाधन,Parallel processing
समांतर अनुनाद,Parallel resonance
समांतर विस्थापन,Parallel shift
समांतर समस्वरित परिपथ,Parallel tuned circuit
"समांतर-आगत, समांतर-निर्गत",PIPO parallel-in parallel-out
"समांतर-आगत, श्रेणी-निर्गत",PISO parallel-in series-out
प्राचलीय समकारक,Parametric equalizer
पराकलीय प्रवर्धक,Paraphase amplifier
पराश्रयी दिशक,Parasitic director
पराश्रयी तत्व,Parasitic elements
पराश्रयी उत्तेजन,Parasitic excitation
अवांछित दोलन,Parasitic oscillation
पराश्रयी परावर्त्तक,Parasitic reflector
पैरिटी,Parity
पैरिटी द्वयंक,Parity bit
पैरिटी परीक्षक,Parity checker
पैरिटी कोडक,Parity encoder
पैरिटी जनित्र,Parity generator
विभाजन,Partition
"पारक बैंड, पारक पट्टी",Pass-band
निष्क्रिम झीणकारी पैड,Passive attenuator pad
निष्क्रिय परिपथ,Passive circuit
"निष्क्रिय अवयव, निष्क्रिय घटक",Passive component
निष्क्रिय विद्युत जालक्रम (नेटवर्क),Passive electrical network
निष्क्रियांग फिल्टर,Passive filter
अक्रिय भार,Passive load
अक्रिय उद्कर्ष,Passive pull up
"योजक रज्जु, कॉर्ड",Patch cord
पथ-ह्रास,Path loss
प्रतिरूप जनित्र,Pattern generator
प्रतिरूप,Pattern recognition
मुद्रित परिपथ बोर्ड (पी.सी.बी.),Pc board
पी-चैनल,P-channel
शिखर संसूचक,Peak detector
शिखर-शिखर,Peak to peak
शिखर-शिखर आयाम,Peak to peak amplitude
शिखर श्वेत स्तर,Peak white level
शिखर संसूचक,Peak-detector
शिखर अनुगामी,Peak-follower
