Assamese,Kannada
নিৰাপদ বহন ক্ষমতা,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
নিমখৰ গ্লেজ,ಉಪ್ಪು ಮೆರುಗು
নমুনাৰ আকাৰ,ಮಾದರಿ ಅಳತೆ
নমুনা বিতৰণ,ಮಾದರಿ ವಿತರಣೆ
নমুনা সংগ্ৰহৰ ভুল,ಮಾದರಿ ದೋಷ
বালি,ಮರಳು
বালিৰ ফিনিচিং,ಮರಳು ಮುಕ್ತಾಯ
বালিৰ হাতৰ মল্ডিং,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
ছেণ্ডিং,ಮರಳುಗಾರಿಕೆ
সংপৃক্ত মাটি,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
সংপৃক্ত মাটিৰ পেষ্ট,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
চেচুৰেচন এক্সট্ৰেক্ট,ಶುದ್ಧತ್ವ ಸಾರ
চেচুৰেচন শতাংশ,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
চচৰ গম্বুজ,ಸಾಸರ್ ಗುಮ್ಮಟ
মৰাপাট,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
শ্বিষ্ট,ಸ್ಕಿಸ್ಟ್
সাগৰীয় বন্দৰ,ಸಮುದ್ರ ಬಂದರು
গোপন নালা,ರಹಸ್ಯ ಗಟಾರ
দ্বিতীয়,ಎರಡನೇ
পলস বিশ্লেষণ,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
অৰ্ধকৃত্ৰিম বন্দৰ,ಅರೆ ಕೃತಕ ಬಂದರು
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
চেনিল,ವಯಸ್ಸಾದ
শ্বেল,ಶೇಲ್
শ্বীটৰ স্তূপ,ಹಾಳೆಯ ರಾಶಿ
সংকোচনৰ সীমা,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
শ্বাটাৰিং,ಶಟರಿಂಗ್
চিয়ালিটিক মাটি,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
ছিয়েৰ’জেম,ಸಿರೋಜೆಮ್
চিল,ಸಿಲ್
পলি,ಹೂಳು
একক ফ্লেমিছ তেজ,ಏಕ ಮಾಂಸದ ರಕ್ತ
একক দানাযুক্ত গঠন,ಏಕ ಹರಳಿನ ರಚನೆ
কংকালৰ মাটি,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
স্কাৰ্টিং,ಸ್ಕರ್ಟಿಂಗ್
স্লিপাৰ ৱাল,ಸ್ಲೀಪರ್ ಗೋಡೆ
কাষৰ নালা,ಸೈಡ್ ಗಟರ್
স্লাইড নিয়ম,ಸ್ಲೈಡ್ ನಿಯಮ
স্লিপ ডক,ಸ್ಲಿಪ್ ಡಾಕ್
স্মোনিজা,ಸ್ಮೋನಿಜಾ
তিয়াই থোৱা,ನೆನೆಯುವುದು
মাটিৰ সংঘ,ಮಣ್ಣಿನ ಸಂಘ
মাটিৰ শ্ৰেণী,ಮಣ್ಣಿನ ವರ್ಗ
মাটিৰ জটিলতা,ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ
মাটিৰ স্থায়িত্ব,ಮಣ್ಣಿನ ಸ್ಥಿರತೆ
মাটি পৰিয়াল,ಮಣ್ಣಿನ ಕುಟುಂಬ
মাটিৰ ফ্ৰেমৰ কাম,ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ
মাটিৰ আৰ্দ্ৰতা,ಮಣ್ಣಿನ ತೇವಾಂಶ
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
মাটিৰ আকৃতিবিজ্ঞান,ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ
মাটিৰ কণা,ಮಣ್ಣಿನ ಕಣ
মাটিৰ পৰ্যায়,ಮಣ್ಣಿನ ಹಂತ
মাটিৰ প্ৰফাইল,ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್
মাটিৰ বিক্ৰিয়া,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
মাটি পৃথক হয়,ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ
মাটিৰ শৃংখলা,ಮಣ್ಣಿನ ಸರಣಿ
মাটিৰ দ্ৰৱ,ಮಣ್ಣಿನ ಪರಿಹಾರ
মাটিৰ গঠন,ಮಣ್ಣಿನ ರಚನೆ
মাটিৰ টেক্সচাৰ,ಮಣ್ಣಿನ ರಚನೆ
মাটিৰ প্ৰকাৰ,ಮಣ್ಣಿನ ಪ್ರಕಾರ
ছলুম,ಸೋಲಮ್
শোষণ,ಸೋರ್ಪ್ಶನ್
Spalls,ಸ್ಪ್ಯಾಲ್ಸ್
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
স্থিৰ প্ৰবাহ,ಸ್ಥಿರ ಹರಿವು
ফিচফিচাই ষ্টেপ কৰিলে,ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ
আঠাযুক্ততা,ಜಿಗುಟುತನ
ষ্টিক পইণ্ট,ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು
শিল,ಕಲ್ಲು
স্লপ হেণ্ড মল্ডিং,ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
ষ্ট্ৰেপ হিঞ্জ,ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್
ষ্ট্ৰ’ বৰ্ড,ಒಣಹುಲ್ಲಿನ ಹಲಗೆ
নিজৰা,ಸ್ಟ್ರೀಮ್
চাপ,ಒತ್ತಡ
ষ্ট্ৰেচাৰ,ಸ್ಟ್ರೆಚರ್
ষ্ট্ৰেচাৰ বণ্ড,ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್
ষ্ট্ৰেচাৰ কোৰ্চ,ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್
তাঁৰ,ಸ್ಟ್ರಿಂಗ್
ষ্ট্ৰিং কোৰ্চ,ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್
গঠন কাৰক,ರಚನಾತ್ಮಕ ಅಂಶ
গঠন সূচকাংক,ರಚನೆ ಸೂಚ್ಯಂಕ
ষ্টুকো,ಗಾರೆ
ষ্টড,ಸ್ಟಡ್
ষ্টাইলবেট,ಸ್ಟೈಲೋಬೇಟ್
উপ মাটি,ಉಪ ಮಣ್ಣು
উপ গঠন,ಉಪ ರಚನೆ
যোগফল বক্ৰ,ಸಂಕಲನ ಕರ್ವ್
সূৰ্য্যৰ মাইকা,ಸೂರ್ಯ ಮೈಕಾ
চুপাৰ ষ্ট্ৰাকচাৰ,ಸೂಪರ್ ರಚನೆ
জৰীপকাৰী,ಸರ್ವೇಯರ್
S-মান,ಎಸ್-ಮೌಲ್ಯ
লুট,ತೋರಣ
হাঁসৰ ডিঙি,ಸ್ವಾನ್ ಕುತ್ತಿಗೆ
তম্বু,ಗುಡಾರ
টেবুল হেণ্ড মল্ডিং,ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
টেংকিং,ಟ್ಯಾಂಕಿಂಗ್
টেম্পিয়েট্টো,ಟೆಂಪಿಯೆಟ್ಟೊ
টেম্পাৰিং,ಟೆಂಪರಿಂಗ್
টেমপ্লেট,ಟೆಂಪ್ಲೇಟ್
টেমপ্লেট,ಟೆಂಪ್ಲೇಟ್
টেপিডাৰিয়াম,ಟೆಪಿಡೇರಿಯಮ್
টেৰাকোটা,ಟೆರಾಕೋಟಾ
টেৰা ৰোজা,ಟೆರ್ರಾ ರೋಸಾ
টেৰাজো,ಟೆರಾಝೋ
টেট্ৰা ষ্টাইল,ಟೆಟ್ರಾ ಶೈಲಿ
থ্ৰেছহ&#39;ল্ড সীমা মান,ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ
নেলু,ಗಂಟಲು
শিলৰ মাজেৰে,ಕಲ್ಲಿನ ಮೂಲಕ
জোৱাৰ-ভাটাৰ অৱবাহিকা,ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ
টাই বাৰ,ಟೈ ಬಾರ್
টাই বিম,ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ
টাই ৰড,ಕಟ್ಟಿದ ಸಲಾಕೆ
তিৰছ,ಟಿರ್ಸ್
সহনশীলতা,ಸಹಿಷ್ಣುತೆ
দাঁত ওলোৱা,ಹಲ್ಲುಜ್ಜುವುದು
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು
মুঠ ছিদ্ৰতা,ಒಟ್ಟು ಸರಂಧ್ರತೆ
ট্ৰেচাৰী,ಟ್ರೇಸರಿ
ট্ৰেইন ৰেজিষ্টেন্স,ರೈಲು ಪ್ರತಿರೋಧ
ট্ৰেন্সেপ্ট,ಟ್ರಾನ್ಸೆಪ್ಟ್
সংক্ৰমণকালীন মাটি,ಪರಿವರ್ತನೆಯ ಮಣ್ಣು
ট্ৰেন্সম,ಟ್ರಾನ್ಸಮ್
পৰিবহণ মাটি,ಸಾರಿಗೆ ಮಣ್ಣು
ট্ৰিবিউটাৰী,ಉಪನದಿ
ট্ৰাইফ’ৰিয়াম,ಟ್ರಿಫೊರಿಯಮ್
ট্ৰিগ্লিফ,ಟ್ರೈಗ್ಲಿಫ್
ছেদ কৰা মাটি,ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು
অশান্ত প্ৰবাহ,ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು
টাৰেট,ತಿರುಗು ಗೋಪುರ
টিম্পাৰ num,ಟೈಂಪರ್ ಸಂಖ್ಯೆ
চূড়ান্ত বহন ক্ষমতা,ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
চূড়ান্ত ph,ಅಂತಿಮ ಪಿಎಚ್
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
আণ্ডাৰক্ৰফ্ট,ಅಂಡರ್ಕ್ರಾಫ್ಟ್
ভৰোৱা নোহোৱা ছিদ্ৰতা,ತುಂಬದ ಸರಂಧ್ರತೆ
একেধৰণৰ প্ৰবাহ,ಏಕರೂಪದ ಹರಿವು
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
অনুত্পাদনশীল কাম,ಅನುತ್ಪಾದಕ ಕೆಲಸ
অসংপৃক্ত মাটি,ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು
অস্থিৰ প্ৰবাহ,ಅಸ್ಥಿರ ಹರಿವು
প্লাষ্টিকৰ ওপৰৰ সীমা,ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
উপত্যকাৰ নালা,ಕಣಿವೆ ಗಟಾರ
ভল্ট,ವಾಲ್ಟ್
ভেটেৰিয়াম,ವೆಟೇರಿಯಮ್
বায়ু চলাচল কৰা,ವಾತಾಯನ
ভেন্টিলেটৰ,ವೆಂಟಿಲೇಟರ್
ভেৰামদহ,ವೆರಾಮದಾಹ್
ভেষ্টিবুল,ವೆಸ್ಟಿಬುಲ್
ভিলা,ವಿಲ್ಲಾ
